UPPERTRACED_SUM_SINGLE_LSA_MAX.csv,Associated
0.3669164686528971,YES
0.6216962164138182,YES
0.2942240906598428,YES
0.3108,YES
0.2405,NO
0.4400292451105831,YES
0.1574849204898556,NO
0.21824163772619265,NO
0.4005483458234326,NO
0.22399999999999998,NO
0.32284774264302685,NO
0.402083714129044,NO
0.3315116066532626,NO
0.4288064339243283,NO
0.0967,NO
0.2198,NO
0.3428,YES
0.2461341619447999,NO
0.1736,YES
0.2026320599524767,NO
0.483951745567538,NO
0.1736428440870042,NO
0.3084445256808627,NO
0.6532078230670809,NO
0.17413635532809355,NO
0.3214951562785597,NO
0.1309,NO
0.34368488393346736,NO
0.4042,YES
0.6216962164138182,YES
0.4941,YES
0.20106013525863645,YES
0.2273259002010601,NO
0.4400292451105831,YES
0.1726,NO
0.21824163772619265,NO
0.4005483458234326,NO
0.20122463900566626,NO
0.32284774264302685,NO
0.402083714129044,NO
0.3315116066532626,NO
0.4288064339243283,NO
0.1204,NO
0.1751,NO
0.3579,YES
0.2461341619447999,NO
0.2083,YES
0.2252,NO
0.483951745567538,NO
0.2007,NO
0.3084445256808627,NO
0.6532078230670809,NO
0.17413635532809355,NO
0.3214951562785597,NO
0.1912,NO
0.34368488393346736,NO
0.4038,YES
0.6216962164138182,YES
0.2942240906598428,YES
0.2675,YES
0.2273259002010601,NO
0.4400292451105831,YES
0.1574849204898556,NO
0.21824163772619265,NO
0.4005483458234326,NO
0.20122463900566626,NO
0.32284774264302685,NO
0.402083714129044,NO
0.3315116066532626,NO
0.4288064339243283,NO
0.0532,NO
0.1527874246024493,NO
0.4397,YES
0.2461341619447999,NO
0.2347,YES
0.2118,NO
0.483951745567538,NO
0.2045,NO
0.3084445256808627,NO
0.6532078230670809,NO
0.17413635532809355,NO
0.3214951562785597,NO
0.1702,NO
0.34368488393346736,NO
0.3669164686528971,YES
0.6216962164138182,YES
0.314,YES
0.20106013525863645,YES
0.2273259002010601,NO
0.4400292451105831,YES
0.1574849204898556,NO
0.641071102175105,NO
1.0,NO
0.9120270517272892,YES
0.3697678669347469,YES
0.3585998903308353,YES
0.8391518917930907,YES
0.7770608663864009,NO
0.6671540851763845,NO
0.9216231036373606,YES
0.21414732224456226,NO
0.9710107841345276,YES
0.3502833120087735,NO
0.8143483823798208,NO
0.8694205812465728,NO
0.7942606470480716,NO
0.8510875525498081,NO
0.42270151709011133,YES
0.7535002741729118,NO
0.583915189179309,YES
0.6481082069091573,NO
0.4757265582160482,YES
0.5639919575945895,NO
0.5122829464448911,NO
0.7190824346554558,NO
0.7161030890148052,NO
0.8622006945713763,YES
0.9055017364284408,NO
0.8420032900749405,YES
0.1799,NO
0.2753975507219887,NO
0.3595,YES
0.2156,NO
0.1535,NO
0.4159,YES
0.1827,NO
0.1289892158654725,NO
0.5448,YES
0.191,NO
0.4381,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.2022847742643027,NO
0.21899999999999997,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.2637,NO
0.1991,NO
0.1784,NO
0.3767,NO
0.1917,NO
0.3794,YES
0.3359,NO
0.2874,YES
0.4906598428075306,NO
0.5083348565161762,NO
0.5015719246938402,YES
0.6538658380552002,YES
0.3883202339608847,YES
0.3759276183513069,YES
0.3768780844452568,NO
0.461231950283312,NO
0.6343081703527691,YES
0.6572655821604825,NO
0.3463352220800585,YES
0.6845366477791993,NO
0.6756168890513616,NO
0.7131968561506122,NO
0.6135806982270151,NO
0.5433924328276366,NO
0.5217144946079326,YES
0.5692926338877718,NO
0.4538110034728569,YES
0.6612685066715408,NO
0.5526229208554194,YES
0.6203984646316943,NO
0.7551818680314385,NO
0.675068543227929,NO
0.4967282032535186,NO
0.6208919758727838,YES
0.5411807713397916,NO
0.6326814110765856,YES
0.1636,NO
0.2283129226832389,NO
0.3881,YES
0.1762,NO
0.1649,NO
0.4197,YES
0.1681,NO
0.153,NO
0.4738,YES
0.159,NO
0.493,YES
0.1456,NO
0.2244,NO
0.2418387863279108,NO
0.194187534271614,NO
0.1775,NO
0.2106,NO
0.1654,NO
0.3557,NO
0.15984280753061594,NO
0.2663,NO
0.2218,NO
0.1764,NO
0.3901,NO
0.2343630049351124,NO
0.402,YES
0.3584,NO
0.3239,YES
0.4906598428075306,NO
0.5083348565161762,NO
0.5015719246938402,YES
0.6538658380552002,YES
0.3883202339608847,YES
0.3759276183513069,YES
0.3768780844452568,NO
0.461231950283312,NO
0.6343081703527691,YES
0.6572655821604825,NO
0.3463352220800585,YES
0.6845366477791993,NO
0.6756168890513616,NO
0.7131968561506122,NO
0.6135806982270151,NO
0.5433924328276366,NO
0.5217144946079326,YES
0.5692926338877718,NO
0.4538110034728569,YES
0.6612685066715408,NO
0.5526229208554194,YES
0.6203984646316943,NO
0.7551818680314385,NO
0.675068543227929,NO
0.4967282032535186,NO
0.6208919758727838,YES
0.5411807713397916,NO
0.6326814110765856,YES
0.388813745201974,YES
0.448309267044416,YES
0.3634,NO
0.1548,NO
0.3253335770425882,NO
0.1506,NO
0.2394,YES
0.4942423688539572,YES
0.1404,NO
0.10743922500456954,NO
0.15863644671906416,NO
0.14697495887406326,NO
0.2131,NO
0.16949369402303052,NO
0.19053189544872967,NO
0.21001645037470296,YES
0.1979528422591848,NO
0.3342533357704259,YES
0.09250594041308717,NO
0.2985,YES
0.09804423322975687,NO
0.3284774264302687,NO
0.2642295741180771,NO
0.1259,NO
0.3864558581612137,NO
0.2177,NO
0.15,NO
0.0996,NO
0.641071102175105,NO
1.0,NO
0.9120270517272892,YES
0.3697678669347469,YES
0.3585998903308353,YES
0.8391518917930907,YES
0.7770608663864009,NO
0.6671540851763845,NO
0.9216231036373606,YES
0.21414732224456226,NO
0.9710107841345276,YES
0.3502833120087735,NO
0.8143483823798208,NO
0.8694205812465728,NO
0.7942606470480716,NO
0.8510875525498081,NO
0.42270151709011133,YES
0.7535002741729118,NO
0.583915189179309,YES
0.6481082069091573,NO
0.4757265582160482,YES
0.5639919575945895,NO
0.5122829464448911,NO
0.7190824346554558,NO
0.7161030890148052,NO
0.8622006945713763,YES
0.9055017364284408,NO
0.8420032900749405,YES
0.641071102175105,NO
1.0,NO
0.9120270517272892,YES
0.3697678669347469,YES
0.3585998903308353,YES
0.8391518917930907,YES
0.7770608663864009,NO
0.6671540851763845,NO
0.9216231036373606,YES
0.21414732224456226,NO
0.9710107841345276,YES
0.3502833120087735,NO
0.8143483823798208,NO
0.8694205812465728,NO
0.7942606470480716,NO
0.8510875525498081,NO
0.42270151709011133,YES
0.7535002741729118,NO
0.583915189179309,YES
0.6481082069091573,NO
0.4757265582160482,YES
0.5639919575945895,NO
0.5122829464448911,NO
0.7190824346554558,NO
0.7161030890148052,NO
0.8622006945713763,YES
0.9055017364284408,NO
0.8420032900749405,YES
0.641071102175105,NO
1.0,NO
0.9120270517272892,YES
0.3697678669347469,YES
0.3585998903308353,YES
0.8391518917930907,YES
0.7770608663864009,NO
0.6671540851763845,NO
0.9216231036373606,YES
0.21414732224456226,NO
0.9710107841345276,YES
0.3502833120087735,NO
0.8143483823798208,NO
0.8694205812465728,NO
0.7942606470480716,NO
0.8510875525498081,NO
0.42270151709011133,YES
0.7535002741729118,NO
0.583915189179309,YES
0.6481082069091573,NO
0.4757265582160482,YES
0.5639919575945895,NO
0.5122829464448911,NO
0.7190824346554558,NO
0.7161030890148052,NO
0.8622006945713763,YES
0.9055017364284408,NO
0.8420032900749405,YES
0.641071102175105,NO
1.0,NO
0.9120270517272892,YES
0.3697678669347469,YES
0.3585998903308353,YES
0.8391518917930907,YES
0.7770608663864009,NO
0.6671540851763845,NO
0.9216231036373606,YES
0.21414732224456226,NO
0.9710107841345276,YES
0.3502833120087735,NO
0.8143483823798208,NO
0.8694205812465728,NO
0.7942606470480716,NO
0.8510875525498081,NO
0.42270151709011133,YES
0.7535002741729118,NO
0.583915189179309,YES
0.6481082069091573,NO
0.4757265582160482,YES
0.5639919575945895,NO
0.5122829464448911,NO
0.7190824346554558,NO
0.7161030890148052,NO
0.8622006945713763,YES
0.9055017364284408,NO
0.8420032900749405,YES
0.4906598428075306,NO
0.5083348565161762,NO
0.5015719246938402,YES
0.6538658380552002,YES
0.3883202339608847,YES
0.3759276183513069,YES
0.3768780844452568,NO
0.461231950283312,NO
0.6343081703527691,YES
0.6572655821604825,NO
0.3463352220800585,YES
0.6845366477791993,NO
0.6756168890513616,NO
0.7131968561506122,NO
0.6135806982270151,NO
0.5433924328276366,NO
0.5217144946079326,YES
0.5692926338877718,NO
0.4538110034728569,YES
0.6612685066715408,NO
0.5526229208554194,YES
0.6203984646316943,NO
0.7551818680314385,NO
0.675068543227929,NO
0.4967282032535186,NO
0.6208919758727838,YES
0.5411807713397916,NO
0.6326814110765856,YES
0.4906598428075306,NO
0.5083348565161762,NO
0.5015719246938402,YES
0.6538658380552002,YES
0.3883202339608847,YES
0.3759276183513069,YES
0.3768780844452568,NO
0.461231950283312,NO
0.6343081703527691,YES
0.6572655821604825,NO
0.3463352220800585,YES
0.6845366477791993,NO
0.6756168890513616,NO
0.7131968561506122,NO
0.6135806982270151,NO
0.5433924328276366,NO
0.5217144946079326,YES
0.5692926338877718,NO
0.5728,YES
0.6612685066715408,NO
0.5526229208554194,YES
0.6203984646316943,NO
0.7551818680314385,NO
0.675068543227929,NO
0.4967282032535186,NO
0.6208919758727838,YES
0.5411807713397916,NO
0.6326814110765856,YES
0.08900000000000001,NO
0.22809358435386584,NO
0.1381,NO
0.2108,NO
0.07472125753975507,NO
0.17773715956863462,NO
0.13246207274721256,NO
0.07267409979893986,NO
0.2592,NO
0.1291,NO
0.15362822153171266,NO
0.13968195942240905,NO
0.4225,YES
0.3368,YES
0.3938,YES
0.11058307439225007,NO
0.14776092122098336,NO
0.0797,NO
0.0531,NO
0.15607749954304515,NO
0.08135624200329007,NO
0.10866386401023577,NO
0.0847011515262292,NO
0.1014,NO
0.18356790349113508,NO
0.1941326996892707,NO
0.09868397002376167,NO
0.2105,NO
0.388813745201974,YES
0.448309267044416,YES
0.2752,NO
0.1653,NO
0.3253335770425882,NO
0.0623,NO
0.32899999999999996,YES
0.4942423688539572,YES
0.0968,NO
0.1519,NO
0.15863644671906416,NO
0.1784,NO
0.1661,NO
0.16949369402303052,NO
0.19053189544872967,NO
0.3075,YES
0.1979528422591848,NO
0.3342533357704259,YES
0.09250594041308717,NO
0.3735,YES
0.09804423322975687,NO
0.3284774264302687,NO
0.2642295741180771,NO
0.1354,NO
0.3864558581612137,NO
0.1407,NO
0.08702248217876074,NO
0.0894,NO
0.4906598428075306,NO
0.5083348565161762,NO
0.5015719246938402,YES
0.6538658380552002,YES
0.3883202339608847,YES
0.3759276183513069,YES
0.3768780844452568,NO
0.461231950283312,NO
0.6343081703527691,YES
0.6572655821604825,NO
0.3463352220800585,YES
0.6845366477791993,NO
0.6756168890513616,NO
0.7131968561506122,NO
0.6135806982270151,NO
0.5433924328276366,NO
0.5217144946079326,YES
0.5692926338877718,NO
0.4538110034728569,YES
0.6612685066715408,NO
0.5526229208554194,YES
0.6203984646316943,NO
0.7551818680314385,NO
0.675068543227929,NO
0.4967282032535186,NO
0.6208919758727838,YES
0.5411807713397916,NO
0.6326814110765856,YES
0.388813745201974,YES
0.448309267044416,YES
0.3473,NO
0.1555,NO
0.3253335770425882,NO
0.107,NO
0.226,YES
0.4942423688539572,YES
0.1111,NO
0.10743922500456954,NO
0.15863644671906416,NO
0.14697495887406326,NO
0.1741,NO
0.16949369402303052,NO
0.19053189544872967,NO
0.21001645037470296,YES
0.1979528422591848,NO
0.3342533357704259,YES
0.09250594041308717,NO
0.3407,YES
0.09804423322975687,NO
0.3284774264302687,NO
0.2642295741180771,NO
0.1266,NO
0.3864558581612137,NO
0.192,NO
0.1128,NO
0.0813,NO
0.21824163772619265,NO
0.4005483458234326,NO
0.20122463900566626,NO
0.32284774264302685,NO
0.402083714129044,NO
0.3315116066532626,NO
0.4288064339243283,NO
0.0869,NO
0.1921,NO
0.2119,YES
0.2461341619447999,NO
0.1963,YES
0.24100000000000002,NO
0.483951745567538,NO
0.2504,NO
0.3084445256808627,NO
0.6532078230670809,NO
0.17413635532809355,NO
0.3214951562785597,NO
0.2072,NO
0.34368488393346736,NO
0.3669164686528971,YES
0.6216962164138182,YES
0.2942240906598428,YES
0.20106013525863645,YES
0.2273259002010601,NO
0.4400292451105831,YES
0.1574849204898556,NO
0.388813745201974,YES
0.448309267044416,YES
0.2823,NO
0.1584,NO
0.3253335770425882,NO
0.0678,NO
0.1652,YES
0.4942423688539572,YES
0.0947,NO
0.1079,NO
0.15863644671906416,NO
0.14697495887406326,NO
0.1665,NO
0.16949369402303052,NO
0.19053189544872967,NO
0.21001645037470296,YES
0.1979528422591848,NO
0.3791,YES
0.09250594041308717,NO
0.3577,YES
0.09804423322975687,NO
0.3284774264302687,NO
0.2642295741180771,NO
0.1274,NO
0.3864558581612137,NO
0.1427,NO
0.08702248217876074,NO
0.0769,NO
0.21824163772619265,NO
0.4005483458234326,NO
0.20122463900566626,NO
0.32284774264302685,NO
0.402083714129044,NO
0.3315116066532626,NO
0.4288064339243283,NO
0.1098,NO
0.1753,NO
0.1807,YES
0.2461341619447999,NO
0.2818,YES
0.2438,NO
0.483951745567538,NO
0.2176,NO
0.3084445256808627,NO
0.6532078230670809,NO
0.17413635532809355,NO
0.3214951562785597,NO
0.2286,NO
0.34368488393346736,NO
0.3669164686528971,YES
0.6216962164138182,YES
0.2942240906598428,YES
0.2731,YES
0.2273259002010601,NO
0.4400292451105831,YES
0.1574849204898556,NO
