UPPERTRACED_RFUNDER_SINGLE_LSA_SUM.csv,Associated
0.10300545557041224,NO
0.3101251846088622,NO
0.10707174238153583,NO
0.08064646878770795,YES
0.30760565217593866,YES
0.24008050577004605,YES
0.07324254692675747,YES
0.04741733948929152,NO
0.014819956858597758,NO
0.19732486034951055,YES
0.14520855560162688,NO
0.10278462377063308,YES
0.1487418643980936,NO
0.20188871754494672,NO
0.24079145371617053,NO
0.203520263880024,NO
0.15916941153450145,NO
0.1572443545794645,YES
0.14867384447664256,NO
0.308182423838653,YES
0.16546358371808068,NO
0.2488643934346799,YES
0.08094650186588895,NO
0.0923561448544793,NO
0.148447421998388,NO
0.03229641777276685,NO
0.1780817450371081,YES
0.06689339973816988,NO
0.15069860186449124,YES
0.1654943324496955,NO
0.021862348178137647,NO
0.14131371626374956,NO
0.2419021351732877,NO
0.2532745069720419,NO
0.16773339917910204,NO
0.36215576562012275,NO
0.05815237394184763,NO
0.07530364372469636,NO
0.43220323979817643,YES
0.10269890003400994,NO
0.1817445712182554,YES
0.11424365108575632,NO
0.18109977963409005,NO
0.10162548976672894,NO
0.026364707910344155,NO
0.1506557399961797,NO
0.00824438719175561,NO
0.04762605815237394,NO
0.15387038011954735,NO
0.06315789473684211,NO
0.2548398969451601,YES
0.3084032556384322,YES
0.22001556072175657,YES
0.22759745251417465,YES
0.1597899768452733,NO
0.4324594792283,YES
0.04004416635995583,NO
0.3293375511896498,NO
0.1460853603425222,NO
0.05598691781236751,YES
0.32961522155392914,YES
0.21019460219993194,YES
0.06595509753404491,YES
0.051760364884948486,NO
0.04971138122370634,NO
0.19474848935208697,YES
0.23376210731307331,NO
0.08327781479013988,YES
0.1499196339969158,NO
0.2082928397385426,NO
0.28768140586928065,NO
0.2359825384475617,NO
0.22402035006965051,NO
0.15187078078483807,YES
0.21153729681377909,NO
0.23560237231123302,YES
0.16568441551785984,NO
0.24923244643431183,YES
0.19334988795348554,NO
0.2049067521419287,NO
0.20652618534030923,NO
0.07189892053316435,NO
0.1593846526558052,YES
0.07808221092698106,NO
0.14944722166574262,YES
0.15599856505919127,NO
0.022819285977180713,NO
0.17119961983386367,NO
0.19169970602349015,NO
0.22162194900369445,NO
0.18952213675731328,NO
0.3598738370224046,NO
0.08104527051895472,NO
0.115126978284873,NO
0.2821112265482685,YES
0.13714866079956017,NO
0.14810452705189545,YES
0.1534044902465955,NO
0.2017107476134791,NO
0.12694753614140689,NO
0.025849433710859425,NO
0.11981289862702252,NO
0.009201324990798669,NO
0.04990798675009201,NO
0.1713160923021016,NO
0.04078027235921972,NO
0.1062937062937063,YES
0.14888908559794634,YES
0.15450212678727002,YES
0.24335012089842203,YES
0.17296627423209698,NO
0.4253928616353666,YES
0.06595509753404491,NO
0.12169602549349381,NO
0.06654398233345601,NO
0.16082052524424273,NO
0.19663161621855824,NO
0.21345117241186523,NO
0.19555820595127724,NO
0.33676010864551836,NO
0.03916083916083916,NO
0.1297754876702245,NO
0.38803687984234286,YES
0.1591582301775506,NO
0.09576739050423261,YES
0.06595509753404491,NO
0.10594335710924649,NO
0.02492324464343118,NO
0.13678060779992823,NO
0.1402030348066324,NO
0.08980493191019506,NO
0.19617224880382775,NO
0.10160685417181084,NO
0.1754876702245123,NO
0.26551343393448656,YES
0.28514230606169316,YES
0.3782783505634938,YES
0.14581607599595603,YES
0.13800123926706204,NO
0.5001812311605781,YES
0.0950312845049687,NO
0.1577652194574246,NO
0.024585940375414055,NO
0.139694283065369,NO
0.22423559119095424,NO
0.2584272489668892,NO
0.17671389237012153,NO
0.36215576562012275,NO
0.05660655134339344,NO
0.09687154950312843,NO
0.3991520804312277,YES
0.12117516061553368,NO
0.12131026867868971,YES
0.13375046006624952,NO
0.20207880061311106,NO
0.12503366054332077,NO
0.023273062713435794,NO
0.14668076760015467,NO
0.00588884799411115,NO
0.056827383143172615,NO
0.14599404592742365,NO
0.07103422892896577,NO
0.265218991534781,YES
0.2997172048471182,YES
0.22060444552116767,YES
0.21147673113029541,YES
0.1583177648467455,NO
0.4508621292098973,YES
0.053956569746043424,NO
0.10535447230983538,NO
0.02053735737946264,NO
0.07543222932963106,NO
0.26427975755091015,NO
0.21278867701252774,NO
0.1054588316413766,NO
0.28272992829954857,NO
0.007140228192859768,NO
0.07258005152741995,NO
0.4593655511710142,YES
0.03129661810541224,NO
0.14074346705925653,YES
0.12388663967611335,NO
0.20259407481259575,NO
0.12783086334052354,NO
0.04911038328759847,NO
0.1187087396281267,NO
0.028634523371365475,NO
0.039749723960250276,NO
0.13053581994288188,NO
0.0797202797202797,NO
0.21619433198380567,YES
0.2856575802611778,YES
0.24570566009606645,YES
0.10709690043467524,YES
0.0971473563079159,NO
0.38645285427430653,YES
0.04085388295914611,NO
0.6336903602726387,NO
0.07572014927111531,NO
0.41756777532926764,YES
0.2037653219531967,YES
0.12352417735495683,YES
0.2520911466947443,YES
0.20718868073964675,NO
0.6427137153319697,NO
0.28293398806390146,YES
0.17012527778683673,NO
0.28462703186220845,YES
0.045933014354066985,NO
0.1900681596884128,NO
0.1526432261941922,NO
0.15102379299581165,NO
0.10891852983791689,NO
0.24606625885773117,YES
0.10693104363990438,NO
0.6827951528817617,YES
0.1433319511933769,NO
0.5031554721095027,YES
0.4528859548180001,NO
0.4648043495478538,NO
0.22792264364549505,NO
0.14949008353405419,NO
0.29272419785411125,YES
0.22772603811910938,NO
0.19570542715112998,YES
0.10040485829959514,NO
0.09117278457718164,NO
0.23260949576739046,YES
0.12668384247331615,NO
0.08097165991902833,NO
0.27412587412587414,YES
0.10246595509753403,NO
0.04873021715126979,NO
0.36900993743099003,YES
0.10857563489142436,NO
0.35569200952278895,YES
0.08045638571954361,NO
0.20824438719175561,NO
0.38079229231794187,NO
0.6287901305889314,NO
0.410658628513392,NO
0.12918660287081338,NO
0.070887007729113,NO
0.2383511225616489,NO
0.07478836952521162,NO
0.16209054103790943,NO
0.1145380934854619,NO
0.09930069930069929,NO
0.24527051895472943,NO
0.5470273896656308,NO
0.24725800515274196,YES
0.2245551916437992,NO
0.198171848138537,YES
0.31557236900341495,NO
0.11590501437270256,NO
0.159483421308871,YES
0.26682537981671894,YES
0.18818503282194152,YES
0.13087964666912033,YES
0.077376853659332,NO
0.04014200323327571,NO
0.24855783789827754,YES
0.21388724533294817,NO
0.19722702347619067,YES
0.12312537562371006,NO
0.21661083753022456,NO
0.25013999990682206,NO
0.2119118722716324,NO
0.1506305819430403,NO
0.11874601081796282,YES
0.14028223608503418,NO
0.24127038850556506,YES
0.15125673793228753,NO
0.20197444128156983,YES
0.21896637672786903,NO
0.19791374514892168,NO
0.25856887948826657,NO
0.08095302432411025,NO
0.2307133239844765,YES
0.14013594666492732,NO
0.1975885540176013,YES
0.1349953178067768,NO
0.08914243651085757,NO
0.25366212734633786,YES
0.09768126610231873,NO
0.08936326831063673,NO
0.27692307692307694,YES
0.16626118718057425,NO
0.08992140437843302,NO
0.8105896768121952,YES
0.08502024291497975,NO
0.34951524158719366,YES
0.09379201744291685,NO
0.13316157526683842,NO
0.10012252903658633,NO
0.12720470735127629,NO
0.09863820390136177,NO
0.13232110993603333,NO
0.08973132131026867,NO
0.2298122929701877,NO
0.03437615016562385,NO
0.16400441663599555,NO
0.34555704122659486,NO
0.5544005627949665,NO
0.4601258834436716,NO
0.1269782848730217,NO
1.0,YES
0.5858760826115922,NO
0.20640412219359588,YES
0.2912072604277801,NO
0.10265510638595246,NO
0.01734135285101307,YES
0.20594941367759487,YES
0.11597303429415351,YES
0.006698564593301433,YES
0.01524950732145934,NO
0.012464417660953298,NO
0.1311489310156865,YES
0.12732117981951427,NO
0.03719757923622013,YES
0.11569070503114473,NO
0.16839589457843956,NO
0.2259957231309663,NO
0.19255228449099202,NO
0.16358604753008482,NO
0.10821969502848916,YES
0.15294325927237315,NO
0.1553668183914686,YES
0.1603108417232334,NO
0.15037341073317087,YES
0.05356335869327208,NO
0.09507973705175571,NO
0.09390196745293347,NO
0.021696491383366788,NO
0.10130588931388396,YES
0.02375758818130569,NO
0.09872951831646032,YES
0.24648462796364193,YES
0.07800207786883337,YES
0.505696435476582,NO
0.11919978755421792,NO
0.5599027221945276,NO
0.07883695252116305,NO
0.17215655763290671,YES
0.31436571423246973,YES
0.07132867132867132,NO
0.02377622377622378,NO
0.39645178272759884,NO
0.01729849098270151,NO
0.12484357747515643,NO
0.1696165260455733,NO
0.16759829111594596,NO
0.05806012774700315,YES
0.1404052310114935,NO
0.14604343025395655,YES
0.13620290435746796,NO
0.19702482727132958,YES
0.08890855979463572,NO
0.043062200956937795,NO
0.5393774779517617,NO
0.20042209622489432,NO
0.05579683474420317,NO
0.12822966507177033,NO
0.11566647875775121,NO
0.07856673639485098,NO
0.6167599222895691,NO
0.09198809185484735,NO
0.26835908927847635,YES
0.18337518577358683,YES
0.09223967238624134,YES
0.2755729280712625,YES
0.10641576944041967,NO
0.6141528025605306,NO
0.44414120190269424,YES
0.1674752961894867,NO
0.3201073410267281,YES
0.024291497975708502,NO
0.25712741622135366,NO
0.1799527587668827,NO
0.1915096229553258,NO
0.10435467264248077,NO
0.25593007924786737,YES
0.09942276244741266,NO
0.7293906626351663,YES
0.04704928648965958,NO
0.550855140861803,YES
0.458922024011964,NO
0.4752570547374011,NO
0.22777542244564228,NO
0.14779703973574723,NO
0.2608508080859846,YES
0.23545515111138024,NO
0.30980185703703356,YES
0.6417139156646151,NO
0.07741319306942224,NO
0.3573543045894812,YES
0.2614024216955596,YES
0.18094044529754055,YES
0.2241191187227163,YES
0.20387620374295923,NO
0.6500747753246087,NO
0.2659299394809055,YES
0.23725814491970385,NO
0.2576119416892235,YES
0.04806772175193227,NO
0.20081530727766572,NO
0.17229725637453816,NO
0.17089865497593676,NO
0.1123046174345308,NO
0.2848590450189384,YES
0.1074463178393891,NO
0.67528687168927,YES
0.1314806446052282,NO
0.5217789538908792,YES
0.5164119025544741,NO
0.5418010370708571,NO
0.2263768210470409,NO
0.1584705767250737,NO
0.26622438188061104,YES
0.21484418313199125,NO
0.1998276207470078,YES
0.653786054052543,NO
0.12341981802341559,NO
0.42971352431712195,YES
0.21789855713906345,YES
0.18013072869835028,YES
0.2852159166616195,YES
0.20961783053721758,NO
0.6837148194909687,NO
0.2907367116560987,YES
0.1795474345774146,NO
0.3296767190171587,YES
0.04320942215679057,NO
0.1423684909361125,NO
0.10597410584086131,NO
0.08882283605801261,NO
0.19224572895458972,NO
0.2967839622070135,YES
0.1879027035589327,NO
0.7603071146042498,YES
0.11712657761958228,NO
0.5909729178216853,YES
0.4884398745824462,NO
0.501683260110975,NO
0.2716473400017704,NO
0.18739954249614474,NO
0.29662555965020987,YES
0.28241871386441675,NO
0.23243711651439833,YES
0.6071905442991384,NO
0.0964047278504307,NO
0.2702729648765625,YES
0.17873771797822433,YES
0.08215502019632598,YES
0.2590105430878249,YES
0.09139920705543622,NO
0.6052459199694376,NO
0.42743159571940387,YES
0.17225998518470204,NO
0.3078143708390211,YES
0.032756716967243284,NO
0.24365667643482428,NO
0.13549195641134348,NO
0.15271683679411857,NO
0.11959206682724335,NO
0.24886346165493398,YES
0.1173101382295253,NO
0.7341017410304551,YES
0.0336521573030567,NO
0.5639578276487004,YES
0.4533276184175584,NO
0.4657612873468969,NO
0.2360198096373979,NO
0.14176097054178333,NO
0.26482578048200967,YES
0.21690527992993014,NO
0.3563237561905117,YES
0.3415569107774304,NO
0.15572834893287923,NO
0.052968883215385544,YES
0.3236527629598915,YES
0.21902787419109868,YES
0.08148693411851307,YES
0.05580894788089991,NO
0.046030851227386864,NO
0.19246656075436885,YES
0.18760826115922716,NO
0.0881361143852816,YES
0.14690159939993386,NO
0.22566494132117051,NO
0.29945910185750296,NO
0.24687690723666736,NO
0.24205494705161593,NO
0.15341660338329224,YES
0.2290566195962598,NO
0.24458286550225258,YES
0.1721621483113821,NO
0.256446285227098,YES
0.13129615221553928,NO
0.16125566638557975,NO
0.16110844518572698,NO
0.07086837213419489,NO
0.16372767805146216,YES
0.08323495292182834,NO
0.14068756027450227,YES
0.3452374407737499,NO
0.16492967392367788,NO
0.1642681103040863,YES
0.30296818438057616,YES
0.2906509879194756,YES
0.1588516746411483,YES
0.05882698247788188,NO
0.06355017400986754,NO
0.2572438886895916,YES
0.17767083016916463,NO
0.2289531920444645,YES
0.14130719380552825,NO
0.14910991739772553,NO
0.17468913498227284,NO
0.11283200477071229,NO
0.25140349324226735,NO
0.20280931593389953,YES
0.23818433398713204,NO
0.46416328508267213,YES
0.12681801875672627,NO
0.3993244596842198,YES
0.16596674478086867,NO
0.15006685519676857,NO
0.262249409484586,NO
0.0951598701099034,NO
0.23432024338086963,YES
0.16508994003997332,NO
0.2244564229907334,YES
0.04281062042554381,NO
0.36969386376448327,NO
0.06963562753036437,NO
0.12315053367684944,NO
0.01774015458225984,NO
0.03842473316157526,NO
0.048184194220170236,NO
0.0,NO
0.1587780640412219,NO
0.06301067353698933,NO
0.025763709974236285,NO
0.06405333507265551,NO
0.2789841737210158,YES
0.21589988958410009,YES
0.5187562603951679,YES
0.08958969078889131,NO
0.02031652557968347,NO
0.03596483463238959,NO
0.00706661759293338,NO
0.678488466896195,NO
0.2203332976151097,NO
0.011378894256975532,NO
0.022819285977180713,NO
0.07057392973448937,NO
0.017120521051233906,NO
0.1945090219573897,NO
0.007802723592197275,NO
0.1881542840903267,NO
0.11508970709503685,YES
0.25525640249157905,YES
0.44077188634150666,NO
0.1269289005464888,NO
0.5124238852420064,NO
0.013838792786161208,NO
0.23811165516695157,YES
0.13446140801237402,YES
0.039234449760765545,NO
0.07979389032020612,NO
0.32401895240003165,NO
0.09930069930069929,NO
0.09024659550975339,NO
0.16254990845263992,NO
0.17613712070740717,NO
0.22228537618277786,YES
0.11442068923747803,NO
0.10158262789841735,YES
0.14179730995187356,NO
0.2522327772161217,YES
0.12571385975783042,NO
0.053588516746411484,NO
0.5019096825892295,NO
0.20741510321790133,NO
0.037762237762237756,NO
0.07154950312845049,NO
0.06568488140773285,NO
0.07105845520235923,NO
0.2874531198315342,NO
0.09875374458985384,NO
0.0658507382025037,YES
0.27359755500994676,YES
0.23581109097431543,YES
0.0632315053367685,YES
0.023273062713435794,NO
0.015482452257935257,NO
0.18966935795716608,YES
0.1241559240226795,NO
0.107495702165922,YES
0.1158379262309975,NO
0.18804992475878549,NO
0.2254804489314816,NO
0.1940244964895198,NO
0.13208071076159017,NO
0.14289028759381855,YES
0.12232124970299518,NO
0.30280885004402663,YES
0.1376387769459055,NO
0.26925452961428975,YES
0.07387988427295555,NO
0.07100907087582636,NO
0.13291558541391985,NO
0.02338953518167374,NO
0.15187637146331345,YES
0.05541014614965314,NO
0.13420982748098004,YES
0.27843162833169494,YES
0.06195496708488047,YES
0.49384512888843335,NO
0.11971506175370264,NO
0.5191960604352343,NO
0.04674273095325727,NO
0.16229273724277055,YES
0.35050851879632694,YES
0.049760765550239235,NO
0.04284136915715863,NO
0.3561867845678638,NO
0.0458594037541406,NO
0.09613544350386455,NO
0.15290691986228291,NO
0.15832335552522095,NO
0.07970164412536163,YES
0.12686088062503784,NO
0.20662495399337502,YES
0.13892649655474437,NO
0.22808850044026593,YES
0.0896446657938996,NO
0.013691571586308425,NO
0.5270845077640547,NO
0.20093737042437904,NO
0.021420684578579312,NO
0.10931174089068824,NO
0.08828333558513438,NO
0.06509599660832172,NO
0.14296948887222033,NO
0.01648877438351122,NO
0.06888088593618238,NO
0.2114273468037625,NO
0.1770139254483025,NO
0.13276836421406707,NO
0.2968631634854153,NO
0.031947000368053,NO
0.10938535149061462,NO
0.29168060453869915,YES
0.04881594088789292,NO
0.11247699668752298,YES
0.14538093485461906,NO
0.2454354439697544,NO
0.1616181287067363,NO
0.09070037224600849,NO
0.11488098843195443,NO
0.09002576370997423,NO
0.06610231873389769,NO
0.15777174191564597,NO
0.07979389032020612,NO
0.058299595141700404,YES
0.13998220300685324,YES
0.1309467348108254,YES
0.15641600238535613,YES
0.09736818810769507,NO
0.3748223794859371,YES
0.055576002944424004,NO
0.2897676607203589,YES
0.0784437414683917,YES
0.4459982389362802,NO
0.12184976915156795,NO
0.5003517468540786,NO
0.01788737578211262,NO
0.11753749248752579,YES
0.37369585777313963,YES
0.03768862716231137,NO
0.047405226352594775,NO
0.3322633395917873,NO
0.048582995951417,NO
0.09054103790945897,NO
0.16019436925499547,NO
0.1688496713146946,NO
0.08875574791630753,YES
0.10934155784255714,NO
0.2470371733529628,YES
0.14128203575238885,NO
0.24060230242775213,YES
0.10679593557674835,NO
0.0030916451969083547,NO
0.5047804959863587,NO
0.20152625522379017,NO
0.018108207581891786,NO
0.07302171512697828,NO
0.06443350120898422,NO
0.06185713021156058,NO
0.156513839258676,NO
0.013102686786897313,NO
0.10517091169989234,NO
0.18271921283247064,NO
0.18319721584211918,NO
0.15625014559058528,NO
0.3507461226315324,NO
0.04880382775119616,NO
0.09701877070298123,NO
0.2687140973616656,YES
0.08525318785145566,NO
0.17541405962458592,YES
0.14744203165255795,NO
0.22740084698778898,NO
0.13747385193088055,NO
0.04601873809069012,NO
0.11407127183276417,NO
0.03143172616856827,NO
0.02797202797202797,NO
0.17352441029989327,NO
0.027162311372837686,NO
0.0395288921604711,YES
0.11981289862702252,YES
0.10562468843614745,YES
0.21559892472617323,YES
0.13851651346654675,NO
0.38814589807261357,YES
0.045417740154582255,NO
