UPPERTRACED_RFSMOTE_MULTI_LSA_MEDIAN.csv,Associated
0.32515,YES
0.06975,NO
0.46125000000000005,YES
0.07215,NO
0.11825,NO
0.4467,NO
0.2817,NO
0.30860000000000004,NO
0.2059,YES
0.2878,NO
0.48545,YES
0.56085,NO
0.1275,YES
0.0261,NO
0.03385,NO
0.12695,NO
0.2347,NO
0.08575,YES
0.0482,NO
0.08215,YES
0.0772,NO
0.0366,NO
0.32375,NO
0.2041,NO
0.59385,NO
0.09505,NO
0.1142,NO
0.07625,NO
0.0729,NO
0.2014,YES
0.07885,NO
0.2252,YES
0.09935,NO
0.1328,NO
0.08945,NO
0.032,NO
0.07345,NO
0.05735,NO
0.1041,NO
0.10095,NO
0.06465,NO
0.19485,YES
0.1806,YES
0.16455,YES
0.1447,YES
0.39130000000000004,NO
0.10265,YES
0.04895,NO
0.07425000000000001,NO
0.2137,NO
0.17845,YES
0.18235,YES
0.61155,YES
0.19155,YES
0.24924999999999997,NO
0.3652,NO
0.3234,YES
0.1299,NO
0.448,YES
0.07295,NO
0.1226,NO
0.47855,NO
0.30374999999999996,NO
0.35265,NO
0.20224999999999999,YES
0.3305,NO
0.43615,YES
0.5609999999999999,NO
0.12775,YES
0.10245,NO
0.1103,NO
0.1664,NO
0.2616,NO
0.07305,YES
0.0558,NO
0.0813,YES
0.07075,NO
0.03725,NO
0.34405,NO
0.16999999999999998,NO
0.57235,NO
0.10984999999999999,NO
0.11265,NO
0.09179999999999999,NO
0.09995,NO
0.09945,YES
0.10225,NO
0.20235,YES
0.12595,NO
0.14679999999999999,NO
0.10665000000000001,NO
0.03165,NO
0.0525,NO
0.057999999999999996,NO
0.10565,NO
0.1128,NO
0.04945,NO
0.09395,YES
0.07225,YES
0.12004999999999999,YES
0.1554,YES
0.40025,NO
0.09784999999999999,YES
0.06655,NO
0.04745,NO
0.06695,NO
0.33699999999999997,NO
0.17335,NO
0.5668,NO
0.11395,NO
0.09695,NO
0.06334999999999999,NO
0.1099,NO
0.1714,YES
0.1172,NO
0.1668,YES
0.06655,NO
0.08174999999999999,NO
0.037349999999999994,NO
0.107,NO
0.06635,NO
0.11275,NO
0.20500000000000002,NO
0.06545,NO
0.14095,NO
0.2021,YES
0.1648,YES
0.27205,YES
0.08915,YES
0.37650000000000006,NO
0.14865,YES
0.0863,NO
0.07195,NO
0.03845,NO
0.32265,NO
0.1921,NO
0.59735,NO
0.10114999999999999,NO
0.1142,NO
0.07519999999999999,NO
0.08755,NO
0.17895,YES
0.0914,NO
0.18415,YES
0.1126,NO
0.14705000000000001,NO
0.10535,NO
0.0299,NO
0.07075,NO
0.055749999999999994,NO
0.11035,NO
0.0956,NO
0.07,NO
0.2019,YES
0.1747,YES
0.16494999999999999,YES
0.13375,YES
0.39030000000000004,NO
0.11515,YES
0.0584,NO
0.03635,NO
0.0357,NO
0.279,NO
0.2193,NO
0.56635,NO
0.052750000000000005,NO
0.06025,NO
0.0416,NO
0.07105,NO
0.21985,YES
0.03035,NO
0.19735,YES
0.1059,NO
0.1474,NO
0.10725,NO
0.04745,NO
0.05175,NO
0.0712,NO
0.09875,NO
0.0851,NO
0.0759,NO
0.1686,YES
0.16515,YES
0.182,YES
0.06285,YES
0.34875,NO
0.07139999999999999,YES
0.0495,NO
0.05345,NO
0.13755,NO
0.25475,YES
0.14155,YES
0.20135000000000003,YES
0.14235,YES
0.11185,NO
0.45325000000000004,NO
0.1683,YES
0.0537,NO
0.16445,YES
0.057949999999999995,NO
0.37155000000000005,NO
0.1648,NO
0.3337,NO
0.3751,NO
0.13965,YES
0.36375,NO
0.56845,YES
0.16145,NO
0.15105000000000002,YES
0.17855,NO
0.295,NO
0.25625,NO
0.33,NO
0.16995,YES
0.1258,NO
0.39405,YES
0.46995,NO
0.34235000000000004,NO
0.54475,YES
0.1578,NO
0.38675,NO
0.32794999999999996,YES
0.31135,NO
0.15485000000000002,NO
0.3074,YES
0.1855,NO
0.47404999999999997,YES
0.25639999999999996,NO
0.1632,NO
0.16015,NO
0.2974,NO
0.47550000000000003,NO
0.46449999999999997,NO
0.1099,NO
0.22365000000000002,NO
0.07255,NO
0.13685,NO
0.12955,NO
0.1842,NO
0.19335,NO
0.25085,NO
0.5397,YES
0.43795,NO
0.5937,YES
0.0649,NO
0.19319999999999998,NO
0.24875,YES
0.1397,YES
0.5966,YES
0.23565,YES
0.26665,NO
0.3587,NO
0.35995,YES
0.1164,NO
0.5254,YES
0.05475,NO
0.12825,NO
0.45304999999999995,NO
0.2874,NO
0.3028,NO
0.17975,YES
0.2821,NO
0.44,YES
0.5512,NO
0.09565,YES
0.11985,NO
0.10555,NO
0.20174999999999998,NO
0.26775,NO
0.1215,YES
0.09795,NO
0.114,YES
0.0818,NO
0.1023,NO
0.19905,YES
0.0931,NO
0.28245,NO
0.20985,YES
0.10905000000000001,NO
0.3365,NO
0.2419,YES
0.14950000000000002,NO
0.2465,YES
0.11280000000000001,NO
0.1622,NO
0.0971,NO
0.54385,NO
0.24875,NO
0.1053,NO
0.5226999999999999,NO
0.17785,NO
0.0501,NO
0.27815,NO
0.5059,NO
0.1432,NO
0.31505,NO
0.608,NO
0.24100000000000002,YES
0.1792,NO
0.52195,YES
0.048350000000000004,NO
0.18419999999999997,NO
0.1522,YES
0.09835,YES
0.54755,YES
0.1513,YES
0.22444999999999998,NO
0.33990000000000004,NO
0.2802,YES
0.0576,NO
0.4167,YES
0.0497,NO
0.0955,NO
0.43665,NO
0.27425,NO
0.31160000000000004,NO
0.1726,YES
0.2907,NO
0.38165,YES
0.55735,NO
0.0606,YES
0.0075,NO
0.0357,NO
0.08990000000000001,NO
0.22749999999999998,NO
0.0336,YES
0.0189,NO
0.04685,YES
0.1512,YES
0.2891,YES
0.6567,NO
0.37239999999999995,NO
0.18295,NO
0.0903,NO
0.2697,YES
0.18465,YES
0.0702,NO
0.0729,NO
0.07585,NO
0.0485,NO
0.13655,NO
0.255,NO
0.32230000000000003,NO
0.06720000000000001,YES
0.1875,NO
0.49095,YES
0.063,NO
0.47925,YES
0.02385,NO
0.076,NO
0.05135,NO
0.13795000000000002,NO
0.05965,NO
0.10885,NO
0.075,NO
0.4898,NO
0.04195,NO
0.1486,NO
0.1534,YES
0.1277,YES
0.1801,YES
0.1583,YES
0.0434,NO
0.43385,NO
0.2778,YES
0.051899999999999995,NO
0.18855,YES
0.04325,NO
0.4171,NO
0.18335,NO
0.3612,NO
0.372,NO
0.14634999999999998,YES
0.35865,NO
0.6001000000000001,YES
0.09605,NO
0.18345,YES
0.18265,NO
0.30210000000000004,NO
0.25615,NO
0.32885000000000003,NO
0.1483,YES
0.13105,NO
0.47154999999999997,YES
0.0589,NO
0.1387,NO
0.21385,YES
0.18070000000000003,YES
0.24035,YES
0.12335,YES
0.1096,NO
0.45825000000000005,NO
0.15675,YES
0.0993,NO
0.1461,YES
0.059399999999999994,NO
0.37885,NO
0.17815,NO
0.3472,NO
0.3774,NO
0.16599999999999998,YES
0.3641,NO
0.56335,YES
0.1534,NO
0.1637,YES
0.2217,NO
0.3473,NO
0.2552,NO
0.3361,NO
0.15195,YES
0.11705,NO
0.39685,YES
0.0671,NO
0.16995,NO
0.263,YES
0.15115,YES
0.2398,YES
0.16485,YES
0.11349999999999999,NO
0.4811,NO
0.1736,YES
0.0601,NO
0.19505,YES
0.0561,NO
0.33915,NO
0.1331,NO
0.29145,NO
0.43170000000000003,NO
0.17409999999999998,YES
0.41875,NO
0.6211,YES
0.14365,NO
0.2107,YES
0.2027,NO
0.32005,NO
0.28595,NO
0.35575,NO
0.1726,YES
0.16295,NO
0.419,YES
0.03545,NO
0.1516,NO
0.1547,YES
0.12455000000000001,YES
0.17325000000000002,YES
0.14705,YES
0.0332,NO
0.4278,NO
0.26645,YES
0.05515,NO
0.1802,YES
0.049,NO
0.40795000000000003,NO
0.15315,NO
0.33485,NO
0.38235,NO
0.14155,YES
0.3708,NO
0.6033,YES
0.08695,NO
0.19235000000000002,YES
0.17885,NO
0.29565,NO
0.26175,NO
0.32475000000000004,NO
0.151,YES
0.11845,NO
0.50315,YES
0.08255,NO
0.22025,NO
0.1764,YES
0.1783,YES
0.61755,YES
0.2021,YES
0.252,NO
0.3627,NO
0.32184999999999997,YES
0.09855,NO
0.45130000000000003,YES
0.0709,NO
0.1344,NO
0.48655,NO
0.31115000000000004,NO
0.3649,NO
0.20329999999999998,YES
0.34240000000000004,NO
0.44225000000000003,YES
0.5654,NO
0.13265,YES
0.0603,NO
0.08065,NO
0.13555,NO
0.2609,NO
0.076,YES
0.0593,NO
0.07535,YES
0.08505,NO
0.22649999999999998,NO
0.252,YES
0.16425,YES
0.6662,YES
0.25465,YES
0.25405,NO
0.37460000000000004,NO
0.36585,YES
0.0918,NO
0.54695,YES
0.0671,NO
0.0824,NO
0.4018,NO
0.2201,NO
0.37125,NO
0.23685,YES
0.3486,NO
0.5913999999999999,YES
0.5346,NO
0.2297,YES
0.08385,NO
0.07305,NO
0.20425,NO
0.2774,NO
0.12395,YES
0.1149,NO
0.13224999999999998,YES
0.1195,NO
0.0197,NO
0.14405,NO
0.3304,NO
0.1638,NO
0.35785,NO
0.21815,NO
0.10675000000000001,NO
0.2046,NO
0.09955,NO
0.03925,NO
0.11760000000000001,NO
0.70625,YES
0.5933999999999999,YES
0.2019,YES
0.0483,NO
0.42055,NO
0.11485,NO
0.02655,NO
0.08255,NO
0.5385,NO
0.31815,NO
0.03725,NO
0.2057,NO
0.30705000000000005,NO
0.13925,NO
0.11205000000000001,NO
0.19524999999999998,NO
0.06195,YES
0.4095,YES
0.6126,NO
0.37765,NO
0.1507,NO
0.04615,NO
0.3145,YES
0.06245,YES
0.0484,NO
0.11095000000000001,NO
0.02665,NO
0.1042,NO
0.11305,NO
0.2502,NO
0.3281,NO
0.17875,YES
0.16985,NO
0.46075,YES
0.0668,NO
0.51675,YES
0.04885,NO
0.08315,NO
0.0259,NO
0.1427,NO
0.0474,NO
0.07035,NO
0.04105,NO
0.4847,NO
0.0458,NO
0.18155,NO
0.18515,YES
0.1443,YES
0.62895,YES
0.18969999999999998,YES
0.2299,NO
0.34195000000000003,NO
0.31995,YES
0.05545,NO
0.46445000000000003,YES
0.0498,NO
0.10884999999999999,NO
0.43629999999999997,NO
0.27525,NO
0.2902,NO
0.19615,YES
0.26990000000000003,NO
0.4818,YES
0.54195,NO
0.14135,YES
0.0213,NO
0.01935,NO
0.1164,NO
0.22865,NO
0.06795,YES
0.0404,NO
0.07095,YES
0.1729,YES
0.2782,YES
0.64865,NO
0.37274999999999997,NO
0.1553,NO
0.0685,NO
0.263,YES
0.2092,YES
0.05555,NO
0.08585000000000001,NO
0.048499999999999995,NO
0.0679,NO
0.11705,NO
0.24364999999999998,NO
0.316,NO
0.0819,YES
0.17830000000000001,NO
0.5321,YES
0.06485,NO
0.5003500000000001,YES
0.02435,NO
0.05605,NO
0.043,NO
0.13829999999999998,NO
0.0363,NO
0.096,NO
0.0564,NO
0.48065,NO
0.0619,NO
0.03295,NO
0.27455,NO
0.1834,NO
0.54205,NO
0.0713,NO
0.06985,NO
0.05845,NO
0.09605,NO
0.10595,YES
0.04225,NO
0.17815,YES
0.12050000000000001,NO
0.1765,NO
0.1302,NO
0.0757,NO
0.04915,NO
0.1129,NO
0.11665,NO
0.1036,NO
0.07595,NO
0.06135,YES
0.0662,YES
0.10405,YES
0.09635,YES
0.34890000000000004,NO
0.0635,YES
0.059500000000000004,NO
0.1806,YES
0.2894,YES
0.61615,NO
0.3742,NO
0.14250000000000002,NO
0.0489,NO
0.2326,YES
0.22495,YES
0.04735,NO
0.08895,NO
0.03225,NO
0.06975,NO
0.11325,NO
0.2486,NO
0.32315,NO
0.08804999999999999,YES
0.16640000000000002,NO
0.55955,YES
0.06645000000000001,NO
0.50885,YES
0.036,NO
0.048850000000000005,NO
0.02785,NO
0.1387,NO
0.03405,NO
0.07135,NO
0.0402,NO
0.47845,NO
0.0711,NO
0.03065,NO
0.2992,NO
0.1639,NO
0.54625,NO
0.08725,NO
0.10645,NO
0.06989999999999999,NO
0.08765,NO
0.09035,YES
0.067,NO
0.22089999999999999,YES
0.1219,NO
0.16425,NO
0.1138,NO
0.045349999999999994,NO
0.0486,NO
0.0731,NO
0.09075,NO
0.1143,NO
0.0402,NO
0.0486,YES
0.0525,YES
0.08685000000000001,YES
0.13655,YES
0.37685,NO
0.07255,YES
0.0526,NO
