UPPERTRACED_RFUNDER_MULTI_VSM_SUM.csv,Associated
0.7884714359238293,NO
0.7446511285934859,NO
0.7356811999117715,NO
0.639511800602897,YES
0.7251672671127124,NO
0.6673038747150946,YES
0.7259025071685907,NO
0.6623042423351226,YES
0.5295198882435116,NO
0.7689875744430559,NO
0.8441291081538125,NO
0.719432394676862,NO
0.5818689802220426,YES
0.7623704139401516,NO
0.417542827733255,YES
0.4314388647893538,NO
0.4189397838394237,NO
0.3186530402176311,NO
0.6509080214690097,NO
0.5514300419086833,NO
0.6212778472171165,NO
0.5959855892949049,NO
0.6609072862289539,NO
0.4670244834938608,NO
0.6206896551724139,YES
0.36747297992794653,NO
0.6176016469377253,YES
0.792000588192045,NO
0.8079552974046028,NO
0.10190427174472468,NO
0.6386295125358431,NO
0.7575178295713552,NO
0.6700242629218441,NO
0.6739210352179988,NO
0.7064921696934051,NO
0.6721564590838911,NO
0.6126020145577532,YES
0.5806925961326374,YES
0.6142195426806853,YES
0.44562899786780397,YES
0.49687522976251747,NO
0.5962796853172562,YES
0.7267112712300569,NO
0.3971766781854276,NO
0.46261304315859136,NO
0.30828615542974785,NO
0.6558341298433941,NO
0.5432688772884349,NO
0.6273068156753181,NO
0.572899051540328,NO
0.6190721270494819,NO
0.48165576060583787,NO
0.7264906992132932,YES
0.38945665759870607,NO
0.5653260789647822,YES
0.7046540695537094,NO
0.712300566134843,NO
0.0,NO
0.7494301889566946,NO
0.7778839791191826,NO
0.750533049040512,NO
0.8200132343210059,NO
0.6368649364017354,NO
0.8067053893096098,NO
0.7716344386442174,YES
0.7167855304757006,YES
0.8377325196676716,YES
0.3482096904639365,YES
0.46195132710830095,NO
0.6709800749944859,YES
0.7557532534372474,NO
0.4332034409234616,NO
0.42070435997353145,NO
0.2871847658260423,NO
0.6834056319388282,NO
0.5881920447025956,NO
0.6084846702448351,NO
0.5982648334681274,NO
0.6364973163737963,NO
0.4487905301080804,NO
0.7375928240570547,YES
0.3515182707153886,NO
0.5908389089037572,YES
0.7723696787000958,NO
0.8083229174325418,NO
0.09999264759944122,NO
0.6360561723402692,NO
0.7843540916109111,NO
0.666715682670392,NO
0.6808322917432543,NO
0.6811999117711935,NO
0.7023748253804869,NO
0.7713403426218661,YES
0.7313432835820897,YES
0.6802440996985517,YES
0.4137931034482759,YES
0.4822439526505405,NO
0.6217189912506434,YES
0.7147268583192413,NO
0.3808543489449306,NO
0.41666053966620115,NO
0.22299830894787148,NO
0.7234026909786047,NO
0.5426071612381443,NO
0.537313432835821,NO
0.5189324314388649,NO
0.5870891846187782,NO
0.4245276082640983,NO
0.7977354606278951,YES
0.26174545989265496,NO
0.610249246378943,YES
0.7625174619513272,NO
0.8088375854716567,NO
0.10278655981177857,NO
0.6618630983015956,NO
0.7564149694875378,NO
0.6894346003970298,NO
0.6637747224468791,NO
0.6657598705977503,NO
0.7110506580398502,NO
0.7223733549003751,YES
0.7173001985148153,YES
0.7053157856039999,YES
0.3095360635247409,YES
0.42114550400705836,NO
0.557385486361297,YES
0.7016395853246088,NO
0.6706859789721346,NO
0.5664289390485996,NO
0.8490552165281967,YES
0.29291963826189255,YES
0.26321594000441145,YES
0.6837732519667673,YES
0.8374384236453204,NO
0.7365634879788253,NO
0.7145798103080657,YES
0.707815601793986,NO
0.7162708624365857,YES
0.6552459377986914,NO
0.7855304757003163,NO
0.7903095360635248,NO
0.7666348062642454,NO
0.7392838761855748,NO
0.7533269612528491,YES
0.7078891257995736,NO
0.6486287772957872,YES
0.5942210131607971,NO
0.7774428350856557,YES
0.6561282258657453,NO
0.6582604220277922,NO
0.6968605249614,NO
0.6435556209102273,NO
0.7243585030512465,YES
0.6594368061171975,NO
0.6274538636864937,YES
0.6802440996985517,NO
0.11028600838173667,NO
0.8931696198808914,YES
0.25799573560767597,NO
0.07264171752077056,NO
0.9052275567972946,YES
0.79994118079553,NO
0.36394382765973093,NO
1.0,YES
0.09286081905742229,NO
0.9215498860377915,YES
0.13094625395191534,NO
0.9129475773840161,NO
0.9231674141607237,NO
0.301521946915668,NO
0.10021321961620473,NO
0.8266303948239102,NO
0.4743033600470555,NO
0.22983604146753922,NO
0.16204690831556506,NO
0.14631277111977065,NO
0.16498786853907804,NO
0.6644364384971695,NO
0.9058157488419971,NO
0.1007278876553195,NO
0.8783912947577387,YES
0.8831703551209472,NO
0.8107492096169401,YES
0.42283655613557836,NO
0.3688699360341152,NO
0.8255275347400929,YES
0.6798764796706126,YES
0.6385559885302553,YES
0.6371590324240867,YES
0.4180574957723697,NO
0.28137636938460414,NO
0.8493493125505479,YES
0.50591868244982,NO
0.8647158297184032,YES
0.724064407028895,NO
0.78067789133152,NO
0.7509741930740389,NO
0.7206087787662673,NO
0.6623777663407104,NO
0.6064259980883759,YES
0.6539960297036984,NO
0.6729652231453571,YES
0.7114918020733771,NO
0.6151018307477393,YES
0.5551062421880746,NO
0.7620027939122125,NO
0.8961105801044044,NO
0.7284758473641645,NO
0.6531137416366445,YES
0.8243511506506876,NO
0.46562752738769214,YES
0.37416366443643856,NO
0.11756488493493127,NO
0.8847878832438794,YES
0.706933313726932,NO
0.08837585471656496,NO
0.9080214690096319,YES
0.07602382177781047,NO
0.44724652599073605,NO
0.9477979560326449,YES
0.06933313726931846,NO
0.9619145651055071,YES
0.5079773546062791,NO
0.8379530916844351,NO
0.09521358723623267,NO
0.553635762076318,NO
0.17851628556723775,NO
0.1955003308580252,NO
0.18432468200867586,NO
0.9491949121388136,NO
0.018748621424895237,NO
0.2070435997353136,NO
0.18903021836629663,NO
0.1630027203882068,NO
0.974487170061025,NO
0.11859422101316085,NO
0.9317697228144992,YES
0.9511800602896848,NO
0.837585471656496,YES
0.39850011028600846,NO
0.3556356150283068,NO
0.6835526799500038,YES
0.6190721270494818,YES
0.5664289390485995,YES
0.5131240349974268,YES
0.356003235056246,NO
0.2537313432835821,NO
0.732078523637968,YES
0.4194544518785384,NO
0.704874641570473,YES
0.7166384824645248,NO
0.7325196676714949,NO
0.7268583192412326,NO
0.7012719652966695,NO
0.6753179913241676,NO
0.5959120652893171,YES
0.6666421586648043,NO
0.5871627086243659,YES
0.7205352547606795,NO
0.5635615028306743,YES
0.389897801632233,NO
0.6592897581060218,NO
0.7316373796044411,NO
0.6692890228659659,NO
0.5238585398132491,YES
0.7081096978163373,NO
0.3668847878832439,YES
0.6967870009558123,YES
0.35548856701713116,YES
0.6975222410116906,NO
0.6691419748547902,NO
0.7581795456216456,NO
0.6954635688552313,NO
0.5622380707300935,YES
0.8121461657231088,YES
0.7100213219616206,NO
0.662524814351886,NO
0.35806190721270503,NO
0.6192926990662453,NO
0.8075876773766637,NO
0.49650760973457836,NO
0.08080288214101906,NO
0.2644658480994045,YES
0.6472318211896185,NO
0.6523049775751785,YES
0.0009558120726417263,NO
0.6939195647378871,YES
0.6786265715756196,NO
0.4906256892875524,NO
0.6161311668259689,NO
0.7287699433865159,NO
0.569516947283288,NO
0.7153885743695318,NO
0.7685464304095287,NO
0.7314903315932653,NO
0.6537754576869349,NO
0.5826777442835087,NO
0.7000220572016764,YES
0.2725534887140652,YES
0.23196823762958607,YES
0.7072274097492833,YES
0.7367840599955887,NO
0.7080361738107495,NO
0.8755973825454011,YES
0.7051687375928243,NO
0.7517094331299171,YES
0.6336298801558711,NO
0.8525108447908245,NO
0.8175869421366079,NO
0.8070730093375488,NO
0.7347253878391297,NO
0.7631791780016177,YES
0.7003896772296155,NO
0.6951694728328801,YES
0.4980516138519227,NO
0.825086390706566,YES
0.6621571943239469,NO
0.6687008308212633,NO
0.6967134769502245,NO
0.6418645687817074,NO
0.6925226086317183,YES
0.667156826703919,NO
0.7414160723476216,YES
0.6787000955812075,NO
0.5681199911771195,NO
0.7889125799573562,YES
0.3504889346371591,YES
0.3205646643629145,YES
0.6558341298433941,YES
0.8341298433938683,NO
0.7439158885376077,NO
0.6975957650172784,YES
0.7748694948900818,NO
0.6892875523858542,YES
0.6573781339607383,NO
0.7962649805161387,NO
0.8099404455554742,NO
0.7864862877729579,NO
0.7426659804426147,NO
0.7920741121976327,YES
0.7084037938386885,NO
0.6411293287258292,YES
0.5823836482611574,NO
0.7960444084993752,YES
0.7195794426880378,NO
0.7351665318726566,NO
0.6953165208440557,NO
0.6525255495919419,NO
0.6978898610396296,YES
0.6465701051393281,NO
0.6315712079994119,YES
0.6907580324976106,NO
0.6140724946695097,NO
0.8611866774501876,YES
0.3070362473347549,YES
0.31975590030144846,YES
0.7168590544812882,YES
0.8398647158297184,NO
0.7775163590912434,NO
0.7223733549003751,YES
0.7172266745092274,NO
0.7612675538563342,YES
0.6525255495919419,NO
0.7378869200794062,NO
0.7436953165208443,NO
0.7045070215425338,NO
0.822513050510992,NO
0.8039850011028602,YES
0.7887655319461806,NO
0.7260495551797664,YES
0.5680464671715317,NO
0.8651569737519302,YES
0.6916403205646644,NO
0.6950959488272923,NO
0.7405337842805677,NO
0.6814204837879568,NO
0.7282552753474011,YES
0.714065142268951,NO
0.6641423424748182,YES
0.6442173369605178,NO
0.5870891846187782,NO
0.70193368134696,YES
0.2679214763620323,YES
0.22189544886405416,YES
0.6906845084920228,YES
0.7217851628556725,NO
0.6991397691346226,NO
0.8589074332769651,YES
0.7099477979560328,NO
0.7394309241967504,YES
0.6420851407984708,NO
0.8390559517682525,NO
0.7731784427615619,NO
0.7683258583927653,NO
0.7499448569958093,NO
0.7561208734651865,YES
0.7182560105874569,NO
0.6998750091905008,YES
0.48467024483493865,NO
0.8381736637011985,YES
0.6565693698992723,NO
0.659216234100434,NO
0.7049481655760607,NO
0.6358356003235057,NO
0.6964929049334609,YES
0.6486287772957872,NO
0.7878832438791267,YES
0.4487905301080804,NO
0.4086464230571282,NO
0.7191382986545108,YES
0.7366370119844131,YES
0.6693625468715537,YES
0.5878244246746565,YES
0.39651496213513715,NO
0.2872582898316301,NO
0.7933240202926257,YES
0.4796706124549667,NO
0.7557532534372474,YES
0.7478126608337623,NO
0.7897213440188223,NO
0.8002352768178812,NO
0.755532681420484,NO
0.7536945812807885,NO
0.6410558047202413,YES
0.7426659804426147,NO
0.6762738033968092,YES
0.7323726196603192,NO
0.6695095948827293,YES
0.4675391515329756,NO
0.7253878391294759,NO
0.7987647967061248,NO
0.7184030585986325,NO
0.5862068965517243,YES
0.7675170943312993,NO
0.4087934710683039,YES
0.4524667303874716,NO
0.41783692375560627,NO
0.8303065951033014,YES
0.7159767664142344,YES
0.7409014043085069,YES
0.6650981545474599,YES
0.399529446364238,NO
0.3047570031615323,NO
0.8580251452099112,YES
0.46974487170061036,NO
0.8964046761267556,YES
0.7422248364090878,NO
0.7132563782074849,NO
0.6756120873465188,NO
0.6216454672450556,NO
0.7630321299904421,NO
0.6903904124696716,YES
0.7517829571355049,NO
0.8955959120652894,YES
0.6870818322182195,NO
0.8122196897286966,YES
0.5021689581648409,NO
0.7142121902801266,NO
0.8997867803837954,NO
0.7426659804426147,NO
0.6567164179104479,YES
0.8492757885449601,NO
0.49246378942724806,YES
0.5987059775016544,NO
0.31225645173149036,NO
0.24512903462980667,NO
0.7985442246893611,NO
0.3109330196309095,NO
0.4786412763767371,NO
0.7437688405264321,NO
0.1314609219910301,NO
0.7900154400411736,NO
0.12087346518638338,NO
0.6130431585912802,NO
0.3165208440555842,NO
0.9100801411660909,YES
0.8470700683773255,YES
0.8889787515623854,YES
0.17050216895816483,NO
0.034115138592750546,NO
0.02573340195573856,NO
0.1973384309977208,NO
0.07381810161017574,NO
0.20020586721564598,NO
0.34673921035218,NO
0.036614954782736575,NO
0.4754797441364606,NO
0.021616057642820388,NO
0.1351371222704213,NO
0.4480552900522021,NO
0.8424380560252924,NO
0.5655466509815456,YES
0.5325343724726124,YES
0.6326740680832293,NO
0.6768619954415118,NO
0.7107565620174988,NO
0.6305418719211824,NO
0.6281155797367841,YES
0.632453496066466,YES
0.6779648555253291,NO
0.7184765826042205,NO
0.2857142857142858,NO
0.7011984412910817,NO
0.7730313947503861,NO
0.4894493051981473,NO
0.08933166678920669,NO
0.4284979045658408,YES
0.6212778472171165,NO
0.6078964782001325,YES
0.006543636497316381,NO
0.7490625689287553,YES
0.7153885743695318,NO
0.5011396220866113,NO
0.5787074479817662,NO
0.7357547239173593,NO
0.5515035659142711,NO
0.6587750900669069,NO
0.7186236306153961,NO
0.7239908830233072,NO
0.3947503860010294,NO
0.3517388427321521,NO
0.7320049996323802,YES
0.6866406881846924,YES
0.6861260201455777,YES
0.5695904712888759,YES
0.36401735166531873,NO
0.25674582751268293,NO
0.7905301080802883,YES
0.416292919638262,NO
0.7750900669068452,YES
0.7167855304757004,NO
0.7521505771634439,NO
0.7263436512021176,NO
0.702742445408426,NO
0.6438497169325786,NO
0.6305418719211824,YES
0.6360561723402693,NO
0.7344312918167785,YES
0.6978898610396296,NO
0.6823027718550108,YES
0.41019042717447246,NO
0.6352474082788032,NO
0.770605102565988,NO
0.6709800749944859,NO
0.5743695316520845,YES
0.7397250202191017,NO
0.4023233585765753,YES
0.7286964193809281,YES
0.3394603337989854,YES
0.6856848761120508,NO
0.6696566428939049,NO
0.7175207705315787,NO
0.66340710241894,NO
0.552385853981325,YES
0.8482464524667305,YES
0.6884787883243881,NO
0.6815675317991327,NO
0.317844276156165,NO
0.6478200132343211,NO
0.778913315197412,NO
0.4798176604661422,NO
0.0715388574369532,NO
0.2860819057422249,YES
0.6337034041614589,NO
0.712815234173958,YES
0.00367620027939123,NO
0.724946695095949,YES
0.6793618116314978,NO
0.46128961105801053,NO
0.6038526578928022,NO
0.7292846114256306,NO
0.5351812366737742,NO
0.6964929049334609,NO
0.7411955003308581,NO
0.7180354385706934,NO
0.4184251158003089,NO
0.41261671935887073,NO
0.2164546724505551,NO
0.6706124549665468,NO
0.5068744945224617,NO
0.5645908389089039,NO
0.5330490405117272,NO
0.611866774501875,NO
0.4612896110580104,NO
0.6302477758988311,YES
0.27924417322255723,NO
0.5820160282332183,YES
0.7839864715829721,NO
0.8516285567237704,NO
0.13653407837658998,NO
0.7034041614587165,NO
0.752591721196971,NO
0.7507536210572755,NO
0.6900963164473203,NO
0.6929637526652455,NO
0.711124182045438,NO
0.5646643629144917,YES
0.5717961914565106,YES
0.5906918608925815,YES
0.35879714726858325,YES
0.42136607602382187,NO
0.5457686934784208,YES
0.7163443864421737,NO
0.740019116241453,YES
0.35592971105065807,YES
0.6378942724799649,NO
0.6717888390559519,NO
0.6986986251010956,NO
0.6345856922285127,NO
0.5076832585839278,YES
0.8714065142268953,YES
0.6764208514079849,NO
0.6861260201455777,NO
0.2939489743401221,NO
0.6505404014410707,NO
0.7733254907727375,NO
0.4870965370193368,NO
0.0820527902360121,NO
0.2951253584295273,YES
0.6162046908315566,NO
0.7531799132416735,YES
0.006028968458201604,NO
0.737445776045879,YES
0.6964929049334609,NO
0.4507021542533638,NO
0.5815748841996914,NO
0.7298728034703333,NO
0.5318726564223221,NO
0.6602455701786634,NO
0.7173737225204031,NO
0.7148003823248292,NO
0.43195353282846854,NO
0.40923461510183085,NO
0.2527020072053526,NO
0.6419380927872952,NO
0.5130505109918391,NO
0.5880449966914199,NO
0.5868686126020147,NO
0.6287037717814868,NO
0.448937578119256,NO
0.6073082861554299,YES
0.3156385559885303,NO
0.6448790530108082,YES
0.786045143739431,NO
0.8336151753547535,NO
0.11241820454378355,NO
0.658775090066907,NO
0.7517829571355049,NO
0.6922285126093671,NO
0.6520108815528272,NO
0.7086978898610398,NO
0.6585545180501435,NO
0.5459157414895964,YES
0.5516506139254468,YES
0.56539960297037,YES
0.41791044776119407,YES
0.46246599514741565,NO
0.559076538489817,YES
0.7061980736710538,NO
