UPPERTRACED_SUM_RAW_LSA_MAX.csv,Associated
0.5992839491759577,NO
0.4846574436207265,NO
0.4889770980483722,NO
0.658688926507501,YES
0.5052633627147665,NO
0.37337769735177934,YES
0.455840289533594,NO
0.5816745471173116,YES
0.5841457007763702,NO
0.6889070495981943,NO
0.6022999241141789,NO
0.5750783180588794,NO
0.6684957095324265,YES
0.662366470141848,NO
0.5480902068375071,YES
0.2211779814371607,NO
0.2104761348821824,NO
0.3881,YES
0.1762,NO
0.1649,NO
0.4197,YES
0.2304204852800965,NO
0.153,NO
0.4738,YES
0.159,NO
0.493,YES
0.15317261105598035,NO
0.2244,NO
0.21197439339987934,NO
0.15757009709493508,NO
0.1775,NO
0.21759772731694976,NO
0.1654,NO
0.3557,NO
0.0949545657968984,NO
0.2663,NO
0.2218,NO
0.1764,NO
0.3901,NO
0.23384507617768954,NO
0.402,YES
0.3584,NO
0.3239,YES
0.6161344930243418,NO
0.5244683128052458,NO
0.5080458428190611,YES
0.6520343237405871,YES
0.5206156480454536,YES
0.6223610219290564,YES
0.5957815266670557,NO
0.4650438775708754,NO
0.5218025801179148,YES
0.7086568209678359,NO
0.5525655244877706,YES
0.679469966726986,NO
0.5971241219621348,NO
0.5992839491759577,NO
0.4846574436207265,NO
0.4889770980483722,NO
0.658688926507501,YES
0.5052633627147665,NO
0.37337769735177934,YES
0.455840289533594,NO
0.5816745471173116,YES
0.5841457007763702,NO
0.6889070495981943,NO
0.6022999241141789,NO
0.5750783180588794,NO
0.6684957095324265,YES
0.662366470141848,NO
0.5480902068375071,YES
0.4036347362481271,YES
0.3689023797015157,YES
0.3634,NO
0.19965754091024068,NO
0.3471679022434961,NO
0.278753915902944,NO
0.3258420407448485,YES
0.4051135368629968,YES
0.1404,NO
0.20749907574961568,NO
0.30428268441227396,NO
0.2212363551456424,NO
0.2131,NO
0.2476407292821979,NO
0.19045395287295933,NO
0.22859144241433654,YES
0.34594205436538045,NO
0.2931333060922693,YES
0.09442920242056307,NO
0.2985,YES
0.2188430330978927,NO
0.3223396182359465,NO
0.32021870682777803,NO
0.1259,NO
0.37291070768392576,NO
0.2334170023154904,NO
0.2985426030782401,NO
0.0996,NO
0.8494931216313505,NO
0.8632498589302043,NO
0.8392971805498801,YES
0.5664000933979334,YES
0.6525791450197497,YES
1.0,YES
0.920611756464888,NO
0.6697410153133695,NO
0.7596754421808417,YES
0.4737221022318214,NO
0.9841223512929776,YES
0.5388087871889167,NO
0.7485066059580098,NO
0.7931430350436829,NO
0.6502247387776544,NO
0.7364037903994707,NO
0.8157531181289279,YES
0.6886735547642674,NO
0.4924211468487926,YES
0.4306228474694997,NO
0.6620551436966122,YES
0.671375479150857,NO
0.7207985523320296,NO
0.6712198159282391,NO
0.8199949409452648,NO
0.9389216430253148,YES
0.9913801490475354,NO
0.7399062129083727,YES
0.8494931216313505,NO
0.8632498589302043,NO
0.8392971805498801,YES
0.5664000933979334,YES
0.6525791450197497,YES
1.0,YES
0.920611756464888,NO
0.6697410153133695,NO
0.7596754421808417,YES
0.4737221022318214,NO
0.9841223512929776,YES
0.5388087871889167,NO
0.7485066059580098,NO
0.7931430350436829,NO
0.6502247387776544,NO
0.7364037903994707,NO
0.8157531181289279,YES
0.6886735547642674,NO
0.4924211468487926,YES
0.4306228474694997,NO
0.6620551436966122,YES
0.671375479150857,NO
0.7207985523320296,NO
0.6712198159282391,NO
0.8199949409452648,NO
0.9389216430253148,YES
0.9913801490475354,NO
0.7399062129083727,YES
0.8494931216313505,NO
0.8632498589302043,NO
0.8392971805498801,YES
0.5664000933979334,YES
0.6525791450197497,YES
1.0,YES
0.920611756464888,NO
0.6697410153133695,NO
0.7596754421808417,YES
0.4737221022318214,NO
0.9841223512929776,YES
0.5388087871889167,NO
0.7485066059580098,NO
0.7931430350436829,NO
0.6502247387776544,NO
0.7364037903994707,NO
0.8157531181289279,YES
0.6886735547642674,NO
0.4924211468487926,YES
0.4306228474694997,NO
0.6620551436966122,YES
0.671375479150857,NO
0.7207985523320296,NO
0.6712198159282391,NO
0.8199949409452648,NO
0.9389216430253148,YES
0.9913801490475354,NO
0.7399062129083727,YES
0.8494931216313505,NO
0.8632498589302043,NO
0.8392971805498801,YES
0.5664000933979334,YES
0.6525791450197497,YES
1.0,YES
0.920611756464888,NO
0.6697410153133695,NO
0.7596754421808417,YES
0.4737221022318214,NO
0.9841223512929776,YES
0.5388087871889167,NO
0.7485066059580098,NO
0.7931430350436829,NO
0.6502247387776544,NO
0.7364037903994707,NO
0.8157531181289279,YES
0.6886735547642674,NO
0.4924211468487926,YES
0.4306228474694997,NO
0.6620551436966122,YES
0.671375479150857,NO
0.7207985523320296,NO
0.6712198159282391,NO
0.8199949409452648,NO
0.9389216430253148,YES
0.9913801490475354,NO
0.7399062129083727,YES
0.6161344930243418,NO
0.5244683128052458,NO
0.5080458428190611,YES
0.6520343237405871,YES
0.5206156480454536,YES
0.6223610219290564,YES
0.5957815266670557,NO
0.4650438775708754,NO
0.5218025801179148,YES
0.7086568209678359,NO
0.5525655244877706,YES
0.679469966726986,NO
0.5971241219621348,NO
0.5992839491759577,NO
0.4846574436207265,NO
0.4889770980483722,NO
0.658688926507501,YES
0.5052633627147665,NO
0.37337769735177934,YES
0.455840289533594,NO
0.5816745471173116,YES
0.5841457007763702,NO
0.6889070495981943,NO
0.6022999241141789,NO
0.5750783180588794,NO
0.6684957095324265,YES
0.662366470141848,NO
0.5480902068375071,YES
0.6161344930243418,NO
0.5244683128052458,NO
0.5080458428190611,YES
0.6520343237405871,YES
0.5206156480454536,YES
0.6223610219290564,YES
0.5957815266670557,NO
0.4650438775708754,NO
0.5218025801179148,YES
0.7086568209678359,NO
0.5525655244877706,YES
0.679469966726986,NO
0.5971241219621348,NO
0.5992839491759577,NO
0.4846574436207265,NO
0.4889770980483722,NO
0.658688926507501,YES
0.5052633627147665,NO
0.5728,YES
0.455840289533594,NO
0.5816745471173116,YES
0.5841457007763702,NO
0.6889070495981943,NO
0.6022999241141789,NO
0.5750783180588794,NO
0.6684957095324265,YES
0.662366470141848,NO
0.5480902068375071,YES
0.17722257895044072,NO
0.2103788453680462,NO
0.1381,NO
0.2108,NO
0.16245403070457065,NO
0.2494308563423034,NO
0.22176171852197768,NO
0.10976202984842293,NO
0.2592,NO
0.1302122857198451,NO
0.21740314828867746,NO
0.1717354503531609,NO
0.4225,YES
0.3368,YES
0.3938,YES
0.1323526550308408,NO
0.23069289591967776,NO
0.08927285817134628,NO
0.0531,NO
0.1551,NO
0.14933940419901542,NO
0.1544179168369233,NO
0.16615103224174496,NO
0.1014,NO
0.21393964158542988,NO
0.2322300702430292,NO
0.2091140816842761,NO
0.2105,NO
0.4036347362481271,YES
0.3689023797015157,YES
0.2752,NO
0.19965754091024068,NO
0.3471679022434961,NO
0.278753915902944,NO
0.32899999999999996,YES
0.4051135368629968,YES
0.0968,NO
0.20749907574961568,NO
0.30428268441227396,NO
0.2212363551456424,NO
0.1661,NO
0.2476407292821979,NO
0.19045395287295933,NO
0.3075,YES
0.34594205436538045,NO
0.2931333060922693,YES
0.09442920242056307,NO
0.3735,YES
0.2188430330978927,NO
0.3223396182359465,NO
0.32021870682777803,NO
0.1354,NO
0.37291070768392576,NO
0.2334170023154904,NO
0.2985426030782401,NO
0.0894,NO
0.6161344930243418,NO
0.5244683128052458,NO
0.5080458428190611,YES
0.6520343237405871,YES
0.5206156480454536,YES
0.6223610219290564,YES
0.5957815266670557,NO
0.4650438775708754,NO
0.5218025801179148,YES
0.7086568209678359,NO
0.5525655244877706,YES
0.679469966726986,NO
0.5971241219621348,NO
0.5992839491759577,NO
0.4846574436207265,NO
0.4889770980483722,NO
0.658688926507501,YES
0.5052633627147665,NO
0.37337769735177934,YES
0.455840289533594,NO
0.5816745471173116,YES
0.5841457007763702,NO
0.6889070495981943,NO
0.6022999241141789,NO
0.5750783180588794,NO
0.6684957095324265,YES
0.662366470141848,NO
0.5480902068375071,YES
0.4036347362481271,YES
0.3689023797015157,YES
0.3473,NO
0.19965754091024068,NO
0.3471679022434961,NO
0.278753915902944,NO
0.3258420407448485,YES
0.4184,YES
0.1111,NO
0.20749907574961568,NO
0.30428268441227396,NO
0.2212363551456424,NO
0.1741,NO
0.2476407292821979,NO
0.19045395287295933,NO
0.22859144241433654,YES
0.34594205436538045,NO
0.3242,YES
0.09442920242056307,NO
0.3407,YES
0.2188430330978927,NO
0.3223396182359465,NO
0.32021870682777803,NO
0.1266,NO
0.37291070768392576,NO
0.2334170023154904,NO
0.2985426030782401,NO
0.0813,NO
0.41478411456813175,NO
0.4136750141069794,NO
0.2870235246045181,NO
0.3897417936294826,NO
0.4541279940847974,NO
0.5064892105928822,NO
0.5135524293191679,NO
0.16998423909870994,NO
0.1921,NO
0.26106668223298884,YES
0.4257583717626913,NO
0.1963,YES
0.24100000000000002,NO
0.4408187885509699,NO
0.2504,NO
0.32430486642149703,NO
0.6103360379818262,NO
0.2423481797131905,NO
0.2673515848461852,NO
0.2072,NO
0.4099974704726324,NO
0.39935399762613577,YES
0.5559511995797093,YES
0.2871597299243087,YES
0.3797598894791118,YES
0.40431576284708026,NO
0.5292354989979179,YES
0.17770902652112155,NO
0.4036347362481271,YES
0.3689023797015157,YES
0.2823,NO
0.19965754091024068,NO
0.3471679022434961,NO
0.278753915902944,NO
0.3258420407448485,YES
0.4499,YES
0.0947,NO
0.20749907574961568,NO
0.30428268441227396,NO
0.2212363551456424,NO
0.1665,NO
0.2476407292821979,NO
0.19045395287295933,NO
0.22859144241433654,YES
0.34594205436538045,NO
0.3791,YES
0.09442920242056307,NO
0.3577,YES
0.2188430330978927,NO
0.3223396182359465,NO
0.32021870682777803,NO
0.1274,NO
0.37291070768392576,NO
0.2334170023154904,NO
0.2985426030782401,NO
0.0769,NO
0.41478411456813175,NO
0.4136750141069794,NO
0.2870235246045181,NO
0.3897417936294826,NO
0.4541279940847974,NO
0.5064892105928822,NO
0.5135524293191679,NO
0.16998423909870994,NO
0.1753,NO
0.26106668223298884,YES
0.4257583717626913,NO
0.2818,YES
0.2438,NO
0.4408187885509699,NO
0.2176,NO
0.32430486642149703,NO
0.6103360379818262,NO
0.2423481797131905,NO
0.2673515848461852,NO
0.2286,NO
0.4099974704726324,NO
0.39935399762613577,YES
0.5559511995797093,YES
0.2871597299243087,YES
0.3797598894791118,YES
0.40431576284708026,NO
0.5292354989979179,YES
0.17770902652112155,NO
