LOWERTRACED_RFUNDER_MULTI_VSM_SUM.csv,Associated
0.07507487954160698,NO
0.07846073707514,YES
0.11173329860658941,YES
0.8632634457611668,NO
0.7529626253418413,NO
0.742870165386118,NO
0.7385727308243261,NO
0.2172808959499935,YES
0.0745539783826019,YES
0.7574553978382602,NO
0.05560619872379217,NO
0.7335590571689024,NO
0.0513738768068759,NO
0.45520250032556325,NO
0.44211485870556066,NO
0.4412683943221774,NO
0.11883057689803361,YES
0.7051048313582499,NO
0.047076442245084,YES
0.6649954421148587,NO
0.19423101966401876,YES
0.671181143378044,NO
0.07507487954160698,NO
0.0528714676390155,NO
0.07045188175543692,NO
0.062182575856231284,NO
0.7880583409298086,NO
0.08158614402917047,NO
0.7312150019533794,NO
0.04076051569214742,NO
0.00950644615184269,NO
0.6319833311629118,YES
0.8366974866519078,YES
0.8099361896080219,YES
0.6336762599296784,YES
0.047402005469462175,NO
0.0020836046360203165,NO
0.6774970699309807,YES
0.08445110040369841,NO
0.6268394322177366,YES
0.08757650735772889,NO
0.21272301080869907,NO
0.1976819898424274,NO
0.1976819898424274,NO
0.03086339367105092,NO
0.7696314624300039,YES
0.029821591353040758,NO
0.8536918869644485,YES
0.08588357859096236,NO
0.7847375960411511,YES
0.02760776142726918,NO
0.037700221382992574,NO
0.08731605677822633,NO
0.025784607370751403,NO
0.6522333637192343,YES
0.056387550462299776,NO
0.6280114598254981,YES
0.094152884490168,NO
0.0412814168511525,NO
0.12221643443156663,NO
0.16173980987107697,NO
0.12234665972131786,NO
0.10437556973564266,NO
0.10326865477275687,NO
0.07338195077484047,NO
0.08855319703086341,NO
0.9070191431175936,YES
0.09630160177106395,NO
0.8338325302773799,YES
0.12299778617007423,NO
0.10795676520380258,NO
0.10359421799713504,NO
0.02877978903503061,NO
0.08926943612449538,NO
0.02923557754916005,NO
0.0640708425576247,NO
0.12508139080609454,NO
0.07780961062638364,NO
0.8984893866388853,YES
0.8799322828493293,YES
0.8264748014064333,YES
0.8331814038286236,YES
0.13855970829535097,NO
0.7588878760255242,YES
0.0573642401354343,NO
0.057754916004688114,NO
0.04401614793592916,NO
0.36274254460216176,YES
0.48502409167860405,YES
0.41235837999739555,YES
0.3798020575595781,YES
0.05124365151712462,NO
0.032946998307071235,NO
0.42779007683292103,YES
0.1627816121890871,NO
0.3621565307982811,YES
0.08861830967573903,NO
0.14025263706211746,NO
0.16102357077744497,NO
0.14826149238182054,NO
0.08822763380648523,NO
0.393736163562964,YES
0.08542779007683292,NO
0.41834874332595395,YES
0.08607891652558926,NO
0.41392108347441076,YES
0.12703477015236359,NO
0.13725745539783826,NO
0.13868993358510223,NO
0.060815210313842946,NO
0.3882667013934107,YES
0.06628467248339628,NO
0.3794764943351999,YES
0.08575335330121109,NO
0.042127881234535744,NO
0.14865216825107436,NO
0.117332986065894,NO
0.0943482224247949,NO
0.12364891261883057,NO
0.1012501627816122,NO
0.0936319833311629,NO
0.12377913790858186,NO
0.7742544602161741,YES
0.12677431957286103,NO
0.8040760515692148,YES
0.157637713243912,NO
0.12618830576898035,NO
0.12599296783435343,NO
0.028324000520901157,NO
0.06198723792160438,NO
0.030082041932543296,NO
0.06608933454876938,NO
0.14051308764162002,NO
0.05801536658419065,NO
0.7670920692798542,YES
0.7388331814038287,YES
0.7685245474671182,YES
0.8471155098320095,YES
0.1502148717280896,NO
0.7526370621174633,YES
0.08028389113165776,NO
0.05541086078916525,NO
0.08080479229066284,NO
0.1524938142987368,NO
0.12169553327256155,NO
0.08712071884359944,NO
0.14201067847375962,NO
0.08080479229066284,NO
0.056582888396926684,NO
0.14975908321396014,NO
0.8679515561922125,YES
0.15926552936580285,NO
0.7577809610626384,YES
0.08028389113165776,NO
0.0414767547857794,NO
0.03574684203672353,NO
0.12644875634848288,NO
0.08002344055215524,NO
0.10138038807136347,NO
0.1954681599166558,NO
0.0788514129443938,NO
0.17717150670660242,NO
0.9079307201458523,YES
0.8593566870686289,YES
0.9664669878890481,YES
0.7608412553717931,YES
0.13230889438729002,NO
0.8187915093111083,YES
0.1190259148326605,NO
0.08731605677822633,NO
0.04369058471155098,NO
0.21194165907019147,NO
0.19820289100143249,NO
0.1789946607631202,NO
0.20347701523635892,NO
0.10326865477275687,NO
0.07201458523245213,NO
0.19878890480531322,NO
0.8777835655684334,YES
0.20380257846073707,NO
0.7803750488344837,YES
0.14025263706211746,NO
0.1265138689933585,NO
0.12430003906758691,NO
0.026045057950253934,NO
0.13784346920171897,NO
0.027151972913139727,NO
0.12430003906758691,NO
0.11811433780440163,NO
0.13686677952858448,NO
0.9076702695663498,YES
0.8722489907540044,YES
0.8269957025654383,YES
0.8189217346008596,YES
0.22841515822372707,NO
0.7751660372444329,YES
0.1608282328428181,NO
0.04095585362677432,NO
0.04010938924339107,NO
0.07045188175543692,NO
0.44198463341580946,NO
0.34698528454225813,NO
0.05580153665841907,NO
0.033012110951946866,NO
0.02825888787602552,NO
0.0926552936580284,NO
0.9310457090767027,YES
0.03965360072926162,NO
0.7975647870816512,YES
0.1315275426487824,NO
0.12696965750748795,NO
0.12677431957286103,NO
0.048899596301601775,NO
0.3214611277510093,NO
0.0472717801797109,NO
0.31755436905847123,NO
0.10444068238051829,NO
0.35291053522594096,NO
0.864305248079177,YES
0.8598124755827583,YES
0.8491991144680298,YES
0.7265920041672093,YES
0.08966011199374921,NO
0.7181924729782524,YES
0.06459174371662978,NO
0.06322437817424144,NO
0.022984763641099103,NO
0.9764943351998959,YES
0.08679515561922126,YES
0.07351217606459175,YES
0.8301211095194687,YES
0.13927594738898294,NO
0.0629639275947389,NO
0.8574033077223597,YES
0.06354994139861961,NO
0.8589008985544994,YES
0.06908451621304856,NO
0.21050918088292747,NO
0.16916265138689934,NO
0.16773017319963535,NO
0.05235056648001042,NO
0.05827581716369319,YES
0.050592525068368276,NO
0.14787081651256676,YES
0.13224378174241438,NO
0.07963276468290142,YES
0.08288839692668316,NO
0.052220341190259145,NO
0.1970959760385467,NO
0.07826539914051309,NO
0.8660632894908192,YES
0.16395363979684854,NO
0.7802448235447325,YES
0.11075660893345489,NO
0.0943482224247949,NO
0.8788253678864436,YES
0.785128271910405,NO
0.7446933194426358,NO
0.9155488995963016,YES
0.11257976298997266,NO
0.06504753223075922,NO
0.9994790988409951,YES
0.11798411251465035,NO
0.9300039067586926,YES
0.09311108217215783,NO
0.20614663367625996,NO
0.20217476233884618,NO
0.16603724443286885,NO
0.10496158353952338,NO
0.7873421018361766,NO
0.08464643833832532,NO
0.8839041541867431,NO
0.08809740851673396,NO
0.8164474540955855,NO
0.12325823674957678,NO
0.10977991926032037,NO
0.23889829404870425,NO
0.1184399010287798,NO
0.8917827842166949,YES
0.21233233493944523,NO
0.8318791509311108,YES
0.04557885141294439,NO
0.01731996353691887,NO
0.7993879411381691,YES
0.800625081390806,YES
0.7640317749706994,YES
0.7823284281807528,YES
0.07390285193384556,NO
0.024482354473238703,NO
0.8204844380778749,YES
0.7963276468290144,NO
0.8080479229066284,YES
0.7160437556973565,NO
0.1476103659330642,NO
0.12781612189087121,NO
0.12696965750748795,NO
0.023310326865477276,NO
0.7355775491600469,YES
0.02239874983721839,NO
0.7945044927724965,YES
0.07331683812996484,NO
0.7432608412553718,YES
0.800820419325433,NO
0.7821982028910015,NO
0.8358510222685245,NO
0.7199505143898945,NO
0.7964578721187656,YES
0.772301080869905,NO
0.7671571819247298,YES
0.1001432478187264,NO
0.10079437426748275,NO
0.8974475843208752,YES
0.10834744107305638,NO
0.10098971220210964,NO
0.9180231801015758,YES
0.10307331683812997,NO
0.0932413074619091,NO
0.9532491209792943,YES
0.0971480661544472,NO
0.965750748795416,YES
0.08842297174111213,NO
0.1397317359031124,NO
0.09402265920041672,NO
0.0767678083083735,NO
0.10919390545643964,NO
0.13074619091027478,NO
0.10131527542648783,NO
0.22522463862482095,NO
0.05235056648001042,NO
0.16701393410600338,NO
0.1380388071363459,NO
0.10847766636280766,NO
0.24762338846203932,NO
0.1342622737335591,NO
0.9064982419585885,YES
0.22698268003646307,NO
0.8556452663107177,YES
0.024026565959109257,NO
0.005599687459304598,NO
0.029040239614533142,YES
0.141229326735252,YES
0.09460867300429743,YES
0.02786821200677172,YES
0.018947779658809737,NO
0.0,NO
0.07201458523245213,YES
0.06862872769891913,NO
0.02187784867821331,YES
0.05834092980856882,NO
0.10496158353952338,NO
0.10645917437166298,NO
0.10984503190519598,NO
0.03477015236358901,NO
0.12071884359942703,YES
0.03359812475582758,NO
0.11297043885922646,YES
0.08132569344966792,NO
0.09206927985414767,YES
0.003385857533533013,NO
0.04010938924339107,NO
0.03906758692538091,NO
0.016408386508659983,NO
0.037374658158614404,YES
0.018231540565177756,NO
0.03509571558796719,YES
0.8416460476624561,YES
0.6761297043885923,YES
0.23023831228024483,NO
0.09441333506967053,NO
0.08861830967573903,NO
0.09167860398489387,NO
0.8006250813908062,YES
0.8852064070842558,YES
0.08503711420757912,NO
0.042974345617919005,NO
0.09239484307852586,NO
0.037244432868863135,NO
0.13237400703216565,NO
0.09779919260320355,NO
0.08777184529235578,NO
0.6997004818335721,YES
0.05547597343404089,NO
0.802252897512697,YES
0.010548248469852847,NO
0.8391066545123064,YES
0.01816642792030212,NO
0.06003385857533533,NO
0.05397838260190129,NO
0.07559578070061207,NO
0.07129834613882016,NO
0.13536918869644485,NO
0.09128792811564006,NO
0.058471155098320085,NO
0.04824846985284543,NO
0.037374658158614404,NO
0.844511004036984,YES
0.06875895298867041,YES
0.04583930199244693,YES
0.8508920432347963,YES
0.05013673655423884,NO
0.037700221382992574,NO
0.9999999999999999,YES
0.2565438208100013,NO
0.8902851933845554,YES
0.2452793332465165,NO
0.191691626513869,NO
0.11518426878499806,NO
0.12540695403047272,NO
0.04831358249772106,NO
0.06700091157702825,YES
0.04395103529105352,NO
0.18908712071884362,YES
0.047076442245084,NO
0.12182575856231281,YES
0.2835655684333898,NO
0.2568042713895039,NO
0.39230368537570004,NO
0.27210574293527806,NO
0.8378695142596693,YES
0.3661284021356948,NO
0.8811694231019664,YES
0.07032165646568564,NO
0.024482354473238703,NO
0.8971871337413726,YES
0.7823935408256284,YES
0.7689152233363721,YES
0.7793332465164735,YES
0.13634587836957937,NO
0.06947519208230239,NO
0.8163172288058342,YES
0.1164214090376351,NO
0.8089594999348874,YES
0.0644615184268785,NO
0.46744367756218264,NO
0.4339757780961063,NO
0.4327386378434692,NO
0.05534574814428962,NO
0.7372053652819377,YES
0.05104831358249772,NO
0.785844511004037,YES
0.12176064591743718,NO
0.7407214481052221,YES
0.13256934496679257,NO
0.11381690324260971,NO
0.18921734600859488,NO
0.07969787732777707,NO
0.8165776793853367,YES
0.14604766245604897,NO
0.757846073707514,YES
0.08100013022528976,NO
0.06517775752051048,NO
0.9872379216043756,YES
0.09929678343534315,YES
0.12358379997395494,YES
0.8594217997135043,YES
0.14142466466987888,NO
0.09923167079046752,NO
0.864305248079177,YES
0.06537309545513739,NO
0.8987498372183877,YES
0.06016408386508661,NO
0.09018101315275426,NO
0.04974606068498502,NO
0.034574814428962104,NO
0.12605808047922906,NO
0.1031384294830056,YES
0.12221643443156663,NO
0.21643443156661024,YES
0.10906368016668838,NO
0.1573121500195338,YES
0.1078265399140513,NO
0.07833051178538872,NO
0.2292616226071103,NO
0.10528714676390157,NO
0.8695142596692278,YES
0.20582107045188178,NO
0.8127360333376742,YES
0.0397838260190129,NO
0.0412814168511525,NO
0.8462039328037506,YES
0.6050918088292746,YES
0.5773538221122543,YES
0.8362416981377785,YES
0.03685375699960933,NO
0.029821591353040758,NO
0.985219429613231,YES
0.058926943612449545,NO
0.8794113816903244,YES
0.05091808829274646,NO
0.1797760125016278,NO
0.0758562312801146,NO
0.09109259018101315,NO
0.06179189998697747,NO
0.6011850501367365,YES
0.05977340799583279,NO
0.7336892824586536,YES
0.03522594087771845,NO
0.6738507618179451,YES
0.0767678083083735,NO
0.046555541086078914,NO
0.19774710248730304,NO
0.06491730694100795,NO
0.8413855970829536,YES
0.14787081651256676,NO
0.9223206146633677,YES
0.0685636150540435,NO
0.05254590441463732,NO
0.06055475973434041,YES
0.538351347831749,YES
0.47877327777054307,YES
0.09402265920041672,YES
0.054824846985284545,NO
0.02969136606328949,NO
0.12625341841385598,YES
0.12195598385206408,NO
0.06693579893215262,YES
0.08594869123583801,NO
0.17515301471545774,NO
0.19097538742023704,NO
0.17743195728610497,NO
0.10418023180101577,NO
0.4537049094934237,YES
0.10092459955723401,NO
0.48489386638885273,YES
0.09180882927464513,NO
0.47890350306029433,YES
0.07214481052220341,NO
0.0986456569865868,NO
0.09851543169683552,NO
0.05990363328558407,NO
0.09259018101315275,YES
0.07084255762469072,NO
0.07220992316707905,YES
0.07181924729782524,NO
0.060684985024091684,NO
0.32829795546295093,YES
0.8325953900247428,YES
0.8546685766375831,YES
0.3317489256413596,YES
0.057494465425185576,NO
0.04518817554369059,NO
0.3528454225810653,YES
0.11967704128141687,NO
0.3607891652558928,YES
0.08751139471285325,NO
0.08790207058210706,NO
0.061075660893345485,NO
0.03932803750488345,NO
0.11244953770022138,NO
0.8099361896080219,YES
0.10899856752181274,NO
0.9916655814559188,YES
0.051699440031254075,NO
0.9178278421669489,YES
0.1093241307461909,NO
0.0952597994530538,NO
0.19449147024352129,NO
0.08790207058210706,NO
0.3243260841255372,YES
0.14975908321396017,NO
0.31560098971220213,YES
0.051569214741502806,NO
0.019273342883187914,NO
0.08353952337543952,NO
0.13087641620002605,NO
0.037635108738116936,NO
0.05593176194817033,NO
0.056322437817424145,NO
0.02194296132308894,NO
0.1623909363198333,NO
0.07767938533663238,NO
0.044732387029561144,NO
0.06211746321135565,NO
0.9198463341580935,YES
0.8640447974996744,YES
0.9011590050787863,YES
0.04349524677692408,NO
0.03991405130876416,NO
0.04551373876806875,NO
0.028193775231149888,NO
0.09460867300429743,NO
0.04375569735642662,NO
0.023766115379606722,NO
0.042127881234535744,NO
0.05964318270608153,NO
0.02884490167990624,NO
0.10333376741763252,NO
0.02884490167990624,NO
0.13068107826539915,NO
0.7254199765594478,YES
0.832920953249121,YES
0.17280895949993488,NO
0.1012501627816122,NO
0.04662065373095455,NO
0.034184138559708296,NO
0.858966011199375,YES
0.7260711030082042,YES
0.056648001041802315,NO
0.09252506836827713,NO
0.028324000520901157,NO
0.10977991926032037,NO
0.10177106394061727,NO
0.09154837869514261,NO
0.09532491209792943,NO
0.8449667925511135,YES
0.03249120979294179,NO
0.7629248600078136,YES
0.015496809480401094,NO
0.8879411381690324,YES
0.050722750358119545,NO
0.06934496679255112,NO
0.02083604636020315,NO
0.08178148196379736,NO
0.05534574814428962,NO
0.08523245214220601,NO
0.047076442245084,NO
0.05182966532100534,NO
0.02070582107045188,NO
0.002148717280895951,NO
0.6188956895429092,YES
0.8066154447193645,YES
0.8061596562052351,YES
0.624820940226592,YES
0.026045057950253934,NO
0.0026696184399010283,NO
0.6707253548639146,YES
0.06582888396926684,NO
0.6310066414897774,YES
0.058471155098320085,NO
0.17443677562182577,NO
0.1580935017580414,NO
0.16323740070321657,NO
0.006901940356817296,NO
0.756934496679255,YES
0.006511264487563486,NO
0.8489386638885272,YES
0.06127099882797239,NO
0.8027737986717021,YES
0.02135694751920823,NO
0.01881755436905847,NO
0.07357728870946738,NO
0.017905977340799583,NO
0.6290532621435083,YES
0.046229977861700744,NO
0.613426227373356,YES
0.8699049355384817,YES
0.661935147805704,YES
0.21975517645526763,NO
0.09486912358379998,NO
0.05261101705951296,NO
0.06328949081911707,NO
0.7918999869774711,YES
0.9171767157181926,YES
0.0659591092590181,NO
0.05983852064070842,NO
0.05677822633155358,NO
0.06250813908060945,NO
0.10698007553066806,NO
0.08301862221643444,NO
0.0795676520380258,NO
0.7188435994270087,YES
0.04349524677692408,NO
0.8558406042453446,YES
0.012957416330251336,NO
0.8665841906498243,YES
0.01881755436905847,NO
0.03405391326995703,NO
0.04310457090767027,NO
0.0760515692147415,NO
0.04089074098189868,NO
0.11863523896340669,NO
0.0670660242219039,NO
0.046555541086078914,NO
0.07422841515822373,NO
0.03652819377523115,NO
0.058145591873941915,NO
0.13478317489256414,NO
0.05488995963016018,NO
0.07344706341971612,NO
0.04551373876806875,NO
0.050201849199114475,NO
0.11870035160828232,NO
0.13159265529365805,YES
0.048639145722099236,NO
0.121435082693059,YES
0.1505404349524678,NO
0.16486521682510744,NO
0.15666102357077746,NO
0.08568824065633546,NO
0.05762469071493684,NO
0.10157572600599037,NO
0.08041411642140904,NO
0.12853236098450319,NO
0.09252506836827713,NO
0.07351217606459175,YES
0.07982810261752832,YES
0.09656205235056647,YES
0.11909102747753614,YES
0.08334418544081261,NO
0.05677822633155358,YES
0.07110300820419327,NO
0.8799322828493293,YES
0.6765203802578461,YES
0.17743195728610497,NO
0.0967573902851934,NO
0.035942179971350435,NO
0.03776533402786821,NO
0.7523114988930851,YES
0.9376871988540175,YES
0.05528063549941399,NO
0.06387550462299779,NO
0.035616616746972266,NO
0.06491730694100795,NO
0.10203151452011981,NO
0.08946477405912229,NO
0.08887876025524158,NO
0.7268524547467119,YES
0.027998437296522988,NO
0.891587446282068,YES
0.015041020966271648,NO
0.8776533402786821,YES
0.03398880062508139,NO
0.024677692407865607,NO
0.02337543951035291,NO
0.07657247037374659,NO
0.03796067196249511,NO
0.08653470503971872,NO
0.045969527282198205,NO
0.04369058471155098,NO
0.08620914181534053,NO
0.03353301211095195,NO
0.0902461257976299,NO
0.10938924339106655,NO
0.0603594217997135,NO
0.09421799713504363,NO
0.09317619481703347,NO
0.06511264487563485,NO
0.10776142726917569,NO
0.7624039588488085,YES
0.08086990493553849,NO
0.8282328428180754,YES
0.15236358900898556,NO
0.1489126188305769,NO
0.13530407605156922,NO
0.046164865216825106,NO
0.056908451621304854,NO
0.04974606068498502,NO
0.04668576637583019,NO
0.14246646698788906,NO
0.045969527282198205,NO
0.7080349003776534,YES
0.7131136866779529,YES
0.7252897512696965,YES
0.822568042713895,YES
0.1197421539262925,NO
0.719690063810392,YES
0.06211746321135565,NO
