Random_MAX.csv,Associated
0.6440476190476191,YES
0.8142857142857143,YES
0.3428571428571429,NO
0.9404761904761904,NO
0.2799,YES
0.3107142857142857,NO
0.8928571428571429,YES
0.2642857142857143,NO
0.5047619047619047,NO
0.2061,NO
0.4178571428571429,NO
0.3238095238095238,NO
0.8321428571428572,YES
0.8904761904761904,NO
0.9285714285714286,YES
0.15833333333333333,NO
0.8892857142857142,YES
0.9571428571428572,NO
0.7595238095238095,NO
0.9345238095238096,NO
0.4095238095238095,NO
0.9690476190476189,YES
0.3083333333333333,NO
0.7571428571428571,YES
0.9976190476190476,NO
0.40595238095238095,NO
0.7559523809523809,YES
0.9738095238095238,NO
0.3547619047619048,NO
0.4678571428571429,YES
0.2404761904761905,NO
0.7797619047619048,NO
0.4738,YES
0.830952380952381,NO
0.493,YES
0.6345238095238095,NO
0.5630952380952381,NO
0.9535714285714286,NO
0.6726190476190477,NO
0.7523809523809524,NO
0.4011904761904762,NO
0.4488095238095238,NO
0.5107142857142857,NO
0.8071428571428572,NO
0.2663,NO
0.2714285714285714,NO
0.9428571428571428,NO
0.6369047619047619,NO
0.42857142857142855,NO
0.402,YES
0.3584,NO
0.6452380952380953,YES
0.4035714285714286,NO
0.5952380952380952,NO
0.0630952380952381,YES
0.7404761904761905,YES
0.1251,YES
0.07380952380952381,YES
0.3869047619047619,NO
0.29523809523809524,NO
0.7226190476190476,YES
0.8964285714285715,NO
0.16785714285714284,YES
0.8535714285714285,NO
0.171,NO
0.37142857142857133,NO
0.6,NO
0.2892857142857143,NO
0.5166666666666667,YES
0.11904761904761905,NO
0.16428571428571428,YES
0.1347,NO
0.5535714285714286,YES
0.7,NO
0.6785714285714286,NO
0.5380952380952381,NO
0.035,NO
0.675,YES
0.7845238095238095,NO
0.9476190476190476,YES
0.6702380952380952,YES
0.32261904761904764,YES
0.705952380952381,NO
0.9321428571428572,NO
0.1459,NO
0.44166666666666665,NO
0.2394,YES
0.594047619047619,YES
0.7416666666666667,NO
0.0758,NO
0.8285714285714286,NO
0.8345238095238096,NO
0.2131,NO
0.5202380952380953,NO
0.6428571428571429,NO
0.11666666666666667,YES
0.3273809523809524,NO
0.8678571428571429,YES
0.2523809523809524,NO
0.3392857142857143,YES
0.5154761904761904,NO
0.1488095238095238,NO
0.5464285714285714,NO
0.4119047619047619,NO
0.4833333333333333,NO
0.3309523809523809,NO
0.5214285714285715,NO
0.9107142857142856,NO
0.569047619047619,NO
0.0672,NO
0.9702380952380952,YES
0.5547619047619048,YES
0.6523809523809524,YES
0.3166,YES
0.2988095238095238,NO
0.1357142857142857,NO
0.936904761904762,YES
0.8666666666666667,NO
0.4511904761904762,YES
0.0765,NO
0.7773809523809524,NO
0.8630952380952381,NO
0.2024,NO
0.28214285714285714,NO
0.3607142857142857,YES
0.6476190476190476,NO
0.6047619047619047,YES
0.7119047619047619,NO
0.31904761904761897,YES
0.9273809523809524,NO
0.7392857142857143,NO
0.3023,NO
0.9226190476190476,NO
0.2966,YES
0.4630952380952381,NO
0.7785714285714286,YES
0.2857142857142857,NO
0.3619047619047619,NO
0.4277,YES
0.938095238095238,YES
0.2007,YES
0.2467,YES
0.5142857142857142,NO
0.6333333333333333,NO
0.8690476190476191,YES
0.26904761904761904,NO
0.2922,YES
0.7345238095238096,NO
0.4190476190476191,NO
0.5785714285714286,NO
0.2726190476190476,NO
0.0948,NO
0.4940476190476191,YES
0.1226190476190476,NO
0.9523809523809524,YES
0.1968,NO
0.9154761904761904,YES
0.4988095238095238,NO
0.9952380952380953,NO
0.8869047619047619,NO
0.425,NO
0.7476190476190476,YES
0.919047619047619,NO
0.6619047619047619,YES
0.825,NO
0.6357142857142857,NO
0.526,YES
0.3642857142857143,YES
0.3523809523809524,YES
0.6880952380952381,YES
0.525,NO
0.3345238095238095,NO
0.3372,YES
0.2654761904761905,NO
0.5238095238095238,YES
0.12142857142857146,NO
0.4607142857142857,NO
0.775,NO
0.1880952380952381,NO
0.5309523809523811,NO
0.6821428571428572,YES
0.6142857142857143,NO
0.5416666666666666,YES
0.2178571428571429,NO
0.3857142857142857,YES
0.4976190476190476,NO
0.5714285714285714,NO
0.5226190476190476,NO
0.6654761904761904,NO
0.5345238095238095,YES
0.6761904761904762,NO
0.258,YES
0.6714285714285714,NO
0.09761904761904762,NO
0.923809523809524,YES
0.7428571428571429,YES
0.0761904761904762,YES
0.5738095238095238,YES
0.7535714285714286,NO
0.39166666666666666,NO
0.9654761904761904,YES
0.7369047619047621,NO
0.3604,YES
0.9857142857142858,NO
0.3678571428571429,NO
0.3464285714285714,NO
0.1497,NO
0.3821428571428571,NO
0.7547619047619047,YES
0.1016,NO
0.5261904761904762,YES
0.4726190476190476,NO
0.6297619047619047,YES
0.1523809523809524,NO
0.0813,NO
0.3738095238095238,NO
0.5,NO
0.302,YES
0.5619047619047619,NO
0.8952380952380953,YES
0.1151,NO
0.6678571428571428,NO
0.15,YES
0.3566,YES
0.9488095238095238,YES
0.18333333333333326,YES
0.2345238095238095,NO
0.4357142857142857,NO
0.6416666666666667,YES
0.6166666666666667,NO
0.1126,YES
0.15714285714285714,NO
0.5761904761904761,NO
0.4964285714285714,NO
0.7714285714285715,NO
0.1698,NO
0.3297619047619048,YES
0.7619047619047619,NO
0.2745,YES
0.5833333333333334,NO
0.9166666666666666,YES
0.4571428571428571,NO
0.30952380952380953,NO
0.913095238095238,NO
0.3845238095238096,NO
0.7607142857142857,YES
0.14285714285714285,NO
0.5178571428571429,YES
0.5119047619047619,NO
0.95,NO
0.4583333333333333,YES
0.4428571428571429,YES
0.5821428571428572,YES
0.6607142857142857,YES
0.2833333333333333,NO
0.8,NO
0.7821428571428571,YES
0.3261904761904762,NO
0.3039,YES
0.3154761904761905,NO
0.8523809523809524,NO
0.5845238095238096,NO
0.8107142857142857,NO
0.6095238095238096,NO
0.8297619047619048,YES
0.5369047619047619,NO
0.5728,YES
0.4273809523809524,NO
0.7380952380952381,YES
0.7666666666666667,NO
0.3011904761904762,NO
0.4047619047619048,NO
0.5595238095238095,NO
0.9,YES
0.6535714285714286,NO
0.7154761904761905,YES
0.19404761904761905,NO
0.6571428571428571,NO
0.55,NO
0.2559523809523809,NO
0.6404761904761904,NO
0.8845238095238095,NO
0.2880952380952381,NO
0.2809523809523809,NO
0.2592,NO
0.1291,NO
0.21666666666666667,NO
0.1052,NO
0.4225,YES
0.8440476190476189,YES
0.3938,YES
0.10714285714285714,NO
0.9761904761904762,NO
0.0797,NO
0.18452380952380956,NO
0.6083333333333333,NO
0.175,NO
0.25,NO
0.15476190476190474,NO
0.1014,NO
0.4642857142857143,NO
0.8559523809523809,NO
0.9095238095238096,NO
0.7023809523809523,NO
0.9809523809523808,YES
0.9964285714285714,YES
0.8773809523809524,NO
0.5880952380952381,NO
0.3035714285714285,NO
0.2488095238095238,NO
0.32899999999999996,YES
0.6892857142857143,YES
0.4702380952380952,NO
0.6547619047619048,NO
0.2154761904761905,NO
0.3726190476190476,NO
0.4,NO
0.8178571428571428,NO
0.17857142857142858,NO
0.3075,YES
0.16547619047619047,NO
0.1815,YES
0.11071428571428572,NO
0.6202380952380953,YES
0.8214285714285714,NO
0.5404761904761904,NO
0.7964285714285714,NO
0.925,NO
0.36666666666666653,NO
0.9083333333333332,NO
0.2916666666666667,NO
0.2761904761904762,NO
0.7321428571428571,NO
0.4904761904761905,NO
0.5452380952380952,YES
0.3976190476190476,YES
0.9595238095238096,YES
0.20833333333333331,YES
0.05357142857142857,NO
0.9011904761904762,NO
0.7869047619047619,YES
0.25833333333333336,NO
0.1389,YES
0.9047619047619048,NO
0.8857142857142857,NO
0.8035714285714286,NO
0.1805,NO
0.9583333333333334,NO
0.2123,YES
0.24285714285714285,NO
0.5904761904761905,YES
0.7654761904761904,NO
0.3333333333333333,YES
0.8333333333333334,NO
0.4083333333333333,NO
0.1228,NO
0.9261904761904762,NO
0.8738095238095238,YES
0.3202380952380952,NO
0.21428571428571427,YES
0.3458,YES
0.9452380952380952,YES
0.3473,NO
0.6273809523809524,NO
0.33214285714285713,NO
0.4535714285714286,NO
0.7583333333333333,YES
0.4785714285714286,YES
0.1111,NO
0.1017,NO
0.8642857142857143,NO
0.544047619047619,NO
0.5357142857142857,NO
0.7309523809523809,NO
0.8726190476190476,NO
0.1138,YES
0.7107142857142857,NO
0.6809523809523811,YES
0.975,NO
0.4345238095238095,YES
0.5428571428571428,NO
0.06785714285714285,NO
0.2,NO
0.4547619047619048,NO
0.3047619047619048,NO
0.8607142857142858,NO
0.9988095238095238,NO
0.6642857142857143,NO
0.3130952380952381,NO
0.4714285714285714,NO
0.1595238095238095,NO
0.3,NO
0.14642857142857146,NO
0.18571428571428567,NO
0.8369047619047619,NO
0.5654761904761905,NO
0.5130952380952379,NO
0.2119,YES
0.5928571428571429,NO
0.8476190476190476,YES
0.8571428571428571,NO
0.263,NO
0.4452380952380952,NO
0.9666666666666668,NO
0.6023809523809524,NO
0.4821428571428572,NO
0.4869047619047619,NO
0.3119047619047619,NO
0.7333333333333333,NO
0.1227,YES
0.7202380952380952,YES
0.5892857142857143,YES
0.1927,YES
0.8190476190476189,NO
0.09699999999999999,YES
0.3761904761904762,NO
0.6214285714285714,YES
0.1619047619047619,YES
0.2823,NO
0.5678571428571428,NO
0.7857142857142857,NO
0.7952380952380952,NO
0.3964285714285714,YES
0.4499,YES
0.19523809523809524,NO
0.15595238095238095,NO
0.0645,NO
0.4595238095238095,NO
0.7238095238095238,NO
0.6857142857142857,NO
0.6904761904761905,NO
0.1738095238095238,YES
0.5642857142857143,NO
0.5297619047619048,YES
0.06666666666666668,NO
0.3577,YES
0.20952380952380956,NO
0.8047619047619048,NO
0.34404761904761905,NO
0.2976190476190476,NO
0.7928571428571428,NO
0.1427,NO
0.8761904761904762,NO
0.8357142857142857,NO
0.1422,NO
0.39880952380952384,NO
0.7916666666666666,NO
0.35595238095238096,NO
0.5607142857142857,NO
0.3476190476190476,NO
0.275,NO
0.8166666666666667,NO
0.6261904761904762,NO
0.2119047619047619,YES
0.15119047619047618,NO
0.6630952380952381,YES
0.963095238095238,NO
0.33690476190476193,NO
0.2176,NO
0.3380952380952381,NO
0.8130952380952381,NO
0.19166666666666668,NO
0.5976190476190476,NO
0.8380952380952381,NO
0.951190476190476,NO
0.7083333333333334,YES
0.105,YES
0.9416666666666668,YES
0.2731,YES
0.4166666666666667,NO
0.4071428571428571,YES
0.8702380952380953,NO
