NONETRACED_MAX_MULTI_LSA_MAX.csv,Associated
0.5059687786960514,NO
0.6836547291092745,YES
0.43112947658402206,NO
0.41444750535659625,YES
0.2601775329048056,NO
0.5183654729109273,YES
0.4664830119375574,NO
0.5622895622895623,NO
0.5335169880624424,NO
0.4524028160391797,NO
0.5945821854912763,YES
0.6980410162228343,NO
0.4937251300887663,YES
0.5537190082644627,NO
0.5036730945821855,NO
0.47842056932966,NO
0.8093051729415366,NO
0.5091827364554635,NO
0.5745332108968473,NO
0.6287113559840831,NO
0.35277012549739817,NO
0.4651056014692378,NO
0.9999999999999998,YES
0.5076522803795529,NO
0.8824609733700641,YES
0.596265687174778,NO
0.6382001836547291,NO
0.5016835016835015,NO
0.4507193143556778,NO
0.6323844505662686,NO
0.3806244260789714,NO
0.4072543617998162,NO
0.6039179675543311,NO
0.610805019895929,NO
0.6166207529843892,YES
0.7806856443220078,YES
0.5514233241505968,YES
0.5534129170492805,YES
0.6311600857055402,NO
0.6937557392102847,YES
0.5731558004285278,NO
0.4194980104071012,NO
0.3663911845730027,NO
0.3816957453321089,YES
0.4599020508111416,YES
0.42822161003979176,YES
0.4175084175084175,YES
0.4248546066727885,NO
0.2837465564738291,NO
0.3062442607897153,YES
0.27640036730945805,NO
0.4080195898377717,YES
0.25573921028466473,NO
0.3985307621671258,NO
0.3996020814202631,NO
0.2673706764615855,NO
0.3415977961432507,NO
0.5632078359351085,YES
0.3682277318640954,NO
0.3175696357514538,YES
0.17952249770431586,NO
0.4106213651668196,YES
0.3640955004591368,NO
0.497857361493725,NO
0.4240893786348331,NO
0.3480257116620752,NO
0.448270584634221,YES
0.4240893786348331,NO
0.3885827976737066,YES
0.5159167431894705,NO
0.4550045913682276,NO
0.5431588613406795,NO
0.7363024181205999,NO
0.5550964187327823,NO
0.4934190388735842,NO
0.5881542699724516,NO
0.40924395469850017,NO
0.4505662687480868,NO
0.9462809917355371,YES
0.5743801652892562,NO
0.8328741965105599,YES
0.5630547903275174,NO
0.5973370064279153,NO
0.4657177838996019,NO
0.41659014386287097,NO
0.6365166819712273,NO
0.4245485154576062,NO
0.4674012855831037,NO
0.564279155188246,NO
0.5772880318334863,NO
0.576522803795531,YES
0.7347719620446893,YES
0.5932047750229568,YES
0.5032139577594121,YES
0.6216712580348942,NO
0.5497398224670951,YES
0.5511172329354146,NO
0.6414141414141414,NO
0.7063054790327516,NO
0.22399999999999998,NO
0.1967,NO
0.574074074074074,NO
0.37098255280073456,NO
0.4700030609121517,NO
0.7725742271196816,NO
0.2198,NO
0.3428,YES
0.5299969390878481,NO
0.2153351698806244,YES
0.1331,NO
0.26997245179063345,NO
0.15350474441383533,NO
0.20707070707070696,NO
0.4580655035200488,NO
0.33256810529537795,NO
0.31,NO
0.1309,NO
0.2819,NO
0.7053872053872052,YES
0.5658096112641566,YES
0.4941,YES
0.7268135904499541,YES
0.23722069176614624,NO
0.4605142332415061,YES
0.1726,NO
0.6795224977043159,NO
0.4465870829507193,NO
0.4897459442913989,NO
0.7477808386899296,NO
0.5010713192531373,NO
0.5514233241505968,NO
0.5982552800734617,NO
0.41659014386287097,NO
0.4392408937863482,NO
0.9597490052035504,YES
0.5192837465564737,NO
0.8452708907254359,YES
0.5668809305172942,NO
0.6075910621365166,NO
0.4747474747474747,NO
0.4251606978879705,NO
0.6671258034894398,NO
0.37725742271196816,NO
0.4178145087235995,NO
0.5742271196816651,NO
0.5598408325681052,NO
0.5866238138965412,YES
0.7462503826140191,YES
0.5373431282522192,YES
0.4935720844811753,YES
0.5858585858585859,NO
0.6486072849709212,YES
0.5122436486072848,NO
0.5321395775941229,NO
0.35797367615549425,NO
0.4372513008876645,NO
0.5202020202020201,NO
0.5283134374043466,NO
0.5165289256198347,NO
0.4516375880012243,NO
0.3640955004591368,NO
0.3539944903581267,NO
0.6049892868074684,YES
0.4652586470768289,NO
0.5182124273033364,YES
0.4550045913682276,NO
0.4938781756963574,NO
0.3155800428527701,NO
0.3218549127640036,NO
0.6778389960208142,NO
0.3307315580042852,NO
0.3689929599020506,NO
0.3128252219161309,NO
0.46786042240587705,NO
0.4184266911539637,YES
0.6025405570860116,YES
0.4822467095194367,YES
0.4012855831037647,YES
0.507805325987144,NO
0.5237220691766147,YES
0.4444444444444443,NO
0.5168350168350166,NO
0.5977961432506886,NO
0.6991123354759716,YES
0.8053259871441689,YES
0.7128864401591672,YES
0.6420263238445054,YES
0.4779614325068869,NO
0.5453014998469543,NO
0.5927456382001834,YES
0.7229874502601774,NO
0.7349250076522804,YES
0.6270278543005816,NO
0.7219161310070399,NO
0.4647995102540558,NO
0.5436179981634528,NO
0.5333639424548515,NO
0.6131007040097949,YES
0.5629017447199265,NO
0.6120293847566574,YES
0.4243954698500152,NO
0.7382920110192837,YES
0.6752372206917661,NO
0.5440771349862259,NO
0.7566574839302111,NO
0.6531986531986531,NO
0.7894092439546985,YES
0.7067646158555247,NO
0.7082950719314354,YES
0.57927762473217,NO
0.34649525558616456,NO
0.3595,YES
0.3865932047750229,NO
0.3236914600550963,NO
0.4548515457606366,YES
0.41000918273645537,NO
0.40342822161003977,NO
0.5448,YES
0.217018671564126,NO
0.4834710743801652,YES
0.1978879706152432,NO
0.3299663299663299,NO
0.3223140495867768,NO
0.2648,NO
0.3221610039791857,NO
0.4436792164064891,NO
0.3481787572696663,NO
0.3673,NO
0.1451,NO
0.3409856137128863,NO
0.298132843587389,NO
0.2568105295378021,NO
0.3767,NO
0.283287419651056,NO
0.3794,YES
0.453474135292317,NO
0.32063054790327505,YES
0.4808692990511172,NO
0.5015304560759104,NO
0.5939700030609121,YES
0.6908478726660543,YES
0.6065197428833791,YES
0.7770125497398224,YES
0.4865319865319865,NO
0.453474135292317,NO
0.4967860422405877,YES
0.5036730945821855,NO
0.716712580348944,YES
0.4377104377104376,NO
0.6147842056932966,NO
0.460820324456688,NO
0.4520967248239974,NO
0.4427609427609427,NO
0.5252525252525253,YES
0.4696969696969696,NO
0.5143862871135598,YES
0.3432812978267523,NO
0.6296296296296295,YES
0.5720844811753902,NO
0.4938781756963574,NO
0.6464646464646464,NO
0.552035506580961,NO
0.6763085399449036,YES
0.6936026936026936,NO
0.6023875114784205,YES
0.5569329660238751,NO
0.3437404346495254,NO
0.3881,YES
0.18717477808386884,NO
0.2479338842975206,NO
0.4197,YES
0.4005203550658095,NO
0.3847566574839302,NO
0.4738,YES
0.159,NO
0.493,YES
0.1456,NO
0.23324150596877855,NO
0.3120599938781757,NO
0.16850321395775936,NO
0.3194061830425465,NO
0.4240893786348331,NO
0.34542393633302715,NO
0.3557,NO
0.0902,NO
0.2663,NO
0.29002142638506256,NO
0.2543617998163452,NO
0.3901,NO
0.32629323538414445,NO
0.402,YES
0.3683807774716865,NO
0.3239,YES
0.22344658708295065,NO
0.18166513621059066,NO
0.17936945209672472,YES
0.2396694214876032,YES
0.2422711968166513,YES
0.2595653504744413,YES
0.273492500765228,NO
0.1141720232629323,NO
0.1204,YES
0.1152,NO
0.2235996326905416,YES
0.0994,NO
0.19237832874196506,NO
0.1733,NO
0.1785,NO
0.16207529843893476,NO
0.3503213957759411,YES
0.1830425466789103,NO
0.1533,YES
0.1347,NO
0.20171411080501975,YES
0.1657483930211202,NO
0.29507193143556776,NO
0.21212121212121204,NO
0.1533516988062441,NO
0.23063973063973064,YES
0.23890419344964786,NO
0.1845730027548209,YES
0.4614325068870522,YES
0.5379553106825834,YES
0.6337618610345883,NO
0.7341597796143249,NO
0.6466176920722373,NO
0.5797367615549434,NO
0.4380165289256197,YES
0.4882154882154882,YES
0.5330578512396693,NO
0.7467095194367921,NO
0.6675849403122129,NO
0.6888582797673706,NO
0.6551882460973368,NO
0.4459749005203549,NO
0.4866850321395776,NO
0.4770431588613405,YES
0.5523415977961432,NO
0.5048974594429141,YES
0.5514233241505968,NO
0.4173553719008264,YES
0.6707988980716253,NO
0.6111111111111109,NO
0.5644322007958371,NO
0.6880930517294153,NO
0.5902969084787266,NO
0.7191613100704008,NO
0.6409550045913681,NO
0.6424854606672787,NO
0.6111111111111109,NO
0.448270584634221,NO
0.35751453933272104,YES
0.3988368533823079,YES
0.3351698806244261,YES
0.5413223140495866,YES
0.5122436486072848,NO
0.4302112029384756,NO
0.5456,YES
0.2269666360575451,NO
0.4921946740128557,YES
0.20752984389348014,NO
0.3414447505356596,NO
0.4126109580655035,NO
0.2516069788797061,NO
0.42102846648301184,NO
0.4715335169880624,YES
0.4502601775329047,NO
0.3002,YES
0.13621059075604525,NO
0.35261707988980706,YES
0.3091521273339455,NO
0.3480257116620752,NO
0.3653198653198653,NO
0.37037037037037024,NO
0.44689317416590135,YES
0.4993878175696356,NO
0.3631,YES
0.5307621671258034,NO
0.6075910621365166,NO
0.7096724823997551,YES
0.8169574533210897,YES
0.7235996326905416,YES
0.6521273339455156,YES
0.4866850321395776,NO
0.5544842363024179,NO
0.6023875114784205,YES
0.7915518824609733,NO
0.7457912457912457,YES
0.6902356902356903,NO
0.7327823691460054,NO
0.4799510254055706,NO
0.5529537802265074,NO
0.5425466789103153,NO
0.6228956228956228,YES
0.5723905723905722,NO
0.6218243036424853,YES
0.4502601775329047,NO
0.7493112947658402,YES
0.6854912764003673,NO
0.6026936026936027,NO
0.7678298132843586,NO
0.6634527089072542,NO
0.8008876645240279,YES
0.7174778083868991,NO
0.7190082644628097,YES
0.43970003060912144,NO
0.3853688399142944,NO
0.526,YES
0.4961738598102234,YES
0.4256198347107437,YES
0.37144168962350776,YES
0.4450566268748086,NO
0.4256198347107437,NO
0.3372,YES
0.3056320783593509,NO
0.4424548515457606,YES
0.28420569329660217,NO
0.4325068870523415,NO
0.352157943067034,NO
0.29629629629629617,NO
0.3599632690541781,NO
0.3494031221303948,YES
0.3872053872053871,NO
0.3484848484848484,YES
0.20523415977961426,NO
0.4450566268748086,YES
0.396847260483624,NO
0.2917049280685643,NO
0.4589837771655954,NO
0.4314355677992041,NO
0.4840832568105294,YES
0.4208754208754208,NO
0.4220997857361493,YES
0.5763697581879399,NO
0.3640955004591368,NO
0.3094,YES
0.23676155494337306,YES
0.26186103458830723,YES
0.43403734312825215,YES
0.4222528313437404,NO
0.4011325374961737,NO
0.5229,YES
0.1003,NO
0.3899602081420263,YES
0.08800000000000001,NO
0.2859,NO
0.33164983164983153,NO
0.1847260483624119,NO
0.33930211202938465,NO
0.4412304866850321,YES
0.36593204775022936,NO
0.3066,YES
0.0639,NO
0.2147,YES
0.2301805938169573,NO
0.2725742271196816,NO
0.3135,NO
0.2811447811447809,NO
0.3498622589531679,YES
0.4179675543311906,NO
0.4263,YES
0.4964799510254054,NO
0.4389348025711661,NO
0.4173553719008264,YES
0.4986225895316802,YES
0.4629629629629628,YES
0.4519436792164063,YES
0.5021426385062748,NO
0.34618916437098257,NO
0.34649525558616456,YES
0.307774716865626,NO
0.4447505356596265,YES
0.2861952861952861,NO
0.43480257116620746,NO
0.42822161003979176,NO
0.2982858891949801,NO
0.4119987756351391,NO
0.6029996939087847,YES
0.44092439546985,NO
0.3506274869911233,YES
0.20707070707070696,NO
0.4473523109886745,YES
0.3989898989898989,NO
0.5315273951637587,NO
0.4614325068870522,NO
0.382154882154882,NO
0.4865319865319865,YES
0.4664830119375574,NO
0.4243954698500152,YES
0.4383226201408018,NO
0.38414447505356586,NO
0.3477196204468932,YES
0.3285,YES
0.3624,YES
0.3564432200795836,YES
0.4537802265074991,NO
0.3409856137128863,NO
0.2917,YES
0.1836,NO
0.3318028772574225,YES
0.1342,NO
0.26828895010713183,NO
0.35093357820630544,NO
0.2006427915518824,NO
0.3587389041934496,NO
0.3556779920416283,YES
0.3859810223446586,NO
0.5728,YES
0.0892,NO
0.4594,YES
0.3373125191307009,NO
0.2904805632078359,NO
0.2985,NO
0.3757269666360576,NO
0.2918579736761553,YES
0.4995408631772267,NO
0.2345,YES
0.2929292929292928,NO
0.32598714416896235,NO
0.4023569023569023,NO
0.4823997551270278,NO
0.4126109580655035,NO
0.3907254361799817,NO
0.2975206611570247,NO
0.2865013774104682,NO
0.3221610039791857,NO
0.4423018059381695,NO
0.4292929292929293,NO
0.41643709825528,NO
0.4225,YES
0.3368,YES
0.3938,YES
0.2774716865625956,NO
0.3374655647382919,NO
0.29981634527089074,NO
0.3367003367003367,NO
0.19543924089378628,NO
0.4318947046219772,NO
0.3842975206611569,NO
0.2803795531068257,NO
0.4456688093051728,NO
0.3677685950413223,NO
0.4703091521273338,NO
0.4080195898377717,NO
0.40924395469850017,NO
0.3842975206611569,YES
0.4546985001530455,YES
0.5426997245179062,NO
0.6351392715029078,NO
0.5547903275176003,NO
0.4931129476584022,NO
0.3504744413835321,YES
0.40893786348331773,YES
0.4502601775329047,NO
0.6291704928068564,NO
0.5739210284664829,NO
0.5982552800734617,NO
0.5625956535047443,NO
0.33884297520661155,NO
0.4075604530149983,NO
0.3985307621671258,YES
0.46786042240587705,NO
0.4242424242424241,YES
0.4669421487603305,NO
0.3735,YES
0.576828895010713,NO
0.5218855218855218,NO
0.4248546066727885,NO
0.5928986838077748,NO
0.5029078665442301,NO
0.6213651668197122,NO
0.5494337312519129,NO
0.5508111417202326,NO
0.4565350474441382,NO
0.3588919498010407,NO
0.4785736149372512,YES
0.5214263850627485,YES
0.4488827670645851,YES
0.6331496786042241,YES
0.5224977043158859,NO
0.3177226813590449,NO
0.4093970003060912,YES
0.32598714416896235,NO
0.5944291398836854,YES
0.3041016222834403,NO
0.4560759106213651,NO
0.32506887052341593,NO
0.3164983164983164,NO
0.4242424242424241,NO
0.5875420875420874,YES
0.34450566268748084,NO
0.37006427915518814,YES
0.22314049586776846,NO
0.4689317416590143,YES
0.4194980104071012,NO
0.4759718396082032,NO
0.4833180287725742,NO
0.4932659932659932,NO
0.5806550352004898,YES
0.6008570554025099,NO
0.4453627180899907,YES
0.4626568717477807,YES
0.5393327211509029,YES
0.6352923171104989,NO
0.7358432812978266,NO
0.648301193755739,NO
0.5811141720232629,NO
0.4259259259259258,YES
0.4895928986838077,YES
0.5344352617079889,NO
0.7405876951331496,NO
0.6691153963881236,NO
0.7064585246403428,NO
0.6568717477808386,NO
0.4132231404958676,NO
0.4880624426078971,NO
0.478267523722069,YES
0.5537190082644627,NO
0.5062748699112334,YES
0.5528007346189163,NO
0.3751147842056931,YES
0.6723293541475359,NO
0.6124885215794305,NO
0.5162228344046524,NO
0.689776553412917,NO
0.5918273645546372,NO
0.7206917661463115,NO
0.6424854606672787,NO
0.6438628711355985,NO
0.4970921334557696,NO
0.4395469850015303,NO
0.3996020814202631,NO
0.4794918885827976,NO
0.4487297214569941,NO
0.4378634833180287,NO
0.502754820936639,NO
0.3466483011937557,NO
0.31971227425772863,NO
0.35858585858585856,YES
0.4265381083562901,NO
0.3350168350168349,YES
0.4167431894704621,NO
0.43342516069788783,NO
0.2829813284358739,NO
0.4126109580655035,NO
0.5895316804407713,NO
0.4415365779002141,NO
0.3342516069788797,NO
0.2072,NO
0.4291398836853381,NO
0.3816957453321089,YES
0.5353535353535352,YES
0.4429139883685337,YES
0.36516681971227416,YES
0.4675543311906946,NO
0.4670951943679216,YES
0.406642179369452,NO
0.39715335169880617,YES
0.4686256504438322,YES
0.5580042852770124,NO
0.6518212427303336,NO
0.5702479338842974,NO
0.5076522803795529,NO
0.3628711355984081,YES
0.4499,YES
0.4641873278236913,NO
0.537037037037037,NO
0.5896847260483622,NO
0.5085705540250993,NO
0.5782063054790327,NO
0.35108662381389644,NO
0.4208754208754208,NO
0.4118457300275481,YES
0.4820936639118457,NO
0.4378634833180287,YES
0.4811753902662993,NO
0.3577,YES
0.5925925925925923,NO
0.5368839914294459,NO
0.41521273339455145,NO
0.6088154269972452,NO
0.5176002448729722,NO
0.6377410468319561,NO
0.5647382920110191,NO
0.5661157024793386,NO
0.4722987450260177,NO
0.4520967248239974,NO
0.5376492194674012,NO
0.7422711968166513,NO
0.549586776859504,NO
0.4970921334557696,NO
0.5353535353535352,NO
0.4044995408631771,NO
0.4456688093051728,NO
0.8761861034588305,YES
0.5687174778083868,NO
0.7708907254361799,YES
0.5573921028466482,NO
0.5442301805938168,NO
0.4188858279767371,NO
0.4005203550658095,NO
0.5387205387205385,NO
0.4198041016222833,NO
0.4623507805325986,NO
0.5127027854300581,NO
0.5716253443526171,NO
0.5365779002142637,YES
0.6749311294765841,YES
0.5875420875420874,YES
0.4993878175696356,YES
0.6158555249464339,NO
0.5442301805938168,YES
0.5457606366697274,NO
