NONETRACED_MEDIAN_RAW_LSA_SUM.csv,Associated
0.4367320431118461,YES
0.6736059306019008,NO
0.5996557079873043,NO
0.65184584005736,YES
0.6472153417962231,YES
0.7228644210976314,YES
0.8641225037498265,YES
0.7347443791503504,NO
0.47306123836202496,NO
0.611001210836681,YES
0.5149998382548228,NO
0.7698676514968797,YES
0.4299740429701655,NO
0.6705419446192701,NO
0.7794604098991325,NO
0.5774801575520869,NO
0.47211140516429817,NO
0.8044612186250184,YES
0.47498973225235686,NO
0.4203843966270192,YES
0.29131289174579544,NO
0.6288098871755728,YES
0.7142706336684664,NO
0.7913804152387707,NO
0.6856739225416677,NO
0.6372666621077729,NO
0.8403919884133125,YES
0.8289485375983829,NO
0.5212052841125696,YES
0.4745257078603651,NO
0.4414076662300228,NO
0.5115383276695221,YES
0.29690788264097523,NO
0.35281086501730263,NO
0.7568403263894832,YES
0.5161081407780885,NO
0.3209729443314048,NO
0.5708539285446659,YES
0.30305075973142925,NO
0.8021054717779232,YES
0.3233467902590911,NO
0.4075826958048214,NO
0.44506482705755235,NO
0.33174779381625663,NO
0.375429474393691,NO
0.5407527825289001,NO
0.3057454753322225,NO
0.3355625231101099,NO
0.1558447950606708,NO
0.41409828292138806,NO
0.37952617262182387,NO
0.3824585512627794,NO
0.4481686146382251,NO
0.5077726542547375,NO
0.66816326681034,YES
0.7637693259894198,NO
0.37262894878328723,YES
0.23372530263751104,NO
0.26850968812663456,NO
0.19660146766345368,YES
0.3087832545013274,YES
0.2629478652298235,YES
0.36087740411684466,YES
0.3067966142434849,NO
0.11485209734357091,NO
0.2119783154997332,YES
0.22383919171635383,NO
0.2912563833041304,YES
0.18984092873671285,NO
0.3323139428847067,NO
0.34864430925186507,NO
0.29255943521040995,NO
0.23639225539522538,NO
0.3647417625638125,YES
0.16439738865482476,NO
0.19511333013664803,YES
0.1083158723613526,NO
0.2841279662325208,YES
0.20638529011556792,NO
0.28467028347992096,NO
0.19769838660209418,NO
0.2333864976763975,NO
0.2916673388987323,YES
0.29539902535222573,NO
0.18441308817405258,YES
0.42274006157782207,YES
0.1805676477705986,YES
0.42128312653837063,NO
0.20030678351083667,NO
0.22328450812882125,NO
0.3397710916734812,NO
0.3811015296998952,YES
0.42681923399940946,YES
0.19025122916097656,NO
0.0731062813227725,NO
0.3220954968095252,NO
0.08613860210399765,NO
0.2878181312658341,NO
0.25027760795671616,NO
0.19799550635044325,NO
0.16657009728870045,YES
0.28142686272093054,NO
0.2931879073572763,YES
0.04129956312422889,NO
0.24859750552083373,YES
0.12066829012416705,NO
0.1835010091670615,NO
0.24114183086532034,NO
0.167414857543447,NO
0.24030042835855667,NO
0.3624507137876093,NO
0.32143729630856555,NO
0.1556182699162569,NO
0.5391732487399231,NO
0.5447268820075074,NO
0.4769295278310216,YES
0.3444005252828186,YES
0.4032862525198465,YES
0.7344096690038503,YES
0.5529538559436029,NO
0.3527050550076921,NO
0.7337700589612355,YES
0.35654771093720883,NO
0.7562681988916974,YES
0.37058858455771704,NO
0.5768359613171051,NO
0.5580673785365377,NO
0.45664512657686185,NO
0.38447614831909904,NO
0.5238642110336418,YES
0.33279246292042985,NO
0.3385226645941445,YES
0.203881802357221,NO
0.4291398473371215,YES
0.44502150391894224,NO
0.5479183805171995,NO
0.48039005566081494,NO
0.5228855503410365,NO
0.6732167594210422,YES
0.7165362126977742,NO
0.5635219991867697,YES
0.6646530279311399,NO
0.5782979739266774,NO
0.7490503510689308,YES
0.4268831950036709,YES
0.5661374391766473,YES
0.8407406209294981,YES
0.7908432574577834,NO
0.4872416632645581,NO
0.6212706783019458,YES
0.41271448127093213,NO
0.8090266912300944,YES
0.40848224467909555,NO
0.5967641955961905,NO
0.6706466080807889,NO
0.5015177430364606,NO
0.4483215150158899,NO
0.6741007479997854,YES
0.43214486798931906,NO
0.3280944002181717,YES
0.3307774046491706,NO
0.4736427020371292,YES
0.5575176087265412,NO
0.6119321259908939,NO
0.5456893272342433,NO
0.6824887300464801,NO
0.8200120141860757,YES
0.7571092738132918,NO
0.5092547314559154,YES
0.3478375488767309,NO
0.3703325767480865,NO
0.6727199765121433,YES
0.2563709377903478,YES
0.3416047496573664,YES
0.5840473393327827,YES
0.49378558649824955,NO
0.27798656327532756,NO
0.39892691288240956,YES
0.20454852007257643,NO
0.6176939396334239,YES
0.2459159752230958,NO
0.27901198675081784,NO
0.33295044086821535,NO
0.2248708393100565,NO
0.36538071743608913,NO
0.400311779184665,YES
0.3336377964492224,NO
0.31154766384684074,YES
0.19344592162606725,NO
0.38292945494332165,YES
0.29682696910421436,NO
0.33854223780799664,NO
0.47771663309601153,NO
0.3847525483055043,NO
0.6001772235764683,YES
0.5737842597783148,NO
0.31823351335503314,YES
0.4226405575827161,NO
0.4571928489795516,NO
0.4343504989326865,YES
0.25723477988119303,YES
0.3100999830884157,YES
0.6427902394360947,YES
0.44882730651693836,NO
0.26459439018587594,NO
0.628873438698373,YES
0.28930798861477736,NO
0.6979427241900764,YES
0.2718638326727715,NO
0.4974651050135681,NO
0.40976596906039975,NO
0.3576204704696301,NO
0.3410405660999306,NO
0.4366974009802166,YES
0.29780825047817205,NO
0.28184256830048393,YES
0.1401581335507407,NO
0.38523180540785784,YES
0.38723253182797024,NO
0.4189833967551869,NO
0.3861136646830019,NO
0.43693522781296346,NO
0.6001074479354557,YES
0.6106957376665206,NO
0.5500543177158468,YES
0.5646456163166896,NO
0.5559641179585055,NO
0.3991739120998905,YES
0.5566455770064693,YES
0.5592404610269877,YES
0.7206458505400855,YES
0.5602337811559087,NO
0.28878475320347585,NO
0.3758784298679052,YES
0.4372985197654654,NO
0.6095636852184972,YES
0.36017407875884533,NO
0.5649369214282877,NO
0.6595535915004751,NO
0.4797348853226693,NO
0.41071064279171365,NO
0.6424892705620092,YES
0.3844587863051381,NO
0.396449795730173,YES
0.24392147292119573,NO
0.5682180963780135,YES
0.48404778976239016,NO
0.5503286702949453,NO
0.42198718896300036,NO
0.5383476522175673,NO
0.5991656405743713,YES
0.6682145338892999,NO
0.3266890598428491,YES
0.43713718406969704,NO
0.36167540158870615,NO
0.41467131127838885,YES
0.4695782709481502,YES
0.5346595345915606,YES
0.6207414644613086,YES
0.41761147006710986,NO
0.2414911185518442,NO
0.3303178845532536,YES
0.261366038344663,NO
0.5882455070670358,YES
0.25938955322706203,NO
0.25201610244898576,NO
0.34438430981694945,NO
0.20152654688787944,NO
0.3502914074819633,NO
0.5802014894478674,YES
0.3417960593961049,NO
0.5594203871811008,YES
0.12078417337772657,NO
0.6087077051717099,YES
0.36159080271879307,NO
0.4171430232753357,NO
0.4209892007454199,NO
0.3987251204182607,NO
0.5635406715414069,YES
0.5625545582862054,NO
0.24253390404129535,YES
0.5092082962581992,NO
0.4405172897404829,NO
0.4200192210597953,NO
0.42176746121084485,NO
0.3726827546473075,NO
0.5742001291504529,NO
0.5610038519921068,NO
0.28663423846480485,NO
0.5289307251548145,NO
0.31678976361863675,NO
0.5002893805487296,NO
0.3373802113170029,NO
0.7027648597751209,YES
0.7417248096218315,YES
0.6112861280374823,YES
0.3532725144168184,NO
0.567156556637633,NO
0.3442959437175921,NO
0.15268105939405746,NO
0.2742741224505172,NO
0.37839371069233896,NO
0.3580648397514775,NO
0.4931283687527972,NO
0.34124424217880167,NO
0.39248241174753173,NO
0.597328297257334,NO
0.544809515366406,NO
0.4526273763744756,NO
0.2641573096740405,YES
0.43464172214799235,YES
0.3057436736137926,NO
0.2016502921854967,NO
0.21187266928270723,NO
0.2732825221437337,NO
0.49601480357379024,YES
0.18005882610673626,YES
0.07865966890147996,NO
0.17444647319759568,NO
0.21243439595137495,NO
0.20320558467196234,NO
0.22650483413339187,NO
0.26814279273727293,NO
0.24247141717029472,NO
0.3704583694530106,YES
0.26733799787315327,NO
0.20426130977559184,YES
0.040532686243429344,NO
0.30025359186900846,YES
0.19011634596761082,NO
0.23052774380219096,NO
0.1791013765538286,NO
0.17321270555457505,NO
0.2415333770386546,NO
0.28837797431977963,NO
0.27840742832129384,NO
0.07673395948508524,NO
0.448775875645394,NO
0.4602507746365544,NO
0.4182700800495308,YES
0.574132073331578,YES
0.663200269602594,YES
0.6702281999235906,YES
0.6102755277908924,NO
0.30022443678896105,NO
0.38322305315110317,YES
0.3701777927556996,NO
0.561780720220563,YES
0.3425465570184508,NO
0.44723794517288906,NO
0.641224791809388,NO
0.4392537118470766,NO
0.31365256235071837,NO
0.7224017889426082,YES
0.21854099298435417,NO
0.4373366015413701,YES
0.24329832403332688,NO
0.6005355198551419,YES
0.4181147227830979,NO
0.5173010421712672,NO
0.3729425296863823,NO
0.4728842604744333,NO
0.6019647739478066,YES
0.6060914462189095,NO
0.32641323313048987,YES
0.40599014050537374,YES
0.13787527440376426,YES
0.3753539660122197,NO
0.2138136933057561,NO
0.1834228801042376,NO
0.24558249352097947,NO
0.3498028960985835,YES
0.38533474904723897,YES
0.12097736673118725,NO
0.09765870784849018,NO
0.20904855754013016,NO
0.09917387115174439,NO
0.1824757494841557,NO
0.23669535357291002,NO
0.12562489942111604,NO
0.14052167119211925,YES
0.26666718534318434,NO
0.30327777625359675,YES
0.008480197271788795,NO
0.24022295446607092,YES
0.08591232264846058,NO
0.12364800482205363,NO
0.21025161407355022,NO
0.13055554759341603,NO
0.15222203067589418,NO
0.2805399258756659,NO
0.24959852390122814,NO
0.1042968937145824,NO
0.5603302549882008,NO
0.5094055844262734,NO
0.43834024060311694,NO
0.4251383126006044,NO
0.46593519628289093,NO
0.6207097705962009,NO
0.5443276375826998,NO
0.3259832775960817,NO
0.4325444399992956,NO
0.43992149421423155,YES
0.5284338603496234,NO
0.40179745982270276,YES
0.4838384628393526,NO
0.6378788368924779,NO
0.4991722332258989,NO
0.4363995441652371,NO
0.5606942840073328,NO
0.4518684434340261,NO
0.3118401155065307,NO
0.28330572745814797,NO
0.4205448314635727,NO
0.46928852186610526,YES
0.5565422238856269,YES
0.4019774678731082,YES
0.5620524521183089,YES
0.5745425375484263,NO
0.5669353547522166,YES
0.33831530318212133,NO
0.4439403909647096,YES
0.1147530028299264,YES
0.28939152283289094,NO
0.18930778387404676,NO
0.1126549836145993,NO
0.20374069504564282,NO
0.3039337655546652,YES
0.3932553489539591,YES
0.07765390053613402,NO
0.12863860108029398,NO
0.16975266910253536,NO
0.10771213289475137,NO
0.16276855329790224,NO
0.23158002926154522,NO
0.11675741458319086,NO
0.1483430127926103,YES
0.22264645411575965,NO
0.34586294737385204,YES
0.0,NO
0.22551192348593205,YES
0.13523133450417726,NO
0.08574771110100143,NO
0.1884276444210403,NO
0.15213423785058267,NO
0.13520848543863445,NO
0.21681863206166133,NO
0.2535898216012117,NO
0.07590475952586959,NO
0.7130851848378841,NO
0.644427510111121,NO
0.595013826141542,NO
0.5163470322626348,NO
0.5557446358952268,NO
0.821638965928276,NO
0.8083737320918399,NO
0.4500945697434966,NO
0.5563513236283496,NO
0.47239075341722503,YES
0.742199152946649,NO
0.5764130488638322,YES
0.6330705417808267,NO
0.8258353319440991,NO
0.5322986282780525,NO
0.44384989556175325,NO
0.7661171288961648,NO
0.4027670300268661,NO
0.2543408924976035,NO
0.3821589746256623,NO
0.4996881798671887,NO
0.5196092891688467,YES
0.721709519584065,YES
0.4574635162254981,YES
0.7862881037855332,YES
0.7991921749730663,NO
0.8152482706574183,YES
0.44343590980433745,NO
