UPPERTRACED_RFSMOTE_SINGLE_VSM_SUM.csv,Associated
0.6981255734696553,YES
0.6110892646480536,NO
0.20834971818062656,NO
0.5270022283392319,NO
0.6027002228339232,NO
0.22394809280377512,YES
0.5089788963166864,NO
0.7304364923318916,YES
0.1340935902477389,NO
0.20540044566784638,NO
0.6932101192816884,NO
0.22178529296106958,NO
0.667125442390877,NO
0.38687901428758686,NO
0.529951500852012,NO
0.06730895268056103,NO
0.6593262550793028,NO
0.8474243020055053,YES
0.6081399921352733,NO
0.21011928168829466,YES
0.130357845064884,NO
0.16764975750426006,NO
0.09771922925678334,NO
0.1666011272774938,NO
0.2143793419845327,NO
0.16050596408441473,NO
0.5429282999082449,NO
0.119347227683838,NO
0.4715559050989645,NO
0.8388386420238564,YES
0.8332677939441605,YES
0.818783588936951,YES
0.22912570454843362,YES
0.611351422204745,NO
0.6721064359680169,YES
0.40509896447765115,NO
0.0712413160309346,NO
0.09673613841918995,NO
0.6534932494429153,YES
0.8748853060689475,YES
0.7493118364136847,YES
0.33641368462445936,YES
0.6414340018351029,NO
0.6820028837331237,NO
0.555118626294403,YES
0.7471490365709792,NO
0.31865251015860535,YES
0.10886092541617515,NO
0.1542797221129899,NO
0.7715952287324681,NO
0.39828286800367024,NO
0.08225193341198062,NO
0.7895530213658408,YES
0.0794337396775462,NO
0.6963560099619872,YES
0.5650806134486827,NO
0.6984532704155197,YES
0.711167911915061,NO
0.30855944422597986,NO
0.5787128063966445,NO
0.6379604142089396,NO
0.2073010879538603,YES
0.518940883470966,NO
0.7293223227159523,YES
0.1256390090444357,NO
0.206252457727094,NO
0.7198191112858829,NO
0.17708742954515666,NO
0.638943505046533,NO
0.40627867348276314,NO
0.5279197797876524,NO
0.08769170271333071,NO
0.6947830646218378,NO
0.7137894874819767,YES
0.6388124262681872,NO
0.18016778083628263,YES
0.16522480010486304,NO
0.18600078647267007,NO
0.12026477913225851,NO
0.16614235155328352,NO
0.18691833792109058,NO
0.16135797614366235,NO
0.5449600209726045,NO
0.1348800629178136,NO
0.4516319307904051,NO
0.7065801546729585,YES
0.6912439376065015,YES
0.7604535325730764,YES
0.24315113383143275,YES
0.6230829728666929,NO
0.6658146546074192,YES
0.42816882946650947,NO
0.09509765368986761,NO
0.24518285489579242,NO
0.710578057412505,NO
0.1814785686197405,NO
0.6316686328483418,NO
0.41165290339494043,NO
0.5073404115873641,NO
0.050399790273954644,NO
0.7078254030672435,NO
0.8081006685017696,YES
0.6584087036308822,NO
0.13356927513435576,YES
0.08736400576746625,NO
0.10073404115873641,NO
0.02942718573862891,NO
0.26491021103683315,NO
0.20507274872198192,NO
0.2331236072879801,NO
0.6751867872591428,NO
0.07281426137108403,NO
0.571569012976799,NO
0.8483418534539259,YES
0.8125573469655264,YES
0.9596932756586709,YES
0.15631144317734957,YES
0.5919517630095688,NO
0.7324026740070783,YES
0.4540568881898021,NO
0.12721195438458513,NO
0.2078254030672434,NO
0.6917682527198846,NO
0.20605583955957532,NO
0.6717131996329794,NO
0.3948748197666798,NO
0.529951500852012,NO
0.06593262550793028,NO
0.6785292961069602,NO
0.8179971162668764,YES
0.6245903788176694,NO
0.1563114431773496,YES
0.14772578319570062,NO
0.18632848341853456,NO
0.11856075501376327,NO
0.16384847293223226,NO
0.21084021496919653,NO
0.15840870363088216,NO
0.5511207235548565,NO
0.11233451304233848,NO
0.4785686197404641,NO
0.8480796958972343,YES
0.8255341460217592,YES
0.8193079040503343,YES
0.21477257831957008,YES
0.6100406344212872,NO
0.6884912832612401,YES
0.41748590903132793,NO
0.08054790929348539,NO
0.20422073666273433,NO
0.6345523659719492,NO
0.24170926726962907,NO
0.6310787783457857,NO
0.3314326910473195,NO
0.4592344999344607,NO
0.02189015598374623,NO
0.6569012976799057,NO
0.8716083366103028,YES
0.5445667846375672,NO
0.17361384191899332,YES
0.13894350504653297,NO
0.1867872591427448,NO
0.12105125180233321,NO
0.1868527985319177,NO
0.18593524708349718,NO
0.17866037488530606,NO
0.5359155852667453,NO
0.09857124131603094,NO
0.48630226766286544,NO
0.8044304627080876,YES
0.8130161226897366,YES
0.8416568357582908,YES
0.12183772447240794,YES
0.5555774020186132,NO
0.6311443177349587,YES
0.4058198977585529,NO
0.10951631930790406,NO
0.6064359680167781,NO
0.8583693799973784,YES
0.3101979289553022,YES
0.27716607681216415,YES
0.8290077336479225,YES
0.21883602044828945,NO
0.06993052824747674,NO
0.8564687377113646,YES
0.07052038275003279,NO
0.8579761436623411,YES
0.09575304758159654,NO
0.23155066194783064,NO
0.5700616070258225,NO
0.6800367020579369,NO
0.17066456940621313,NO
0.07831957006160704,YES
0.06403198322191637,NO
0.45687508192423654,YES
0.2641892777559314,NO
0.19157163455236598,YES
0.5618691833792109,NO
0.524446192161489,NO
0.3425743872067113,NO
0.23607287980076028,NO
0.8520775986367808,YES
0.1781360597719229,NO
0.7788045615414865,YES
0.11148250098309086,NO
0.14739808624983616,NO
0.2816227552759209,YES
0.12832612400052432,NO
0.08762616332415783,NO
0.8560099619871544,YES
0.7621575566915717,NO
0.05891991086643073,NO
0.3834054266614236,YES
0.11220343426399267,NO
0.9295451566391402,YES
0.08716738759994758,NO
0.8563376589330188,NO
0.8457858172761831,NO
0.16057150347358762,NO
0.0990955564294141,NO
0.6941932101192817,NO
0.0786472670074715,NO
0.3129505833005637,NO
0.09522873246821341,NO
0.20572814261371083,NO
0.12406606370428629,NO
0.10394547122820817,NO
0.7516712544239088,NO
0.4075894612662211,NO
0.891073535194652,YES
0.7904705728142614,NO
0.8307772971555905,YES
0.05898545025560362,NO
0.06986498885830386,NO
0.7456416306200027,YES
0.8189802071044698,YES
0.7297155590509896,YES
0.3942194258749509,YES
0.6642417092672698,NO
0.6734827631406476,NO
0.6030279197797876,YES
0.7294534014942982,NO
0.42010748459824365,YES
0.08500458775724211,NO
0.16168567308952678,NO
0.7381701402542928,NO
0.3768514877441343,NO
0.016909162406606372,NO
0.7600602962380391,YES
0.015991610958185874,NO
0.7014025429282998,YES
0.5522348931707957,NO
0.6563769825665224,YES
0.7339756193472277,NO
0.30233320225455507,NO
0.6250491545418797,NO
0.6460217590772055,NO
0.2708087560623935,YES
0.5741905885437147,NO
0.7721850832350242,YES
0.14667715296893433,NO
0.32428889762747415,NO
0.3003670205793682,YES
0.6333726569668371,NO
0.09509765368986761,NO
0.29486171188884525,YES
0.12996460872984664,NO
0.08729846637829336,NO
0.9529427185738629,YES
0.4451435312622887,NO
0.349456023069865,YES
0.1414340018351029,NO
0.35037357451828555,NO
0.2978109844016254,NO
0.6802333202254556,NO
0.10335561672565212,NO
0.19714248263206188,NO
0.09542535063573208,NO
0.7772316162013371,NO
0.255865775330974,NO
0.26641761698780975,NO
0.13238956612924369,NO
0.10263468344475031,NO
0.33444750294927256,NO
0.4235155328352341,NO
0.3160309345916896,YES
0.40542666142351563,NO
0.26484467164766035,YES
0.03729191243937606,NO
0.05806789880718311,NO
0.6190850701271464,YES
0.7647791322584875,YES
0.6654214182723817,YES
0.28365447634028057,YES
0.6089264648053481,NO
0.6488399528116399,NO
0.4984925940490235,YES
0.6523790798269761,NO
0.2776248525363744,YES
0.07838510945077992,NO
0.11875737318128197,NO
0.7166732206055839,NO
0.3596146283916634,NO
0.028444094901035527,NO
0.7506881635863154,YES
0.02726438589592345,NO
0.6249180757635339,YES
0.5602962380390615,NO
0.6104338707563245,YES
0.5867086118757373,NO
0.21077467558002363,NO
0.4784375409621183,NO
0.5932625507930267,NO
0.15559050989644777,YES
0.47057281426137115,NO
0.6841656835758292,YES
0.2769694586446455,YES
0.6295460752515017,YES
0.23830121903263865,NO
0.10158605321798402,NO
0.19406213134093592,NO
0.3937606501507407,NO
0.3992869138799258,YES
0.30115349324944296,YES
0.36085987678594844,NO
0.036702057936820034,NO
0.4338052169353782,NO
0.030934591689605453,NO
0.41506095163193085,NO
0.10499410145497445,NO
0.08179315768777036,NO
0.3098814737705432,YES
0.2459037881766942,NO
0.7878489972473457,YES
0.036833136715165825,NO
0.7725127801808889,YES
0.01828548957923712,NO
0.2439376065015074,NO
0.047778214707038934,NO
0.08919910866430726,NO
0.06521169222702845,NO
0.2869969851880981,NO
0.2229650019661817,NO
0.052300432559968545,NO
0.09444225979813868,NO
0.6209201730239875,NO
0.7255210381439245,YES
0.2920435181544108,YES
0.24931183641368462,YES
0.8499147987940753,YES
0.12911259667059902,NO
0.044501245248394286,NO
1.0,YES
0.06816096473980864,NO
0.8895661292436755,YES
0.07648446716476605,NO
0.2912570454843362,NO
0.5943767204089658,NO
0.716083366103028,NO
0.1666011272774938,NO
0.08710184821077468,YES
0.05734696552628129,NO
0.4983615152706778,YES
0.17846375671778741,NO
0.2340411587364006,YES
0.5672434132913882,NO
0.5337527854240399,NO
0.3424433084283655,NO
0.23456547384978377,NO
0.823699043124918,YES
0.18501769563507667,NO
0.8803906147594704,YES
0.11666011272774938,NO
0.6079433739677547,NO
0.804758159653952,YES
0.36151527067767736,YES
0.32828680036702057,YES
0.8041027657622231,YES
0.21588674793550924,NO
0.07648446716476605,NO
0.8413291388124263,YES
0.1302923056757111,NO
0.8339231878358894,YES
0.09765368986761044,NO
0.24111941276707308,NO
0.587560623934985,NO
0.6977323371346179,NO
0.1736793813081662,NO
0.11285882815572161,YES
0.06449075894612663,NO
0.4501900642286014,YES
0.2536374360990956,NO
0.2081531000131079,YES
0.6184296762354176,NO
0.593000393236335,NO
0.34119806003408054,NO
0.24406868527985318,NO
0.8284834185345393,YES
0.16666666666666669,NO
0.7824747673351685,YES
0.1274085725521038,NO
0.6489054922008127,NO
0.8691833792109058,YES
0.3227814916764976,YES
0.32756586708611884,YES
0.8585004587757241,YES
0.22099882029099488,NO
0.1064359680167781,NO
0.8634159129636911,YES
0.07890942456416307,NO
0.8980862498361515,YES
0.09332809018219952,NO
0.18908113776379606,NO
0.5285096342902085,NO
0.6246559182068423,NO
0.24485515794992788,NO
0.12347620920173026,YES
0.13612531131209857,NO
0.5258880587232927,YES
0.24085725521038145,NO
0.26976012583562725,YES
0.5935247083497182,NO
0.5572814261371084,NO
0.3815047843754097,NO
0.26982566522480017,NO
0.855551186262944,YES
0.22683182592738238,NO
0.81150871673876,YES
0.08592213920566262,NO
0.624852536374361,NO
0.7272250622624197,YES
0.28791453663651856,YES
0.24033294009699832,YES
0.8351684362301743,YES
0.1157425612793289,NO
0.036570979158474244,NO
0.9851225586577533,YES
0.07242102503604668,NO
0.8786210512518025,YES
0.08402149691964873,NO
0.2792633372656967,NO
0.5547909293485385,NO
0.6815441080089134,NO
0.18016778083628263,NO
0.08081006685017697,YES
0.07327303709529429,NO
0.5025560361777428,YES
0.16653558788832087,NO
0.2457071700091755,YES
0.5622624197142483,NO
0.5252982042207367,NO
0.3497837200157295,NO
0.2291912439376065,NO
0.8272381701402544,YES
0.16850176956350765,NO
0.9218115087167388,YES
0.08212085463363483,NO
0.10532179840083891,NO
0.6508061344868266,YES
0.8695766155459431,YES
0.7571765631144318,YES
0.35024249573993976,YES
0.645038668239612,NO
0.6787259142744789,NO
0.5530869052300433,YES
0.7060558395595753,NO
0.3229781098440163,YES
0.10617381046008653,NO
0.16974701795779262,NO
0.782081531000131,NO
0.4079826976012585,NO
0.09830908375933937,NO
0.7909293485384716,YES
0.09503211430069473,NO
0.7043518154410802,YES
0.5708480796958972,NO
0.7048761305544632,YES
0.6559182068423122,NO
0.2696945864464544,NO
0.5382750032769695,NO
0.6370428627605191,NO
0.21116791191506093,YES
0.5235286407130686,NO
0.7215231354043781,YES
0.08539782409227947,NO
0.11351422204745053,NO
0.7499016909162408,YES
0.8511600471883602,YES
0.8209463887796566,YES
0.4191243937606502,YES
0.6477257831957006,NO
0.6943242888976274,NO
0.610761567702189,YES
0.6972080220212349,NO
0.44835496133176045,YES
0.10119281688294668,NO
0.10158605321798403,NO
0.6709922663520775,NO
0.2886354699174204,NO
0.10663258618429677,NO
0.8349062786734829,YES
0.10315899855813344,NO
0.8998558133438196,YES
0.5304758159653952,NO
0.8320880849390483,YES
0.6867872591427449,NO
0.2597325992921747,NO
0.6283261240005243,NO
0.6586708611875737,NO
0.2740201861318653,YES
0.5964084414733255,NO
0.7961069602831301,YES
0.1305544632324027,NO
0.0914929872853585,NO
0.5756324551055184,NO
0.23004325599685413,NO
0.6211823305806791,NO
0.10872984663782934,NO
0.32540306724341334,NO
0.6578188491283262,NO
0.21588674793550922,NO
0.4189933149823044,NO
0.2613055446323241,NO
0.07563245510551841,NO
0.30325075370297555,YES
0.24708349718180625,YES
0.28444094901035527,YES
0.037226373050203175,NO
0.24990169091624068,NO
0.039258094114562846,NO
0.054594311181019796,NO
0.4294796172499673,NO
0.6142351553283524,NO
0.4499279066719099,NO
0.06861974046401889,NO
0.6302267662865383,NO
0.45503997902739557,NO
0.1367807052038275,NO
0.6319963297942064,NO
0.19052300432559968,NO
0.15998164897103162,YES
0.7873649243798279,YES
0.18049547778214708,NO
0.10846768908113777,NO
0.15178922532442,NO
0.3358893695110762,NO
0.45801020657883784,YES
0.14097522611089264,YES
0.33228470310656705,NO
0.08657753309739155,NO
0.3693144579892516,NO
0.10394547122820817,NO
0.38425743872067114,NO
0.09870232009437672,NO
0.08939572683182594,NO
0.45609985101526734,YES
0.222768383798663,NO
0.7482632061869183,YES
0.041814130292305685,NO
0.8216673220605585,YES
0.051055184165683574,NO
0.25330973915323113,NO
0.014418665618036437,NO
0.09542535063573208,NO
0.04915454187966968,NO
0.23653165552497052,NO
0.17846375671778741,NO
0.04561541486433346,NO
0.03394940359155853,NO
0.054594311181019796,NO
0.6622755275920829,YES
0.825009830908376,YES
0.7721195438458514,YES
0.3339887272250623,YES
0.6160702582251933,NO
0.6515270677677284,NO
0.5505964084414733,YES
0.6495608860925416,NO
0.3402149691964872,YES
0.07851618822912572,NO
0.13625639009044435,NO
0.7162144448813738,NO
0.3609254161751213,NO
0.00039323633503735717,NO
0.7815572158867479,YES
0.0,NO
0.7561934722768384,YES
0.5401101061738105,NO
0.7162799842705466,YES
0.6047974832874558,NO
0.18934329532048763,NO
0.5131734172237515,NO
0.5947699567440031,NO
0.20061607025822517,YES
0.4987547516057151,NO
0.7157556691571634,YES
0.305413553545681,YES
0.6152584884118111,YES
0.2277493773758029,NO
0.10204482894219427,NO
0.15781884912832614,NO
0.3651854764713593,NO
0.3905046357307581,YES
0.33333333333333337,YES
0.3416568357582908,NO
0.0536767597325993,NO
0.3979551710578058,NO
0.056363874688687914,NO
0.3895005898545026,NO
0.09011666011272776,NO
0.07353519465198585,NO
0.32915005418737375,YES
0.2338445405688819,NO
0.8417879145366366,YES
0.03925809411456286,NO
0.8001704024118494,YES
0.01894088347096605,NO
0.21778739022152313,NO
0.03683313671516581,NO
0.0896578843885175,NO
0.03460479748328745,NO
0.2701533621706646,NO
0.1985843491938655,NO
0.04030672434132914,NO
0.11403853716083366,NO
0.20061607025822523,NO
0.6287193603355616,NO
0.19465198584349191,NO
0.5992266352077599,NO
0.3557478044304628,NO
0.4718180626556561,NO
0.043976930135011146,NO
0.6896709922663521,NO
0.7223096080744529,YES
0.5601651592607158,NO
0.14844671647660246,YES
0.1580810066850177,NO
0.22493118364136847,NO
0.15113383143269105,NO
0.2238825534146022,NO
0.18252719884650676,NO
0.23332022545549877,NO
0.5593786865906409,NO
0.12282081531000132,NO
0.48636780705203836,NO
0.6638484729322323,YES
0.6833136715165815,YES
0.7394809280377507,YES
0.16574911521824617,YES
0.5557740201861319,NO
0.6207890942456417,YES
0.41892777559313155,NO
0.31550661947830655,YES
0.6299393115865392,YES
0.18514877441342248,NO
0.10394547122820817,NO
0.14104076550006556,NO
0.3394940359155853,NO
0.3506566871136393,YES
0.3539782409227947,YES
0.3309083759339363,NO
0.05774020186131865,NO
0.3766548695766156,NO
0.058788832088084934,NO
0.38451959627736276,NO
0.09660505964084415,NO
0.08290732730370955,NO
0.3372113990556396,YES
0.2182461659457334,NO
0.8777690391925548,YES
0.04135535456809543,NO
0.8113120985712414,YES
0.034211561148250094,NO
0.20834971818062656,NO
0.016974701795779264,NO
0.09018219950190066,NO
0.03165552497050727,NO
0.23784244330842838,NO
0.1773495871018482,NO
0.03742299121772185,NO
0.12609778476864597,NO
0.19760125835627215,NO
0.6610302791977979,NO
0.16909162406606373,NO
0.6047319438982829,NO
0.3766548695766156,NO
0.5197928955302137,NO
0.05898545025560362,NO
0.6786603748853061,NO
0.7018613186525102,YES
0.5926071569012977,NO
0.20448289421942586,YES
0.1599161095818587,NO
0.20887403329400972,NO
0.12963691178398218,NO
0.18410014418665616,NO
0.18180626556560495,NO
0.18115087167387603,NO
0.5254292829990824,NO
0.1368462445930004,NO
0.43950714379341993,NO
0.6471359286931446,YES
0.6653558788832089,YES
0.7169353781622755,YES
0.2184427841132521,YES
0.592410538733779,NO
0.6326517236859353,YES
0.4098833398872723,NO
