UPPERTRACED_RFUNDER_RAW_LSA_MEDIAN.csv,Associated
0.4750893617021276,NO
0.5948893617021276,YES
0.4991893617021276,YES
0.4815893617021276,YES
0.5997893617021276,YES
0.4848893617021276,NO
0.48065851063829784,NO
0.7142893617021275,YES
0.499027659574468,NO
0.6300393617021276,YES
0.48505851063829786,NO
0.5935893617021276,NO
0.5401585106382979,NO
0.5480085106382978,NO
0.48880851063829783,NO
0.5031585106382979,YES
0.4801393617021276,NO
0.602227659574468,YES
0.4878585106382979,NO
0.5399393617021276,YES
0.5091393617021276,NO
0.4939085106382979,NO
0.5926393617021276,NO
0.5003393617021276,NO
0.5897893617021276,YES
0.5725393617021276,NO
0.6230393617021276,YES
0.5003893617021276,NO
0.4651893617021276,NO
0.6553393617021276,YES
0.5521893617021276,YES
0.5418393617021275,YES
0.5648393617021276,YES
0.5510893617021276,NO
0.5050585106382979,NO
0.5932393617021277,YES
0.5464276595744679,NO
0.5875893617021276,YES
0.5012085106382979,NO
0.5553393617021276,NO
0.5349585106382979,NO
0.5340085106382979,NO
0.49420851063829785,NO
0.5228085106382978,YES
0.48558936170212763,NO
0.5654776595744679,YES
0.5452085106382979,NO
0.5201893617021276,YES
0.5481893617021276,NO
0.5391085106382978,NO
0.5916893617021276,NO
0.5075893617021277,NO
0.5934393617021276,YES
0.5585393617021276,NO
0.5483393617021276,YES
0.5085893617021277,NO
0.4964393617021276,NO
0.7044893617021276,YES
0.5226393617021277,YES
0.5412893617021276,YES
0.6063393617021275,YES
0.5549893617021275,NO
0.5279085106382979,NO
0.6100893617021276,YES
0.507227659574468,NO
0.6365393617021275,YES
0.49790851063829783,NO
0.5156393617021275,NO
0.4899085106382979,NO
0.47825851063829783,NO
0.5485085106382979,NO
0.5309085106382978,YES
0.5402393617021276,NO
0.623227659574468,YES
0.5354585106382979,NO
0.5671893617021276,YES
0.5291893617021276,NO
0.5118585106382978,NO
0.6224393617021275,NO
0.5272393617021276,NO
0.6140893617021276,YES
0.6044393617021276,NO
0.5704893617021276,YES
0.4769393617021276,NO
0.4780893617021276,NO
0.5961893617021277,YES
0.4960393617021276,YES
0.4747393617021276,YES
0.5885393617021276,YES
0.4746893617021276,NO
0.47460851063829784,NO
0.7029393617021276,YES
0.502277659574468,NO
0.6216893617021276,YES
0.49080851063829783,NO
0.5844393617021276,NO
0.5099585106382979,NO
0.5216585106382978,NO
0.49915851063829786,NO
0.49835851063829784,YES
0.4922893617021276,NO
0.605427659574468,YES
0.47875851063829783,NO
0.5488393617021277,YES
0.5053393617021276,NO
0.48745851063829787,NO
0.5982393617021275,NO
0.4962393617021276,NO
0.5924893617021276,YES
0.5599393617021275,NO
0.6546393617021276,YES
0.4990393617021276,NO
0.5080159574468085,NO
0.4928893617021276,YES
0.6197893617021276,YES
0.5740393617021275,YES
0.5185893617021275,YES
0.4884893617021276,NO
0.47450851063829785,NO
0.5486585106382978,YES
0.5400393617021276,NO
0.4977893617021276,YES
0.5123893617021276,NO
0.5658893617021276,NO
0.5833585106382979,NO
0.5729585106382978,NO
0.5317085106382978,NO
0.5601085106382978,YES
0.5292085106382979,NO
0.5202287234042553,YES
0.5222085106382979,NO
0.5741393617021275,YES
0.5017893617021276,NO
0.5221393617021276,NO
0.5220393617021276,NO
0.4923893617021276,NO
0.5174893617021276,YES
0.5007893617021276,NO
0.5018393617021276,YES
0.5015393617021277,NO
0.5142659574468086,NO
0.5684893617021276,YES
0.6057393617021276,YES
0.6226893617021276,YES
0.5711393617021276,YES
0.4905393617021276,NO
0.4864085106382979,NO
0.5926585106382979,YES
0.5332893617021276,NO
0.5934393617021276,YES
0.5085893617021277,NO
0.5138893617021276,NO
0.49860851063829786,NO
0.48190851063829787,NO
0.5380585106382978,NO
0.5936585106382979,YES
0.5354085106382979,NO
0.6693787234042553,YES
0.4914085106382978,NO
0.6711893617021276,YES
0.5253393617021276,NO
0.5145393617021277,NO
0.5907393617021276,NO
0.5088893617021276,NO
0.5654393617021276,YES
0.5563893617021276,NO
0.5587393617021276,YES
0.3051382978723404,NO
0.051614893617021276,NO
0.07968829787234043,NO
0.13199574468085107,NO
0.04975744680851063,NO
0.04785,NO
0.04815,NO
0.02175,NO
0.1296,NO
0.06455,NO
0.03925,NO
0.28132340425531915,NO
0.6155053191489361,YES
0.20563404255319148,YES
0.1969,YES
0.1606404255319149,NO
0.03555,NO
0.09304148936170212,NO
0.10633723404255319,NO
0.1147840425531915,NO
0.0385,NO
0.02315,NO
0.04256914893617021,NO
0.0507,NO
0.02705,NO
0.08956914893617021,NO
0.02705,NO
0.10525,NO
0.42897127659574463,YES
0.5115212765957446,YES
0.4567489361702127,NO
0.5454159574468085,NO
0.4130404255319149,NO
0.53115,NO
0.5368404255319148,YES
0.42947127659574463,YES
0.0484,NO
0.4482904255319149,NO
0.3989904255319149,NO
0.4615404255319149,NO
0.09900744680851063,NO
0.44754042553191486,NO
0.4504404255319149,NO
0.5260904255319149,YES
0.3968712765957446,NO
0.4737287234042553,YES
0.0168,NO
0.5750478723404254,YES
0.4161904255319149,NO
0.4251712765957446,NO
0.39324042553191485,NO
0.0677,NO
0.4144212765957446,NO
0.44269042553191484,NO
0.42402872340425535,NO
0.06597659574468084,NO
0.4622893617021276,NO
0.46931595744680854,NO
0.5016393617021276,YES
0.5857893617021276,YES
0.5854393617021276,YES
0.5061893617021276,YES
0.4663893617021276,NO
0.45375851063829786,NO
0.5467585106382978,YES
0.4969393617021276,NO
0.5109393617021276,YES
0.4912893617021276,NO
0.5403393617021276,NO
0.5331085106382979,NO
0.5370585106382979,NO
0.45700851063829784,NO
0.5529585106382978,YES
0.45670851063829787,NO
0.5597787234042553,YES
0.49875851063829785,NO
0.5828393617021276,YES
0.4627893617021276,NO
0.4608393617021276,NO
0.5028893617021276,NO
0.4601393617021276,NO
0.5094393617021276,YES
0.4818893617021276,NO
0.4974393617021276,YES
0.5399212765957446,YES
0.3802212765957446,YES
0.49279893617021275,NO
0.5405159574468086,NO
0.4176404255319149,NO
0.5535,NO
0.48534042553191487,YES
0.5762212765957446,YES
0.05555,NO
0.4231904255319149,NO
0.42084042553191486,NO
0.4252404255319149,NO
0.10300744680851064,NO
0.44099042553191486,NO
0.4383404255319149,NO
0.4292404255319149,YES
0.40532127659574463,NO
0.5450787234042553,YES
0.01485,NO
0.5586478723404255,YES
0.39169042553191485,NO
0.39807127659574465,NO
0.41034042553191485,NO
0.0633,NO
0.4033212765957446,NO
0.4683404255319149,NO
0.4393787234042553,NO
0.061926595744680846,NO
0.5087085106382978,NO
0.47975851063829783,NO
0.501677659574468,NO
0.5552085106382978,NO
0.49385851063829783,NO
0.5027893617021276,NO
0.4813393617021276,NO
0.16579042553191492,NO
0.09605,NO
0.5953117021276596,YES
0.48905851063829786,NO
0.19389468085106384,YES
0.593904255319149,NO
0.5783085106382979,NO
0.13051914893617023,NO
0.5175085106382978,NO
0.49063936170212763,NO
0.15204893617021276,NO
0.5134585106382978,NO
0.1036,NO
0.5227585106382978,NO
0.5081585106382979,YES
0.5076893617021276,YES
0.5311776595744679,YES
0.5537968085106383,YES
0.521027659574468,NO
0.4899893617021276,YES
0.1020531914893617,NO
0.5476212765957447,YES
0.3914212765957446,YES
0.4602989361702127,NO
0.5419659574468085,NO
0.4048404255319149,NO
0.5339,NO
0.4549404255319149,YES
0.5919712765957447,YES
0.04735,NO
0.4262904255319149,NO
0.4045904255319149,NO
0.4270904255319149,NO
0.09920744680851064,NO
0.4459404255319149,NO
0.44549042553191487,NO
0.43539042553191487,YES
0.3934212765957446,NO
0.5725287234042553,YES
0.01645,NO
0.5671478723404255,YES
0.40334042553191485,NO
0.3908712765957446,NO
0.39519042553191486,NO
0.0637,NO
0.4010712765957446,NO
0.44369042553191484,NO
0.42317872340425533,NO
0.05972659574468085,NO
0.5179085106382979,NO
0.47745851063829786,NO
0.526327659574468,NO
0.5357085106382978,NO
0.49805851063829787,NO
0.5187393617021276,NO
0.5179393617021276,NO
0.1772404255319149,NO
0.08765,NO
0.5797117021276597,YES
0.5138085106382979,NO
0.23664468085106383,YES
0.595304255319149,NO
0.5660585106382978,NO
0.1141191489361702,NO
0.48715851063829785,NO
0.4900893617021276,NO
0.11224893617021277,NO
0.48755851063829786,NO
0.1143,NO
0.48700851063829786,NO
0.4954085106382978,YES
0.4939893617021276,YES
0.513977659574468,YES
0.5939968085106383,YES
0.548977659574468,NO
0.4990393617021276,YES
0.0951531914893617,NO
