UPPERTRACED_SUM_RAW_LSA_SUM.csv,Associated
0.58112094788544,NO
0.7857665335541566,YES
0.38954155850739774,NO
0.9999999999999999,YES
0.43363751921383403,NO
0.6312256358422826,NO
0.6177360990543085,NO
0.4893426660436816,NO
0.6644383220762623,NO
0.6985409682929219,YES
0.6230122563479017,NO
0.5831911850162688,YES
0.4080806612722766,NO
0.6440856095207821,YES
0.5925796608054587,NO
0.5957644818039698,NO
0.7365192249713943,NO
0.70436656357515,NO
0.9304027323643159,YES
0.9560156433213786,NO
0.7093188777054232,YES
0.6494447716900738,NO
0.661847615847796,NO
0.825795646132296,YES
0.46027993652094423,YES
0.4939420794424265,YES
0.9381104007532092,YES
0.7009035786981165,NO
0.4987789899518349,NO
0.9292083871026601,YES
0.38189441607266333,NO
0.9770585726957967,YES
0.42266889067108365,NO
0.7375131912987936,NO
0.6487108881081318,NO
0.5563903391078179,NO
0.5881986293178493,NO
0.6482552134948197,YES
0.5489353917528479,NO
0.5556923697964157,YES
0.32048612065622756,NO
0.6157371118081807,YES
0.5557343381653745,NO
0.5580694766711375,NO
0.6991331952904704,NO
0.6564753685293384,NO
0.897033383558202,YES
0.8872686052717458,NO
0.8393202990959087,YES
0.5033313397994851,NO
0.41352285086232043,NO
0.4103384957949192,YES
0.7176056849366921,YES
0.5454146885323427,YES
0.5383433016789255,YES
0.4713114672665133,NO
0.34050852562999107,NO
0.49890378884807707,YES
0.63813912766063,NO
0.45229711627270264,YES
0.5728782177371525,NO
0.5919220396251562,NO
0.6123606323021832,NO
0.5077519679164045,NO
0.4473624489074599,NO
0.6223289353093883,YES
0.4560803957216041,NO
0.4389433307680569,YES
0.4070899639776635,NO
0.5927334285926981,YES
0.48287037341116923,NO
0.595230338379763,NO
0.5281771613165175,NO
0.46134453048956225,NO
0.5722801515706966,YES
0.5417462400599421,NO
0.45509696094028873,YES
0.5071935329483409,NO
0.42317833373445984,NO
0.5271312166163179,YES
0.6959001594401226,YES
0.6205729672090761,YES
0.619526601667874,YES
0.474478465648575,NO
0.3588925650185446,NO
0.5668783882679387,YES
0.6277112061587193,NO
0.6000646261479246,YES
0.5670076841508918,NO
0.5115884221289562,NO
0.4814322845559723,NO
0.3670908934350772,NO
0.45717241950555343,NO
0.6741595673670328,YES
0.4656586347307663,NO
0.6693617740287924,YES
0.35950774438376026,NO
0.7426637666312793,YES
0.5192522328733905,NO
0.5834892712072415,NO
0.6343102290470741,NO
0.4868350052720104,NO
0.6463570161657504,YES
0.6276414156904946,NO
0.543000477008246,YES
0.14413817406497884,NO
0.1314363990282721,NO
0.14258100674516438,NO
0.169924716504592,NO
0.11620019021712702,NO
0.20508997573115148,NO
0.18418072800413252,NO
0.05688308229841891,NO
0.2652365041513485,NO
0.13880039663062066,NO
0.1670645923754342,NO
0.15241320977221062,NO
0.4142213868060724,YES
0.38732693984668554,YES
0.4148830225089365,YES
0.09990067250542475,NO
0.17161406096522194,NO
0.06901873300074768,NO
0.0,NO
0.1294249308404175,NO
0.11333086920906435,NO
0.09353984261839093,NO
0.12438572356418479,NO
0.05453320684255606,NO
0.14554174343695822,NO
0.24803695633298148,NO
0.14181429455903233,NO
0.18086030151364027,NO
0.34598577879054826,YES
0.44668678266617823,YES
0.26061158177584715,NO
0.22040487279171386,NO
0.26953997313922173,NO
0.20194078944451413,NO
0.44432285863585497,YES
0.3479005001409741,YES
0.06346994889382016,NO
0.21611129957940997,NO
0.21470824874366554,NO
0.24719212854179604,NO
0.16099286071796587,NO
0.24595960548620951,NO
0.2062664743283005,NO
0.35259530917692955,YES
0.25183116261790817,NO
0.305122670568023,YES
0.03739227165479083,NO
0.3493929796897172,YES
0.1752832504183873,NO
0.2773197556398744,NO
0.21813480381993164,NO
0.11942331225586242,NO
0.29977538813902616,NO
0.2274799946090267,NO
0.2325206207206387,NO
0.05770881292611935,NO
0.44655710051130515,NO
0.35373610091803304,NO
0.4238561718159144,YES
0.6650798581122536,YES
0.563026289291125,YES
0.5191868236606009,YES
0.4371696798306282,NO
0.3084523224944882,NO
0.4959685220549467,YES
0.5715549177743563,NO
0.4726122522356839,YES
0.5402813075608098,NO
0.5524504256438502,NO
0.534730550010182,NO
0.45229087429883563,NO
0.3319601176196492,NO
0.6112830629036607,YES
0.34407679440478656,NO
0.5000432263829553,YES
0.3708625922413963,NO
0.6061738607507163,YES
0.42262016028901905,NO
0.5005293623698194,NO
0.4985927617962822,NO
0.4115222388693227,NO
0.559843889631381,YES
0.5125480598545924,NO
0.4482995009983025,YES
0.5173899107367677,YES
0.2438443984882729,YES
0.3163044069823474,NO
0.21283497421995648,NO
0.2766464085331164,NO
0.2364687961952847,NO
0.36476167976942603,YES
0.5746112379788082,YES
0.07451582129954767,NO
0.17733488036489797,NO
0.24846381686466498,NO
0.19111308402041013,NO
0.16717236975613511,NO
0.23584065943620738,NO
0.18757345948783855,NO
0.20297394659025672,YES
0.2648853754610407,NO
0.41534966303636683,YES
0.03437976099868333,NO
0.32405699263322335,YES
0.1374337575596007,NO
0.23545358190627771,NO
0.24455220495810512,NO
0.11262585231387623,NO
0.2826272505581065,NO
0.267106096316287,NO
0.2562344866546132,NO
0.051452060024973,NO
0.3545207454398758,NO
0.3089398367356348,NO
0.23675429623428004,NO
0.40701388193645355,NO
0.3619700505194071,NO
0.4244303778005409,NO
0.3967486635780644,NO
0.13692487962557054,NO
0.211376817260962,NO
0.30383530591781654,YES
0.33264084747999123,NO
0.23143966956406173,YES
0.3078112959767104,NO
0.4821543906018628,NO
0.2990051108284028,NO
0.29822599886273726,NO
0.4858754201514993,NO
0.25376699064760533,NO
0.2479763311805863,NO
0.09854685405494057,NO
0.37252888213011554,NO
0.34175224455924347,YES
0.4702066273710388,YES
0.2824333856413649,YES
0.38068770259454937,YES
0.3572487269973005,NO
0.42222606072636454,YES
0.16768708385306572,NO
0.5292854656352435,YES
0.2611470237951468,YES
0.26609589604722234,NO
0.21507504624629284,NO
0.2568719796109748,NO
0.2061892019082555,NO
0.3177974110793398,YES
0.5989430548165995,YES
0.06184782777130075,NO
0.18212399986947914,NO
0.22335956139710247,NO
0.19397110695056338,NO
0.1613018361698743,NO
0.2434878018709418,NO
0.1986193318935661,NO
0.2124749417364419,YES
0.24650133607248717,NO
0.45775654381080333,YES
0.03685156461395101,NO
0.337188449339333,YES
0.15543157763326865,NO
0.2243304656375731,NO
0.22114731447603916,NO
0.11324380321769317,NO
0.2791512767241363,NO
0.22902487186856904,NO
0.23120747505002773,NO
0.0480533300539799,NO
0.3687336162276651,NO
0.3053866190386875,NO
0.27483552068199807,NO
0.37688877537537857,NO
0.3684585350094849,NO
0.44907117009024067,NO
0.453291171277313,NO
0.15461372424732997,NO
0.19839984828080667,NO
0.2797352206689565,YES
0.3708765596536634,NO
0.2974831724094955,YES
0.3099741241400696,NO
0.4632296441724696,NO
0.27366912377190894,NO
0.25133897403562816,NO
0.4850257376587511,NO
0.19228087571782135,NO
0.20796401015844043,NO
0.1150770407320433,NO
0.31729952010147794,NO
0.322055059500079,YES
0.4490418089153092,YES
0.2558614967772372,YES
0.44279176842815016,YES
0.40042804640150803,NO
0.43620719992522244,YES
0.15702743076222375,NO
