LOWERTRACED_RFNONE_SINGLE_VSM_SUM.csv,Associated
0.7039086578873633,YES
0.14983188568226394,NO
0.06773606052115438,NO
0.7332586158587839,YES
0.06136172597366209,NO
0.7348697114037545,YES
0.06731577472681423,NO
0.14240683664892126,NO
0.09792659008125526,NO
0.0963855421686747,NO
0.056318296441580276,NO
0.06269263098907257,YES
0.05442701036704959,NO
0.15907817315774728,YES
0.14226674138414122,NO
0.08566825441300084,YES
0.08216587279349957,NO
0.0491734379377977,NO
0.2050294200056038,NO
0.07719249089380778,NO
0.7425749509666574,YES
0.16937517511908096,NO
0.6502521714766041,YES
0.1191510226954329,NO
0.10149901933314655,NO
0.6792518912860745,YES
0.1441580274586719,NO
0.10065844774446624,NO
0.7187587559540488,YES
0.1211123564023536,NO
0.0699775847576352,NO
0.8090501541047913,YES
0.1269263098907257,NO
0.7343093303446344,YES
0.10016811431773605,NO
0.3338470159708602,NO
0.3295741103950686,NO
0.2906976744186046,NO
0.11291678341272066,NO
0.14653964695993274,NO
0.09106192210703279,NO
0.25042028579434017,NO
0.09477444662370413,NO
0.177850938638274,NO
0.13260016811431774,NO
0.11810030820958252,NO
0.2570047632390025,NO
0.12741664331745586,NO
0.6931913701316896,YES
0.2284253292238722,NO
0.6287475483328663,YES
0.04903334267301765,NO
0.01863267021574671,NO
0.5307509106192211,YES
0.6581675539366769,YES
0.6188007845334828,YES
0.5123984309330345,YES
0.07950406276267863,NO
0.026337909778649478,NO
0.5534463435135892,YES
0.1702157467077613,NO
0.5400672457270944,YES
0.08384701597086018,NO
0.15879798262818715,NO
0.1375035023816195,NO
0.13659288316054918,NO
0.025077052395629025,NO
0.5881899691790418,YES
0.024096385542168676,NO
0.6515830764920146,YES
0.07887363407116839,NO
0.5964555898010647,YES
0.175049033342673,NO
0.15501541047912581,NO
0.2127346595685066,NO
0.08804987391426171,NO
0.52759876716167,YES
0.14436817035584196,NO
0.4960773325861586,YES
0.10773325861585878,NO
0.10843373493975904,NO
0.7062902773886243,YES
0.11655926029700196,NO
0.10864387783692911,NO
0.7284253292238723,YES
0.11088540207340991,NO
0.10030820958251611,NO
0.7663210983468759,YES
0.10451106752591763,NO
0.7797702437657607,YES
0.09512468478565425,NO
0.1503222191089941,NO
0.10114878117119641,NO
0.08258615858783974,NO
0.11746987951807228,NO
0.14065564583917065,NO
0.10899411599887923,NO
0.24229476043709725,NO
0.056318296441580276,NO
0.17967217708041466,NO
0.14850098066685347,NO
0.11669935556178201,NO
0.2663911459792659,NO
0.144438217988232,NO
0.7160268982908378,YES
0.2441860465116279,NO
0.661319697394228,YES
0.025847576351919303,NO
0.00602409638554217,NO
0.2974222471280471,YES
0.5371952927991034,YES
0.4870411880078453,YES
0.2961613897450266,YES
0.020383861025497337,NO
0.0,NO
0.3436536845054637,YES
0.07383020453908658,NO
0.2897170075651443,YES
0.06276267862146259,NO
0.11291678341272066,NO
0.11452787895769123,NO
0.11817035584197252,NO
0.03740543569627347,NO
0.5151302885962454,YES
0.03614457831325301,NO
0.5067946203418324,YES
0.08748949285514149,NO
0.4843093303446343,YES
0.003642476884281311,NO
0.043149341552255534,NO
0.04202857943401513,NO
0.017652003362286357,NO
0.3063883440739703,YES
0.019613337069207062,NO
0.3039366769403194,YES
0.905435696273466,YES
0.7273746147380219,YES
0.24768842813112918,NO
0.10156906696553655,NO
0.09533482768282432,NO
0.0986270664051555,NO
0.8613056878677501,YES
0.9522975623423928,YES
0.09148220790137293,NO
0.04623143737741665,NO
0.09939759036144578,NO
0.04006724572709443,NO
0.14240683664892126,NO
0.10521154384981787,NO
0.09442420846175399,NO
0.752731857663211,YES
0.05968058279630148,NO
0.8630568786775007,YES
0.011347716447184086,NO
0.9027038386102549,YES
0.019543289436817032,NO
0.06458391706360324,NO
0.058069487251330903,NO
0.08132530120481929,NO
0.07670215746707762,NO
0.14562902773886244,NO
0.09820678061081535,NO
0.06290277388624264,NO
0.05294698734213744,NO
0.041249032733003226,NO
0.44620341832446064,YES
0.07397029980386663,YES
0.049313533202577746,YES
0.45306808629868317,YES
0.05497836868144817,NO
0.04159927089495335,NO
0.6134771644718408,YES
0.05884001120762118,NO
0.4954469038946484,YES
0.04672177080414682,NO
0.20622022975623425,NO
0.12391426169795461,NO
0.13491173998318856,NO
0.05301703497452747,NO
0.07207901372933595,YES
0.04832384360439577,NO
0.20341832446063324,YES
0.05168612995911699,NO
0.13105912020173718,YES
0.08790977864948164,NO
0.059120201737181285,NO
0.20488932474082377,NO
0.0755813953488372,NO
0.4390585598206781,YES
0.17673017652003362,NO
0.48564023536004486,YES
0.07565144298122724,NO
0.026337909778649478,NO
0.9371672737461475,YES
0.841692350798543,YES
0.8271924908938079,YES
0.8103810591202018,YES
0.1466797422247128,NO
0.07474082376015691,NO
0.8501681143177361,YES
0.13925469319137013,NO
0.8422527318576634,YES
0.08335668254413,NO
0.15263379097786495,NO
0.116629307929392,NO
0.11529840291398151,NO
0.05954048753152143,NO
0.7930792939198654,YES
0.05491734379377977,NO
0.8454048753152142,YES
0.13098907256934716,NO
0.7968618660689268,YES
0.1566265060240964,NO
0.13645278789576912,NO
0.21756794620341832,NO
0.0997478285233959,NO
0.8504483048472962,YES
0.1711263659288316,NO
0.7872653404314935,YES
0.08713925469319138,NO
0.07011768002241524,NO
0.7398430933034463,YES
0.10682263939478845,YES
0.13295040627626786,YES
0.6023395909218269,YES
0.15214345755113476,NO
0.10675259176239844,NO
0.6075931633510787,YES
0.11936116559260299,NO
0.6446483608854021,YES
0.11375735500140097,NO
0.09701597086018492,NO
0.05351639114597927,NO
0.037195292799103385,NO
0.1356122163070888,NO
0.11095544970579993,YES
0.13147940599607733,NO
0.23283833006444382,YES
0.11732978425329224,NO
0.16923507985430092,YES
0.16503222191089942,NO
0.13330064443821799,NO
0.29567105631829643,NO
0.16230036424768843,NO
0.6131969739422808,YES
0.2704539086578874,NO
0.5521154384981788,YES
0.043840795131434164,NO
0.04545189067640474,NO
0.6091342112636593,YES
0.06955729896329504,YES
0.0397170075651443,YES
0.5984169235079854,YES
0.040688651673883025,NO
0.033123507375760294,NO
0.7586859064163631,YES
0.06339310731297282,NO
0.644858503782572,YES
0.05477724852899973,NO
0.1934015130288596,NO
0.08160549173437938,NO
0.09799663771364528,NO
0.06751689487926268,NO
0.06535444101989353,YES
0.0653454182751719,NO
0.20790137293359484,YES
0.03893746086413239,NO
0.14352759876716167,YES
0.08258615858783974,NO
0.050084057158868024,NO
0.2127346595685066,NO
0.06983748949285513,NO
0.6039506864667973,YES
0.15907817315774728,NO
0.6910198935275987,YES
0.07376015690669654,NO
0.05652843933875035,NO
0.06514429812272345,YES
0.8663491173998318,YES
0.8022555337629588,YES
0.10114878117119641,YES
0.058980106472401234,NO
0.031941720369851496,NO
0.1358223592042589,YES
0.13119921546651722,NO
0.07200896609694593,YES
0.0924628747548333,NO
0.16741384141216026,NO
0.1844354160829364,NO
0.16986550854581117,NO
0.11207621182404034,NO
0.7752871952927991,YES
0.10857383020453909,NO
0.8088400112076213,YES
0.09876716166993554,NO
0.8023956290277389,YES
0.07761277668814794,NO
0.1061221630708882,NO
0.10598206780610815,NO
0.0644438217988232,NO
0.09960773325861585,YES
0.07621182404034743,NO
0.07768282432053797,YES
0.07726253852619781,NO
0.06528439338750351,NO
0.17105631829644158,YES
0.6645418884841693,YES
0.6882880358643877,YES
0.1747688428131129,YES
0.061852059400392276,NO
0.04861305687867751,NO
0.1974642757074811,YES
0.12174278509386383,NO
0.20601008685906416,YES
0.08713925469319138,NO
0.09456430372653404,NO
0.06570467918184365,NO
0.04230876996357523,NO
0.12097226113757353,NO
0.6401653124124405,YES
0.11725973662090221,NO
0.8356682544130007,YES
0.055617820117680024,NO
0.7562342392827122,YES
0.11060521154384981,NO
0.09547492294760437,NO
0.2022275147100028,NO
0.08755954048753152,NO
0.16678341272065006,YES
0.15410479125805548,NO
0.15739702998038665,YES
0.05547772485289998,NO
0.020734099187447463,NO
0.08987111235640236,NO
0.14079574110395068,NO
0.04048753152143457,NO
0.060170916223031654,NO
0.06059120201737181,NO
0.023606052115438494,NO
0.17469879518072287,NO
0.08356682544130008,NO
0.048122723451947326,NO
0.06682544130008405,NO
0.9825581395348838,YES
0.9225273185766321,YES
0.9624544690389464,YES
0.04679181843653685,NO
0.042939198655085456,NO
0.04896329504062762,NO
0.03033062482488092,NO
0.10177920986270662,NO
0.047072008966096944,NO
0.025567385822359207,NO
0.04532081815634631,NO
0.0641636312692631,NO
0.031031101148781173,NO
0.11116559260297003,NO
0.031031101148781173,NO
0.1405855982067806,NO
0.7733959092182683,YES
0.8890445502941999,YES
0.18590641636312694,NO
0.10892406836648921,NO
0.05015410479125806,NO
0.03677500700476324,NO
0.9170636032502101,YES
0.7740963855421686,YES
0.06094144017932193,NO
0.09953768562622584,NO
0.030470720089660966,NO
0.11810030820958252,NO
0.1094844494256094,NO
0.09848697114037545,NO
0.10254973381899692,NO
0.9020033622863546,YES
0.034953768562622584,NO
0.8137433454749229,YES
0.016671336508826,NO
0.9482347996637713,YES
0.05456710563182964,NO
0.07460072849537686,NO
0.022415242364808068,NO
0.08797982628187166,NO
0.05954048753152143,NO
0.091692350798543,NO
0.05064443821798824,NO
0.05575791538246007,NO
0.022275147100028016,NO
0.002311571868870834,NO
0.07740263379097787,YES
0.7066405155505744,YES
0.7061501821238442,YES
0.08377696833847015,YES
0.028019052956010086,NO
0.0028719529279910344,NO
0.13316054917343792,YES
0.0708181563463155,NO
0.09043149341552255,YES
0.06290277388624264,NO
0.13161950126085736,NO
0.11403754553096106,NO
0.11957130848977304,NO
0.0074250490333426745,NO
0.653194172036985,YES
0.007004763239002524,NO
0.7521714766040909,YES
0.06591482207901374,NO
0.7025077052395629,YES
0.02297562342392827,NO
0.020243765760717285,NO
0.07915382460072849,NO
0.019263098907256936,NO
0.0883300644438218,YES
0.0497338189969179,NO
0.07151863267021574,YES
0.935836368730737,YES
0.7121042308769964,YES
0.2364107593163351,NO
0.10205940039226674,NO
0.05659848697114038,NO
0.06808629868310451,NO
0.8519193051274867,YES
0.9866909498458952,YES
0.07095825161109555,NO
0.06437377416643317,NO
0.061081535444101984,NO
0.06724572709442421,NO
0.11508826001681144,NO
0.08931073129728215,NO
0.08559820678061082,NO
0.7733258615858783,YES
0.04679181843653685,NO
0.9207060801344915,YES
0.013939478845615017,NO
0.9322639394788456,YES
0.020243765760717285,NO
0.03663491173998319,NO
0.04637153264219669,NO
0.08181563463154945,NO
0.04398991314093583,NO
0.12762678621462595,NO
0.07214906136172597,NO
0.050084057158868024,NO
0.07985430092462874,NO
0.03929672177080415,NO
0.06255253572429251,NO
0.14499859904735218,NO
0.05905015410479125,NO
0.07901372933594844,NO
0.04896329504062762,NO
0.05400672457270945,NO
0.12769683384701597,NO
0.8420425889604931,YES
0.05232558139534884,NO
0.8311151583076491,YES
0.1619501260857383,NO
0.17736060521154384,NO
0.16853460353040067,NO
0.09218268422527318,NO
0.061992154665172314,NO
0.10927430652843934,NO
0.08650882600168114,NO
0.13827402633790978,NO
0.09953768562622584,NO
0.7795601008685906,YES
0.7863547212104232,YES
0.8043569627346595,YES
0.8285934435416084,YES
0.08966096945923228,NO
0.7615578593443542,YES
0.07649201456990755,NO
0.7644998599047351,YES
0.5456710563182964,YES
0.1908797982628187,NO
0.10409078173157749,NO
0.03866629307929392,NO
0.04062762678621462,NO
0.6272065004202858,YES
0.8266321098346876,YES
0.05947043989913141,NO
0.06871672737461473,NO
0.03831605491734379,NO
0.06983748949285513,NO
0.10976463995516952,NO
0.09624544690389465,NO
0.09561501821238443,NO
0.599817876155786,YES
0.030120481927710843,NO
0.7770383861025497,YES
0.016181003082095823,NO
0.7620481927710844,YES
0.03656486410759316,NO
0.026548052675819556,NO
0.02514710002801905,NO
0.08237601569066966,NO
0.0408377696833847,NO
0.0930933034463435,NO
0.049453628467357805,NO
0.04700196133370692,NO
0.09274306528439338,NO
0.036074530680862985,NO
0.09708601849257495,NO
0.11768002241524238,NO
0.06493415522555337,NO
0.10135892406836648,NO
0.1002381619501261,NO
0.07004763239002522,NO
0.11592883160549174,NO
0.8201877276548053,YES
0.08699915942841133,NO
0.8910058840011208,YES
0.163911459792659,NO
0.16019893527598766,NO
0.1455589801064724,NO
0.049663771364527876,NO
0.061221630708882036,NO
0.05351639114597927,NO
0.05022415242364808,NO
0.15326421966937517,NO
0.049453628467357805,NO
0.7616979546091341,YES
0.7671616699355561,YES
0.7802605771924909,YES
0.8849117399831885,YES
0.12881759596525638,NO
0.7742364808069487,YES
0.06682544130008405,NO
