NONETRACED_SUM_RAW_LSA_MEDIAN.csv,Associated
0.18817618458827207,NO
0.16847631391944518,NO
0.13846744549614845,YES
0.1986385080014781,YES
0.19292577101276254,YES
0.22210881725931608,YES
0.2080034805718996,NO
0.0884536226940678,NO
0.13573082629828598,YES
0.13440281970381743,NO
0.19646052414655635,YES
0.1257211477786305,NO
0.18582403854353205,NO
0.24212454591967253,NO
0.17227777067166936,NO
0.1371541343338734,NO
0.2775560842500213,YES
0.1184320144396123,NO
0.11385758363889598,YES
0.07046958159233677,NO
0.17707622296125747,YES
0.13540995139421846,NO
0.20570653761973795,NO
0.12158741650322617,NO
0.1721786617776641,NO
0.20078541258065427,YES
0.2217580768028197,NO
0.10607330235070066,YES
0.32673508996333245,YES
0.18174190898496345,YES
0.30361950200392257,NO
0.22107840595776124,NO
0.20989892129274323,NO
0.26519653506153884,NO
0.3028457320712885,YES
0.2893442952161678,YES
0.1752496006367073,NO
0.1760569597225775,NO
0.24390946391518145,NO
0.16427371308376681,NO
0.24069200847048122,NO
0.24243142605383583,NO
0.17565124072652855,NO
0.16403422870299306,YES
0.24119119695290064,NO
0.2368719465052159,YES
0.06534359455387849,NO
0.2028655879594099,YES
0.1572414613001336,NO
0.19894207100423525,NO
0.23373097268411924,NO
0.18436496830675647,NO
0.21950190870071914,NO
0.2936656675478241,NO
0.27414868821238736,NO
0.16091821721952188,NO
0.3344374221881129,NO
0.30658115460049457,NO
0.35293241806657,YES
0.22212113640885703,YES
0.2519473039424689,YES
0.47325693698303056,YES
0.3456512151445382,NO
0.23488180694124675,NO
0.44073866007219803,YES
0.19924075211051417,NO
0.47909034848355647,YES
0.21075788778033597,NO
0.3481291066200506,NO
0.35430761916943804,NO
0.28016734032574403,NO
0.24139029589835426,NO
0.35170828998607206,YES
0.23182245103891297,NO
0.22671095477672606,YES
0.12505130752394758,NO
0.29303656661266025,YES
0.278715632017282,NO
0.3030691310650635,NO
0.2999021673630653,NO
0.3273614124101077,NO
0.4331838861885677,YES
0.4455308277195077,NO
0.33793412779625365,YES
0.4190588925840652,NO
0.3628674483385918,NO
0.47333665472840447,YES
0.36192935675506666,YES
0.38602266422216536,YES
0.5158487919615701,YES
0.48340262073278184,NO
0.3069922188112902,NO
0.3796428967340325,YES
0.3428929905346636,NO
0.50765168983258,YES
0.30951639805576875,NO
0.3794479079616839,NO
0.42126304397259884,NO
0.3254038600380887,NO
0.30434977402575253,NO
0.45786094767061764,YES
0.290582476336659,NO
0.24477747505755945,YES
0.2324638412779625,NO
0.35266890366959436,YES
0.4041190614252011,NO
0.444450308405105,NO
0.37655797731730195,NO
0.4080601489440322,NO
0.5183622679855603,YES
0.514388051789318,NO
0.32536283363178986,YES
0.25254811119638443,NO
0.23359756544725846,NO
0.3779413035445269,YES
0.1827389258406526,YES
0.23686972513572666,YES
0.35648042551377157,YES
0.2978537705011228,NO
0.21766519143856056,NO
0.2583075125778119,YES
0.15615596770984339,NO
0.3797306514880191,YES
0.15970265484210225,NO
0.18704474432221935,NO
0.19534837270117392,NO
0.1376365779824337,NO
0.2237260936300844,NO
0.26387743668457403,YES
0.22206229925243737,NO
0.20243793809158353,YES
0.13677256615786929,NO
0.24267365055001278,YES
0.23534361445098206,NO
0.23005383729854179,NO
0.27049407208436366,NO
0.2643478226883829,NO
0.34814930218015405,YES
0.3598815823882209,NO
0.2117932690941133,YES
0.2583259841960148,NO
0.2409858901111395,NO
0.29729117137091043,YES
0.16124111167959976,YES
0.18298991643216506,YES
0.38332810465876466,YES
0.26010514766493276,NO
0.17905351752366333,NO
0.37619943861743554,YES
0.14728339586708733,NO
0.3981940877178022,YES
0.16178374690884287,NO
0.28021159006281804,NO
0.25448907506892926,NO
0.20016622182428012,NO
0.1955878272362923,NO
0.26900402347858215,YES
0.1927445155055285,NO
0.1908628890594355,YES
0.08102478468491517,NO
0.24140673516955174,YES
0.21219711918365025,NO
0.2240160214320229,NO
0.25342860492879676,NO
0.2553554404365993,NO
0.36173164492197496,YES
0.354479390864387,NO
0.31805747846849153,YES
0.3621604431369204,NO
0.34575311247548396,NO
0.2655070464171001,YES
0.3831264688326085,YES
0.3894073946164123,YES
0.4238070293624399,YES
0.38264281856684,NO
0.2179163099400244,NO
0.26867300105170405,YES
0.27033306472243535,NO
0.37417754753986526,YES
0.23919396549273747,NO
0.3266114209374377,NO
0.4221871336801114,NO
0.30928151985446695,NO
0.303881836786902,NO
0.45884873369148116,YES
0.2765459878911912,NO
0.24293915039367842,YES
0.1369673232710838,NO
0.36166566186293736,YES
0.3135617037605525,NO
0.39104481538330355,NO
0.25626984878201303,NO
0.34081501094340694,NO
0.38111497683408657,YES
0.4114218839714619,NO
0.22028007589323784,YES
0.2643932534606748,NO
0.24784177539012525,NO
0.25736866490435173,YES
0.2609001804951536,YES
0.3305917171200363,YES
0.35174431227082803,YES
0.2664898112617605,NO
0.169791012194082,NO
0.22671751371478924,YES
0.16944844660470137,NO
0.3594199411614223,YES
0.15146371905289785,NO
0.17662529206105568,NO
0.22216184304027742,NO
0.1335409198146727,NO
0.2283339373525482,NO
0.35941502089195865,YES
0.2172489866689406,NO
0.32325227821835645,YES
0.06160491742702026,NO
0.356238472470936,YES
0.23353306756487874,NO
0.2585265356300276,NO
0.242674007276655,NO
0.2552855063812853,NO
0.3118212941644638,YES
0.3458840538927262,NO
0.1915727878684517,YES
0.31890237628265256,NO
0.27997543276200215,NO
0.26507910662005063,NO
0.2914521304113016,NO
0.25051498820386003,NO
0.3623308277195077,NO
0.34786433444188614,NO
0.18593663483130096,NO
0.2994288849094681,NO
0.23283685938432674,NO
0.320062086069185,NO
0.22829142434836985,NO
0.4146339288252181,YES
0.4356465251129871,YES
0.3733446718399136,YES
0.22909190472129834,NO
0.3444667448338591,NO
0.2106595278701572,NO
0.11459468320968703,NO
0.15030233790966713,NO
0.24638920155765895,NO
0.23697990818907927,NO
0.30797851823427413,NO
0.20896014041670216,NO
0.2833246937267275,NO
0.3707753972314601,NO
0.3412252650578437,NO
0.2682214902930559,NO
0.19594988630226542,YES
0.28070988601802105,YES
0.2252467411386828,NO
0.19419458372416926,NO
0.16475844063557032,NO
0.1904049955942128,NO
0.3139272476620903,YES
0.1348754569227708,YES
0.11967426736022282,NO
0.17269255990449386,NO
0.17160750547170345,NO
0.18406654728404537,NO
0.17986362098860176,NO
0.20501438844831016,NO
0.15820005400642392,NO
0.24248397572553368,YES
0.19862007475626048,NO
0.16483118018248485,YES
0.06010462465535375,NO
0.20997986839487223,YES
0.16048255734629485,NO
0.17871934140587245,NO
0.16864309996873314,NO
0.1460519513373696,NO
0.1854077314459509,NO
0.21843419317245105,NO
0.20384383758278615,NO
0.11587478184247177,NO
0.33610513629515926,NO
0.30914941445666694,NO
0.3004288436940394,YES
0.3429370484068105,YES
0.3888691324862852,YES
0.4319792132116767,YES
0.3736606946931582,NO
0.19953975014922826,NO
0.2914738338876097,YES
0.2278584022625849,NO
0.4017955842642335,YES
0.23234171285637134,NO
0.31648167618885187,NO
0.3819354282140928,NO
0.27955672806344334,NO
0.24163884483101672,NO
0.4548325275006395,YES
0.21592740115403197,NO
0.2913007248230579,YES
0.12571851141241008,NO
0.3777986512606236,YES
0.26481212302094875,NO
0.32501214718171734,NO
0.2549988175435604,NO
0.3128642065319348,NO
0.39626642079531565,YES
0.411388601802109,NO
0.2382927418208692,YES
0.30718413063869704,YES
0.1324760296751087,YES
0.2681257113214519,NO
0.19727474346948637,NO
0.151138378670305,NO
0.19894782695204793,NO
0.25567644467183986,YES
0.2822721127881527,YES
0.1259999587845712,NO
0.1576548094141724,NO
0.17533692902418918,NO
0.15139066257354822,NO
0.1876653889883744,NO
0.19059792643756573,NO
0.1363788977004633,NO
0.15150362127284614,YES
0.19092499644694577,NO
0.25059947414797756,YES
0.05191546147068019,NO
0.2050775518035303,YES
0.12783895710752963,NO
0.144093972598846,NO
0.18567914499303603,NO
0.16076027685398364,NO
0.15684091697222932,NO
0.24074432221937977,NO
0.212670430061681,NO
0.12322297973337881,NO
0.3681448480714022,NO
0.33239430232227624,NO
0.25655804411472094,NO
0.3240419658338307,NO
0.30847662232455014,NO
0.4017891845029988,NO
0.37288487678008014,NO
0.23720515192859787,NO
0.2622974062704301,NO
0.2907514553310025,YES
0.35300012080384296,NO
0.27728078081919216,YES
0.32727354253716495,NO
0.41983745487621155,NO
0.3131423552485716,NO
0.28809717461129586,NO
0.3962478653250333,NO
0.2783108751883119,NO
0.17129455245729228,NO
0.1751158750461897,NO
0.3076588769506267,NO
0.31813633353230436,YES
0.38046764446718395,YES
0.2520339970438589,YES
0.38626501094340693,YES
0.37188314431084957,NO
0.39356551831954745,YES
0.22055284102214262,NO
0.2652906000397942,YES
0.09564584292657968,YES
0.18924414172422613,NO
0.16264703106790596,NO
0.10200484636593615,NO
0.12401256075722686,NO
0.1727267729740485,YES
0.2590877448054347,YES
0.07359996446945793,NO
0.11565233933088881,NO
0.10728339870953073,NO
0.10600635996702766,NO
0.13847867456865923,NO
0.14896027969642703,NO
0.10404025326170376,NO
0.11464034706233478,YES
0.13247288024786105,NO
0.2370330164008982,YES
0.030697747363633766,NO
0.17885,YES
0.10129362439953382,NO
0.09231024842955,NO
0.122058379523038,NO
0.11738664904351778,NO
0.10594249879196155,NO
0.15937336488445467,NO
0.14032506750802987,NO
0.07820867655836956,NO
0.46822486853699435,NO
0.4122764460930616,NO
0.3657565219862994,NO
0.3819843352946193,NO
0.37945272306074296,NO
0.5219502643472329,NO
0.5101571146357409,NO
0.30518424433643154,NO
0.3347080711179329,NO
0.36048871123617854,YES
0.4670881157442938,NO
0.4130284215911998,YES
0.41801864358602653,NO
0.5043584392143486,NO
0.37191787612631816,NO
0.33709398112617606,NO
0.49526865637702167,NO
0.31025414570364684,NO
0.1958337099570791,NO
0.24935869645547315,NO
0.3545244933344703,NO
0.3752038486683152,YES
0.4567949319234814,YES
0.3145858517381541,YES
0.5093364472300389,YES
0.5062044811119638,NO
0.5078143472328813,YES
0.2927082970921804,NO
