UPPERTRACED_RFNONE_MULTI_LSA_MEDIAN.csv,Associated
0.19391481481481482,NO
0.47847962962962953,NO
0.09430925925925926,NO
0.09345925925925926,NO
0.07050925925925926,NO
0.08215925925925927,NO
0.4051037037037037,YES
0.08810925925925926,NO
0.5989037037037036,YES
0.09935,NO
0.09705925925925926,NO
0.08445,NO
0.027000000000000003,NO
0.08270925925925926,NO
0.12920185185185185,NO
0.0541,NO
0.10095,NO
0.47205740740740737,NO
0.27818333333333334,YES
0.18985925925925928,YES
0.14880925925925925,YES
0.2558111111111111,YES
0.5187074074074074,NO
0.09690925925925926,YES
0.04895,NO
0.05850925925925926,NO
0.057218518518518516,NO
0.29419074074074075,YES
0.19160925925925926,YES
0.24692037037037037,YES
0.07580925925925926,YES
0.053509259259259256,NO
0.09501481481481482,NO
0.12191851851851852,YES
0.13915925925925926,NO
0.11781481481481482,YES
0.08220925925925926,NO
0.12185925925925926,NO
0.20262407407407407,NO
0.24837962962962962,NO
0.10042777777777778,NO
0.14002777777777778,YES
0.21864814814814815,NO
0.28855740740740743,YES
0.21914814814814815,NO
0.3129351851851852,YES
0.13022777777777778,NO
0.11955925925925925,NO
0.12065925925925926,NO
0.06085925925925926,NO
0.08230925925925926,YES
0.06505925925925926,NO
0.07555925925925926,YES
0.08000925925925925,NO
0.09280555555555553,NO
0.11905,NO
0.1598148148148148,NO
0.45697962962962957,NO
0.10910925925925925,NO
0.09190925925925926,NO
0.08605925925925925,NO
0.10920925925925926,NO
0.3031537037037037,YES
0.11150925925925925,NO
0.5760537037037036,YES
0.12595,NO
0.11105925925925926,NO
0.10165,NO
0.02665,NO
0.06175925925925926,NO
0.12985185185185183,NO
0.05565,NO
0.1128,NO
0.4568574074074074,NO
0.17728333333333335,YES
0.08150925925925925,YES
0.10430925925925925,YES
0.2665111111111111,YES
0.5276574074074074,NO
0.09210925925925925,YES
0.06655,NO
0.05670925925925926,NO
0.12250555555555553,NO
0.11199999999999999,NO
0.16316481481481482,NO
0.4514296296296295,NO
0.11320925925925926,NO
0.07620925925925925,NO
0.057609259259259256,NO
0.11915925925925926,NO
0.3751037037037037,YES
0.12645925925925927,NO
0.5405037037037036,YES
0.06655,NO
0.04600925925925926,NO
0.03235,NO
0.102,NO
0.07560925925925926,NO
0.18460185185185185,NO
0.155,NO
0.06545,NO
0.5483574074074073,NO
0.2854333333333333,YES
0.17405925925925925,YES
0.25630925925925924,YES
0.20026111111111106,YES
0.5039074074074074,NO
0.14290925925925924,YES
0.0863,NO
0.08120925925925926,NO
0.09400555555555554,NO
0.09765,NO
0.1819148148148148,NO
0.48197962962962954,NO
0.10040925925925925,NO
0.09345925925925926,NO
0.06945925925925925,NO
0.09680925925925926,NO
0.38265370370370366,YES
0.10065925925925925,NO
0.5578537037037036,YES
0.1126,NO
0.11130925925925926,NO
0.10035,NO
0.0249,NO
0.08000925925925925,NO
0.12760185185185186,NO
0.06035,NO
0.0956,NO
0.4774074074074074,NO
0.28523333333333334,YES
0.18395925925925927,YES
0.14920925925925926,YES
0.24486111111111108,YES
0.5177074074074074,NO
0.10940925925925926,YES
0.0584,NO
0.04560925925925926,NO
0.09125555555555553,NO
0.054000000000000006,NO
0.2091148148148148,NO
0.45097962962962956,NO
0.05200925925925926,NO
0.03950925925925926,NO
0.03585925925925926,NO
0.08030925925925926,NO
0.4235537037037037,YES
0.03960925925925926,NO
0.5710537037037036,YES
0.1059,NO
0.11165925925925926,NO
0.10225,NO
0.04245,NO
0.061009259259259256,NO
0.14305185185185185,NO
0.04875,NO
0.0851,NO
0.4833074074074074,NO
0.25193333333333334,YES
0.17440925925925926,YES
0.16625925925925927,YES
0.17396111111111107,YES
0.4761574074074074,NO
0.06565925925925925,YES
0.0495,NO
0.06270925925925926,NO
0.03180925925925926,NO
0.2640092592592592,YES
0.21043888888888884,YES
0.2835722222222222,YES
0.15160925925925928,YES
0.12110925925925926,NO
0.2569537037037037,NO
0.17255925925925925,YES
0.08573703703703703,NO
0.17370925925925929,YES
0.05295,NO
0.18988333333333335,NO
0.13035555555555556,NO
0.15703333333333333,NO
0.15621111111111108,NO
0.07742777777777778,YES
0.10856481481481481,NO
0.15548703703703703,YES
0.16200555555555554,NO
0.32530925925925924,YES
0.06355,NO
0.04925925925925926,NO
0.5216203703703703,NO
0.06925925925925926,NO
0.17920925925925923,YES
0.13505925925925927,NO
0.11330925925925926,YES
0.08995,NO
0.08660925925925926,NO
0.18900925925925927,YES
0.1078,NO
0.07675,NO
0.2542462962962963,YES
0.09135,NO
0.07336851851851853,NO
0.2724,YES
0.0955,NO
0.21905,YES
0.0764,NO
0.18171851851851853,NO
0.16015,NO
0.1324,NO
0.18735185185185185,NO
0.4613518518518518,NO
0.07915925925925926,NO
0.18365,NO
0.07255,NO
0.14110925925925927,NO
0.4514018518518518,NO
0.17253333333333332,NO
0.18835,NO
0.09585,NO
0.1897,YES
0.16795,NO
0.15295925925925924,YES
0.04915925925925926,NO
0.03671851851851852,NO
0.3644907407407407,YES
0.14895925925925924,YES
0.23197037037037038,YES
0.11990925925925926,YES
0.07090925925925926,NO
0.08851481481481481,NO
0.1584685185185185,YES
0.12565925925925925,NO
0.19521481481481479,YES
0.06400925925925927,NO
0.12750925925925927,NO
0.17712407407407407,NO
0.23202962962962964,NO
0.05057777777777778,NO
0.11752777777777777,YES
0.17024814814814815,NO
0.29240740740740745,YES
0.20934814814814814,NO
0.2808351851851852,YES
0.14762777777777777,NO
0.11480925925925926,NO
0.15600925925925924,NO
0.06700925925925927,NO
0.13075925925925924,YES
0.10720925925925925,NO
0.10825925925925926,YES
0.0818,NO
0.10081851851851852,NO
0.19405,YES
0.0881,NO
0.08245,NO
0.20985,YES
0.09330925925925926,NO
0.0765,NO
0.2369,YES
0.0795,NO
0.2465,YES
0.0728,NO
0.1122,NO
0.08635925925925926,NO
0.18422037037037037,NO
0.08875,NO
0.1053,NO
0.0827,NO
0.17785,NO
0.0451,NO
0.19796481481481482,NO
0.1109,NO
0.0882,NO
0.19505,NO
0.10800000000000001,NO
0.201,YES
0.1792,NO
0.16195,YES
0.032609259259259255,NO
0.027718518518518517,NO
0.26794074074074076,YES
0.10760925925925927,YES
0.18292037037037037,YES
0.03555925925925926,YES
0.028709259259259257,NO
0.06971481481481481,NO
0.07871851851851852,YES
0.06685925925925926,NO
0.08651481481481481,YES
0.05895925925925926,NO
0.09475925925925927,NO
0.16072407407407407,NO
0.21887962962962962,NO
0.05937777777777778,NO
0.11037777777777778,YES
0.17884814814814814,NO
0.2340574074074074,YES
0.21549814814814813,NO
0.24578518518518522,YES
0.03527777777777777,NO
0.04495925925925926,NO
0.04415925925925926,NO
0.02675925925925926,NO
0.04285925925925926,YES
0.02815925925925926,NO
0.04110925925925926,YES
0.26231111111111105,YES
0.1352111111111111,YES
0.3298481481481481,NO
0.13295555555555555,NO
0.21183888888888885,NO
0.3808555555555555,NO
0.24007037037037038,YES
0.2957611111111111,YES
0.0702,NO
0.0379,NO
0.08510925925925926,NO
0.07979629629629631,NO
0.10655,NO
0.08,NO
0.0723,NO
0.05145925925925926,YES
0.1678703703703704,NO
0.45428333333333326,YES
0.4667037037037036,NO
0.26036111111111104,YES
0.12996111111111108,NO
0.051,NO
0.14820185185185186,NO
0.06295,NO
0.17076111111111109,NO
0.10885,NO
0.1675925925925926,NO
0.5498,NO
0.05120925925925926,NO
0.04285925925925926,NO
0.16265925925925928,YES
0.19658888888888884,YES
0.26232222222222223,YES
0.16755925925925924,YES
0.05265925925925926,NO
0.23755370370370368,NO
0.28205925925925923,YES
0.08393703703703703,NO
0.19780925925925924,YES
0.03825,NO
0.23543333333333333,NO
0.14890555555555554,NO
0.18453333333333333,NO
0.1531111111111111,NO
0.08412777777777777,YES
0.10346481481481482,NO
0.18713703703703705,YES
0.09660555555555554,NO
0.3577092592592592,YES
0.06765,NO
0.05635925925925926,NO
0.5215203703703704,NO
0.06810925925925926,NO
0.15755925925925923,YES
0.14030925925925924,NO
0.19080925925925923,YES
0.06815925925925925,NO
0.03295925925925926,NO
0.22310925925925928,YES
0.24958888888888886,YES
0.3225722222222222,YES
0.13260925925925926,YES
0.11885925925925926,NO
0.2619537037037037,NO
0.16100925925925924,YES
0.13133703703703703,NO
0.15535925925925925,YES
0.0544,NO
0.19718333333333332,NO
0.14370555555555553,NO
0.17053333333333331,NO
0.15851111111111107,NO
0.10377777777777777,YES
0.10891481481481481,NO
0.15038703703703704,YES
0.15395555555555554,NO
0.33795925925925924,YES
0.1067,NO
0.10155925925925925,NO
0.5205703703703703,NO
0.07535925925925926,NO
0.16120925925925927,YES
0.12630925925925926,NO
0.11610925925925926,YES
0.07635925925925927,NO
0.06420925925925926,NO
0.27225925925925926,YES
0.22003888888888884,YES
0.3220222222222222,YES
0.17410925925925924,YES
0.12275925925925925,NO
0.28480370370370367,NO
0.17785925925925927,YES
0.09213703703703705,NO
0.20430925925925925,YES
0.0511,NO
0.1574833333333333,NO
0.09865555555555554,NO
0.11478333333333332,NO
0.21281111111111106,NO
0.11187777777777777,YES
0.16356481481481483,NO
0.20813703703703704,YES
0.14420555555555553,NO
0.3849592592592592,YES
0.0877,NO
0.07430925925925926,NO
0.5513203703703704,NO
0.09500925925925927,NO
0.18185925925925928,YES
0.17220925925925928,NO
0.13825925925925925,YES
0.04470925925925926,NO
0.04585925925925926,NO
0.16395925925925925,YES
0.19343888888888883,YES
0.2554722222222222,YES
0.15630925925925926,YES
0.04245925925925926,NO
0.23150370370370368,NO
0.27070925925925926,YES
0.08718703703703704,NO
0.18945925925925927,YES
0.044000000000000004,NO
0.22628333333333334,NO
0.11870555555555554,NO
0.15818333333333334,NO
0.16346111111111108,NO
0.07932777777777777,YES
0.11561481481481481,NO
0.19033703703703703,YES
0.08750555555555553,NO
0.36660925925925925,YES
0.06385,NO
0.04990925925925926,NO
0.5271203703703704,NO
0.06400925925925927,NO
0.16025925925925927,YES
0.12770925925925924,NO
0.22240925925925925,YES
0.06680925925925926,NO
0.06376851851851852,NO
0.29214074074074076,YES
0.18755925925925926,YES
0.2529203703703704,YES
0.08635925925925926,YES
0.05625925925925926,NO
0.09251481481481481,NO
0.12036851851851851,YES
0.10780925925925926,NO
0.12111481481481481,YES
0.08015925925925926,NO
0.13365925925925926,NO
0.21062407407407407,NO
0.25577962962962963,NO
0.11267777777777778,NO
0.14107777777777777,YES
0.23054814814814814,NO
0.2946574074074074,YES
0.22354814814814813,NO
0.31783518518518517,YES
0.08807777777777777,NO
0.08990925925925926,NO
0.08980925925925926,NO
0.06015925925925926,NO
0.08525925925925926,YES
0.06855925925925926,NO
0.06960925925925926,YES
0.06930925925925926,NO
0.07001851851851852,NO
0.36774074074074076,YES
0.17350925925925925,YES
0.3015703703703704,YES
0.13890925925925923,YES
0.05830925925925926,NO
0.10441481481481482,NO
0.16436851851851852,YES
0.10105925925925927,NO
0.2167648148148148,YES
0.07635925925925927,NO
0.08165925925925926,NO
0.12587407407407408,NO
0.16472962962962961,NO
0.11902777777777777,NO
0.17462777777777777,YES
0.23674814814814815,NO
0.44380740740740743,YES
0.19274814814814814,NO
0.4148851851851852,YES
0.11162777777777777,NO
0.08230925925925926,NO
0.15850925925925924,NO
0.07665925925925926,NO
0.13320925925925925,YES
0.12415925925925926,NO
0.12650925925925927,YES
0.053759259259259264,NO
0.10303333333333332,NO
0.06905,NO
0.1054,NO
0.0338,NO
0.04785,NO
0.04815,NO
0.02175,NO
0.13885925925925924,NO
0.06455,NO
0.03925,NO
0.06185925925925926,NO
0.35013888888888883,YES
0.28877037037037034,YES
0.1969,YES
0.0383,NO
0.054068518518518516,NO
0.03985,NO
0.02655,NO
0.07755,NO
0.2236851851851852,NO
0.06018703703703704,NO
0.03725,NO
0.05995925925925926,NO
0.11038333333333333,NO
0.14906481481481482,NO
0.08260555555555554,NO
0.10525,NO
0.17306111111111108,YES
0.25561111111111107,YES
0.28574814814814814,NO
0.13820555555555553,NO
0.17958888888888885,NO
0.3367055555555555,NO
0.28487037037037033,YES
0.17356111111111108,YES
0.0484,NO
0.07595,NO
0.03590925925925926,NO
0.1354962962962963,NO
0.08305,NO
0.0752,NO
0.0781,NO
0.16300925925925924,YES
0.1502203703703704,NO
0.42408333333333326,YES
0.4705037037037036,NO
0.2978611111111111,YES
0.15496111111111108,NO
0.05815,NO
0.12275185185185185,NO
0.0677,NO
0.15851111111111107,NO
0.07035,NO
0.1336425925925926,NO
0.5447,NO
0.030059259259259258,NO
0.025068518518518518,NO
0.30089074074074074,YES
0.15355925925925928,YES
0.26432037037037037,YES
0.07395925925925925,YES
0.03415925925925926,NO
0.07176481481481481,NO
0.11846851851851851,YES
0.06470925925925926,NO
0.1342648148148148,YES
0.059059259259259256,NO
0.10810925925925925,NO
0.16037407407407406,NO
0.21987962962962962,NO
0.03797777777777778,NO
0.13392777777777776,YES
0.15804814814814813,NO
0.3342074074074074,YES
0.20009814814814814,NO
0.3265351851851852,YES
0.049077777777777776,NO
0.028609259259259258,NO
0.07065925925925925,NO
0.02790925925925926,NO
0.07720925925925926,YES
0.04965925925925926,NO
0.06520925925925926,YES
0.2840111111111111,YES
0.12431111111111108,YES
0.3217981481481481,NO
0.13330555555555554,NO
0.18418888888888885,NO
0.35905555555555546,NO
0.2333703703703704,YES
0.3203111111111111,YES
0.05555,NO
0.05085,NO
0.05775925925925925,NO
0.09919629629629631,NO
0.08705,NO
0.06865,NO
0.066,NO
0.06615925925925925,YES
0.15867037037037038,NO
0.4954333333333333,YES
0.4685537037037036,NO
0.28146111111111105,YES
0.13046111111111108,NO
0.03105,NO
0.13985185185185184,NO
0.0633,NO
0.14741111111111108,NO
0.096,NO
0.1489925925925926,NO
0.54065,NO
0.07115925925925926,NO
0.08850555555555553,NO
0.04955,NO
0.17321481481481482,NO
0.4266796296296295,NO
0.07055925925925927,NO
0.049109259259259255,NO
0.05270925925925926,NO
0.10530925925925926,NO
0.3096537037037037,YES
0.05150925925925926,NO
0.5518537037037036,YES
0.12050000000000001,NO
0.14075925925925925,NO
0.1252,NO
0.0707,NO
0.05840925925925926,NO
0.18475185185185183,NO
0.06665,NO
0.1036,NO
0.4833574074074074,NO
0.14468333333333333,YES
0.07545925925925925,YES
0.08830925925925925,YES
0.2074611111111111,YES
0.4763074074074074,NO
0.05775925925925925,YES
0.059500000000000004,NO
0.2917111111111111,YES
0.13551111111111108,YES
0.28929814814814814,NO
0.13475555555555555,NO
0.17138888888888884,NO
0.33945555555555545,NO
0.20297037037037038,YES
0.3360611111111111,YES
0.04735,NO
0.05395,NO
0.04150925925925926,NO
0.1010462962962963,NO
0.08325,NO
0.0736,NO
0.07315,NO
0.07230925925925925,YES
0.14677037037037038,NO
0.5228833333333333,YES
0.47015370370370363,NO
0.2899611111111111,YES
0.14211111111111108,NO
0.02385,NO
0.12470185185185184,NO
0.0637,NO
0.14516111111111107,NO
0.07135,NO
0.1327925925925926,NO
0.53845,NO
0.08035925925925926,NO
0.08620555555555554,NO
0.0742,NO
0.1537148148148148,NO
0.43087962962962956,NO
0.08650925925925926,NO
0.08570925925925926,NO
0.06415925925925925,NO
0.09690925925925926,NO
0.2940537037037037,YES
0.07625925925925926,NO
0.5946037037037036,YES
0.1219,NO
0.12850925925925927,NO
0.1088,NO
0.04035,NO
0.057859259259259256,NO
0.14495185185185183,NO
0.04075,NO
0.1143,NO
0.4476074074074074,NO
0.13193333333333332,YES
0.06175925925925926,YES
0.07110925925925926,YES
0.24766111111111108,YES
0.5042574074074074,NO
0.06680925925925926,YES
0.0526,NO
