UPPERTRACED_RFNONE_SINGLE_LSA_MEDIAN.csv,Associated
0.06655,YES
0.07933771929824562,NO
0.03897192982456141,NO
0.17357543859649124,YES
0.20007543859649124,NO
0.0617719298245614,YES
0.14312543859649124,NO
0.18277543859649126,NO
0.25135701754385964,NO
0.2678728070175439,NO
0.14282543859649124,NO
0.11225,YES
0.10558771929824562,NO
0.1486938596491228,YES
0.2201228070175439,NO
0.2768728070175439,YES
0.20771315789473685,NO
0.18047543859649123,NO
0.18157543859649122,NO
0.0516,NO
0.16954122807017546,YES
0.0558,NO
0.16279122807017543,YES
0.10583771929824562,NO
0.03725,NO
0.13659385964912282,NO
0.18271929824561406,NO
0.3054201754385965,NO
0.1086219298245614,NO
0.17914122807017546,NO
0.0768,NO
0.1087219298245614,NO
0.12576578947368422,YES
0.1197938596491228,NO
0.13112192982456142,YES
0.12595,NO
0.1105719298245614,NO
0.11042192982456141,NO
0.02665,NO
0.12267543859649124,NO
0.027999999999999997,NO
0.05565,NO
0.1215719298245614,NO
0.058221929824561404,NO
0.09395,YES
0.14242543859649123,YES
0.09505,YES
0.19048771929824562,YES
0.1465657894736842,NO
0.17056929824561404,YES
0.06655,NO
0.08253771929824562,NO
0.06695,NO
0.1295438596491228,NO
0.18606929824561405,NO
0.2998701754385965,NO
0.1127219298245614,NO
0.16344122807017544,NO
0.04835,NO
0.1186719298245614,NO
0.1977157894736842,YES
0.1347438596491228,NO
0.0955719298245614,YES
0.06655,NO
0.0455219298245614,NO
0.0411219298245614,NO
0.102,NO
0.13652543859649124,NO
0.08275,NO
0.155,NO
0.0742219298245614,NO
0.1497219298245614,NO
0.2021,YES
0.23497543859649123,YES
0.24705,YES
0.12423771929824562,YES
0.12281578947368421,NO
0.22136929824561402,YES
0.0863,NO
0.10703771929824563,NO
0.03845,NO
0.1151938596491228,NO
0.20481929824561404,NO
0.3304201754385965,NO
0.0999219298245614,NO
0.18069122807017546,NO
0.0602,NO
0.0963219298245614,NO
0.2052657894736842,YES
0.1089438596491228,NO
0.11292192982456141,YES
0.1126,NO
0.1108219298245614,NO
0.1091219298245614,NO
0.0249,NO
0.14092543859649123,NO
0.02575,NO
0.06035,NO
0.10437192982456141,NO
0.07877192982456141,NO
0.2019,YES
0.24487543859649125,YES
0.13995,YES
0.16883771929824562,YES
0.13661578947368422,NO
0.18786929824561405,YES
0.0584,NO
0.07143771929824562,NO
0.0357,NO
0.07154385964912281,NO
0.23201929824561407,NO
0.2994201754385965,NO
0.051521929824561406,NO
0.12674122807017546,NO
0.0266,NO
0.0798219298245614,NO
0.2461657894736842,YES
0.04789385964912281,NO
0.1261219298245614,YES
0.1059,NO
0.11117192982456141,NO
0.1110219298245614,NO
0.04245,NO
0.12192543859649124,NO
0.0412,NO
0.04875,NO
0.0938719298245614,NO
0.0846719298245614,NO
0.1686,YES
0.23532543859649124,YES
0.157,YES
0.09793771929824563,YES
0.09506578947368421,NO
0.14411929824561404,YES
0.0495,NO
0.39555526315789474,NO
0.09272543859649124,NO
0.3249254385964912,YES
0.13295350877192985,YES
0.11398157894736842,YES
0.21252543859649126,YES
0.19079736842105266,NO
0.20237280701754387,NO
0.23347543859649122,YES
0.07501578947368422,NO
0.23462543859649126,YES
0.05295,NO
0.11532192982456141,NO
0.14497543859649126,NO
0.16141929824561405,NO
0.11527543859649124,NO
0.10228157894736842,YES
0.14901315789473685,NO
0.2675728070175439,YES
0.10645,NO
0.3204359649122807,YES
0.0723219298245614,NO
0.2680701754385965,NO
0.1600219298245614,NO
0.20912280701754388,NO
0.24012543859649121,YES
0.19597543859649125,NO
0.17422543859649126,YES
0.08995,NO
0.07735,NO
0.17975,YES
0.1078,NO
0.07675,NO
0.20795,YES
0.09135,NO
0.05485,NO
0.2724,YES
0.0955,NO
0.30676929824561405,YES
0.0764,NO
0.1632,NO
0.3038634502923977,NO
0.35169824561403507,NO
0.10304385964912281,NO
0.10949999999999999,NO
0.0699,NO
0.18365,NO
0.07255,NO
0.13185,NO
0.09955,NO
0.0892,NO
0.18835,NO
0.15725350877192984,NO
0.1897,YES
0.1767219298245614,NO
0.1437,YES
0.11884736842105265,NO
0.2111824561403509,NO
0.12375,YES
0.28882280701754387,YES
0.1116,YES
0.11065,YES
0.09673771929824562,NO
0.0324719298245614,NO
0.21012543859649124,YES
0.18657543859649123,NO
0.1391719298245614,YES
0.12492543859649125,NO
0.18842543859649125,NO
0.22585701754385967,NO
0.25152280701754387,NO
0.09297543859649124,NO
0.08975,YES
0.05718771929824562,NO
0.15254385964912281,YES
0.21032280701754388,NO
0.2447728070175439,YES
0.22511315789473685,NO
0.17572543859649126,NO
0.21692543859649122,NO
0.05775,NO
0.21799122807017546,YES
0.09795,NO
0.19549122807017544,YES
0.0993438596491228,NO
0.0823,NO
0.19405,YES
0.0881,NO
0.08245,NO
0.20985,YES
0.0928219298245614,NO
0.14667543859649124,NO
0.41233859649122806,YES
0.0795,NO
0.2640438596491228,YES
0.09911578947368421,NO
0.1122,NO
0.09464385964912281,NO
0.08139385964912281,NO
0.08875,NO
0.1053,NO
0.0827,NO
0.17785,NO
0.0451,NO
0.13315,NO
0.22493508771929827,NO
0.37767368421052633,NO
0.2301377192982456,NO
0.10800000000000001,NO
0.613280701754386,YES
0.3721824561403509,NO
0.16195,YES
0.10229736842105264,NO
0.2021824561403509,NO
0.0272,YES
0.24747280701754387,YES
0.06255,YES
0.0263,YES
0.05453771929824562,NO
0.013671929824561405,NO
0.13037543859649123,YES
0.12777543859649124,NO
0.030471929824561407,YES
0.11987543859649125,NO
0.15567543859649124,NO
0.20945701754385965,NO
0.23837280701754388,NO
0.10177543859649124,NO
0.0826,YES
0.06578771929824562,NO
0.0941938596491228,YES
0.21647280701754387,NO
0.20972280701754387,YES
0.11276315789473684,NO
0.10587543859649123,NO
0.10507543859649124,NO
0.0175,NO
0.13009122807017545,YES
0.0189,NO
0.12834122807017545,YES
0.1687438596491228,YES
0.1732228070175439,YES
0.3220508771929824,NO
0.0949438596491228,NO
0.35365175438596497,NO
0.0753,NO
0.1284719298245614,YES
0.33377280701754386,YES
0.0702,NO
0.0379,NO
0.24251666666666669,NO
0.0335,NO
0.10655,NO
0.11508771929824563,NO
0.12493157894736842,NO
0.050971929824561404,YES
0.0475,NO
0.1297219298245614,YES
0.09194736842105264,NO
0.1580219298245614,YES
0.05393771929824562,NO
0.051,NO
0.54635,NO
0.14189736842105266,NO
0.05965,NO
0.1176219298245614,NO
0.11008771929824562,NO
0.10243157894736842,NO
0.38405526315789473,NO
0.10377543859649124,NO
0.22357543859649126,YES
0.11910350877192984,YES
0.09273157894736841,YES
0.22847543859649122,YES
0.12234736842105265,NO
0.18297280701754387,NO
0.3429754385964912,YES
0.0732157894736842,NO
0.2587254385964912,YES
0.03825,NO
0.16087192982456142,NO
0.16352543859649124,NO
0.18891929824561404,NO
0.11217543859649123,NO
0.10898157894736842,YES
0.14391315789473685,NO
0.2992228070175439,YES
0.04105,NO
0.3528359649122807,YES
0.0764219298245614,NO
0.2751701754385965,NO
0.1599219298245614,NO
0.2079728070175439,NO
0.2184754385964912,YES
0.20122543859649122,NO
0.2517254385964912,YES
0.40100526315789475,NO
0.09387543859649124,NO
0.28402543859649126,YES
0.17210350877192984,YES
0.1529815789473684,YES
0.19352543859649124,YES
0.18854736842105263,NO
0.20737280701754388,NO
0.22192543859649122,YES
0.1206157894736842,NO
0.21627543859649123,YES
0.0544,NO
0.12262192982456141,NO
0.15832543859649123,NO
0.17491929824561403,NO
0.11757543859649124,NO
0.12863157894736843,YES
0.14936315789473686,NO
0.2624728070175439,YES
0.0984,NO
0.3330859649122807,YES
0.1154719298245614,NO
0.32037017543859647,NO
0.1589719298245614,NO
0.21522280701754387,NO
0.22212543859649125,YES
0.18722543859649124,NO
0.17702543859649122,YES
0.40920526315789474,NO
0.12512543859649122,NO
0.33317543859649124,YES
0.14255350877192985,YES
0.15243157894736842,YES
0.23502543859649122,YES
0.19244736842105264,NO
0.23022280701754388,NO
0.23877543859649125,YES
0.08141578947368422,NO
0.2652254385964912,YES
0.0511,NO
0.0829219298245614,NO
0.11327543859649124,NO
0.11916929824561404,NO
0.17187543859649124,NO
0.13673157894736843,YES
0.20401315789473684,NO
0.3202228070175439,YES
0.08865,NO
0.38008596491228075,YES
0.0964719298245614,NO
0.2931201754385965,NO
0.1897219298245614,NO
0.23487280701754387,NO
0.24277543859649126,YES
0.23312543859649126,NO
0.19917543859649123,YES
0.3775552631578947,NO
0.10677543859649125,NO
0.22487543859649123,YES
0.11595350877192984,YES
0.08588157894736842,YES
0.21722543859649124,YES
0.11214736842105263,NO
0.17692280701754387,NO
0.33162543859649124,YES
0.07646578947368421,NO
0.25037543859649125,YES
0.044000000000000004,NO
0.1517219298245614,NO
0.13332543859649124,NO
0.16256929824561406,NO
0.12252543859649123,NO
0.10418157894736842,YES
0.15606315789473685,NO
0.30242280701754387,YES
0.03195,NO
0.3617359649122807,YES
0.07262192982456141,NO
0.2687201754385965,NO
0.1655219298245614,NO
0.20387280701754387,NO
0.22117543859649125,YES
0.18862543859649122,NO
0.28332543859649123,YES
0.13649736842105265,NO
0.23823245614035088,NO
0.0514,YES
0.3274228070175439,YES
0.13255,YES
0.0771,YES
0.08208771929824563,NO
0.036471929824561405,NO
0.17202543859649122,YES
0.16872543859649125,NO
0.0650719298245614,YES
0.14107543859649124,NO
0.19457543859649123,NO
0.25935701754385965,NO
0.27527280701754386,NO
0.15507543859649126,NO
0.1133,YES
0.11748771929824561,NO
0.15479385964912282,YES
0.22452280701754387,NO
0.28177280701754387,YES
0.16556315789473686,NO
0.15082543859649122,NO
0.15072543859649123,NO
0.0509,NO
0.17249122807017545,YES
0.0593,NO
0.15684122807017545,YES
0.13899736842105265,NO
0.2444824561403509,NO
0.127,YES
0.3133728070175439,YES
0.1812,YES
0.12965,YES
0.08413771929824562,NO
0.048371929824561406,NO
0.21602543859649126,YES
0.16197543859649124,NO
0.1607219298245614,YES
0.13727543859649124,NO
0.14257543859649124,NO
0.17460701754385966,NO
0.18422280701754387,NO
0.16142543859649122,NO
0.14685,YES
0.12368771929824562,NO
0.3039438596491228,YES
0.19372280701754388,NO
0.3788228070175439,YES
0.18911315789473684,NO
0.14322543859649123,NO
0.21942543859649122,NO
0.0674,NO
0.22044122807017547,YES
0.1149,NO
0.21374122807017543,YES
0.044500000000000005,NO
0.07233157894736841,NO
0.06905,NO
0.1054,NO
0.0338,NO
0.0566219298245614,NO
0.04815,NO
0.02175,NO
0.1296,NO
0.06455,NO
0.03925,NO
0.0526,NO
0.2287938596491228,YES
0.1684,YES
0.28461929824561405,YES
0.09970350877192984,NO
0.03555,NO
0.0573938596491228,NO
0.02655,NO
0.5073745614035088,NO
0.0472719298245614,NO
0.02315,NO
0.03725,NO
0.11210350877192984,NO
0.02705,NO
0.12810964912280703,NO
0.02705,NO
0.15788157894736843,NO
0.07949385964912281,YES
0.29362280701754384,YES
0.27795087719298245,NO
0.10019385964912281,NO
0.32140175438596497,NO
0.03115,NO
0.17327192982456138,YES
0.21157280701754388,YES
0.0484,NO
0.07595,NO
0.1933166666666667,NO
0.0892,NO
0.08305,NO
0.11028771929824563,NO
0.13073157894736842,NO
0.1625219298245614,YES
0.02985,NO
0.0995219298245614,YES
0.09574736842105264,NO
0.1955219298245614,YES
0.07893771929824561,NO
0.05815,NO
0.5209,NO
0.14664736842105264,NO
0.0474,NO
0.0791219298245614,NO
0.07613771929824562,NO
0.09733157894736841,NO
0.09974736842105264,NO
0.1995324561403509,NO
0.06015,YES
0.29342280701754386,YES
0.14395,YES
0.0647,YES
0.05998771929824562,NO
0.015721929824561404,NO
0.17012543859649124,YES
0.12562543859649122,NO
0.0782219298245614,YES
0.11997543859649124,NO
0.16902543859649122,NO
0.20910701754385966,NO
0.23937280701754388,NO
0.08037543859649124,NO
0.10615,YES
0.04498771929824562,NO
0.19434385964912282,YES
0.20107280701754388,NO
0.29047280701754385,YES
0.12656315789473685,NO
0.08952543859649123,NO
0.13157543859649123,NO
0.01865,NO
0.16444122807017544,YES
0.0404,NO
0.15244122807017546,YES
0.1904438596491228,YES
0.16232280701754387,YES
0.3140008771929824,NO
0.0952938596491228,NO
0.32600175438596496,NO
0.0535,NO
0.1217719298245614,YES
0.3583228070175439,YES
0.05555,NO
0.05085,NO
0.21516666666666667,NO
0.0529,NO
0.08705,NO
0.10373771929824563,NO
0.11863157894736842,NO
0.06567192982456141,YES
0.0383,NO
0.1708719298245614,YES
0.09379736842105264,NO
0.1791219298245614,YES
0.05443771929824562,NO
0.03105,NO
0.538,NO
0.14224736842105262,NO
0.0363,NO
0.1047719298245614,NO
0.09148771929824562,NO
0.09328157894736841,NO
0.09698771929824562,NO
0.03295,NO
0.0670938596491228,NO
0.19611929824561403,NO
0.2751201754385965,NO
0.07007192982456141,NO
0.13634122807017546,NO
0.04345,NO
0.1048219298245614,NO
0.13226578947368423,YES
0.059793859649122816,NO
0.1069219298245614,YES
0.12050000000000001,NO
0.1402719298245614,NO
0.1339719298245614,NO
0.0707,NO
0.11932543859649124,NO
0.0829,NO
0.06665,NO
0.1123719298245614,NO
0.0847219298245614,NO
0.06135,YES
0.13637543859649123,YES
0.07905,YES
0.13143771929824563,YES
0.09521578947368421,NO
0.13621929824561405,YES
0.059500000000000004,NO
0.19814385964912282,YES
0.17352280701754388,YES
0.28150087719298245,NO
0.09674385964912281,NO
0.313201754385965,NO
0.0339,NO
0.09137192982456141,YES
0.37407280701754386,YES
0.04735,NO
0.05395,NO
0.19891666666666669,NO
0.05475,NO
0.08325,NO
0.10868771929824561,NO
0.1257815789473684,NO
0.0718219298245614,YES
0.0264,NO
0.1983219298245614,YES
0.09539736842105265,NO
0.1876219298245614,YES
0.06608771929824561,NO
0.02385,NO
0.52285,NO
0.14264736842105263,NO
0.03405,NO
0.0801219298245614,NO
0.07528771929824563,NO
0.09108157894736842,NO
0.10618771929824561,NO
0.03065,NO
0.09174385964912281,NO
0.17661929824561406,NO
0.2793201754385965,NO
0.0860219298245614,NO
0.17294122807017545,NO
0.0549,NO
0.09642192982456141,NO
0.11666578947368421,YES
0.08454385964912281,NO
0.1496719298245614,YES
0.1219,NO
0.1280219298245614,NO
0.1175719298245614,NO
0.04035,NO
0.11877543859649123,NO
0.0431,NO
0.04075,NO
0.1230719298245614,NO
0.0489719298245614,NO
0.0486,YES
0.12267543859649124,YES
0.06185,YES
0.17163771929824562,YES
0.12316578947368421,NO
0.14526929824561405,YES
0.0526,NO
