LOWERTRACED_RFUNDER_MULTI_LSA_SUM.csv,Associated
0.24977275119365427,YES
0.16742974423744872,NO
0.15077360277865487,NO
0.1480896747710767,NO
0.08831185008573036,NO
0.8748010576239185,NO
0.08965381408951945,NO
0.8583817333422639,NO
0.19993167957736285,NO
0.8736169717382222,NO
0.4040986116293979,YES
0.3611557635081475,YES
0.3062931174708882,YES
0.2965046741491326,YES
0.3950341750310174,NO
0.243457626469941,YES
0.3130954317408375,NO
0.05502132151958486,NO
0.05399511375198145,NO
0.09883409401881144,NO
0.2174771076728766,NO
0.10230502052415535,NO
0.0810728057333678,NO
0.045390756315922084,NO
0.039628205005533705,NO
0.12575231315363933,NO
0.679620645992607,YES
0.06149591908985658,NO
0.5177955749474538,YES
0.16482555265314974,NO
0.15929981851990066,NO
0.15906300134276136,NO
0.06465188672324763,NO
0.07136090937796022,NO
0.06267841024708723,NO
0.06662456583517525,NO
0.13198690408984065,NO
0.10948847489737921,NO
0.5987081104700304,YES
0.5932613153958277,YES
0.5803942487712619,YES
0.43175200058686014,YES
0.12212111643750422,NO
0.4215688619698724,YES
0.09172957870463397,NO
0.07404483738553837,NO
0.025260498894853177,NO
0.9340611674050261,YES
0.6129338857472739,YES
0.5968303177018051,YES
0.7566061626686826,YES
0.16624565835175248,NO
0.0737290811493527,NO
0.7896816284091308,YES
0.40941224687672434,NO
0.7914972267671986,YES
0.4161220668956697,NO
0.15787811809283236,NO
0.10775181559835809,NO
0.10601515629933692,NO
0.06086201452478687,NO
0.5783585778849437,YES
0.05873065993053363,NO
0.6869787231328123,YES
0.1577202399747395,NO
0.6042505892521681,YES
0.43285714741351,NO
0.39567685060264796,NO
0.571316256980924,NO
0.4272524742212144,NO
0.8001805232623043,YES
0.5311362759262982,NO
0.6961388434391278,YES
0.13964399281734302,NO
0.11975134993764612,NO
0.6003642359815394,YES
0.20769344853651772,NO
0.15867229286869328,NO
0.6448858652837182,YES
0.1418542864706427,NO
0.08422877336675885,NO
0.7466383123945486,YES
0.156379870699416,NO
0.6624103363920225,YES
0.12622515014368502,NO
0.2473160719924219,NO
0.24250078939059044,NO
0.1986896116198295,NO
0.13261841656221196,NO
0.21037737654409583,NO
0.10798943013973013,NO
0.32744400110993105,NO
0.11217320026919018,NO
0.24566313593784384,NO
0.1627739344821757,NO
0.14643354925956759,NO
0.30296970334861084,NO
0.15693244411274093,NO
0.6160731087317763,YES
0.27076256725767306,NO
0.5434491744090734,YES
0.4672817534358425,NO
0.4330222018096979,NO
0.9744237448689613,YES
0.2261619988964479,YES
0.18179824771236203,YES
0.9537417113988003,YES
0.5016202441210336,NO
0.4417054983048037,NO
1.0,YES
0.18140275505289716,NO
0.9849226397221346,YES
0.08407089524866601,NO
0.1763498579096937,NO
0.15235238395958323,NO
0.1513261761919798,NO
0.44028459524196817,NO
0.14730187890907814,YES
0.43917944841531836,NO
0.21874172734608482,YES
0.5009097925896159,NO
0.15661668787655525,YES
0.18684955012709986,NO
0.16427297923982487,NO
0.22931876389407174,NO
0.08880723879145098,NO
0.9708714872118724,YES
0.1522742422647696,NO
0.9353489106409852,YES
0.27827613042327287,NO
0.27906552101373705,NO
0.3119687560799023,YES
0.12874960530470475,NO
0.11982949163245975,NO
0.3369134987385698,YES
0.28182838808036154,NO
0.2699085901643527,NO
0.379619529682681,YES
0.21882943741169192,NO
0.39477582901959285,YES
0.2082516034994722,NO
0.16679823176507735,NO
0.11138301231449323,NO
0.09046416166719294,NO
0.2892486596307247,NO
0.15590464161667195,NO
0.27969703348610836,NO
0.2704452162930218,NO
0.22033486108320338,NO
0.19987369750552575,NO
0.2684031664928413,NO
0.23256483368576836,NO
0.40125760286795975,NO
0.26382470106814915,NO
0.32294128528735416,YES
0.3762339211502458,NO
0.26128988017210314,YES
0.12220723177464575,NO
0.09986747806450999,NO
0.056522758369932355,YES
0.2964313166397158,YES
0.23991095036248178,YES
0.05510185530709687,YES
0.1160499851690253,NO
0.09307871898651818,NO
0.10862253734056704,YES
0.08857042161431174,NO
0.047839461874826586,YES
0.07609805028497799,NO
0.13261841656221196,NO
0.13443401492027957,NO
0.13853884599069316,NO
0.13523217651730446,NO
0.2715655130400947,YES
0.13381127345446892,NO
0.26217176501357115,YES
0.19167360373549197,NO
0.2368323270596716,YES
0.009473484449802734,NO
0.05399511375198145,NO
0.052732088807238786,NO
0.02526129625908597,NO
0.06662695792787363,YES
0.027471589912385623,NO
0.06386409086124907,YES
0.39581718670761934,YES
0.1951540986116294,YES
0.6752056402356372,NO
0.7816426022141211,NO
0.7746170259589901,NO
0.5072233225848636,NO
0.3460855795083771,YES
0.4486274172096717,YES
0.4991715385621291,NO
0.08138935933378626,NO
0.5080916522343742,NO
0.07444272213770163,NO
0.15787811809283236,NO
0.11596147773918535,NO
0.10380486264603726,NO
0.2237300379864321,YES
0.7344370449043642,NO
0.34805905598453757,YES
0.6799690941623371,NO
0.3927385634048091,YES
0.6892049640707677,NO
0.1020713928039473,NO
0.09473006031263058,NO
0.12093782791604075,NO
0.11572785001897727,NO
0.5601914312050088,NO
0.13996214114622707,NO
0.4669644024711913,NO
0.1276516347561501,NO
0.11446881189539859,NO
0.6943152714387322,YES
0.08075465740448375,YES
0.05296810862014524,YES
0.702051299225281,YES
0.12994086746849615,NO
0.11486350719063067,NO
0.8828217444415741,YES
0.1115456746179828,NO
0.7498094299483627,YES
0.09788921740295281,NO
0.2297916008841175,NO
0.13703820650457849,NO
0.14943163877486582,NO
0.12773057381519654,NO
0.0786233028102305,YES
0.12244165685908663,NO
0.22663403852226083,YES
0.1262307316933146,NO
0.14508999052731292,YES
0.14430538412224553,NO
0.11186143085416847,NO
0.2761336127297605,NO
0.13041210973007628,NO
0.6862634874159977,YES
0.24440011099310122,NO
0.7387579616818645,YES
0.08264919482159773,NO
0.027076097252920747,NO
0.9332781557284242,YES
0.89003151183448,YES
0.8736911266118719,YES
0.790398458854411,YES
0.16269340069466376,NO
0.08162298705399433,NO
0.8352358443927754,YES
0.15448533328230202,NO
0.8263157307205303,YES
0.09149196416326193,NO
0.16940322071360914,NO
0.12882854436375119,NO
0.12732870224186926,NO
0.06449321124092201,NO
0.8352478048562673,YES
0.059283233343858543,NO
0.8942152819639402,YES
0.14501105146826648,NO
0.8395105140447738,YES
0.17406221992581322,NO
0.15132777092044536,NO
0.2427392012961953,NO
0.10996370398012331,NO
0.835551600628961,YES
0.1904026051484214,NO
0.7643485693690937,YES
0.09559520050520999,NO
0.07641300915693085,NO
0.4686675724724351,YES
0.14169800308101538,YES
0.17114227210532862,YES
0.3137101995643202,YES
0.16885064730028415,NO
0.11769813703820652,NO
0.3196306289928014,YES
0.3158590961716949,NO
0.36138939122835556,YES
0.30954397144798157,NO
0.10672560783075466,NO
0.057704452162930214,NO
0.03931165140511525,NO
0.15022102936533,NO
0.14635540756475396,YES
0.1455636248815914,NO
0.2837093703055181,YES
0.12961793495421536,NO
0.21203270469137225,YES
0.3673273626699582,NO
0.3315679689219317,NO
0.5145487077915245,NO
0.364248739367148,NO
0.32594575371651474,YES
0.4861306465348146,NO
0.2571108942280398,YES
0.10144227242427435,NO
0.1032578707823419,NO
0.23389643195453114,YES
0.13159699298000532,YES
0.09796895382623202,YES
0.22181875592042943,YES
0.09789001476718562,NO
0.08936459639017265,NO
0.40243132301862966,YES
0.6349634647708535,NO
0.27415535206820335,YES
0.6252539605081443,NO
0.2153457530786233,NO
0.08935901484054311,NO
0.10783075465740449,NO
0.12812367438196304,NO
0.12686064943722036,YES
0.12567656355152407,NO
0.2875016345966772,YES
0.09591653829102521,NO
0.21495663933302078,YES
0.6565927669495716,NO
0.6199650435520344,NO
0.8032615386578127,NO
0.6422258582031238,NO
0.22805494158509632,YES
0.742794219428258,NO
0.32617619197979164,YES
0.3117534677370484,NO
0.29233445921163,NO
0.10270290527631862,YES
0.31102387946404364,YES
0.2387946404365729,YES
0.14327758162617654,YES
0.2950973262782546,NO
0.2646268494863379,NO
0.18235241585415252,YES
0.14524786864540573,NO
0.11043893306286741,YES
0.10159456899273762,NO
0.18605936217240293,NO
0.20524155352068207,NO
0.18882222923902753,NO
0.354933133035438,NO
0.20840310270370266,YES
0.3509861800831172,NO
0.246214911986936,YES
0.33993471181661894,NO
0.2389525185546657,YES
0.08485948847489738,NO
0.11698768550678877,NO
0.11682980738869593,NO
0.07001894537417115,NO
0.14154092232715537,YES
0.08328070729396905,NO
0.1168329968456271,YES
0.0844647931796653,NO
0.07096621408272814,NO
0.19016419324281658,YES
0.368578427151209,YES
0.39533876816794405,YES
0.1943479633722766,YES
0.06709820018945375,NO
0.05217871802968109,NO
0.21992421850331545,YES
0.1664856649858229,NO
0.22955478370697824,YES
0.1274897698168933,NO
0.1039627407641301,NO
0.07143984843700664,NO
0.04507420271550363,NO
0.13372276602462901,NO
0.34110763460305615,YES
0.12953899589516893,NO
0.5614265484016037,YES
0.06007262393432271,NO
0.47190965544296776,YES
0.1539343545974427,NO
0.13688351784341685,NO
0.25718664383015505,NO
0.1279634041711718,NO
0.1853489106409852,YES
0.2029555102652672,NO
0.1747710767287654,YES
0.24330851935840886,NO
0.20415474607138645,NO
0.11462110846386186,NO
0.17200980439060642,NO
0.05896907183613846,NO
0.08115094742818141,NO
0.24907107066879725,NO
0.20739124749228954,NO
0.21021630896907184,NO
0.12346387780552605,NO
0.06757342927219782,NO
0.10459744269343259,NO
0.3231765077360278,YES
0.25552573413324914,YES
0.3005209977897063,YES
0.2335200760366533,NO
0.06173193890276303,NO
0.23596718686709217,NO
0.04752290827440812,NO
0.29548723738808996,NO
0.06638934338650158,NO
0.05810233691509348,NO
0.08036315156618283,NO
0.1015977584496688,NO
0.06425958352071395,NO
0.1386185824139724,NO
0.06425958352071395,NO
0.17177298721346718,NO
0.09543811975134994,YES
0.22576650623698302,YES
0.21487291608857761,NO
0.15203981718032872,NO
0.08580994664038555,NO
0.046811659378757586,NO
0.2573421298555495,YES
0.0962275103418141,YES
0.07404563474977116,NO
0.10956741395642565,NO
0.039707144064580126,NO
0.13048626460372592,NO
0.12077676034101674,NO
0.10838332807072941,NO
0.11296179349542154,NO
0.24037023216057002,YES
0.06868017082731324,NO
0.14090701776208564,YES
0.04807707641619862,NO
0.2924700111312047,YES
0.09078310736030977,NO
0.08146510893590149,NO
0.022655509946321435,NO
0.09654246921376697,NO
0.06449321124092201,NO
0.10869988167114786,NO
0.05446795074202716,NO
0.06820414438033635,NO
0.022497631828228608,NO
0.0,NO
0.6427776342522159,YES
0.2174771076728766,YES
0.2169245342595516,YES
0.6499610886254398,YES
0.02897063467003473,NO
0.0006315124723713286,NO
0.7056131252531632,YES
0.07720239974739501,NO
0.6574602992348494,YES
0.06828228607514998,NO
0.14572150299968423,NO
0.12590779917903377,NO
0.13214398484370066,NO
0.005762551310388383,NO
0.157246605620461,YES
0.005288916956109883,NO
0.2687874960530471,YES
0.07167666561414589,NO
0.212819703189138,YES
0.023287022418692772,NO
0.020208399115882538,NO
0.08659614777391854,NO
0.019103252289232712,NO
0.6550921274634569,YES
0.05344174297442375,NO
0.636146753292317,YES
0.4858922346292097,YES
0.2337608800349565,YES
0.6943910210408476,NO
0.511091336478138,NO
0.4598598871570138,NO
0.5047004621523095,NO
0.39132324189160317,YES
0.543201991496908,YES
0.5079369635732125,NO
0.10980821795472885,NO
0.49680655624766773,NO
0.11304471937563192,NO
0.12709188506473001,NO
0.09804231133564889,NO
0.09385854120618883,NO
0.30275361764152425,YES
0.44880841889051554,NO
0.46884139787518386,YES
0.4117860001977463,NO
0.4818663426178425,YES
0.4188905155119238,NO
0.07854835057234806,NO
0.0895208797797999,NO
0.12946404365728648,NO
0.08683695177222175,NO
0.5717986623417632,NO
0.11857045350888105,NO
0.48441312397738046,NO
0.08738553836438269,NO
0.04167982317650774,NO
0.09978216009160121,NO
0.16877250560547058,NO
0.07191428015551793,NO
0.11833283896750903,NO
0.052573413324913165,NO
0.058257025576255145,NO
0.17319548500476822,NO
0.15693084938427537,YES
0.08825705747082446,NO
0.14461635617303442,YES
0.17990211556678248,NO
0.19726870855699402,NO
0.1873223871171456,NO
0.10127881275655194,NO
0.0752297206354674,NO
0.12053994316387749,NO
0.10285839130171308,NO
0.15322071360909378,NO
0.11754105628434648,NO
0.08651720871487213,YES
0.09417429744237449,YES
0.11446163561730344,YES
0.14177455004736345,YES
0.13033157594256428,NO
0.06622987053994316,YES
0.11549103284183805,NO
0.3146550761801788,YES
0.0680494557191747,YES
0.228451231608794,NO
0.1146984527944427,NO
0.04096937164508999,NO
0.0591269499542313,NO
0.15993452044920314,YES
0.38467402155435,YES
0.08036155683771726,NO
0.1545706512552108,NO
0.05652196100569956,NO
0.15583367619995347,NO
0.12109251657720242,NO
0.10585727818124409,NO
0.10514682664982634,NO
0.12906934836205436,YES
0.03133880644142722,NO
0.3287851677494873,YES
0.015629933691190402,NO
0.31189220911355425,YES
0.038601199873697506,NO
0.10704933770926825,NO
0.10547055652833992,NO
0.16996376776926198,NO
0.12315290575473715,NO
0.118252305179997,NO
0.13286241001744636,NO
0.06631040432745516,NO
0.12583125221268576,NO
0.06196955344413507,NO
0.561302159581288,NO
0.8316931551064802,NO
0.7722520436445289,NO
0.5661174421831194,NO
0.1342777315306523,NO
0.10025499708164692,NO
0.582536766464774,NO
0.13230186296179353,YES
0.5499349350786041,NO
0.21210925165772027,YES
0.1821124092200821,NO
0.17792863909062206,NO
0.16143037574992108,NO
0.0772837308991398,NO
0.7680682735150688,NO
0.0816253791466927,NO
0.7556748412447815,NO
0.19403459922878935,NO
0.7548065115952709,NO
0.066387748658036,YES
0.07254499526365646,YES
0.08730659930533628,YES
0.20524155352068207,YES
0.5970615533293147,NO
0.08051784022734448,YES
0.5272004860732363,NO
