NONETRACED_SUM_MULTI_VSM_SUM.csv,Associated
0.5703745529832485,NO
0.21895351025785798,NO
0.6830980613589309,NO
0.20047054394880476,NO
0.5495012234142669,NO
0.35642763034067376,NO
0.528722002635046,NO
0.7149256540560887,NO
0.2931112365894974,NO
0.7565029173724827,YES
0.7059664972708449,NO
0.6430077169207603,YES
0.6047054394880481,NO
0.144532279314888,NO
0.7435347261434216,YES
0.7785055524185959,YES
0.5823263692828908,YES
0.9328627893845284,YES
0.6155467720685112,NO
0.18755881799360052,NO
0.9137398833051006,YES
0.6009410878976096,NO
0.6727272727272727,YES
0.32738565782044043,NO
0.6306982872200262,NO
0.7369471108601543,NO
0.25343497082627514,NO
0.2994165255034819,NO
0.7362507058159231,YES
0.3204404291360813,NO
0.7871447393186524,YES
0.2892527762092979,NO
0.6927912667043101,YES
0.5452663278750234,NO
0.8053453792584226,NO
0.8443064182194615,NO
0.3709392057218144,NO
0.798437794089968,YES
0.7765857331074721,NO
0.6584415584415584,YES
0.3616977225672877,NO
0.10487483530961787,NO
0.6315076228119706,YES
0.40824392998306036,NO
0.32155091285526055,NO
0.7989459815546771,YES
0.4042348955392433,NO
0.09345002823263691,NO
0.8202145680406548,YES
0.2854884246188593,NO
0.6480331262939957,YES
0.16354225484660267,NO
0.44839073969508747,NO
0.4626011669489929,NO
0.131055900621118,NO
0.17899491812535284,NO
0.46640316205533583,NO
0.16341050254093725,NO
0.5962168266516091,NO
0.12936194240542065,NO
0.4591191417278373,NO
0.3223226049313005,NO
0.4452098626011669,NO
0.6522492000752869,NO
0.2555994729907773,NO
0.6690005646527385,YES
0.6369094673442499,NO
0.5710521362695276,YES
0.16670431018257104,NO
0.0,NO
0.16312817617165443,YES
0.275098814229249,YES
0.1911725955204216,YES
0.22352719744024085,YES
0.15966497270845093,NO
0.01059664972708449,NO
0.23265575004705435,YES
0.14669678147939014,NO
0.12330133634481459,YES
0.07052512704686616,NO
0.191605495953322,NO
0.2431018257105213,NO
0.08420854507811025,NO
0.06640316205533596,NO
0.24584980237154147,YES
0.0748353096179183,NO
0.24504046677959718,YES
0.07447769621682664,NO
0.22431771127423294,YES
0.08863165819687556,NO
0.2091285526068134,NO
0.18236401279879533,NO
0.05862977602108037,NO
0.18712591756070013,YES
0.16798418972332013,NO
0.1477131564088086,YES
0.44987765857331075,YES
0.04206662902315074,YES
0.36613965744400523,NO
0.31023903632599276,NO
0.20408432147562577,NO
0.38833051006964037,NO
0.3291360813099943,YES
0.2431018257105213,YES
0.3751552795031055,NO
0.21238471673254278,NO
0.2482589873894221,NO
0.11900997553171462,NO
0.3220026350461132,NO
0.36924524750611704,NO
0.13564840956145302,NO
0.15548654244306415,YES
0.2821946169772256,NO
0.30415960850743456,YES
0.2270656879352531,NO
0.2681159420289854,YES
0.2160737812911726,NO
0.17261434217955957,NO
0.31349520045172213,NO
0.29616036137775265,NO
0.13918690005646522,NO
0.35529832486354224,NO
0.30438546960286084,NO
0.2695652173913043,NO
0.4583286278938452,NO
0.12540937323546014,NO
0.7076039902126858,YES
0.5048936570675701,YES
0.38168642951251636,YES
0.9131375870506304,YES
0.49689440993788814,NO
0.12550348202522116,NO
0.9999999999999999,YES
0.3408808582721625,NO
0.7113683418031244,YES
0.2020139281008846,NO
0.6088838697534349,NO
0.6140598531902879,NO
0.23916807829851305,NO
0.21379634857895724,NO
0.5518351214003386,YES
0.20414078674948233,NO
0.6640692640692639,YES
0.19542631281761713,NO
0.5261434217955956,YES
0.35721814417466585,NO
0.5251458686241294,NO
0.7150385846038019,NO
0.29030679465462067,NO
0.7640504423113117,YES
0.7089591567852436,NO
0.7018068887634105,YES
0.5000564652738565,NO
0.10873329568981742,NO
0.6410126105778279,YES
0.5870694522868435,YES
0.4332015810276678,YES
0.7598908338038771,YES
0.5129681912290607,NO
0.1716356107660455,NO
0.7434406173536607,YES
0.4626576322228495,NO
0.552644456992283,YES
0.2517221908526256,NO
0.5059664972708451,NO
0.5774138904573686,NO
0.1934500282326369,NO
0.24334650856389983,NO
0.5562770562770563,YES
0.26992283079239593,NO
0.5871447393186523,YES
0.26186711838885746,NO
0.5084509693205345,YES
0.42746094485224917,NO
0.6294184076792771,NO
0.6773197816676076,NO
0.29437229437229434,NO
0.6617353660831921,YES
0.6292301900997552,NO
0.5344438170525125,YES
0.39644268774703545,NO
0.09589685676642197,NO
0.6395633352155091,YES
0.4331262939958592,YES
0.34071146245059275,YES
0.739958592132505,YES
0.43071710897797844,NO
0.12625635234330884,NO
0.7192546583850931,YES
0.30747223790702044,NO
0.5779032561641256,YES
0.17050630528891397,NO
0.402936194240542,NO
0.4485789572746094,NO
0.10173160173160169,NO
0.21799360060229617,NO
0.4660267268962921,YES
0.22448710709580266,NO
0.5786561264822133,YES
0.18507434594391114,NO
0.4624505928853754,YES
0.3252587991718426,NO
0.46480331262939956,NO
0.6325992847731977,NO
0.24656502917372475,NO
0.630284208545078,YES
0.6098061358930923,NO
0.5073969508752116,YES
0.40918501788066997,NO
0.1142104272539055,NO
0.6758140410314322,YES
0.45951439864483345,YES
0.3501411631846414,YES
0.866704310182571,YES
0.4521927348014303,NO
0.10214568040654994,NO
0.9592508940335026,YES
0.30289855072463756,NO
0.6869376999811782,YES
0.17878787878787872,NO
0.5672501411631845,NO
0.5531902879728966,NO
0.20681347637869368,NO
0.19062676453980798,NO
0.5102202145680406,YES
0.17635987201204584,NO
0.636344814605684,YES
0.16305288913984567,NO
0.4958592132505175,YES
0.3275926971579145,NO
0.4746659137963485,NO
0.6810841332580463,NO
0.26672313194052316,NO
0.7276868059476753,YES
0.669546395633352,NO
0.6894409937888197,YES
0.32130623000188213,NO
0.06173536608319215,NO
0.3140974967061923,YES
0.5115753811405984,YES
0.37716920760399014,YES
0.4243177112742329,YES
0.31200828157349886,NO
0.07176736307171087,NO
0.4162431771127423,YES
0.32877846790890264,NO
0.26073781291172593,YES
0.17534349708262748,NO
0.3360624882364012,NO
0.42642574816487855,NO
0.1594579333709768,NO
0.17174854131375866,NO
0.44144551101072826,YES
0.17999247129681906,NO
0.4487483530961792,YES
0.1494259363824581,NO
0.42563523433088646,YES
0.2491624317711274,NO
0.43617541878411437,NO
0.3817617165443251,NO
0.16480331262939957,NO
0.3608695652173913,YES
0.3455486542443063,NO
0.2866365518539431,YES
0.3874835309617918,NO
0.08637304724261245,NO
0.5305100696405044,YES
0.6121400338791643,YES
0.5074722379070205,YES
0.6679277244494636,YES
0.3936758893280632,NO
0.09081498211932994,NO
0.6374929418407679,YES
0.3565029173724826,NO
0.49785431959345006,YES
0.19053265575004702,NO
0.37760210803689065,NO
0.462507058159232,NO
0.10715226802183324,NO
0.2030867683041595,NO
0.589365706757011,YES
0.20587238848108408,NO
0.7303406738189347,YES
0.14963297571993223,NO
0.6235836627140974,YES
0.32804441934876716,NO
0.5097308488612836,NO
0.5883869753434969,NO
0.22774327122153204,NO
0.5662902315076228,YES
0.5473367212497646,NO
0.4505364201016374,YES
0.29376999811782417,NO
0.04872953133822695,NO
0.29578392621870875,NO
0.3428947863730471,NO
0.21061547148503662,NO
0.3796725014116318,NO
0.2890457368718238,NO
0.07302842085450777,NO
0.4606248823640128,NO
0.20754752493882928,NO
0.23926218708827396,NO
0.12076039902126855,NO
0.4341238471673253,YES
0.4426312817617164,YES
0.25597590814982113,YES
0.11597967250141163,NO
0.2968755881799359,NO
0.1342932429888951,NO
0.2606248823640127,NO
0.15943911161302465,NO
0.2440805571240353,NO
0.14349708262751737,NO
0.29499341238471666,NO
0.27974778844344056,NO
0.12147562582345188,NO
0.33359683794466394,NO
0.2742894786373047,NO
0.3304724261245999,NO
0.24185958968567656,YES
0.085940146809712,YES
0.2320722755505364,NO
0.2287220026350461,NO
0.1293807641633728,NO
0.21887822322604927,NO
0.2835121400338791,YES
0.08430265386787124,YES
0.20359495576886877,NO
0.15966497270845093,NO
0.11405985319028793,NO
0.09328063241106717,NO
0.1890457368718238,NO
0.24665913796348576,NO
0.07058159232072274,NO
0.20184453227931487,YES
0.18626011669489928,NO
0.17577639751552793,YES
0.1471861471861472,NO
0.2073216638434029,YES
0.16134010916619607,NO
0.11765480895915677,NO
0.20523244871070956,NO
0.18968567664219838,NO
0.07818558253340861,NO
0.20698287220026346,NO
0.17965367965367962,NO
0.14445699228307918,NO
0.38364389233954443,NO
0.07208733295689816,NO
0.4689064558629775,YES
0.6201204592508939,YES
0.49792960662525876,YES
0.6046113306982871,YES
0.39132316958403907,NO
0.08388857519292299,NO
0.604498400150574,YES
0.31390927912667044,NO
0.4182194616977225,YES
0.17876905702992651,NO
0.43169584039149256,NO
0.5124600037643515,NO
0.1876905702992659,NO
0.17046866177300957,NO
0.5733295689817428,YES
0.17632222849614154,NO
0.6550724637681159,YES
0.17890080933559194,NO
0.5749294184076792,YES
0.2578769057029926,NO
0.45701110483719165,NO
0.48674948240165616,NO
0.19185017880670047,NO
0.5170336909467342,YES
0.46728778467908894,NO
0.4175042348955392,YES
0.47252023338979854,YES
0.028006775832862763,YES
0.33805759457933365,NO
0.2873894221720308,NO
0.17694334650856386,NO
0.3329945416901938,NO
0.3069828722002635,YES
0.2757952192734801,YES
0.3003764351590438,NO
0.1904197252023338,NO
0.19920948616600787,NO
0.1092226613965744,NO
0.26188594014680966,NO
0.3265198569546396,NO
0.09888951628082061,NO
0.1672124976472802,YES
0.25471485036702424,NO
0.356352343308865,YES
0.20498776585733103,NO
0.29179371353284395,YES
0.19864483342744205,NO
0.13835874270656878,NO
0.2770939205721814,NO
0.2570863918690005,NO
0.10811217767739505,NO
0.3157726331639375,NO
0.2619424054206662,NO
0.2148315452663278,NO
0.2993035949557688,NO
0.04233013363448143,NO
0.2687935253152644,NO
0.347656691134952,NO
0.21742894786373046,NO
0.3513645774515338,NO
0.2678336156597026,NO
0.08834933182759268,NO
0.35072463768115936,NO
0.3016939582156973,YES
0.21010728402032747,NO
0.17312252964426872,YES
0.29209486166007903,NO
0.3645209862601166,NO
0.13293807641633726,NO
0.15055524185958963,NO
0.29902126858648587,NO
0.18358742706568787,NO
0.2742330133634481,NO
0.15648409561453036,NO
0.27302842085450774,NO
0.22422360248447204,YES
0.3731037078863165,YES
0.3313758705063053,YES
0.17090156220591002,YES
0.30022586109542626,NO
0.29305477131564084,YES
0.24242424242424238,NO
0.42904197252023335,YES
0.013551665725578754,YES
0.24600037643515899,NO
0.23071710897797848,NO
0.12898550724637675,NO
0.22283079239600978,NO
0.2369471108601543,YES
0.2692076039902126,YES
0.19252776209297945,NO
0.14658385093167697,NO
0.11436100131752301,NO
0.08038772821381517,NO
0.1900056465273856,NO
0.25804630152456237,NO
0.0691323169584039,NO
0.14571805006587613,YES
0.19102202145680403,NO
0.35002823263692817,YES
0.13803877282138144,NO
0.26969696969696966,YES
0.15322793148880104,NO
0.08810464897421418,NO
0.20598531902879724,NO
0.17466591379634855,NO
0.0683229813664596,NO
0.21951816299642385,NO
0.17483530961791827,NO
0.13709768492377183,NO
0.3682853378505551,NO
0.05729343120647466,NO
0.3443064182194616,NO
0.3766986636551853,NO
0.24321475625823447,NO
0.4407114624505928,NO
0.338584603801995,NO
0.12877846790890268,NO
0.4178430265386786,NO
0.32411067193675885,YES
0.2764163372859024,NO
0.2194993412384716,YES
0.34071146245059286,NO
0.41338226990400895,NO
0.14569922830792392,NO
0.17229437229437228,NO
0.3378881987577639,NO
0.21195181629964238,NO
0.2967438358742706,NO
0.21276115189158662,NO
0.2876529267833615,NO
0.24818370035761333,YES
0.4086768304159608,YES
0.37583286278938444,YES
0.22286843591191413,YES
0.38746470920383963,NO
0.355185394315829,YES
0.29062676453980796,NO
