NONETRACED_RFNONE_SINGLE_LSA_SUM.csv,Associated
0.14908313461064057,NO
0.33800751862201006,NO
0.11117506783981582,NO
0.18027781354872444,NO
0.3501217160331589,YES
0.16854528782855183,NO
0.2791773268397429,YES
0.3006130019719704,NO
0.22986565466779824,NO
0.21410385503923,NO
0.05972851661590642,NO
0.2263623429676991,NO
0.10849405693734845,NO
0.21602772860350053,NO
0.2479562722156973,NO
0.23686141749142406,NO
0.29453107909137316,YES
0.13472234935992417,YES
0.29634014084616306,YES
0.3800767377310394,YES
0.32226899165752565,NO
0.12112490749116026,YES
0.23395388599187317,NO
0.29563265185801185,NO
0.23461172662997862,NO
0.16906504399309266,NO
0.14661623221774528,NO
0.6149506697096968,NO
0.15582600115122114,NO
0.11049085151574861,NO
0.21953724634735536,NO
0.16561138064303924,NO
0.2667543787517474,YES
0.25519251923485686,NO
0.1276210837924513,YES
0.09431790148836446,NO
0.10736921150662573,NO
0.038072526930351125,NO
0.6491025284973772,NO
0.1095040905585905,NO
0.5243532914528813,NO
0.23978291258942522,NO
0.13905416790141079,NO
0.21667626017597238,NO
0.643060944901192,YES
0.31796044578012295,YES
0.39116848943343474,YES
0.3486974289912231,YES
0.14357371926650772,NO
0.23570088730910596,YES
0.12679878299481953,NO
0.14974407827062386,NO
0.1877405811649675,NO
0.25407077682601203,NO
0.3636338248002818,NO
0.46349682638437445,NO
0.13477510073184773,NO
0.18540555720188107,NO
0.3166013221976221,NO
0.33055095704952264,NO
0.40329199591021714,YES
0.1662164699092211,NO
0.3423362341416188,YES
0.3252028988430383,NO
0.16821636750949914,NO
0.4446925138045686,NO
0.11891090138131019,NO
0.13225544696702884,NO
0.04273326579089046,NO
0.23927246549051798,NO
0.25069934355572177,NO
0.2861730896633687,NO
0.36346005557512184,YES
0.4583628766874621,YES
0.5408489557555626,YES
0.3134408944150261,YES
0.3834807527310471,NO
0.1650916244784984,YES
0.28261082054759024,NO
0.15325669903635658,NO
0.04358194227448402,NO
0.13573858902492195,NO
0.2687310036879415,NO
0.16427242670274447,NO
0.22584258680315825,NO
0.03461886358029767,NO
0.10619161470397949,NO
0.11723371805632918,NO
0.67225262321712,YES
0.034783323739824026,NO
0.2864694282527039,YES
0.17454808365126379,NO
0.15327686867856263,NO
0.18406039721783057,NO
0.17880387815674295,NO
0.10100801665702146,NO
0.09917257921626976,NO
0.20467997759618206,NO
0.3110065737518482,NO
0.49757266113604726,NO
0.29317971306356694,YES
0.48920225962053143,YES
0.5223440847869698,YES
0.11926309436444682,YES
0.11345113438722301,NO
0.1552007422428332,YES
0.09730766306767846,NO
0.07277362059041198,NO
0.037470540686047105,NO
0.4193470311062428,YES
0.18011645641107596,YES
0.13231130136083025,YES
0.2965542493557351,YES
0.1843334631430819,NO
0.08795980966063803,NO
0.3465237621657851,YES
0.15805241934858263,NO
0.33289994461105954,YES
0.1650419761284527,NO
0.19113218407746385,NO
0.10788586464928873,NO
0.13710702167305633,NO
0.1366167442163551,NO
0.0665241345284105,YES
0.36712317290193053,NO
0.21070294306110007,YES
0.31508859903216746,NO
0.1865862570264052,YES
0.10489920609185255,NO
0.12822927608051102,NO
0.37325164111069564,NO
0.17663641737506072,NO
0.3109150346064515,YES
0.20727565539700837,NO
0.23356600825714127,YES
0.225892235153204,NO
0.17414003627432575,NO
0.40460767718642804,YES
0.1621577172929858,NO
0.11109283776005263,NO
0.3423796764479088,YES
0.2902551149436879,NO
0.0905911722130597,NO
0.43285913987336566,YES
0.14192911767124416,NO
0.3606347541553342,YES
0.1105172272017104,NO
0.2532686456705863,NO
0.341343267140705,NO
0.20261491653646904,NO
0.23408886744355994,NO
0.1649535400049338,NO
0.3635841764502361,NO
0.28690074829372586,NO
0.19727616739561823,NO
0.2017103856590741,NO
0.2261653010784553,NO
0.14708323701036255,NO
0.325660594570022,NO
0.1735349470081439,NO
0.31236569733434905,YES
0.33865605019448186,NO
0.4228953366235708,YES
0.1901252534780996,NO
0.07686185191448693,NO
0.20390422212671813,YES
0.23013561757117168,YES
0.18392231274426601,YES
0.35302614451083186,YES
0.10177446306085183,NO
0.1324524888562727,NO
0.41672808064133254,YES
0.2073315097908098,NO
0.24587104151377817,YES
0.07491160266425459,NO
0.24140424152060483,NO
0.21640629727259894,NO
0.3239430719606289,NO
0.16200256619909298,NO
0.179017986666315,YES
0.191881563860966,NO
0.33101175579838427,YES
0.11654950173226197,NO
0.17320602668909119,YES
0.1974902759051903,NO
0.4066991139321028,NO
0.2572451682070584,NO
0.18845117317499652,NO
0.3398398530408838,YES
0.23904904791531237,NO
0.2718060983688966,YES
0.16594340398396978,NO
0.19779592356015907,NO
0.30400460488446673,YES
0.14527417525557265,NO
0.353193707692236,NO
0.43859507581458207,YES
0.402370398412494,NO
0.219287453086188,NO
0.37447578324150976,YES
0.1156154921470274,NO
0.4212941773345973,YES
0.10459666145876163,NO
0.1693939643121454,NO
0.1737288858755099,NO
0.12090769595971038,NO
0.4566453540780689,NO
0.15804621330482693,NO
0.12087821725187073,NO
0.27736205904119726,NO
0.05904119726996136,NO
0.2038483677329167,NO
0.33792218552036896,NO
0.14543863541509902,NO
0.36770964403684525,NO
0.2245470751691535,NO
0.3464648047501059,YES
0.27958227119480306,NO
0.2822431124550644,YES
0.0543013313515367,NO
0.0,NO
0.029602828714743856,YES
0.4879486387818778,YES
0.3204661359464914,YES
0.028122687279006662,YES
0.04788738513000887,NO
0.008443322529645494,NO
0.44072219731185214,YES
0.0795987172107557,NO
0.0360726293300731,YES
0.11315169277600992,NO
0.2961493050006749,NO
0.2825254874459492,NO
0.34886188915074945,NO
0.16095995084813347,NO
0.1517439758709019,YES
0.15947980941239628,NO
0.15747370576836253,YES
0.11114869215385403,NO
0.10004763138582509,YES
0.40059702140929937,NO
0.04358194227448402,NO
0.15087202672322442,NO
0.04468041201924494,NO
0.3038851385421693,YES
0.2641943857025164,NO
0.11482577307911312,YES
0.2955938640845387,YES
0.17965565766221434,YES
0.3147239939615194,NO
0.31385825085759766,NO
0.13587357047660867,NO
0.10870816544692051,NO
0.22827380444445824,YES
0.3971511156139407,YES
0.3020171193717001,NO
0.21786626906613007,NO
0.1251278057135942,NO
0.3502660065504792,NO
0.3773134967488088,NO
0.22504355866961043,NO
0.25892545455391736,NO
0.20942294653648458,YES
0.2491695537699389,NO
0.3699655409420464,YES
0.09934014239767398,NO
0.41650776608800477,YES
0.09344595234068698,NO
0.17735011240696755,NO
0.12315738682115579,NO
0.1814879920810882,NO
0.20709102559527598,NO
0.3035205334715212,NO
0.21682055069329267,NO
0.20640680927120877,NO
0.05386070224488118,NO
0.10218871648154557,NO
0.2526666594262823,YES
0.07976317737028206,YES
0.06633329868292237,YES
0.2917554260216311,YES
0.14933603089368586,NO
0.13363008565891896,NO
0.44903208990074983,YES
0.062001480141435736,NO
0.310474405499796,YES
0.06329078573168481,NO
0.23501356796316095,NO
0.293544318134215,NO
0.1668184561535251,NO
0.1315184792710381,NO
0.07754296521667627,YES
0.0949788451483477,NO
0.5420265525582088,YES
0.12995610775553776,NO
0.14678069237727162,YES
0.26679316652522056,NO
0.07784550984976721,NO
0.2799965246154968,NO
0.2523206724869014,NO
0.22876408190115943,YES
0.20039470438286328,NO
0.3299924131115086,YES
0.5627050903522396,NO
0.023846723131321437,NO
0.35208282585996376,YES
0.24450260886564387,YES
0.1654205447975511,YES
0.6066392256098602,YES
0.3047539846679689,NO
0.09618281763695577,NO
0.3430437231297699,YES
0.27959158026043657,NO
0.22514595839157966,YES
0.19845686722014233,NO
0.24968310389072398,NO
0.14535640533533584,NO
0.25239979954478664,NO
0.35761085933536374,NO
0.10985938656360497,YES
0.13497214262109158,NO
0.20231547492525598,YES
0.23978911863318095,NO
0.19187535781721032,YES
0.16034865553819588,NO
0.19872683012351577,NO
0.26291904371071767,NO
0.21769870588472587,NO
0.2968273152809864,YES
0.19288539143845237,NO
0.2226557833346004,YES
0.15728286992287444,NO
0.27693694504393096,NO
0.49497543182428205,YES
0.22693485050416348,YES
0.3196671078129436,YES
0.3956182228062799,YES
0.3421981496680542,NO
0.366488604927909,NO
0.2776646036742882,YES
0.19960808833682683,NO
0.321164315869009,YES
0.1775145725664939,NO
0.18439242055876118,NO
0.055751994079434264,NO
0.06762260427317145,NO
0.2762465226761081,NO
0.16972598765307595,YES
0.2558798385808019,NO
0.3128063264410046,YES
0.1772089249115251,NO
0.20711119523748206,YES
0.39285808484592727,NO
0.09185099909546914,NO
0.297975433375793,NO
0.34310578356732707,NO
0.29975811944462116,YES
0.34594815160744297,NO
0.24356859928040922,YES
0.04317079187566812,NO
0.045062083710221204,NO
0.3168650790572399,YES
0.09009779173448064,YES
0.039552668366088325,YES
0.3663443144105887,YES
0.14807620401127639,NO
0.09265002722901698,NO
0.4148507524052299,YES
0.06734643532604227,NO
0.2812268727900666,YES
0.057232135515171464,NO
0.2665107915343357,NO
0.08872625606446839,NO
0.1079680947290519,NO
0.28817609028552454,NO
0.08516398694868998,YES
0.1304758639200786,NO
0.33007774621314967,YES
0.17705067079575446,NO
0.1614176465751172,YES
0.2605436804632191,NO
0.08275293894959608,NO
0.25817607477041515,NO
0.07491160266425459,NO
0.2487196155976498,YES
0.22621805245037882,NO
0.366446714132558,YES
0.12606181529882876,NO
0.12134832506636589,NO
0.7055216722805503,YES
0.6039194269339195,YES
0.3269824818899885,YES
0.12718355770767364,YES
0.10871126846879835,NO
0.20109133279444186,NO
0.3230385410832339,YES
0.14694515253679796,NO
0.09297584452619184,YES
0.1325021372063184,NO
0.5463056197277718,NO
0.2404702319353703,NO
0.36300235984813817,NO
0.1710416689292868,NO
0.4815052138525102,YES
0.2600208212768004,NO
0.2105912342734973,YES
0.10887262560644684,NO
0.3271469420495149,YES
0.1771297978536398,NO
0.36574853421004044,NO
0.13285743321133286,NO
0.22373098041527742,NO
0.1564047147314412,YES
0.25306074320476996,NO
0.1306666997655667,YES
0.11465820989770889,NO
0.2712630695402718,NO
0.2247642867006034,YES
0.27051058673489176,YES
0.4069923494995602,YES
0.29118291848516675,YES
0.3913546707461061,NO
0.12757143544240562,NO
0.24024991738204252,YES
0.13584409176876905,NO
0.2968273152809864,YES
0.09522243236575942,NO
0.21254458654560748,NO
0.07006002795822713,NO
0.2442916033779496,NO
0.1814848890592103,NO
0.45910605042720853,YES
0.19264180422104069,NO
0.4713986715963341,YES
0.07373400586160833,NO
0.3626346517556122,YES
0.2779206029792113,NO
0.10500781185757752,NO
0.24584156280593858,NO
0.1422611410121747,NO
0.2197482518350496,YES
0.23589482617647198,NO
1.0,YES
0.05805443631280324,NO
0.04829853552882475,NO
0.09842940547652332,NO
0.22027111102146826,NO
0.05597230863276201,NO
0.09459407043549362,NO
0.07957234152479392,NO
0.06718507818839377,NO
0.3531611259625186,NO
0.27721001096918235,NO
0.06493538732694835,NO
0.24204191251650417,NO
0.378837080490836,YES
0.2773356833552355,YES
0.5103881414915916,YES
0.06337301581144798,NO
0.15194101776014574,NO
0.11246747645194272,NO
0.09059427523493754,NO
0.14343873781482097,NO
0.14127748307689444,NO
0.06948752042176273,NO
0.09267640291497876,NO
0.13031140376055222,NO
0.13796190420040558,NO
0.1699726778923655,NO
0.02935613847545433,NO
0.15796398322506375,NO
0.08675273415015214,YES
0.47075634606761796,YES
0.22668195422111825,NO
0.29146219045417376,NO
0.20695604414358926,NO
0.03609900501603487,NO
0.28643684652298634,YES
0.10309014433706266,YES
0.21961947642711854,NO
0.20286781281951433,NO
0.04421340722662766,NO
0.2712041121245925,NO
0.2145444841458855,NO
0.2792099085694604,NO
0.19088859686005216,NO
0.36184803570957574,YES
0.3442632107277672,NO
0.18066258826157855,YES
0.15213495662751167,NO
0.38508966957471535,YES
0.15007610161155444,NO
0.17359390442382314,NO
0.28299869828232227,NO
0.20481495904786878,NO
0.3110655311675275,NO
0.30226380961098964,NO
0.06789567019842274,NO
0.24456466930320095,NO
0.05010759728361465,NO
0.16630800905461784,NO
0.1613679982250715,YES
0.2221856755201053,YES
0.22161006496176303,YES
0.10679049792640563,YES
0.16545622954914643,NO
0.011814755799935767,NO
0.4285195637771843,YES
0.07606282378093908,NO
0.09908724611462874,YES
0.19089169988193003,NO
0.1784687517939345,NO
0.20437432994121327,NO
0.14881006868538926,NO
0.09473525793093605,NO
0.19047434343935843,YES
0.07872676806307824,NO
0.3842409930911218,YES
0.16339737453318917,NO
0.2483643195926353,YES
0.05092989808124643,NO
0.03220781558120375,NO
0.13239353144059343,NO
0.23275301652514302,NO
0.14316567188956966,YES
0.05131156977222269,NO
0.4182175311427033,YES
0.3002514999232002,YES
0.14621439088456292,YES
0.34803027928748415,NO
0.3144338614159399,NO
0.2765816490389166,NO
0.07285585067017515,NO
0.21725497375619246,YES
0.3444354284419882,YES
0.21586326844397413,NO
0.16158831277839925,NO
0.08014795208313616,NO
0.1494446366594108,NO
0.28318332808405466,NO
0.1288017836169754,NO
0.2175342457251995,NO
0.1715381524297437,YES
0.10991834397928424,NO
0.4376408965871414,YES
0.10238265534891156,NO
0.35811820341239314,YES
0.12529847191687624,NO
0.11351009180290228,NO
0.20251561983637764,NO
0.18206360263943042,NO
0.3083255628493809,NO
0.26687229358310594,NO
0.1552007422428332,NO
0.17584359528526858,NO
0.11770072284894645,NO
0.0856046160553455,NO
0.2990863152080653,NO
0.24072002519653765,NO
0.21739926427351275,NO
0.318410383952412,NO
0.06592214828410647,NO
0.5372959957054178,NO
0.1738638673271966,NO
0.19014542312030572,YES
0.33362605173047766,NO
0.17731753067725006,YES
0.5709218922848016,NO
0.20113477510073188,NO
0.3148946601648015,NO
0.16320343566582318,NO
0.36048891212707496,NO
0.33841866902082596,NO
0.15654279920500583,NO
0.20179571876071514,NO
0.35801890671230174,NO
0.1167961919715515,YES
0.3419840411584822,YES
0.19245096837555256,YES
0.17435724780577566,YES
0.20678848096218505,NO
0.08014795208313616,YES
0.20684433535598645,NO
0.3904904791531233,YES
0.18014903814079342,YES
0.23252028988430384,NO
0.1926976586148421,NO
0.06934943594819816,NO
0.04062165940300963,NO
0.19828930403873815,YES
0.3703379035673891,YES
0.21789264475209183,NO
0.16668657772371626,NO
0.05342317616010352,NO
0.1680022589999271,NO
0.19935829507565947,NO
0.19900299907064495,NO
0.21377803774205514,NO
0.38334887430123826,YES
0.05931736621709052,NO
0.467270100987847,YES
0.07398379912277572,NO
0.37209731697213333,YES
0.15997318989097534,NO
0.11718406970628348,NO
0.13105457750029867,NO
0.16720633388825712,NO
0.30462520926003794,NO
0.17978753609202325,NO
0.09752797762100622,NO
0.17222547177568875,NO
0.10180083874681359,NO
0.03527670421840309,NO
0.12241421308140935,NO
0.45689204431735847,NO
0.14673104402722595,NO
0.11191513855768442,NO
0.1726598948385886,NO
0.07515829290354412,NO
0.16004921392698282,NO
0.28861051334842436,YES
0.20366373793118428,NO
0.3872602333782754,YES
0.1853465997862018,NO
0.19650351494803214,NO
0.16380231888824934,NO
0.2218955429745257,NO
0.18891817796761376,NO
0.14884265041510678,NO
0.20703827422335241,NO
0.29696850277642883,NO
0.29922439968162995,NO
0.2044332873568925,YES
0.08672635846419036,YES
0.10210338337990453,YES
0.45768176338527283,YES
0.14414932982484996,NO
0.17260714346666503,YES
0.11792103740227422,NO
