NONETRACED_MEDIAN_MULTI_LSA_SUM.csv,Associated
0.4327840637934476,YES
0.5701142947518619,YES
0.5565851222751487,YES
0.6626404857164367,YES
0.5881992343515504,NO
0.2864137112263566,NO
0.4582162172988481,YES
0.4919790624225183,NO
0.5789342389063508,YES
0.38476217312660965,NO
0.5099943850605315,NO
0.6988910321888664,NO
0.47081592045985876,NO
0.4453612519450275,NO
0.6652972568292652,YES
0.38515321602046515,NO
0.3831369485808292,YES
0.24323406700494427,NO
0.5415834958074428,YES
0.5266606028082986,NO
0.6663872319177194,NO
0.46439196006969985,NO
0.5162350484107235,NO
0.5855687077282423,YES
0.6154121455353634,NO
0.3671268430710749,YES
0.7454147768907602,NO
0.6426441185063018,NO
0.6764602813823664,NO
0.5582204302300605,NO
0.5770069264733001,NO
0.926845971781649,NO
0.8364317715790136,NO
0.5501490065424749,NO
0.6138130273502114,NO
0.43527314643112924,YES
0.8253610171259108,NO
0.5490910773570141,YES
0.6947040692081002,NO
0.793152260168531,NO
0.5573810209520811,NO
0.4518505473012032,NO
0.7776588948445465,NO
0.47492318306981807,NO
0.25100837544537935,NO
0.39345144734906484,NO
0.5190483195584296,NO
0.6074977743982243,YES
0.7433677067081607,YES
0.5343076945390053,YES
0.8358246950977365,YES
0.8947238216396867,NO
0.867168765189862,YES
0.49256928717894544,NO
0.43372057768265293,NO
0.4516552330476138,NO
0.39654608705020916,NO
0.4646073030126603,NO
0.4279947207137397,NO
0.5919513675796296,NO
0.5060434843565575,NO
0.2146285403298379,NO
0.32520223796431164,NO
0.48731444973247884,YES
0.5269914215051491,NO
0.33604231716741845,YES
0.29314569904615095,NO
0.40747139177981156,NO
0.26426239516880384,NO
0.42193417743899364,NO
0.5314147230204923,NO
0.3483204562673568,NO
0.36099999792806664,NO
0.14135834571313532,NO
0.5664928314558164,NO
0.6281968032830475,YES
0.7164990127237428,YES
0.6357619845806718,YES
0.48172092024230573,YES
0.5245763759536937,NO
0.6825727611205846,YES
0.2790558613959444,NO
0.8246861193585571,NO
0.6713257542010176,NO
0.6301777097262768,NO
0.6585575337915067,NO
0.6863704768830939,NO
0.9073637203083315,NO
0.8474214443723871,NO
0.5162049363122211,NO
0.560945851402319,NO
0.6354965008498382,YES
0.8116272757598298,NO
0.5396383647472969,YES
0.6296485379402083,NO
0.8061923182379175,NO
0.5882658124775973,NO
0.4681380156265216,NO
0.9002917972848005,NO
0.5431733593568168,NO
0.2730142417794317,NO
0.37624556001942094,NO
0.5370867097214423,NO
0.8806240387092408,YES
1.0000000000000002,YES
0.5645769837208194,YES
0.8612786729681069,YES
0.8197103022743611,NO
0.9214984498485074,YES
0.4704199049258836,NO
0.6186293055639009,NO
0.6045466506160895,NO
0.47915268974938585,NO
0.5148363552481727,NO
0.6271518582134548,NO
0.6479151170331573,NO
0.6573769461497607,NO
0.34816671881032346,NO
0.4080399303001609,NO
0.6891813998396324,YES
0.5698394182563575,NO
0.4875408429868162,YES
0.5426889413318251,NO
0.7223711481895101,NO
0.49039845350892275,NO
0.4585009009456995,NO
0.7183373701502084,NO
0.45753054547790184,NO
0.17475045289010538,NO
0.2790359708354657,NO
0.519400410104681,NO
0.7441877779412303,YES
0.802058396751761,YES
0.5815213930575037,YES
0.6164786387121416,YES
0.6317706121112793,NO
0.7122849764801028,YES
0.353035486003054,NO
0.6363515186926377,NO
0.5358685510210143,NO
0.7969824362207107,YES
0.34122836642556265,YES
0.4439653213603211,YES
0.8267163378163067,YES
0.7191608946055833,NO
0.4547087103388787,NO
0.613395463709051,YES
0.301223891049455,NO
0.778737543363839,YES
0.35093440742359916,NO
0.539678145868254,NO
0.606403379185219,NO
0.409896796998183,NO
0.4158111999049673,NO
0.5924326086401002,YES
0.40292556993707535,NO
0.24894141470230113,YES
0.31763429408884314,NO
0.42194260330141864,YES
0.44279315958099985,NO
0.49998528927297914,NO
0.5319586745980277,NO
0.5702445502972189,NO
0.8152602037539289,YES
0.7403704478760267,NO
0.457277355218475,YES
0.6312587064367373,NO
0.6205175275204553,NO
0.5429634034406526,YES
0.4033829146991933,NO
0.46373128957824417,NO
0.8521489057083836,YES
0.6361164233180907,NO
0.3810089348673928,NO
0.7158652773662687,YES
0.43218610381905664,NO
0.837311376364627,YES
0.42565371224851045,NO
0.641192245720249,NO
0.7244506786617798,NO
0.5089412903862982,NO
0.4527396829803796,NO
0.6789782329585206,NO
0.3927403598119513,NO
0.4171580947329382,NO
0.2690725957112361,NO
0.5135076934339741,NO
0.4768861327570597,NO
0.5603688870195446,NO
0.537926118999422,NO
0.6819462084655055,NO
0.7714726542778864,YES
0.7679179072367799,NO
0.45249574735673104,YES
0.6880115862514788,NO
0.6073644800172385,NO
0.6549555466692636,YES
0.6468458612785347,YES
0.7221783202559806,YES
0.8741906855544116,YES
0.7418107178351334,NO
0.4736432807545705,NO
0.6165479794160326,YES
0.5140285774865099,NO
0.7836119738411503,YES
0.4314243229785011,NO
0.6710945264354525,NO
0.7835902876050729,NO
0.5830336281694538,NO
0.4744916684105439,NO
0.8232545515196598,YES
0.4729261155461997,NO
0.41419343431936656,YES
0.2871002118206562,NO
0.6237560975272856,YES
0.7148043093451792,NO
0.8012431600299188,NO
0.6814086108170118,NO
0.6462644767712095,NO
0.8561547817114585,YES
0.8327141705739878,NO
0.5209919312007614,YES
0.49239041026352925,NO
0.47029807524295153,NO
0.5143660263701869,YES
0.3314020151624085,NO
0.37663190653094125,NO
0.7825979696434134,YES
0.5510461536973997,NO
0.33500828428031054,NO
0.5812918228386454,YES
0.3250436659960509,NO
0.8171333696612321,YES
0.35100443877195125,NO
0.4355708141938488,NO
0.46813994943101267,NO
0.3402374297528253,NO
0.3912398656558394,NO
0.5597724464629679,NO
0.3088665626556108,NO
0.3638823335218793,NO
0.16165403823269614,NO
0.42322747825678575,NO
0.39393793730743976,NO
0.4153169747286285,NO
0.4727712730580287,NO
0.5356446440867367,NO
0.6949984218774065,YES
0.7975431013942039,NO
0.3984963288793672,YES
0.2872498054109231,NO
0.30747560471102403,NO
0.23352968355361442,YES
0.3100756048491529,YES
0.3165613088541311,YES
0.414636275547802,YES
0.35435033492803136,NO
0.12939072036289223,NO
0.23304070727517973,YES
0.24370260020733148,NO
0.33064672637978676,YES
0.1943632361665641,NO
0.35604945843114594,NO
0.4082985075863841,NO
0.3249462851270406,NO
0.2805664389611879,NO
0.4335262303313092,YES
0.194048302292318,NO
0.21751488166152483,YES
0.10996551612205897,NO
0.31523402832885455,YES
0.23441177465928786,NO
0.3219004049248475,NO
0.22640554780882688,NO
0.30346931432127267,NO
0.3417216246996559,YES
0.34890239329025097,NO
0.23265712334150368,YES
0.4748933472290998,YES
0.2405574053316371,YES
0.46210399309908057,NO
0.22883661631177904,NO
0.2749497038171229,NO
0.41527581231874894,NO
0.4550331751066875,YES
0.4644838157830218,YES
0.2190482504939834,NO
0.09644145441435771,NO
0.40328498131461404,NO
0.12347631745610783,NO
0.3176359516355497,NO
0.3070951977418689,NO
0.23289594819614023,NO
0.1888864255903111,YES
0.3466138738040628,NO
0.32685301635515146,YES
0.05407207427466791,NO
0.25376846696958333,YES
0.1599239738577259,NO
0.2349601463613742,NO
0.31024964725334153,NO
0.18983468043535467,NO
0.308052845351583,NO
0.4250692889055565,NO
0.4018032726878431,NO
0.18210595452935002,NO
0.5646791991010572,NO
0.5661810745460912,NO
0.4901239914000952,YES
0.34557431576126635,YES
0.4076132501521144,YES
0.763873078886101,YES
0.5656528696622679,NO
0.36045949957283635,NO
0.7491955027995274,YES
0.35040247305968625,NO
0.7751658064689905,YES
0.39368336575909085,NO
0.6000875737176632,NO
0.5881497842081382,NO
0.4631869236140319,NO
0.38847935974495884,NO
0.534702190655166,YES
0.3412010169049045,NO
0.34762387226392566,YES
0.19914070016154178,NO
0.4575298548334408,YES
0.47014157520807387,NO
0.5441315594820993,NO
0.5131369554872739,NO
0.5314630681327667,NO
0.7027579505263746,YES
0.7231050269938388,NO
0.5775254623346684,YES
0.6712330697143426,NO
0.5908801780205163,NO
0.7526212374553066,YES
0.4464236012550391,YES
0.5670284952998191,YES
0.8571350824594955,YES
0.802605249036033,NO
0.4920863885717681,NO
0.6233046923075329,YES
0.4088569626976021,NO
0.821684992917441,YES
0.4145840628265453,NO
0.6061010150401644,NO
0.6838905107522983,NO
0.5024942624711397,NO
0.4517628354546477,NO
0.685329399422483,YES
0.44376572511107293,NO
0.32189253157799147,YES
0.3272562145915218,NO
0.5009720820789504,YES
0.5603136354626592,NO
0.635700517223637,NO
0.5593080571273473,NO
0.6815394188779378,NO
0.8387890792535239,YES
0.771736066075337,NO
0.5103307289130707,YES
0.411859332298748,NO
0.40690975970407256,NO
0.6792779726546233,YES
0.2597187833883432,YES
0.3695813934857033,YES
0.6485576926397328,YES
0.5286567034296713,NO
0.29727174718545113,NO
0.42925390369515504,YES
0.21033756629323525,NO
0.6469863383619158,YES
0.27156596034457636,NO
0.3141636675430945,NO
0.3606991532008263,NO
0.25492377702405444,NO
0.383425776094447,NO
0.44149350483416594,YES
0.3573913806189971,NO
0.3258713343181924,YES
0.19008800882367366,NO
0.4086867879023954,YES
0.3237982959038568,NO
0.37582551005820053,NO
0.4863504481937231,NO
0.42019720661941284,NO
0.6511897386808553,YES
0.6404111268347833,NO
0.34347558537297906,YES
0.45493165037091055,NO
0.48801531573156853,NO
0.43126809920140785,YES
0.27119149291778644,YES
0.31780225882177443,YES
0.6712265776564086,YES
0.4743187310374929,NO
0.2725610408840801,NO
0.6551660551009965,YES
0.31117593960452317,NO
0.7281499085241412,YES
0.31116033103970314,NO
0.5202528034985285,NO
0.43588008478351403,NO
0.3642469937973221,NO
0.3509244621433598,NO
0.45934238215706213,YES
0.3098917552936172,NO
0.3024397015587156,YES
0.1585871624388866,NO
0.39638268057072107,YES
0.3908271365259064,NO
0.4610609818339787,NO
0.40894246448188204,NO
0.4564601846921418,NO
0.6333929359503234,YES
0.6324217517091725,NO
0.5683802246390175,YES
0.5796139711849319,NO
0.5730216316751651,NO
0.410390469658953,YES
0.553730688717563,YES
0.587418253594977,YES
0.7369733059009355,YES
0.5838419584466854,NO
0.2882715448266241,NO
0.3980181266545252,YES
0.44285531758249574,NO
0.6302692891818142,YES
0.3715196181012389,NO
0.5723479770678412,NO
0.670707213021687,NO
0.5052981408541753,NO
0.418370175762109,NO
0.6640197027051855,YES
0.4010626255677961,NO
0.4058566650298393,YES
0.24158038790736797,NO
0.575506294188296,YES
0.5080915214414028,NO
0.5879392757764053,NO
0.4313339866829934,NO
0.5656045245499933,NO
0.618854870044885,YES
0.6859158946988204,NO
0.3293017653563069,YES
0.4693249571973096,NO
0.39139940452634575,NO
0.41060760827751197,YES
0.4786492099372689,YES
0.5827858249368234,YES
0.6688662311462694,YES
0.45187651553293917,NO
0.2544545531772062,NO
0.3519562849681924,YES
0.28950669338079443,NO
0.6271065519368088,YES
0.2699318955496942,NO
0.2657032176434797,NO
0.3751742323314154,NO
0.2403944132388256,NO
0.36918068156939293,NO
0.6182163001761835,YES
0.3654245426034396,NO
0.564155552470677,YES
0.11623587718407678,NO
0.62312913048553,YES
0.37579180660850064,NO
0.4553822268173101,NO
0.4210770876628108,NO
0.42602251639071964,NO
0.5651750818241026,YES
0.6015428997260214,NO
0.25358337425401767,YES
0.5271676739716132,NO
0.4642532786619177,NO
0.436323202269734,NO
0.42233585625754966,NO
0.39110601875928486,NO
0.5920574505688494,NO
0.5870552508662409,NO
0.29602900154220924,NO
0.5470529855524086,NO
0.31901171540199297,NO
0.5149080441432314,NO
0.34583510310976484,NO
0.7149380181128417,YES
0.7590333187607353,YES
0.6187869106299162,YES
0.3676986966848376,NO
0.5985873558193356,NO
0.3666020914095569,NO
0.1503825824992075,NO
0.26984611750762977,NO
0.38548610665069905,NO
0.3649439921874299,NO
0.532831649196815,NO
0.3461489319528732,NO
0.41145447651567113,NO
0.623221814972205,NO
0.5696120580997747,NO
0.46938352384760784,NO
0.3205225692250209,YES
0.49083977531954404,YES
0.34517208442714153,NO
0.20708200643266256,NO
0.24186852477652476,NO
0.3315803395622558,NO
0.5522933194651924,YES
0.1886177648949564,YES
0.11785281399632443,NO
0.19902853950106464,NO
0.2646858983523295,NO
0.23110414020635078,NO
0.25681503781623743,NO
0.31064151892055036,NO
0.25474738642869815,NO
0.38679211532657476,YES
0.322580413461213,NO
0.248309613149318,YES
0.0396315273671321,NO
0.30480709264235734,YES
0.21023742284638058,NO
0.24656062511611465,NO
0.21339656874018853,NO
0.2129636727919924,NO
0.29429589833161013,NO
0.31116544180871497,NO
0.32535597542134503,NO
0.09344626751560685,NO
0.4575377281802968,NO
0.4786251755100237,NO
0.425125369235795,YES
0.6023755406882825,YES
0.6734197882069696,YES
0.692221202370568,YES
0.6214610859831635,NO
0.3170210018074165,NO
0.39695066657550165,YES
0.3742850966522391,NO
0.5722141301712866,YES
0.36253681998283055,NO
0.4758385632385148,NO
0.6518312092562933,NO
0.45946586938670075,NO
0.3213050693994088,NO
0.7434116316958843,YES
0.22443721109478887,NO
0.4521810897402694,YES
0.23886076814858248,NO
0.6086287737676657,YES
0.41731597605673776,NO
0.5361608317569373,NO
0.4005418796441524,NO
0.4810703331599816,NO
0.6193257514384398,YES
0.6260345336043422,NO
0.32802020549435296,YES
0.45297975099504606,YES
0.17528349228515605,YES
0.4112945232584882,NO
0.23756180404620963,NO
0.2027506987595335,NO
0.3116631202073591,NO
0.41728199634925345,YES
0.42077582854889384,YES
0.14965464323724398,NO
0.11141863206814175,NO
0.2760120531271345,NO
0.11861804805918554,NO
0.21354339975261122,NO
0.28402946841786486,NO
0.15164079857837748,NO
0.1442381949868881,YES
0.3414542071643313,NO
0.33159263303366276,YES
0.01516765739614609,NO
0.24168660902548,YES
0.1342057554165519,NO
0.16461538355285477,NO
0.28654299986946824,NO
0.1514233837020339,NO
0.20605474186127304,NO
0.3393027115392187,NO
0.31361046132978065,NO
0.1338681684039828,NO
0.5892687663639572,NO
0.5222280466571773,NO
0.44618698646267785,NO
0.4374070996869309,NO
0.483267687577309,NO
0.6595318949971787,NO
0.5850184022216651,NO
0.3371367123804236,NO
0.4564541070208843,NO
0.44608587611357786,YES
0.5570870826694513,NO
0.40348195311491014,YES
0.5064994478297535,NO
0.6546523537508556,NO
0.5262607196653414,NO
0.44506993811134987,NO
0.5803380428379135,NO
0.4701353594079244,NO
0.31438467377063556,NO
0.279687939206712,NO
0.4345383007245551,NO
0.47608028879988773,YES
0.5945198743303337,YES
0.4109351118809495,YES
0.5933793440673296,YES
0.6045789727768675,NO
0.5861114161457481,YES
0.3478487461004487,NO
0.49799927206073813,YES
0.16286487610183692,YES
0.3225259906776811,NO
0.21867944635177428,NO
0.13502803671189706,NO
0.26644635108358666,NO
0.366361056492645,YES
0.4088642835288893,YES
0.08356217837550754,NO
0.14410296680141144,NO
0.22144078103600817,NO
0.10613078181643638,NO
0.20070349044804187,NO
0.28471583088327207,NO
0.14096799346374084,NO
0.1673903929974177,YES
0.27909895761031495,NO
0.35889643302855195,YES
0.0,NO
0.22749662792841885,YES
0.17143466883252773,NO
0.10095674977191464,NO
0.2331985885989794,NO
0.1642069364185803,NO
0.19004629389822525,NO
0.2728512496866201,NO
0.31834911110604636,NO
0.09601891813307754,NO
0.7294494251420828,NO
0.6477145538816638,NO
0.5951704614126581,NO
0.5247957246345283,NO
0.5605168230631049,NO
0.8373782307484582,NO
0.8121564475458988,NO
0.45344110149503813,NO
0.554386386568899,NO
0.4675825993509324,YES
0.7570072441697521,NO
0.5767653390408193,YES
0.6386084066625091,NO
0.828923361256089,NO
0.5311687154634603,NO
0.44724311997254007,NO
0.7694791781054656,NO
0.40110185417318467,NO
0.2519700287929676,NO
0.37655552125354735,NO
0.5022331988648568,NO
0.5220557999285872,YES
0.7313857159531273,YES
0.4577864983151728,YES
0.7920879770540284,YES
0.8093866869992395,NO
0.8166776824458208,YES
0.4411440387368665,NO
