NONETRACED_MAX_MULTI_VSM_SUM.csv,Associated
0.10568265682656826,NO
0.15033210332103325,NO
0.019483394833948342,NO
0.2675276752767528,YES
0.6087822878228782,YES
0.5534317343173433,YES
0.33601476014760145,YES
0.15424354243542437,NO
0.03822878228782288,NO
0.34789667896678966,YES
0.24597785977859782,NO
0.2563837638376384,YES
0.13616236162361622,NO
0.3176383763837638,NO
0.2985977859778598,NO
0.26199261992619927,NO
0.0533579335793358,NO
0.4410332103321033,YES
0.06464944649446495,NO
0.5938007380073801,YES
0.16413284132841333,NO
0.5853136531365314,YES
0.15608856088560885,NO
0.27933579335793357,NO
0.2612546125461255,NO
0.0777859778597786,NO
0.31505535055350553,YES
0.2195571955719557,NO
0.2307749077490775,YES
0.7534317343173431,YES
0.05239852398523985,YES
0.3724723247232472,NO
0.19845018450184504,NO
0.1284870848708487,NO
0.20250922509225094,NO
0.3055350553505535,YES
0.6776383763837638,YES
0.16863468634686346,NO
0.15055350553505537,NO
0.133210332103321,NO
0.1281918819188192,NO
0.2622140221402214,NO
0.2307749077490775,NO
0.18583025830258304,NO
0.20391143911439114,YES
0.13535055350553504,NO
0.7191143911439114,YES
0.092619926199262,NO
0.5429520295202953,YES
0.06892988929889299,NO
0.10568265682656826,NO
0.1451660516605166,NO
0.16383763837638377,NO
0.09077490774907747,NO
0.252619926199262,NO
0.14649446494464946,NO
0.116309963099631,NO
0.2139483394833948,NO
0.061697416974169736,NO
0.1211070110701107,NO
0.2642804428044281,NO
0.13889298892988933,NO
0.1754243542435424,NO
0.1274538745387454,NO
0.14361623616236163,NO
0.25726937269372696,NO
0.3734317343173432,YES
0.10863468634686345,NO
0.3235424354243543,YES
0.3457564575645757,NO
0.34095940959409593,NO
0.2990405904059041,NO
0.1840590405904059,NO
0.14243542435424356,NO
0.24280442804428043,NO
0.17719557195571956,NO
0.2123247232472325,NO
0.18221402214022142,NO
0.22952029520295203,YES
0.29918819188191886,YES
0.27616236162361624,YES
0.29158671586715873,YES
0.16103321033210333,NO
0.17800738007380074,YES
0.16405904059040588,NO
0.7849446494464944,YES
0.07018450184501845,YES
0.32863468634686344,NO
0.20398523985239853,NO
0.08376383763837637,NO
0.14014760147601474,NO
0.26767527675276753,YES
0.716309963099631,YES
0.12597785977859777,NO
0.13099630996309963,NO
0.07166051660516605,NO
0.11749077490774908,NO
0.21291512915129152,NO
0.24383763837638378,NO
0.16339483394833948,NO
0.21557195571955717,YES
0.1225830258302583,NO
0.7727675276752767,YES
0.0645018450184502,NO
0.5639852398523986,YES
0.11380073800738007,NO
0.06841328413284133,NO
0.12797047970479702,NO
0.1185239852398524,NO
0.07564575645756456,NO
0.21247232472324723,NO
0.11321033210332103,NO
0.09232472324723247,NO
0.3074538745387454,NO
0.08169741697416975,NO
0.220959409594096,NO
0.28730627306273065,NO
0.14295202952029518,NO
0.30833948339483397,NO
0.22487084870848711,NO
0.21763837638376388,NO
0.256309963099631,NO
0.43963099630996316,YES
0.20619926199261995,NO
0.46309963099631,YES
0.3462730627306273,NO
0.33151291512915126,NO
0.2788929889298893,NO
0.18671586715867156,NO
0.18014760147601472,NO
0.26302583025830256,NO
0.13697416974169746,NO
0.27911439114391146,NO
0.1322509225092251,NO
0.25284132841328416,YES
0.3628044280442804,YES
0.23025830258302582,YES
0.4177121771217712,YES
0.3195571955719557,NO
0.21195571955719555,YES
0.1543911439114391,NO
