NONETRACED_MEDIAN_MULTI_LSA_MEDIAN.csv,Associated
0.433401030110935,YES
0.32044247226624395,NO
0.20470174326465923,NO
0.4241877179080824,YES
0.22685364500792393,NO
0.4660557844690967,YES
0.22684469096671953,NO
0.34679310618066556,NO
0.2983916798732171,NO
0.2572984944532488,NO
0.24965586370839934,NO
0.31185110935023763,YES
0.22611695721077657,NO
0.22184199683042793,YES
0.13931925515055466,NO
0.27573351822503966,YES
0.27254651347068143,NO
0.3128370047543581,NO
0.28293858954041207,NO
0.31019770206022185,NO
0.41169730586370845,YES
0.41114017432646593,NO
0.3744019809825674,YES
0.3808463549920761,NO
0.37706458003169574,NO
0.28376925515055473,YES
0.36599809825673535,YES
0.3853233755942947,YES
0.4711174326465927,YES
0.38327179080824086,NO
0.21371426307448496,NO
0.2766717115689382,YES
0.30239310618066556,NO
0.40990538827258316,YES
0.2614705229793978,NO
0.37667812995245636,NO
0.4331030903328051,NO
0.33821418383518226,NO
0.28834690966719495,NO
0.42926671949286854,YES
0.27841822503961966,NO
0.28116838351822504,YES
0.18692931854199682,NO
0.3784899366085579,YES
0.33981664025356584,NO
0.38562226624405704,NO
0.29578375594294765,NO
0.37280966719492864,NO
0.4033573692551506,YES
0.441827733755943,NO
0.23725174326465925,YES
0.31757773375594295,NO
0.2728748019017433,NO
0.28389381933438984,YES
0.322926703645008,YES
0.38266592709984154,YES
0.43204698890649756,YES
0.3075682250396196,NO
0.1943147385103011,NO
0.2502477812995246,YES
0.21442282091917592,NO
0.40809104595879553,YES
0.20319350237717904,NO
0.20076767036450083,NO
0.26356703645007923,NO
0.186248969889065,NO
0.260128763866878,NO
0.40299104595879554,YES
0.25797400950871635,NO
0.3719784469096672,YES
0.11502393026941363,NO
0.4058093502377179,YES
0.26392131537242475,NO
0.30957931854199683,NO
0.2898997622820919,NO
0.2927367670364501,NO
0.37256331220285266,YES
0.39342614896988903,NO
0.1938149762282092,YES
0.3507599049128368,NO
0.3146683042789223,NO
0.2986458795562599,NO
0.2906218700475436,NO
0.2727064976228209,NO
0.38798470681458,NO
0.3851151347068146,NO
0.2181644215530904,NO
0.36216735340729,NO
0.23134873217115684,NO
0.3437270206022187,NO
0.24673629160063393,NO
0.45847662440570525,YES
0.48377242472266246,YES
0.4033183835182251,YES
0.25927860538827263,NO
0.3917306656101426,NO
0.2586495245641838,NO
0.13461259904912837,NO
0.20314429477020596,NO
0.2694825673534073,NO
0.2576983359746434,NO
0.3540091125198098,NO
0.24691632329635502,NO
0.28437963549920764,NO
0.40586251980982563,NO
0.37510863708399367,NO
0.31761133122028523,NO
0.23221545166402535,YES
0.32991996830427894,YES
0.24635594294770208,NO
0.16713890649762284,NO
0.18709461172741682,NO
0.23855887480190177,NO
0.3651735340729001,YES
0.15654667194928684,YES
0.11595150554675121,NO
0.1625189381933439,NO
0.20018407290015847,NO
0.18091949286846276,NO
0.19566885895404118,NO
0.22654706814580033,NO
0.19448272583201265,NO
0.27023177496038037,YES
0.23339595879556257,NO
0.19078961965134705,YES
0.07107892234548337,NO
0.22320007923930268,YES
0.16894904912836764,NO
0.18978629160063393,NO
0.17076133122028525,NO
0.17051299524564184,NO
0.21717020602218698,NO
0.22684762282091916,NO
0.23498819334389862,NO
0.10195039619651347,NO
0.3108158478605388,NO
0.32291291600633915,NO
0.29222210776545166,YES
0.3939038034865293,YES
0.4346591917591125,YES
0.4454448494453248,YES
0.4048524564183835,NO
0.23020673534072897,NO
0.27605935023771794,YES
0.26305697305863707,NO
0.37660134706814574,YES
0.2563174326465927,NO
0.32131434231378764,NO
0.42227464342313786,NO
0.31192194928684625,NO
0.2326643423137877,NO
0.474810855784469,YES
0.17709492868462756,NO
0.30774294770206023,YES
0.185369175911252,NO
0.3974910459587955,YES
0.28774215530903324,NO
0.35591893819334386,NO
0.27811949286846277,NO
0.3243156101426307,NO
0.4036274960380349,YES
0.40747606973058637,NO
0.23651656101426308,YES
0.3082011093502377,YES
0.1488973058637084,YES
0.2842878763866878,NO
0.18462400950871632,NO
0.1646541996830428,NO
0.22713312202852615,NO
0.28772266244057054,YES
0.289726941362916,YES
0.13419500792393027,NO
0.11226045958795562,NO
0.20668145800316956,NO
0.11639049128367673,NO
0.17084556259904915,NO
0.21128074484944537,NO
0.13533438985736926,NO
0.1310877971473851,YES
0.2442231378763867,NO
0.23856592709984153,YES
0.05704492868462759,NO
0.18699025356576865,YES
0.1253325673534073,NO
0.1427774167987322,NO
0.21272266244057053,NO
0.1352096671949287,NO
0.16654960380348655,NO
0.24298890649762286,NO
0.2282502377179081,NO
0.12513890649762283,NO
0.3863849445324881,NO
0.3479262282091918,NO
0.30430435816164814,NO
0.2992676703645008,NO
0.325576148969889,NO
0.42669223454833594,NO
0.38394667194928683,NO
0.24174635499207608,NO
0.31019421553090326,NO
0.3042463549920761,YES
0.3679235340729001,NO
0.27980610142630746,YES
0.3389033280507132,NO
0.42389302694136294,NO
0.3502396196513471,NO
0.3036635499207607,NO
0.38126172741679876,NO
0.31804263074484945,NO
0.2286943740095087,NO
0.20879017432646593,NO
0.29762194928684627,NO
0.3214530110935023,YES
0.3893973058637083,YES
0.28408169572107766,YES
0.3887430269413629,YES
0.39516782884310625,NO
0.38457369255150553,YES
0.247891442155309,NO
0.3340270998415214,YES
0.14177321711568938,YES
0.23336473851030112,NO
0.17379191759112522,NO
0.12580427892234552,NO
0.20119397781299525,NO
0.25851125198098257,YES
0.28289374009508717,YES
0.09628026941362916,NO
0.13101022187004754,NO
0.1753759904912837,NO
0.1092270206022187,NO
0.16347979397781304,NO
0.21167448494453245,NO
0.12921180665610144,NO
0.14436933438985738,YES
0.20845229793977815,NO
0.25422908082408874,YES
0.04834381933438986,NO
0.17885,YES
0.146689381933439,NO
0.10625887480190173,NO
0.18212099841521395,NO
0.14254310618066562,NO
0.1573661648177496,NO
0.20486822503961966,NO
0.2309686212361331,NO
0.10342622820919177,NO
0.46680126782884307,NO
0.4199130744849446,NO
0.3897705229793978,NO
0.3493992076069731,NO
0.3698910459587956,NO
0.5287159270998414,NO
0.5142471473851031,NO
0.30846576862123615,NO
0.36637424722662437,NO
0.3165782091917591,YES
0.4826101426307448,NO
0.3792122028526149,YES
0.4146892234548336,NO
0.5238656893819335,NO
0.35305515055467507,NO
0.30491022187004757,NO
0.4897648177496038,NO
0.2784407290015848,NO
0.1928894611727417,NO
0.2643594294770206,NO
0.3364559429477021,NO
0.3478274167987321,YES
0.46791204437400946,YES
0.31095855784469095,YES
0.5027346275752773,YES
0.5126582408874801,NO
0.5168408082408875,YES
0.3014114104595879,NO
