DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_VSM_38,Associated
0.1128,0.7756,YES
0.099,0.11800000000000001,NO
0.1069,0.3527,NO
0.0451,0.2538,NO
0.5095,1.0,YES
0.1431,0.3242,YES
0.1227,0.5061,YES
0.2847,1.0,YES
0.2237,0.3898,NO
0.1065,0.2465,NO
0.3266,1.0,YES
0.0974,0.5358,NO
0.3289,0.606,YES
0.1059,0.1713,NO
0.2131,0.3398,NO
0.1496,0.4456,NO
0.1474,0.2417,NO
0.0902,0.2771,NO
0.0993,0.3442,YES
0.0875,0.2682,NO
0.2369,0.4591,YES
0.2129,0.308,NO
0.1321,0.3831,YES
0.1271,0.5358,NO
0.08,0.5358,NO
0.3025,0.518,NO
0.12,0.24,NO
0.3399,1.0,YES
0.2516,0.4951,NO
0.2081,1.0,YES
0.1799,0.3183,NO
0.1547,0.0941,NO
0.3595,0.6449,YES
0.2156,0.2764,NO
0.1535,0.2717,NO
0.4159,0.7629,YES
0.1827,0.3518,NO
0.1097,0.12,NO
0.5448,0.9027,YES
0.191,0.4965,NO
0.4381,0.547,YES
0.1528,0.1547,NO
0.3264,0.3567,NO
0.3203,0.4022,NO
0.2648,0.3567,NO
0.171,0.1106,NO
0.21899999999999997,0.6395,NO
0.1398,0.1238,NO
0.3673,0.6395,NO
0.1451,0.1807,NO
0.2637,0.3894,NO
0.1991,0.4965,NO
0.1784,0.4965,NO
0.3767,0.4676,NO
0.1917,0.2166,NO
0.3794,0.9027,YES
0.3359,0.3851,NO
0.2874,0.9027,YES
0.0798,0.3014,NO
0.0364,0.3014,NO
0.2475,0.6149,YES
0.2794,1.0,YES
0.2232,1.0,YES
0.2213,1.0,YES
0.1233,0.2363,NO
0.0474,0.2331,NO
0.2799,1.0,YES
0.2328,0.3551,NO
0.2608,1.0,YES
0.1095,0.3044,NO
0.2365,0.4308,NO
0.2061,0.4651,NO
0.2048,0.4308,NO
0.0456,0.3014,NO
0.1795,0.6773,YES
0.0442,0.2627,NO
0.27,1.0,YES
0.1224,0.304,NO
0.1913,0.7878,YES
0.2397,0.5117,NO
0.2111,0.4291,NO
0.2935,0.4856,NO
0.1155,0.5117,NO
0.243,1.0,YES
0.1959,0.2617,NO
0.198,1.0,YES
0.1636,0.2442,NO
0.1646,0.0655,NO
0.3881,1.0,YES
0.1762,0.2238,NO
0.1649,0.1795,NO
0.4197,0.7795,YES
0.1681,0.2676,NO
0.153,0.1242,NO
0.4738,0.784,YES
0.159,0.1689,NO
0.493,1.0,YES
0.1456,0.1145,NO
0.2244,0.4162,NO
0.1542,0.3191,NO
0.1277,0.1684,NO
0.1775,0.1895,NO
0.2106,0.3158,NO
0.1654,0.1834,NO
0.3557,0.516,NO
0.0902,0.1572,NO
0.2663,0.256,NO
0.2218,0.2462,NO
0.1764,0.1995,NO
0.3901,0.4043,NO
0.21600000000000003,0.242,NO
0.402,1.0,YES
0.3584,0.2527,NO
0.3239,1.0,YES
0.0467,0.3011,NO
0.0184,0.1184,NO
0.0544,0.5033,YES
0.1967,0.7449,YES
0.1251,1.0,YES
0.0526,1.0,YES
0.0389,0.1184,NO
0.0098,0.1184,NO
0.1204,1.0,YES
0.1152,0.1268,NO
0.0434,1.0,YES
0.0994,0.1729,NO
0.171,0.21,NO
0.1733,0.3522,NO
0.1785,0.1716,NO
0.0632,0.1493,NO
0.1652,0.5849,YES
0.0614,0.154,NO
0.1533,1.0,YES
0.1347,0.304,NO
0.1212,0.524,YES
0.015,0.3369,NO
0.0714,0.4291,NO
0.0698,0.4856,NO
0.035,0.2229,NO
0.0672,1.0,YES
0.0378,0.0523,NO
0.0637,1.0,YES
0.3024,0.6735,YES
0.0482,1.0,YES
0.3634,0.2796,NO
0.1548,0.2171,NO
0.1459,0.3389,NO
0.1506,0.3389,NO
0.2394,1.0,YES
0.3693,1.0,YES
0.1404,0.3389,NO
0.0758,0.2151,NO
0.1517,0.3389,NO
0.067,0.2273,NO
0.2131,0.1493,NO
0.16,0.1894,NO
0.1446,0.07200000000000001,NO
0.0844,0.8269,YES
0.095,0.1675,NO
0.2419,0.5870000000000001,YES
0.026000000000000002,0.2045,NO
0.2985,1.0,YES
0.0377,0.1539,NO
0.102,0.1887,NO
0.0927,0.2273,NO
0.1259,0.2273,NO
0.1193,0.0755,NO
0.2177,0.3389,NO
0.15,0.2142,NO
0.0996,0.3389,NO
0.0839,0.3009,NO
0.0672,0.0958,NO
0.3068,1.0,YES
0.1154,0.3525,YES
0.0802,0.5502,YES
0.3166,1.0,YES
0.0868,0.3294,NO
0.0677,0.1228,NO
0.5456,0.8452,YES
0.0938,0.3004,NO
0.3771,0.8987,YES
0.0765,0.3004,NO
0.3042,0.4829,NO
0.1867,0.5037,NO
0.2024,0.42,NO
0.084,0.2771,NO
0.1127,0.3442,YES
0.0773,0.2682,NO
0.3002,0.4637,YES
0.0821,0.1673,NO
0.1969,0.3613,YES
0.1353,0.3004,NO
0.0942,0.2918,NO
0.3023,0.469,NO
0.1177,0.3004,NO
0.2966,0.8987,YES
0.2621,0.3004,NO
0.3631,1.0,YES
0.1178,0.2849,NO
0.0474,0.2411,NO
0.4277,0.5648,YES
0.2214,0.4091,YES
0.2007,0.6385,YES
0.2467,1.0,YES
0.2192,0.2411,NO
0.1165,0.2411,NO
0.3035,0.6385,YES
0.1886,0.4565,NO
0.2922,0.6385,YES
0.1088,0.4825,NO
0.2277,0.3247,NO
0.1763,0.3865,NO
0.1744,0.3247,NO
0.0948,0.1994,NO
0.152,0.4064,YES
0.0882,0.2229,NO
0.2267,0.4064,YES
0.1968,0.308,NO
0.1574,0.29,YES
0.2134,0.4005,NO
0.1846,0.4825,NO
0.3004,0.4825,NO
0.1322,0.3769,NO
0.3039,1.0,YES
0.2341,0.4951,NO
0.2137,0.6385,YES
0.1342,0.3527,NO
0.1099,0.1494,NO
0.526,1.0,YES
0.1623,0.2882,YES
0.1996,0.4498,YES
0.3297,1.0,YES
0.22699999999999998,0.3898,NO
0.1622,0.1494,NO
0.3372,1.0,YES
0.1102,0.5289,NO
0.3901,0.6507,YES
0.1022,0.1713,NO
0.1483,0.3249,NO
0.0862,0.474,NO
0.0629,0.18,NO
0.2034,0.2771,NO
0.1682,0.3442,YES
0.1975,0.2682,NO
0.3422,0.4591,YES
0.1773,0.308,NO
0.2514,0.3831,YES
0.1754,0.5289,NO
0.1301,0.5289,NO
0.3619,0.518,NO
0.1715,0.24,NO
0.3452,1.0,YES
0.3259,0.4951,NO
0.258,1.0,YES
0.0709,0.3011,NO
0.0732,0.0565,NO
0.3094,1.0,YES
0.1091,0.6407,YES
0.0665,1.0,YES
0.2941,1.0,YES
0.0664,0.3195,NO
0.0556,0.1287,NO
0.5229,1.0,YES
0.1003,0.2104,NO
0.3604,1.0,YES
0.08800000000000001,0.1578,NO
0.2859,0.4969,NO
0.1263,0.474,NO
0.1497,0.3489,NO
0.1047,0.1636,NO
0.1031,0.4942,YES
0.1016,0.1583,NO
0.3066,0.6036,YES
0.0639,0.304,NO
0.2147,0.4542,YES
0.1277,0.3369,NO
0.0813,0.1722,NO
0.3135,0.4856,NO
0.1095,0.2335,NO
0.302,1.0,YES
0.2369,0.2379,NO
0.4263,1.0,YES
0.1151,0.1512,NO
0.0905,0.1512,NO
0.1028,0.4187,YES
0.3566,1.0,YES
0.2651,1.0,YES
0.1542,0.5022,YES
0.094,0.1499,NO
0.0554,0.1109,NO
0.2037,0.4664,YES
0.1971,0.415,NO
0.1126,0.44299999999999995,YES
0.1418,0.415,NO
0.2488,0.3569,NO
0.2731,0.3575,NO
0.2523,0.3569,NO
0.1698,0.1729,NO
0.2266,1.0,YES
0.1648,0.1669,NO
0.2745,1.0,YES
0.1508,0.1512,NO
0.2653,0.7878,YES
0.1206,0.415,NO
0.1613,0.4291,NO
0.1611,0.415,NO
0.1018,0.415,NO
0.152,0.44299999999999995,YES
0.1186,0.415,NO
0.1207,0.44299999999999995,YES
0.1201,0.1839,NO
0.10300000000000001,0.0729,NO
0.254,0.4937,YES
0.3285,1.0,YES
0.3624,1.0,YES
0.2593,0.6109,YES
0.0981,0.1775,NO
0.0792,0.0613,NO
0.2917,0.6109,YES
0.1836,0.3984,NO
0.3039,0.6109,YES
0.1342,0.3984,NO
0.1448,0.2305,NO
0.1036,0.226,NO
0.0702,0.11800000000000001,NO
0.1825,0.1729,NO
0.2937,1.0,YES
0.1772,0.1669,NO
0.5728,1.0,YES
0.0892,0.1857,NO
0.4594,0.7878,YES
0.1677,0.3984,NO
0.1461,0.3623,NO
0.2985,0.3984,NO
0.1348,0.3984,NO
0.2479,0.6109,YES
0.2298,0.3984,NO
0.2345,0.6109,YES
0.08900000000000001,0.2897,NO
0.0394,0.1362,NO
0.1381,0.3341,NO
0.2108,0.2831,NO
0.0676,0.1867,NO
0.0957,0.3341,NO
0.0963,0.3816,NO
0.0435,0.08199999999999999,NO
0.2592,0.301,NO
0.1291,0.2278,NO
0.0785,0.2148,NO
0.1052,0.1729,NO
0.4225,1.0,YES
0.3368,0.7411,YES
0.3938,1.0,YES
0.0766,0.1182,NO
0.0711,0.2767,NO
0.0797,0.0413,NO
0.0531,0.1413,NO
0.1551,0.2264,NO
0.077,0.1464,NO
0.0463,0.2363,NO
0.0745,0.3202,NO
0.1014,0.2286,NO
0.0541,0.2363,NO
0.1685,0.301,NO
0.0541,0.2387,NO
0.2105,0.301,NO
0.1239,0.9153,YES
0.289,1.0,YES
0.2752,0.1043,NO
0.1653,0.2304,NO
0.0814,0.1989,NO
0.0623,0.1989,NO
0.32899999999999996,1.0,YES
0.1249,1.0,YES
0.0968,0.1989,NO
0.1519,0.1453,NO
0.0533,0.1989,NO
0.1784,0.0448,NO
0.1661,0.2592,NO
0.1504,0.3082,NO
0.1562,0.2592,NO
0.3075,0.8269,YES
0.0597,0.14,NO
0.1815,0.904,YES
0.0336,0.175,NO
0.3735,1.0,YES
0.0877,0.1256,NO
0.1163,0.0711,NO
0.0418,0.083,NO
0.1354,0.1522,NO
0.0948,0.0824,NO
0.1407,0.228,NO
0.0821,0.2142,NO
0.0894,0.1989,NO
0.0416,0.1934,NO
0.0131,0.0835,NO
0.1203,0.3515,YES
0.2886,0.7669,YES
0.2879,0.737,YES
0.1294,0.6207,YES
0.0498,0.2033,NO
0.0139,0.1035,NO
0.1999,0.6207,YES
0.1109,0.2926,NO
0.1389,0.6207,YES
0.0996,0.1244,NO
0.1977,0.3029,NO
0.1726,0.3934,NO
0.1805,0.2447,NO
0.0204,0.1132,NO
0.2123,0.7669,YES
0.0198,0.138,NO
0.3536,0.7669,YES
0.1039,0.1887,NO
0.2827,0.5806,YES
0.0426,0.2467,NO
0.0387,0.41,NO
0.1228,0.3014,NO
0.0373,0.1383,NO
0.1359,0.6207,YES
0.0808,0.1914,NO
0.1119,0.6207,YES
0.3458,0.9153,YES
0.0264,0.7773,YES
0.3473,0.2249,NO
0.1555,0.2304,NO
0.0906,0.1462,NO
0.107,0.295,NO
0.226,0.2814,YES
0.4184,0.6779999999999999,YES
0.1111,0.1642,NO
0.1017,0.1725,NO
0.09699999999999999,0.1537,NO
0.1058,0.1823,NO
0.1741,0.3062,NO
0.1373,0.3082,NO
0.132,0.3062,NO
0.1138,0.7773,YES
0.0766,0.151,NO
0.3242,0.904,YES
0.0297,0.151,NO
0.3407,1.0,YES
0.0387,0.1256,NO
0.0621,0.2321,NO
0.076,0.1909,NO
0.1266,0.1823,NO
0.0726,0.2321,NO
0.192,0.295,NO
0.1128,0.1461,NO
0.0813,0.1642,NO
0.1238,0.2947,NO
0.0659,0.0724,NO
0.0991,0.5722,NO
0.2168,0.3822,NO
0.0941,0.2287,NO
0.1226,0.6333,NO
0.0797,0.1153,NO
0.0869,0.0273,NO
0.1921,0.4753,NO
0.2119,1.0,YES
0.0845,0.4964,NO
0.1963,0.5949,YES
0.24100000000000002,0.3104,NO
0.263,0.3824,NO
0.2504,0.2209,NO
0.1414,0.1238,NO
0.0983,0.3104,NO
0.1658,0.12,NO
0.1333,0.3844,NO
0.2072,0.1656,NO
0.1519,0.3438,NO
0.1227,1.0,YES
0.1324,1.0,YES
0.1581,0.8236,YES
0.1927,1.0,YES
0.1378,0.2351,NO
0.09699999999999999,0.7756,YES
0.11900000000000001,0.2269,NO
0.3612,0.8057,YES
0.0488,0.8057,YES
0.2823,0.2331,NO
0.1584,0.1882,NO
0.065,0.1187,NO
0.0678,0.1803,NO
0.1652,0.2856,YES
0.4499,0.5909,YES
0.0947,0.1008,NO
0.1079,0.1302,NO
0.0645,0.0939,NO
0.1095,0.0405,NO
0.1665,0.2341,NO
0.1472,0.2517,NO
0.1463,0.2341,NO
0.1261,0.8057,YES
0.0528,0.0328,NO
0.3791,0.7382,YES
0.0329,0.0694,NO
0.3577,0.8165,YES
0.062,0.1025,NO
0.0477,0.0581,NO
0.0457,0.1979,NO
0.1274,0.0519,NO
0.0681,0.0876,NO
0.1427,0.2154,NO
0.0804,0.1432,NO
0.0769,0.1184,NO
0.1422,0.3446,NO
0.0613,0.2932,NO
0.1484,0.2809,NO
0.1778,0.185,NO
0.1025,0.3069,NO
0.1545,0.2888,NO
0.1529,0.3056,NO
0.1098,0.2932,NO
0.1753,0.3138,NO
0.1807,1.0,YES
0.134,0.2888,NO
0.2818,1.0,YES
0.2438,0.3601,NO
0.2385,0.3511,NO
0.2176,0.3601,NO
0.0807,0.3282,NO
0.0972,0.4327,NO
0.0862,0.3404,NO
0.0815,0.1743,NO
0.2286,0.3765,NO
0.0804,0.4378,NO
0.0972,1.0,YES
0.105,0.9096,YES
0.1237,1.0,YES
0.2731,1.0,YES
0.1937,0.314,NO
0.1151,1.0,YES
0.1052,0.2888,NO
