DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_VSM_63,Associated
0.2675,1.0,YES
0.2206,0.4809,NO
0.2003,1.0,YES
0.1168,0.21,NO
0.0727,0.29100000000000004,NO
0.0714,0.2173,NO
0.10800000000000001,0.2167,NO
0.2886,0.5348,NO
0.1427,0.3649,NO
0.0855,0.3004,NO
0.0605,0.3087,NO
0.0532,0.2173,NO
0.1421,0.3649,NO
0.4397,1.0,YES
0.0607,0.2138,NO
0.2347,1.0,YES
0.2118,0.2244,NO
0.2048,0.3335,NO
0.2045,0.1078,NO
0.0849,0.2431,NO
0.1035,0.3649,NO
0.0824,0.2355,NO
0.0975,0.2614,NO
0.1702,0.1712,NO
0.1518,0.3649,NO
0.3372,1.0,YES
0.3303,1.0,YES
0.314,1.0,YES
0.1257,1.0,YES
0.1375,0.3649,NO
0.1128,1.0,YES
0.099,0.1593,NO
0.1069,0.3618,NO
0.0451,0.1531,NO
0.5095,1.0,YES
0.1431,1.0,YES
0.1227,1.0,YES
0.2847,0.8451,YES
0.2237,0.4093,NO
0.1065,0.1329,NO
0.3266,1.0,YES
0.0974,0.1983,NO
0.3289,1.0,YES
0.1059,0.1983,NO
0.2131,0.3398,NO
0.1496,0.3522,NO
0.1474,0.1374,NO
0.0902,0.1881,NO
0.0993,1.0,YES
0.0875,0.1371,NO
0.2369,0.6036,YES
0.2129,0.304,NO
0.1321,1.0,YES
0.1271,0.3369,NO
0.08,0.3547,NO
0.3025,0.4856,NO
0.12,0.2229,NO
0.3399,1.0,YES
0.2516,0.5562,NO
0.2081,0.679,YES
0.1799,0.3618,NO
0.1547,0.1531,NO
0.3595,1.0,YES
0.2156,0.27399999999999997,NO
0.1535,0.1091,NO
0.4159,0.8451,YES
0.1827,0.4093,NO
0.1097,0.1329,NO
0.5448,0.9273,YES
0.191,0.2942,NO
0.4381,1.0,YES
0.1528,0.2942,NO
0.3264,0.4028,NO
0.3203,0.3965,NO
0.2648,0.3254,NO
0.171,0.1965,NO
0.21899999999999997,0.4049,NO
0.1398,0.1371,NO
0.3673,0.3915,NO
0.1451,0.1807,NO
0.2637,0.2562,NO
0.1991,0.256,NO
0.1784,0.3547,NO
0.3767,0.3669,NO
0.1917,0.2942,NO
0.3794,0.7454,YES
0.3359,0.5562,NO
0.2874,0.7454,YES
0.0798,0.3229,NO
0.0364,0.11599999999999999,NO
0.2475,0.6062,YES
0.2794,1.0,YES
0.2232,1.0,YES
0.2213,0.6382,YES
0.1233,0.344,NO
0.0474,0.2331,NO
0.2799,1.0,YES
0.2328,0.5117,NO
0.2608,0.6062,YES
0.1095,0.6231,NO
0.2365,0.3536,NO
0.2061,0.4308,NO
0.2048,0.2673,NO
0.0456,0.1928,NO
0.1795,1.0,YES
0.0442,0.2331,NO
0.27,1.0,YES
0.1224,0.304,NO
0.1913,1.0,YES
0.2397,0.6231,NO
0.2111,0.6231,NO
0.2935,0.6231,NO
0.1155,0.6231,NO
0.243,1.0,YES
0.1959,0.5117,NO
0.198,0.583,YES
0.1636,0.2442,NO
0.1646,0.1023,NO
0.3881,0.6681,YES
0.1762,0.1979,NO
0.1649,0.1457,NO
0.4197,0.7795,YES
0.1681,0.2579,NO
0.153,0.1063,NO
0.4738,0.6706,YES
0.159,0.3773,NO
0.493,0.6838,YES
0.1456,0.5177,NO
0.2244,0.4162,NO
0.1542,0.3005,NO
0.1277,0.1684,NO
0.1775,0.1895,NO
0.2106,0.2701,NO
0.1654,0.12,NO
0.3557,0.4414,NO
0.0902,0.1572,NO
0.2663,0.2867,NO
0.2218,0.5177,NO
0.1764,0.5177,NO
0.3901,0.5177,NO
0.21600000000000003,0.5177,NO
0.402,0.8554,YES
0.3584,0.4015,NO
0.3239,0.8554,YES
0.0467,0.3229,NO
0.0184,0.1186,NO
0.0544,0.2369,YES
0.1967,1.0,YES
0.1251,1.0,YES
0.0526,0.5022,YES
0.0389,0.2651,NO
0.0098,0.1186,NO
0.1204,0.2445,YES
0.1152,0.1827,NO
0.0434,0.1869,YES
0.0994,0.1827,NO
0.171,0.2464,NO
0.1733,0.42,NO
0.1785,0.1863,NO
0.0632,0.1493,NO
0.1652,1.0,YES
0.0614,0.1393,NO
0.1533,1.0,YES
0.1347,0.1184,NO
0.1212,1.0,YES
0.015,0.1982,NO
0.0714,0.2793,NO
0.0698,0.1827,NO
0.035,0.1827,NO
0.0672,0.3891,YES
0.0378,0.2509,NO
0.0637,0.1731,YES
0.3024,1.0,YES
0.0482,0.6145,YES
0.3634,0.3151,NO
0.1548,0.3389,NO
0.1459,0.3389,NO
0.1506,0.2387,NO
0.2394,0.7571,YES
0.3693,1.0,YES
0.1404,0.3389,NO
0.0758,0.2808,NO
0.1517,0.1522,NO
0.067,0.2808,NO
0.2131,0.3471,NO
0.16,0.4228,NO
0.1446,0.2623,NO
0.0844,1.0,YES
0.095,0.3389,NO
0.2419,1.0,YES
0.026000000000000002,0.2045,NO
0.2985,1.0,YES
0.0377,0.3389,NO
0.102,0.2808,NO
0.0927,0.2808,NO
0.1259,0.2808,NO
0.1193,0.2808,NO
0.2177,0.3389,NO
0.15,0.2808,NO
0.0996,0.2103,NO
0.0839,0.3618,NO
0.0672,0.1294,NO
0.3068,1.0,YES
0.1154,1.0,YES
0.0802,1.0,YES
0.3166,1.0,YES
0.0868,0.4093,NO
0.0677,0.1287,NO
0.5456,1.0,YES
0.0938,0.2237,NO
0.3771,1.0,YES
0.0765,0.4779,NO
0.3042,0.4829,NO
0.1867,0.42,NO
0.2024,0.3133,NO
0.084,0.2771,NO
0.1127,1.0,YES
0.0773,0.1767,NO
0.3002,0.6036,YES
0.0821,0.308,NO
0.1969,1.0,YES
0.1353,0.4779,NO
0.0942,0.4779,NO
0.3023,0.4856,NO
0.1177,0.4779,NO
0.2966,1.0,YES
0.2621,0.4951,NO
0.3631,1.0,YES
0.1178,0.2798,NO
0.0474,0.2465,NO
0.4277,0.5633,YES
0.2214,0.6385,YES
0.2007,0.6385,YES
0.2467,0.6327,YES
0.2192,0.3016,NO
0.1165,0.2465,NO
0.3035,0.784,YES
0.1886,0.4825,NO
0.2922,0.6707,YES
0.1088,0.5579999999999999,NO
0.2277,0.3016,NO
0.1763,0.293,NO
0.1744,0.2404,NO
0.0948,0.1994,NO
0.152,0.6385,YES
0.0882,0.2465,NO
0.2267,0.516,YES
0.1968,0.2411,NO
0.1574,0.6385,YES
0.2134,0.5579999999999999,NO
0.1846,0.5579999999999999,NO
0.3004,0.5579999999999999,NO
0.1322,0.5579999999999999,NO
0.3039,1.0,YES
0.2341,0.4825,NO
0.2137,1.0,YES
0.1342,0.3133,NO
0.1099,0.1392,NO
0.526,0.5868,YES
0.1623,1.0,YES
0.1996,1.0,YES
0.3297,1.0,YES
0.22699999999999998,0.344,NO
0.1622,0.1845,NO
0.3372,1.0,YES
0.1102,0.142,NO
0.3901,0.728,YES
0.1022,0.0671,NO
0.1483,0.534,NO
0.0862,0.3856,NO
0.0629,0.21600000000000003,NO
0.2034,0.2017,NO
0.1682,1.0,YES
0.1975,0.1845,NO
0.3422,0.6036,YES
0.1773,0.304,NO
0.2514,1.0,YES
0.1754,0.3369,NO
0.1301,0.2604,NO
0.3619,0.5187,NO
0.1715,0.2338,NO
0.3452,1.0,YES
0.3259,0.4444,NO
0.258,1.0,YES
0.0709,0.3075,NO
0.0732,0.1121,NO
0.3094,0.85,YES
0.1091,0.5636,YES
0.0665,0.5636,YES
0.2941,1.0,YES
0.0664,0.3479,NO
0.0556,0.1242,NO
0.5229,0.7882,YES
0.1003,0.1321,NO
0.3604,1.0,YES
0.08800000000000001,0.1341,NO
0.2859,0.4969,NO
0.1263,0.3588,NO
0.1497,0.2744,NO
0.1047,0.2771,NO
0.1031,0.5636,YES
0.1016,0.1133,NO
0.3066,0.5522,YES
0.0639,0.1713,NO
0.2147,0.5636,YES
0.1277,0.2462,NO
0.0813,0.3015,NO
0.3135,0.4826,NO
0.1095,0.2175,NO
0.302,1.0,YES
0.2369,0.4073,NO
0.4263,1.0,YES
0.1151,0.3229,NO
0.0905,0.11599999999999999,NO
0.1028,0.5033,YES
0.3566,1.0,YES
0.2651,1.0,YES
0.1542,0.6382,YES
0.094,0.344,NO
0.0554,0.1995,NO
0.2037,1.0,YES
0.1971,0.3519,NO
0.1126,0.4491,YES
0.1418,0.3519,NO
0.2488,0.20800000000000002,NO
0.2731,0.42,NO
0.2523,0.0996,NO
0.1698,0.1649,NO
0.2266,1.0,YES
0.1648,0.1995,NO
0.2745,0.7959999999999999,YES
0.1508,0.304,NO
0.2653,1.0,YES
0.1206,0.3519,NO
0.1613,0.3519,NO
0.1611,0.4856,NO
0.1018,0.3519,NO
0.152,1.0,YES
0.1186,0.4444,NO
0.1207,0.4367,YES
0.1201,0.3229,NO
0.10300000000000001,0.11599999999999999,NO
0.254,0.5033,YES
0.3285,1.0,YES
0.3624,1.0,YES
0.2593,0.6382,YES
0.0981,0.344,NO
0.0792,0.1414,NO
0.2917,1.0,YES
0.1836,0.3984,NO
0.3039,0.4491,YES
0.1342,0.3984,NO
0.1448,0.1667,NO
0.1036,0.42,NO
0.0702,0.1762,NO
0.1825,0.1493,NO
0.2937,1.0,YES
0.1772,0.1414,NO
0.5728,1.0,YES
0.0892,0.304,NO
0.4594,1.0,YES
0.1677,0.3569,NO
0.1461,0.3623,NO
0.2985,0.4856,NO
0.1348,0.3984,NO
0.2479,1.0,YES
0.2298,0.4444,NO
0.2345,0.4367,YES
0.08900000000000001,0.3471,NO
0.0394,0.19,NO
0.1381,0.301,NO
0.2108,0.3949,NO
0.0676,0.2904,NO
0.0957,0.3322,NO
0.0963,0.4356,NO
0.0435,0.1869,NO
0.2592,0.6384,NO
0.1291,0.2363,NO
0.0785,0.3096,NO
0.1052,0.2363,NO
0.4225,0.8209,YES
0.3368,1.0,YES
0.3938,0.622,YES
0.0766,0.1545,NO
0.0711,0.386,NO
0.0797,0.1869,NO
0.0531,0.2904,NO
0.1551,0.1869,NO
0.077,0.2654,NO
0.0463,0.2363,NO
0.0745,0.3202,NO
0.1014,0.3189,NO
0.0541,0.2363,NO
0.1685,0.2654,NO
0.0541,0.2363,NO
0.2105,0.4702,NO
0.1239,1.0,YES
0.289,0.408,YES
0.2752,0.3151,NO
0.1653,0.2576,NO
0.0814,0.14,NO
0.0623,0.0916,NO
0.32899999999999996,0.7571,YES
0.1249,1.0,YES
0.0968,0.1287,NO
0.1519,0.0565,NO
0.0533,0.1084,NO
0.1784,0.1206,NO
0.1661,0.0531,NO
0.1504,0.3413,NO
0.1562,0.07200000000000001,NO
0.3075,0.8269,YES
0.0597,0.14,NO
0.1815,1.0,YES
0.0336,0.14,NO
0.3735,1.0,YES
0.0877,0.1607,NO
0.1163,0.1769,NO
0.0418,0.2289,NO
0.1354,0.1522,NO
0.0948,0.1206,NO
0.1407,0.0744,NO
0.0821,0.2142,NO
0.0894,0.0561,NO
0.0416,0.3011,NO
0.0131,0.11599999999999999,NO
0.1203,0.5033,YES
0.2886,1.0,YES
0.2879,1.0,YES
0.1294,0.6382,YES
0.0498,0.344,NO
0.0139,0.1474,NO
0.1999,1.0,YES
0.1109,0.1809,NO
0.1389,0.4491,YES
0.0996,0.1809,NO
0.1977,0.3029,NO
0.1726,0.3569,NO
0.1805,0.2447,NO
0.0204,0.1474,NO
0.2123,1.0,YES
0.0198,0.1474,NO
0.3536,1.0,YES
0.1039,0.304,NO
0.2827,1.0,YES
0.0426,0.3369,NO
0.0387,0.2793,NO
0.1228,0.4856,NO
0.0373,0.2229,NO
0.1359,1.0,YES
0.0808,0.4444,NO
0.1119,0.4367,YES
0.3458,1.0,YES
0.0264,0.7969,YES
0.3473,0.295,NO
0.1555,0.275,NO
0.0906,0.275,NO
0.107,0.295,NO
0.226,0.7969,YES
0.4184,1.0,YES
0.1111,0.295,NO
0.1017,0.1823,NO
0.09699999999999999,0.295,NO
0.1058,0.1216,NO
0.1741,0.2514,NO
0.1373,0.3144,NO
0.132,0.19,NO
0.1138,1.0,YES
0.0766,0.275,NO
0.3242,1.0,YES
0.0297,0.166,NO
0.3407,1.0,YES
0.0387,0.275,NO
0.0621,0.1823,NO
0.076,0.1823,NO
0.1266,0.1337,NO
0.0726,0.1823,NO
0.192,0.295,NO
0.1128,0.1823,NO
0.0813,0.2279,NO
0.1238,0.3496,NO
0.0659,0.0879,NO
0.0991,0.2287,NO
0.2168,0.5644,NO
0.0941,0.2813,NO
0.1226,0.6333,NO
0.0797,0.4164,NO
0.0869,0.2425,NO
0.1921,0.2267,NO
0.2119,1.0,YES
0.0845,0.2193,NO
0.1963,1.0,YES
0.24100000000000002,0.3104,NO
0.263,0.3627,NO
0.2504,0.225,NO
0.1414,0.2425,NO
0.0983,0.2051,NO
0.1658,0.2425,NO
0.1333,0.3844,NO
0.2072,0.2425,NO
0.1519,0.3078,NO
0.1227,1.0,YES
0.1324,1.0,YES
0.1581,1.0,YES
0.1927,1.0,YES
0.1378,0.2351,NO
0.09699999999999999,1.0,YES
0.11900000000000001,0.16699999999999998,NO
0.3612,1.0,YES
0.0488,0.8165,YES
0.2823,0.3151,NO
0.1584,0.2576,NO
0.065,0.2067,NO
0.0678,0.1923,NO
0.1652,0.8165,YES
0.4499,1.0,YES
0.0947,0.2067,NO
0.1079,0.2015,NO
0.0645,0.1803,NO
0.1095,0.2015,NO
0.1665,0.1922,NO
0.1472,0.3413,NO
0.1463,0.1453,NO
0.1261,0.8269,YES
0.0528,0.2067,NO
0.3791,1.0,YES
0.0329,0.2061,NO
0.3577,1.0,YES
0.062,0.2067,NO
0.0477,0.2015,NO
0.0457,0.2289,NO
0.1274,0.2015,NO
0.0681,0.2015,NO
0.1427,0.2067,NO
0.0804,0.2142,NO
0.0769,0.1076,NO
0.1422,0.3765,NO
0.0613,0.3765,NO
0.1484,0.2809,NO
0.1778,0.5644,NO
0.1025,0.2888,NO
0.1545,0.6333,NO
0.1529,0.4164,NO
0.1098,0.3765,NO
0.1753,0.2888,NO
0.1807,1.0,YES
0.134,0.2887,NO
0.2818,1.0,YES
0.2438,0.3104,NO
0.2385,0.3601,NO
0.2176,0.2234,NO
0.0807,0.3282,NO
0.0972,0.2888,NO
0.0862,0.3765,NO
0.0815,0.3844,NO
0.2286,0.2932,NO
0.0804,0.4378,NO
0.0972,1.0,YES
0.105,1.0,YES
0.1237,1.0,YES
0.2731,1.0,YES
0.1937,0.314,NO
0.1151,1.0,YES
0.1052,0.1937,NO
