DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_RAW_LSA_1,Associated
0.3004,0.3049,NO
0.1322,0.0593,NO
0.3039,1.0,YES
0.2341,0.3049,NO
0.2137,0.3083,YES
0.1342,0.17,NO
0.1099,0.1184,NO
0.526,1.0,YES
0.1623,0.1129,YES
0.1996,0.2509,YES
0.3297,1.0,YES
0.22699999999999998,0.1955,NO
0.1622,0.1184,NO
0.3372,1.0,YES
0.1102,0.1183,NO
0.3901,1.0,YES
0.1022,0.1006,NO
0.1483,0.2516,NO
0.0862,0.2246,NO
0.0629,0.1085,NO
0.2034,0.0941,NO
0.1682,0.1935,YES
0.1975,0.132,NO
0.3422,0.2598,YES
0.1773,0.1208,NO
0.2514,0.1739,YES
0.1754,0.1265,NO
0.1301,0.1426,NO
0.3619,0.2844,NO
0.1715,0.1123,NO
0.3452,1.0,YES
0.3259,0.2439,NO
0.258,1.0,YES
0.0709,0.17,NO
0.0732,0.0445,NO
0.3094,1.0,YES
0.1091,0.2996,YES
0.0665,1.0,YES
0.2941,1.0,YES
0.0664,0.1955,NO
0.0556,0.0711,NO
0.5229,1.0,YES
0.1003,0.1183,NO
0.3604,1.0,YES
0.08800000000000001,0.0884,NO
0.2859,0.2516,NO
0.1263,0.2466,NO
0.1497,0.1085,NO
0.1047,0.0941,NO
0.1031,0.2626,YES
0.1016,0.0595,NO
0.3066,1.0,YES
0.0639,0.0627,NO
0.2147,0.2157,YES
0.1277,0.1265,NO
0.0813,0.2192,NO
0.3135,0.2493,NO
0.1095,0.1123,NO
0.302,1.0,YES
0.2369,0.2439,NO
0.4263,1.0,YES
0.1151,0.1566,NO
0.0905,0.1259,NO
0.1028,0.2378,YES
0.3566,1.0,YES
0.2651,1.0,YES
0.1542,0.2985,YES
0.094,0.1548,NO
0.0554,0.1259,NO
0.2037,1.0,YES
0.1971,0.20199999999999999,NO
0.1126,1.0,YES
0.1418,0.20199999999999999,NO
0.2488,0.2048,NO
0.2731,0.2048,NO
0.2523,0.0885,NO
0.1698,0.0818,NO
0.2266,1.0,YES
0.1648,0.1018,NO
0.2745,1.0,YES
0.1508,0.1259,NO
0.2653,0.2853,YES
0.1206,0.145,NO
0.1613,0.2519,NO
0.1611,0.2335,NO
0.1018,0.0495,NO
0.152,0.2732,YES
0.1186,0.2335,NO
0.1207,0.2078,YES
0.1201,0.1566,NO
0.10300000000000001,0.0969,NO
0.254,0.2635,YES
0.3285,1.0,YES
0.3624,1.0,YES
0.2593,0.2985,YES
0.0981,0.1548,NO
0.0792,0.0969,NO
0.2917,1.0,YES
0.1836,0.1296,NO
0.3039,1.0,YES
0.1342,0.10400000000000001,NO
0.1448,0.1477,NO
0.1036,0.1698,NO
0.0702,0.0885,NO
0.1825,0.0818,NO
0.2937,1.0,YES
0.1772,0.0969,NO
0.5728,1.0,YES
0.0892,0.0737,NO
0.4594,0.3658,YES
0.1677,0.111,NO
0.1461,0.2519,NO
0.2985,0.2252,NO
0.1348,0.032,NO
0.2479,0.2732,YES
0.2298,0.2252,NO
0.2345,0.2418,YES
0.08900000000000001,0.0742,NO
0.0394,0.1243,NO
0.1381,0.1931,NO
0.2108,0.0732,NO
0.0676,0.0405,NO
0.0957,0.1653,NO
0.0963,0.1243,NO
0.0435,0.1243,NO
0.2592,0.1931,NO
0.1291,0.0516,NO
0.0785,0.057999999999999996,NO
0.1052,0.0403,NO
0.4225,0.4103,YES
0.3368,0.4103,YES
0.3938,0.1192,YES
0.0766,0.0459,NO
0.0711,0.0711,NO
0.0797,0.1243,NO
0.0531,0.14800000000000002,NO
0.1551,0.1196,NO
0.077,0.0366,NO
0.0463,0.0338,NO
0.0745,0.0638,NO
0.1014,0.0595,NO
0.0541,0.0186,NO
0.1685,0.0674,NO
0.0541,0.0631,NO
0.2105,0.1931,NO
0.1239,0.0785,YES
0.289,0.3686,YES
0.2752,0.1208,NO
0.1653,0.0394,NO
0.0814,0.0311,NO
0.0623,0.1208,NO
0.32899999999999996,0.3686,YES
0.1249,0.3686,YES
0.0968,0.1208,NO
0.1519,0.0199,NO
0.0533,0.0543,NO
0.1784,0.0224,NO
0.1661,0.14800000000000002,NO
0.1504,0.14800000000000002,NO
0.1562,0.0431,NO
0.3075,0.1413,YES
0.0597,0.057999999999999996,NO
0.1815,0.1741,YES
0.0336,0.1137,NO
0.3735,0.3686,YES
0.0877,0.0281,NO
0.1163,0.0335,NO
0.0418,0.0421,NO
0.1354,0.0344,NO
0.0948,0.0131,NO
0.1407,0.1208,NO
0.0821,0.0243,NO
0.0894,0.078,NO
0.0416,0.1566,NO
0.0131,0.1,NO
0.1203,0.1932,YES
0.2886,1.0,YES
0.2879,0.3362,YES
0.1294,0.2148,YES
0.0498,0.1548,NO
0.0139,0.1,NO
0.1999,0.3362,YES
0.1109,0.1296,NO
0.1389,0.3362,YES
0.0996,0.0891,NO
0.1977,0.1252,NO
0.1726,0.1632,NO
0.1805,0.0458,NO
0.0204,0.051,NO
0.2123,1.0,YES
0.0198,0.0999,NO
0.3536,1.0,YES
0.1039,0.1,NO
0.2827,0.3658,YES
0.0426,0.0845,NO
0.0387,0.2519,NO
0.1228,0.0818,NO
0.0373,0.0209,NO
0.1359,0.2148,YES
0.0808,0.1242,NO
0.1119,0.0892,YES
0.3458,0.4232,YES
0.0264,1.0,YES
0.3473,0.1401,NO
0.1555,0.1017,NO
0.0906,0.0669,NO
0.107,0.1401,NO
0.226,1.0,YES
0.4184,1.0,YES
0.1111,0.1401,NO
0.1017,0.1422,NO
0.09699999999999999,0.1083,NO
0.1058,0.1422,NO
0.1741,0.1792,NO
0.1373,0.1792,NO
0.132,0.0521,NO
0.1138,0.3834,YES
0.0766,0.1033,NO
0.3242,0.4181,YES
0.0297,0.0421,NO
0.3407,1.0,YES
0.0387,0.0678,NO
0.0621,0.1173,NO
0.076,0.1267,NO
0.1266,0.1267,NO
0.0726,0.0484,NO
0.192,0.1401,NO
0.1128,0.1267,NO
0.0813,0.0717,NO
0.1238,0.1686,NO
0.0659,0.1552,NO
0.0991,0.1199,NO
0.2168,0.2653,NO
0.0941,0.1396,NO
0.1226,0.2963,NO
0.0797,0.1987,NO
0.0869,0.1552,NO
0.1921,0.2252,NO
0.2119,0.4371,YES
0.0845,0.2347,NO
0.1963,0.2884,YES
0.24100000000000002,0.2074,NO
0.263,0.2074,NO
0.2504,0.0602,NO
0.1414,0.0831,NO
0.0983,0.0442,NO
0.1658,0.1474,NO
0.1333,0.1843,NO
0.2072,0.1339,NO
0.1519,0.166,NO
0.1227,1.0,YES
0.1324,1.0,YES
0.1581,1.0,YES
0.1927,0.1551,YES
0.1378,0.2254,NO
0.09699999999999999,1.0,YES
0.11900000000000001,0.1576,NO
0.3612,0.4428,YES
0.0488,1.0,YES
0.2823,0.1163,NO
0.1584,0.1033,NO
0.065,0.1295,NO
0.0678,0.1163,NO
0.1652,1.0,YES
0.4499,1.0,YES
0.0947,0.1295,NO
0.1079,0.1269,NO
0.0645,0.1295,NO
0.1095,0.1269,NO
0.1665,0.0995,NO
0.1472,0.1528,NO
0.1463,0.0115,NO
0.1261,0.3834,YES
0.0528,0.1033,NO
0.3791,1.0,YES
0.0329,0.1295,NO
0.3577,1.0,YES
0.062,0.0294,NO
0.0477,0.0909,NO
0.0457,0.1143,NO
0.1274,0.0826,NO
0.0681,0.0311,NO
0.1427,0.0443,NO
0.0804,0.0913,NO
0.0769,0.0774,NO
0.1422,0.1686,NO
0.0613,0.2143,NO
0.1484,0.1377,NO
0.1778,0.2653,NO
0.1025,0.1705,NO
0.1545,0.2963,NO
0.1529,0.1987,NO
0.1098,0.2143,NO
0.1753,0.2252,NO
0.1807,0.4371,YES
0.134,0.2347,NO
0.2818,0.3754,YES
0.2438,0.1248,NO
0.2385,0.0663,NO
0.2176,0.0224,NO
0.0807,0.0831,NO
0.0972,0.20600000000000002,NO
0.0862,0.0896,NO
0.0815,0.1843,NO
0.2286,0.1727,NO
0.0804,0.2083,NO
0.0972,1.0,YES
0.105,1.0,YES
0.1237,1.0,YES
0.2731,0.1551,YES
0.1937,0.2254,NO
0.1151,1.0,YES
0.1052,0.1576,NO
