DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_RAW_LSA_22,Associated
0.3039,1.0,YES
0.2341,0.2113,NO
0.2137,1.0,YES
0.1342,0.17,NO
0.1099,0.1009,NO
0.526,1.0,YES
0.1623,0.2509,YES
0.1996,0.2879,YES
0.3297,1.0,YES
0.22699999999999998,0.1955,NO
0.1622,0.0711,NO
0.3372,1.0,YES
0.1102,0.1183,NO
0.3901,1.0,YES
0.1022,0.0884,NO
0.1483,0.2516,NO
0.0862,0.2246,NO
0.0629,0.1085,NO
0.2034,0.1009,NO
0.1682,0.2879,YES
0.1975,0.0748,NO
0.3422,0.2879,YES
0.1773,0.1208,NO
0.2514,0.2879,YES
0.1754,0.2904,NO
0.1301,0.2904,NO
0.3619,0.2904,NO
0.1715,0.1193,NO
0.3452,1.0,YES
0.3259,0.2904,NO
0.258,1.0,YES
0.0709,0.1372,NO
0.0732,0.0429,NO
0.3094,0.4909,YES
0.1091,1.0,YES
0.0665,0.2628,YES
0.2941,1.0,YES
0.0664,0.0881,NO
0.0556,0.071,NO
0.5229,1.0,YES
0.1003,0.1475,NO
0.3604,1.0,YES
0.08800000000000001,0.0759,NO
0.2859,0.2466,NO
0.1263,0.1012,NO
0.1497,0.0885,NO
0.1047,0.0818,NO
0.1031,0.2626,YES
0.1016,0.0623,NO
0.3066,1.0,YES
0.0639,0.1481,NO
0.2147,0.2626,YES
0.1277,0.0496,NO
0.0813,0.1285,NO
0.3135,0.0958,NO
0.1095,0.1202,NO
0.302,0.4909,YES
0.2369,0.2439,NO
0.4263,1.0,YES
0.1151,0.1248,NO
0.0905,0.0288,NO
0.1028,0.2378,YES
0.3566,1.0,YES
0.2651,1.0,YES
0.1542,1.0,YES
0.094,0.0374,NO
0.0554,0.071,NO
0.2037,0.2465,YES
0.1971,0.183,NO
0.1126,0.2134,YES
0.1418,0.0513,NO
0.2488,0.2045,NO
0.2731,0.1632,NO
0.2523,0.2045,NO
0.1698,0.0818,NO
0.2266,0.2786,YES
0.1648,0.066,NO
0.2745,1.0,YES
0.1508,0.1481,NO
0.2653,1.0,YES
0.1206,0.1516,NO
0.1613,0.2519,NO
0.1611,0.2335,NO
0.1018,0.0827,NO
0.152,0.2732,YES
0.1186,0.2335,NO
0.1207,1.0,YES
0.1201,0.1566,NO
0.10300000000000001,0.0704,NO
0.254,0.2378,YES
0.3285,1.0,YES
0.3624,1.0,YES
0.2593,1.0,YES
0.0981,0.0582,NO
0.0792,0.0969,NO
0.2917,0.2728,YES
0.1836,0.183,NO
0.3039,0.2728,YES
0.1342,0.111,NO
0.1448,0.1252,NO
0.1036,0.1632,NO
0.0702,0.0885,NO
0.1825,0.0969,NO
0.2937,0.4264,YES
0.1772,0.0969,NO
0.5728,1.0,YES
0.0892,0.1481,NO
0.4594,1.0,YES
0.1677,0.2045,NO
0.1461,0.2519,NO
0.2985,0.2252,NO
0.1348,0.111,NO
0.2479,0.2732,YES
0.2298,0.2252,NO
0.2345,1.0,YES
0.08900000000000001,0.1243,NO
0.0394,0.0142,NO
0.1381,0.1931,NO
0.2108,0.18899999999999997,NO
0.0676,0.1713,NO
0.0957,0.2195,NO
0.0963,0.183,NO
0.0435,0.1243,NO
0.2592,0.2986,NO
0.1291,0.1443,NO
0.0785,0.1931,NO
0.1052,0.1443,NO
0.4225,1.0,YES
0.3368,0.3524,YES
0.3938,1.0,YES
0.0766,0.1243,NO
0.0711,0.185,NO
0.0797,0.1243,NO
0.0531,0.1588,NO
0.1551,0.1233,NO
0.077,0.1191,NO
0.0463,0.0881,NO
0.0745,0.1554,NO
0.1014,0.1548,NO
0.0541,0.1443,NO
0.1685,0.1931,NO
0.0541,0.1443,NO
0.2105,0.2266,NO
0.1239,1.0,YES
0.289,1.0,YES
0.2752,0.0804,NO
0.1653,0.1272,NO
0.0814,0.0776,NO
0.0623,0.1187,NO
0.32899999999999996,0.35200000000000004,YES
0.1249,1.0,YES
0.0968,0.0804,NO
0.1519,0.084,NO
0.0533,0.1208,NO
0.1784,0.0609,NO
0.1661,0.0995,NO
0.1504,0.1649,NO
0.1562,0.0085,NO
0.3075,1.0,YES
0.0597,0.0311,NO
0.1815,1.0,YES
0.0336,0.0576,NO
0.3735,1.0,YES
0.0877,0.1222,NO
0.1163,0.0865,NO
0.0418,0.1218,NO
0.1354,0.0865,NO
0.0948,0.0602,NO
0.1407,0.1316,NO
0.0821,0.0865,NO
0.0894,0.1208,NO
0.0416,0.0999,NO
0.0131,0.0168,NO
0.1203,0.2378,YES
0.2886,1.0,YES
0.2879,0.4092,YES
0.1294,1.0,YES
0.0498,0.0482,NO
0.0139,0.0999,NO
0.1999,0.2465,YES
0.1109,0.1475,NO
0.1389,0.2134,YES
0.0996,0.1166,NO
0.1977,0.2043,NO
0.1726,0.0704,NO
0.1805,0.2043,NO
0.0204,0.0999,NO
0.2123,0.3532,YES
0.0198,0.0999,NO
0.3536,1.0,YES
0.1039,0.1481,NO
0.2827,0.3943,YES
0.0426,0.1495,NO
0.0387,0.1495,NO
0.1228,0.1495,NO
0.0373,0.1166,NO
0.1359,0.2732,YES
0.0808,0.2113,NO
0.1119,1.0,YES
0.3458,1.0,YES
0.0264,1.0,YES
0.3473,0.1267,NO
0.1555,0.1283,NO
0.0906,0.1283,NO
0.107,0.1187,NO
0.226,0.35200000000000004,YES
0.4184,1.0,YES
0.1111,0.1267,NO
0.1017,0.1422,NO
0.09699999999999999,0.1401,NO
0.1058,0.1422,NO
0.1741,0.1792,NO
0.1373,0.1649,NO
0.132,0.1792,NO
0.1138,1.0,YES
0.0766,0.0978,NO
0.3242,1.0,YES
0.0297,0.0576,NO
0.3407,1.0,YES
0.0387,0.0836,NO
0.0621,0.1267,NO
0.076,0.1422,NO
0.1266,0.1267,NO
0.0726,0.1422,NO
0.192,0.1316,NO
0.1128,0.1422,NO
0.0813,0.1401,NO
0.1238,0.1553,NO
0.0659,0.0094,NO
0.0991,0.1377,NO
0.2168,0.1926,NO
0.0941,0.1671,NO
0.1226,0.1986,NO
0.0797,0.038,NO
0.0869,0.0057,NO
0.1921,0.1061,NO
0.2119,1.0,YES
0.0845,0.1124,NO
0.1963,1.0,YES
0.24100000000000002,0.2074,NO
0.263,0.0717,NO
0.2504,0.2074,NO
0.1414,0.159,NO
0.0983,0.20600000000000002,NO
0.1658,0.0959,NO
0.1333,0.1701,NO
0.2072,0.0241,NO
0.1519,0.2083,NO
0.1227,0.3196,YES
0.1324,1.0,YES
0.1581,1.0,YES
0.1927,1.0,YES
0.1378,0.1526,NO
0.09699999999999999,1.0,YES
0.11900000000000001,0.1223,NO
0.3612,1.0,YES
0.0488,1.0,YES
0.2823,0.0763,NO
0.1584,0.1295,NO
0.065,0.0776,NO
0.0678,0.1295,NO
0.1652,0.35200000000000004,YES
0.4499,1.0,YES
0.0947,0.0763,NO
0.1079,0.084,NO
0.0645,0.1163,NO
0.1095,0.0609,NO
0.1665,0.1406,NO
0.1472,0.1649,NO
0.1463,0.0409,NO
0.1261,1.0,YES
0.0528,0.0424,NO
0.3791,1.0,YES
0.0329,0.1295,NO
0.3577,1.0,YES
0.062,0.1292,NO
0.0477,0.049,NO
0.0457,0.1218,NO
0.1274,0.0798,NO
0.0681,0.0602,NO
0.1427,0.1316,NO
0.0804,0.0386,NO
0.0769,0.1295,NO
0.1422,0.1686,NO
0.0613,0.1727,NO
0.1484,0.0326,NO
0.1778,0.121,NO
0.1025,0.1379,NO
0.1545,0.2963,NO
0.1529,0.1987,NO
0.1098,0.2143,NO
0.1753,0.2252,NO
0.1807,0.3754,YES
0.134,0.2347,NO
0.2818,0.3754,YES
0.2438,0.0172,NO
0.2385,0.1834,NO
0.2176,0.0148,NO
0.0807,0.2143,NO
0.0972,0.1906,NO
0.0862,0.2143,NO
0.0815,0.0313,NO
0.2286,0.2143,NO
0.0804,0.121,NO
0.0972,1.0,YES
0.105,1.0,YES
0.1237,1.0,YES
0.2731,0.3754,YES
0.1937,0.1561,NO
0.1151,1.0,YES
0.1052,0.1561,NO
