DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_LSA_9,Associated
0.2593,1.0,YES
0.0981,0.3189,NO
0.0792,0.1414,NO
0.2917,1.0,YES
0.1836,0.3816,NO
0.3039,0.4491,YES
0.1342,0.1102,NO
0.1448,0.2305,NO
0.1036,0.42,NO
0.0702,0.146,NO
0.1825,0.1729,NO
0.2937,0.594,YES
0.1772,0.1232,NO
0.5728,1.0,YES
0.0892,0.0883,NO
0.4594,1.0,YES
0.1677,0.3118,NO
0.1461,0.5347,NO
0.2985,0.4856,NO
0.1348,0.114,NO
0.2479,0.5820000000000001,YES
0.2298,0.2768,NO
0.2345,1.0,YES
0.08900000000000001,0.267,NO
0.0394,0.19,NO
0.1381,0.3578,NO
0.2108,0.2858,NO
0.0676,0.1859,NO
0.0957,0.2784,NO
0.0963,0.4356,NO
0.0435,0.1963,NO
0.2592,0.4623,NO
0.1291,0.2736,NO
0.0785,0.3096,NO
0.1052,0.133,NO
0.4225,1.0,YES
0.3368,0.758,YES
0.3938,0.622,YES
0.0766,0.1126,NO
0.0711,0.1208,NO
0.0797,0.1943,NO
0.0531,0.1859,NO
0.1551,0.1943,NO
0.077,0.1464,NO
0.0463,0.1707,NO
0.0745,0.3778,NO
0.1014,0.1636,NO
0.0541,0.2158,NO
0.1685,0.2164,NO
0.0541,0.1836,NO
0.2105,0.4702,NO
0.1239,1.0,YES
0.289,0.2797,YES
0.2752,0.2893,NO
0.1653,0.1921,NO
0.0814,0.1921,NO
0.0623,0.1889,NO
0.32899999999999996,1.0,YES
0.1249,1.0,YES
0.0968,0.1893,NO
0.1519,0.2608,NO
0.0533,0.16699999999999998,NO
0.1784,0.2608,NO
0.1661,0.2437,NO
0.1504,0.1921,NO
0.1562,0.1608,NO
0.3075,0.5669,YES
0.0597,0.2278,NO
0.1815,1.0,YES
0.0336,0.1921,NO
0.3735,1.0,YES
0.0877,0.1513,NO
0.1163,0.2608,NO
0.0418,0.2456,NO
0.1354,0.2608,NO
0.0948,0.1468,NO
0.1407,0.2673,NO
0.0821,0.1468,NO
0.0894,0.1469,NO
0.0416,0.1934,NO
0.0131,0.0804,NO
0.1203,0.6207,YES
0.2886,1.0,YES
0.2879,1.0,YES
0.1294,0.6207,YES
0.0498,0.2294,NO
0.0139,0.1035,NO
0.1999,0.6207,YES
0.1109,0.2926,NO
0.1389,0.2787,YES
0.0996,0.1102,NO
0.1977,0.3934,NO
0.1726,0.3569,NO
0.1805,0.2447,NO
0.0204,0.1729,NO
0.2123,0.5396,YES
0.0198,0.1526,NO
0.3536,1.0,YES
0.1039,0.1526,NO
0.2827,0.7878,YES
0.0426,0.2391,NO
0.0387,0.41,NO
0.1228,0.3014,NO
0.0373,0.1166,NO
0.1359,0.3891,YES
0.0808,0.21,NO
0.1119,0.6207,YES
0.3458,0.7969,YES
0.0264,0.1148,YES
0.3473,0.2249,NO
0.1555,0.151,NO
0.0906,0.151,NO
0.107,0.295,NO
0.226,0.7969,YES
0.4184,0.7773,YES
0.1111,0.295,NO
0.1017,0.1256,NO
0.09699999999999999,0.295,NO
0.1058,0.0947,NO
0.1741,0.2514,NO
0.1373,0.2269,NO
0.132,0.19,NO
0.1138,0.2327,YES
0.0766,0.177,NO
0.3242,0.7969,YES
0.0297,0.151,NO
0.3407,0.7969,YES
0.0387,0.0791,NO
0.0621,0.1014,NO
0.076,0.2011,NO
0.1266,0.1656,NO
0.0726,0.0845,NO
0.192,0.295,NO
0.1128,0.1559,NO
0.0813,0.1465,NO
0.1238,0.2947,NO
0.0659,0.0675,NO
0.0991,0.2269,NO
0.2168,0.4329,NO
0.0941,0.3069,NO
0.1226,0.2269,NO
0.0797,0.3056,NO
0.0869,0.1104,NO
0.1921,0.2269,NO
0.2119,1.0,YES
0.0845,0.1923,NO
0.1963,1.0,YES
0.24100000000000002,0.3551,NO
0.263,0.3673,NO
0.2504,0.2209,NO
0.1414,0.3282,NO
0.0983,0.3104,NO
0.1658,0.0566,NO
0.1333,0.3529,NO
0.2072,0.0364,NO
0.1519,0.2269,NO
0.1227,1.0,YES
0.1324,0.9096,YES
0.1581,1.0,YES
0.1927,1.0,YES
0.1378,0.1875,NO
0.09699999999999999,0.5682,YES
0.11900000000000001,0.2269,NO
0.3612,1.0,YES
0.0488,0.1165,YES
0.2823,0.2893,NO
0.1584,0.1308,NO
0.065,0.1756,NO
0.0678,0.1889,NO
0.1652,1.0,YES
0.4499,1.0,YES
0.0947,0.1803,NO
0.1079,0.1616,NO
0.0645,0.1803,NO
0.1095,0.1216,NO
0.1665,0.1922,NO
0.1472,0.1735,NO
0.1463,0.1453,NO
0.1261,0.2833,YES
0.0528,0.2278,NO
0.3791,1.0,YES
0.0329,0.1102,NO
0.3577,1.0,YES
0.062,0.092,NO
0.0477,0.0838,NO
0.0457,0.2456,NO
0.1274,0.0435,NO
0.0681,0.1087,NO
0.1427,0.2673,NO
0.0804,0.0892,NO
0.0769,0.1469,NO
0.1422,0.3496,NO
0.0613,0.0731,NO
0.1484,0.5722,NO
0.1778,0.5644,NO
0.1025,0.2813,NO
0.1545,0.6333,NO
0.1529,0.3258,NO
0.1098,0.2906,NO
0.1753,0.2888,NO
0.1807,0.9462,YES
0.134,0.26,NO
0.2818,0.6992,YES
0.2438,0.3705,NO
0.2385,0.3824,NO
0.2176,0.2305,NO
0.0807,0.1596,NO
0.0972,0.3984,NO
0.0862,0.2533,NO
0.0815,0.3844,NO
0.2286,0.1651,NO
0.0804,0.3438,NO
0.0972,1.0,YES
0.105,1.0,YES
0.1237,1.0,YES
0.2731,1.0,YES
0.1937,0.4758,NO
0.1151,1.0,YES
0.1052,0.3251,NO
