DIRECT_NA_NA_VSM,50Traced_NONETRACED_MEDIAN_RAW_LSA_44,Associated
0.1814,0.0,YES
0.3356,0.0,NO
0.1662,0.0,NO
0.1507,0.0,NO
0.1441,0.0,NO
0.3435,0.0,YES
0.1243,0.0,YES
0.1731,0.0,NO
0.0952,0.0,NO
0.1364,0.0,NO
0.0887,0.0,NO
0.2289,0.0,NO
0.2088,0.0,NO
0.2075,0.0,NO
0.1923,0.0046,YES
0.0927,0.0,NO
0.0821,0.0044,YES
0.0311,0.0,NO
0.3081,0.0,YES
0.0406,0.0,NO
0.1251,0.0,NO
0.091,0.0,NO
0.11800000000000001,0.0,NO
0.1053,0.0,NO
0.2201,0.0,NO
0.1351,0.0,NO
0.1328,0.0,NO
0.0724,0.0,NO
0.0244,0.0,NO
0.1404,0.0,YES
0.3348,0.0119,YES
0.2937,0.0,YES
0.14300000000000002,0.0,YES
0.0826,0.0,NO
0.013000000000000001,0.0,NO
0.2103,0.0,YES
0.1395,0.0,NO
0.1325,0.0038,YES
0.1443,0.0,NO
0.2165,0.0,NO
0.1934,0.0,NO
0.1934,0.0,NO
0.0572,0.0,NO
0.2318,0.0,YES
0.0556,0.0,NO
0.3609,0.0,YES
0.1417,0.0,NO
0.255,0.0,YES
0.0522,0.0,NO
0.0677,0.0,NO
0.1439,0.0,NO
0.0494,0.0,NO
0.1715,0.0,YES
0.0964,0.0,NO
0.1343,0.0042,YES
0.1544,0.0,NO
0.0732,0.0,NO
0.1975,0.0,NO
0.2582,0.0,NO
0.1977,0.0,NO
0.1701,0.0,NO
0.1684,0.0,NO
0.1225,0.0,NO
0.1458,0.0,NO
0.4028,0.0,YES
0.1577,0.0,NO
0.2904,0.0,YES
0.1987,0.0,NO
0.1756,0.0,NO
0.1689,0.0,NO
0.054000000000000006,0.0,NO
0.1469,0.0,NO
0.0547,0.0,NO
0.1082,0.0,NO
0.2019,0.0,NO
0.1293,0.0,NO
0.3897,0.0,YES
0.3612,0.0,YES
0.2791,0.0,YES
0.2894,0.0,YES
0.2226,0.0,NO
0.1753,0.0,YES
0.0979,0.0,NO
0.0985,0.0,NO
0.0774,0.0,NO
0.1069,0.0,YES
0.3647,0.0,YES
0.2531,0.0,YES
0.1331,0.0,YES
0.0885,0.0,NO
0.0604,0.0,NO
0.2068,0.0,YES
0.2598,0.0,NO
0.106,0.0024,YES
0.1459,0.0,NO
0.2252,0.0,NO
0.2571,0.0,NO
0.2375,0.0,NO
0.1453,0.0,NO
0.2245,0.0105,YES
0.141,0.0,NO
0.2623,0.0,YES
0.142,0.0,NO
0.2555,0.0,YES
0.2049,0.0,NO
0.2206,0.0,NO
0.2228,0.0,NO
0.1032,0.0,NO
0.1461,0.0,YES
0.1116,0.0,NO
0.1326,0.0032,YES
0.1415,0.0,NO
0.0745,0.0,NO
0.2381,0.0128,NO
0.19,0.0,NO
0.1547,0.0,NO
0.1997,0.0084,NO
0.1653,0.0,NO
0.1536,0.0,NO
0.1999,0.0143,NO
0.1989,0.0,YES
0.2045,0.022000000000000002,NO
0.2447,0.0108,YES
0.2519,0.0,NO
0.2036,0.0,NO
0.2033,0.0,NO
0.0533,0.0,NO
0.105,0.0,NO
0.055999999999999994,0.0,NO
0.1113,0.0,NO
0.2256,0.0,NO
0.0989,0.0,NO
0.1879,0.0,YES
0.1445,0.0,YES
0.1901,0.006,YES
0.3108,0.0,YES
0.2405,0.0212,NO
0.1657,0.0078,YES
0.1331,0.006,NO
0.0949,0.0,NO
0.1339,0.0,NO
0.22399999999999998,0.0,NO
0.1967,0.0,NO
0.1436,0.0,NO
0.2079,0.0,NO
0.1339,0.0,NO
0.0967,0.0,NO
0.2198,0.0,NO
0.3428,0.0034,YES
0.2344,0.0043,NO
0.1736,0.0,YES
0.1331,0.0,NO
0.0735,0.0,NO
0.0647,0.0,NO
0.204,0.0014,NO
0.1327,0.0,NO
0.1655,0.0041,NO
0.31,0.0,NO
0.1309,0.0,NO
0.2819,0.0,NO
0.4042,0.0,YES
0.3296,0.0,YES
0.4941,0.0,YES
0.1783,0.0,YES
0.193,0.0064,NO
0.2673,0.0,YES
0.1726,0.0061,NO
0.1439,0.0,NO
0.0769,0.0,NO
0.1953,0.0,NO
0.2342,0.0,NO
0.2047,0.0,NO
0.1823,0.0,NO
0.1684,0.0,NO
0.1204,0.0,NO
0.1751,0.0,NO
0.3579,0.0,YES
0.1828,0.0033,NO
0.2083,0.0031,YES
0.2252,0.0,NO
0.2041,0.0,NO
0.2007,0.0,NO
0.0498,0.0,NO
0.1415,0.0,NO
0.0515,0.0044,NO
0.1207,0.0,NO
0.1912,0.0,NO
0.14,0.0,NO
0.4038,0.0,YES
0.3494,0.0,YES
0.2799,0.0,YES
0.2675,0.0,YES
0.2206,0.0,NO
0.2003,0.0,YES
0.1168,0.0,NO
0.0727,0.0,NO
0.0714,0.0,NO
0.10800000000000001,0.0,NO
0.2886,0.0,NO
0.1427,0.0,NO
0.0855,0.0,NO
0.0605,0.0,NO
0.0532,0.0,NO
0.1421,0.0,NO
0.4397,0.0,YES
0.0607,0.0,NO
0.2347,0.0,YES
0.2118,0.0,NO
0.2048,0.0,NO
0.2045,0.0,NO
0.0849,0.0,NO
0.1035,0.0,NO
0.0824,0.0,NO
0.0975,0.0,NO
0.1702,0.0,NO
0.1518,0.0,NO
0.3372,0.0,YES
0.3303,0.0,YES
0.314,0.0,YES
0.1257,0.0,YES
0.1375,0.0,NO
0.1128,0.0,YES
0.099,0.0,NO
0.1069,0.0094,NO
0.0451,0.0,NO
0.5095,0.0175,YES
0.1431,0.0,YES
0.1227,0.0,YES
0.2847,0.0146,YES
0.2237,0.0,NO
0.1065,0.0067,NO
0.3266,0.0051,YES
0.0974,0.0064,NO
0.3289,0.0252,YES
0.1059,0.0098,NO
0.2131,0.0,NO
0.1496,0.0,NO
0.1474,0.0,NO
0.0902,0.0115,NO
0.0993,0.0077,YES
0.0875,0.0162,NO
0.2369,0.0034,YES
0.2129,0.0,NO
0.1321,0.0,YES
0.1271,0.0,NO
0.08,0.0,NO
0.3025,0.0056,NO
0.12,0.0,NO
0.3399,0.0193,YES
0.2516,0.0,NO
0.2081,0.0388,YES
0.1799,0.0,NO
0.1547,0.0,NO
0.3595,0.0,YES
0.2156,0.0,NO
0.1535,0.0,NO
0.4159,0.0,YES
0.1827,0.0,NO
0.1097,0.0,NO
0.5448,0.0,YES
0.191,0.0,NO
0.4381,0.0,YES
0.1528,0.0,NO
0.3264,0.0,NO
0.3203,0.0,NO
0.2648,0.0,NO
0.171,0.0,NO
0.21899999999999997,0.0,NO
0.1398,0.0,NO
0.3673,0.0,NO
0.1451,0.0,NO
0.2637,0.0,NO
0.1991,0.0,NO
0.1784,0.0,NO
0.3767,0.0,NO
0.1917,0.0,NO
0.3794,0.0,YES
0.3359,0.0,NO
0.2874,0.0,YES
0.0798,0.0,NO
0.0364,0.0,NO
0.2475,0.0,YES
0.2794,0.0,YES
0.2232,0.0,YES
0.2213,0.0,YES
0.1233,0.0,NO
0.0474,0.0,NO
0.2799,0.0,YES
0.2328,0.0,NO
0.2608,0.0,YES
0.1095,0.0,NO
0.2365,0.0,NO
0.2061,0.0,NO
0.2048,0.0,NO
0.0456,0.0,NO
0.1795,0.0,YES
0.0442,0.0,NO
0.27,0.0,YES
0.1224,0.0,NO
0.1913,0.0,YES
0.2397,0.0,NO
0.2111,0.0,NO
0.2935,0.0,NO
0.1155,0.0,NO
0.243,0.0,YES
0.1959,0.0,NO
0.198,0.0051,YES
0.1636,0.0,NO
0.1646,0.0,NO
0.3881,0.0,YES
0.1762,0.0,NO
0.1649,0.0,NO
0.4197,0.0,YES
0.1681,0.0,NO
0.153,0.0,NO
0.4738,0.0,YES
0.159,0.0,NO
0.493,0.0006,YES
0.1456,0.0,NO
0.2244,0.0,NO
0.1542,0.0,NO
0.1277,0.0,NO
0.1775,0.0,NO
0.2106,0.0,NO
0.1654,0.0,NO
0.3557,0.0,NO
0.0902,0.0,NO
0.2663,0.0,NO
0.2218,0.0,NO
0.1764,0.0,NO
0.3901,0.0,NO
0.21600000000000003,0.0,NO
0.402,0.0,YES
0.3584,0.0,NO
0.3239,0.001,YES
0.0467,0.0,NO
0.0184,0.0,NO
0.0544,0.0,YES
0.1967,0.0,YES
0.1251,0.0,YES
0.0526,0.0,YES
0.0389,0.0,NO
0.0098,0.0,NO
0.1204,0.0,YES
0.1152,0.0,NO
0.0434,0.0,YES
0.0994,0.0,NO
0.171,0.0,NO
0.1733,0.0,NO
0.1785,0.0,NO
0.0632,0.0,NO
0.1652,0.0,YES
0.0614,0.0,NO
0.1533,0.0,YES
0.1347,0.0,NO
0.1212,0.0,YES
0.015,0.0,NO
0.0714,0.0,NO
0.0698,0.0,NO
0.035,0.0,NO
0.0672,0.0,YES
0.0378,0.0,NO
0.0637,0.0,YES
0.3024,0.0,YES
0.0482,0.0,YES
0.3634,0.0,NO
0.1548,0.0,NO
0.1459,0.0,NO
0.1506,0.0,NO
0.2394,0.0,YES
0.3693,0.0,YES
0.1404,0.0,NO
0.0758,0.0,NO
0.1517,0.0031,NO
0.067,0.0,NO
0.2131,0.0,NO
0.16,0.0,NO
0.1446,0.0,NO
0.0844,0.0,YES
0.095,0.0,NO
0.2419,0.0014,YES
0.026000000000000002,0.0,NO
0.2985,0.0,YES
0.0377,0.0,NO
0.102,0.0,NO
0.0927,0.0,NO
0.1259,0.0,NO
0.1193,0.0,NO
0.2177,0.0,NO
0.15,0.0,NO
0.0996,0.0024,NO
0.0839,0.0,NO
0.0672,0.0,NO
0.3068,0.0106,YES
0.1154,0.009000000000000001,YES
0.0802,0.0022,YES
0.3166,0.0111,YES
0.0868,0.0,NO
0.0677,0.0036,NO
0.5456,0.0137,YES
0.0938,0.0074,NO
0.3771,0.013999999999999999,YES
0.0765,0.0042,NO
0.3042,0.0,NO
0.1867,0.0,NO
0.2024,0.0,NO
0.084,0.0077,NO
0.1127,0.0034,YES
0.0773,0.0091,NO
0.3002,0.0182,YES
0.0821,0.0,NO
0.1969,0.0083,YES
0.1353,0.0,NO
0.0942,0.0,NO
0.3023,0.0049,NO
0.1177,0.0,NO
0.2966,0.0116,YES
0.2621,0.009000000000000001,NO
0.3631,0.0257,YES
0.1178,0.0,NO
0.0474,0.0,NO
0.4277,0.0102,YES
0.2214,0.0,YES
0.2007,0.0,YES
0.2467,0.0163,YES
0.2192,0.0,NO
0.1165,0.0,NO
0.3035,0.016,YES
0.1886,0.0074,NO
0.2922,0.0152,YES
0.1088,0.0048,NO
0.2277,0.0,NO
0.1763,0.0,NO
0.1744,0.0,NO
0.0948,0.0,NO
0.152,0.0,YES
0.0882,0.0,NO
0.2267,0.0032,YES
0.1968,0.0,NO
0.1574,0.0,YES
0.2134,0.0,NO
0.1846,0.0,NO
0.3004,0.0,NO
0.1322,0.0,NO
0.3039,0.0158,YES
0.2341,0.0066,NO
0.2137,0.0229,YES
0.1342,0.0,NO
0.1099,0.0,NO
0.526,0.0088,YES
0.1623,0.0,YES
0.1996,0.0,YES
0.3297,0.0,YES
0.22699999999999998,0.0,NO
0.1622,0.0,NO
0.3372,0.0,YES
0.1102,0.0,NO
0.3901,0.0075,YES
0.1022,0.0,NO
0.1483,0.0,NO
0.0862,0.0,NO
0.0629,0.0,NO
0.2034,0.0,NO
0.1682,0.0,YES
0.1975,0.0,NO
0.3422,0.0,YES
0.1773,0.0,NO
0.2514,0.0,YES
0.1754,0.0,NO
0.1301,0.0,NO
0.3619,0.0,NO
0.1715,0.0,NO
0.3452,0.0115,YES
0.3259,0.0,NO
0.258,0.0138,YES
0.0709,0.0,NO
0.0732,0.0,NO
0.3094,0.0083,YES
0.1091,0.0,YES
0.0665,0.0,YES
0.2941,0.0022,YES
0.0664,0.0,NO
0.0556,0.0,NO
0.5229,0.0041,YES
0.1003,0.0,NO
0.3604,0.0135,YES
0.08800000000000001,0.0028,NO
0.2859,0.0,NO
0.1263,0.0,NO
0.1497,0.001,NO
0.1047,0.0,NO
0.1031,0.0022,YES
0.1016,0.0028,NO
0.3066,0.001,YES
0.0639,0.0,NO
0.2147,0.0,YES
0.1277,0.0,NO
0.0813,0.0,NO
0.3135,0.0,NO
0.1095,0.0,NO
0.302,0.0113,YES
0.2369,0.0,NO
0.4263,0.0149,YES
0.1151,0.0,NO
0.0905,0.0,NO
0.1028,0.0,YES
0.3566,0.0,YES
0.2651,0.0,YES
0.1542,0.0,YES
0.094,0.0,NO
0.0554,0.0,NO
0.2037,0.0,YES
0.1971,0.0,NO
0.1126,0.0,YES
0.1418,0.0,NO
0.2488,0.0,NO
0.2731,0.0,NO
0.2523,0.0,NO
0.1698,0.0,NO
0.2266,0.0,YES
0.1648,0.0,NO
0.2745,0.0,YES
0.1508,0.0,NO
0.2653,0.0,YES
0.1206,0.0,NO
0.1613,0.0,NO
0.1611,0.0,NO
0.1018,0.0,NO
0.152,0.0,YES
0.1186,0.0,NO
0.1207,0.0,YES
0.1201,0.0,NO
0.10300000000000001,0.0,NO
0.254,0.0,YES
0.3285,0.0,YES
0.3624,0.0,YES
0.2593,0.0,YES
0.0981,0.0,NO
0.0792,0.0,NO
0.2917,0.0,YES
0.1836,0.0,NO
0.3039,0.0,YES
0.1342,0.0022,NO
0.1448,0.0,NO
0.1036,0.0,NO
0.0702,0.0,NO
0.1825,0.0021,NO
0.2937,0.0,YES
0.1772,0.002,NO
0.5728,0.0,YES
0.0892,0.0,NO
0.4594,0.0,YES
0.1677,0.0,NO
0.1461,0.0,NO
0.2985,0.0,NO
0.1348,0.0,NO
0.2479,0.0,YES
0.2298,0.0,NO
0.2345,0.0,YES
0.08900000000000001,0.0,NO
0.0394,0.0,NO
0.1381,0.0,NO
0.2108,0.0,NO
0.0676,0.0,NO
0.0957,0.0,NO
0.0963,0.0,NO
0.0435,0.0,NO
0.2592,0.0,NO
0.1291,0.0,NO
0.0785,0.004,NO
0.1052,0.0,NO
0.4225,0.0,YES
0.3368,0.0,YES
0.3938,0.0,YES
0.0766,0.0,NO
0.0711,0.0,NO
0.0797,0.0,NO
0.0531,0.0,NO
0.1551,0.0,NO
0.077,0.0,NO
0.0463,0.0,NO
0.0745,0.0,NO
0.1014,0.0,NO
0.0541,0.0,NO
0.1685,0.0,NO
0.0541,0.0,NO
0.2105,0.0044,NO
0.1239,0.0,YES
0.289,0.0,YES
0.2752,0.0,NO
0.1653,0.0,NO
0.0814,0.0,NO
0.0623,0.0,NO
0.32899999999999996,0.0,YES
0.1249,0.0,YES
0.0968,0.0,NO
0.1519,0.0,NO
0.0533,0.0,NO
0.1784,0.0,NO
0.1661,0.0,NO
0.1504,0.0,NO
0.1562,0.0,NO
0.3075,0.0,YES
0.0597,0.0,NO
0.1815,0.0,YES
0.0336,0.0,NO
0.3735,0.0,YES
0.0877,0.0,NO
0.1163,0.0,NO
0.0418,0.0,NO
0.1354,0.0,NO
0.0948,0.0,NO
0.1407,0.0,NO
0.0821,0.0,NO
0.0894,0.0,NO
0.0416,0.0,NO
0.0131,0.0,NO
0.1203,0.0126,YES
0.2886,0.0104,YES
0.2879,0.0034,YES
0.1294,0.0,YES
0.0498,0.0,NO
0.0139,0.0,NO
0.1999,0.0053,YES
0.1109,0.0,NO
0.1389,0.0106,YES
0.0996,0.0,NO
0.1977,0.0,NO
0.1726,0.0,NO
0.1805,0.0,NO
0.0204,0.0079,NO
0.2123,0.0156,YES
0.0198,0.0119,NO
0.3536,0.0,YES
0.1039,0.0,NO
0.2827,0.0042,YES
0.0426,0.0,NO
0.0387,0.0,NO
0.1228,0.0,NO
0.0373,0.0,NO
0.1359,0.0146,YES
0.0808,0.0,NO
0.1119,0.0198,YES
0.3458,0.0,YES
0.0264,0.0,YES
0.3473,0.0,NO
0.1555,0.0,NO
0.0906,0.0,NO
0.107,0.0,NO
0.226,0.0,YES
0.4184,0.0,YES
0.1111,0.0,NO
0.1017,0.0,NO
0.09699999999999999,0.0,NO
0.1058,0.0,NO
0.1741,0.0,NO
0.1373,0.0,NO
0.132,0.0,NO
0.1138,0.0,YES
0.0766,0.0,NO
0.3242,0.0,YES
0.0297,0.0,NO
0.3407,0.0,YES
0.0387,0.0,NO
0.0621,0.0,NO
0.076,0.0,NO
0.1266,0.0,NO
0.0726,0.0,NO
0.192,0.0,NO
0.1128,0.0,NO
0.0813,0.0,NO
0.1238,0.0,NO
0.0659,0.0,NO
0.0991,0.0,NO
0.2168,0.0,NO
0.0941,0.0,NO
0.1226,0.0,NO
0.0797,0.0,NO
0.0869,0.0,NO
0.1921,0.0,NO
0.2119,0.0,YES
0.0845,0.0,NO
0.1963,0.0,YES
0.24100000000000002,0.0,NO
0.263,0.0,NO
0.2504,0.0,NO
0.1414,0.0,NO
0.0983,0.0,NO
0.1658,0.0,NO
0.1333,0.0,NO
0.2072,0.0,NO
0.1519,0.0,NO
0.1227,0.0,YES
0.1324,0.0,YES
0.1581,0.0,YES
0.1927,0.0,YES
0.1378,0.0,NO
0.09699999999999999,0.0,YES
0.11900000000000001,0.0,NO
0.3612,0.0,YES
0.0488,0.0,YES
0.2823,0.0,NO
0.1584,0.0,NO
0.065,0.0,NO
0.0678,0.0,NO
0.1652,0.0,YES
0.4499,0.0,YES
0.0947,0.0,NO
0.1079,0.0,NO
0.0645,0.0,NO
0.1095,0.0,NO
0.1665,0.0,NO
0.1472,0.0,NO
0.1463,0.0,NO
0.1261,0.0,YES
0.0528,0.0,NO
0.3791,0.0,YES
0.0329,0.0,NO
0.3577,0.0,YES
0.062,0.0,NO
0.0477,0.0,NO
0.0457,0.0,NO
0.1274,0.0,NO
0.0681,0.0,NO
0.1427,0.0,NO
0.0804,0.0,NO
0.0769,0.0,NO
0.1422,0.0,NO
0.0613,0.0,NO
0.1484,0.0,NO
0.1778,0.0,NO
0.1025,0.0,NO
0.1545,0.0,NO
0.1529,0.0,NO
0.1098,0.0,NO
0.1753,0.0,NO
0.1807,0.0,YES
0.134,0.0098,NO
0.2818,0.003,YES
0.2438,0.0,NO
0.2385,0.0,NO
0.2176,0.0,NO
0.0807,0.0,NO
0.0972,0.0089,NO
0.0862,0.0,NO
0.0815,0.0,NO
0.2286,0.0,NO
0.0804,0.0,NO
0.0972,0.0,YES
0.105,0.0068,YES
0.1237,0.0,YES
0.2731,0.0,YES
0.1937,0.008,NO
0.1151,0.0072,YES
0.1052,0.0112,NO
