DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_SINGLE_VSM_37,Associated
0.2799,0.8593,YES
0.2328,0.8445,NO
0.2608,0.8193,YES
0.1095,0.6271,NO
0.2365,0.445,NO
0.2061,0.445,NO
0.2048,0.445,NO
0.0456,0.1146,NO
0.1795,0.982,YES
0.0442,0.1537,NO
0.27,1.0,YES
0.1224,0.4898,NO
0.1913,1.0,YES
0.2397,0.8445,NO
0.2111,0.8445,NO
0.2935,0.6352,NO
0.1155,0.8445,NO
0.243,0.7728,YES
0.1959,0.4518,NO
0.198,0.8593,YES
0.1636,0.146,NO
0.1646,0.3162,NO
0.3881,0.7986,YES
0.1762,0.183,NO
0.1649,0.1992,NO
0.4197,0.6763,YES
0.1681,0.3184,NO
0.153,0.1215,NO
0.4738,1.0,YES
0.159,0.6038,NO
0.493,1.0,YES
0.1456,0.6038,NO
0.2244,0.0049,NO
0.1542,0.2797,NO
0.1277,0.3473,NO
0.1775,0.0397,NO
0.2106,0.3363,NO
0.1654,0.0326,NO
0.3557,0.6151,NO
0.0902,0.1871,NO
0.2663,0.2843,NO
0.2218,0.6038,NO
0.1764,0.439,NO
0.3901,0.6038,NO
0.21600000000000003,0.6038,NO
0.402,1.0,YES
0.3584,0.6038,NO
0.3239,1.0,YES
0.0467,0.221,NO
0.0184,0.2248,NO
0.0544,0.5483,YES
0.1967,1.0,YES
0.1251,1.0,YES
0.0526,1.0,YES
0.0389,0.1401,NO
0.0098,0.2033,NO
0.1204,0.5022,YES
0.1152,0.4207,NO
0.0434,0.6283,YES
0.0994,0.4207,NO
0.171,0.034,NO
0.1733,0.1778,NO
0.1785,0.2347,NO
0.0632,0.1005,NO
0.1652,1.0,YES
0.0614,0.221,NO
0.1533,1.0,YES
0.1347,0.4988,NO
0.1212,1.0,YES
0.015,0.3725,NO
0.0714,0.4207,NO
0.0698,0.5265,NO
0.035,0.4207,NO
0.0672,0.7068,YES
0.0378,0.3962,NO
0.0637,0.5859,YES
0.3024,1.0,YES
0.0482,0.9109,YES
0.3634,0.2746,NO
0.1548,0.2369,NO
0.1459,0.1913,NO
0.1506,0.2991,NO
0.2394,0.345,YES
0.3693,1.0,YES
0.1404,0.4057,NO
0.0758,0.4076,NO
0.1517,0.3868,NO
0.067,0.4076,NO
0.2131,0.6218,NO
0.16,0.6218,NO
0.1446,0.6218,NO
0.0844,0.345,YES
0.095,0.2315,NO
0.2419,1.0,YES
0.026000000000000002,0.2369,NO
0.2985,0.9717,YES
0.0377,0.2369,NO
0.102,0.3547,NO
0.0927,0.4076,NO
0.1259,0.3547,NO
0.1193,0.4076,NO
0.2177,0.3517,NO
0.15,0.3547,NO
0.0996,0.4057,NO
0.0839,0.2003,NO
0.0672,0.3162,NO
0.3068,0.6768,YES
0.1154,0.5710000000000001,YES
0.0802,0.5710000000000001,YES
0.3166,0.9284,YES
0.0868,0.3709,NO
0.0677,0.1215,NO
0.5456,1.0,YES
0.0938,0.1167,NO
0.3771,1.0,YES
0.0765,0.1513,NO
0.3042,0.5147,NO
0.1867,0.5147,NO
0.2024,0.5147,NO
0.084,0.0764,NO
0.1127,0.5710000000000001,YES
0.0773,0.0326,NO
0.3002,0.6151,YES
0.0821,0.2848,NO
0.1969,0.5710000000000001,YES
0.1353,0.25,NO
0.0942,0.2196,NO
0.3023,0.5872,NO
0.1177,0.3738,NO
0.2966,1.0,YES
0.2621,0.5975,NO
0.3631,1.0,YES
0.1178,0.2339,NO
0.0474,0.3162,NO
0.4277,1.0,YES
0.2214,1.0,YES
0.2007,1.0,YES
0.2467,1.0,YES
0.2192,0.4103,NO
0.1165,0.2339,NO
0.3035,1.0,YES
0.1886,0.7974,NO
0.2922,1.0,YES
0.1088,0.7974,NO
0.2277,0.2872,NO
0.1763,0.4246,NO
0.1744,0.3473,NO
0.0948,0.1393,NO
0.152,1.0,YES
0.0882,0.2339,NO
0.2267,0.7355,YES
0.1968,0.4988,NO
0.1574,1.0,YES
0.2134,0.7974,NO
0.1846,0.6074,NO
0.3004,0.7974,NO
0.1322,0.7974,NO
0.3039,1.0,YES
0.2341,0.7974,NO
0.2137,1.0,YES
0.1342,0.1422,NO
0.1099,0.3162,NO
0.526,1.0,YES
0.1623,1.0,YES
0.1996,1.0,YES
0.3297,1.0,YES
0.22699999999999998,0.3986,NO
0.1622,0.1337,NO
0.3372,1.0,YES
0.1102,0.679,NO
0.3901,1.0,YES
0.1022,0.679,NO
0.1483,0.3206,NO
0.0862,0.2834,NO
0.0629,0.2803,NO
0.2034,0.0877,NO
0.1682,1.0,YES
0.1975,0.0706,NO
0.3422,0.7355,YES
0.1773,0.4988,NO
0.2514,1.0,YES
0.1754,0.679,NO
0.1301,0.3994,NO
0.3619,0.679,NO
0.1715,0.679,NO
0.3452,1.0,YES
0.3259,0.679,NO
0.258,0.8742,YES
0.0709,0.2216,NO
0.0732,0.3162,NO
0.3094,1.0,YES
0.1091,1.0,YES
0.0665,1.0,YES
0.2941,1.0,YES
0.0664,0.4103,NO
0.0556,0.1337,NO
0.5229,1.0,YES
0.1003,0.4433,NO
0.3604,1.0,YES
0.08800000000000001,0.4433,NO
0.2859,0.3389,NO
0.1263,0.4246,NO
0.1497,0.3473,NO
0.1047,0.1393,NO
0.1031,1.0,YES
0.1016,0.0497,NO
0.3066,0.7355,YES
0.0639,0.4988,NO
0.2147,1.0,YES
0.1277,0.4433,NO
0.0813,0.2608,NO
0.3135,0.5872,NO
0.1095,0.4433,NO
0.302,1.0,YES
0.2369,0.5388,NO
0.4263,1.0,YES
0.1151,0.1709,NO
0.0905,0.2248,NO
0.1028,0.5483,YES
0.3566,1.0,YES
0.2651,1.0,YES
0.1542,1.0,YES
0.094,0.1548,NO
0.0554,0.1337,NO
0.2037,0.5022,YES
0.1971,0.5159,NO
0.1126,0.6283,YES
0.1418,0.3287,NO
0.2488,0.0908,NO
0.2731,0.1778,NO
0.2523,0.2347,NO
0.1698,0.1146,NO
0.2266,1.0,YES
0.1648,0.1238,NO
0.2745,1.0,YES
0.1508,0.4988,NO
0.2653,1.0,YES
0.1206,0.4983,NO
0.1613,0.6109,NO
0.1611,0.6109,NO
0.1018,0.6109,NO
0.152,0.7068,YES
0.1186,0.6109,NO
0.1207,0.5859,YES
0.1201,0.1352,NO
0.10300000000000001,0.1855,NO
0.254,0.5615,YES
0.3285,1.0,YES
0.3624,1.0,YES
0.2593,0.7440000000000001,YES
0.0981,0.2238,NO
0.0792,0.0994,NO
0.2917,0.5865,YES
0.1836,0.4027,NO
0.3039,0.5865,YES
0.1342,0.4027,NO
0.1448,0.1397,NO
0.1036,0.14,NO
0.0702,0.1857,NO
0.1825,0.1146,NO
0.2937,1.0,YES
0.1772,0.1052,NO
0.5728,1.0,YES
0.0892,0.3711,NO
0.4594,1.0,YES
0.1677,0.4027,NO
0.1461,0.2369,NO
0.2985,0.4726,NO
0.1348,0.4027,NO
0.2479,0.5865,YES
0.2298,0.4518,NO
0.2345,0.5127,YES
0.08900000000000001,0.2581,NO
0.0394,0.3926,NO
0.1381,0.2926,NO
0.2108,0.3451,NO
0.0676,0.3451,NO
0.0957,0.3914,NO
0.0963,0.0715,NO
0.0435,0.2552,NO
0.2592,0.6008,NO
0.1291,0.3073,NO
0.0785,0.3914,NO
0.1052,0.3073,NO
0.4225,1.0,YES
0.3368,1.0,YES
0.3938,1.0,YES
0.0766,0.0788,NO
0.0711,0.3451,NO
0.0797,0.2552,NO
0.0531,0.3169,NO
0.1551,0.3599,NO
0.077,0.3451,NO
0.0463,0.2128,NO
0.0745,0.3073,NO
0.1014,0.1846,NO
0.0541,0.3073,NO
0.1685,0.3914,NO
0.0541,0.2519,NO
0.2105,0.2793,NO
0.1239,1.0,YES
0.289,1.0,YES
0.2752,0.2452,NO
0.1653,0.2269,NO
0.0814,0.2269,NO
0.0623,0.2269,NO
0.32899999999999996,1.0,YES
0.1249,1.0,YES
0.0968,0.1139,NO
0.1519,0.3252,NO
0.0533,0.1425,NO
0.1784,0.3252,NO
0.1661,0.3226,NO
0.1504,0.3226,NO
0.1562,0.3226,NO
0.3075,1.0,YES
0.0597,0.2269,NO
0.1815,1.0,YES
0.0336,0.1668,NO
0.3735,1.0,YES
0.0877,0.2269,NO
0.1163,0.1685,NO
0.0418,0.3252,NO
0.1354,0.1194,NO
0.0948,0.3252,NO
0.1407,0.1603,NO
0.0821,0.0725,NO
0.0894,0.1329,NO
0.0416,0.1709,NO
0.0131,0.2248,NO
0.1203,0.5483,YES
0.2886,1.0,YES
0.2879,1.0,YES
0.1294,1.0,YES
0.0498,0.1658,NO
0.0139,0.1337,NO
0.1999,0.5022,YES
0.1109,0.3019,NO
0.1389,0.6283,YES
0.0996,0.22399999999999998,NO
0.1977,0.369,NO
0.1726,0.369,NO
0.1805,0.369,NO
0.0204,0.0949,NO
0.2123,1.0,YES
0.0198,0.0871,NO
0.3536,1.0,YES
0.1039,0.4988,NO
0.2827,1.0,YES
0.0426,0.3725,NO
0.0387,0.1316,NO
0.1228,0.5265,NO
0.0373,0.2002,NO
0.1359,0.7068,YES
0.0808,0.3739,NO
0.1119,0.5859,YES
0.3458,1.0,YES
0.0264,1.0,YES
0.3473,0.33399999999999996,NO
0.1555,0.3075,NO
0.0906,0.3075,NO
0.107,0.3139,NO
0.226,0.316,YES
0.4184,0.9740000000000001,YES
0.1111,0.2143,NO
0.1017,0.0628,NO
0.09699999999999999,0.2501,NO
0.1058,0.0784,NO
0.1741,0.3324,NO
0.1373,0.3324,NO
0.132,0.3324,NO
0.1138,0.316,YES
0.0766,0.3075,NO
0.3242,1.0,YES
0.0297,0.2261,NO
0.3407,1.0,YES
0.0387,0.3075,NO
0.0621,0.1145,NO
0.076,0.1164,NO
0.1266,0.1619,NO
0.0726,0.0709,NO
0.192,0.33399999999999996,NO
0.1128,0.1033,NO
0.0813,0.1801,NO
0.1238,0.2831,NO
0.0659,0.2831,NO
0.0991,0.6593,NO
0.2168,0.3031,NO
0.0941,0.3369,NO
0.1226,0.6773,NO
0.0797,0.2687,NO
0.0869,0.2605,NO
0.1921,0.3504,NO
0.2119,1.0,YES
0.0845,0.7077,NO
0.1963,1.0,YES
0.24100000000000002,0.5436,NO
0.263,0.5436,NO
0.2504,0.5436,NO
0.1414,0.1438,NO
0.0983,0.4176,NO
0.1658,0.2831,NO
0.1333,0.1949,NO
0.2072,0.2831,NO
0.1519,0.3295,NO
0.1227,1.0,YES
0.1324,1.0,YES
0.1581,1.0,YES
0.1927,1.0,YES
0.1378,0.5187,NO
0.09699999999999999,1.0,YES
0.11900000000000001,0.3939,NO
0.3612,1.0,YES
0.0488,1.0,YES
0.2823,0.2037,NO
0.1584,0.1897,NO
0.065,0.1532,NO
0.0678,0.1202,NO
0.1652,0.3287,YES
0.4499,1.0,YES
0.0947,0.0939,NO
0.1079,0.2223,NO
0.0645,0.1631,NO
0.1095,0.2223,NO
0.1665,0.2636,NO
0.1472,0.2636,NO
0.1463,0.2636,NO
0.1261,0.3287,YES
0.0528,0.1854,NO
0.3791,1.0,YES
0.0329,0.1897,NO
0.3577,1.0,YES
0.062,0.1897,NO
0.0477,0.1431,NO
0.0457,0.2223,NO
0.1274,0.1102,NO
0.0681,0.2223,NO
0.1427,0.1631,NO
0.0804,0.1102,NO
0.0769,0.0992,NO
0.1422,0.418,NO
0.0613,0.418,NO
0.1484,0.4855,NO
0.1778,0.1322,NO
0.1025,0.3369,NO
0.1545,0.4563,NO
0.1529,0.2687,NO
0.1098,0.3846,NO
0.1753,0.2625,NO
0.1807,1.0,YES
0.134,0.3635,NO
0.2818,1.0,YES
0.2438,0.4072,NO
0.2385,0.4072,NO
0.2176,0.4072,NO
0.0807,0.2677,NO
0.0972,0.4176,NO
0.0862,0.418,NO
0.0815,0.2112,NO
0.2286,0.418,NO
0.0804,0.2752,NO
0.0972,1.0,YES
0.105,1.0,YES
0.1237,0.7522,YES
0.2731,1.0,YES
0.1937,0.4855,NO
0.1151,0.3196,YES
0.1052,0.2026,NO
