DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_SINGLE_VSM_93,Associated
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.503,YES
0.0826,0.257,NO
0.013000000000000001,0.0982,NO
0.2103,0.433,YES
0.1395,0.3019,NO
0.1325,0.5679,YES
0.1443,0.22399999999999998,NO
0.2165,0.3493,NO
0.1934,0.379,NO
0.1934,0.379,NO
0.0572,0.1146,NO
0.2318,1.0,YES
0.0556,0.0718,NO
0.3609,1.0,YES
0.1417,0.3664,NO
0.255,1.0,YES
0.0522,0.2736,NO
0.0677,0.1733,NO
0.1439,0.3867,NO
0.0494,0.1197,NO
0.1715,0.5192,YES
0.0964,0.4518,NO
0.1343,0.4304,YES
0.1544,0.2565,NO
0.0732,0.0285,NO
0.1975,0.6593,NO
0.2582,0.4137,NO
0.1977,0.3369,NO
0.1701,0.3573,NO
0.1684,0.4224,NO
0.1225,0.2719,NO
0.1458,0.2078,NO
0.4028,1.0,YES
0.1577,0.3573,NO
0.2904,1.0,YES
0.1987,0.0836,NO
0.1756,0.2012,NO
0.1689,0.1672,NO
0.054000000000000006,0.2719,NO
0.1469,0.5985,NO
0.0547,0.2886,NO
0.1082,0.4137,NO
0.2019,0.2719,NO
0.1293,0.4715,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,1.0,YES
0.2226,0.5187,NO
0.1753,1.0,YES
0.0979,0.3939,NO
0.0985,0.1425,NO
0.0774,0.0657,NO
0.1069,1.0,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,0.6847,YES
0.0885,0.257,NO
0.0604,0.1337,NO
0.2068,0.5022,YES
0.2598,0.4043,NO
0.106,0.6283,YES
0.1459,0.5875,NO
0.2252,0.4058,NO
0.2571,0.4403,NO
0.2375,0.4403,NO
0.1453,0.1194,NO
0.2245,1.0,YES
0.141,0.1194,NO
0.2623,1.0,YES
0.142,0.4988,NO
0.2555,1.0,YES
0.2049,0.5875,NO
0.2206,0.5875,NO
0.2228,0.5875,NO
0.1032,0.5875,NO
0.1461,0.7068,YES
0.1116,0.5875,NO
0.1326,0.5859,YES
0.1415,0.1341,NO
0.0745,0.0872,NO
0.2381,0.4328,NO
0.19,0.4328,NO
0.1547,0.3318,NO
0.1997,0.2963,NO
0.1653,0.2344,NO
0.1536,0.0578,NO
0.1999,0.2758,NO
0.1989,1.0,YES
0.2045,0.2758,NO
0.2447,1.0,YES
0.2519,0.1131,NO
0.2036,0.2085,NO
0.2033,0.1733,NO
0.0533,0.1438,NO
0.105,0.5985,NO
0.055999999999999994,0.2886,NO
0.1113,0.4328,NO
0.2256,0.2508,NO
0.0989,0.4715,NO
0.1879,1.0,YES
0.1445,1.0,YES
0.1901,1.0,YES
0.3108,1.0,YES
0.2405,0.3059,NO
0.1657,1.0,YES
0.1331,0.2758,NO
0.0949,0.2057,NO
0.1339,0.0836,NO
0.22399999999999998,0.6593,NO
0.1967,0.3895,NO
0.1436,0.4374,NO
0.2079,0.4095,NO
0.1339,0.4224,NO
0.0967,0.0448,NO
0.2198,0.4095,NO
0.3428,1.0,YES
0.2344,0.4095,NO
0.1736,1.0,YES
0.1331,0.1626,NO
0.0735,0.1756,NO
0.0647,0.1133,NO
0.204,0.1047,NO
0.1327,0.5985,NO
0.1655,0.2886,NO
0.31,0.4374,NO
0.1309,0.16699999999999998,NO
0.2819,0.4715,NO
0.4042,0.8156,YES
0.3296,1.0,YES
0.4941,1.0,YES
0.1783,0.7875,YES
0.193,0.5187,NO
0.2673,1.0,YES
0.1726,0.3939,NO
0.1439,0.2093,NO
0.0769,0.2093,NO
0.1953,0.6593,NO
0.2342,0.4413,NO
0.2047,0.3384,NO
0.1823,0.3022,NO
0.1684,0.4224,NO
0.1204,0.2093,NO
0.1751,0.2216,NO
0.3579,1.0,YES
0.1828,0.2773,NO
0.2083,1.0,YES
0.2252,0.2729,NO
0.2041,0.2866,NO
0.2007,0.2866,NO
0.0498,0.1513,NO
0.1415,0.4176,NO
0.0515,0.2011,NO
0.1207,0.4413,NO
0.1912,0.2508,NO
0.14,0.4413,NO
0.4038,1.0,YES
0.3494,1.0,YES
0.2799,1.0,YES
0.2675,1.0,YES
0.2206,0.5187,NO
0.2003,1.0,YES
0.1168,0.3939,NO
0.0727,0.2057,NO
0.0714,0.0806,NO
0.10800000000000001,0.6593,NO
0.2886,0.2941,NO
0.1427,0.3369,NO
0.0855,0.0176,NO
0.0605,0.4224,NO
0.0532,0.1352,NO
0.1421,0.0927,NO
0.4397,1.0,YES
0.0607,0.0936,NO
0.2347,0.755,YES
0.2118,0.0181,NO
0.2048,0.1552,NO
0.2045,0.129,NO
0.0849,0.1352,NO
0.1035,0.4518,NO
0.0824,0.2179,NO
0.0975,0.1949,NO
0.1702,0.1867,NO
0.1518,0.35600000000000004,NO
0.3372,1.0,YES
0.3303,1.0,YES
0.314,1.0,YES
0.1257,1.0,YES
0.1375,0.5187,NO
0.1128,1.0,YES
0.099,0.3939,NO
0.1069,0.1691,NO
0.0451,0.2698,NO
0.5095,1.0,YES
0.1431,1.0,YES
0.1227,0.7667,YES
0.2847,1.0,YES
0.2237,0.3986,NO
0.1065,0.1337,NO
0.3266,1.0,YES
0.0974,0.7244,NO
0.3289,1.0,YES
0.1059,0.196,NO
0.2131,0.4064,NO
0.1496,0.441,NO
0.1474,0.441,NO
0.0902,0.2557,NO
0.0993,0.7517,YES
0.0875,0.1117,NO
0.2369,1.0,YES
0.2129,0.4988,NO
0.1321,1.0,YES
0.1271,0.4243,NO
0.08,0.7244,NO
0.3025,0.7244,NO
0.12,0.3976,NO
0.3399,1.0,YES
0.2516,0.7244,NO
0.2081,1.0,YES
0.1799,0.2097,NO
0.1547,0.256,NO
0.3595,0.8095,YES
0.2156,0.3948,NO
0.1535,0.6811,NO
0.4159,1.0,YES
0.1827,0.3772,NO
0.1097,0.0983,NO
0.5448,0.9727,YES
0.191,0.2628,NO
0.4381,1.0,YES
0.1528,0.2628,NO
0.3264,0.4978,NO
0.3203,0.5402,NO
0.2648,0.5402,NO
0.171,0.1957,NO
0.21899999999999997,0.5127,NO
0.1398,0.0759,NO
0.3673,0.6811,NO
0.1451,0.1969,NO
0.2637,0.6811,NO
0.1991,0.2695,NO
0.1784,0.2365,NO
0.3767,0.2968,NO
0.1917,0.3693,NO
0.3794,0.8926,YES
0.3359,0.6436,NO
0.2874,1.0,YES
0.0798,0.1805,NO
0.0364,0.2418,NO
0.2475,0.982,YES
0.2794,1.0,YES
0.2232,1.0,YES
0.2213,0.8399,YES
0.1233,0.3708,NO
0.0474,0.1312,NO
0.2799,0.8170000000000001,YES
0.2328,0.8778,NO
0.2608,0.8399,YES
0.1095,0.7101,NO
0.2365,0.4811,NO
0.2061,0.5221,NO
0.2048,0.5221,NO
0.0456,0.1146,NO
0.1795,0.8645,YES
0.0442,0.205,NO
0.27,1.0,YES
0.1224,0.4898,NO
0.1913,1.0,YES
0.2397,0.8445,NO
0.2111,0.8778,NO
0.2935,0.8778,NO
0.1155,0.8445,NO
0.243,0.7497,YES
0.1959,0.8778,NO
0.198,0.8399,YES
0.1636,0.1242,NO
0.1646,0.3162,NO
0.3881,1.0,YES
0.1762,0.5126,NO
0.1649,0.39299999999999996,NO
0.4197,1.0,YES
0.1681,0.3184,NO
0.153,0.1215,NO
0.4738,1.0,YES
0.159,0.6038,NO
0.493,1.0,YES
0.1456,0.439,NO
0.2244,0.3099,NO
0.1542,0.3363,NO
0.1277,0.3363,NO
0.1775,0.2042,NO
0.2106,0.3853,NO
0.1654,0.1267,NO
0.3557,0.531,NO
0.0902,0.2557,NO
0.2663,0.5126,NO
0.2218,0.3581,NO
0.1764,0.6038,NO
0.3901,0.6038,NO
0.21600000000000003,0.3738,NO
0.402,1.0,YES
0.3584,0.6038,NO
0.3239,1.0,YES
0.0467,0.2203,NO
0.0184,0.2203,NO
0.0544,1.0,YES
0.1967,1.0,YES
0.1251,1.0,YES
0.0526,0.6847,YES
0.0389,0.3191,NO
0.0098,0.2203,NO
0.1204,0.5022,YES
0.1152,0.3283,NO
0.0434,0.6283,YES
0.0994,0.3283,NO
0.171,0.6466,NO
0.1733,0.7016,NO
0.1785,0.7016,NO
0.0632,0.2203,NO
0.1652,1.0,YES
0.0614,0.0948,NO
0.1533,1.0,YES
0.1347,0.4988,NO
0.1212,1.0,YES
0.015,0.3725,NO
0.0714,0.2937,NO
0.0698,0.5265,NO
0.035,0.2207,NO
0.0672,0.7068,YES
0.0378,0.4619,NO
0.0637,0.5859,YES
0.3024,1.0,YES
0.0482,1.0,YES
0.3634,0.4952,NO
0.1548,0.4952,NO
0.1459,0.3796,NO
0.1506,0.3391,NO
0.2394,1.0,YES
0.3693,1.0,YES
0.1404,0.3012,NO
0.0758,0.3269,NO
0.1517,0.3111,NO
0.067,0.4076,NO
0.2131,0.1001,NO
0.16,0.085,NO
0.1446,0.1215,NO
0.0844,0.9109,YES
0.095,0.3722,NO
0.2419,0.9606,YES
0.026000000000000002,0.4952,NO
0.2985,1.0,YES
0.0377,0.4952,NO
0.102,0.4076,NO
0.0927,0.4076,NO
0.1259,0.4076,NO
0.1193,0.4076,NO
0.2177,0.35,NO
0.15,0.4076,NO
0.0996,0.3012,NO
0.0839,0.2216,NO
0.0672,0.3162,NO
0.3068,1.0,YES
0.1154,1.0,YES
0.0802,0.7667,YES
0.3166,1.0,YES
0.0868,0.3986,NO
0.0677,0.1337,NO
0.5456,1.0,YES
0.0938,0.4834,NO
0.3771,1.0,YES
0.0765,0.1308,NO
0.3042,0.4322,NO
0.1867,0.4132,NO
0.2024,0.4122,NO
0.084,0.2557,NO
0.1127,0.7517,YES
0.0773,0.1171,NO
0.3002,1.0,YES
0.0821,0.4988,NO
0.1969,1.0,YES
0.1353,0.3725,NO
0.0942,0.4834,NO
0.3023,0.5265,NO
0.1177,0.3738,NO
0.2966,1.0,YES
0.2621,0.6436,NO
0.3631,1.0,YES
0.1178,0.2339,NO
0.0474,0.3162,NO
0.4277,1.0,YES
0.2214,1.0,YES
0.2007,0.7667,YES
0.2467,1.0,YES
0.2192,0.3772,NO
0.1165,0.2339,NO
0.3035,1.0,YES
0.1886,0.7974,NO
0.2922,1.0,YES
0.1088,0.4814,NO
0.2277,0.4322,NO
0.1763,0.36700000000000005,NO
0.1744,0.2972,NO
0.0948,0.1486,NO
0.152,0.7517,YES
0.0882,0.2247,NO
0.2267,1.0,YES
0.1968,0.4988,NO
0.1574,1.0,YES
0.2134,0.4814,NO
0.1846,0.7974,NO
0.3004,0.7974,NO
0.1322,0.4814,NO
0.3039,1.0,YES
0.2341,0.7974,NO
0.2137,1.0,YES
0.1342,0.2097,NO
0.1099,0.3162,NO
0.526,1.0,YES
0.1623,1.0,YES
0.1996,0.7667,YES
0.3297,1.0,YES
0.22699999999999998,0.3986,NO
0.1622,0.1337,NO
0.3372,1.0,YES
0.1102,0.679,NO
0.3901,1.0,YES
0.1022,0.1837,NO
0.1483,0.4151,NO
0.0862,0.36700000000000005,NO
0.0629,0.2894,NO
0.2034,0.2557,NO
0.1682,0.7517,YES
0.1975,0.1188,NO
0.3422,1.0,YES
0.1773,0.4988,NO
0.2514,1.0,YES
0.1754,0.3977,NO
0.1301,0.679,NO
0.3619,0.679,NO
0.1715,0.3738,NO
0.3452,1.0,YES
0.3259,0.679,NO
0.258,1.0,YES
0.0709,0.2216,NO
0.0732,0.3162,NO
0.3094,1.0,YES
0.1091,0.5693,YES
0.0665,0.4724,YES
0.2941,1.0,YES
0.0664,0.3986,NO
0.0556,0.1215,NO
0.5229,1.0,YES
0.1003,0.4433,NO
0.3604,1.0,YES
0.08800000000000001,0.2655,NO
0.2859,0.4322,NO
0.1263,0.43799999999999994,NO
0.1497,0.43799999999999994,NO
0.1047,0.2557,NO
0.1031,0.5293,YES
0.1016,0.0766,NO
0.3066,0.6649,YES
0.0639,0.284,NO
0.2147,0.5693,YES
0.1277,0.2695,NO
0.0813,0.4433,NO
0.3135,0.4433,NO
0.1095,0.3738,NO
0.302,1.0,YES
0.2369,0.6436,NO
0.4263,1.0,YES
0.1151,0.1483,NO
0.0905,0.1483,NO
0.1028,0.6711,YES
0.3566,1.0,YES
0.2651,0.9338,YES
0.1542,0.4595,YES
0.094,0.257,NO
0.0554,0.1483,NO
0.2037,0.337,YES
0.1971,0.6109,NO
0.1126,0.4216,YES
0.1418,0.6109,NO
0.2488,0.4493,NO
0.2731,0.4875,NO
0.2523,0.4875,NO
0.1698,0.1483,NO
0.2266,1.0,YES
0.1648,0.1763,NO
0.2745,1.0,YES
0.1508,0.3348,NO
0.2653,0.7519,YES
0.1206,0.4983,NO
0.1613,0.5464,NO
0.1611,0.6109,NO
0.1018,0.4755,NO
0.152,0.4743,YES
0.1186,0.6109,NO
0.1207,0.3932,YES
0.1201,0.1425,NO
0.10300000000000001,0.1855,NO
0.254,1.0,YES
0.3285,1.0,YES
0.3624,1.0,YES
0.2593,0.6847,YES
0.0981,0.257,NO
0.0792,0.1337,NO
0.2917,0.5865,YES
0.1836,0.4584,NO
0.3039,0.6283,YES
0.1342,0.4584,NO
0.1448,0.2021,NO
0.1036,0.3152,NO
0.0702,0.2347,NO
0.1825,0.1146,NO
0.2937,1.0,YES
0.1772,0.1323,NO
0.5728,1.0,YES
0.0892,0.4988,NO
0.4594,1.0,YES
0.1677,0.3739,NO
0.1461,0.41,NO
0.2985,0.5265,NO
0.1348,0.2222,NO
0.2479,0.7068,YES
0.2298,0.4619,NO
0.2345,0.5865,YES
0.08900000000000001,0.2383,NO
0.0394,0.1102,NO
0.1381,0.3451,NO
0.2108,0.3451,NO
0.0676,0.2645,NO
0.0957,0.4344,NO
0.0963,0.4548,NO
0.0435,0.2526,NO
0.2592,0.6446,NO
0.1291,0.2115,NO
0.0785,0.4141,NO
0.1052,0.3073,NO
0.4225,1.0,YES
0.3368,1.0,YES
0.3938,1.0,YES
0.0766,0.2526,NO
0.0711,0.3108,NO
0.0797,0.2526,NO
0.0531,0.3451,NO
0.1551,0.3599,NO
0.077,0.3451,NO
0.0463,0.3073,NO
0.0745,0.3073,NO
0.1014,0.3073,NO
0.0541,0.3146,NO
0.1685,0.4344,NO
0.0541,0.3073,NO
0.2105,0.6577,NO
0.1239,1.0,YES
0.289,1.0,YES
0.2752,0.2116,NO
0.1653,0.21600000000000003,NO
0.0814,0.1283,NO
0.0623,0.2116,NO
0.32899999999999996,1.0,YES
0.1249,1.0,YES
0.0968,0.2116,NO
0.1519,0.2238,NO
0.0533,0.2116,NO
0.1784,0.3252,NO
0.1661,0.2747,NO
0.1504,0.2981,NO
0.1562,0.2981,NO
0.3075,1.0,YES
0.0597,0.1868,NO
0.1815,0.9606,YES
0.0336,0.1429,NO
0.3735,1.0,YES
0.0877,0.21600000000000003,NO
0.1163,0.3252,NO
0.0418,0.3252,NO
0.1354,0.3252,NO
0.0948,0.3252,NO
0.1407,0.1534,NO
0.0821,0.3252,NO
0.0894,0.1286,NO
0.0416,0.1425,NO
0.0131,0.1142,NO
0.1203,1.0,YES
0.2886,1.0,YES
0.2879,1.0,YES
0.1294,0.6847,YES
0.0498,0.2382,NO
0.0139,0.1337,NO
0.1999,0.5022,YES
0.1109,0.3019,NO
0.1389,0.6283,YES
0.0996,0.22399999999999998,NO
0.1977,0.3922,NO
0.1726,0.4256,NO
0.1805,0.4256,NO
0.0204,0.1146,NO
0.2123,1.0,YES
0.0198,0.0896,NO
0.3536,1.0,YES
0.1039,0.4988,NO
0.2827,1.0,YES
0.0426,0.3725,NO
0.0387,0.2002,NO
0.1228,0.5265,NO
0.0373,0.1482,NO
0.1359,0.7068,YES
0.0808,0.4619,NO
0.1119,0.5859,YES
0.3458,1.0,YES
0.0264,1.0,YES
0.3473,0.245,NO
0.1555,0.2137,NO
0.0906,0.1726,NO
0.107,0.245,NO
0.226,1.0,YES
0.4184,1.0,YES
0.1111,0.245,NO
0.1017,0.2094,NO
0.09699999999999999,0.245,NO
0.1058,0.2506,NO
0.1741,0.3064,NO
0.1373,0.3324,NO
0.132,0.3324,NO
0.1138,1.0,YES
0.0766,0.2137,NO
0.3242,1.0,YES
0.0297,0.2137,NO
0.3407,1.0,YES
0.0387,0.1366,NO
0.0621,0.2506,NO
0.076,0.2506,NO
0.1266,0.2506,NO
0.0726,0.2506,NO
0.192,0.2094,NO
0.1128,0.2506,NO
0.0813,0.2094,NO
0.1238,0.267,NO
0.0659,0.2411,NO
0.0991,0.1147,NO
0.2168,0.3471,NO
0.0941,0.3369,NO
0.1226,0.1787,NO
0.0797,0.2687,NO
0.0869,0.2831,NO
0.1921,0.3504,NO
0.2119,1.0,YES
0.0845,0.2142,NO
0.1963,1.0,YES
0.24100000000000002,0.501,NO
0.263,0.5436,NO
0.2504,0.5436,NO
0.1414,0.2831,NO
0.0983,0.4176,NO
0.1658,0.2831,NO
0.1333,0.3471,NO
0.2072,0.2831,NO
0.1519,0.2845,NO
0.1227,1.0,YES
0.1324,1.0,YES
0.1581,1.0,YES
0.1927,1.0,YES
0.1378,0.175,NO
0.09699999999999999,1.0,YES
0.11900000000000001,0.1787,NO
0.3612,1.0,YES
0.0488,1.0,YES
0.2823,0.1976,NO
0.1584,0.2282,NO
0.065,0.1355,NO
0.0678,0.1955,NO
0.1652,1.0,YES
0.4499,1.0,YES
0.0947,0.1657,NO
0.1079,0.1102,NO
0.0645,0.1955,NO
0.1095,0.0606,NO
0.1665,0.2636,NO
0.1472,0.2636,NO
0.1463,0.263,NO
0.1261,1.0,YES
0.0528,0.1972,NO
0.3791,1.0,YES
0.0329,0.1509,NO
0.3577,1.0,YES
0.062,0.2282,NO
0.0477,0.0645,NO
0.0457,0.1102,NO
0.1274,0.1102,NO
0.0681,0.0809,NO
0.1427,0.1955,NO
0.0804,0.1102,NO
0.0769,0.1955,NO
0.1422,0.2677,NO
0.0613,0.2677,NO
0.1484,0.6593,NO
0.1778,0.3384,NO
0.1025,0.3369,NO
0.1545,0.2077,NO
0.1529,0.4224,NO
0.1098,0.2677,NO
0.1753,0.2625,NO
0.1807,1.0,YES
0.134,0.1632,NO
0.2818,1.0,YES
0.2438,0.3752,NO
0.2385,0.4072,NO
0.2176,0.4072,NO
0.0807,0.2677,NO
0.0972,0.4176,NO
0.0862,0.1308,NO
0.0815,0.2598,NO
0.2286,0.2677,NO
0.0804,0.3295,NO
0.0972,1.0,YES
0.105,1.0,YES
0.1237,1.0,YES
0.2731,1.0,YES
0.1937,0.5187,NO
0.1151,1.0,YES
0.1052,0.3939,NO
