DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_SINGLE_LSA_94,Associated
0.3673,0.6811,NO
0.1451,0.3122,NO
0.2637,0.4971,NO
0.1991,0.2695,NO
0.1784,0.2365,NO
0.3767,0.5719,NO
0.1917,0.3693,NO
0.3794,1.0,YES
0.3359,0.6436,NO
0.2874,1.0,YES
0.0798,0.1537,NO
0.0364,0.2444,NO
0.2475,1.0,YES
0.2794,1.0,YES
0.2232,1.0,YES
0.2213,0.6847,YES
0.1233,0.1884,NO
0.0474,0.1537,NO
0.2799,0.6365,YES
0.2328,0.6271,NO
0.2608,1.0,YES
0.1095,0.7101,NO
0.2365,0.4811,NO
0.2061,0.5221,NO
0.2048,0.5221,NO
0.0456,0.1146,NO
0.1795,1.0,YES
0.0442,0.1477,NO
0.27,1.0,YES
0.1224,0.4988,NO
0.1913,1.0,YES
0.2397,0.8778,NO
0.2111,0.6351,NO
0.2935,0.8778,NO
0.1155,0.7101,NO
0.243,1.0,YES
0.1959,0.8778,NO
0.198,0.6755,YES
0.1636,0.1585,NO
0.1646,0.3162,NO
0.3881,0.7986,YES
0.1762,0.1575,NO
0.1649,0.1992,NO
0.4197,1.0,YES
0.1681,0.3184,NO
0.153,0.1215,NO
0.4738,0.8576,YES
0.159,0.247,NO
0.493,1.0,YES
0.1456,0.1633,NO
0.2244,0.38799999999999996,NO
0.1542,0.2454,NO
0.1277,0.1958,NO
0.1775,0.0771,NO
0.2106,0.3487,NO
0.1654,0.0487,NO
0.3557,0.6151,NO
0.0902,0.3011,NO
0.2663,0.19899999999999998,NO
0.2218,0.6038,NO
0.1764,0.3551,NO
0.3901,0.6038,NO
0.21600000000000003,0.3314,NO
0.402,1.0,YES
0.3584,0.6038,NO
0.3239,1.0,YES
0.0467,0.1709,NO
0.0184,0.2248,NO
0.0544,1.0,YES
0.1967,1.0,YES
0.1251,1.0,YES
0.0526,0.6847,YES
0.0389,0.257,NO
0.0098,0.2203,NO
0.1204,0.5022,YES
0.1152,0.2773,NO
0.0434,1.0,YES
0.0994,0.3283,NO
0.171,0.7871,NO
0.1733,0.7871,NO
0.1785,0.7852,NO
0.0632,0.2203,NO
0.1652,0.9773,YES
0.0614,0.0559,NO
0.1533,1.0,YES
0.1347,0.4988,NO
0.1212,1.0,YES
0.015,0.3725,NO
0.0714,0.3862,NO
0.0698,0.4145,NO
0.035,0.3283,NO
0.0672,1.0,YES
0.0378,0.4619,NO
0.0637,0.5859,YES
0.3024,1.0,YES
0.0482,1.0,YES
0.3634,0.4952,NO
0.1548,0.4952,NO
0.1459,0.4952,NO
0.1506,0.3517,NO
0.2394,1.0,YES
0.3693,1.0,YES
0.1404,0.3813,NO
0.0758,0.3269,NO
0.1517,0.4952,NO
0.067,0.3269,NO
0.2131,0.5451,NO
0.16,0.5915,NO
0.1446,0.5915,NO
0.0844,1.0,YES
0.095,0.3722,NO
0.2419,0.9606,YES
0.026000000000000002,0.4952,NO
0.2985,1.0,YES
0.0377,0.4952,NO
0.102,0.3269,NO
0.0927,0.3269,NO
0.1259,0.2459,NO
0.1193,0.1861,NO
0.2177,0.4952,NO
0.15,0.3269,NO
0.0996,0.3807,NO
0.0839,0.1947,NO
0.0672,0.3162,NO
0.3068,1.0,YES
0.1154,1.0,YES
0.0802,1.0,YES
0.3166,1.0,YES
0.0868,0.4103,NO
0.0677,0.1279,NO
0.5456,1.0,YES
0.0938,0.0867,NO
0.3771,1.0,YES
0.0765,0.1607,NO
0.3042,0.4743,NO
0.1867,0.5147,NO
0.2024,0.5147,NO
0.084,0.1204,NO
0.1127,0.7517,YES
0.0773,0.0739,NO
0.3002,1.0,YES
0.0821,0.4988,NO
0.1969,1.0,YES
0.1353,0.3725,NO
0.0942,0.2196,NO
0.3023,0.5872,NO
0.1177,0.3429,NO
0.2966,1.0,YES
0.2621,0.5975,NO
0.3631,1.0,YES
0.1178,0.2097,NO
0.0474,0.2248,NO
0.4277,1.0,YES
0.2214,1.0,YES
0.2007,1.0,YES
0.2467,1.0,YES
0.2192,0.3986,NO
0.1165,0.134,NO
0.3035,1.0,YES
0.1886,0.6074,NO
0.2922,1.0,YES
0.1088,0.6074,NO
0.2277,0.4151,NO
0.1763,0.36700000000000005,NO
0.1744,0.2894,NO
0.0948,0.1297,NO
0.152,0.7517,YES
0.0882,0.0691,NO
0.2267,1.0,YES
0.1968,0.4988,NO
0.1574,1.0,YES
0.2134,0.6074,NO
0.1846,0.6074,NO
0.3004,0.5719,NO
0.1322,0.4814,NO
0.3039,1.0,YES
0.2341,0.6436,NO
0.2137,1.0,YES
0.1342,0.2097,NO
0.1099,0.3162,NO
0.526,1.0,YES
0.1623,1.0,YES
0.1996,1.0,YES
0.3297,1.0,YES
0.22699999999999998,0.4103,NO
0.1622,0.134,NO
0.3372,1.0,YES
0.1102,0.4412,NO
0.3901,1.0,YES
0.1022,0.5224,NO
0.1483,0.4151,NO
0.0862,0.36700000000000005,NO
0.0629,0.2972,NO
0.2034,0.1297,NO
0.1682,0.7517,YES
0.1975,0.1188,NO
0.3422,1.0,YES
0.1773,0.506,NO
0.2514,1.0,YES
0.1754,0.4261,NO
0.1301,0.4673,NO
0.3619,0.5872,NO
0.1715,0.5224,NO
0.3452,1.0,YES
0.3259,0.6436,NO
0.258,1.0,YES
0.0709,0.2097,NO
0.0732,0.3162,NO
0.3094,1.0,YES
0.1091,0.5693,YES
0.0665,0.5693,YES
0.2941,1.0,YES
0.0664,0.4103,NO
0.0556,0.134,NO
0.5229,1.0,YES
0.1003,0.0738,NO
0.3604,1.0,YES
0.08800000000000001,0.1361,NO
0.2859,0.4151,NO
0.1263,0.43799999999999994,NO
0.1497,0.43799999999999994,NO
0.1047,0.1297,NO
0.1031,0.5293,YES
0.1016,0.0739,NO
0.3066,0.6649,YES
0.0639,0.506,NO
0.2147,0.5693,YES
0.1277,0.2695,NO
0.0813,0.2365,NO
0.3135,0.5872,NO
0.1095,0.3693,NO
0.302,1.0,YES
0.2369,0.6436,NO
0.4263,1.0,YES
0.1151,0.1709,NO
0.0905,0.1509,NO
0.1028,0.6711,YES
0.3566,0.9338,YES
0.2651,0.9338,YES
0.1542,0.4595,YES
0.094,0.257,NO
0.0554,0.0447,NO
0.2037,0.337,YES
0.1971,0.2304,NO
0.1126,0.6711,YES
0.1418,0.2304,NO
0.2488,0.4862,NO
0.2731,0.4862,NO
0.2523,0.485,NO
0.1698,0.0827,NO
0.2266,0.9773,YES
0.1648,0.043,NO
0.2745,0.7685,YES
0.1508,0.3348,NO
0.2653,0.7519,YES
0.1206,0.25,NO
0.1613,0.4267,NO
0.1611,0.2796,NO
0.1018,0.1734,NO
0.152,0.6711,YES
0.1186,0.31,NO
0.1207,0.3932,YES
0.1201,0.1709,NO
0.10300000000000001,0.1672,NO
0.254,0.7440000000000001,YES
0.3285,1.0,YES
0.3624,0.8229,YES
0.2593,0.5094,YES
0.0981,0.257,NO
0.0792,0.1131,NO
0.2917,0.4314,YES
0.1836,0.1647,NO
0.3039,0.7440000000000001,YES
0.1342,0.1843,NO
0.1448,0.09300000000000001,NO
0.1036,0.3152,NO
0.0702,0.2331,NO
0.1825,0.1146,NO
0.2937,0.9773,YES
0.1772,0.1086,NO
0.5728,1.0,YES
0.0892,0.3711,NO
0.4594,1.0,YES
0.1677,0.4027,NO
0.1461,0.376,NO
0.2985,0.4726,NO
0.1348,0.2464,NO
0.2479,0.7440000000000001,YES
0.2298,0.4027,NO
0.2345,0.5031,YES
0.08900000000000001,0.2581,NO
0.0394,0.243,NO
0.1381,0.294,NO
0.2108,0.3027,NO
0.0676,0.256,NO
0.0957,0.4344,NO
0.0963,0.243,NO
0.0435,0.243,NO
0.2592,0.6008,NO
0.1291,0.3073,NO
0.0785,0.4141,NO
0.1052,0.3073,NO
0.4225,1.0,YES
0.3368,1.0,YES
0.3938,0.9975,YES
0.0766,0.243,NO
0.0711,0.3097,NO
0.0797,0.0616,NO
0.0531,0.2436,NO
0.1551,0.3599,NO
0.077,0.1907,NO
0.0463,0.3073,NO
0.0745,0.3073,NO
0.1014,0.2239,NO
0.0541,0.3073,NO
0.1685,0.4344,NO
0.0541,0.3073,NO
0.2105,0.5999,NO
0.1239,0.3934,YES
0.289,1.0,YES
0.2752,0.1763,NO
0.1653,0.1742,NO
0.0814,0.1527,NO
0.0623,0.1763,NO
0.32899999999999996,1.0,YES
0.1249,1.0,YES
0.0968,0.1931,NO
0.1519,0.0361,NO
0.0533,0.132,NO
0.1784,0.0422,NO
0.1661,0.3226,NO
0.1504,0.3226,NO
0.1562,0.3218,NO
0.3075,1.0,YES
0.0597,0.1847,NO
0.1815,0.4171,YES
0.0336,0.1452,NO
0.3735,0.8571,YES
0.0877,0.1137,NO
0.1163,0.1688,NO
0.0418,0.1001,NO
0.1354,0.0432,NO
0.0948,0.0773,NO
0.1407,0.1763,NO
0.0821,0.0878,NO
0.0894,0.0767,NO
0.0416,0.1709,NO
0.0131,0.2248,NO
0.1203,1.0,YES
0.2886,1.0,YES
0.2879,1.0,YES
0.1294,0.6847,YES
0.0498,0.257,NO
0.0139,0.0538,NO
0.1999,0.5022,YES
0.1109,0.0819,NO
0.1389,1.0,YES
0.0996,0.22399999999999998,NO
0.1977,0.3922,NO
0.1726,0.4256,NO
0.1805,0.4256,NO
0.0204,0.1146,NO
0.2123,1.0,YES
0.0198,0.0277,NO
0.3536,1.0,YES
0.1039,0.4988,NO
0.2827,1.0,YES
0.0426,0.3725,NO
0.0387,0.457,NO
0.1228,0.4726,NO
0.0373,0.2464,NO
0.1359,1.0,YES
0.0808,0.4619,NO
0.1119,0.5859,YES
0.3458,1.0,YES
0.0264,1.0,YES
0.3473,0.245,NO
0.1555,0.10800000000000001,NO
0.0906,0.0621,NO
0.107,0.245,NO
0.226,1.0,YES
0.4184,1.0,YES
0.1111,0.245,NO
0.1017,0.2506,NO
0.09699999999999999,0.245,NO
0.1058,0.2506,NO
0.1741,0.3064,NO
0.1373,0.3324,NO
0.132,0.3324,NO
0.1138,1.0,YES
0.0766,0.0788,NO
0.3242,1.0,YES
0.0297,0.1629,NO
0.3407,1.0,YES
0.0387,0.0641,NO
0.0621,0.2506,NO
0.076,0.2506,NO
0.1266,0.1387,NO
0.0726,0.2506,NO
0.192,0.1776,NO
0.1128,0.2506,NO
0.0813,0.245,NO
0.1238,0.1341,NO
0.0659,0.18899999999999997,NO
0.0991,0.6593,NO
0.2168,0.235,NO
0.0941,0.3369,NO
0.1226,0.6773,NO
0.0797,0.1963,NO
0.0869,0.0613,NO
0.1921,0.3377,NO
0.2119,1.0,YES
0.0845,0.7077,NO
0.1963,1.0,YES
0.24100000000000002,0.564,NO
0.263,0.564,NO
0.2504,0.5626,NO
0.1414,0.1438,NO
0.0983,0.4176,NO
0.1658,0.0898,NO
0.1333,0.4343,NO
0.2072,0.2508,NO
0.1519,0.3295,NO
0.1227,1.0,YES
0.1324,1.0,YES
0.1581,1.0,YES
0.1927,1.0,YES
0.1378,0.5187,NO
0.09699999999999999,1.0,YES
0.11900000000000001,0.2054,NO
0.3612,0.9863,YES
0.0488,1.0,YES
0.2823,0.2289,NO
0.1584,0.2289,NO
0.065,0.2289,NO
0.0678,0.1955,NO
0.1652,1.0,YES
0.4499,1.0,YES
0.0947,0.1657,NO
0.1079,0.2223,NO
0.0645,0.2289,NO
0.1095,0.2223,NO
0.1665,0.2369,NO
0.1472,0.257,NO
0.1463,0.257,NO
0.1261,1.0,YES
0.0528,0.1972,NO
0.3791,1.0,YES
0.0329,0.2289,NO
0.3577,1.0,YES
0.062,0.2289,NO
0.0477,0.2223,NO
0.0457,0.2223,NO
0.1274,0.1102,NO
0.0681,0.2223,NO
0.1427,0.2289,NO
0.0804,0.2223,NO
0.0769,0.1654,NO
0.1422,0.3943,NO
0.0613,0.418,NO
0.1484,0.6593,NO
0.1778,0.3895,NO
0.1025,0.2874,NO
0.1545,0.6773,NO
0.1529,0.418,NO
0.1098,0.418,NO
0.1753,0.2625,NO
0.1807,1.0,YES
0.134,0.7077,NO
0.2818,1.0,YES
0.2438,0.3752,NO
0.2385,0.4072,NO
0.2176,0.4072,NO
0.0807,0.2677,NO
0.0972,0.5985,NO
0.0862,0.418,NO
0.0815,0.4343,NO
0.2286,0.418,NO
0.0804,0.3295,NO
0.0972,1.0,YES
0.105,1.0,YES
0.1237,1.0,YES
0.2731,1.0,YES
0.1937,0.5187,NO
0.1151,1.0,YES
0.1052,0.262,NO
