id,text
9.txt,chang visit allow oper chang visit previous record oper chang visit previous record oper recogn system see uc val op visit regist oper receiv data visit chang clinic folder patient subject visit chang success inform visit concern updat folder insid clinic patient oper activ execut servic edit visit visit chronolog order select visit chang confirm select mask modif visit chang data visit confirm chang verifi data insert oper rememb updat notifi oper oper conclud success input data new examin insert new examin oper input data examin visit object return step chang data examin chang examin data oper modifi data examin visit edit review return step chang data examin delet data examin oper delet data examin visit delet examin return step invalid data set show appropri messag take run step underpin field form data insert oper oper cancel oper chang end use case failur data requir registr visit date doctor carri survey reason visit ill accus patient histori medic diagnosi test prescrib therapi prescrib indic medicin time recruit necessari furthermor inclus possibl valu instrument observ visit heart beat pressur number blood dioptr biolog test instrument enter inform laboratori valu result examin evalu diagnosi medic
8.txt,record visit allow oper record visit held outpati oper record visit held outpati oper recogn system see uc val op oper receiv data visit clinic folder patient subject visit chang success inform store folder patient clinic oper activ execut registr servic visit mask record visit input neccesari data registr visit confirm input verifi data insert oper store data notifi oper oper conclud success input data new examin insert new examin oper input data examin visit concern insert examin point invalid data set show appropri messag take run underpin field form data insert user oper cancel oper registr end use case failur data requir registr visit date doctor carri survey reason visit ill accus patient histori medic diagnosi test prescrib therapi prescrib indic medicin time recruit necessari furthermor inclus possibl valu instrument observ visit heart beat pressur number blood dioptr biolog test instrument enter inform laboratori valu result examin evalu diagnosi medic
5.txt,chang doctor anagrafica allow oper chang anagrafica doctor work outpati deal modif data doctor anagrafica oper recogn system see uc val op age doctor present anagrafica data doctor modifi remain success person doctor correctli chang oper activ execut chanch servic doctor anagrafica doctor present select anagrafica doctor chang anagrafica confirm select mask chang doctor anagrafica chang anagrafica doctor confirm chang verifi data insert oper rememb updat notifi oper finish success data enter invalid messag show data invalid take run underpin field form data insert user oper cancel oper end execut use case failur anagrafica doctor character follow data surnam sex code tax date birth place birth provinc birth place address home provinc resid address zip code telephon special year certif addit note nb ital highlight data option inclus doe affect correct complet oper
4.txt,insert anagrafica doctor allow oper input anagrafica doctor work outpati oper respons input doctor anagrafica oper recogn system see uc val op data character doctor anagrafica data modifi success doctor anagrafica correctli insert oper activ execut input servic doctor anagrafica mask input need inform insert data doctor anagrafica confirm input verifi data insert oper store data notifi oper finish success data enter invalid messag show data deem invalid take run point underpin field form data insert oper oper cancel oper end execut use case failur age physician character follow data surnam sex code tax date birth place birth provinc birth place address home provinc resid address zip code telephon special year certif addit note nb ital highlight data option inclus doe affect correct complet oper
6.txt,delet anagrafica doctor allow oper delet anagrafica doctor work outpati work delet data anagrafica relat doctor oper recogn system see uc val op anagrafica doctor present detail doctor modifi remain state execut success doctor anagrafica success delet oper activ execut delet regist servic laboratori laboratori select doctor chang anagrafica confirm select mask delet doctor anagrafica confirm delet doctor delet data anagrafica doctor notifi oper finish success oper cancel oper end execut use case failur mask contain data medic select allow oper examin proceed delet
7.txt,valid oper work perform function necessari authent oper make valid order use featur avail system oper recogn system success oper recogn system enabl oper tri log system mask valid oper insert login password confirm data verifi login identifi password oper allow access main mask oper cancel oper valid system end execut use case failur valid fail system show appropri messag system take execut point underpin field form data insert user
3.txt,delet anagrafica laboratori allow oper remov anagrafica laboratori analysi work elimin data anagrafica laboratori analysi oper recogn system see uc val op age laboratori insid anagrafica data laboratori chang remain state first execut success age laboratori success elimin oper activ execut elimin anagrafica laboratori laboratori select laboratori chang anagrafica confirm select mask elimin anagrafica laboratori confirm delet laboratori delet data anagrafica laboratori notifi oper finish success oper cancel oper end execut use case failur mask contain data laboratori select enabl oper monitor act delet
2.txt,chang anagrafica laboratori allow oper chang anagrafica laboratori analysi deal modif data anagrafica laboratori analysi oper recogn system see uc val op anagrafica laboratori insid anagrafica data laboratori chang remain state first success anagrafica laboratori properli amend oper activ execut servic chang anagrafica laboratori laboratori select laboratori chang anagrafica confirm select mask edit anagrafica laboratori chang angrafica laboratori confirm chang verifi data insert oper rememb updat notifi oper finish success data enter invalid messag show data deem invalid reinsert run underpin field form data enter oper cancel oper end execut use case failur anagrafica laboratori character follow data vat address citi provinc cap address addit telephon note nb ital highlight data option inclus doe affect proper complet
1.txt,input anagrafica laboratori allow oper enter anagrafica laboratori analysi data character enter age laboratori oper recogn system see uc val op data character anagrafica laboratori data modifi success anagrafica laboratori properli insert insid oper activ execut anagrafica input servic laboratori mask enter inform need insert data anagrafica laboratori confirm placement verifi data enter store data notifi oper finish success data enter invalid messag show data deem invalid reinsert run underpin field form data enter oper cancel oper end execut use case failur anagrafica laboratori character follow data vat address citi provinc cap address addit telephon note nb ital highlight data option inclus doe affect correct complet oper
20.txt,valid patient work perform function necessari authent patient valid patient access section relat inform oper recogn system see uc val op patient provid oper hospit card tax code patient recogn system success patient recogn system oper access section oper activ enforc depend specif patient mask valid patient input code hospit card confirm valid verifi code card hospit identifi patient get inform patient transfer memori patient data valid tax code inject tax code patient reinsert run step oper cancel function valid end execut use case failur login fail show appropri messag reinsert execut step
21.txt,show clinic folder allow patient clinic folder folder use specif locat displac outpati access folder clinic patient recogn system see uc acc tb patient obtain inform contain clinic folder patient activ execut servic folder clinic access databas retriev inform folder clinic patient detail patient visit chronolog order patholog patient display detail visit select visit requir view detail access databas retriev detail visit select mask contain detail visit patient decid print folder clinic start print folder clinic gener report send printer patient decid print detail visit start print detail visit gener report send printer visit list date doctor carri survey reason visit visit list date doctor visit reason visit accus ill patient histori doctor diagnost test prescrib therapi give medicin time recruit requir altresý report valu observ instrument visit heartbeat blood pressur valu number dioptr examin biolog instrument given inform relat laboratori valu result examin diagnost evalu doctor
23.txt,show anagrafica allow patient anagrafica data use specif locat displac outpati access anagrafica inform patient recogn system see uc acc tb patient obtain data anagrafica patient activ execut servic data anagrafica access databas retriev inform anagrafica patient inform anagrafich patient patient decid print inform display start print reserv gener report send printer age patient character follow data surnam sex code tax date birth place birth provinc birth place address home provinc resid address zip code addit telephon note
22.txt,show reserv allow patient reserv profit use appropri locat displac outpati access reserv profit patient recogn system see uc acc tb patient obtain reserv patient activ execut servic display reserv access databas retriev inform reserv patient inform use book patient order chronolog patient decid print reserv start print reserv gener report send printer reserv list date time type access visit
26.txt,report reserv allow oper report reserv oper report reserv oper recogn system see uc val op oper activ execut servic report reserv mask view report reserv select time gap select type inform summari confirm select access databas train requir inform obtain oper decid print inform start print inform display gener report send printer oper cancel oper end use case failur oper access follow summari inform particular patient want know sequenc book given period period contact clinic specifi date appoint type visit specif date want reserv
27.txt,report visit allow oper record visit outpati insid total visit patient visit support doctor oper report visit outpati oper recogn system see uc val op oper activ execut servic record visit mask view report visit select time gap select type inform summari confirm select access databas train requir inform obtain oper decid print inform start print inform display gener report send printer oper cancel oper end use case failur oper access follow summari inform visit patient undergo doctor visit led visit visit same doctor date patient visit examin requir visit patient date doctor accus diagnost patholog examin medicin prescrib
25.txt,valid patient work perform function necessari authent patient log see inform patient possess hospit card patient recogn system success patient recogn system access section patient access box tower mask oper login input code hospit card code pin confirm valid verifi coupl hospit card pin identifi patient patient cancel function valid end execut use case failur valid fail show appropri messag reinsert run step
19.txt,access section patient allow access patient enabl oper meet request receiv patient oper access section patient order enslav request receiv patient oper recogn system see uc val op system deni access section patient success oper get access section enabl patient meet request receiv patient oper activ execut servic access section patient includ valid patient mask section patient oper cancel oper access patient session end use case failur
18.txt,input anagrafica patient allow oper enter anagrafica patient contact first time outpati oper record anagrafica new patient contact first surgeri requir book visit oper recogn system see uc val op patient issu form section anagrafica success complet data modifi success anagrafica patient correctli maintain memori store end reserv first visit oper activ execut reserv servic first visit mask input necessari inform insert data anagrafica patient confirm input verifi data insert oper build assign hospit card see br cre car first visit invalid data set messag show data deem invalid reinsert run step underpin field form data insert oper oper cancel function insert end execut use case failur anagrafica patient character follow data surnam sex code tax date birth place birth provinc birth place address home provinc resid address zip code addit telephon note nb ital highlight data option inclus doe affect correctli complet ofth oper
24.txt,access box tower allow patient access locat intern displac outpati he log see inform patient possess hospit card patient recogn system success patient recogn system author access section patient access locat displac outpati includ valid patient find inform patient transfer memori patient data mask root box tower
30.txt,plan reserv allow oper print tabular form plan book type visit oper see print plan reserv oper recogn system see uc val op oper activ execut servic print plan reserv mask print plan reserv select type visit enabl access databas train requir inform obtain oper decid print inform start print inform display gener report send printer oper cancel oper end use case failur type access oper select first visit day hospit visit check reserv plan reserv patient
