50Traced_NONETRACED_SUM_SINGLE_VSM_35_MEDIAN,Associated
0.7583,NO
2.3058,YES
0.866,NO
2.926,YES
0.6247,NO
0.7157,NO
0.4333,NO
0.5529,NO
0.5397,NO
0.9816,NO
0.4786,NO
1.1993,NO
0.6494,NO
1.2395,NO
5.5665,YES
1.4449,YES
1.6271,YES
5.3609,YES
2.0407,NO
0.4702,NO
5.5702,YES
0.239,NO
6.263999999999999,YES
0.5176,NO
1.0822,NO
1.3698,NO
1.5701,NO
0.4037,NO
2.476,YES
0.4874,NO
3.9389999999999996,YES
1.0866,NO
2.2384,YES
1.2513,NO
0.3984,NO
1.0941,NO
1.3175,NO
5.7169,YES
1.6818,NO
5.6523,YES
0.8235,NO
1.3934,NO
5.9029,YES
1.5145,YES
1.8128,YES
5.8083,YES
2.3569,NO
0.7037,NO
6.1562,YES
1.6188,NO
6.9516,YES
2.1278,NO
1.2221,NO
1.5736,NO
1.8327,NO
0.3155,NO
2.4403,YES
0.3994,NO
3.6289,YES
1.3684,NO
2.3802,YES
3.0455,NO
1.9405,NO
2.7827,NO
2.9828,NO
6.8365,YES
2.6353,NO
6.1684,YES
0.5152,NO
1.2664,NO
5.0254,YES
1.3234,YES
1.6356,YES
4.6663,YES
1.9136,NO
0.4841,NO
5.1457,YES
0.5408,NO
5.6715,YES
1.1407,NO
0.4625,NO
0.8129,NO
1.0117,NO
0.3576,NO
2.4204,YES
0.3748,NO
3.2996,YES
0.9637,NO
2.1623,YES
1.8753,NO
1.0116,NO
1.3921,NO
1.685,NO
5.6325,YES
1.9045,NO
4.9284,YES
0.4924,NO
1.226,NO
5.091,YES
1.5348,YES
1.6891,YES
5.0539,YES
1.7703,NO
0.4571,NO
5.4489,YES
0.6866,NO
5.9449,YES
1.1261,NO
0.5609,NO
0.9802,NO
1.0808,NO
0.261,NO
2.5761,YES
0.3216,NO
3.55,YES
0.7306,NO
2.504,YES
1.921,NO
1.0295,NO
1.6199,NO
1.5418,NO
5.5236,YES
2.0154,NO
5.0871,YES
0.6444,NO
0.4453,NO
1.1702,YES
3.7805,YES
3.3347,YES
1.0453,YES
0.8859999999999999,NO
0.3726,NO
1.4451,YES
0.9552,NO
1.2507,YES
0.9173,NO
0.9013,NO
0.8232,NO
0.9866,NO
0.2315,NO
4.1656,YES
0.4771,NO
4.1267,YES
0.5742,NO
4.3651,YES
0.888,NO
0.3868,NO
0.684,NO
0.6974,NO
1.239,YES
0.9249,NO
1.1781,YES
0.6534,NO
0.6943,NO
2.5676,YES
3.8746,YES
3.7702,YES
2.5415,YES
1.1158,NO
0.5363,NO
2.9852,YES
0.5875,NO
2.8566,YES
0.6667,NO
0.7217,NO
0.6785,NO
0.8503,NO
0.2783,NO
4.4759,YES
0.5213,NO
5.2963,YES
0.703,NO
4.8165,YES
0.9855,NO
0.3161,NO
0.6483,NO
0.7589,NO
2.8128,YES
0.7934,NO
2.1831,YES
0.665,NO
0.3788,NO
1.2501,NO
1.0859,NO
0.7441,NO
1.621,NO
0.9907,NO
0.2934,NO
1.5932,NO
0.8023,NO
1.9841,NO
0.9253,NO
2.0833,YES
2.2508,YES
2.3569999999999998,YES
0.2492,NO
0.9892,NO
0.1913,NO
1.4829,NO
0.6113,NO
1.0372,NO
0.9458,NO
0.6016,NO
1.2769,NO
0.9974,NO
1.7816,NO
0.981,NO
2.8696,NO
1.5623,YES
2.1094,YES
0.5488,NO
0.5969,NO
0.401,NO
0.2809,NO
2.7082,YES
2.4192,YES
0.3666,NO
0.4318,NO
0.4787,NO
0.5116,NO
0.4078,NO
0.3612,NO
0.6443,NO
1.3973,YES
0.5415,NO
1.7455,YES
0.5754,NO
2.4706,YES
0.515,NO
0.5419,NO
0.3746,NO
0.602,NO
0.5870000000000001,NO
0.3856,NO
0.3638,NO
0.465,NO
0.5593,NO
0.5793,NO
1.9588,YES
3.795,YES
3.7006,YES
1.8265,YES
0.9698,NO
0.3641,NO
2.3251,YES
0.5229,NO
2.2138,YES
0.4795,NO
0.8389,NO
0.8648,NO
1.0127,NO
0.3078,NO
4.3997,YES
0.4436,NO
5.0229,YES
0.5567,NO
4.6155,YES
0.8619,NO
0.2982,NO
0.4586,NO
0.5254,NO
2.0871,YES
1.0654,NO
1.9733,YES
2.2523,YES
1.5646,YES
0.6336,NO
0.5544,NO
0.5296,NO
0.8036,NO
2.752,YES
2.3868,YES
0.5971,NO
0.3701,NO
1.0621,NO
0.4554,NO
0.6963,NO
0.9279999999999999,NO
0.9475,NO
0.9043,YES
0.5802,NO
2.136,YES
0.9127,NO
2.6905,YES
0.6343,NO
0.5475,NO
0.5063,NO
0.5933,NO
0.5904,NO
0.8809999999999999,NO
0.5589999999999999,NO
1.0213,NO
0.6298,NO
0.171,NO
0.3551,NO
1.3936,NO
0.9884,NO
0.7196,NO
1.07,NO
0.6352,NO
0.7045,NO
2.4378,YES
1.5138,NO
2.7145,YES
1.2792,NO
1.4279,NO
1.3069,NO
0.2471,NO
1.6066,NO
0.4924,NO
1.3316,NO
0.9359,NO
1.6340000000000001,NO
2.474,YES
2.53,YES
3.0326,YES
2.3439,YES
0.9001,NO
2.4809,YES
1.5725,NO
2.0023,YES
1.4908,YES
0.4106,NO
0.2992,NO
0.1854,NO
0.3731,NO
2.5057,YES
2.291,YES
0.3329,NO
0.3361,NO
0.5274,NO
0.4005,NO
0.1665,NO
0.1802,NO
0.2143,NO
0.855,YES
0.4488,NO
2.1552,YES
0.2903,NO
2.4118,YES
0.2616,NO
0.36700000000000005,NO
0.3495,NO
0.3794,NO
0.4575,NO
0.355,NO
0.3668,NO
0.3715,NO
0.2407,NO
0.1903,NO
0.6043,NO
0.9578,NO
0.5758,NO
0.9929,NO
0.7576,NO
0.4344,NO
0.9448,NO
2.5474,YES
1.7924,NO
2.773,YES
0.9658,NO
1.0985,NO
1.0533,NO
0.133,NO
0.9119,NO
0.1916,NO
0.8646,NO
0.589,NO
1.1341,NO
2.7189,YES
2.7472,YES
3.3761,YES
2.4497,YES
1.121,NO
2.551,YES
1.7025,NO
