50Traced_NONETRACED_RFSMOTE_MULTI_VSM_91_SUM,Associated
0.22896440129449838,YES
0.8563241639697952,YES
0.8479638619201727,YES
0.14212513484358144,NO
0.12843851132686085,YES
0.07214131607335492,NO
0.042408306364617045,NO
0.041531823085221145,NO
0.0662081984897519,NO
0.18797195253505936,NO
0.08960355987055016,NO
0.051038295577130535,NO
0.034182847896440126,NO
0.029261057173678533,NO
0.08919902912621361,NO
0.9640641855447681,YES
0.03431769147788565,NO
0.8258495145631068,YES
0.1361920172599784,NO
0.13147249190938512,NO
0.13127022653721682,NO
0.72485167206041,NO
0.06317421790722762,NO
0.04894822006472492,NO
0.05912891046386192,NO
0.1081445523193096,NO
0.09573894282632146,NO
0.22073894282632148,YES
0.2160868392664509,YES
0.20509708737864077,YES
0.7523597626752967,YES
0.08609762675296657,NO
0.06944444444444445,YES
0.060140237324703354,NO
0.06546655879180151,NO
0.023799892125134847,NO
0.33690668824163966,YES
0.08987324703344123,YES
0.07611920172599786,YES
0.18534250269687164,YES
0.14421521035598706,NO
0.06519687162891047,NO
0.21359223300970873,YES
0.05906148867313916,NO
0.21514293419633226,YES
0.06479234088457389,NO
0.13706850053937433,NO
0.09425566343042073,NO
0.09277238403451997,NO
0.054207119741100325,NO
0.06034250269687163,YES
0.052386731391585756,NO
0.1531148867313916,YES
0.1369336569579288,NO
0.08245685005393744,YES
0.07908576051779935,NO
0.04733009708737864,NO
0.1973435814455232,NO
0.07429881337648328,NO
0.222559331175836,YES
0.16302588996763753,NO
0.13369741100323623,YES
0.11468446601941748,NO
0.09769417475728157,NO
0.9099919093851133,YES
0.13875404530744337,NO
0.09688511326860842,NO
0.27379989212513484,YES
0.1165722761596548,NO
0.06735436893203885,NO
0.3607065803667745,YES
0.12216828478964402,NO
0.2887675296655879,YES
0.09641316073354908,NO
0.21345738942826323,NO
0.20934466019417475,NO
0.8461434735706581,NO
0.10868392664509172,NO
0.14104638619201723,NO
0.08764832793959008,NO
0.24103290183387271,NO
0.09122168284789645,NO
0.1711839266450917,NO
0.1276294498381877,NO
0.11367313915857606,NO
0.2473705501618123,NO
0.12264023732470335,NO
0.24919093851132684,YES
0.21986245954692554,NO
0.18716289104638617,YES
0.047195253505933114,NO
0.017934196332254588,NO
0.16026159654800431,YES
0.8559870550161812,YES
0.8180960086299893,YES
0.14259708737864077,YES
0.07652373247033442,NO
0.025350593311758363,NO
0.8563241639697952,YES
0.15035059331175837,NO
0.8434466019417476,YES
0.7414374325782093,NO
0.15284519956850054,NO
0.13234897518878103,NO
0.8056903991370012,NO
0.024137001078748655,NO
0.11441477885652643,YES
0.023193096008629992,NO
0.8496494066882417,YES
0.07591693635382957,NO
0.7965884573894284,YES
0.8292206040992449,NO
0.8099379719525351,NO
0.19127562028047462,NO
0.07126483279395902,NO
0.15722761596548004,YES
0.12547195253505933,NO
0.12688781014023734,YES
0.10369471413160734,NO
0.10436893203883496,NO
0.2550566343042071,YES
0.1121898597626753,NO
0.10457119741100324,NO
0.2763619201725998,YES
0.10672869471413161,NO
0.0965480043149946,NO
0.31283710895361383,YES
0.10059331175836031,NO
0.9999999999999999,YES
0.09155879180151026,NO
0.8189050701186624,NO
0.09735706580366775,NO
0.07949029126213593,NO
0.1130663430420712,NO
0.1353829557713053,NO
0.10490830636461705,NO
0.23321197411003236,NO
0.054207119741100325,NO
0.17293689320388347,NO
0.14293419633225457,NO
0.11232470334412083,NO
0.25640507011866237,NO
0.13902373247033442,NO
0.264428263214671,YES
0.23503236245954692,NO
0.2117718446601942,YES
0.02487864077669903,NO
0.005798274002157498,NO
0.7042880258899678,YES
0.8002292340884575,YES
0.07773732470334412,YES
0.703074433656958,YES
0.019619741100323624,NO
0.0,NO
0.7487864077669905,YES
0.07106256742179073,NO
0.696871628910464,YES
0.06040992448759439,NO
0.10868392664509172,NO
0.11023462783171523,NO
0.11374056094929881,NO
0.036003236245954695,NO
0.10477346278317154,YES
0.03478964401294499,NO
0.7709681769147789,YES
0.08420981661272924,NO
0.7493257820927725,YES
0.0035059331175836027,NO
0.041531823085221145,NO
0.040453074433656956,NO
0.016990291262135925,NO
0.7129180151024811,YES
0.01887810140237325,NO
0.036340345199568504,YES
0.8714940668824165,YES
0.7001078748651565,YES
0.238403451995685,NO
0.09776159654800431,NO
0.09176105717367854,NO
0.09492988133764835,NO
0.15480043149946063,YES
0.9165992448759439,YES
0.08805285868392665,NO
0.04449838187702266,NO
0.7698894282632147,NO
0.03856526429341964,NO
0.13706850053937433,NO
0.10126752966558793,NO
0.09088457389428264,NO
0.050296655879180155,YES
0.057443365695792885,NO
0.8307038834951457,YES
0.01092233009708738,NO
0.19464670981661272,YES
0.018810679611650484,NO
0.06216289104638619,NO
0.05589266450916936,NO
0.07827669902912623,NO
0.07382686084142395,NO
0.14016990291262135,NO
0.09452535059331177,NO
0.060544768069039905,NO
0.049959546925566346,NO
0.03870010787486515,NO
0.20024271844660196,YES
0.7454153182308523,YES
0.04746494066882416,YES
0.20685005393743258,YES
0.05191477885652643,NO
0.03903721682847896,NO
0.3612459546925566,YES
0.05663430420711974,NO
0.9218581445523194,YES
0.04497033441208198,NO
0.19848975188781015,NO
0.11926914778856527,NO
0.8040722761596548,NO
0.05002696871628911,NO
0.06937702265372168,YES
0.04550970873786407,NO
0.8700107874865157,YES
0.04874595469255664,NO
0.800364077669903,YES
0.08461434735706581,NO
0.056903991370010794,NO
0.19720873786407767,NO
0.07274811218985977,NO
0.19336569579288024,YES
0.1701051779935275,NO
0.2382011866235167,YES
0.07281553398058253,NO
0.025350593311758363,NO
0.9559735706580368,YES
0.14266450916936355,YES
0.12870819848975187,YES
0.1597222222222222,YES
0.14118122977346279,NO
0.07193905070118664,NO
0.1980177993527508,YES
0.12055016181229773,NO
0.8646170442286948,YES
0.06674757281553398,NO
0.14691208198489752,NO
0.11225728155339808,NO
0.11097626752966559,NO
0.05730852211434736,NO
0.09587378640776699,YES
0.05285868392664509,NO
0.1462378640776699,YES
0.12607874865156418,NO
0.09951456310679613,YES
0.1372707659115426,NO
0.11785329018338726,NO
0.1959277238403452,NO
0.08252427184466021,NO
0.19828748651564185,YES
0.15122707659115425,NO
0.8116909385113269,YES
0.08387270765911545,NO
0.06748921251348436,NO
0.34803128371089537,YES
0.10281823085221144,YES
0.1279665587918015,YES
0.21568230852211434,YES
0.14644012944983817,NO
0.10275080906148869,NO
0.22073894282632148,YES
0.06769147788565265,NO
0.25640507011866237,YES
0.06229773462783172,NO
0.09337918015102481,NO
0.051510248112189856,NO
0.035800970873786406,NO
0.13052858683926644,NO
0.10679611650485436,YES
0.1265507011866235,NO
0.22411003236245955,YES
0.1129314994606257,NO
0.16289104638619203,YES
0.11165048543689321,NO
0.0811084142394822,NO
0.2373921251348436,NO
0.10902103559870552,NO
0.9003505933117584,YES
0.21312028047464943,NO
0.8415587918015103,YES
0.041194714131607336,NO
0.04274541531823085,NO
0.20199568500539375,YES
0.06694983818770227,YES
0.03822815533980583,YES
0.1916801510248112,YES
0.038160733549083066,NO
0.030879180151024813,NO
0.3459412081984898,YES
0.061016720604099246,NO
0.23638079827400216,YES
0.05272384034519957,NO
0.18615156418554477,NO
0.07854638619201726,NO
0.09432308522114348,NO
0.06398327939590076,NO
0.7371224379719525,YES
0.06189320388349514,NO
0.2001078748651564,YES
0.03647518878101402,NO
0.13814724919093851,YES
0.07949029126213593,NO
0.04820658036677454,NO
0.20475997842502697,NO
0.06721952535059332,NO
0.19700647249190936,YES
0.1531148867313916,NO
0.28081175836030203,YES
0.07099514563106796,NO
0.05440938511326861,NO
0.7369201725997844,YES
0.2338187702265372,YES
0.8463457389428263,YES
0.09735706580366775,YES
0.05676914778856527,NO
0.030744336569579287,NO
0.8049487594390508,YES
0.12628101402373246,NO
0.743527508090615,YES
0.08899676375404532,NO
0.1611380798274002,NO
0.17752157497303128,NO
0.1634978425026969,NO
0.10787486515641857,NO
0.14617044228694714,YES
0.10450377562028049,NO
0.17846548004314997,YES
0.09506472491909385,NO
0.8464805825242718,YES
0.07470334412081986,NO
0.10214401294498382,NO
0.1020091693635383,NO
0.062028047464940665,NO
0.770091693635383,YES
0.07335490830636462,NO
0.07477076591154262,YES
0.07436623516720604,NO
0.06283710895361382,NO
0.16464401294498382,YES
0.8890911542610572,YES
0.2377292340884574,YES
0.16821736785329017,YES
0.0595334412081985,NO
0.04679072276159655,NO
0.8642799352750811,YES
0.11717907227615967,NO
0.872505393743258,YES
0.08387270765911545,NO
0.09101941747572817,NO
0.06324163969795038,NO
0.040722761596548,NO
0.11643743257820928,NO
0.8656283710895363,YES
0.11286407766990292,NO
0.3795846817691478,YES
0.05353290183387271,NO
0.3031283710895361,YES
0.10645900755124056,NO
0.09189590075512406,NO
0.19464670981661272,NO
0.084277238403452,NO
0.8347491909385114,YES
0.1483279395900755,NO
0.1514967637540453,YES
0.05339805825242719,NO
0.019956850053937433,NO
0.08650215749730314,NO
0.1355177993527508,NO
0.038969795037756196,NO
0.05791531823085221,NO
0.05831984897518878,NO
0.022721143473570658,NO
0.16814994606256742,NO
0.08043419633225458,NO
0.046318770226537215,NO
0.06432038834951458,NO
0.952467637540453,YES
0.8946871628910464,YES
0.9331175836030206,YES
0.04503775620280474,NO
0.041329557713052856,NO
0.04712783171521035,NO
0.029193635382955777,NO
0.0979638619201726,NO
0.04530744336569579,NO
0.024608953613807986,NO
0.04362189859762675,NO
0.06175836030204963,NO
0.029867853290183387,NO
0.10699838187702267,NO
0.029867853290183387,NO
0.13531553398058252,NO
0.7511461704422869,YES
0.8624595469255664,YES
0.17893743257820927,NO
0.10484088457389429,NO
0.0482740021574973,NO
0.03539644012944984,NO
0.21521035598705499,YES
0.7518203883495146,YES
0.05865695792880259,NO
0.09580636461704424,NO
0.029328478964401297,NO
0.11367313915857606,NO
0.10538025889967638,NO
0.09479503775620282,NO
0.09870550161812298,NO
0.8749325782092774,YES
0.033643473570658035,NO
0.11576321467098166,YES
0.01604638619201726,NO
0.9194309600862999,YES
0.05252157497303128,NO
0.0718042071197411,NO
0.02157497303128371,NO
0.08468176914778856,NO
0.05730852211434736,NO
0.08825512405609494,NO
0.04874595469255664,NO
0.05366774541531823,NO
0.02144012944983819,NO
0.002224919093851133,NO
0.07450107874865157,YES
0.8621898597626754,YES
0.1875,YES
0.7548543689320388,YES
0.026968716289104636,NO
0.002764293419633226,NO
0.1281688241639698,YES
0.06816343042071198,NO
0.7612594390507013,YES
0.060544768069039905,NO
0.12668554476806904,NO
0.10976267529665588,NO
0.11508899676375405,NO
0.007146709816612731,NO
0.13652912621359223,YES
0.006742179072276161,NO
0.23179611650485438,YES
0.06344390507011867,NO
0.1839940668824164,YES
0.022114347357065803,NO
0.0194848975188781,NO
0.07618662351672062,NO
0.018540992448759442,NO
0.08501887810140238,YES
0.04786947141316073,NO
0.0688376483279396,YES
0.22653721682847897,YES
0.6854099244875944,YES
0.2275485436893204,NO
0.09823354908306366,NO
0.05447680690399137,NO
0.06553398058252427,NO
0.14576591154261057,YES
0.27548543689320387,YES
0.0682982740021575,NO
0.0619606256742179,NO
0.058791801510248105,NO
0.06472491909385114,NO
0.11077400215749732,NO
0.08596278317152105,NO
0.08238942826321469,NO
0.7443365695792881,YES
0.04503775620280474,NO
0.21197411003236244,YES
0.01341693635382956,NO
0.22309870550161812,YES
0.0194848975188781,NO
0.035261596548004315,NO
0.04463322545846817,NO
0.07874865156418555,NO
0.04234088457389428,NO
0.12284250269687165,NO
0.06944444444444445,NO
0.04820658036677454,NO
0.07686084142394822,NO
0.03782362459546926,NO
0.0602076591154261,NO
0.1395631067961165,NO
0.05683656957928803,NO
0.0760517799352751,NO
0.04712783171521035,NO
0.05198220064724919,NO
0.1229099244875944,NO
0.13625943905070118,YES
0.05036407766990292,NO
0.7999595469255664,YES
0.1558791801510248,NO
0.17071197411003236,NO
0.1622168284789644,NO
0.08872707659115427,NO
0.05966828478964401,NO
0.1051779935275081,NO
0.08326591154261058,NO
0.13309061488673138,NO
0.09580636461704424,NO
0.07611920172599786,YES
0.08265911542610571,YES
0.7742044228694714,YES
0.7975323624595471,YES
0.08629989212513485,NO
0.058791801510248105,YES
0.07362459546925568,NO
0.9111380798274002,YES
0.026294498381877026,YES
0.18372437971952535,NO
0.10018878101402375,NO
0.0372168284789644,NO
0.03910463861920172,NO
0.10477346278317154,YES
0.9709412081984898,YES
0.057241100323624595,NO
0.06614077669902912,NO
0.036879719525350595,NO
0.06721952535059332,NO
0.10564994606256743,NO
0.09263754045307444,NO
0.7662486515641856,NO
0.07841154261057173,YES
0.028991370010787488,NO
0.9232065803667746,YES
0.015574433656957931,NO
0.9087783171521036,YES
0.03519417475728155,NO
0.025552858683926646,NO
0.024204422869471415,NO
0.07928802588996765,NO
0.039306903991370004,NO
0.08960355987055016,NO
0.047599784250269686,NO
0.045240021574973026,NO
0.08926645091693636,NO
0.7089401294498382,NO
0.09344660194174759,NO
0.1132686084142395,NO
0.06249999999999999,NO
0.09755933117583604,NO
0.09648058252427186,NO
0.0674217907227616,NO
0.11158306364617046,NO
0.11522384034519957,YES
0.08373786407766992,NO
0.8576051779935276,YES
0.15776699029126212,NO
0.15419363538295577,NO
0.14010248112189858,NO
0.04780204962243797,NO
0.05892664509169363,NO
0.051510248112189856,NO
0.048341423948220066,NO
0.14751887810140238,NO
0.047599784250269686,NO
0.05892664509169363,YES
0.06418554476806905,YES
0.07679341963322547,YES
0.17752157497303128,YES
0.12398867313915858,NO
0.07099514563106796,YES
0.06432038834951458,NO
