50Traced_NONETRACED_RFSMOTE_MULTI_LSA_13_SUM,Associated
0.08505794701986755,NO
0.05870584988962472,NO
0.0856098233995585,NO
0.14776490066225165,NO
0.128932119205298,NO
0.09230132450331127,NO
0.1366583885209713,NO
0.0856098233995585,NO
0.05994757174392935,NO
0.14486754966887416,NO
0.2297185430463576,YES
0.154939293598234,NO
0.11299668874172186,YES
0.08505794701986755,NO
0.04394315673289183,NO
0.03787251655629138,NO
0.13396799116997793,NO
0.08478200883002207,NO
0.107408940397351,NO
0.2070916114790287,NO
0.08354028697571741,NO
0.1877069536423841,NO
0.27207505518763797,YES
0.22061258278145696,YES
0.33409216335540837,YES
0.11623896247240617,YES
0.12637969094922738,NO
0.17763520971302427,YES
0.11230684326710816,NO
0.09250827814569537,NO
0.04628863134657836,NO
0.12796633554083886,NO
0.15480132450331124,NO
0.1344508830022075,NO
0.11899834437086093,NO
0.10940949227373067,NO
0.07629690949227372,NO
0.11403145695364239,NO
0.24013520971302427,YES
0.11934326710816776,NO
0.1369343267108168,YES
0.14859271523178808,NO
0.1340369757174393,NO
0.13169150110375274,NO
0.027593818984547457,NO
0.09085264900662252,NO
0.028766556291390723,NO
0.07650386313465785,NO
0.12513796909492275,NO
0.08981788079470199,NO
0.27179911699779247,YES
0.23427152317880792,YES
0.18632726269315672,YES
0.17777317880794702,YES
0.14541942604856511,NO
0.1314155629139073,YES
0.07381346578366446,NO
0.04339128035320088,NO
0.04249448123620309,NO
0.06774282560706402,NO
0.19232891832229582,NO
0.09168046357615894,NO
0.052221302428256074,NO
0.034975165562913905,NO
0.02993929359823399,NO
0.09126655629139072,NO
0.2965645695364238,YES
0.035113134657836644,NO
0.1551462472406181,YES
0.13934878587196467,NO
0.13451986754966888,NO
0.13431291390728475,NO
0.05180739514348786,NO
0.06463852097130243,NO
0.05008278145695364,NO
0.06049944812362031,NO
0.1106512141280353,NO
0.09795805739514349,NO
0.22585540838852097,YES
0.22109547461368653,YES
0.89969646799117,YES
0.7697985651214128,YES
0.08809326710816778,NO
0.0710540838852097,YES
0.06153421633554084,NO
0.06698399558498896,NO
0.024351545253863134,NO
0.3447157836644591,YES
0.09195640176600442,YES
0.0778835540838852,YES
0.18963852097130243,YES
0.8374034216335541,NO
0.06670805739514349,NO
0.2185430463576159,YES
0.06043046357615894,NO
0.22012969094922738,YES
0.06629415011037526,NO
0.14024558498896247,NO
0.09644039735099338,NO
0.7847682119205298,NO
0.055463576158940396,NO
0.7515866445916114,YES
0.05360099337748344,NO
0.1566639072847682,YES
0.14010761589403975,NO
0.7742135761589403,YES
0.08091887417218543,NO
0.04842715231788079,NO
0.20191777041942605,NO
0.07602097130242824,NO
0.2277179911699779,YES
0.1668046357615894,NO
0.13679635761589404,YES
0.11734271523178808,NO
0.09995860927152317,NO
0.9310844370860927,YES
0.1419701986754967,NO
0.7889762693156732,NO
0.2801462472406181,YES
0.11927428256070641,NO
0.0689155629139073,NO
0.3690673289183223,YES
0.125,NO
0.29546081677704195,YES
0.09864790286975716,NO
0.21840507726269318,NO
0.21419701986754966,NO
0.8657560706401766,NO
0.11120309050772628,NO
0.8341611479028697,NO
0.08967991169977926,NO
0.24661975717439294,NO
0.0933360927152318,NO
0.8649972406181016,NO
0.13058774834437087,NO
0.11630794701986755,NO
0.9429497792494481,NO
0.12548289183222958,NO
0.25496688741721857,YES
0.22495860927152317,NO
0.19150110375275936,YES
0.048289183222958054,NO
0.018349889624724062,NO
0.1639762693156733,YES
0.18598233995584987,YES
0.14721302428256072,YES
0.1459023178807947,YES
0.07829746136865343,NO
0.025938189845474614,NO
0.18632726269315672,YES
0.1538355408388521,NO
0.8629966887417218,YES
0.06877759381898454,NO
0.15638796909492272,NO
0.13541666666666669,NO
0.13451986754966888,NO
0.02469646799116998,NO
0.8069122516556291,YES
0.023730684326710817,NO
0.8693432671081678,YES
0.0776766004415011,NO
0.8150524282560706,YES
0.15859547461368653,NO
0.8287113686534217,NO
0.8855546357615893,NO
0.07291666666666666,NO
0.8507174392935981,YES
0.12838024282560706,NO
0.8196743929359823,YES
0.10609823399558499,NO
0.10678807947019867,NO
0.26096854304635764,YES
0.11479028697571744,NO
0.10699503311258277,NO
0.2827676600441501,YES
0.10920253863134657,NO
0.09878587196467992,NO
0.3200883002207505,YES
0.10292494481236203,NO
0.3333333333333333,YES
0.09368101545253862,NO
0.14804083885209712,NO
0.09961368653421634,NO
0.7711782560706401,NO
0.11568708609271522,NO
0.13852097130242827,NO
0.10733995584988962,NO
0.2386175496688742,NO
0.055463576158940396,NO
0.1769453642384106,NO
0.14624724061810154,NO
0.11492825607064017,NO
0.262348233995585,NO
0.14224613686534218,NO
0.9604028697571745,YES
0.24048013245033112,NO
0.9065259381898455,YES
0.02545529801324503,NO
0.005932671081677703,NO
0.7206125827814569,YES
0.128932119205298,YES
0.07953918322295805,YES
0.7193708609271523,YES
0.7099199779249448,NO
0.0,NO
0.07629690949227372,YES
0.07270971302428256,NO
0.7130242825607065,YES
0.06181015452538632,NO
0.11120309050772628,NO
0.11278973509933776,NO
0.1163769315673289,NO
0.03683774834437086,NO
0.7970474613686535,YES
0.03559602649006623,NO
0.09899282560706402,YES
0.08616169977924942,NO
0.7666942604856511,YES
0.003587196467991169,NO
0.04249448123620309,NO
0.04139072847682119,NO
0.017384105960264903,NO
0.729442604856512,YES
0.01931567328918322,NO
0.03718267108167771,YES
0.8916942604856511,YES
0.7163355408388521,YES
0.24392935982339958,NO
0.10002759381898454,NO
0.09388796909492272,NO
0.09713024282560706,NO
0.15838852097130243,YES
0.9378449227373068,YES
0.09009381898454746,NO
0.045529801324503315,NO
0.09788907284768211,NO
0.03945916114790287,NO
0.14024558498896247,NO
0.1036147902869757,NO
0.09299116997792495,NO
0.7413079470198676,YES
0.058774834437086095,NO
0.8499586092715231,YES
0.011175496688741723,NO
0.19915838852097129,YES
0.019246688741721852,NO
0.0636037527593819,NO
0.057188189845474614,NO
0.080091059602649,NO
0.07553807947019867,NO
0.14341887417218543,NO
0.09671633554083883,NO
0.06194812362030904,NO
0.05111754966887417,NO
0.0395971302428256,NO
0.2048841059602649,YES
0.07284768211920531,YES
0.04856512141280352,YES
0.21164459161147903,YES
0.7429635761589404,NO
0.039942052980132446,NO
0.36961920529801323,YES
0.057947019867549666,NO
0.25338024282560706,YES
0.04601269315673289,NO
0.20309050772626933,NO
0.12203366445916114,NO
0.8227097130242824,NO
0.051186534216335546,NO
0.7608305739514348,YES
0.046564569536423836,NO
0.2003311258278146,YES
0.04987582781456954,NO
0.8189155629139073,YES
0.08657560706401765,NO
0.05822295805739514,NO
0.20177980132450332,NO
0.07443432671081676,NO
0.19784768211920528,YES
0.1740480132450331,NO
0.24372240618101543,YES
0.07450331125827814,NO
0.025938189845474614,NO
0.2882864238410596,YES
0.14597130242825607,YES
0.13169150110375274,YES
0.16342439293598235,YES
0.14445364238410596,NO
0.07360651214128036,NO
0.20260761589403972,YES
0.12334437086092714,NO
0.8846578366445916,YES
0.06829470198675497,NO
0.1503173289183223,NO
0.11485927152317882,NO
0.11354856512141279,NO
0.058636865342163356,NO
0.09809602649006621,YES
0.05408388520971302,NO
0.8394729580573952,YES
0.1290011037527594,NO
0.10182119205298013,YES
0.14045253863134657,NO
0.12058498896247241,NO
0.20046909492273732,NO
0.08443708609271525,NO
0.2028835540838852,YES
0.1547323399558499,NO
0.14065949227373067,YES
0.0858167770419426,NO
0.06905353200883002,NO
0.356098233995585,YES
0.10520143487858719,YES
0.8207781456953642,YES
0.2206815673289183,YES
0.1498344370860927,NO
0.10513245033112584,NO
0.22585540838852097,YES
0.06926048565121412,NO
0.262348233995585,YES
0.06374172185430463,NO
0.09554359823399558,NO
0.05270419426048565,NO
0.036630794701986755,NO
0.1335540838852097,NO
0.7991169977924943,YES
0.12948399558498896,NO
0.2293046357615894,YES
0.1155491169977925,NO
0.8565121412803532,YES
0.11423841059602649,NO
0.08298841059602649,NO
0.24289459161147903,NO
0.1115480132450331,NO
0.23137417218543047,YES
0.21806015452538632,NO
0.171219646799117,YES
0.04214955849889625,NO
0.04373620309050773,NO
0.2066777041942605,YES
0.06850165562913907,YES
0.039114238410596025,YES
0.19612306843267105,YES
0.039045253863134656,NO
0.03159492273730684,NO
0.3539597130242826,YES
0.06243101545253863,NO
0.2418598233995585,YES
0.05394591611479029,NO
0.19046633554083883,NO
0.08036699779249448,NO
0.09650938189845473,NO
0.06546633554083886,NO
0.06436258278145696,YES
0.06332781456953643,NO
0.20474613686534215,YES
0.03732064017660044,NO
0.14134933774834438,YES
0.08133278145695363,NO
0.04932395143487858,NO
0.2095060706401766,NO
0.06877759381898454,NO
0.2015728476821192,YES
0.1566639072847682,NO
0.2873206401766004,YES
0.07264072847682118,NO
0.055670529801324496,NO
0.06415562913907286,YES
0.23923841059602646,YES
0.8659630242825606,YES
0.09961368653421634,YES
0.058084988962472404,NO
0.0314569536423841,NO
0.1337610375275938,YES
0.1292080573951435,NO
0.7607615894039735,YES
0.7809050772626931,NO
0.16487306843267108,NO
0.18163631346578368,NO
0.167287527593819,NO
0.11037527593818985,NO
0.8394039735099337,YES
0.10692604856512142,NO
0.18260209713024284,YES
0.09726821192052978,NO
0.8661009933774834,YES
0.7662803532008831,NO
0.10451158940397351,NO
0.10437362030905076,NO
0.06346578366445915,NO
0.09809602649006621,YES
0.07505518763796909,NO
0.07650386313465785,YES
0.07608995584988962,NO
0.06429359823399558,NO
0.16846026490066227,YES
0.2198537527593819,YES
0.24323951434878588,YES
0.8619619205298014,YES
0.06091335540838853,NO
0.04787527593818985,NO
0.19446743929359825,YES
0.11989514348785874,NO
0.2028835540838852,YES
0.0858167770419426,NO
0.0931291390728477,NO
0.06470750551876378,NO
0.041666666666666664,NO
0.11913631346578366,NO
0.19584713024282563,YES
0.11548013245033112,NO
0.3883830022075055,YES
0.054773730684326706,NO
0.9999999999999999,YES
0.1089266004415011,NO
0.09402593818984548,NO
0.19915838852097129,NO
0.08623068432671083,NO
0.16425220750551878,YES
0.15176600441501104,NO
0.15500827814569534,YES
0.054635761589403975,NO
0.020419426048565118,NO
0.08850717439293598,NO
0.138658940397351,NO
0.03987306843267108,NO
0.05925772626931567,NO
0.059671633554083885,NO
0.023247792494481233,NO
0.1720474613686534,NO
0.08229856512141279,NO
0.047392384105960264,NO
0.06581125827814568,NO
0.9745447019867548,YES
0.915424944812362,YES
0.954746136865342,YES
0.04608167770419426,NO
0.04228752759381898,NO
0.048220198675496685,NO
0.029870309050772627,NO
0.10023454746136864,NO
0.04635761589403973,NO
0.025179359823399555,NO
0.04463300220750552,NO
0.06318984547461368,NO
0.030560154525386317,NO
0.10947847682119205,NO
0.030560154525386317,NO
0.1384519867549669,NO
0.768556843267108,YES
0.8824503311258277,YES
0.1830849889624724,NO
0.10727097130242824,NO
0.04939293598233995,NO
0.03621688741721854,NO
0.9100441501103752,YES
0.7692466887417219,YES
0.06001655629139072,NO
0.09802704194260486,NO
0.030008278145695365,NO
0.11630794701986755,NO
0.1078228476821192,NO
0.09699227373068434,NO
0.1009933774834437,NO
0.8952124724061811,YES
0.03442328918322296,NO
0.8082919426048565,YES
0.016418322295805737,NO
0.9407422737306843,YES
0.05373896247240618,NO
0.07346854304635761,NO
0.022075055187637967,NO
0.08664459161147903,NO
0.058636865342163356,NO
0.09030077262693156,NO
0.04987582781456954,NO
0.054911699779249444,NO
0.02193708609271523,NO
0.002276490066225165,NO
0.766073399558499,YES
0.19232891832229582,YES
0.1918460264900662,YES
0.7723509933774834,YES
0.027593818984547457,NO
0.0028283664459161136,NO
0.8209850993377483,YES
0.0697433774834437,NO
0.7789045253863135,YES
0.06194812362030904,NO
0.1296219646799117,NO
0.11230684326710816,NO
0.11775662251655628,NO
0.007312362030905078,NO
0.13969370860927152,YES
0.006898454746136866,NO
0.23716887417218543,YES
0.06491445916114791,NO
0.8781043046357615,YES
0.022626931567328916,NO
0.01993653421633554,NO
0.07795253863134657,NO
0.01897075055187638,NO
0.7768349889624723,YES
0.04897902869757174,NO
0.7602786975717438,YES
0.9216335540838853,YES
0.7012969094922737,YES
0.2328228476821192,NO
0.10051048565121412,NO
0.05573951434878587,NO
0.06705298013245034,NO
0.8389900662251655,YES
0.9717163355408389,YES
0.06988134657836645,NO
0.06339679911699778,NO
0.06015452538631346,NO
0.06622516556291391,NO
0.11334161147902869,NO
0.08795529801324503,NO
0.0842991169977925,NO
0.7615894039735098,YES
0.04608167770419426,NO
0.9067328918322296,YES
0.013727924944812363,NO
0.9181153421633553,YES
0.01993653421633554,NO
0.0360789183222958,NO
0.045667770419426046,NO
0.08057395143487858,NO
0.043322295805739514,NO
0.1256898454746137,NO
0.0710540838852097,NO
0.04932395143487858,NO
0.07864238410596025,NO
0.03870033112582781,NO
0.0616032008830022,NO
0.1427980132450331,NO
0.05815397350993378,NO
0.07781456953642385,NO
0.048220198675496685,NO
0.05318708609271523,NO
0.12575883002207505,NO
0.13941777041942605,YES
0.051531456953642384,NO
0.818501655629139,YES
0.15949227373068434,NO
0.17466887417218543,NO
0.16597682119205298,NO
0.09078366445916114,NO
0.06105132450331125,NO
0.1076158940397351,NO
0.08519591611479027,NO
0.1361754966887417,NO
0.09802704194260486,NO
0.7677290286975718,YES
0.08457505518763797,YES
0.1023040838852097,YES
0.12617273730684328,YES
0.08830022075055188,NO
0.06015452538631346,YES
0.07533112582781457,NO
0.9322571743929359,YES
0.7167494481236203,YES
0.18798289183222958,NO
0.10251103752759383,NO
0.0380794701986755,NO
0.040011037527593815,NO
0.7970474613686535,YES
0.99344646799117,YES
0.058567880794701994,NO
0.06767384105960264,NO
0.03773454746136865,NO
0.06877759381898454,NO
0.10809878587196467,NO
0.09478476821192053,NO
0.09416390728476823,NO
0.7700745033112584,YES
0.02966335540838852,NO
0.9446054083885209,YES
0.015935430463576157,NO
0.23999724061810154,YES
0.036009933774834434,NO
0.02614514348785872,NO
0.02476545253863134,NO
0.08112582781456953,NO
0.04021799116997792,NO
0.09168046357615894,NO
0.04870309050772627,NO
0.04628863134657836,NO
0.09133554083885209,NO
0.03552704194260486,NO
0.09561258278145696,NO
0.11589403973509935,NO
0.06394867549668873,NO
0.09982064017660044,NO
0.09871688741721854,NO
0.06898454746136864,NO
0.11416942604856511,NO
0.11789459161147903,YES
0.08567880794701987,NO
0.8774834437086093,YES
0.16142384105960264,NO
0.1577676600441501,NO
0.8331953642384106,NO
0.04891004415011037,NO
0.0602924944812362,NO
0.05270419426048565,NO
0.04946192052980133,NO
0.1509381898454746,NO
0.04870309050772627,NO
0.7501379690949227,YES
0.06567328918322296,YES
0.7684188741721854,YES
0.8714817880794701,YES
0.12686258278145696,NO
0.07264072847682118,YES
0.06581125827814568,NO
