50Traced_NONETRACED_RFNONE_RAW_VSM_75_SUM,Associated
0.12827895073576454,YES
0.08298144593730007,NO
0.07850287907869483,YES
0.08605246321177223,NO
0.13224568138195775,NO
0.11746641074856046,NO
0.11746641074856046,NO
0.030326295585412666,NO
0.7818298144593729,YES
0.02930262316058861,NO
0.864427383237364,YES
0.08438899552143314,NO
0.7966730646193217,YES
0.02712731925783749,NO
0.037044145873320534,NO
0.08579654510556622,NO
0.025335892514395393,NO
0.1034548944337812,YES
0.05540626999360205,NO
0.07965451055662189,YES
0.0925143953934741,NO
0.040563019833653235,NO
0.12008957133717212,NO
0.15892514395393473,NO
0.12021753039027509,NO
0.10255918106206015,NO
0.10147152911068458,NO
0.07210492642354446,NO
0.0870121561100448,NO
0.2514395393474088,YES
0.09462571976967371,NO
0.819321817018554,YES
0.12085732565579015,NO
0.10607805502239284,NO
0.10179142674344209,NO
0.028278950735764558,NO
0.08771593090211133,NO
0.028726807421625082,NO
0.06295585412667946,NO
0.12290467050543825,NO
0.0764555342290467,NO
0.882853486884197,YES
0.8646193218170185,YES
0.8120921305182341,YES
0.8186820217530391,YES
0.13614843250159947,NO
0.7456813819577734,YES
0.05636596289187461,NO
0.05674984005118362,NO
0.043250159948816376,NO
0.06212412028150992,YES
0.22706333973128598,YES
0.7954574536148431,YES
0.07888675623800384,YES
0.05035188739603327,NO
0.03237364043506078,NO
0.12603966730646193,YES
0.15994881637875877,NO
0.06154830454254638,YES
0.08707613563659629,NO
0.13781190019193856,NO
0.15822136916186819,NO
0.1456813819577735,NO
0.08669225847728727,NO
0.7771593090211132,YES
0.08394113883557261,NO
0.8013435700575815,YES
0.08458093410108765,NO
0.7969929622520793,YES
0.12482405630198336,NO
0.1348688419705694,NO
0.13627639155470248,NO
0.05975687779910428,NO
0.08720409468969931,YES
0.06513115802943059,NO
0.07856685860524631,YES
0.08426103646833012,NO
0.041394753678822775,NO
0.1460652591170825,NO
0.11529110684580934,NO
0.09270633397312861,NO
0.12149712092130517,NO
0.09948816378758797,NO
0.09200255918106205,NO
0.12162507997440818,NO
0.12098528470889315,YES
0.12456813819577735,NO
0.15028790786948176,YES
0.15489443378119,NO
0.12399232245681381,NO
0.12380038387715932,NO
0.027831094049904033,NO
0.06090850927703134,NO
0.029558541266794622,NO
0.06493921944977607,NO
0.13806781829814457,NO
0.05700575815738963,NO
0.11394753678822778,YES
0.7259756877799104,YES
0.755150351887396,YES
0.8323736404350607,YES
0.1476007677543186,NO
0.7395393474088291,YES
0.07888675623800384,NO
0.05444657709532949,NO
0.07939859245041586,NO
0.1370441458733205,NO
0.1195777351247601,NO
0.08560460652591172,NO
0.12674344209852845,NO
0.07939859245041586,NO
0.055598208573256556,NO
0.13435700575815737,NO
0.2130518234165067,YES
0.14369801663467688,NO
0.10479846449136276,YES
0.07888675623800384,NO
0.040754958413307736,NO
0.03512476007677543,NO
0.12424824056301982,NO
0.07863083813179783,NO
0.09961612284069099,NO
0.19206653870761356,NO
0.07747920665387076,NO
0.17408829174664106,NO
0.2523352527191299,YES
0.8444017914267434,YES
0.9496481126039666,YES
0.10780550223928342,YES
0.11721049264235445,NO
0.8045425463851568,YES
0.10415866922584772,NO
0.08579654510556622,NO
0.042930262316058856,NO
0.11868202175303903,NO
0.14357005758157387,NO
0.12469609724888035,NO
0.11036468330134357,NO
0.10147152911068458,NO
0.07076135636596288,NO
0.10575815738963532,NO
0.22271273192578372,YES
0.11068458093410108,NO
0.7667946257197695,YES
0.13781190019193856,NO
0.12431222008957134,NO
0.12213691618682022,NO
0.025591810620601403,NO
0.08426103646833012,NO
0.026679462571976967,NO
0.0709532949456174,NO
0.11605886116442739,NO
0.08330134357005758,NO
0.8918746001279589,YES
0.857069737683941,YES
0.17280870121561098,YES
0.8046705054382598,YES
0.1348688419705694,NO
0.12188099808061421,YES
0.06845809341010876,NO
0.040243122200895716,NO
0.03941138835572617,NO
0.06282789507357646,NO
0.1783749200255918,NO
0.08502879078694817,NO
0.04843250159948817,NO
0.032437619961612284,NO
0.027767114523352524,NO
0.08464491362763917,NO
0.27504798464491365,YES
0.03256557901471529,NO
0.1438899552143314,YES
0.1292386436340371,NO
0.12476007677543187,NO
0.12456813819577735,NO
0.04804862444017915,NO
0.05994881637875879,NO
0.04644913627639156,NO
0.05611004478566859,NO
0.10262316058861164,NO
0.09085092770313499,NO
0.2094689699296225,YES
0.844849648112604,YES
0.8344209852847089,YES
0.07415227127319259,YES
0.08170185540627001,NO
0.7056941778630837,YES
0.057069737683941135,NO
0.06212412028150992,NO
0.022584772872680743,NO
0.9595009596928983,YES
0.08528470889315419,YES
0.07223288547664748,YES
0.8156749840051183,YES
0.136852207293666,NO
0.06186820217530391,NO
0.8424824056301983,YES
0.05604606525911708,NO
0.8439539347408829,YES
0.06148432501599488,NO
0.13007037747920663,NO
0.08944337811900192,NO
0.08803582853486884,NO
0.05143953934740883,NO
0.05726167626359564,YES
0.04971209213051823,NO
0.14529750479846448,YES
0.12994241842610363,NO
0.0782469609724888,YES
0.07504798464491362,NO
0.04491362763915547,NO
0.18726807421625077,NO
0.07050543825975687,NO
0.8509916826615483,YES
0.15470249520153548,NO
0.7666666666666666,YES
0.10882917466410749,NO
0.09270633397312861,NO
0.2237364043506078,YES
0.13166986564299424,NO
0.09193857965451055,NO
0.8996161228406909,YES
0.11062060140754959,NO
0.06391554702495202,NO
0.3422904670505438,YES
0.11593090211132438,NO
0.27402431222008955,YES
0.09149072296865003,NO
0.20255918106206014,NO
0.1986564299424184,NO
0.16314779270633395,NO
0.10313499680102368,NO
0.13384516954574532,NO
0.08317338451695458,NO
0.22872680742162507,NO
0.08656429942418427,NO
0.1624440179142674,NO
0.12111324376199616,NO
0.10786948176583494,NO
0.2347408829174664,NO
0.1163787587971849,NO
0.236468330134357,YES
0.20863723608445295,NO
0.17760716570697374,YES
0.044785668586052464,NO
0.017018554062699937,NO
0.15207933461292386,YES
0.8122840690978885,YES
0.7763275751759436,YES
0.13531669865642992,YES
0.0726167626359565,NO
0.024056301983365322,NO
0.8126039667306462,YES
0.14267434420985284,NO
0.1605886116442738,YES
0.06378758797184901,NO
0.14504158669225845,NO
0.1255918106206014,NO
0.12476007677543187,NO
0.022904670505438263,NO
0.7483685220729366,YES
0.022008957133717214,NO
0.8062699936020473,YES
0.07204094689699296,NO
0.7559181062060141,YES
0.14708893154190658,NO
0.12879078694817658,NO
0.18150991682661546,NO
0.06762635956493922,NO
0.14920025591810618,YES
0.11906589891234805,NO
0.12040946896992961,YES
0.09840051183621241,NO
0.09904030710172744,NO
0.881829814459373,YES
0.10646193218170186,NO
0.09923224568138195,NO
0.902047344849648,YES
0.10127959053103007,NO
0.09161868202175304,NO
0.9366602687140114,YES
0.09545745361484326,NO
0.309149072296865,YES
0.08688419705694178,NO
0.13730006397952654,NO
0.09238643634037108,NO
0.07543186180422265,NO
0.10729366602687139,NO
0.12847088931541906,NO
0.09955214331413947,NO
0.22130518234165067,NO
0.05143953934740883,NO
0.1641074856046065,NO
0.13563659628918745,NO
0.10658989123480486,NO
0.24331413947536787,NO
0.13192578374920025,NO
0.25092770313499685,YES
0.22303262955854125,NO
0.8407549584133077,YES
0.023608445297504797,NO
0.0055022392834293025,NO
0.028534868841970568,YES
0.1195777351247601,YES
0.07376839411388356,YES
0.02738323736404351,YES
0.01861804222648752,NO
0.0,NO
0.07076135636596288,YES
0.06743442098528471,NO
0.021497120921305183,YES
0.05732565579014716,NO
0.10313499680102368,NO
0.10460652591170826,NO
0.10793346129238643,NO
0.034165067178502886,NO
0.7392194497760716,YES
0.03301343570057582,NO
0.7316058861164427,YES
0.07991042866282788,NO
0.71106845809341,YES
0.003326935380678182,NO
0.03941138835572617,NO
0.038387715930902115,NO
0.016122840690978888,NO
0.036724248240563015,YES
0.017914267434420986,NO
0.0344849648112604,YES
0.18720409468969929,YES
0.024568138195777352,YES
0.22623160588611643,NO
0.0927703134996801,NO
0.08707613563659629,NO
0.09008317338451696,NO
0.14689699296225206,YES
0.23000639795265515,YES
0.0835572616762636,NO
0.04222648752399233,NO
0.09078694817658349,NO
0.03659628918746002,NO
0.13007037747920663,NO
0.09609724888035828,NO
0.08624440179142674,NO
0.04772872680742163,YES
0.054510556621881,NO
0.14849648112603966,YES
0.010364683301343571,NO
0.18470889315419065,YES
0.01785028790786948,NO
0.05898912348048624,NO
0.05303902751119642,NO
0.07428023032629559,NO
0.07005758157389635,NO
0.1330134357005758,NO
0.08969929622520793,NO
0.05745361484325015,NO
0.04740882917466411,NO
0.036724248240563015,NO
0.8298144593730006,YES
0.06756238003838771,YES
0.045041586692258474,YES
0.836084452975048,YES
0.04926423544465771,NO
0.037044145873320534,NO
0.9825975687779909,YES
0.053742802303262956,NO
0.8747920665387076,YES
0.042674344209852846,NO
0.18835572616762636,NO
0.11317978246960973,NO
0.12322456813819578,NO
0.04747280870121561,NO
0.06583493282149712,YES
0.04318618042226487,NO
0.18579654510556623,YES
0.04625719769673705,NO
0.11970569417786307,YES
0.08029430582213692,NO
0.05399872040946897,NO
0.1871401151631478,NO
0.0690339091490723,NO
0.8232885476647472,YES
0.16142034548944337,NO
0.865834932821497,YES
0.0690978886756238,NO
0.024056301983365322,NO
0.9071657069737683,YES
0.7751759436980166,YES
0.12213691618682022,YES
0.7913627639155469,YES
0.13397312859884836,NO
0.06826615483045426,NO
0.827703134996801,YES
0.11439539347408828,NO
0.8204734484964811,YES
0.06333973128598848,NO
0.13941138835572617,NO
0.10652591170825337,NO
0.1053103007037748,NO
0.05438259756877799,NO
0.7307741522712731,YES
0.05015994881637876,NO
0.7785668586052463,YES
0.11964171465131158,NO
0.0944337811900192,YES
0.13026231605886116,NO
0.11183621241202814,NO
0.1859245041586692,NO
0.07831094049904032,NO
0.827959053103007,YES
0.14350607805502238,NO
0.7702495201535509,YES
0.07959053103007038,NO
0.06404350607805502,NO
0.9700575815738963,YES
0.7373640435060781,YES
0.12143314139475368,YES
0.8444657709532948,YES
0.1389635316698656,NO
0.09750479846449137,NO
0.8492642354446577,YES
0.06423544465770954,NO
0.8831094049904029,YES
0.05911708253358926,NO
0.08861164427383236,NO
0.04888035828534869,NO
0.033973128598848365,NO
0.1238643634037108,NO
0.7411388355726166,YES
0.12008957133717212,NO
0.8524632117722328,YES
0.1071657069737684,NO
0.1545745361484325,YES
0.10595009596928982,NO
0.07696737044145872,NO
0.22527191298784388,NO
0.1034548944337812,NO
0.8543825975687779,YES
0.2022392834293026,NO
0.7985924504158669,YES
0.03909149072296866,NO
0.040563019833653235,NO
0.8314779270633398,YES
0.7033269353806781,YES
0.0362763915547025,YES
0.8216890595009597,YES
0.036212412028150995,NO
0.02930262316058861,NO
0.9680742162507996,YES
0.05790147152911068,NO
0.22431222008957133,YES
0.05003198976327576,NO
0.1766474728087012,NO
0.0745361484325016,NO
0.08950735764555343,NO
0.060716570697376834,NO
0.6994881637875879,YES
0.05873320537428023,NO
0.8296865003198975,YES
0.034612923864363404,NO
0.1310940499040307,YES
0.07543186180422265,NO
0.045745361484325016,NO
0.19430582213691616,NO
0.06378758797184901,NO
0.8267434420985285,YES
0.14529750479846448,NO
0.9062699936020472,YES
0.06737044145873321,NO
0.05163147792706334,NO
0.05950095969289827,YES
0.8616762635956494,YES
0.16333973128598847,YES
0.09238643634037108,YES
0.05387076135636596,NO
0.029174664107485607,NO
0.7638515674984004,YES
0.11983365323096608,NO
0.06577095329494562,YES
0.08445297504798466,NO
0.15291106845809338,NO
0.16845809341010876,NO
0.15515035188739604,NO
0.10236724248240564,NO
0.7785028790786948,YES
0.09916826615483046,NO
0.809149072296865,YES
0.09021113243761995,NO
0.16346769033909148,YES
0.0708893154190659,NO
0.09692898272552783,NO
0.09680102367242482,NO
0.058861164427383234,NO
0.090978886756238,YES
0.06960972488803582,NO
0.0709532949456174,YES
0.07056941778630837,NO
0.05962891874600129,NO
0.1562380038387716,YES
0.8436980166346769,YES
0.8653870761356366,YES
0.15962891874600124,YES
0.05649392194497761,NO
0.04440179142674345,NO
0.18035828534868842,YES
0.11119641714651313,NO
0.18816378758797184,YES
0.07959053103007038,NO
0.08637236084452976,NO
0.06001279590531029,NO
0.038643634037108125,NO
0.11049264235444657,NO
0.8214331413947537,YES
0.10710172744721688,NO
1.0,YES
0.0507997440818938,NO
0.2876519513755598,YES
0.10102367242482405,NO
0.08720409468969931,NO
0.18470889315419065,NO
0.0799744081893794,NO
0.15233525271912987,YES
0.14075495841330773,NO
0.1437619961612284,YES
0.05067178502879079,NO
0.01893793985924504,NO
0.08208573256557901,NO
0.12859884836852206,NO
0.03698016634676903,NO
0.05495841330774152,NO
0.05534229046705054,NO
0.021561100447856685,NO
0.15956493921944975,NO
0.0763275751759437,NO
0.04395393474088292,NO
0.06103646833013436,NO
0.26404350607805505,YES
0.8490083173384516,YES
0.24568138195777348,YES
0.04273832373640435,NO
0.039219449776071655,NO
0.044721689059500955,NO
0.027703134996801028,NO
0.0929622520793346,NO
0.042994241842610366,NO
0.023352527191298787,NO
0.041394753678822775,NO
0.05860524632117722,NO
0.02834293026231606,NO
0.1015355086372361,NO
0.02834293026231606,NO
0.12840690978886754,NO
0.7127959053103006,YES
0.1786308381317978,YES
0.16980166346769032,NO
0.09948816378758797,NO
0.04580934101087652,NO
0.03358925143953935,NO
0.20422264875239918,YES
0.7134357005758157,YES
0.05566218809980806,NO
0.09091490722968651,NO
0.027831094049904033,NO
0.10786948176583494,NO
0.09999999999999999,NO
0.08995521433141396,NO
0.09366602687140116,NO
0.8302623160588611,YES
0.03192578374920026,NO
0.7496481126039667,YES
0.015227127319257835,NO
0.8724888035828534,YES
0.04984005118362124,NO
0.06813819577735125,NO
0.020473448496481125,NO
0.08035828534868841,NO
0.05438259756877799,NO
0.0837492002559181,NO
0.04625719769673705,NO
0.050927703134996796,NO
0.020345489443378117,NO
0.002111324376199617,NO
0.0706973768394114,YES
0.8181701855406269,YES
0.8177223288547665,YES
0.0765195137555982,YES
0.025591810620601403,NO
0.002623160588611644,NO
0.7614203454894433,YES
0.06468330134357006,NO
0.08259756877799104,YES
0.05745361484325015,NO
0.12021753039027509,NO
0.10415866922584772,NO
0.10921305182341651,NO
0.006781829814459374,NO
0.7693538067818297,YES
0.006397952655150353,NO
0.8597568777991044,YES
0.060204734484964814,NO
0.17460012795905308,YES
0.020985284708893152,NO
0.018490083173384516,NO
0.07229686500319898,NO
0.017594369801663467,NO
0.08067818298144594,YES
0.045425463851567496,NO
0.0653230966090851,YES
0.854766474728087,YES
0.6504158669225847,YES
0.21593090211132435,NO
0.09321817018554063,NO
0.05169545745361484,NO
0.06218809980806142,NO
0.7781190019193858,YES
0.9012156110044786,YES
0.06481126039667306,NO
0.05879718490083173,NO
0.055790147152911064,NO
0.061420345489443376,NO
0.10511836212412029,NO
0.08157389635316699,NO
0.0781829814459373,NO
0.7063339731285987,YES
0.04273832373640435,NO
0.8409468969929622,YES
0.012731925783749203,NO
0.8515035188739603,YES
0.018490083173384516,NO
0.033461292386436345,NO
0.04235444657709533,NO
0.07472808701215611,NO
0.040179142674344206,NO
0.11657069737683941,NO
0.06589891234804862,NO
0.045745361484325016,NO
0.07293666026871401,NO
0.035892514395393475,NO
0.05713371721049264,NO
0.13243761996161227,NO
0.05393474088291747,NO
0.07216890595009597,NO
0.044721689059500955,NO
0.04932821497120922,NO
0.11663467690339091,NO
0.1293026231605886,YES
0.04779270633397313,NO
0.11932181701855406,YES
0.14792066538707613,NO
0.1619961612284069,NO
0.15393474088291745,NO
0.08419705694177863,NO
0.05662188099808062,NO
0.0998080614203455,NO
0.07901471529110685,NO
0.12629558541266792,NO
0.09091490722968651,NO
0.07223288547664748,YES
0.7182341650671785,YES
0.0948816378758797,YES
0.7568138195777352,YES
0.0818937939859245,NO
0.055790147152911064,YES
0.06986564299424185,NO
0.22482405630198338,YES
0.024952015355086374,YES
0.17434420985284707,NO
0.09507357645553424,NO
0.035316698656429946,NO
0.037108125399872044,NO
0.09942418426103648,YES
0.281573896353167,YES
0.05431861804222649,NO
0.06276391554702494,NO
0.034996801023672426,NO
0.06378758797184901,NO
0.10025591810620602,NO
0.08790786948176584,NO
0.08733205374280231,NO
0.7142034548944338,YES
0.027511196417146513,NO
0.23627639155470248,YES
0.014779270633397314,NO
0.22258477287268075,YES
0.033397312859884835,NO
0.024248240563019833,NO
0.02296865003198976,NO
0.07523992322456814,NO
0.037300063979526545,NO
0.08502879078694817,NO
0.045169545745361486,NO
0.042930262316058856,NO
0.08470889315419065,NO
0.03294945617402431,NO
0.08867562380038388,NO
0.10748560460652593,NO
0.059309021113243765,NO
0.09257837492002559,NO
0.09155470249520153,NO
0.06397952655150352,NO
0.10588611644273833,NO
0.10934101087651951,YES
0.07946257197696738,NO
0.17402431222008954,YES
0.14971209213051823,NO
0.14632117722328852,NO
0.1329494561740243,NO
0.045361484325015994,NO
0.05591810620601407,NO
0.04888035828534869,NO
0.04587332053742803,NO
0.13998720409468968,NO
0.045169545745361486,NO
0.05591810620601407,YES
0.7007037747920665,YES
0.7126679462571976,YES
0.16845809341010876,YES
0.11765834932821498,NO
0.06737044145873321,YES
0.06103646833013436,NO
