50Traced_NONETRACED_SUM_SINGLE_VSM_9_MEDIAN,Associated
0.5905,NO
1.4716,NO
0.8336,NO
1.2167,NO
3.7984,YES
2.9492,YES
3.1457,YES
2.9473,YES
0.7285,NO
2.2981,YES
0.5839,NO
0.6992,NO
0.7459,NO
5.4166,YES
1.088,YES
1.3099,YES
4.8652,YES
1.0831,NO
0.5998,NO
4.791,YES
0.2318,NO
5.7291,YES
0.2663,NO
1.9328,NO
0.547,NO
0.5715,NO
0.8245,NO
2.4622,YES
0.6251,NO
2.477,YES
1.9972,NO
1.8579,YES
0.6731,NO
0.3726,NO
0.5627,NO
0.5346,NO
5.5543,YES
0.9811,NO
5.1124,YES
0.3553,NO
0.1547,NO
2.1662,YES
0.757,NO
1.4734,NO
2.923,YES
0.3747,NO
0.1546,NO
2.479,YES
0.3036,NO
2.7962,YES
0.2152,NO
0.4544,NO
0.3203,NO
0.2648,NO
0.4638,NO
2.2514,NO
0.1608,NO
2.4625,NO
0.3549,NO
1.4381,NO
0.775,NO
0.3378,NO
0.3767,NO
0.6413,NO
2.8065,YES
1.1131,NO
2.7264,YES
0.4046,NO
0.3739,NO
1.9826,YES
3.0389,YES
4.1725,YES
1.94,YES
0.5097,NO
0.179,NO
1.7268,YES
0.9968,NO
2.6789,YES
0.6125,NO
0.6989,NO
0.5586,NO
0.7126,NO
0.2616,NO
4.8235,YES
0.2911,NO
4.7769,YES
1.2248,NO
4.4559,YES
0.7341,NO
0.9061,NO
0.8864,NO
0.6459999999999999,NO
1.7117,YES
1.1619,NO
1.8005,YES
0.6018,NO
0.6743,NO
3.951,YES
1.0694,NO
1.6752,NO
4.0557,YES
0.5931,NO
0.3563,NO
3.7707,YES
1.1159,NO
4.4645,YES
1.0485,NO
1.7266,NO
0.3601,NO
0.4047,NO
0.4525,NO
3.0432,NO
0.1903,NO
2.4824,NO
0.7759,NO
1.6696,NO
1.4493,NO
1.1494,NO
1.1091,NO
1.3419,NO
4.5927,YES
1.8027,NO
4.1959,YES
0.8294,NO
0.2687,NO
1.6732,YES
3.1945,YES
3.963,YES
2.2302,YES
0.6217,NO
0.3816,NO
1.5963,YES
0.6761,NO
2.3118,YES
0.6801,NO
1.1619,NO
1.0095,NO
1.1177,NO
0.3114,NO
4.6817,YES
0.5218,NO
4.6079,YES
1.3322,NO
4.1293,YES
0.6835,NO
0.6105,NO
0.5258,NO
0.8420000000000001,NO
1.9369999999999998,YES
0.7549,NO
2.3282,YES
2.4134,YES
1.4725,YES
2.5726,NO
1.0492,NO
1.0783,NO
2.1846,NO
2.4649,YES
2.1696,YES
2.2008,NO
0.5577,NO
2.7745,NO
0.6495,NO
1.2518,NO
0.9775,NO
0.9949,NO
1.6784,YES
1.8729,NO
3.1038,YES
1.4625,NO
3.9595,YES
1.2778,NO
0.8291,NO
0.4157,NO
0.4334,NO
0.7878,NO
2.6559,NO
0.7393,NO
2.3435,NO
0.6643,NO
0.5409,NO
5.1401,YES
1.3805,YES
2.3721,YES
5.3057,YES
0.6462,NO
0.4133,NO
5.4509,YES
0.6131,NO
6.0258,YES
0.3278,NO
2.0314,NO
0.4595,NO
0.4855,NO
0.518,NO
3.5646,YES
0.2937,NO
3.1077,YES
1.5113,NO
2.7276,YES
0.9553,NO
0.6315,NO
0.5889,NO
1.0704,NO
5.8811,YES
1.3331,NO
5.7875,YES
0.8082,NO
0.7032,NO
5.1854,YES
2.2418,YES
2.4497,YES
4.7852,YES
0.7563,NO
0.8403,NO
4.5172,YES
2.4609,NO
5.353,YES
2.0672,NO
2.0376,NO
0.5768,NO
0.7403,NO
0.5579999999999999,NO
3.9598,YES
0.6428,NO
3.1595,YES
1.9864,NO
2.608,YES
2.6643,NO
1.9477,NO
2.2103,NO
2.1922,NO
5.3057,YES
2.2164,NO
4.8243,YES
0.5809,NO
0.5463,NO
5.3646,YES
1.0335,YES
1.4004,YES
5.2588,YES
0.9673,NO
0.3417,NO
5.2103,YES
0.1435,NO
5.893,YES
0.20199999999999999,NO
1.6485,NO
0.2791,NO
0.2977,NO
0.7223,NO
2.6099,YES
0.3107,NO
2.6115,YES
1.6392,NO
2.077,YES
0.6649,NO
0.3337,NO
0.5224,NO
0.7132,NO
5.9459,YES
1.1383,NO
5.5882,YES
0.4925,NO
0.4511,NO
5.4022,YES
0.9209,YES
1.3343,YES
5.3681,YES
0.7311,NO
0.4055,NO
5.0762,YES
0.619,NO
5.6355,YES
0.618,NO
1.6749,NO
0.1263,NO
0.1497,NO
0.584,NO
2.5231,YES
0.2649,NO
2.3576,YES
1.3435,NO
1.6674,YES
1.166,NO
0.6006,NO
0.9562,NO
0.9465,NO
5.943,YES
1.4664,NO
5.6267,YES
0.6005,NO
0.3632,NO
1.3467,YES
3.4321,YES
4.001,YES
1.444,YES
0.5855,NO
0.3086,NO
1.2785,YES
0.2748,NO
1.8134,YES
0.2441,NO
0.7828,NO
0.6488,NO
0.7808,NO
0.2939,NO
4.5701,YES
0.5267,NO
4.1419,YES
1.2991,NO
4.0945,YES
0.1206,NO
0.3595,NO
0.3069,NO
0.2422,NO
1.2421,YES
0.3248,NO
1.4113,YES
0.48100000000000004,NO
0.1678,NO
2.3995,YES
3.4289,YES
4.129,YES
2.7939,YES
0.6953,NO
0.2435,NO
2.1807,YES
0.4711,NO
3.0974,YES
0.4693,NO
0.4806,NO
0.1899,NO
0.3121,NO
0.4488,NO
5.0686,YES
0.4195,NO
5.1091,YES
1.136,NO
4.4025,YES
0.5781,NO
0.5673,NO
0.6284,NO
0.643,NO
2.5103,YES
0.8971,NO
2.4331,YES
0.8192,NO
0.8856,NO
0.6123,NO
1.0621,NO
0.7981,NO
0.4759,NO
0.6323,NO
0.38799999999999996,NO
0.2592,NO
0.2584,NO
0.5504,NO
0.4458,NO
1.9622,YES
2.0140000000000002,YES
2.0671,YES
0.3776,NO
1.224,NO
0.5913,NO
0.8649,NO
1.3405,NO
0.7001,NO
0.2364,NO
0.2088,NO
0.2221,NO
0.2208,NO
0.6839,NO
0.4347,NO
0.7978,NO
1.6421,YES
1.2149,YES
0.3275,NO
0.7116,NO
0.4716,NO
0.1055,NO
2.1939,YES
1.43,YES
0.0968,NO
0.5633,NO
0.2558,NO
0.54,NO
0.3472,NO
0.6301,NO
0.5757,NO
1.3758,YES
0.8616,NO
2.4622,YES
0.6548,NO
2.6401,YES
0.633,NO
0.7106,NO
0.5519,NO
0.4684,NO
0.6124,NO
0.2612,NO
0.3565,NO
0.0894,NO
0.5681,NO
0.5197,NO
2.3643,YES
3.8186,YES
4.4278,YES
2.4629,YES
0.4186,NO
0.2727,NO
2.0339,YES
0.5179,NO
3.0226,YES
0.6175,NO
1.4261,NO
0.9581,NO
1.1104,NO
0.1902,NO
5.4863,YES
0.3436,NO
4.8213,YES
1.2587,NO
4.4648,YES
0.4517,NO
0.5524,NO
0.6688,NO
0.5196,NO
2.4121,YES
0.9322,NO
2.3474,YES
2.247,YES
0.7264,YES
1.6092,NO
0.5778,NO
0.5247,NO
1.2704,NO
1.8403,YES
2.0886,YES
0.9292,NO
0.7943,NO
1.419,NO
0.6754,NO
1.0379,NO
0.8875,NO
0.9334,NO
0.9329,YES
0.8709,NO
2.4105,YES
0.7901,NO
3.1094,YES
0.6775,NO
0.7882,NO
0.5820000000000001,NO
0.6883,NO
0.7353,NO
1.4566,NO
0.6272,NO
1.403,NO
0.6266,NO
0.7065,NO
0.7079,NO
0.9337,NO
0.4616,NO
0.6279,NO
0.7413,NO
0.5703,NO
0.5699,NO
2.7348,YES
0.9788,NO
2.1064,YES
0.8685,NO
0.8034,NO
0.8889,NO
0.3951,NO
1.4326,NO
0.7598,NO
0.8937,NO
1.1159,NO
0.903,NO
2.8287,YES
2.2968,YES
2.1086,YES
2.4502,YES
0.7948,NO
1.531,YES
0.5592,NO
2.0736,YES
0.447,YES
0.5433,NO
0.62,NO
0.5856,NO
0.3508,NO
1.6916,YES
1.9751,YES
0.3417,NO
0.2293,NO
0.4484,NO
0.1095,NO
0.1665,NO
0.1591,NO
0.2127,NO
0.838,YES
0.7367,NO
2.3096,YES
0.5434,NO
2.4991,YES
0.557,NO
0.1986,NO
0.299,NO
0.2224,NO
0.2403,NO
0.374,NO
0.0804,NO
0.3143,NO
0.5723,NO
0.8393,NO
1.084,NO
0.8238,NO
1.0145,NO
0.9956,NO
0.4709,NO
0.5365,NO
0.4541,NO
3.2776,YES
0.6737,NO
2.6793,YES
0.8139,NO
0.6352,NO
0.7137,NO
0.4215,NO
1.6711,NO
0.7195,NO
1.3769,NO
1.0247,NO
1.1125,NO
3.292,YES
2.5113,YES
2.6542,YES
2.3475,YES
0.8305,NO
2.2734,YES
0.9852,NO
