50Traced_NONETRACED_SUM_SINGLE_LSA_24_MEDIAN,Associated
0.4018,NO
0.5367,NO
0.7241,NO
0.7552,NO
2.8802,YES
3.7856,YES
4.9002,YES
2.7035,YES
0.9831,NO
0.3789,NO
2.2904,YES
0.2206,NO
3.5699,YES
0.6011,NO
0.9617,NO
1.5186,NO
1.3881,NO
0.4201,NO
5.1556,YES
0.3076,NO
4.4167,YES
1.4355,NO
4.9579,YES
1.114,NO
0.7632,NO
1.7191,NO
0.3341,NO
3.0060000000000002,YES
1.2865,NO
2.8601,YES
2.1703,YES
1.4095,YES
1.1756,NO
0.7118,NO
0.5502,NO
1.0956,NO
2.1862,YES
2.0451,YES
0.5788,NO
0.536,NO
1.0481,NO
0.6389,NO
0.7792,NO
0.9134,NO
0.8145,NO
1.6816,YES
0.6106,NO
2.4309,YES
0.8435,NO
2.8198,YES
0.6561,NO
0.6109,NO
0.6849,NO
1.0185,NO
0.5061,NO
1.2974,NO
0.7269,NO
0.8225,NO
0.3331,NO
0.3347,NO
0.7533,NO
0.9824,NO
0.4139,NO
0.8119,NO
0.4535,NO
0.0869,NO
0.6744,NO
2.0638,YES
0.8066,NO
2.036,YES
0.7775,NO
0.9463,NO
0.7216,NO
0.5789,NO
0.465,NO
0.4221,NO
0.7218,NO
0.6087,NO
0.509,NO
2.2355,YES
2.1316,YES
2.1259,YES
1.6826,YES
0.8117,NO
1.3949,YES
0.8220000000000001,NO
2.0973,YES
2.0893,YES
0.7636,NO
0.5224,NO
0.4846,NO
0.4004,NO
2.5348,YES
2.0273,YES
0.1364,NO
0.3971,NO
0.3816,NO
0.429,NO
0.5674,NO
0.6115,NO
0.6364,NO
2.3125,YES
0.3266,NO
3.0955,YES
0.4153,NO
3.2649,YES
0.5469,NO
0.4437,NO
0.7674,NO
0.6532,NO
0.4126,NO
0.5948,NO
0.3706,NO
0.4111,NO
0.7498,NO
0.7546,NO
1.1234,NO
1.0497,NO
0.4701,NO
1.7528,NO
1.0307,NO
0.4641,NO
1.3153,NO
3.1795,YES
1.9806,NO
2.786,YES
0.6914,NO
0.8715,NO
0.5551,NO
0.7148,NO
0.996,NO
0.8756,NO
1.1582,NO
1.2991,NO
0.7882,NO
3.3392,YES
2.8771,YES
3.2795,YES
2.2407,YES
1.801,NO
2.6725,YES
1.416,NO
