50Traced_NONETRACED_SUM_MULTI_LSA_74_MEDIAN,Associated
1.0193,NO
3.4169,YES
1.9232,NO
2.7472,YES
1.7656,NO
1.6475,NO
0.9985,NO
0.527,NO
1.2717,NO
4.1238,YES
1.0576,NO
4.7604,YES
1.2484,NO
4.5863,YES
1.1503,NO
1.9846,NO
1.9411,NO
1.0944,NO
3.9445,YES
1.8768,NO
2.2526,YES
0.4251,NO
0.3507,NO
3.3357,YES
1.4414,NO
1.1788,NO
3.2034,YES
0.794,NO
0.5395,NO
4.0033,YES
0.3385,NO
3.0202,YES
0.6712,NO
1.2983,NO
0.6809999999999999,NO
0.316,NO
0.5327,NO
1.5477,NO
0.3346,NO
1.3214,NO
0.4236,NO
1.7513,NO
0.5867,NO
1.2636,NO
0.3901,NO
0.6297,NO
4.0738,YES
0.8837,NO
2.8992,YES
0.4651,NO
0.2344,NO
0.5913,YES
2.4591,YES
2.2791,YES
1.0314,YES
0.8471,NO
0.2774,NO
1.0789,YES
0.7602,NO
0.7256,YES
0.4818,NO
0.6864,NO
0.8425,NO
0.4047,NO
0.4726,NO
2.3816,YES
0.3445,NO
2.9130000000000003,YES
0.342,NO
2.7516,YES
0.1202,NO
0.4811,NO
0.524,NO
0.4787,NO
1.1257,YES
0.6336,NO
0.6487,YES
2.3857,YES
1.3251,YES
1.0895,NO
0.7792,NO
0.4759,NO
1.1838,NO
2.2169,YES
2.3643,YES
1.4037,NO
0.8297,NO
1.04,NO
0.7877,NO
1.1466,NO
1.3913,NO
0.4072,NO
1.7379,YES
0.7576,NO
2.0038,YES
0.4425,NO
1.8942,YES
0.7398,NO
0.6412,NO
0.7727,NO
0.7837,NO
0.5837,NO
1.3775,NO
0.7868,NO
0.9471,NO
1.1024,NO
0.6694,NO
5.0977,YES
2.1156,YES
1.5402,YES
5.0969999999999995,YES
1.7286,NO
0.9135,NO
5.992999999999999,YES
1.3984,NO
4.5051,YES
1.5519999999999998,NO
2.1398,NO
1.2507,NO
0.5253,NO
1.117,NO
1.9884,YES
0.56,NO
2.1,YES
0.8596,NO
2.3809,YES
1.2629,NO
2.1683,NO
1.0994,NO
1.4232,NO
5.9725,YES
2.4846,NO
3.8358,YES
1.015,NO
0.3059,NO
3.0734,YES
2.0491,YES
1.6465,YES
3.2898,YES
1.357,NO
0.7273,NO
3.9996,YES
1.4355,NO
2.6443,YES
1.3669,NO
1.5365,NO
1.0164,NO
0.4225,NO
0.7264,NO
1.8692,YES
0.5855,NO
1.7543,YES
0.7511,NO
1.9364,YES
0.9537,NO
1.746,NO
1.3536,NO
1.2492,NO
3.7477,YES
1.874,NO
2.4287,YES
0.787,NO
0.5575,NO
4.3804,YES
1.0749,YES
0.8292,YES
4.044,YES
1.2417,NO
0.6936,NO
4.6483,YES
0.3177,NO
3.9014,YES
0.4937,NO
1.3788,NO
0.8440000000000001,NO
0.2308,NO
0.7964,NO
1.3113,YES
0.2835,NO
1.6677,YES
0.7077,NO
1.4591,YES
0.5054,NO
0.9109999999999999,NO
0.3619,NO
0.6751,NO
4.9736,YES
1.6613,NO
2.8909,YES
0.7081,NO
0.4934,NO
5.0338,YES
1.3997,YES
1.1099,YES
4.5406,YES
1.3214,NO
0.7124,NO
5.341,YES
0.3633,NO
4.1676,YES
0.6879,NO
1.5459,NO
0.6148,NO
0.1871,NO
0.7044,NO
1.4894,YES
0.2674,NO
1.6385,YES
0.6141,NO
1.6024,YES
0.6508,NO
1.1779,NO
0.3135,NO
0.7969,NO
5.5655,YES
1.3996,NO
3.5795,YES
0.8108,NO
0.2936,NO
0.8979,YES
3.1083,YES
3.1475,YES
1.1512,YES
0.9354,NO
0.5289,NO
1.12,YES
1.1566,NO
1.091,YES
0.9575,NO
0.6247,NO
0.8084,NO
0.4327,NO
0.794,NO
2.8417,YES
0.7569,NO
3.6813,YES
0.6189,NO
3.5721,YES
0.517,NO
1.2831,NO
1.1187,NO
0.7569,NO
1.8376,YES
1.03,NO
0.89,YES
1.0743,NO
0.4114,NO
2.5852,YES
4.0689,YES
3.7153,YES
2.7689999999999997,YES
1.1682,NO
0.5156,NO
3.3028,YES
1.6895,NO
2.2606,YES
1.6213,NO
1.1599,NO
0.7099,NO
0.3932,NO
0.8146,NO
3.75,YES
0.6534,NO
4.236000000000001,YES
0.685,NO
4.243,YES
0.8665,NO
1.9557,NO
1.7626,NO
1.354,NO
3.6364,YES
1.8311,NO
2.1089,YES
0.6049,NO
0.4369,NO
0.3755,NO
0.4221,NO
0.3861,NO
0.7412,NO
0.7958,NO
0.7214,NO
1.2986,NO
0.4557,NO
0.7284,NO
0.1052,NO
1.3318,YES
1.7484,YES
0.9366,YES
0.6974,NO
0.6724,NO
0.6238,NO
0.1991,NO
0.667,NO
0.4143,NO
0.2344,NO
0.3747,NO
0.1014,NO
0.1069,NO
0.9872,NO
0.3474,NO
0.679,NO
1.3837,YES
1.0575,YES
0.6452,NO
0.6514,NO
0.4743,NO
0.9006,NO
1.4595,YES
1.4122,YES
0.9981,NO
0.3992,NO
0.7397,NO
0.2092,NO
0.8296,NO
1.0901,NO
0.3842,NO
1.2843,YES
0.7865,NO
0.8686,YES
0.7032,NO
1.2938,YES
0.8038,NO
0.1372,NO
0.266,NO
0.1354,NO
0.127,NO
1.0695,NO
0.5439,NO
0.5595,NO
0.8221,NO
0.4409,NO
1.3046,YES
3.7703,YES
3.8513,YES
1.3695,YES
1.0619,NO
0.6156,NO
1.7404,YES
0.8724,NO
1.3744,YES
0.5529999999999999,NO
1.0286,NO
1.0449,NO
0.5786,NO
0.8934,NO
3.6982,YES
0.8504,NO
4.3868,YES
0.9472,NO
4.3587,YES
0.0426,NO
0.8461,NO
0.9422,NO
0.5467,NO
2.3069,YES
1.0253,NO
0.8976,YES
2.753,YES
1.9099,YES
1.1323,NO
0.8266,NO
0.5246,NO
1.3411,NO
2.4685,YES
2.7098,YES
1.1791,NO
0.8108,NO
1.0149,NO
0.5604,NO
0.7424,NO
1.0342,NO
0.132,NO
2.1861,YES
0.7406,NO
1.7721,YES
0.737,NO
2.3677,YES
0.8346,NO
0.439,NO
0.722,NO
0.6386,NO
0.6072,NO
1.4631,NO
1.1668,NO
0.7145,NO
1.0149,NO
0.5004,NO
0.8196,NO
0.5615,NO
0.6499,NO
1.1689,NO
1.5179,NO
0.5727,NO
1.8013,NO
3.1744,YES
0.8534,NO
2.701,YES
1.035,NO
1.2836,NO
0.6685,NO
0.9658,NO
0.9043,NO
0.4355,NO
0.4687,NO
0.5064,NO
0.7944,NO
2.7571,YES
3.0528,YES
2.9887,YES
2.1142,YES
1.2028,NO
2.7235,YES
1.1008,NO
2.7046,YES
1.8953,YES
0.6479,NO
0.7301,NO
0.462,NO
0.7688,NO
2.46,YES
2.7135,YES
0.9169,NO
0.763,NO
0.6274,NO
0.5856,NO
0.8220000000000001,NO
1.2236,NO
0.2766,NO
2.2257,YES
0.8903,NO
1.8536,YES
0.6248,NO
2.3906,YES
0.8495,NO
0.4436,NO
0.6723,NO
0.6486,NO
0.3962,NO
1.0315,NO
0.8503,NO
0.5522,NO
1.935,NO
0.89,NO
1.6858,NO
1.0337,NO
1.1317,NO
1.8076,NO
2.1599,NO
1.3259999999999998,NO
1.9831,NO
3.3181,YES
1.3123,NO
2.9133,YES
0.8931,NO
0.7944,NO
0.2933,NO
1.3614,NO
1.1092,NO
1.0218,NO
0.9775,NO
1.1414,NO
1.1954,NO
2.8462,YES
3.1923,YES
3.3762,YES
2.3992,YES
1.837,NO
3.1091,YES
1.2316,NO
