50Traced_NONETRACED_SUM_SINGLE_LSA_87_MEDIAN,Associated
0.7979,NO
0.3916,NO
5.2733,YES
0.5003,NO
5.547999999999999,YES
1.1781,NO
3.966,YES
0.6262,NO
1.7772,NO
1.1137,NO
0.9194,NO
2.8872,YES
2.0993,NO
3.0142,YES
0.9559,NO
0.7718,NO
1.7349,NO
1.6697,NO
1.4537,NO
2.5667,NO
0.7340000000000001,NO
0.4079,NO
2.39,NO
0.7006,NO
2.147,NO
0.9539,NO
2.2044,YES
2.205,YES
2.2111,YES
0.7876,NO
1.8971,NO
0.7022,NO
1.5083,NO
1.2238,NO
1.0542,NO
0.4299,NO
1.2742,NO
0.7911,NO
0.8857,NO
1.9812,NO
1.1289,NO
3.0856,NO
3.1867,YES
3.065,YES
1.2088,NO
0.688,NO
0.4738,NO
0.8539,NO
2.4785,YES
2.1057,YES
0.752,NO
0.4361,NO
0.6712,NO
0.6822,NO
0.3556,NO
0.3384,NO
0.5698,NO
2.3919,YES
0.7169,NO
3.1165,YES
0.5517,NO
3.3081,YES
0.3308,NO
0.2946,NO
0.8601,NO
0.6065,NO
0.4813,NO
0.9032,NO
0.7986,NO
0.825,NO
0.7577,NO
0.7382,NO
2.2076,YES
4.3906,YES
4.2798,YES
3.3377,YES
0.9927,NO
0.3013,NO
2.7083,YES
0.4256,NO
2.1845,YES
0.6464,NO
0.8471,NO
0.7902,NO
0.84,NO
0.3588,NO
5.0669,YES
0.4535,NO
5.5861,YES
1.0862,NO
4.0372,YES
0.5444,NO
1.6173,NO
0.9379,NO
0.6844,NO
2.6486,YES
2.0852,NO
2.7464,YES
2.4795,YES
2.4412,YES
1.6493,NO
0.5585,NO
0.5797,NO
1.7318,NO
1.7151,YES
2.0619,YES
1.3980000000000001,NO
0.5313,NO
1.4149,NO
0.7513,NO
0.8048,NO
0.7874,NO
0.9971,NO
1.7012,YES
0.6165,NO
2.4507,YES
0.7003,NO
2.6515,YES
0.4089,NO
0.4116,NO
1.0082,NO
0.6281,NO
0.4771,NO
1.5537,NO
1.0304,NO
1.7264,NO
0.7724,NO
0.9564,NO
0.73,NO
1.7646,NO
1.3208,NO
0.8761,NO
0.9926,NO
0.7935,NO
0.8927,NO
2.1092,YES
0.8984,NO
2.193,YES
0.7298,NO
0.6696,NO
0.7276,NO
0.5048,NO
1.8917,NO
0.9112,NO
1.6479,NO
0.7014,NO
1.3469,NO
1.8671,YES
2.3951,YES
2.5023,YES
1.8661,YES
1.0851,NO
2.8469,YES
0.9712,NO
2.3439,YES
2.3842,YES
0.9983,NO
0.29600000000000004,NO
0.4657,NO
0.6137,NO
1.7391,YES
2.0336,YES
0.4907,NO
0.1079,NO
0.6812,NO
0.1748,NO
0.1665,NO
0.1472,NO
0.2048,NO
1.6462,YES
0.5028,NO
2.3869,YES
0.6061,NO
2.4015,YES
0.4686,NO
0.0842,NO
0.3894,NO
0.1274,NO
0.1376,NO
0.8494,NO
0.2797,NO
0.5773,NO
0.5284,NO
0.7553,NO
0.2966,NO
1.1417,NO
0.4557,NO
0.7902,NO
0.8487,NO
0.6436,NO
0.7659999999999999,NO
2.8019,YES
0.4416,NO
2.8531,YES
0.6537,NO
0.3884,NO
0.4628,NO
0.2981,NO
0.8927,NO
0.7709,NO
0.4739,NO
0.418,NO
0.575,NO
2.1662,YES
2.8288,YES
3.1349,YES
2.5957,YES
0.4527,NO
3.2836,YES
0.3659,NO
