,DIRECT_NA_NA_VSM,UPPERTRACED_SUM_SINGLE_LSA,Associated
336,0.1799,0.06254798025955036,NO
337,0.1547,0.2753975507219887,NO
338,0.3595,0.18203253518552368,YES
339,0.2156,0.030360080424054105,NO
340,0.1535,0.026174373971851586,NO
341,0.4159,0.2005117894352038,YES
342,0.1827,0.17569000182781938,NO
343,0.1097,0.1289892158654725,NO
344,0.5448,0.3189544872966551,YES
345,0.191,0.01623103637360629,NO
346,0.4381,0.2386218241637726,YES
347,0.1528,0.032315847194297205,NO
348,0.3264,0.1902211661487845,NO
349,0.3203,0.15318954487296654,NO
350,0.2648,0.16993237068177666,NO
351,0.171,0.2022847742643027,NO
352,0.21899999999999997,0.010308901480533721,NO
353,0.1398,0.10670809723999268,NO
354,0.3673,0.08117346006214586,NO
355,0.1451,0.12699689270700054,NO
356,0.2637,0.027399012977517817,NO
357,0.1991,0.11453116432096508,NO
358,0.1784,0.06876256625845366,NO
359,0.3767,0.1415097788338512,NO
360,0.1917,0.07263754341071102,NO
361,0.3794,0.2021385487113873,YES
362,0.3359,0.14509230488027786,NO
363,0.2874,0.22354231401937488,YES
364,0.0798,0.4906598428075306,NO
365,0.0364,0.5083348565161762,NO
366,0.2475,0.5015719246938402,YES
367,0.2794,0.6538658380552002,YES
368,0.2232,0.3883202339608847,YES
369,0.2213,0.3759276183513069,YES
370,0.1233,0.3768780844452568,NO
371,0.0474,0.461231950283312,NO
372,0.2799,0.6343081703527691,YES
373,0.2328,0.6572655821604825,NO
374,0.2608,0.3463352220800585,YES
375,0.1095,0.6845366477791993,NO
376,0.2365,0.6756168890513616,NO
377,0.2061,0.7131968561506122,NO
378,0.2048,0.6135806982270151,NO
379,0.0456,0.5433924328276366,NO
380,0.1795,0.5217144946079326,YES
381,0.0442,0.5692926338877718,NO
382,0.27,0.4538110034728569,YES
383,0.1224,0.6612685066715408,NO
384,0.1913,0.5526229208554194,YES
385,0.2397,0.6203984646316943,NO
386,0.2111,0.7551818680314385,NO
387,0.2935,0.675068543227929,NO
388,0.1155,0.4967282032535186,NO
389,0.243,0.6208919758727838,YES
390,0.1959,0.5411807713397916,NO
391,0.198,0.6326814110765856,YES
392,0.1636,0.16039115335404866,NO
393,0.1646,0.2283129226832389,NO
394,0.3881,0.24218607201608486,YES
395,0.1762,0.02613781758362274,NO
396,0.1649,0.04675562054469018,NO
397,0.4197,0.30429537561688896,YES
398,0.1681,0.1596783037835862,NO
399,0.153,0.1220252239078779,NO
400,0.4738,0.2548894169256077,YES
401,0.159,0.01829647230853592,NO
402,0.493,0.31475050265033816,YES
403,0.1456,0.11264851032717968,NO
404,0.2244,0.1993785414001097,NO
405,0.1542,0.2418387863279108,NO
406,0.1277,0.194187534271614,NO
407,0.1775,0.12719795284225918,NO
408,0.2106,0.11219155547431914,NO
409,0.1654,0.12622920855419484,NO
410,0.3557,0.209669164686529,NO
411,0.0902,0.15984280753061594,NO
412,0.2663,0.133174922317675,NO
413,0.2218,0.07629318223359532,NO
414,0.1764,0.06413818314750502,NO
415,0.3901,0.16346188996527142,NO
416,0.21600000000000003,0.2343630049351124,NO
417,0.402,0.26108572473039665,YES
418,0.3584,0.2739718515810638,NO
419,0.3239,0.22217144946079329,YES
420,0.0467,0.4906598428075306,NO
421,0.0184,0.5083348565161762,NO
422,0.0544,0.5015719246938402,YES
423,0.1967,0.6538658380552002,YES
424,0.1251,0.3883202339608847,YES
425,0.0526,0.3759276183513069,YES
426,0.0389,0.3768780844452568,NO
427,0.0098,0.461231950283312,NO
428,0.1204,0.6343081703527691,YES
429,0.1152,0.6572655821604825,NO
430,0.0434,0.3463352220800585,YES
431,0.0994,0.6845366477791993,NO
432,0.171,0.6756168890513616,NO
433,0.1733,0.7131968561506122,NO
434,0.1785,0.6135806982270151,NO
435,0.0632,0.5433924328276366,NO
436,0.1652,0.5217144946079326,YES
437,0.0614,0.5692926338877718,NO
438,0.1533,0.4538110034728569,YES
439,0.1347,0.6612685066715408,NO
440,0.1212,0.5526229208554194,YES
441,0.015,0.6203984646316943,NO
442,0.0714,0.7551818680314385,NO
443,0.0698,0.675068543227929,NO
444,0.035,0.4967282032535186,NO
445,0.0672,0.6208919758727838,YES
446,0.0378,0.5411807713397916,NO
447,0.0637,0.6326814110765856,YES
448,0.3024,0.388813745201974,YES
449,0.0482,0.448309267044416,YES
450,0.3634,0.03105465180040212,NO
451,0.1548,0.10383842076402852,NO
452,0.1459,0.3253335770425882,NO
453,0.1506,0.0,NO
454,0.2394,0.14920489855602267,YES
455,0.3693,0.4942423688539572,YES
456,0.1404,0.04094315481630415,NO
457,0.0758,0.10743922500456954,NO
458,0.1517,0.15863644671906416,NO
459,0.067,0.14697495887406326,NO
460,0.2131,0.0772070919393164,NO
461,0.16,0.16949369402303052,NO
462,0.1446,0.19053189544872967,NO
463,0.0844,0.21001645037470296,YES
464,0.095,0.1979528422591848,NO
465,0.2419,0.3342533357704259,YES
466,0.026000000000000002,0.09250594041308717,NO
467,0.2985,0.252732590020106,YES
468,0.0377,0.09804423322975687,NO
469,0.102,0.3284774264302687,NO
470,0.0927,0.2642295741180771,NO
471,0.1259,0.07550721988667519,NO
472,0.1193,0.3864558581612137,NO
473,0.2177,0.031146042770974224,NO
474,0.15,0.08702248217876074,NO
475,0.0996,0.030049351124108937,NO
476,0.0839,0.641071102175105,NO
477,0.0672,1.0,NO
478,0.3068,0.9120270517272892,YES
479,0.1154,0.3697678669347469,YES
480,0.0802,0.3585998903308353,YES
481,0.3166,0.8391518917930907,YES
482,0.0868,0.7770608663864009,NO
483,0.0677,0.6671540851763845,NO
484,0.5456,0.9216231036373606,YES
485,0.0938,0.21414732224456226,NO
486,0.3771,0.9710107841345276,YES
487,0.0765,0.3502833120087735,NO
488,0.3042,0.8143483823798208,NO
489,0.1867,0.8694205812465728,NO
490,0.2024,0.7942606470480716,NO
491,0.084,0.8510875525498081,NO
492,0.1127,0.42270151709011133,YES
493,0.0773,0.7535002741729118,NO
494,0.3002,0.583915189179309,YES
495,0.0821,0.6481082069091573,NO
496,0.1969,0.4757265582160482,YES
497,0.1353,0.5639919575945895,NO
498,0.0942,0.5122829464448911,NO
499,0.3023,0.7190824346554558,NO
500,0.1177,0.7161030890148052,NO
501,0.2966,0.8622006945713763,YES
502,0.2621,0.9055017364284408,NO
503,0.3631,0.8420032900749405,YES
504,0.1178,0.641071102175105,NO
505,0.0474,1.0,NO
506,0.4277,0.9120270517272892,YES
507,0.2214,0.3697678669347469,YES
508,0.2007,0.3585998903308353,YES
509,0.2467,0.8391518917930907,YES
510,0.2192,0.7770608663864009,NO
511,0.1165,0.6671540851763845,NO
512,0.3035,0.9216231036373606,YES
513,0.1886,0.21414732224456226,NO
514,0.2922,0.9710107841345276,YES
515,0.1088,0.3502833120087735,NO
516,0.2277,0.8143483823798208,NO
517,0.1763,0.8694205812465728,NO
518,0.1744,0.7942606470480716,NO
519,0.0948,0.8510875525498081,NO
520,0.152,0.42270151709011133,YES
521,0.0882,0.7535002741729118,NO
522,0.2267,0.583915189179309,YES
523,0.1968,0.6481082069091573,NO
524,0.1574,0.4757265582160482,YES
525,0.2134,0.5639919575945895,NO
526,0.1846,0.5122829464448911,NO
527,0.3004,0.7190824346554558,NO
528,0.1322,0.7161030890148052,NO
529,0.3039,0.8622006945713763,YES
530,0.2341,0.9055017364284408,NO
531,0.2137,0.8420032900749405,YES
532,0.1342,0.641071102175105,NO
533,0.1099,1.0,NO
534,0.526,0.9120270517272892,YES
535,0.1623,0.3697678669347469,YES
536,0.1996,0.3585998903308353,YES
537,0.3297,0.8391518917930907,YES
538,0.22699999999999998,0.7770608663864009,NO
539,0.1622,0.6671540851763845,NO
540,0.3372,0.9216231036373606,YES
541,0.1102,0.21414732224456226,NO
542,0.3901,0.9710107841345276,YES
543,0.1022,0.3502833120087735,NO
544,0.1483,0.8143483823798208,NO
545,0.0862,0.8694205812465728,NO
546,0.0629,0.7942606470480716,NO
547,0.2034,0.8510875525498081,NO
548,0.1682,0.42270151709011133,YES
549,0.1975,0.7535002741729118,NO
550,0.3422,0.583915189179309,YES
551,0.1773,0.6481082069091573,NO
552,0.2514,0.4757265582160482,YES
553,0.1754,0.5639919575945895,NO
554,0.1301,0.5122829464448911,NO
555,0.3619,0.7190824346554558,NO
556,0.1715,0.7161030890148052,NO
557,0.3452,0.8622006945713763,YES
558,0.3259,0.9055017364284408,NO
559,0.258,0.8420032900749405,YES
560,0.0709,0.641071102175105,NO
561,0.0732,1.0,NO
562,0.3094,0.9120270517272892,YES
563,0.1091,0.3697678669347469,YES
564,0.0665,0.3585998903308353,YES
565,0.2941,0.8391518917930907,YES
566,0.0664,0.7770608663864009,NO
567,0.0556,0.6671540851763845,NO
568,0.5229,0.9216231036373606,YES
569,0.1003,0.21414732224456226,NO
570,0.3604,0.9710107841345276,YES
571,0.08800000000000001,0.3502833120087735,NO
572,0.2859,0.8143483823798208,NO
573,0.1263,0.8694205812465728,NO
574,0.1497,0.7942606470480716,NO
575,0.1047,0.8510875525498081,NO
576,0.1031,0.42270151709011133,YES
577,0.1016,0.7535002741729118,NO
578,0.3066,0.583915189179309,YES
579,0.0639,0.6481082069091573,NO
580,0.2147,0.4757265582160482,YES
581,0.1277,0.5639919575945895,NO
582,0.0813,0.5122829464448911,NO
583,0.3135,0.7190824346554558,NO
584,0.1095,0.7161030890148052,NO
585,0.302,0.8622006945713763,YES
586,0.2369,0.9055017364284408,NO
587,0.4263,0.8420032900749405,YES
588,0.1151,0.4906598428075306,NO
589,0.0905,0.5083348565161762,NO
590,0.1028,0.5015719246938402,YES
591,0.3566,0.6538658380552002,YES
592,0.2651,0.3883202339608847,YES
593,0.1542,0.3759276183513069,YES
594,0.094,0.3768780844452568,NO
595,0.0554,0.461231950283312,NO
596,0.2037,0.6343081703527691,YES
597,0.1971,0.6572655821604825,NO
598,0.1126,0.3463352220800585,YES
599,0.1418,0.6845366477791993,NO
600,0.2488,0.6756168890513616,NO
601,0.2731,0.7131968561506122,NO
602,0.2523,0.6135806982270151,NO
603,0.1698,0.5433924328276366,NO
604,0.2266,0.5217144946079326,YES
605,0.1648,0.5692926338877718,NO
606,0.2745,0.4538110034728569,YES
607,0.1508,0.6612685066715408,NO
608,0.2653,0.5526229208554194,YES
609,0.1206,0.6203984646316943,NO
610,0.1613,0.7551818680314385,NO
611,0.1611,0.675068543227929,NO
612,0.1018,0.4967282032535186,NO
613,0.152,0.6208919758727838,YES
614,0.1186,0.5411807713397916,NO
615,0.1207,0.6326814110765856,YES
616,0.1201,0.4906598428075306,NO
617,0.10300000000000001,0.5083348565161762,NO
618,0.254,0.5015719246938402,YES
619,0.3285,0.6538658380552002,YES
620,0.3624,0.3883202339608847,YES
621,0.2593,0.3759276183513069,YES
622,0.0981,0.3768780844452568,NO
623,0.0792,0.461231950283312,NO
624,0.2917,0.6343081703527691,YES
625,0.1836,0.6572655821604825,NO
626,0.3039,0.3463352220800585,YES
627,0.1342,0.6845366477791993,NO
628,0.1448,0.6756168890513616,NO
629,0.1036,0.7131968561506122,NO
630,0.0702,0.6135806982270151,NO
631,0.1825,0.5433924328276366,NO
632,0.2937,0.5217144946079326,YES
633,0.1772,0.5692926338877718,NO
634,0.5728,0.4538110034728569,YES
635,0.0892,0.6612685066715408,NO
636,0.4594,0.5526229208554194,YES
637,0.1677,0.6203984646316943,NO
638,0.1461,0.7551818680314385,NO
639,0.2985,0.675068543227929,NO
640,0.1348,0.4967282032535186,NO
641,0.2479,0.6208919758727838,YES
642,0.2298,0.5411807713397916,NO
643,0.2345,0.6326814110765856,YES
644,0.08900000000000001,0.05801498811917383,NO
645,0.0394,0.22809358435386584,NO
646,0.1381,0.08318406141473222,NO
647,0.2108,0.007622006945713762,NO
648,0.0676,0.07472125753975507,NO
649,0.0957,0.17773715956863462,NO
650,0.0963,0.13246207274721256,NO
651,0.0435,0.07267409979893986,NO
652,0.2592,0.2016633156644124,NO
653,0.1291,0.06627673185889234,NO
654,0.0785,0.15362822153171266,NO
655,0.1052,0.13968195942240905,NO
656,0.4225,0.21672454761469567,YES
657,0.3368,0.3210930360080424,YES
658,0.3938,0.3173277280204716,YES
659,0.0766,0.11058307439225007,NO
660,0.0711,0.14776092122098336,NO
661,0.0797,0.04364832754523853,NO
662,0.0531,0.015317126667885213,NO
663,0.1551,0.15607749954304515,NO
664,0.077,0.08135624200329007,NO
665,0.0463,0.10866386401023577,NO
666,0.0745,0.0847011515262292,NO
667,0.1014,0.03361359897642113,NO
668,0.0541,0.18356790349113508,NO
669,0.1685,0.1941326996892707,NO
670,0.0541,0.09868397002376167,NO
671,0.2105,0.10661670626942056,NO
672,0.1239,0.388813745201974,YES
673,0.289,0.448309267044416,YES
674,0.2752,0.03105465180040212,NO
675,0.1653,0.10383842076402852,NO
676,0.0814,0.3253335770425882,NO
677,0.0623,0.0,NO
678,0.32899999999999996,0.14920489855602267,YES
679,0.1249,0.4942423688539572,YES
680,0.0968,0.04094315481630415,NO
681,0.1519,0.10743922500456954,NO
682,0.0533,0.15863644671906416,NO
683,0.1784,0.14697495887406326,NO
684,0.1661,0.0772070919393164,NO
685,0.1504,0.16949369402303052,NO
686,0.1562,0.19053189544872967,NO
687,0.3075,0.21001645037470296,YES
688,0.0597,0.1979528422591848,NO
689,0.1815,0.3342533357704259,YES
690,0.0336,0.09250594041308717,NO
691,0.3735,0.252732590020106,YES
692,0.0877,0.09804423322975687,NO
693,0.1163,0.3284774264302687,NO
694,0.0418,0.2642295741180771,NO
695,0.1354,0.07550721988667519,NO
696,0.0948,0.3864558581612137,NO
697,0.1407,0.031146042770974224,NO
698,0.0821,0.08702248217876074,NO
699,0.0894,0.030049351124108937,NO
700,0.0416,0.4906598428075306,NO
701,0.0131,0.5083348565161762,NO
702,0.1203,0.5015719246938402,YES
703,0.2886,0.6538658380552002,YES
704,0.2879,0.3883202339608847,YES
705,0.1294,0.3759276183513069,YES
706,0.0498,0.3768780844452568,NO
707,0.0139,0.461231950283312,NO
708,0.1999,0.6343081703527691,YES
709,0.1109,0.6572655821604825,NO
710,0.1389,0.3463352220800585,YES
711,0.0996,0.6845366477791993,NO
712,0.1977,0.6756168890513616,NO
713,0.1726,0.7131968561506122,NO
714,0.1805,0.6135806982270151,NO
715,0.0204,0.5433924328276366,NO
716,0.2123,0.5217144946079326,YES
717,0.0198,0.5692926338877718,NO
718,0.3536,0.4538110034728569,YES
719,0.1039,0.6612685066715408,NO
720,0.2827,0.5526229208554194,YES
721,0.0426,0.6203984646316943,NO
722,0.0387,0.7551818680314385,NO
723,0.1228,0.675068543227929,NO
724,0.0373,0.4967282032535186,NO
725,0.1359,0.6208919758727838,YES
726,0.0808,0.5411807713397916,NO
727,0.1119,0.6326814110765856,YES
728,0.3458,0.388813745201974,YES
729,0.0264,0.448309267044416,YES
730,0.3473,0.03105465180040212,NO
731,0.1555,0.10383842076402852,NO
732,0.0906,0.3253335770425882,NO
733,0.107,0.0,NO
734,0.226,0.14920489855602267,YES
735,0.4184,0.4942423688539572,YES
