,DIRECT_NA_NA_VSM,NONETRACED_MEDIAN_MULTI_LSA,Associated
51,0.1235,0.2523771790808241,NO
52,0.0802,0.3748019017432646,NO
53,0.1903,0.42155309033280497,NO
54,0.1119,0.4651347068145801,NO
55,0.1008,0.2567353407290016,NO
56,0.0886,0.7387083993660855,NO
57,0.1534,0.6905705229793977,NO
58,0.1331,0.5360538827258321,NO
59,0.2865,0.5114896988906497,NO
60,0.1512,0.5895404120443741,NO
61,0.1666,0.8129952456418383,NO
62,0.1465,0.7953645007923931,NO
63,0.0509,0.3991679873217116,NO
64,0.2187,0.4673137876386688,NO
65,0.4574,0.4235340729001585,YES
66,0.1603,0.6933438985736926,NO
67,0.2015,0.41917591125198106,YES
68,0.205,0.5106973058637085,NO
69,0.2168,0.6687797147385104,NO
70,0.2136,0.5059429477020603,NO
71,0.1919,0.6299524564183836,NO
72,0.1533,0.7979397781299524,NO
73,0.1268,0.5257527733755942,NO
74,0.1947,0.2999207606973059,NO
75,0.1755,0.25752773375594296,NO
76,0.2202,0.5554675118858954,NO
77,0.4465,0.6071711568938194,YES
78,0.4252,0.7868462757527734,YES
79,0.3653,0.455229793977813,YES
80,0.1771,0.6461965134706813,YES
81,0.1659,0.6969096671949286,NO
82,0.1927,0.7939778129952455,YES
83,0.1251,0.4025356576862123,NO
84,0.1303,0.5445721077654517,YES
85,0.1814,0.5273375594294769,YES
86,0.3356,0.43165610142630745,NO
87,0.1662,0.2824881141045959,NO
88,0.1507,0.4053090332805071,NO
89,0.1441,0.5887480190174326,NO
90,0.3435,0.6004358161648178,YES
91,0.1243,0.3617274167987321,YES
92,0.1731,0.3652931854199683,NO
93,0.0952,0.2868462757527734,NO
94,0.1364,0.5227812995245642,NO
95,0.0887,0.2931854199683043,NO
96,0.2289,0.4679080824088749,NO
97,0.2088,0.5612123613312203,NO
98,0.2075,0.3839144215530904,NO
99,0.1923,0.3926307448494453,YES
100,0.0927,0.5342709984152139,NO
101,0.0821,0.3694532488114105,YES
102,0.0311,0.1394611727416799,NO
103,0.3081,0.1975039619651348,YES
104,0.0406,0.34825673534072904,NO
105,0.1251,0.4480982567353407,NO
106,0.091,0.4659270998415214,NO
107,0.11800000000000001,0.3496434231378764,NO
108,0.1053,0.5003961965134707,NO
109,0.2201,0.5368462757527734,NO
110,0.1351,0.6384706814580032,NO
111,0.1328,0.34033280507131536,NO
112,0.0724,0.562202852614897,NO
113,0.0244,0.6240095087163233,NO
114,0.1404,0.511093502377179,YES
115,0.3348,0.4649366085578448,YES
116,0.2937,0.5843898573692552,YES
117,0.14300000000000002,0.7892234548335975,YES
118,0.0826,0.7151347068145799,NO
119,0.013000000000000001,0.4746434231378763,NO
120,0.2103,0.4655309033280506,YES
121,0.1395,0.41283676703645017,NO
122,0.1325,0.6341125198098256,YES
123,0.1443,0.40332805071315375,NO
124,0.2165,0.5412044374009508,NO
125,0.1934,0.6303486529318539,NO
126,0.1934,0.4722662440570522,NO
127,0.0572,0.4861331220285262,NO
128,0.2318,0.7424722662440569,YES
129,0.0556,0.3961965134706815,NO
130,0.3609,0.3153724247226625,YES
131,0.1417,0.2533676703645008,NO
132,0.255,0.5200079239302695,YES
133,0.0522,0.5653724247226624,NO
134,0.0677,0.7020602218700476,NO
135,0.1439,0.4803882725832012,NO
136,0.0494,0.6176703645007924,NO
137,0.1715,0.7099841521394612,YES
138,0.0964,0.7460380348652931,NO
139,0.1343,0.39342313787638666,YES
140,0.1544,0.8205229793977813,NO
141,0.0732,0.8185419968304279,NO
142,0.1975,0.6085578446909667,NO
143,0.2582,0.6196513470681457,NO
144,0.1977,0.7266244057052298,NO
145,0.1701,0.9427496038034866,NO
146,0.1684,0.8858954041204439,NO
147,0.1225,0.5911251980982568,NO
148,0.1458,0.5312995245641838,NO
149,0.4028,0.4992076069730586,YES
150,0.1577,0.7943740095087164,NO
151,0.2904,0.4914817749603803,YES
152,0.1987,0.5818145800316958,NO
153,0.1756,0.8399366085578446,NO
154,0.1689,0.5966719492868462,NO
155,0.054000000000000006,0.5746830427892236,NO
156,0.1469,1.0,NO
157,0.0547,0.5853803486529319,NO
158,0.1082,0.2884310618066561,NO
159,0.2019,0.32210776545166403,NO
160,0.1293,0.6184627575277337,NO
161,0.3897,0.7236529318541998,YES
162,0.3612,0.8648969889064977,YES
163,0.2791,0.5061410459587956,YES
164,0.2894,0.7767432646592709,YES
165,0.2226,0.8028922345483359,NO
166,0.1753,0.9419572107765452,YES
167,0.0979,0.5071315372424723,NO
168,0.0985,0.6527337559429478,NO
169,0.0774,0.6287638668779714,NO
170,0.1069,0.4863312202852615,YES
171,0.3647,0.3860935023771792,YES
172,0.2531,0.4821711568938194,YES
173,0.1331,0.7238510301109351,YES
174,0.0885,0.6830427892234547,NO
175,0.0604,0.3648969889064976,NO
176,0.2068,0.4156101426307449,YES
177,0.2598,0.4013470681458003,NO
178,0.106,0.6549128367670365,YES
179,0.1459,0.39223454833597465,NO
180,0.2252,0.4566164817749603,NO
181,0.2571,0.6414421553090333,NO
182,0.2375,0.3993660855784469,NO
183,0.1453,0.4623613312202853,NO
184,0.2245,0.6354992076069731,YES
185,0.141,0.3975832012678288,NO
186,0.2623,0.2739698890649762,YES
187,0.142,0.233755942947702,NO
188,0.2555,0.4625594294770205,YES
189,0.2049,0.4960380348652933,NO
190,0.2206,0.6406497622820919,NO
191,0.2228,0.4066957210776545,NO
192,0.1032,0.5857765451664025,NO
193,0.1461,0.6224247226624404,YES
194,0.1116,0.6911648177496037,NO
195,0.1326,0.3853011093502377,YES
196,0.1415,0.810419968304279,NO
197,0.0745,0.7595087163232963,NO
198,0.2381,0.6347068145800316,NO
199,0.19,0.5471473851030111,NO
200,0.1547,0.6040015847860538,NO
201,0.1997,0.960380348652932,NO
202,0.1653,0.8910459587955626,NO
203,0.1536,0.5742868462757527,NO
204,0.1999,0.6010301109350238,NO
205,0.1989,0.3971870047543581,YES
206,0.2045,0.8391442155309035,NO
207,0.2447,0.481973058637084,YES
208,0.2519,0.6418383518225039,NO
209,0.2036,0.8030903328050711,NO
210,0.2033,0.5328843106180665,NO
211,0.0533,0.5618066561014263,NO
212,0.105,0.8839144215530905,NO
213,0.055999999999999994,0.5855784469096672,NO
214,0.1113,0.2733755942947702,NO
215,0.2256,0.3225039619651347,NO
216,0.0989,0.5933042789223455,NO
217,0.1879,0.605784469096672,YES
218,0.1445,0.8050713153724247,YES
219,0.1901,0.5196117274167988,YES
220,0.3108,0.7448494453248811,YES
221,0.2405,0.8827258320126783,NO
222,0.1657,0.9259112519809828,YES
223,0.1331,0.5287242472266245,NO
224,0.0949,0.4994057052297939,NO
225,0.1339,0.4809825673534073,NO
226,0.22399999999999998,0.3276545166402536,NO
227,0.1967,0.4330427892234549,NO
228,0.1436,0.4441362916006339,NO
229,0.2079,0.5679477020602219,NO
230,0.1339,0.5433835182250395,NO
231,0.0967,0.2462361331220285,NO
232,0.2198,0.25,NO
233,0.3428,0.31299524564183834,YES
234,0.2344,0.4669175911251981,NO
235,0.1736,0.30863708399366085,YES
236,0.1331,0.2999207606973059,NO
237,0.0735,0.4906893819334391,NO
238,0.0647,0.3351822503961965,NO
239,0.204,0.376782884310618,NO
240,0.1327,0.5736925515055469,NO
241,0.1655,0.33082408874801905,NO
242,0.31,0.2008716323296355,NO
243,0.1309,0.12797147385103014,NO
244,0.2819,0.4647385103011094,NO
245,0.4042,0.4132329635499207,YES
246,0.3296,0.5891442155309032,YES
247,0.4941,0.33201267828843106,YES
248,0.1783,0.4710776545166402,YES
249,0.193,0.5055467511885894,NO
250,0.2673,0.6125198098256737,YES
251,0.1726,0.2442551505546751,NO
252,0.1439,0.8989698890649762,NO
253,0.0769,0.7900158478605388,NO
254,0.1953,0.6244057052297939,NO
255,0.2342,0.6180665610142629,NO
256,0.2047,0.6794770206022187,NO
257,0.1823,0.9554278922345484,NO
258,0.1684,0.9005546751188589,NO
259,0.1204,0.5685419968304279,NO
260,0.1751,0.565174326465927,NO
261,0.3579,0.4679080824088749,YES
262,0.1828,0.8450871632329635,NO
263,0.2083,0.5075277337559431,YES
264,0.2252,0.5938985736925515,NO
265,0.2041,0.8175515055467513,NO
266,0.2007,0.5709191759112521,NO
267,0.0498,0.5839936608557845,NO
268,0.1415,0.9881141045958796,NO
269,0.0515,0.6683835182250397,NO
270,0.1207,0.2892234548335975,NO
271,0.1912,0.33716323296354994,NO
272,0.14,0.5729001584786053,NO
273,0.4038,0.7032488114104596,YES
274,0.3494,0.8946117274167988,YES
275,0.2799,0.464540412044374,YES
276,0.2675,0.8173534072900159,YES
277,0.2206,0.8165610142630744,NO
278,0.2003,0.9536450079239304,YES
279,0.1168,0.5196117274167988,NO
280,0.0727,0.7337559429477021,NO
281,0.0714,0.7188985736925515,NO
282,0.10800000000000001,0.5384310618066561,NO
283,0.2886,0.3987717908082408,NO
284,0.1427,0.6735340729001584,NO
285,0.0855,0.7545562599049129,NO
286,0.0605,0.7904120443740095,NO
287,0.0532,0.4429477020602219,NO
288,0.1421,0.4227416798732169,NO
289,0.4397,0.4477020602218701,YES
290,0.0607,0.6897781299524564,NO
291,0.2347,0.4213549920760697,YES
292,0.2118,0.5075277337559431,NO
293,0.2048,0.7206814580031695,NO
294,0.2045,0.4548335974643423,NO
295,0.0849,0.5378367670364501,NO
296,0.1035,0.8173534072900159,NO
297,0.0824,0.5392234548335975,NO
298,0.0975,0.19968304278922344,NO
299,0.1702,0.2466323296354992,NO
300,0.1518,0.5408082408874801,NO
301,0.3372,0.6133122028526148,YES
302,0.3303,0.686608557844691,YES
303,0.314,0.4498811410459588,YES
304,0.1257,0.6782884310618067,YES
305,0.1375,0.6840332805071314,NO
306,0.1128,0.8011093502377178,YES
307,0.099,0.4027337559429477,NO
308,0.1069,0.7198890649762282,NO
309,0.0451,0.6664025356576861,NO
310,0.5095,0.5015847860538827,YES
311,0.1431,0.3450871632329635,YES
312,0.1227,0.4833597464342314,YES
313,0.2847,0.7604992076069731,YES
314,0.2237,0.6980982567353406,NO
315,0.1065,0.5118858954041206,NO
316,0.3266,0.4738510301109351,YES
317,0.0974,0.34488906497622823,NO
318,0.3289,0.6612519809825672,YES
319,0.1059,0.39342313787638666,NO
320,0.2131,0.5027733755942947,NO
321,0.1496,0.6428288431061806,NO
322,0.1474,0.4195721077654517,NO
323,0.0902,0.4835578446909667,NO
324,0.0993,0.6770998415213945,YES
325,0.0875,0.4714738510301109,NO
326,0.2369,0.14540412044374007,YES
327,0.2129,0.24821711568938196,NO
328,0.1321,0.4486925515055467,YES
329,0.1271,0.4776148969889064,NO
330,0.08,0.5903328050713152,NO
331,0.3025,0.40451664025356576,NO
332,0.12,0.6309429477020603,NO
333,0.3399,0.6921553090332804,YES
334,0.2516,0.6945324881141046,NO
335,0.2081,0.4132329635499207,YES
336,0.1799,0.6410459587955626,NO
337,0.1547,0.6539223454833598,NO
338,0.3595,0.3601426307448495,YES
339,0.2156,0.3438985736925515,NO
340,0.1535,0.4752377179080824,NO
341,0.4159,0.6584786053882725,YES
342,0.1827,0.6438193343898573,NO
343,0.1097,0.4241283676703645,NO
344,0.5448,0.3732171156893819,YES
345,0.191,0.4015451664025356,NO
346,0.4381,0.6192551505546751,YES
347,0.1528,0.4322503961965135,NO
348,0.3264,0.5059429477020603,NO
349,0.3203,0.6075673534072901,NO
350,0.2648,0.4158082408874802,NO
351,0.171,0.4451267828843107,NO
352,0.21899999999999997,0.6566957210776545,NO
353,0.1398,0.4074881141045959,NO
354,0.3673,0.2080031695721078,NO
355,0.1451,0.26030110935023776,NO
356,0.2637,0.4221473851030112,NO
357,0.1991,0.44473058637084,NO
358,0.1784,0.5612123613312203,NO
359,0.3767,0.33716323296354994,NO
360,0.1917,0.6874009508716323,NO
361,0.3794,0.6024167987321711,YES
362,0.3359,0.6418383518225039,NO
363,0.2874,0.3284469096671949,YES
364,0.0798,0.8062599049128367,NO
365,0.0364,0.7571315372424723,NO
366,0.2475,0.6006339144215531,YES
367,0.2794,0.5594294770206021,YES
368,0.2232,0.7020602218700476,YES
369,0.2213,0.8783676703645009,YES
370,0.1233,0.824484944532488,NO
371,0.0474,0.5927099841521395,NO
372,0.2799,0.5241679873217115,YES
373,0.2328,0.4536450079239302,NO
374,0.2608,0.7349445324881141,YES
375,0.1095,0.4821711568938194,NO
376,0.2365,0.6301505546751187,NO
377,0.2061,0.7896196513470681,NO
378,0.2048,0.5608161648177497,NO
379,0.0456,0.5954833597464342,NO
380,0.1795,0.8617274167987323,YES
381,0.0442,0.5950871632329635,NO
382,0.27,0.3019017432646593,YES
383,0.1224,0.3036846275752773,NO
384,0.1913,0.6210380348652931,YES
385,0.2397,0.6770998415213945,NO
386,0.2111,0.8048732171156894,NO
387,0.2935,0.5849841521394612,NO
388,0.1155,0.7226624405705229,NO
389,0.243,0.8359746434231379,YES
390,0.1959,0.8561806656101427,NO
391,0.198,0.4964342313787638,YES
392,0.1636,0.4980190174326466,NO
393,0.1646,0.4716719492868463,NO
394,0.3881,0.2987321711568938,YES
395,0.1762,0.30071315372424723,NO
396,0.1649,0.36390649762282096,NO
397,0.4197,0.5748811410459589,YES
398,0.1681,0.5608161648177497,NO
399,0.153,0.32805071315372425,NO
400,0.4738,0.2898177496038035,YES
401,0.159,0.31061806656101426,NO
402,0.493,0.5412044374009508,YES
403,0.1456,0.3538034865293185,NO
404,0.2244,0.3720285261489699,NO
405,0.1542,0.4795958795562599,NO
406,0.1277,0.3593502377179081,NO
407,0.1775,0.3680665610142631,NO
408,0.2106,0.5283280507131536,NO
409,0.1654,0.2856576862123613,NO
410,0.3557,0.15847860538827266,NO
411,0.0902,0.1919572107765452,NO
412,0.2663,0.3159667194928685,NO
413,0.2218,0.3268621236133122,NO
414,0.1764,0.39679080824088747,NO
415,0.3901,0.2490095087163233,NO
416,0.21600000000000003,0.4952456418383518,NO
417,0.402,0.4920760697305863,YES
418,0.3584,0.6533280507131536,NO
419,0.3239,0.2299920760697306,YES
420,0.0467,0.3795562599049128,NO
421,0.0184,0.43106180665610144,NO
422,0.0544,0.3102218700475436,YES
423,0.1967,0.2557448494453249,YES
424,0.1251,0.33478605388272586,YES
425,0.0526,0.5198098256735342,YES
426,0.0389,0.4643423137876386,NO
427,0.0098,0.2353407290015848,NO
428,0.1204,0.2436608557844691,YES
429,0.1152,0.2610935023771791,NO
430,0.0434,0.4326465927099841,YES
431,0.0994,0.2202852614896989,NO
432,0.171,0.33419175911251986,NO
433,0.1733,0.3918383518225039,NO
434,0.1785,0.29100633914421553,NO
435,0.0632,0.3553882725832013,NO
436,0.1652,0.4288827258320128,YES
437,0.0614,0.2579239302694136,NO
438,0.1533,0.19294770206022188,YES
439,0.1347,0.08815372424722663,NO
440,0.1212,0.33716323296354994,YES
441,0.015,0.3506339144215531,NO
442,0.0714,0.3946117274167987,NO
443,0.0698,0.28664817749603805,NO
444,0.035,0.40986529318542,NO
445,0.0672,0.42155309033280497,YES
446,0.0378,0.4591917591125198,NO
447,0.0637,0.2999207606973059,YES
448,0.3024,0.3391442155309033,YES
449,0.0482,0.3244849445324881,YES
450,0.3634,0.2634706814580032,NO
451,0.1548,0.20443740095087165,NO
452,0.1459,0.266244057052298,NO
453,0.1506,0.4225435816164817,NO
454,0.2394,0.3793581616481776,YES
455,0.3693,0.26030110935023776,YES
456,0.1404,0.20760697305863707,NO
457,0.0758,0.13153724247226628,NO
458,0.1517,0.4076862123613311,NO
459,0.067,0.17135499207606975,NO
460,0.2131,0.2480190174326466,NO
461,0.16,0.2890253565768621,NO
462,0.1446,0.21929477020602214,NO
463,0.0844,0.2290015847860539,YES
464,0.095,0.3993660855784469,NO
465,0.2419,0.2297939778129952,YES
466,0.026000000000000002,0.1327258320126783,NO
467,0.2985,0.08934231378763867,YES
468,0.0377,0.24247226624405704,NO
469,0.102,0.26426307448494457,NO
470,0.0927,0.3599445324881141,NO
471,0.1259,0.1885895404120444,NO
472,0.1193,0.33082408874801905,NO
473,0.2177,0.3666798732171157,NO
474,0.15,0.4076862123613311,NO
475,0.0996,0.2060221870047544,NO
476,0.0839,0.6606576862123614,NO
477,0.0672,0.6790808240887479,NO
478,0.3068,0.35221870047543585,YES
479,0.1154,0.3777733755942948,YES
480,0.0802,0.4841521394611727,YES
481,0.3166,0.6564976228209192,YES
482,0.0868,0.6588748019017432,NO
483,0.0677,0.4425515055467511,NO
484,0.5456,0.4106576862123613,YES
485,0.0938,0.4049128367670365,NO
486,0.3771,0.6089540412044374,YES
487,0.0765,0.4718700475435817,NO
488,0.3042,0.4809825673534073,NO
489,0.1867,0.5847860538827259,NO
490,0.2024,0.4257131537242472,NO
491,0.084,0.4583993660855785,NO
492,0.1127,0.5974643423137875,YES
493,0.0773,0.4108557844690967,NO
494,0.3002,0.195324881141046,YES
495,0.0821,0.2430665610142631,NO
496,0.1969,0.4247226624405705,YES
497,0.1353,0.5007923930269413,NO
498,0.0942,0.6267828843106179,NO
499,0.3023,0.383122028526149,NO
500,0.1177,0.5887480190174326,NO
501,0.2966,0.6063787638668778,YES
502,0.2621,0.6642234548335975,NO
503,0.3631,0.3961965134706815,YES
504,0.1178,0.7490095087163233,NO
505,0.0474,0.7272187004754358,NO
506,0.4277,0.5324881141045958,YES
507,0.2214,0.3874801901743265,YES
508,0.2007,0.5465530903328051,YES
509,0.2467,0.8333993660855785,YES
510,0.2192,0.7983359746434231,NO
511,0.1165,0.5447702060221871,NO
512,0.3035,0.5083201267828843,YES
513,0.1886,0.3771790808240888,NO
514,0.2922,0.7472266244057051,YES
515,0.1088,0.4635499207606973,NO
516,0.2277,0.5643819334389857,NO
517,0.1763,0.7050316957210776,NO
518,0.1744,0.4988114104595879,NO
519,0.0948,0.5202060221870046,NO
520,0.152,0.7309825673534072,YES
521,0.0882,0.5176307448494453,NO
522,0.2267,0.23930269413629165,YES
523,0.1968,0.2753565768621236,NO
524,0.1574,0.5140649762282092,YES
525,0.2134,0.5261489698890649,NO
526,0.1846,0.6414421553090333,NO
527,0.3004,0.4379952456418384,NO
528,0.1322,0.7464342313787641,NO
529,0.3039,0.7551505546751187,YES
530,0.2341,0.7480190174326466,NO
531,0.2137,0.4685023771790808,YES
532,0.1342,0.43502377179080826,NO
533,0.1099,0.4536450079239302,NO
534,0.526,0.35003961965134706,YES
535,0.1623,0.2323692551505547,YES
536,0.1996,0.3211172741679873,YES
537,0.3297,0.511093502377179,YES
538,0.22699999999999998,0.4762282091917591,NO
539,0.1622,0.2755546751188589,NO
540,0.3372,0.2519809825673534,YES
541,0.1102,0.22781299524564186,NO
542,0.3901,0.44889064976228216,YES
543,0.1022,0.30606180665610144,NO
544,0.1483,0.3088351822503962,NO
545,0.0862,0.4243264659270998,NO
546,0.0629,0.3262678288431062,NO
547,0.2034,0.33320126782884313,NO
548,0.1682,0.43502377179080826,YES
549,0.1975,0.3092313787638669,NO
550,0.3422,0.1283676703645008,YES
551,0.1773,0.1374801901743265,NO
552,0.2514,0.3141838351822504,YES
553,0.1754,0.2927892234548336,NO
554,0.1301,0.39778129952456415,NO
555,0.3619,0.2927892234548336,NO
556,0.1715,0.40729001584786056,NO
557,0.3452,0.4986133122028526,YES
558,0.3259,0.5055467511885894,NO
559,0.258,0.2327654516640253,YES
560,0.0709,0.5477416798732171,NO
561,0.0732,0.5833993660855783,NO
562,0.3094,0.2820919175911252,YES
563,0.1091,0.2987321711568938,YES
564,0.0665,0.3948098256735341,YES
565,0.2941,0.57270206022187,YES
566,0.0664,0.5744849445324879,NO
567,0.0556,0.3538034865293185,NO
568,0.5229,0.32547543581616484,YES
569,0.1003,0.35340729001584786,NO
570,0.3604,0.5717115689381933,YES
571,0.08800000000000001,0.36568938193343903,NO
572,0.2859,0.4076862123613311,NO
573,0.1263,0.4704833597464342,NO
574,0.1497,0.3648969889064976,NO
575,0.1047,0.3946117274167987,NO
576,0.1031,0.5206022187004753,YES
577,0.1016,0.3506339144215531,NO
578,0.3066,0.13708399366085586,YES
579,0.0639,0.21473851030110933,NO
580,0.2147,0.3367670364500793,YES
581,0.1277,0.4173930269413629,NO
582,0.0813,0.5443740095087162,NO
583,0.3135,0.2523771790808241,NO
584,0.1095,0.5108954041204437,NO
585,0.302,0.5213946117274169,YES
586,0.2369,0.5853803486529319,NO
587,0.4263,0.3225039619651347,YES
588,0.1151,0.6465927099841522,NO
589,0.0905,0.6636291600633915,NO
590,0.1028,0.4647385103011094,YES
591,0.3566,0.3753961965134707,YES
592,0.2651,0.5055467511885894,YES
593,0.1542,0.7880348652931854,YES
594,0.094,0.6725435816164818,NO
595,0.0554,0.3720285261489699,NO
596,0.2037,0.3496434231378764,YES
597,0.1971,0.4076862123613311,NO
598,0.1126,0.7072107765451663,YES
599,0.1418,0.3811410459587956,NO
600,0.2488,0.5045562599049127,NO
601,0.2731,0.5931061806656102,NO
602,0.2523,0.4241283676703645,NO
603,0.1698,0.4068938193343899,NO
604,0.2266,0.6319334389857371,YES
605,0.1648,0.3920364500792393,NO
606,0.2745,0.2878367670364501,YES
607,0.1508,0.22305863708399365,NO
608,0.2653,0.4916798732171158,YES
609,0.1206,0.5590332805071316,NO
610,0.1613,0.6099445324881141,NO
611,0.1611,0.4304675118858953,NO
612,0.1018,0.6438193343898573,NO
613,0.152,0.6547147385103012,YES
614,0.1186,0.7650554675118859,NO
615,0.1207,0.3538034865293185,YES
616,0.1201,0.5150554675118859,NO
617,0.10300000000000001,0.44274960380348655,NO
618,0.254,0.3137876386687797,YES
619,0.3285,0.3173534072900159,YES
620,0.3624,0.4029318541996831,YES
621,0.2593,0.6047939778129952,YES
622,0.0981,0.5170364500792393,NO
623,0.0792,0.3094294770206022,NO
624,0.2917,0.20879556259904916,YES
625,0.1836,0.2452456418383518,NO
626,0.3039,0.512282091917591,YES
627,0.1342,0.2721870047543581,NO
628,0.1448,0.2567353407290016,NO
629,0.1036,0.4235340729001585,NO
630,0.0702,0.30229793977813,NO
631,0.1825,0.33775752773375595,NO
632,0.2937,0.512282091917591,YES
633,0.1772,0.3387480190174327,NO
634,0.5728,0.1711568938193344,YES
635,0.0892,0.14084786053882725,NO
636,0.4594,0.35221870047543585,YES
637,0.1677,0.3601426307448495,NO
638,0.1461,0.4730586370839937,NO
639,0.2985,0.28129952456418383,NO
640,0.1348,0.4506735340729001,NO
641,0.2479,0.4972266244057053,YES
642,0.2298,0.5570522979397781,NO
643,0.2345,0.15312995245641842,YES
644,0.08900000000000001,0.6125198098256737,NO
645,0.0394,0.5899366085578446,NO
646,0.1381,0.4591917591125198,NO
647,0.2108,0.3704437400950871,NO
648,0.0676,0.4778129952456418,NO
649,0.0957,0.68026941362916,NO
650,0.0963,0.6739302694136291,NO
651,0.0435,0.3928288431061808,NO
652,0.2592,0.4651347068145801,NO
653,0.1291,0.3335974643423137,NO
654,0.0785,0.6089540412044374,NO
655,0.1052,0.38827258320126784,NO
656,0.4225,0.4944532488114105,YES
657,0.3368,0.6307448494453249,YES
658,0.3938,0.41283676703645017,YES
659,0.0766,0.4419572107765452,NO
660,0.0711,0.7123613312202852,NO
661,0.0797,0.4375990491283676,NO
662,0.0531,0.21612519809825675,NO
663,0.1551,0.25118858954041196,NO
664,0.077,0.4619651347068146,NO
665,0.0463,0.4690966719492869,NO
666,0.0745,0.6335182250396196,NO
667,0.1014,0.39243264659271004,NO
668,0.0541,0.5146592709984152,NO
669,0.1685,0.6432250396196513,NO
670,0.0541,0.6961172741679873,NO
671,0.2105,0.4247226624405705,NO
672,0.1239,0.3405309033280507,YES
673,0.289,0.3708399366085579,YES
674,0.2752,0.21751188589540416,NO
675,0.1653,0.16897781299524567,NO
676,0.0814,0.2927892234548336,NO
677,0.0623,0.4148177496038035,NO
678,0.32899999999999996,0.4013470681458003,YES
679,0.1249,0.18819334389857367,YES
680,0.0968,0.13510301109350242,NO
681,0.1519,0.17313787638668782,NO
682,0.0533,0.3470681458003169,NO
683,0.1784,0.18343898573692552,NO
684,0.1661,0.2252377179080824,NO
685,0.1504,0.3026941362916007,NO
686,0.1562,0.2327654516640253,NO
687,0.3075,0.23296354992076074,YES
688,0.0597,0.4070919175911252,NO
689,0.1815,0.20007923930269414,YES
690,0.0336,0.10855784469096673,NO
691,0.3735,0.0729001584786054,YES
692,0.0877,0.2501980982567353,NO
693,0.1163,0.26327258320126784,NO
694,0.0418,0.2997226624405705,NO
695,0.1354,0.20562599049128366,NO
696,0.0948,0.33954041204437396,NO
697,0.1407,0.31299524564183834,NO
698,0.0821,0.3878763866877972,NO
699,0.0894,0.11450079239302695,NO
700,0.0416,0.5800316957210776,NO
701,0.0131,0.6327258320126783,NO
702,0.1203,0.4641442155309033,YES
703,0.2886,0.4992076069730586,YES
704,0.2879,0.581418383518225,YES
705,0.1294,0.7614896988906497,YES
706,0.0498,0.7599049128367671,NO
707,0.0139,0.4465134706814579,NO
708,0.1999,0.35221870047543585,YES
709,0.1109,0.4152139461172742,NO
710,0.1389,0.6143026941362915,YES
711,0.0996,0.4130348652931854,NO
712,0.1977,0.44492868462757534,NO
713,0.1726,0.6719492868462758,NO
714,0.1805,0.44334389857369255,NO
715,0.0204,0.44492868462757534,NO
716,0.2123,0.7373217115689381,YES
717,0.0198,0.33438985736925514,NO
718,0.3536,0.26188589540412044,YES
719,0.1039,0.266838351822504,NO
720,0.2827,0.512282091917591,YES
721,0.0426,0.5328843106180665,NO
722,0.0387,0.6731378763866878,NO
723,0.1228,0.4334389857369255,NO
724,0.0373,0.6113312202852614,NO
725,0.1359,0.6713549920760697,YES
726,0.0808,0.7341521394611727,NO
727,0.1119,0.36113312202852615,YES
728,0.3458,0.2706022187004754,YES
729,0.0264,0.2713946117274168,YES
730,0.3473,0.2212757527733756,NO
731,0.1555,0.21374801901743265,NO
732,0.0906,0.2387083993660856,NO
