,DIRECT_NA_NA_VSM,LOWERTRACED_SUM_RAW_LSA,Associated
153,0.1756,0.2676804248129374,NO
154,0.1689,0.2676804248129374,NO
155,0.054000000000000006,0.3784697079411054,NO
156,0.1469,0.8175034194223186,NO
157,0.0547,0.3784697079411054,NO
158,0.1082,0.8175034194223186,NO
159,0.2019,0.3784697079411054,NO
160,0.1293,0.8175034194223186,NO
161,0.3897,0.5791897980529406,YES
162,0.3612,0.5791897980529406,YES
163,0.2791,0.5791897980529406,YES
164,0.2894,0.5791897980529406,YES
165,0.2226,0.7695912784616621,NO
166,0.1753,0.5791897980529406,YES
167,0.0979,0.7695912784616621,NO
168,0.0985,0.2947340896290932,NO
169,0.0774,0.2947340896290932,NO
170,0.1069,0.7219808512350148,YES
171,0.3647,0.4457317563762168,YES
172,0.2531,0.4457317563762168,YES
173,0.1331,0.7219808512350148,YES
174,0.0885,0.2947340896290932,NO
175,0.0604,0.2947340896290932,NO
176,0.2068,0.7219808512350148,YES
177,0.2598,0.5487167109180142,NO
178,0.106,0.7219808512350148,YES
179,0.1459,0.5487167109180142,NO
180,0.2252,0.2266071284898221,NO
181,0.2571,0.2266071284898221,NO
182,0.2375,0.2266071284898221,NO
183,0.1453,0.2947340896290932,NO
184,0.2245,0.4457317563762168,YES
185,0.141,0.2947340896290932,NO
186,0.2623,0.4457317563762168,YES
187,0.142,0.2947340896290932,NO
188,0.2555,0.4457317563762168,YES
189,0.2049,0.5487167109180142,NO
190,0.2206,0.5487167109180142,NO
191,0.2228,0.5487167109180142,NO
192,0.1032,0.5487167109180142,NO
193,0.1461,0.7219808512350148,YES
194,0.1116,0.5487167109180142,NO
195,0.1326,0.7219808512350148,YES
196,0.1415,0.302820017700539,NO
197,0.0745,0.302820017700539,NO
198,0.2381,0.8831362136937805,NO
199,0.19,0.7725883015528199,NO
200,0.1547,0.7725883015528199,NO
201,0.1997,0.8831362136937805,NO
202,0.1653,0.302820017700539,NO
203,0.1536,0.302820017700539,NO
204,0.1999,0.8831362136937805,NO
205,0.1989,0.4957760077238715,YES
206,0.2045,0.8831362136937805,NO
207,0.2447,0.4957760077238715,YES
208,0.2519,0.28049320138386025,NO
209,0.2036,0.28049320138386025,NO
210,0.2033,0.28049320138386025,NO
211,0.0533,0.302820017700539,NO
212,0.105,0.7725883015528199,NO
213,0.055999999999999994,0.302820017700539,NO
214,0.1113,0.7725883015528199,NO
215,0.2256,0.302820017700539,NO
216,0.0989,0.7725883015528199,NO
217,0.1879,0.4957760077238715,YES
218,0.1445,0.4957760077238715,YES
219,0.1901,0.4957760077238715,YES
220,0.3108,0.4957760077238715,YES
221,0.2405,0.8831362136937805,NO
222,0.1657,0.4957760077238715,YES
223,0.1331,0.8831362136937805,NO
224,0.0949,0.5179821385469465,NO
225,0.1339,0.5179821385469465,NO
226,0.22399999999999998,0.4033510338723951,NO
227,0.1967,0.3513154718802799,NO
228,0.1436,0.3513154718802799,NO
229,0.2079,0.4033510338723951,NO
230,0.1339,0.5179821385469465,NO
231,0.0967,0.5179821385469465,NO
232,0.2198,0.4033510338723951,NO
233,0.3428,0.4015407514683401,YES
234,0.2344,0.4033510338723951,NO
235,0.1736,0.4015407514683401,YES
236,0.1331,0.14458122133719525,NO
237,0.0735,0.14458122133719525,NO
238,0.0647,0.14458122133719525,NO
239,0.204,0.5179821385469465,NO
240,0.1327,0.3513154718802799,NO
241,0.1655,0.5179821385469465,NO
242,0.31,0.3513154718802799,NO
243,0.1309,0.5179821385469465,NO
244,0.2819,0.3513154718802799,NO
245,0.4042,0.4015407514683401,YES
246,0.3296,0.4015407514683401,YES
247,0.4941,0.4015407514683401,YES
248,0.1783,0.4015407514683401,YES
249,0.193,0.4033510338723951,NO
250,0.2673,0.4015407514683401,YES
251,0.1726,0.4033510338723951,NO
252,0.1439,0.40938530855257854,NO
253,0.0769,0.40938530855257854,NO
254,0.1953,0.8122737146994929,NO
255,0.2342,0.8197763295518544,NO
256,0.2047,0.8197763295518544,NO
257,0.1823,0.8122737146994929,NO
258,0.1684,0.40938530855257854,NO
259,0.1204,0.40938530855257854,NO
260,0.1751,0.8122737146994929,NO
261,0.3579,0.571023412985759,YES
262,0.1828,0.8122737146994929,NO
263,0.2083,0.571023412985759,YES
264,0.2252,0.2629535763134604,NO
265,0.2041,0.2629535763134604,NO
266,0.2007,0.2629535763134604,NO
267,0.0498,0.40938530855257854,NO
268,0.1415,0.8197763295518544,NO
269,0.0515,0.40938530855257854,NO
270,0.1207,0.8197763295518544,NO
271,0.1912,0.40938530855257854,NO
272,0.14,0.8197763295518544,NO
273,0.4038,0.571023412985759,YES
274,0.3494,0.571023412985759,YES
275,0.2799,0.571023412985759,YES
276,0.2675,0.571023412985759,YES
277,0.2206,0.8122737146994929,NO
278,0.2003,0.571023412985759,YES
279,0.1168,0.8122737146994929,NO
280,0.0727,0.3646713331724192,NO
281,0.0714,0.3646713331724192,NO
282,0.10800000000000001,0.5993241612358193,NO
283,0.2886,0.622033148282243,NO
284,0.1427,0.622033148282243,NO
285,0.0855,0.5993241612358193,NO
286,0.0605,0.3646713331724192,NO
287,0.0532,0.3646713331724192,NO
288,0.1421,0.5993241612358193,NO
289,0.4397,0.5959851959127844,YES
290,0.0607,0.5993241612358193,NO
291,0.2347,0.5959851959127844,YES
292,0.2118,0.2573819293587577,NO
293,0.2048,0.2573819293587577,NO
294,0.2045,0.2573819293587577,NO
295,0.0849,0.3646713331724192,NO
296,0.1035,0.622033148282243,NO
297,0.0824,0.3646713331724192,NO
298,0.0975,0.622033148282243,NO
299,0.1702,0.3646713331724192,NO
300,0.1518,0.622033148282243,NO
301,0.3372,0.5959851959127844,YES
302,0.3303,0.5959851959127844,YES
303,0.314,0.5959851959127844,YES
304,0.1257,0.5959851959127844,YES
305,0.1375,0.5993241612358193,NO
306,0.1128,0.5959851959127844,YES
307,0.099,0.5993241612358193,NO
308,0.1069,0.2956995735779225,NO
309,0.0451,0.2956995735779225,NO
310,0.5095,0.8547348941990505,YES
311,0.1431,0.6694424330195511,YES
312,0.1227,0.6694424330195511,YES
313,0.2847,0.8547348941990505,YES
314,0.2237,0.2956995735779225,NO
315,0.1065,0.2956995735779225,NO
316,0.3266,0.8547348941990505,YES
317,0.0974,0.18120926864590872,NO
318,0.3289,0.8547348941990505,YES
319,0.1059,0.18120926864590872,NO
320,0.2131,0.22467616059216347,NO
321,0.1496,0.22467616059216347,NO
322,0.1474,0.22467616059216347,NO
323,0.0902,0.2956995735779225,NO
324,0.0993,0.6694424330195511,YES
325,0.0875,0.2956995735779225,NO
326,0.2369,0.6694424330195511,YES
327,0.2129,0.2956995735779225,NO
328,0.1321,0.6694424330195511,YES
329,0.1271,0.18120926864590872,NO
330,0.08,0.18120926864590872,NO
331,0.3025,0.18120926864590872,NO
332,0.12,0.18120926864590872,NO
333,0.3399,0.8547348941990505,YES
334,0.2516,0.18120926864590872,NO
335,0.2081,0.8547348941990505,YES
336,0.1799,0.3555394641564084,NO
337,0.1547,0.3555394641564084,NO
338,0.3595,0.8490023332528762,YES
339,0.2156,0.3828747284576393,NO
340,0.1535,0.3828747284576393,NO
341,0.4159,0.8490023332528762,YES
342,0.1827,0.3555394641564084,NO
343,0.1097,0.3555394641564084,NO
344,0.5448,0.8490023332528762,YES
345,0.191,0.2456553222302679,NO
346,0.4381,0.8490023332528762,YES
347,0.1528,0.2456553222302679,NO
348,0.3264,0.2443076675516936,NO
349,0.3203,0.2443076675516936,NO
350,0.2648,0.2443076675516936,NO
351,0.171,0.3555394641564084,NO
352,0.21899999999999997,0.3828747284576393,NO
353,0.1398,0.3555394641564084,NO
354,0.3673,0.3828747284576393,NO
355,0.1451,0.3555394641564084,NO
356,0.2637,0.3828747284576393,NO
357,0.1991,0.2456553222302679,NO
358,0.1784,0.2456553222302679,NO
359,0.3767,0.2456553222302679,NO
360,0.1917,0.2456553222302679,NO
361,0.3794,0.8490023332528762,YES
362,0.3359,0.2456553222302679,NO
363,0.2874,0.8490023332528762,YES
364,0.0798,0.3695792099123018,NO
365,0.0364,0.3695792099123018,NO
366,0.2475,1.0,YES
367,0.2794,0.6375412342103144,YES
368,0.2232,0.6375412342103144,YES
369,0.2213,1.0,YES
370,0.1233,0.3695792099123018,NO
371,0.0474,0.3695792099123018,NO
372,0.2799,1.0,YES
373,0.2328,0.5049481052377504,NO
374,0.2608,1.0,YES
375,0.1095,0.5049481052377504,NO
376,0.2365,0.240888245232923,NO
377,0.2061,0.240888245232923,NO
378,0.2048,0.240888245232923,NO
379,0.0456,0.3695792099123018,NO
380,0.1795,0.6375412342103144,YES
381,0.0442,0.3695792099123018,NO
382,0.27,0.6375412342103144,YES
383,0.1224,0.3695792099123018,NO
384,0.1913,0.6375412342103144,YES
385,0.2397,0.5049481052377504,NO
386,0.2111,0.5049481052377504,NO
387,0.2935,0.5049481052377504,NO
388,0.1155,0.5049481052377504,NO
389,0.243,1.0,YES
390,0.1959,0.5049481052377504,NO
391,0.198,1.0,YES
392,0.1636,0.38587175154879705,NO
393,0.1646,0.38587175154879705,NO
394,0.3881,0.7047027114007561,YES
395,0.1762,0.2798897739158419,NO
396,0.1649,0.2798897739158419,NO
397,0.4197,0.7047027114007561,YES
398,0.1681,0.38587175154879705,NO
399,0.153,0.38587175154879705,NO
400,0.4738,0.7047027114007561,YES
401,0.159,0.09443639874487084,NO
402,0.493,0.7047027114007561,YES
403,0.1456,0.09443639874487084,NO
404,0.2244,0.17278139834258588,NO
405,0.1542,0.17278139834258588,NO
406,0.1277,0.17278139834258588,NO
407,0.1775,0.38587175154879705,NO
408,0.2106,0.2798897739158419,NO
409,0.1654,0.38587175154879705,NO
410,0.3557,0.2798897739158419,NO
411,0.0902,0.38587175154879705,NO
412,0.2663,0.2798897739158419,NO
413,0.2218,0.09443639874487084,NO
414,0.1764,0.09443639874487084,NO
415,0.3901,0.09443639874487084,NO
416,0.21600000000000003,0.09443639874487084,NO
417,0.402,0.7047027114007561,YES
418,0.3584,0.09443639874487084,NO
419,0.3239,0.7047027114007561,YES
420,0.0467,0.15240566417249976,NO
421,0.0184,0.15240566417249976,NO
422,0.0544,0.5916204038941184,YES
423,0.1967,0.313742054871671,YES
424,0.1251,0.313742054871671,YES
425,0.0526,0.5916204038941184,YES
426,0.0389,0.15240566417249976,NO
427,0.0098,0.15240566417249976,NO
428,0.1204,0.5916204038941184,YES
429,0.1152,0.3861131225360045,NO
430,0.0434,0.5916204038941184,YES
431,0.0994,0.3861131225360045,NO
432,0.171,0.11597875935312575,NO
433,0.1733,0.11597875935312575,NO
434,0.1785,0.11597875935312575,NO
435,0.0632,0.15240566417249976,NO
436,0.1652,0.313742054871671,YES
437,0.0614,0.15240566417249976,NO
438,0.1533,0.313742054871671,YES
439,0.1347,0.15240566417249976,NO
440,0.1212,0.313742054871671,YES
441,0.015,0.3861131225360045,NO
442,0.0714,0.3861131225360045,NO
443,0.0698,0.3861131225360045,NO
444,0.035,0.3861131225360045,NO
445,0.0672,0.5916204038941184,YES
446,0.0378,0.3861131225360045,NO
447,0.0637,0.5916204038941184,YES
448,0.3024,0.1389894601335586,YES
449,0.0482,0.1389894601335586,YES
450,0.3634,0.5324241692815189,NO
451,0.1548,0.6809678976587014,NO
452,0.1459,0.6809678976587014,NO
453,0.1506,0.5324241692815189,NO
454,0.2394,0.1389894601335586,YES
455,0.3693,0.1389894601335586,YES
456,0.1404,0.5324241692815189,NO
457,0.0758,0.21069675758307185,NO
458,0.1517,0.5324241692815189,NO
459,0.067,0.21069675758307185,NO
460,0.2131,0.07214981092606003,NO
461,0.16,0.07214981092606003,NO
462,0.1446,0.07214981092606003,NO
463,0.0844,0.1389894601335586,YES
464,0.095,0.6809678976587014,NO
465,0.2419,0.1389894601335586,YES
466,0.026000000000000002,0.6809678976587014,NO
467,0.2985,0.1389894601335586,YES
468,0.0377,0.6809678976587014,NO
469,0.102,0.21069675758307185,NO
470,0.0927,0.21069675758307185,NO
471,0.1259,0.21069675758307185,NO
472,0.1193,0.21069675758307185,NO
473,0.2177,0.5324241692815189,NO
474,0.15,0.21069675758307185,NO
475,0.0996,0.5324241692815189,NO
476,0.0839,0.3604875693941588,NO
477,0.0672,0.3604875693941588,NO
478,0.3068,0.8876619197039181,YES
479,0.1154,0.4297006999758628,YES
480,0.0802,0.4297006999758628,YES
481,0.3166,0.8876619197039181,YES
482,0.0868,0.3604875693941588,NO
483,0.0677,0.3604875693941588,NO
484,0.5456,0.8876619197039181,YES
485,0.0938,0.1750341942231877,NO
486,0.3771,0.8876619197039181,YES
487,0.0765,0.1750341942231877,NO
488,0.3042,0.2333856303805616,NO
489,0.1867,0.2333856303805616,NO
490,0.2024,0.2333856303805616,NO
491,0.084,0.3604875693941588,NO
492,0.1127,0.4297006999758628,YES
493,0.0773,0.3604875693941588,NO
494,0.3002,0.4297006999758628,YES
495,0.0821,0.3604875693941588,NO
496,0.1969,0.4297006999758628,YES
497,0.1353,0.1750341942231877,NO
498,0.0942,0.1750341942231877,NO
499,0.3023,0.1750341942231877,NO
500,0.1177,0.1750341942231877,NO
501,0.2966,0.8876619197039181,YES
502,0.2621,0.1750341942231877,NO
503,0.3631,0.8876619197039181,YES
504,0.1178,0.3241210073215865,NO
505,0.0474,0.3241210073215865,NO
506,0.4277,0.8911014562716226,YES
507,0.2214,0.7423565854051009,YES
508,0.2007,0.7423565854051009,YES
509,0.2467,0.8911014562716226,YES
510,0.2192,0.3241210073215865,NO
511,0.1165,0.3241210073215865,NO
512,0.3035,0.8911014562716226,YES
513,0.1886,0.2817201705688309,NO
514,0.2922,0.8911014562716226,YES
515,0.1088,0.2817201705688309,NO
516,0.2277,0.24306058411778897,NO
517,0.1763,0.24306058411778897,NO
518,0.1744,0.24306058411778897,NO
519,0.0948,0.3241210073215865,NO
520,0.152,0.7423565854051009,YES
521,0.0882,0.3241210073215865,NO
522,0.2267,0.7423565854051009,YES
523,0.1968,0.3241210073215865,NO
524,0.1574,0.7423565854051009,YES
525,0.2134,0.2817201705688309,NO
526,0.1846,0.2817201705688309,NO
527,0.3004,0.2817201705688309,NO
528,0.1322,0.2817201705688309,NO
529,0.3039,0.8911014562716226,YES
530,0.2341,0.2817201705688309,NO
531,0.2137,0.8911014562716226,YES
532,0.1342,0.35529809316920097,NO
533,0.1099,0.35529809316920097,NO
534,0.526,0.6382251186740685,YES
535,0.1623,0.4074744549038538,YES
536,0.1996,0.4074744549038538,YES
537,0.3297,0.6382251186740685,YES
538,0.22699999999999998,0.35529809316920097,NO
539,0.1622,0.35529809316920097,NO
540,0.3372,0.6382251186740685,YES
541,0.1102,0.07733928715101776,NO
542,0.3901,0.6382251186740685,YES
543,0.1022,0.07733928715101776,NO
544,0.1483,0.14383699412663928,NO
545,0.0862,0.14383699412663928,NO
546,0.0629,0.14383699412663928,NO
547,0.2034,0.35529809316920097,NO
548,0.1682,0.4074744549038538,YES
549,0.1975,0.35529809316920097,NO
550,0.3422,0.4074744549038538,YES
551,0.1773,0.35529809316920097,NO
552,0.2514,0.4074744549038538,YES
553,0.1754,0.07733928715101776,NO
554,0.1301,0.07733928715101776,NO
555,0.3619,0.07733928715101776,NO
556,0.1715,0.07733928715101776,NO
557,0.3452,0.6382251186740685,YES
558,0.3259,0.07733928715101776,NO
559,0.258,0.6382251186740685,YES
560,0.0709,0.3419824603749295,NO
561,0.0732,0.3419824603749295,NO
562,0.3094,0.7673988253278622,YES
563,0.1091,0.3302558532464397,YES
564,0.0665,0.3302558532464397,YES
565,0.2941,0.7673988253278622,YES
566,0.0664,0.3419824603749295,NO
567,0.0556,0.3419824603749295,NO
568,0.5229,0.7673988253278622,YES
569,0.1003,0.10431249497143774,NO
570,0.3604,0.7673988253278622,YES
571,0.08800000000000001,0.10431249497143774,NO
572,0.2859,0.19464558693378387,NO
573,0.1263,0.19464558693378387,NO
574,0.1497,0.19464558693378387,NO
575,0.1047,0.3419824603749295,NO
576,0.1031,0.3302558532464397,YES
577,0.1016,0.3419824603749295,NO
578,0.3066,0.3302558532464397,YES
579,0.0639,0.3419824603749295,NO
580,0.2147,0.3302558532464397,YES
581,0.1277,0.10431249497143774,NO
582,0.0813,0.10431249497143774,NO
583,0.3135,0.10431249497143774,NO
584,0.1095,0.10431249497143774,NO
585,0.302,0.7673988253278622,YES
586,0.2369,0.10431249497143774,NO
587,0.4263,0.7673988253278622,YES
588,0.1151,0.28097594335827497,NO
589,0.0905,0.28097594335827497,NO
590,0.1028,0.8193941588221094,YES
591,0.3566,0.3957880762732319,YES
592,0.2651,0.3957880762732319,YES
593,0.1542,0.8193941588221094,YES
594,0.094,0.28097594335827497,NO
595,0.0554,0.28097594335827497,NO
596,0.2037,0.8193941588221094,YES
597,0.1971,0.5511304207900876,NO
598,0.1126,0.8193941588221094,YES
599,0.1418,0.5511304207900876,NO
600,0.2488,0.18959691045136373,NO
601,0.2731,0.18959691045136373,NO
602,0.2523,0.18959691045136373,NO
603,0.1698,0.28097594335827497,NO
604,0.2266,0.3957880762732319,YES
605,0.1648,0.28097594335827497,NO
606,0.2745,0.3957880762732319,YES
607,0.1508,0.28097594335827497,NO
608,0.2653,0.3957880762732319,YES
609,0.1206,0.5511304207900876,NO
610,0.1613,0.5511304207900876,NO
611,0.1611,0.5511304207900876,NO
612,0.1018,0.5511304207900876,NO
613,0.152,0.8193941588221094,YES
614,0.1186,0.5511304207900876,NO
615,0.1207,0.8193941588221094,YES
616,0.1201,0.3271984874084801,NO
617,0.10300000000000001,0.3271984874084801,NO
618,0.254,0.7020275162925415,YES
619,0.3285,0.2218601657414112,YES
620,0.3624,0.2218601657414112,YES
621,0.2593,0.7020275162925415,YES
622,0.0981,0.3271984874084801,NO
623,0.0792,0.3271984874084801,NO
624,0.2917,0.7020275162925415,YES
625,0.1836,0.3052136133236784,NO
626,0.3039,0.7020275162925415,YES
627,0.1342,0.3052136133236784,NO
628,0.1448,0.12110789283128165,NO
629,0.1036,0.12110789283128165,NO
630,0.0702,0.12110789283128165,NO
631,0.1825,0.3271984874084801,NO
632,0.2937,0.2218601657414112,YES
633,0.1772,0.3271984874084801,NO
634,0.5728,0.2218601657414112,YES
635,0.0892,0.3271984874084801,NO
636,0.4594,0.2218601657414112,YES
637,0.1677,0.3052136133236784,NO
638,0.1461,0.3052136133236784,NO
639,0.2985,0.3052136133236784,NO
640,0.1348,0.3052136133236784,NO
641,0.2479,0.7020275162925415,YES
642,0.2298,0.3052136133236784,NO
643,0.2345,0.7020275162925415,YES
644,0.08900000000000001,0.1877866280473087,NO
645,0.0394,0.1877866280473087,NO
646,0.1381,0.7564767881567301,NO
647,0.2108,0.5175597393193337,NO
648,0.0676,0.5175597393193337,NO
649,0.0957,0.7564767881567301,NO
650,0.0963,0.1877866280473087,NO
651,0.0435,0.1877866280473087,NO
652,0.2592,0.7564767881567301,NO
653,0.1291,0.3630219647598358,NO
654,0.0785,0.7564767881567301,NO
655,0.1052,0.3630219647598358,NO
656,0.4225,0.2620886636093008,YES
657,0.3368,0.2620886636093008,YES
658,0.3938,0.2620886636093008,YES
659,0.0766,0.1877866280473087,NO
660,0.0711,0.5175597393193337,NO
661,0.0797,0.1877866280473087,NO
662,0.0531,0.5175597393193337,NO
663,0.1551,0.1877866280473087,NO
664,0.077,0.5175597393193337,NO
665,0.0463,0.3630219647598358,NO
666,0.0745,0.3630219647598358,NO
667,0.1014,0.3630219647598358,NO
668,0.0541,0.3630219647598358,NO
669,0.1685,0.7564767881567301,NO
670,0.0541,0.3630219647598358,NO
671,0.2105,0.7564767881567301,NO
672,0.1239,0.1854131466731032,YES
673,0.289,0.1854131466731032,YES
674,0.2752,0.4220572853809638,NO
675,0.1653,0.468963713894923,NO
676,0.0814,0.468963713894923,NO
677,0.0623,0.4220572853809638,NO
678,0.32899999999999996,0.1854131466731032,YES
679,0.1249,0.1854131466731032,YES
680,0.0968,0.4220572853809638,NO
681,0.1519,0.2937686056802638,NO
682,0.0533,0.4220572853809638,NO
683,0.1784,0.2937686056802638,NO
684,0.1661,0.12836913669643574,NO
685,0.1504,0.12836913669643574,NO
686,0.1562,0.12836913669643574,NO
687,0.3075,0.1854131466731032,YES
688,0.0597,0.468963713894923,NO
689,0.1815,0.1854131466731032,YES
690,0.0336,0.468963713894923,NO
691,0.3735,0.1854131466731032,YES
692,0.0877,0.468963713894923,NO
693,0.1163,0.2937686056802638,NO
694,0.0418,0.2937686056802638,NO
695,0.1354,0.2937686056802638,NO
696,0.0948,0.2937686056802638,NO
697,0.1407,0.4220572853809638,NO
698,0.0821,0.2937686056802638,NO
699,0.0894,0.4220572853809638,NO
700,0.0416,0.2046624829028884,NO
701,0.0131,0.2046624829028884,NO
702,0.1203,0.9526510580094938,YES
703,0.2886,0.4497546061630058,YES
704,0.2879,0.4497546061630058,YES
705,0.1294,0.9526510580094938,YES
706,0.0498,0.2046624829028884,NO
707,0.0139,0.2046624829028884,NO
708,0.1999,0.9526510580094938,YES
709,0.1109,0.4625673827339286,NO
710,0.1389,0.9526510580094938,YES
711,0.0996,0.4625673827339286,NO
712,0.1977,0.20021723388848656,NO
713,0.1726,0.20021723388848656,NO
714,0.1805,0.20021723388848656,NO
715,0.0204,0.2046624829028884,NO
716,0.2123,0.4497546061630058,YES
717,0.0198,0.2046624829028884,NO
718,0.3536,0.4497546061630058,YES
719,0.1039,0.2046624829028884,NO
720,0.2827,0.4497546061630058,YES
721,0.0426,0.4625673827339286,NO
722,0.0387,0.4625673827339286,NO
723,0.1228,0.4625673827339286,NO
724,0.0373,0.4625673827339286,NO
725,0.1359,0.9526510580094938,YES
726,0.0808,0.4625673827339286,NO
727,0.1119,0.9526510580094938,YES
728,0.3458,0.11571727411698444,YES
729,0.0264,0.11571727411698444,YES
730,0.3473,0.46206452651058005,NO
731,0.1555,0.6230992034757421,NO
732,0.0906,0.6230992034757421,NO
733,0.107,0.46206452651058005,NO
734,0.226,0.11571727411698444,YES
