,DIRECT_NA_NA_VSM,Random,Associated
74,0.1947,0.8154761904761905,NO
75,0.1755,0.4523809523809524,NO
76,0.2202,0.3797619047619048,NO
77,0.4465,0.5702380952380952,YES
78,0.4252,0.4238095238095238,YES
79,0.3653,0.03333333333333333,YES
80,0.1771,0.25357142857142856,YES
81,0.1659,0.5285714285714286,NO
82,0.1927,0.09166666666666666,YES
83,0.1251,0.8392857142857143,NO
84,0.1303,0.455952380952381,YES
85,0.1814,0.4738095238095238,YES
86,0.3356,0.7892857142857143,NO
87,0.1662,0.5511904761904762,NO
88,0.1507,0.35,NO
89,0.1441,0.5333333333333333,NO
90,0.3435,0.8654761904761905,YES
91,0.1243,0.6488095238095238,YES
92,0.1731,0.7511904761904762,NO
93,0.0952,0.5964285714285714,NO
94,0.1364,0.9059523809523811,NO
95,0.0887,0.8059523809523811,NO
96,0.2289,0.2904761904761905,NO
97,0.2088,0.2333333333333333,NO
98,0.2075,0.08571428571428573,NO
99,0.1923,0.6773809523809524,YES
100,0.0927,0.0047619047619047615,NO
101,0.0821,0.8011904761904762,YES
102,0.0311,0.480952380952381,NO
103,0.3081,0.8976190476190476,YES
104,0.0406,0.7904761904761904,NO
105,0.1251,0.6059523809523809,NO
106,0.091,0.9333333333333332,NO
107,0.11800000000000001,0.8809523809523809,NO
108,0.1053,0.8511904761904762,NO
109,0.2201,0.8464285714285714,NO
110,0.1351,0.18214285714285716,NO
111,0.1328,0.8261904761904761,NO
112,0.0724,0.3690476190476191,NO
113,0.0244,0.23095238095238094,NO
114,0.1404,0.6226190476190476,YES
115,0.3348,0.042857142857142864,YES
116,0.2937,0.988095238095238,YES
117,0.14300000000000002,0.9642857142857144,YES
118,0.0826,0.7285714285714285,NO
119,0.013000000000000001,0.2261904761904762,NO
120,0.2103,0.4321428571428572,YES
121,0.1395,0.38333333333333336,NO
122,0.1325,0.9464285714285714,YES
123,0.1443,0.2869047619047619,NO
124,0.2165,0.8452380952380952,NO
125,0.1934,0.17142857142857146,NO
126,0.1934,0.2607142857142857,NO
127,0.0572,0.14404761904761906,NO
128,0.2318,0.2392857142857143,YES
129,0.0556,0.9714285714285714,NO
130,0.3609,0.725,YES
131,0.1417,0.85,NO
132,0.255,0.8488095238095238,YES
133,0.0522,0.7071428571428572,NO
134,0.0677,0.6952380952380952,NO
135,0.1439,0.22976190476190475,NO
136,0.0494,0.4380952380952381,NO
137,0.1715,0.5488095238095239,YES
138,0.0964,0.3583333333333333,NO
139,0.1343,0.3880952380952381,YES
140,0.1544,0.6833333333333333,NO
141,0.0732,0.24761904761904766,NO
142,0.1975,0.25476190476190474,NO
143,0.2582,0.4880952380952381,NO
144,0.1977,0.19285714285714287,NO
145,0.1701,0.6238095238095238,NO
146,0.1684,0.09404761904761903,NO
147,0.1225,0.3023809523809524,NO
148,0.1458,0.4142857142857143,NO
149,0.4028,0.5797619047619048,YES
150,0.1577,0.9202380952380952,NO
151,0.2904,0.047619047619047616,YES
152,0.1987,0.2226190476190476,NO
153,0.1756,0.7464285714285714,NO
154,0.1689,0.09642857142857143,NO
155,0.054000000000000006,0.4857142857142857,NO
156,0.1469,0.23214285714285715,NO
157,0.0547,0.7166666666666667,NO
158,0.1082,0.4226190476190476,NO
159,0.2019,0.3535714285714286,NO
160,0.1293,0.7642857142857142,NO
161,0.3897,0.6988095238095238,YES
162,0.3612,0.9916666666666668,YES
163,0.2791,0.4690476190476191,YES
164,0.2894,0.8404761904761905,YES
165,0.2226,0.7452380952380953,NO
166,0.1753,0.6583333333333333,YES
167,0.0979,0.6190476190476191,NO
168,0.0985,0.1976190476190476,NO
169,0.0774,0.5773809523809523,NO
170,0.1069,0.6178571428571429,YES
171,0.3647,0.7630952380952379,YES
172,0.2531,1.0,YES
173,0.1331,0.9726190476190476,YES
174,0.0885,0.8714285714285714,NO
175,0.0604,0.1761904761904762,NO
176,0.2068,0.29404761904761906,YES
177,0.2598,0.9821428571428572,NO
178,0.106,0.26666666666666666,YES
179,0.1459,0.17261904761904762,NO
180,0.2252,0.5071428571428571,NO
181,0.2571,0.75,NO
182,0.2375,0.07023809523809524,NO
183,0.1453,0.17023809523809524,NO
184,0.2245,0.31785714285714284,YES
185,0.141,0.669047619047619,NO
186,0.2623,0.3654761904761905,YES
187,0.142,0.4202380952380952,NO
188,0.2555,0.2630952380952381,YES
189,0.2049,0.6321428571428571,NO
190,0.2206,0.5523809523809524,NO
191,0.2228,0.4392857142857143,NO
192,0.1032,0.44642857142857145,NO
193,0.1461,0.7976190476190477,YES
194,0.1116,0.06547619047619048,NO
195,0.1326,0.5869047619047619,YES
196,0.1415,0.4952380952380953,NO
197,0.0745,0.060714285714285714,NO
198,0.2381,0.22142857142857145,NO
199,0.19,0.8202380952380952,NO
200,0.1547,0.6916666666666667,NO
201,0.1997,0.14166666666666666,NO
202,0.1653,0.30595238095238103,NO
203,0.1536,0.07857142857142857,NO
204,0.1999,0.5083333333333333,NO
205,0.1989,0.07738095238095237,YES
206,0.2045,0.9845238095238096,NO
207,0.2447,0.10952380952380952,YES
208,0.2519,0.8226190476190476,NO
209,0.2036,0.4666666666666667,NO
210,0.2033,0.225,NO
211,0.0533,0.7178571428571429,NO
212,0.105,0.2357142857142857,NO
213,0.055999999999999994,0.4797619047619048,NO
214,0.1113,0.7297619047619047,NO
215,0.2256,0.8833333333333333,NO
216,0.0989,0.9357142857142856,NO
217,0.1879,0.4761904761904762,YES
218,0.1445,0.9904761904761904,YES
219,0.1901,0.4845238095238095,YES
220,0.3108,0.5666666666666667,YES
221,0.2405,0.37857142857142856,NO
222,0.1657,0.25952380952380955,YES
223,0.1331,0.6869047619047619,NO
224,0.0949,0.9440476190476189,NO
225,0.1339,0.911904761904762,NO
226,0.22399999999999998,0.3928571428571429,NO
227,0.1967,0.44404761904761897,NO
228,0.1436,0.6511904761904762,NO
229,0.2079,0.5273809523809524,NO
230,0.1339,0.13214285714285715,NO
231,0.0967,0.9035714285714286,NO
232,0.2198,0.6928571428571428,NO
233,0.3428,0.794047619047619,YES
234,0.2344,0.2011904761904762,NO
235,0.1736,0.4654761904761905,YES
236,0.1331,0.1773809523809524,NO
237,0.0735,0.1630952380952381,NO
238,0.0647,0.19047619047619047,NO
239,0.204,0.05952380952380953,NO
240,0.1327,0.10833333333333334,NO
241,0.1655,0.4619047619047619,NO
242,0.31,0.580952380952381,NO
243,0.1309,0.16071428571428573,NO
244,0.2819,0.5321428571428571,NO
245,0.4042,0.03214285714285714,YES
246,0.3296,0.7095238095238096,YES
247,0.4941,0.575,YES
248,0.1783,0.04642857142857143,YES
249,0.193,0.4369047619047619,NO
250,0.2673,0.8238095238095238,YES
251,0.1726,0.6464285714285715,NO
252,0.1439,0.7035714285714286,NO
253,0.0769,0.7261904761904762,NO
254,0.1953,0.555952380952381,NO
255,0.2342,0.8428571428571429,NO
256,0.2047,0.9309523809523811,NO
257,0.1823,0.2071428571428572,NO
258,0.1684,0.7833333333333333,NO
259,0.1204,0.7047619047619048,NO
260,0.1751,0.8916666666666667,NO
261,0.3579,0.5095238095238095,YES
262,0.1828,0.4023809523809524,NO
263,0.2083,0.2416666666666667,YES
264,0.2252,0.8273809523809523,NO
265,0.2041,0.02738095238095238,NO
266,0.2007,0.4892857142857143,NO
267,0.0498,0.0988095238095238,NO
268,0.1415,0.1869047619047619,NO
269,0.0515,0.7142857142857143,NO
270,0.1207,0.8797619047619047,NO
271,0.1912,0.6130952380952381,NO
272,0.14,0.9178571428571428,NO
273,0.4038,0.2273809523809524,YES
274,0.3494,0.5988095238095238,YES
275,0.2799,0.8821428571428571,YES
276,0.2675,0.05476190476190476,YES
277,0.2206,0.7809523809523811,NO
278,0.2003,0.7273809523809524,YES
279,0.1168,0.655952380952381,NO
280,0.0727,0.8416666666666667,NO
281,0.0714,0.7678571428571429,NO
282,0.10800000000000001,0.06428571428571428,NO
283,0.2886,0.7702380952380953,NO
284,0.1427,0.8785714285714286,NO
285,0.0855,0.6309523809523809,NO
286,0.0605,0.11428571428571427,NO
287,0.0532,0.3416666666666667,NO
288,0.1421,0.9678571428571427,NO
289,0.4397,0.6845238095238095,YES
290,0.0607,0.39404761904761904,NO
291,0.2347,0.8583333333333333,YES
292,0.2118,0.7988095238095239,NO
293,0.2048,0.5857142857142857,NO
294,0.2045,0.11547619047619047,NO
295,0.0849,0.961904761904762,NO
296,0.1035,0.4916666666666666,NO
297,0.0824,0.2928571428571429,NO
298,0.0975,0.6119047619047621,NO
299,0.1702,0.5476190476190477,NO
300,0.1518,0.6738095238095239,NO
301,0.3372,0.6976190476190476,YES
302,0.3303,0.2369047619047619,YES
303,0.314,0.32142857142857145,YES
304,0.1257,0.4297619047619048,YES
305,0.1375,0.8023809523809524,NO
306,0.1128,0.8119047619047619,YES
307,0.099,0.6011904761904762,NO
308,0.1069,0.5392857142857143,NO
309,0.0451,0.15357142857142858,NO
310,0.5095,0.7761904761904762,YES
311,0.1431,0.4404761904761905,YES
312,0.1227,0.1238095238095238,YES
313,0.2847,0.3773809523809524,YES
314,0.2237,0.8619047619047621,NO
315,0.1065,0.9869047619047621,NO
316,0.3266,0.43333333333333335,YES
317,0.0974,0.475,NO
318,0.3289,0.3404761904761905,YES
319,0.1059,0.09047619047619047,NO
320,0.2131,0.12857142857142856,NO
321,0.1496,0.3630952380952381,NO
322,0.1474,0.8940476190476191,NO
323,0.0902,0.2511904761904762,NO
324,0.0993,0.9833333333333332,YES
325,0.0875,0.8547619047619047,NO
326,0.2369,0.10238095238095238,YES
327,0.2129,0.5190476190476191,NO
328,0.1321,0.13452380952380952,YES
329,0.1271,0.025,NO
330,0.08,0.7011904761904761,NO
331,0.3025,0.12976190476190474,NO
332,0.12,0.125,NO
333,0.3399,0.030952380952380957,YES
334,0.2516,0.8083333333333333,NO
335,0.2081,0.4214285714285714,YES
336,0.1799,0.5011904761904762,NO
337,0.1547,0.5023809523809524,NO
338,0.3595,0.09523809523809523,YES
339,0.2156,0.6107142857142858,NO
340,0.1535,0.35714285714285715,NO
341,0.4159,0.5916666666666667,YES
342,0.1827,0.6035714285714285,NO
343,0.1097,0.6154761904761905,NO
344,0.5448,0.09285714285714286,YES
345,0.191,0.32857142857142857,NO
346,0.4381,0.65,YES
347,0.1528,0.016666666666666666,NO
348,0.3264,0.1380952380952381,NO
349,0.3203,0.9547619047619048,NO
350,0.2648,0.7690476190476191,NO
351,0.171,0.4928571428571429,NO
352,0.21899999999999997,0.2130952380952381,NO
353,0.1398,0.7440476190476191,NO
354,0.3673,0.9142857142857144,NO
355,0.1451,0.7190476190476189,NO
356,0.2637,0.8988095238095238,NO
357,0.1991,0.26785714285714285,NO
358,0.1784,0.5059523809523809,NO
359,0.3767,0.0071428571428571435,NO
360,0.1917,0.7130952380952381,NO
361,0.3794,0.3904761904761905,YES
362,0.3359,0.3142857142857143,NO
363,0.2874,0.4154761904761905,YES
364,0.0798,0.35119047619047616,NO
365,0.0364,0.010714285714285714,NO
366,0.2475,0.5726190476190476,YES
367,0.2794,0.6666666666666666,YES
368,0.2232,0.6440476190476191,YES
369,0.2213,0.8142857142857143,YES
370,0.1233,0.3428571428571429,NO
371,0.0474,0.9404761904761904,NO
372,0.2799,0.0880952380952381,YES
373,0.2328,0.3107142857142857,NO
374,0.2608,0.8928571428571429,YES
375,0.1095,0.2642857142857143,NO
376,0.2365,0.5047619047619047,NO
377,0.2061,0.0869047619047619,NO
378,0.2048,0.4178571428571429,NO
379,0.0456,0.3238095238095238,NO
380,0.1795,0.8321428571428572,YES
381,0.0442,0.8904761904761904,NO
382,0.27,0.9285714285714286,YES
383,0.1224,0.15833333333333333,NO
384,0.1913,0.8892857142857142,YES
385,0.2397,0.9571428571428572,NO
386,0.2111,0.7595238095238095,NO
387,0.2935,0.9345238095238096,NO
388,0.1155,0.4095238095238095,NO
389,0.243,0.9690476190476189,YES
390,0.1959,0.3083333333333333,NO
391,0.198,0.7571428571428571,YES
392,0.1636,0.9976190476190476,NO
393,0.1646,0.40595238095238095,NO
394,0.3881,0.7559523809523809,YES
395,0.1762,0.9738095238095238,NO
396,0.1649,0.3547619047619048,NO
397,0.4197,0.4678571428571429,YES
398,0.1681,0.2404761904761905,NO
399,0.153,0.7797619047619048,NO
400,0.4738,0.24404761904761904,YES
401,0.159,0.830952380952381,NO
402,0.493,0.3892857142857143,YES
403,0.1456,0.6345238095238095,NO
404,0.2244,0.5630952380952381,NO
405,0.1542,0.9535714285714286,NO
406,0.1277,0.6726190476190477,NO
407,0.1775,0.7523809523809524,NO
408,0.2106,0.4011904761904762,NO
409,0.1654,0.4488095238095238,NO
410,0.3557,0.5107142857142857,NO
411,0.0902,0.8071428571428572,NO
412,0.2663,0.05238095238095238,NO
413,0.2218,0.2714285714285714,NO
414,0.1764,0.9428571428571428,NO
415,0.3901,0.6369047619047619,NO
416,0.21600000000000003,0.42857142857142855,NO
417,0.402,0.2797619047619048,YES
418,0.3584,0.2702380952380952,NO
419,0.3239,0.6452380952380953,YES
420,0.0467,0.4035714285714286,NO
421,0.0184,0.5952380952380952,NO
422,0.0544,0.0630952380952381,YES
423,0.1967,0.7404761904761905,YES
424,0.1251,0.061904761904761914,YES
425,0.0526,0.07380952380952381,YES
426,0.0389,0.3869047619047619,NO
427,0.0098,0.29523809523809524,NO
428,0.1204,0.7226190476190476,YES
429,0.1152,0.8964285714285715,NO
430,0.0434,0.16785714285714284,YES
431,0.0994,0.8535714285714285,NO
432,0.171,0.015476190476190475,NO
433,0.1733,0.37142857142857133,NO
434,0.1785,0.6,NO
435,0.0632,0.2892857142857143,NO
436,0.1652,0.5166666666666667,YES
437,0.0614,0.11904761904761905,NO
438,0.1533,0.16428571428571428,YES
439,0.1347,0.08452380952380953,NO
440,0.1212,0.5535714285714286,YES
441,0.015,0.7,NO
442,0.0714,0.6785714285714286,NO
443,0.0698,0.5380952380952381,NO
444,0.035,0.01904761904761905,NO
445,0.0672,0.675,YES
446,0.0378,0.7845238095238095,NO
447,0.0637,0.9476190476190476,YES
448,0.3024,0.6702380952380952,YES
449,0.0482,0.32261904761904764,YES
450,0.3634,0.705952380952381,NO
451,0.1548,0.9321428571428572,NO
452,0.1459,0.02023809523809524,NO
453,0.1506,0.44166666666666665,NO
454,0.2394,0.05,YES
455,0.3693,0.594047619047619,YES
456,0.1404,0.7416666666666667,NO
457,0.0758,0.04047619047619048,NO
458,0.1517,0.8285714285714286,NO
459,0.067,0.8345238095238096,NO
460,0.2131,0.16904761904761906,NO
461,0.16,0.5202380952380953,NO
462,0.1446,0.6428571428571429,NO
463,0.0844,0.11666666666666667,YES
464,0.095,0.3273809523809524,NO
465,0.2419,0.8678571428571429,YES
466,0.026000000000000002,0.2523809523809524,NO
467,0.2985,0.3392857142857143,YES
468,0.0377,0.5154761904761904,NO
469,0.102,0.1488095238095238,NO
470,0.0927,0.5464285714285714,NO
471,0.1259,0.4119047619047619,NO
472,0.1193,0.4833333333333333,NO
473,0.2177,0.3309523809523809,NO
474,0.15,0.5214285714285715,NO
475,0.0996,0.9107142857142856,NO
476,0.0839,0.569047619047619,NO
477,0.0672,0.017857142857142856,NO
478,0.3068,0.9702380952380952,YES
479,0.1154,0.5547619047619048,YES
480,0.0802,0.6523809523809524,YES
481,0.3166,0.2047619047619048,YES
482,0.0868,0.2988095238095238,NO
483,0.0677,0.1357142857142857,NO
484,0.5456,0.936904761904762,YES
485,0.0938,0.8666666666666667,NO
486,0.3771,0.4511904761904762,YES
487,0.0765,0.034523809523809526,NO
488,0.3042,0.7773809523809524,NO
489,0.1867,0.8630952380952381,NO
490,0.2024,0.023809523809523808,NO
491,0.084,0.28214285714285714,NO
492,0.1127,0.3607142857142857,YES
493,0.0773,0.6476190476190476,NO
494,0.3002,0.6047619047619047,YES
495,0.0821,0.7119047619047619,NO
496,0.1969,0.31904761904761897,YES
497,0.1353,0.9273809523809524,NO
498,0.0942,0.7392857142857143,NO
499,0.3023,0.08095238095238096,NO
500,0.1177,0.9226190476190476,NO
501,0.2966,0.05833333333333333,YES
502,0.2621,0.4630952380952381,NO
503,0.3631,0.7785714285714286,YES
504,0.1178,0.2857142857142857,NO
505,0.0474,0.3619047619047619,NO
506,0.4277,0.008333333333333333,YES
507,0.2214,0.938095238095238,YES
508,0.2007,0.02261904761904762,YES
509,0.2467,0.19642857142857145,YES
510,0.2192,0.5142857142857142,NO
511,0.1165,0.6333333333333333,NO
512,0.3035,0.8690476190476191,YES
513,0.1886,0.26904761904761904,NO
514,0.2922,0.028571428571428567,YES
515,0.1088,0.7345238095238096,NO
516,0.2277,0.4190476190476191,NO
517,0.1763,0.5785714285714286,NO
518,0.1744,0.2726190476190476,NO
519,0.0948,0.08214285714285714,NO
520,0.152,0.4940476190476191,YES
521,0.0882,0.1226190476190476,NO
522,0.2267,0.9523809523809524,YES
523,0.1968,0.0035714285714285718,NO
524,0.1574,0.9154761904761904,YES
525,0.2134,0.4988095238095238,NO
526,0.1846,0.9952380952380953,NO
527,0.3004,0.8869047619047619,NO
528,0.1322,0.425,NO
529,0.3039,0.7476190476190476,YES
530,0.2341,0.919047619047619,NO
531,0.2137,0.6619047619047619,YES
532,0.1342,0.825,NO
533,0.1099,0.6357142857142857,NO
534,0.526,0.3702380952380953,YES
535,0.1623,0.3642857142857143,YES
536,0.1996,0.3523809523809524,YES
537,0.3297,0.6880952380952381,YES
538,0.22699999999999998,0.525,NO
539,0.1622,0.3345238095238095,NO
540,0.3372,0.04523809523809524,YES
541,0.1102,0.2654761904761905,NO
542,0.3901,0.5238095238095238,YES
543,0.1022,0.12142857142857146,NO
544,0.1483,0.4607142857142857,NO
545,0.0862,0.775,NO
546,0.0629,0.1880952380952381,NO
547,0.2034,0.5309523809523811,NO
548,0.1682,0.6821428571428572,YES
549,0.1975,0.6142857142857143,NO
550,0.3422,0.5416666666666666,YES
551,0.1773,0.2178571428571429,NO
552,0.2514,0.3857142857142857,YES
553,0.1754,0.4976190476190476,NO
554,0.1301,0.5714285714285714,NO
555,0.3619,0.5226190476190476,NO
556,0.1715,0.6654761904761904,NO
557,0.3452,0.5345238095238095,YES
558,0.3259,0.6761904761904762,NO
559,0.258,0.22380952380952385,YES
560,0.0709,0.6714285714285714,NO
561,0.0732,0.09761904761904762,NO
562,0.3094,0.923809523809524,YES
563,0.1091,0.7428571428571429,YES
564,0.0665,0.0761904761904762,YES
565,0.2941,0.5738095238095238,YES
566,0.0664,0.7535714285714286,NO
567,0.0556,0.39166666666666666,NO
568,0.5229,0.9654761904761904,YES
569,0.1003,0.7369047619047621,NO
570,0.3604,0.07142857142857142,YES
571,0.08800000000000001,0.9857142857142858,NO
572,0.2859,0.3678571428571429,NO
573,0.1263,0.3464285714285714,NO
574,0.1497,0.1130952380952381,NO
575,0.1047,0.3821428571428571,NO
576,0.1031,0.7547619047619047,YES
577,0.1016,0.03571428571428571,NO
578,0.3066,0.5261904761904762,YES
579,0.0639,0.4726190476190476,NO
580,0.2147,0.6297619047619047,YES
581,0.1277,0.1523809523809524,NO
582,0.0813,0.075,NO
583,0.3135,0.3738095238095238,NO
584,0.1095,0.5,NO
585,0.302,0.18928571428571428,YES
586,0.2369,0.5619047619047619,NO
587,0.4263,0.8952380952380953,YES
588,0.1151,0.057142857142857134,NO
589,0.0905,0.6678571428571428,NO
590,0.1028,0.15,YES
591,0.3566,0.3071428571428572,YES
592,0.2651,0.9488095238095238,YES
593,0.1542,0.18333333333333326,YES
594,0.094,0.2345238095238095,NO
595,0.0554,0.4357142857142857,NO
596,0.2037,0.6416666666666667,YES
597,0.1971,0.6166666666666667,NO
598,0.1126,0.013095238095238096,YES
599,0.1418,0.15714285714285714,NO
600,0.2488,0.5761904761904761,NO
601,0.2731,0.4964285714285714,NO
602,0.2523,0.7714285714285715,NO
603,0.1698,0.12738095238095234,NO
604,0.2266,0.3297619047619048,YES
605,0.1648,0.7619047619047619,NO
606,0.2745,0.12023809523809526,YES
607,0.1508,0.5833333333333334,NO
608,0.2653,0.9166666666666666,YES
609,0.1206,0.4571428571428571,NO
610,0.1613,0.30952380952380953,NO
611,0.1611,0.913095238095238,NO
612,0.1018,0.3845238095238096,NO
613,0.152,0.7607142857142857,YES
614,0.1186,0.14285714285714285,NO
615,0.1207,0.5178571428571429,YES
616,0.1201,0.5119047619047619,NO
617,0.10300000000000001,0.95,NO
618,0.254,0.4583333333333333,YES
619,0.3285,0.4428571428571429,YES
620,0.3624,0.5821428571428572,YES
621,0.2593,0.6607142857142857,YES
622,0.0981,0.2833333333333333,NO
623,0.0792,0.8,NO
624,0.2917,0.7821428571428571,YES
625,0.1836,0.3261904761904762,NO
626,0.3039,0.16666666666666666,YES
627,0.1342,0.3154761904761905,NO
628,0.1448,0.8523809523809524,NO
629,0.1036,0.5845238095238096,NO
630,0.0702,0.8107142857142857,NO
631,0.1825,0.6095238095238096,NO
632,0.2937,0.8297619047619048,YES
633,0.1772,0.5369047619047619,NO
634,0.5728,0.2845238095238095,YES
635,0.0892,0.4273809523809524,NO
636,0.4594,0.7380952380952381,YES
637,0.1677,0.7666666666666667,NO
638,0.1461,0.3011904761904762,NO
639,0.2985,0.4047619047619048,NO
640,0.1348,0.5595238095238095,NO
641,0.2479,0.9,YES
642,0.2298,0.6535714285714286,NO
643,0.2345,0.7154761904761905,YES
644,0.08900000000000001,0.19404761904761905,NO
645,0.0394,0.6571428571428571,NO
646,0.1381,0.55,NO
647,0.2108,0.2559523809523809,NO
648,0.0676,0.6404761904761904,NO
649,0.0957,0.8845238095238095,NO
650,0.0963,0.2880952380952381,NO
651,0.0435,0.2809523809523809,NO
652,0.2592,0.20357142857142854,NO
653,0.1291,0.039285714285714285,NO
654,0.0785,0.21666666666666667,NO
655,0.1052,0.08928571428571429,NO
656,0.4225,0.1,YES
657,0.3368,0.8440476190476189,YES
658,0.3938,0.29642857142857143,YES
659,0.0766,0.10714285714285714,NO
660,0.0711,0.9761904761904762,NO
661,0.0797,0.0023809523809523807,NO
662,0.0531,0.18452380952380956,NO
663,0.1551,0.6083333333333333,NO
664,0.077,0.175,NO
665,0.0463,0.25,NO
666,0.0745,0.15476190476190474,NO
667,0.1014,0.07261904761904762,NO
668,0.0541,0.4642857142857143,NO
669,0.1685,0.8559523809523809,NO
670,0.0541,0.9095238095238096,NO
671,0.2105,0.7023809523809523,NO
672,0.1239,0.9809523809523808,YES
673,0.289,0.9964285714285714,YES
674,0.2752,0.8773809523809524,NO
675,0.1653,0.5880952380952381,NO
676,0.0814,0.3035714285714285,NO
677,0.0623,0.2488095238095238,NO
678,0.32899999999999996,0.1011904761904762,YES
679,0.1249,0.6892857142857143,YES
680,0.0968,0.4702380952380952,NO
681,0.1519,0.6547619047619048,NO
682,0.0533,0.2154761904761905,NO
683,0.1784,0.3726190476190476,NO
684,0.1661,0.4,NO
685,0.1504,0.8178571428571428,NO
686,0.1562,0.17857142857142858,NO
687,0.3075,0.13095238095238096,YES
688,0.0597,0.16547619047619047,NO
689,0.1815,0.04880952380952381,YES
690,0.0336,0.11071428571428572,NO
691,0.3735,0.6202380952380953,YES
692,0.0877,0.8214285714285714,NO
693,0.1163,0.5404761904761904,NO
694,0.0418,0.7964285714285714,NO
695,0.1354,0.925,NO
696,0.0948,0.36666666666666653,NO
697,0.1407,0.9083333333333332,NO
698,0.0821,0.2916666666666667,NO
699,0.0894,0.2761904761904762,NO
700,0.0416,0.7321428571428571,NO
701,0.0131,0.4904761904761905,NO
702,0.1203,0.5452380952380952,YES
703,0.2886,0.3976190476190476,YES
704,0.2879,0.9595238095238096,YES
705,0.1294,0.20833333333333331,YES
706,0.0498,0.05357142857142857,NO
707,0.0139,0.9011904761904762,NO
708,0.1999,0.7869047619047619,YES
709,0.1109,0.25833333333333336,NO
710,0.1389,0.08333333333333333,YES
711,0.0996,0.9047619047619048,NO
712,0.1977,0.8857142857142857,NO
713,0.1726,0.8035714285714286,NO
714,0.1805,0.05595238095238096,NO
715,0.0204,0.9583333333333334,NO
716,0.2123,0.06904761904761905,YES
717,0.0198,0.24285714285714285,NO
718,0.3536,0.5904761904761905,YES
719,0.1039,0.7654761904761904,NO
720,0.2827,0.3333333333333333,YES
721,0.0426,0.8333333333333334,NO
722,0.0387,0.4083333333333333,NO
723,0.1228,0.0380952380952381,NO
724,0.0373,0.9261904761904762,NO
725,0.1359,0.8738095238095238,YES
726,0.0808,0.3202380952380952,NO
727,0.1119,0.21428571428571427,YES
728,0.3458,0.05119047619047619,YES
729,0.0264,0.9452380952380952,YES
730,0.3473,0.21904761904761905,NO
731,0.1555,0.6273809523809524,NO
732,0.0906,0.33214285714285713,NO
733,0.107,0.4535714285714286,NO
734,0.226,0.7583333333333333,YES
735,0.4184,0.4785714285714286,YES
736,0.1111,0.02619047619047619,NO
737,0.1017,0.014285714285714284,NO
738,0.09699999999999999,0.8642857142857143,NO
739,0.1058,0.544047619047619,NO
740,0.1741,0.5357142857142857,NO
741,0.1373,0.7309523809523809,NO
742,0.132,0.8726190476190476,NO
