,DIRECT_NA_NA_VSM,NONETRACED_SUM_SINGLE_LSA,Associated
347,0.1528,0.15139590854392293,NO
348,0.3264,0.4062093862815885,NO
349,0.3203,0.5630926594464499,NO
350,0.2648,0.4600601684717208,NO
351,0.171,0.4435619735258724,NO
352,0.21899999999999997,0.26865222623345364,NO
353,0.1398,0.4090854392298435,NO
354,0.3673,0.17675090252707576,NO
355,0.1451,0.35897713598074604,NO
356,0.2637,0.1691696750902527,NO
357,0.1991,0.3019494584837545,NO
358,0.1784,0.31595667870036104,NO
359,0.3767,0.2832611311672684,NO
360,0.1917,0.3998796630565584,NO
361,0.3794,0.39827918170878457,YES
362,0.3359,0.4116726835138387,NO
363,0.2874,0.3482671480144404,YES
364,0.0798,0.30776173285198555,NO
365,0.0364,0.4531528279181709,NO
366,0.2475,0.3390252707581228,YES
367,0.2794,0.1313838748495788,YES
368,0.2232,0.13020457280385073,YES
369,0.2213,0.3522743682310468,YES
370,0.1233,0.312430806257521,NO
371,0.0474,0.2634175691937425,NO
372,0.2799,0.3514199759326113,YES
373,0.2328,0.04919374247894098,NO
374,0.2608,0.3736823104693141,YES
375,0.1095,0.11274368231046933,NO
376,0.2365,0.3227436823104693,NO
377,0.2061,0.4500120336943441,NO
378,0.2048,0.31410348977135977,NO
379,0.0456,0.3379903730445247,NO
380,0.1795,0.2636702767749699,YES
381,0.0442,0.320445246690734,NO
382,0.27,0.23294825511432005,YES
383,0.1224,0.2570878459687124,NO
384,0.1913,0.20619735258724425,YES
385,0.2397,0.2676052948255114,NO
386,0.2111,0.3316847172081829,NO
387,0.2935,0.3066666666666666,NO
388,0.1155,0.2959205776173285,NO
389,0.243,0.3728279181708785,YES
390,0.1959,0.4214199759326112,NO
391,0.198,0.3134296028880866,YES
392,0.1636,0.472575210589651,NO
393,0.1646,0.6996991576413958,NO
394,0.3881,0.35818291215403125,YES
395,0.1762,0.13689530685920576,NO
396,0.1649,0.2148616125150421,NO
397,0.4197,0.3480505415162454,YES
398,0.1681,0.4223465703971118,NO
399,0.153,0.495956678700361,NO
400,0.4738,0.4301805054151624,YES
401,0.159,0.08206979542719611,NO
402,0.493,0.44440433212996383,YES
403,0.1456,0.194849578820698,NO
404,0.2244,0.41227436823104696,NO
405,0.1542,0.5858002406738869,NO
406,0.1277,0.4841034897713598,NO
407,0.1775,0.4816486161251505,NO
408,0.2106,0.293020457280385,NO
409,0.1654,0.4841756919374248,NO
410,0.3557,0.1893261131167268,NO
411,0.0902,0.40161251504211787,NO
412,0.2663,0.19010830324909744,NO
413,0.2218,0.3734777376654633,NO
414,0.1764,0.3870998796630565,NO
415,0.3901,0.31348977135980743,NO
416,0.21600000000000003,0.4762214199759325,NO
417,0.402,0.395812274368231,YES
418,0.3584,0.4379181708784597,NO
419,0.3239,0.34382671480144394,YES
420,0.0467,0.2969073405535499,NO
421,0.0184,0.5709386281588447,NO
422,0.0544,0.3672202166064981,YES
423,0.1967,0.21666666666666665,YES
424,0.1251,0.257942238267148,YES
425,0.0526,0.3787966305655836,YES
426,0.0389,0.44428399518652223,NO
427,0.0098,0.2285559566787003,NO
428,0.1204,0.3609987966305656,YES
429,0.1152,0.061805054151624524,NO
430,0.0434,0.4091576413959085,YES
431,0.0994,0.0944404332129964,NO
432,0.171,0.3710108303249097,NO
433,0.1733,0.5803971119133573,NO
434,0.1785,0.3669795427196149,NO
435,0.0632,0.39595667870036094,NO
436,0.1652,0.4291817087845968,YES
437,0.0614,0.2970517448856798,NO
438,0.1533,0.2733212996389892,YES
439,0.1347,0.2355836341756919,NO
440,0.1212,0.2535258724428399,YES
441,0.015,0.3704091456077015,NO
442,0.0714,0.4900361010830324,NO
443,0.0698,0.3618050541516245,NO
444,0.035,0.3696149217809868,NO
445,0.0672,0.3616125150421178,YES
446,0.0378,0.52309265944645,NO
447,0.0637,0.3292057761732851,YES
448,0.3024,0.28003610108303245,YES
449,0.0482,0.4254271961492178,YES
450,0.3634,0.2912996389891696,NO
451,0.1548,0.3021540312876053,NO
452,0.1459,0.20549939831528274,NO
453,0.1506,0.22034897713598076,NO
454,0.2394,0.267352587244284,YES
455,0.3693,0.2581347773766546,YES
456,0.1404,0.3643321299638988,NO
457,0.0758,0.2338026474127557,NO
458,0.1517,0.2443321299638989,NO
459,0.067,0.26026474127557153,NO
460,0.2131,0.3878339350180505,NO
461,0.16,0.4816004813477737,NO
462,0.1446,0.3709145607701565,NO
463,0.0844,0.3677376654632973,YES
464,0.095,0.2952466907340553,NO
465,0.2419,0.3427075812274368,YES
466,0.026000000000000002,0.2259205776173285,NO
467,0.2985,0.3402045728038507,YES
468,0.0377,0.2676293622141997,NO
469,0.102,0.3673766546329724,NO
470,0.0927,0.4543682310469314,NO
471,0.1259,0.35770156438026474,NO
472,0.1193,0.3023225030084235,NO
473,0.2177,0.3509025270758123,NO
474,0.15,0.34093862815884474,NO
475,0.0996,0.3501805054151625,NO
476,0.0839,0.532286401925391,NO
477,0.0672,0.7678339350180503,NO
478,0.3068,0.4618291215403128,YES
479,0.1154,0.20492178098676292,YES
480,0.0802,0.2458363417569193,YES
481,0.3166,0.4574007220216607,YES
482,0.0868,0.5042478941034898,NO
483,0.0677,0.5303971119133575,NO
484,0.5456,0.5507220216606499,YES
485,0.0938,0.134705174488568,NO
486,0.3771,0.5306618531889289,YES
487,0.0765,0.2725391095066185,NO
488,0.3042,0.5356799037304452,NO
489,0.1867,0.7297833935018051,NO
490,0.2024,0.5945126353790613,NO
491,0.084,0.5586281588447652,NO
492,0.1127,0.3706618531889289,YES
493,0.0773,0.5469193742478942,NO
494,0.3002,0.2665222623345367,YES
495,0.0821,0.4790854392298435,NO
496,0.1969,0.2697352587244284,YES
497,0.1353,0.4139831528279181,NO
498,0.0942,0.4552707581227436,NO
499,0.3023,0.399410348977136,NO
500,0.1177,0.5474969915764138,NO
501,0.2966,0.5185679903730445,YES
502,0.2621,0.5397954271961491,NO
503,0.3631,0.46338146811071,YES
504,0.1178,0.409554753309266,NO
505,0.0474,0.6238628158844766,NO
506,0.4277,0.4077376654632972,YES
507,0.2214,0.2894584837545126,YES
508,0.2007,0.25326113116726834,YES
509,0.2467,0.3682912154031288,YES
510,0.2192,0.36540312876052944,NO
511,0.1165,0.4225270758122743,NO
512,0.3035,0.5102406738868832,YES
513,0.1886,0.2573766546329723,NO
514,0.2922,0.4311913357400721,YES
515,0.1088,0.3388086642599278,NO
516,0.2277,0.5089290012033694,NO
517,0.1763,0.6360409145607702,NO
518,0.1744,0.5421660649819493,NO
519,0.0948,0.47536702767749706,NO
520,0.152,0.3451383874849579,YES
521,0.0882,0.4614440433212996,NO
522,0.2267,0.28371841155234656,YES
523,0.1968,0.4650661853188928,NO
524,0.1574,0.3160048134777376,YES
525,0.2134,0.4682310469314079,NO
526,0.1846,0.5079181708784597,NO
527,0.3004,0.4292298435619735,NO
528,0.1322,0.4858363417569193,NO
529,0.3039,0.4876173285198556,YES
530,0.2341,0.4722503008423586,NO
531,0.2137,0.4451985559566787,YES
532,0.1342,0.5377135980746088,NO
533,0.1099,0.8405896510228639,NO
534,0.526,0.4569915764139591,YES
535,0.1623,0.30536702767749696,YES
536,0.1996,0.36992779783393503,YES
537,0.3297,0.4145848375451263,YES
538,0.22699999999999998,0.4771239470517448,NO
539,0.1622,0.5877015643802648,NO
540,0.3372,0.541696750902527,YES
541,0.1102,0.2467870036101083,NO
542,0.3901,0.5422864019253909,YES
543,0.1022,0.3385078219013236,NO
544,0.1483,0.5456077015643801,NO
545,0.0862,0.7153188929001204,NO
546,0.0629,0.6251624548736461,NO
547,0.2034,0.6011672683513838,NO
548,0.1682,0.4122262334536703,YES
549,0.1975,0.5912876052948255,NO
550,0.3422,0.3194344163658242,YES
551,0.1773,0.5353670276774969,NO
552,0.2514,0.3386040914560769,YES
553,0.1754,0.5900481347773765,NO
554,0.1301,0.5926835138387485,NO
555,0.3619,0.4680264741275572,NO
556,0.1715,0.6348856799037303,NO
557,0.3452,0.5153429602888087,YES
558,0.3259,0.5511913357400722,NO
559,0.258,0.4626835138387485,YES
560,0.0709,0.4900962695547533,NO
561,0.0732,0.6988327316486159,NO
562,0.3094,0.40055354993983133,YES
563,0.1091,0.16102286401925384,YES
564,0.0665,0.21056558363417568,YES
565,0.2941,0.3966064981949458,YES
566,0.0664,0.451985559566787,NO
567,0.0556,0.4871480144404332,NO
568,0.5229,0.4748616125150422,YES
569,0.1003,0.09793020457280384,NO
570,0.3604,0.4689169675090253,YES
571,0.08800000000000001,0.22705174488567986,NO
572,0.2859,0.4634416365824308,NO
573,0.1263,0.6502286401925389,NO
574,0.1497,0.5217930204572803,NO
575,0.1047,0.4983032490974729,NO
576,0.1031,0.3268953068592057,YES
577,0.1016,0.4967148014440433,NO
578,0.3066,0.2200481347773766,YES
579,0.0639,0.4213477737665464,NO
580,0.2147,0.2229723225030084,YES
581,0.1277,0.3633453670276775,NO
582,0.0813,0.4031407942238267,NO
583,0.3135,0.34358604091456074,NO
584,0.1095,0.4939951865222623,NO
585,0.302,0.4473285198555956,YES
586,0.2369,0.4802888086642599,NO
587,0.4263,0.3955234657039712,YES
588,0.1151,0.2576895306859205,NO
589,0.0905,0.5771119133574008,NO
590,0.1028,0.3015042117930204,YES
591,0.3566,0.18277978339350176,YES
592,0.2651,0.27823104693140793,YES
593,0.1542,0.33429602888086635,YES
594,0.094,0.3880746089049338,NO
595,0.0554,0.2275932611311673,NO
596,0.2037,0.3123706377858001,YES
597,0.1971,0.01689530685920576,NO
598,0.1126,0.3915764139590853,YES
599,0.1418,0.02590854392298433,NO
600,0.2488,0.3127316486161251,NO
601,0.2731,0.5033453670276775,NO
602,0.2523,0.334560770156438,NO
603,0.1698,0.3956438026474127,NO
604,0.2266,0.3745968712394704,YES
605,0.1648,0.29168471720818284,NO
606,0.2745,0.2324428399518652,YES
607,0.1508,0.18305655836341755,NO
608,0.2653,0.21577617328519852,YES
609,0.1206,0.3736582430806257,NO
610,0.1613,0.4499999999999999,NO
611,0.1611,0.2962334536702767,NO
612,0.1018,0.3458363417569193,NO
613,0.152,0.3127797833935017,YES
614,0.1186,0.4378219013237064,NO
615,0.1207,0.26779783393501805,YES
616,0.1201,0.470962695547533,NO
617,0.10300000000000001,0.7500240673886882,NO
618,0.254,0.4032611311672683,YES
619,0.3285,0.15512635379061368,YES
620,0.3624,0.282286401925391,YES
621,0.2593,0.4065944645006016,YES
622,0.0981,0.5037063778580024,NO
623,0.0792,0.4533453670276774,NO
624,0.2917,0.38277978339350177,YES
625,0.1836,0.0523104693140794,NO
626,0.3039,0.5040914560770156,YES
627,0.1342,0.12578820697954274,NO
628,0.1448,0.3757160048134777,NO
629,0.1036,0.5977617328519855,NO
630,0.0702,0.4364981949458484,NO
631,0.1825,0.5369795427196149,NO
632,0.2937,0.3971359807460891,YES
633,0.1772,0.4970397111913357,NO
634,0.5728,0.2480986762936221,YES
635,0.0892,0.3322864019253911,NO
636,0.4594,0.2396389891696751,YES
637,0.1677,0.4397352587244284,NO
638,0.1461,0.4969554753309265,NO
639,0.2985,0.3705294825511432,NO
640,0.1348,0.5075090252707581,NO
641,0.2479,0.39559566787003597,YES
642,0.2298,0.5621058965102286,NO
643,0.2345,0.3168712394705175,YES
644,0.08900000000000001,0.5483032490974729,NO
645,0.0394,0.8741997593261128,NO
646,0.1381,0.5909386281588447,NO
647,0.2108,0.4212876052948254,NO
648,0.0676,0.39137184115523466,NO
649,0.0957,0.6164019253910951,NO
650,0.0963,0.6501203369434416,NO
651,0.0435,0.4663417569193742,NO
652,0.2592,0.7271961492178098,NO
653,0.1291,0.2902286401925391,NO
654,0.0785,0.6191215403128759,NO
655,0.1052,0.3971961492178098,NO
656,0.4225,0.7384717208182912,YES
657,0.3368,1.0,YES
658,0.3938,0.7551022864019254,YES
659,0.0766,0.6656799037304449,NO
660,0.0711,0.6468592057761733,NO
661,0.0797,0.5660048134777376,NO
662,0.0531,0.4300481347773765,NO
663,0.1551,0.5709386281588447,NO
664,0.077,0.4719614921780986,NO
665,0.0463,0.5705174488567989,NO
666,0.0745,0.7211070998796629,NO
667,0.1014,0.5747412755716004,NO
668,0.0541,0.6067749699157641,NO
669,0.1685,0.7014681107099878,NO
670,0.0541,0.7141034897713596,NO
671,0.2105,0.6446931407942238,NO
672,0.1239,0.12891696750902526,YES
673,0.289,0.3694464500601685,YES
674,0.2752,0.1846570397111913,NO
675,0.1653,0.2359687123947052,NO
676,0.0814,0.2310228640192539,NO
677,0.0623,0.1503249097472924,NO
678,0.32899999999999996,0.15465703971119132,YES
679,0.1249,0.15046931407942238,YES
680,0.0968,0.2567148014440433,NO
681,0.1519,0.14145607701564378,NO
682,0.0533,0.20896510228640192,NO
683,0.1784,0.17469314079422374,NO
684,0.1661,0.2767870036101082,NO
685,0.1504,0.3553309265944645,NO
686,0.1562,0.2949939831528278,NO
687,0.3075,0.24759326113116725,YES
688,0.0597,0.2658002406738869,NO
689,0.1815,0.18802647412755716,YES
690,0.0336,0.21496991576413954,NO
691,0.3735,0.23776173285198554,YES
692,0.0877,0.2396630565583634,NO
693,0.1163,0.29673886883273165,NO
694,0.0418,0.3193020457280385,NO
695,0.1354,0.2349578820697954,NO
696,0.0948,0.2708904933814681,NO
697,0.1407,0.24552346570397104,NO
698,0.0821,0.2272563176895307,NO
699,0.0894,0.2323465703971119,NO
700,0.0416,0.2807942238267148,NO
701,0.0131,0.5141034897713597,NO
702,0.1203,0.4062936221419976,YES
703,0.2886,0.1119735258724428,YES
704,0.2879,0.12361010830324907,YES
705,0.1294,0.4312755716004813,YES
706,0.0498,0.4316726835138388,NO
707,0.0139,0.20474127557160046,NO
708,0.1999,0.3950902527075812,YES
709,0.1109,0.0,NO
710,0.1389,0.4300481347773765,YES
711,0.0996,0.07856799037304446,NO
712,0.1977,0.3498676293622142,NO
713,0.1726,0.5150541516245486,NO
714,0.1805,0.33086642599277977,NO
715,0.0204,0.4234055354993984,NO
716,0.2123,0.31764139590854384,YES
717,0.0198,0.32075812274368226,NO
718,0.3536,0.2420336943441636,YES
719,0.1039,0.2209145607701564,NO
720,0.2827,0.21613718411552346,YES
721,0.0426,0.2484115523465704,NO
722,0.0387,0.344560770156438,NO
723,0.1228,0.3381949458483753,NO
724,0.0373,0.3116726835138388,NO
725,0.1359,0.4181708784596871,YES
726,0.0808,0.5157641395908543,NO
727,0.1119,0.3374488567990373,YES
728,0.3458,0.28466907340553543,YES
729,0.0264,0.44375451263537896,YES
730,0.3473,0.30407942238267155,NO
731,0.1555,0.3138387484957881,NO
732,0.0906,0.2278339350180505,NO
