,DIRECT_NA_NA_VSM,NONETRACED_MAX_SINGLE_LSA,Associated
63,0.0509,0.8064340980046152,NO
64,0.2187,0.12026605130989547,NO
65,0.4574,0.0,YES
66,0.1603,0.2285869417673408,NO
67,0.2015,0.018596443599837142,YES
68,0.205,0.15365820551106285,NO
69,0.2168,0.6013302565494776,NO
70,0.2136,0.21311252884484871,NO
71,0.1919,0.11022125695669877,NO
72,0.1533,0.8285597936744944,NO
73,0.1268,0.3082665942717525,NO
74,0.1947,0.15365820551106285,NO
75,0.1755,0.1548798696891544,NO
76,0.2202,0.2926564408850278,NO
77,0.4465,0.7475227365277588,YES
78,0.4252,0.8293742364598886,YES
79,0.3653,0.15365820551106285,YES
80,0.1771,0.8140355640016288,YES
81,0.1659,0.15365820551106285,NO
82,0.1927,0.4159087824080358,YES
83,0.1251,0.15365820551106285,NO
84,0.1303,0.3924256820958328,YES
85,0.1814,0.92154201167368,YES
86,0.3356,0.9830324419709516,NO
87,0.1662,0.9926700149314512,NO
88,0.1507,0.9830324419709516,NO
89,0.1441,0.5152708022261436,NO
90,0.3435,0.408986018732184,YES
91,0.1243,0.7574317904167231,YES
92,0.1731,0.8954798425410615,NO
93,0.0952,0.927514592099905,NO
94,0.1364,0.9108185149993212,NO
95,0.0887,1.0,NO
96,0.2289,0.9830324419709516,NO
97,0.2088,0.8109135333242841,NO
98,0.2075,0.9830324419709516,NO
99,0.1923,0.8691461924799782,YES
100,0.0927,0.5253155965793403,NO
101,0.0821,0.8724039636215557,YES
102,0.0311,0.9830324419709516,NO
103,0.3081,0.859237138591014,YES
104,0.0406,0.9830324419709516,NO
105,0.1251,0.9830324419709516,NO
106,0.091,0.8451201303108458,NO
107,0.11800000000000001,0.9830324419709516,NO
108,0.1053,0.8958870639337586,NO
109,0.2201,0.9830324419709516,NO
110,0.1351,0.7711415773041943,NO
111,0.1328,0.9830324419709516,NO
112,0.0724,0.6007872946925479,NO
113,0.0244,0.6086602416180265,NO
114,0.1404,0.6850821229808606,YES
115,0.3348,0.6299714945025112,YES
116,0.2937,0.6299714945025112,YES
117,0.14300000000000002,0.7590606759875118,YES
118,0.0826,0.8413193973123387,NO
119,0.013000000000000001,0.4638251662820687,NO
120,0.2103,0.5654947739921271,YES
121,0.1395,0.274467218677888,NO
122,0.1325,0.7590606759875118,YES
123,0.1443,0.31315325098411834,NO
124,0.2165,0.6299714945025112,NO
125,0.1934,0.6068956155830054,NO
126,0.1934,0.6299714945025112,NO
127,0.0572,0.8654811999457039,NO
128,0.2318,0.7818650739785531,YES
129,0.0556,0.6740871453780373,NO
130,0.3609,0.6299714945025112,YES
131,0.1417,0.5149993212976789,NO
132,0.255,0.6299714945025112,YES
133,0.0522,0.6299714945025112,NO
134,0.0677,0.6964843219763812,NO
135,0.1439,0.6299714945025112,NO
136,0.0494,0.5659019953848243,NO
137,0.1715,0.6324148228586941,YES
138,0.0964,0.8413193973123387,NO
139,0.1343,0.6299714945025112,YES
140,0.1544,0.4381702185421474,NO
141,0.0732,0.6181620741142935,NO
142,0.1975,0.4616533188543506,NO
143,0.2582,0.8852993077236324,NO
144,0.1977,0.4638251662820687,NO
145,0.1701,0.41699470612189504,NO
146,0.1684,0.5076693362291298,NO
147,0.1225,0.32374100719424465,NO
148,0.1458,0.665942717524094,NO
149,0.4028,1.0,YES
150,0.1577,0.4175376679788245,NO
151,0.2904,0.9717659834396633,YES
152,0.1987,0.7439934844577171,NO
153,0.1756,0.9461110356997422,NO
154,0.1689,0.8251662820686847,NO
155,0.054000000000000006,0.6264422424324692,NO
156,0.1469,0.476177548527216,NO
157,0.0547,0.4889371521650606,NO
158,0.1082,0.4616533188543506,NO
159,0.2019,1.0,NO
160,0.1293,0.661056060811728,NO
161,0.3897,0.7704628749830325,YES
162,0.3612,0.9842541061490429,YES
163,0.2791,0.6523686711008552,YES
164,0.2894,0.5627799647074794,YES
165,0.2226,0.5726890185964437,NO
166,0.1753,0.6928193294421068,YES
167,0.0979,0.7172526130039365,NO
168,0.0985,0.5501561015338672,NO
169,0.0774,0.6991991312610288,NO
170,0.1069,0.5930500882313019,YES
171,0.3647,0.5930500882313019,YES
172,0.2531,0.6769376951269173,YES
173,0.1331,0.4372200352925208,YES
174,0.0885,0.6227772498981947,NO
175,0.0604,0.48106420523958204,NO
176,0.2068,0.5310166960771006,YES
177,0.2598,0.2507126374372201,NO
178,0.106,0.5418759332156915,YES
179,0.1459,0.28804126510112665,NO
180,0.2252,0.5930500882313019,NO
181,0.2571,0.8386045880276911,NO
182,0.2375,0.5930500882313019,NO
183,0.1453,0.6991991312610288,NO
184,0.2245,0.8386045880276911,YES
185,0.141,0.6991991312610288,NO
186,0.2623,0.5930500882313019,YES
187,0.142,0.4824216098819059,NO
188,0.2555,0.5930500882313019,YES
189,0.2049,0.5930500882313019,NO
190,0.2206,0.8386045880276911,NO
191,0.2228,0.5930500882313019,NO
192,0.1032,0.5312881770055653,NO
193,0.1461,0.5930500882313019,YES
194,0.1116,0.4848649382380889,NO
195,0.1326,0.5930500882313019,YES
196,0.1415,0.3612053753223836,NO
197,0.0745,0.5504275824623319,NO
198,0.2381,0.5940002714809285,NO
199,0.19,0.8629021311252885,NO
200,0.1547,0.5940002714809285,NO
201,0.1997,0.26211483643274064,NO
202,0.1653,0.4977602823401656,NO
203,0.1536,0.433826523686711,NO
204,0.1999,0.665942717524094,NO
205,0.1989,1.0,YES
206,0.2045,0.5428261164653183,NO
207,0.2447,0.9717659834396633,YES
208,0.2519,0.7439934844577171,NO
209,0.2036,0.9461110356997422,NO
210,0.2033,0.8251662820686847,NO
211,0.0533,0.6264422424324692,NO
212,0.105,0.6328220442513914,NO
213,0.055999999999999994,0.5155422831546084,NO
214,0.1113,0.5940002714809285,NO
215,0.2256,1.0,NO
216,0.0989,0.6173476313288989,NO
217,0.1879,0.7704628749830325,YES
218,0.1445,0.9842541061490429,YES
219,0.1901,0.6523686711008552,YES
220,0.3108,0.5322383602551921,YES
221,0.2405,0.5940002714809285,NO
222,0.1657,0.4437355775756752,YES
223,0.1331,0.6113750509026741,NO
224,0.0949,0.5775756753088095,NO
225,0.1339,0.9975566716438168,NO
226,0.22399999999999998,0.21569159766526408,NO
227,0.1967,0.12732455544997962,NO
228,0.1436,0.5492059182842406,NO
229,0.2079,0.12284512013031085,NO
230,0.1339,0.3014795710601331,NO
231,0.0967,1.0,NO
232,0.2198,0.09569702728383328,NO
233,0.3428,0.14985747251255593,YES
234,0.2344,0.2771820279625357,NO
235,0.1736,0.1392697163024298,YES
236,0.1331,0.16465318311388627,NO
237,0.0735,0.408986018732184,NO
238,0.0647,0.19519478756617356,NO
239,0.204,0.3412515270802227,NO
240,0.1327,0.408986018732184,NO
241,0.1655,0.3845527351703543,NO
242,0.31,0.12732455544997962,NO
243,0.1309,0.2401248812270938,NO
244,0.2819,0.16220985475770328,NO
245,0.4042,0.8964300257906881,YES
246,0.3296,0.5063119315868061,YES
247,0.4941,0.12732455544997962,YES
248,0.1783,0.9385095697027284,YES
249,0.193,0.12732455544997962,NO
250,0.2673,0.3014795710601331,YES
251,0.1726,0.12732455544997962,NO
252,0.1439,0.7072078186507398,NO
253,0.0769,0.513641916655355,NO
254,0.1953,0.4016560336636352,NO
255,0.2342,0.8629021311252885,NO
256,0.2047,0.3757296049952492,NO
257,0.1823,0.2311660105877563,NO
258,0.1684,0.4977602823401656,NO
259,0.1204,0.4024704764490294,NO
260,0.1751,0.665942717524094,NO
261,0.3579,1.0,YES
262,0.1828,0.3275417401927516,NO
263,0.2083,0.9717659834396633,YES
264,0.2252,0.7439934844577171,NO
265,0.2041,0.9461110356997422,NO
266,0.2007,0.8251662820686847,NO
267,0.0498,0.6264422424324692,NO
268,0.1415,0.6265779828967015,NO
269,0.0515,0.4889371521650606,NO
270,0.1207,0.4448215012895344,NO
271,0.1912,1.0,NO
272,0.14,0.6173476313288989,NO
273,0.4038,0.7704628749830325,YES
274,0.3494,0.9842541061490429,YES
275,0.2799,0.6523686711008552,YES
276,0.2675,0.4640966472105334,YES
277,0.2206,0.5159495045473055,NO
278,0.2003,0.5812406678430841,YES
279,0.1168,0.6020089588706394,NO
280,0.0727,0.6526401520293199,NO
281,0.0714,0.5487986968915433,NO
282,0.10800000000000001,0.5923713859101398,NO
283,0.2886,0.5923713859101398,NO
284,0.1427,0.6769376951269173,NO
285,0.0855,0.4569024026062169,NO
286,0.0605,0.41278675173069096,NO
287,0.0532,0.5111985882991721,NO
288,0.1421,0.5303379937559387,NO
289,0.4397,0.5815121487715489,YES
290,0.0607,0.5411972308945296,NO
291,0.2347,0.5619655219220849,YES
292,0.2118,0.5923713859101398,NO
293,0.2048,0.8623591692683588,NO
294,0.2045,0.5923713859101398,NO
295,0.0849,0.541332971358762,NO
296,0.1035,0.8623591692683588,NO
297,0.0824,0.5139133975838197,NO
298,0.0975,0.5923713859101398,NO
299,0.1702,0.5815121487715489,NO
300,0.1518,0.5923713859101398,NO
301,0.3372,0.5923713859101398,YES
302,0.3303,0.8623591692683588,YES
303,0.314,0.5923713859101398,YES
304,0.1257,0.5306094746844034,YES
305,0.1375,0.5923713859101398,NO
306,0.1128,0.5057689697298766,YES
307,0.099,0.5923713859101398,NO
308,0.1069,0.504140084159088,NO
309,0.0451,0.937695126917334,NO
310,0.5095,1.0,YES
311,0.1431,1.0,YES
312,0.1227,1.0,YES
313,0.2847,0.5264015202931995,YES
314,0.2237,0.5732319804533732,NO
315,0.1065,0.7715487986968916,NO
316,0.3266,0.9113614768562508,YES
317,0.0974,0.7545812406678432,NO
318,0.3289,0.9269716302429756,YES
319,0.1059,0.7315053617483371,NO
320,0.2131,1.0,NO
321,0.1496,0.7103298493280847,NO
322,0.1474,1.0,NO
323,0.0902,0.8847563458667029,NO
324,0.0993,0.5365820551106284,YES
325,0.0875,0.88801411700828,NO
326,0.2369,1.0,YES
327,0.2129,0.8418623591692682,NO
328,0.1321,1.0,YES
329,0.1271,1.0,NO
330,0.08,0.7416858965657662,NO
331,0.3025,1.0,NO
332,0.12,0.9119044387131804,NO
333,0.3399,1.0,YES
334,0.2516,0.7855300665128275,NO
335,0.2081,1.0,YES
336,0.1799,0.9279218134926022,NO
337,0.1547,0.6963485815121488,NO
338,0.3595,0.5285733677209177,YES
339,0.2156,0.5126917334057284,NO
340,0.1535,0.5126917334057284,NO
341,0.4159,0.4700692276367586,YES
342,0.1827,0.6613275417401927,NO
343,0.1097,0.7479299579204561,NO
344,0.5448,1.0,YES
345,0.191,0.1994027419573776,NO
346,0.4381,0.6675716030948826,YES
347,0.1528,0.2334735984797069,NO
348,0.3264,0.5126917334057284,NO
349,0.3203,0.6602416180263337,NO
350,0.2648,0.5126917334057284,NO
351,0.171,0.6963485815121488,NO
352,0.21899999999999997,0.4972173204832362,NO
353,0.1398,0.6963485815121488,NO
354,0.3673,0.5126917334057284,NO
355,0.1451,0.41142934708836704,NO
356,0.2637,0.5126917334057284,NO
357,0.1991,0.5126917334057284,NO
358,0.1784,0.33487172526130043,NO
359,0.3767,0.5126917334057284,NO
360,0.1917,0.456223700285055,NO
361,0.3794,0.5126917334057284,YES
362,0.3359,0.6613275417401927,NO
363,0.2874,0.53780371928872,YES
364,0.0798,0.3298493280847021,NO
365,0.0364,0.7509162481335687,NO
366,0.2475,0.8042622505768969,YES
367,0.2794,0.8042622505768969,YES
368,0.2232,0.8042622505768969,YES
369,0.2213,1.0,YES
370,0.1233,0.3845527351703543,NO
371,0.0474,0.6086602416180265,NO
372,0.2799,0.7283833310709924,YES
373,0.2328,0.3859101398126781,NO
374,0.2608,1.0,YES
375,0.1095,0.4315189357947605,NO
376,0.2365,0.8042622505768969,NO
377,0.2061,0.7526808741685895,NO
378,0.2048,0.8042622505768969,NO
379,0.0456,0.7055789330799511,NO
380,0.1795,0.4125152708022262,YES
381,0.0442,0.7084294828288313,NO
382,0.27,0.8042622505768969,YES
383,0.1224,0.6689290077372065,NO
384,0.1913,0.8042622505768969,YES
385,0.2397,0.8042622505768969,NO
386,0.2111,0.463960906746301,NO
387,0.2935,0.8042622505768969,NO
388,0.1155,0.7287905524636895,NO
389,0.243,0.8042622505768969,YES
390,0.1959,0.874983032441971,NO
391,0.198,0.8042622505768969,YES
392,0.1636,1.0,NO
393,0.1646,0.8491923442378173,NO
394,0.3881,0.5224650468304601,YES
395,0.1762,0.4144156373014796,NO
396,0.1649,0.4144156373014796,NO
397,0.4197,0.5990226686575268,YES
398,0.1681,0.7620469662006244,NO
399,0.153,0.8099633500746573,NO
400,0.4738,0.6921406271209447,YES
401,0.159,0.13641916655354966,NO
402,0.493,0.5990226686575268,YES
403,0.1456,0.16668929007737204,NO
404,0.2244,0.5441835211076422,NO
405,0.1542,0.8079272431111715,NO
406,0.1277,0.5971223021582734,NO
407,0.1775,0.8491923442378173,NO
408,0.2106,0.5451337043572689,NO
409,0.1654,0.8491923442378173,NO
410,0.3557,0.4144156373014796,NO
411,0.0902,0.4279896837247184,NO
412,0.2663,0.4144156373014796,NO
413,0.2218,0.680331206732727,NO
414,0.1764,0.4353196687932673,NO
415,0.3901,0.4144156373014796,NO
416,0.21600000000000003,0.7426360798153929,NO
417,0.402,0.4144156373014796,YES
418,0.3584,0.6159902266865753,NO
419,0.3239,0.4144156373014796,YES
420,0.0467,0.5686168046694721,NO
421,0.0184,0.7207818650739786,NO
422,0.0544,0.5975295235509706,YES
423,0.1967,0.5975295235509706,YES
424,0.1251,0.6769376951269173,YES
425,0.0526,0.6128681960092304,YES
426,0.0389,0.6769376951269173,NO
427,0.0098,0.4981675037328627,NO
428,0.1204,0.5350889100040721,YES
429,0.1152,0.2535631871861002,NO
430,0.0434,0.6128681960092304,YES
431,0.0994,0.29102755531423924,NO
432,0.171,0.5975295235509706,NO
433,0.1733,0.687661191801276,NO
434,0.1785,0.5975295235509706,NO
435,0.0632,0.7207818650739786,NO
436,0.1652,0.8500067870232115,YES
437,0.0614,0.7207818650739786,NO
438,0.1533,0.5975295235509706,YES
439,0.1347,0.4862223428804127,NO
440,0.1212,0.5975295235509706,YES
441,0.015,0.5975295235509706,NO
442,0.0714,0.8293742364598886,NO
443,0.0698,0.5975295235509706,NO
444,0.035,0.5354961313967694,NO
445,0.0672,0.5975295235509706,YES
446,0.0378,0.5505633229265645,NO
447,0.0637,0.5975295235509706,YES
448,0.3024,0.4455002036106964,YES
449,0.0482,0.937695126917334,YES
450,0.3634,1.0,NO
451,0.1548,1.0,NO
452,0.1459,1.0,NO
453,0.1506,0.5264015202931995,NO
454,0.2394,0.4231030270123523,YES
455,0.3693,0.7715487986968916,YES
456,0.1404,0.9113614768562508,NO
457,0.0758,0.8816343151893579,NO
458,0.1517,0.9269716302429756,NO
459,0.067,0.9109542554635536,NO
460,0.2131,1.0,NO
461,0.16,0.8323605266730012,NO
462,0.1446,1.0,NO
463,0.0844,0.8847563458667029,YES
464,0.095,0.5365820551106284,NO
465,0.2419,0.88801411700828,YES
466,0.026000000000000002,1.0,NO
467,0.2985,0.8816343151893579,YES
468,0.0377,1.0,NO
469,0.102,1.0,NO
470,0.0927,0.8672458259807247,NO
471,0.1259,1.0,NO
472,0.1193,0.9119044387131804,NO
473,0.2177,1.0,NO
474,0.15,0.7855300665128275,NO
475,0.0996,1.0,NO
476,0.0839,1.0,NO
477,0.0672,0.941903081308538,NO
478,0.3068,0.6478892357811865,YES
479,0.1154,0.6097461653318854,YES
480,0.0802,0.6097461653318854,YES
481,0.3166,0.8141713044658612,YES
482,0.0868,0.8479706800597258,NO
483,0.0677,0.8099633500746573,NO
484,0.5456,0.6696077100583684,YES
485,0.0938,0.2614361341115787,NO
486,0.3771,0.8141713044658612,YES
487,0.0765,0.2993077236324148,NO
488,0.3042,0.6134111578661599,NO
489,0.1867,0.8973802090403149,NO
490,0.2024,0.6702864123795302,NO
491,0.084,0.941903081308538,NO
492,0.1127,0.5451337043572689,YES
493,0.0773,0.941903081308538,NO
494,0.3002,0.6097461653318854,YES
495,0.0821,0.4970815800190037,NO
496,0.1969,0.6097461653318854,YES
497,0.1353,0.6097461653318854,NO
498,0.0942,0.496131396769377,NO
499,0.3023,0.6097461653318854,NO
500,0.1177,0.574182163703,NO
501,0.2966,0.6153115243654135,YES
502,0.2621,0.7935387539025383,NO
503,0.3631,0.6097461653318854,YES
504,0.1178,0.5257228179720375,NO
505,0.0474,0.937695126917334,NO
506,0.4277,1.0,YES
507,0.2214,1.0,YES
508,0.2007,1.0,YES
509,0.2467,0.5264015202931995,YES
510,0.2192,0.4372200352925208,NO
511,0.1165,0.7715487986968916,NO
512,0.3035,0.9113614768562508,YES
513,0.1886,0.7898737613682638,NO
514,0.2922,0.9269716302429756,YES
515,0.1088,0.7659834396633636,NO
516,0.2277,1.0,NO
517,0.1763,0.7442649653861817,NO
518,0.1744,1.0,NO
519,0.0948,0.8847563458667029,NO
520,0.152,0.5365820551106284,YES
521,0.0882,0.88801411700828,NO
522,0.2267,1.0,YES
523,0.1968,0.8418623591692682,NO
524,0.1574,1.0,YES
525,0.2134,1.0,NO
526,0.1846,0.77657119587349,NO
527,0.3004,1.0,NO
528,0.1322,0.9119044387131804,NO
529,0.3039,1.0,YES
530,0.2341,0.7855300665128275,NO
531,0.2137,1.0,YES
532,0.1342,0.808470204968101,NO
533,0.1099,1.0,NO
534,0.526,0.9573774942310302,YES
535,0.1623,0.9573774942310302,YES
536,0.1996,0.9573774942310302,YES
537,0.3297,0.5564001628885571,YES
538,0.22699999999999998,0.9018596443599836,NO
539,0.1622,0.9887335414687121,NO
540,0.3372,0.8714537803719289,YES
541,0.1102,0.5716030948825845,NO
542,0.3901,0.8866567123659563,YES
543,0.1022,0.5523279489615855,NO
544,0.1483,0.9573774942310302,NO
545,0.0862,0.9535767612325234,NO
546,0.0629,0.9573774942310302,NO
547,0.2034,1.0,NO
548,0.1682,0.5084837790145242,YES
549,0.1975,1.0,NO
550,0.3422,0.9573774942310302,YES
551,0.1773,0.8042622505768969,NO
552,0.2514,0.9573774942310302,YES
553,0.1754,0.9573774942310302,NO
554,0.1301,0.572146056739514,NO
555,0.3619,0.9573774942310302,NO
556,0.1715,0.994027419573775,NO
557,0.3452,0.9573774942310302,YES
558,0.3259,0.7495588434912448,NO
559,0.258,0.9573774942310302,YES
560,0.0709,1.0,NO
561,0.0732,0.8547577032713451,NO
562,0.3094,0.5999728519071537,YES
563,0.1091,0.4581240667843085,YES
564,0.0665,0.4581240667843085,YES
565,0.2941,0.7277046287498303,YES
566,0.0664,0.7670693633772228,NO
567,0.0556,0.8099633500746573,NO
568,0.5229,0.5502918419980996,YES
569,0.1003,0.1645174426496539,NO
570,0.3604,0.7277046287498303,YES
571,0.08800000000000001,0.19641645174426495,NO
572,0.2859,0.5482557350346138,NO
573,0.1263,0.8132211212162346,NO
574,0.1497,0.60146599701371,NO
575,0.1047,0.8547577032713451,NO
576,0.1031,0.5451337043572689,YES
577,0.1016,0.8547577032713451,NO
578,0.3066,0.4581240667843085,YES
579,0.0639,0.4279896837247184,NO
580,0.2147,0.4581240667843085,YES
581,0.1277,0.4589385095697028,NO
582,0.0813,0.4388489208633093,NO
583,0.3135,0.4581240667843085,NO
584,0.1095,0.4966743586263066,NO
585,0.302,0.5344102076829103,YES
586,0.2369,0.7434505226007873,NO
587,0.4263,0.5189357947604181,YES
588,0.1151,0.6472105334600244,NO
589,0.0905,0.8122709379666078,NO
590,0.1028,0.6187050359712231,YES
591,0.3566,0.6187050359712231,YES
592,0.2651,0.6769376951269173,YES
593,0.1542,0.3747794217456224,YES
594,0.094,0.7277046287498303,NO
595,0.0554,0.5707886520971901,NO
596,0.2037,0.5550427582462332,YES
597,0.1971,0.267137233609339,NO
598,0.1126,0.5661734763132891,YES
599,0.1418,0.30541604452287235,NO
600,0.2488,0.6187050359712231,NO
601,0.2731,0.8338536717795575,NO
602,0.2523,0.6187050359712231,NO
603,0.1698,0.8122709379666078,NO
604,0.2266,0.8338536717795575,YES
605,0.1648,0.8122709379666078,NO
606,0.2745,0.6187050359712231,YES
607,0.1508,0.5050902674087145,NO
608,0.2653,0.6187050359712231,YES
609,0.1206,0.6187050359712231,NO
610,0.1613,0.8338536717795575,NO
611,0.1611,0.6187050359712231,NO
612,0.1018,0.5553142391746979,NO
613,0.152,0.6187050359712231,YES
614,0.1186,0.519207275688883,NO
615,0.1207,0.6187050359712231,YES
616,0.1201,0.808470204968101,NO
617,0.10300000000000001,1.0,NO
618,0.254,0.8004615175783899,YES
619,0.3285,0.4825573503461383,YES
620,0.3624,0.5170354282611647,YES
621,0.2593,0.6902402606216913,YES
622,0.0981,0.9739378308673816,NO
623,0.0792,0.8326320076014659,NO
624,0.2917,0.5073978553006651,YES
625,0.1836,0.1799918555721461,NO
626,0.3039,0.6902402606216913,YES
627,0.1342,0.21297678838061634,NO
628,0.1448,0.6568481064205238,NO
629,0.1036,0.9535767612325234,NO
630,0.0702,0.7163024297543097,NO
631,0.1825,1.0,NO
632,0.2937,0.5558572010316274,YES
633,0.1772,1.0,NO
634,0.5728,0.4825573503461383,YES
635,0.0892,0.4327405999728519,NO
636,0.4594,0.4825573503461383,YES
637,0.1677,0.8215012895344103,NO
638,0.1461,0.5342744672186779,NO
639,0.2985,0.4825573503461383,NO
640,0.1348,0.8924935523279489,NO
641,0.2479,0.4825573503461383,YES
642,0.2298,0.9739378308673816,NO
643,0.2345,0.4992534274467219,YES
644,0.08900000000000001,0.60146599701371,NO
645,0.0394,0.937695126917334,NO
646,0.1381,1.0,NO
647,0.2108,1.0,NO
648,0.0676,1.0,NO
649,0.0957,0.7750780507669337,NO
650,0.0963,0.6782950997692412,NO
651,0.0435,0.7715487986968916,NO
652,0.2592,0.9113614768562508,NO
653,0.1291,0.7620469662006244,NO
654,0.0785,0.9269716302429756,NO
655,0.1052,0.8253020225329171,NO
656,0.4225,1.0,YES
657,0.3368,0.9575132346952626,YES
658,0.3938,1.0,YES
659,0.0766,0.8847563458667029,NO
660,0.0711,0.6302429754309761,NO
661,0.0797,0.88801411700828,NO
662,0.0531,1.0,NO
663,0.1551,0.8418623591692682,NO
664,0.077,1.0,NO
665,0.0463,1.0,NO
666,0.0745,0.6507397855300665,NO
667,0.1014,1.0,NO
668,0.0541,0.9119044387131804,NO
669,0.1685,1.0,NO
670,0.0541,0.7855300665128275,NO
671,0.2105,1.0,NO
672,0.1239,0.4019275145920999,YES
673,0.289,0.937695126917334,YES
674,0.2752,1.0,NO
675,0.1653,1.0,NO
676,0.0814,1.0,NO
677,0.0623,0.5264015202931995,NO
678,0.32899999999999996,0.2416180263336501,YES
679,0.1249,0.7715487986968916,YES
680,0.0968,0.9113614768562508,NO
681,0.1519,0.8414551377765711,NO
682,0.0533,0.9269716302429756,NO
683,0.1784,0.9091896294285328,NO
684,0.1661,1.0,NO
685,0.1504,0.6678430840233474,NO
686,0.1562,1.0,NO
687,0.3075,0.8847563458667029,YES
688,0.0597,0.5365820551106284,NO
689,0.1815,0.88801411700828,YES
690,0.0336,1.0,NO
691,0.3735,0.8418623591692682,YES
692,0.0877,1.0,NO
693,0.1163,1.0,NO
694,0.0418,0.7058504140084159,NO
695,0.1354,1.0,NO
696,0.0948,0.9119044387131804,NO
697,0.1407,1.0,NO
698,0.0821,0.7855300665128275,NO
699,0.0894,1.0,NO
700,0.0416,0.4763132889914484,NO
701,0.0131,0.5368535360390934,NO
702,0.1203,0.7040857879733948,YES
703,0.2886,0.5798832632007602,YES
704,0.2879,0.5798832632007602,YES
705,0.1294,0.6719152979503189,YES
706,0.0498,0.6854893443735577,NO
707,0.0139,0.42201710329849335,NO
708,0.1999,0.6577982896701506,YES
709,0.1109,0.24229672865481205,NO
710,0.1389,0.7175240939324012,YES
711,0.0996,0.279082394461789,NO
712,0.1977,0.5798832632007602,NO
713,0.1726,0.4843219763811592,NO
714,0.1805,0.5798832632007602,NO
715,0.0204,0.7515949504547306,NO
716,0.2123,0.6757160309488259,YES
717,0.0198,0.5401113071806707,NO
718,0.3536,0.5798832632007602,YES
719,0.1039,0.4707479299579204,NO
720,0.2827,0.5798832632007602,YES
721,0.0426,0.5798832632007602,NO
722,0.0387,0.5983439663363648,NO
723,0.1228,0.5798832632007602,NO
724,0.0373,0.6263065019682368,NO
725,0.1359,0.6697434505226008,YES
726,0.0808,0.7077507805076693,NO
727,0.1119,0.6519614497081581,YES
728,0.3458,0.4019275145920999,YES
729,0.0264,0.937695126917334,YES
730,0.3473,1.0,NO
731,0.1555,1.0,NO
732,0.0906,1.0,NO
733,0.107,0.5264015202931995,NO
734,0.226,0.3853671779557487,YES
735,0.4184,0.7715487986968916,YES
736,0.1111,0.9113614768562508,NO
737,0.1017,0.8694176734084431,NO
738,0.09699999999999999,0.9269716302429756,NO
739,0.1058,0.9386453101669608,NO
740,0.1741,1.0,NO
741,0.1373,0.7748065698384687,NO
742,0.132,1.0,NO
743,0.1138,0.8847563458667029,YES
744,0.0766,0.5365820551106284,NO
745,0.3242,0.88801411700828,YES
746,0.0297,1.0,NO
747,0.3407,0.8418623591692682,YES
748,0.0387,1.0,NO
749,0.0621,1.0,NO
750,0.076,0.8080629835754038,NO
751,0.1266,1.0,NO
752,0.0726,0.9119044387131804,NO
753,0.192,1.0,NO
754,0.1128,0.7855300665128275,NO
755,0.0813,1.0,NO
756,0.1238,0.6906474820143884,NO
757,0.0659,0.8627663906610561,NO
