,DIRECT_NA_NA_VSM,NONETRACED_MEDIAN_SINGLE_LSA,Associated
77,0.4465,0.2399020807833537,YES
78,0.4252,0.3263973888208894,YES
79,0.3653,0.25846593227254183,YES
80,0.1771,0.13647490820073438,YES
81,0.1659,0.1124031007751938,NO
82,0.1927,0.15014279885760912,YES
83,0.1251,0.12321501427988575,NO
84,0.1303,0.3051815585475316,YES
85,0.1814,0.4971440228478172,YES
86,0.3356,0.32435740514075884,NO
87,0.1662,0.05018359853121175,NO
88,0.1507,0.10975112199102406,NO
89,0.1441,0.3035495716034272,NO
90,0.3435,0.262749898000816,YES
91,0.1243,0.2533659730722154,YES
92,0.1731,0.3663810689514484,NO
93,0.0952,0.07588739290085679,NO
94,0.1364,0.2786617707058344,NO
95,0.0887,0.10811913504691964,NO
96,0.2289,0.4247246022031824,NO
97,0.2088,0.5603835169318645,NO
98,0.2075,0.3871889024887801,NO
99,0.1923,0.30640554875561,YES
100,0.0927,0.2394940840473276,NO
101,0.0821,0.2976336189310485,YES
102,0.0311,0.08078335373317012,NO
103,0.3081,0.2933496532027744,YES
104,0.0406,0.1452468380252958,NO
105,0.1251,0.28253773969808244,NO
106,0.091,0.30640554875561,NO
107,0.11800000000000001,0.2911056711546308,NO
108,0.1053,0.26397388820889434,NO
109,0.2201,0.3198694410444717,NO
110,0.1351,0.3778049775601795,NO
111,0.1328,0.3129334965320277,NO
112,0.0724,0.11281109751121993,NO
113,0.0244,0.452264381884945,NO
114,0.1404,0.31007751937984496,YES
115,0.3348,0.12933496532027744,YES
116,0.2937,0.21093431252549985,YES
117,0.14300000000000002,0.3733170134638923,YES
118,0.0826,0.31007751937984496,NO
119,0.013000000000000001,0.15055079559363527,NO
120,0.2103,0.35903712770297835,YES
121,0.1395,0.08996328029375765,NO
122,0.1325,0.2280701754385965,YES
123,0.1443,0.1248470012239902,NO
124,0.2165,0.3771929824561404,NO
125,0.1934,0.4728682170542636,NO
126,0.1934,0.3365973072215422,NO
127,0.0572,0.3302733578131375,NO
128,0.2318,0.31946144430844553,YES
129,0.0556,0.11995104039167688,NO
130,0.3609,0.16646266829865364,YES
131,0.1417,0.2962056303549572,NO
132,0.255,0.20093839249286005,YES
133,0.0522,0.3084455324357405,NO
134,0.0677,0.3733170134638923,NO
135,0.1439,0.4020807833537332,NO
136,0.0494,0.30640554875561,NO
137,0.1715,0.4004487964096287,YES
138,0.0964,0.3488372093023256,NO
139,0.1343,0.32435740514075884,YES
140,0.1544,0.3627090983272134,NO
141,0.0732,0.6654426764585882,NO
142,0.1975,0.3253773969808241,NO
143,0.2582,0.32109343125255,NO
144,0.1977,0.3567931456548348,NO
145,0.1701,0.37005303957568336,NO
146,0.1684,0.4916360669114647,NO
147,0.1225,0.4157486740106079,NO
148,0.1458,0.3669930640554875,NO
149,0.4028,0.1415748674010608,YES
150,0.1577,0.3602611179110567,NO
151,0.2904,0.18625050999592,YES
152,0.1987,0.39616483068135455,NO
153,0.1756,0.7184822521419828,NO
154,0.1689,0.5136678906568747,NO
155,0.054000000000000006,0.40065279477764176,NO
156,0.1469,0.6209710322317421,NO
157,0.0547,0.4008567931456548,NO
158,0.1082,0.1976744186046512,NO
159,0.2019,0.3312933496532028,NO
160,0.1293,0.2537739698082415,NO
161,0.3897,0.4761321909424725,YES
162,0.3612,0.6168910648714809,YES
163,0.2791,0.3655650754793962,YES
164,0.2894,0.44879640962872297,YES
165,0.2226,0.394124847001224,NO
166,0.1753,0.5087719298245614,YES
167,0.0979,0.3423092615259078,NO
168,0.0985,0.2933496532027744,NO
169,0.0774,0.5426356589147286,NO
170,0.1069,0.2574459404324765,YES
171,0.3647,0.09751121991024073,YES
172,0.2531,0.13015095879232966,YES
173,0.1331,0.35760913912688697,YES
174,0.0885,0.3217054263565891,NO
175,0.0604,0.16748266013871888,NO
176,0.2068,0.277437780497756,YES
177,0.2598,0.138718890248878,NO
178,0.106,0.3374133006935945,YES
179,0.1459,0.1207670338637291,NO
180,0.2252,0.2962056303549572,NO
181,0.2571,0.5758873929008568,NO
182,0.2375,0.29498164014687883,NO
183,0.1453,0.3310893512851897,NO
184,0.2245,0.24398204814361485,YES
185,0.141,0.19237046103631167,NO
186,0.2623,0.16238270093839247,YES
187,0.142,0.25254997960016323,NO
188,0.2555,0.20114239086087315,YES
189,0.2049,0.2574459404324765,NO
190,0.2206,0.37637698898408817,NO
191,0.2228,0.2623419012647899,NO
192,0.1032,0.2672378620971032,NO
193,0.1461,0.3349653202774377,YES
194,0.1116,0.3327213382292942,NO
195,0.1326,0.2594859241126071,YES
196,0.1415,0.31701346389228885,NO
197,0.0745,0.5238678090575275,NO
198,0.2381,0.3345573235414117,NO
199,0.19,0.18645450836393307,NO
200,0.1547,0.15095879232966136,NO
201,0.1997,0.4418604651162791,NO
202,0.1653,0.4524683802529579,NO
203,0.1536,0.2549979600163199,NO
204,0.1999,0.4920440636474908,NO
205,0.1989,0.04834761321909424,YES
206,0.2045,0.3769889840881273,NO
207,0.2447,0.1576907384740922,YES
208,0.2519,0.4536923704610363,NO
209,0.2036,0.6115871073031416,NO
210,0.2033,0.4361485108119135,NO
211,0.0533,0.3263973888208894,NO
212,0.105,0.4067727458180335,NO
213,0.055999999999999994,0.4010607915136679,NO
214,0.1113,0.17278661770705833,NO
215,0.2256,0.3408812729498164,NO
216,0.0989,0.21950224398204812,NO
217,0.1879,0.23357813137494904,YES
218,0.1445,0.4508363933088534,YES
219,0.1901,0.3329253365973072,YES
220,0.3108,0.3533251733986128,YES
221,0.2405,0.4855161158710731,NO
222,0.1657,0.4867401060791514,YES
223,0.1331,0.346797225622195,NO
224,0.0949,0.3253773969808241,NO
225,0.1339,0.405140758873929,NO
226,0.22399999999999998,0.16483068135454915,NO
227,0.1967,0.15279477764177885,NO
228,0.1436,0.2182782537739698,NO
229,0.2079,0.1831905344757242,NO
230,0.1339,0.2986536107711138,NO
231,0.0967,0.13504691962464302,NO
232,0.2198,0.18604651162790695,NO
233,0.3428,0.07384740922072623,YES
234,0.2344,0.1925744594043248,NO
235,0.1736,0.14728682170542634,YES
236,0.1331,0.21542227662178706,NO
237,0.0735,0.3986128110975112,NO
238,0.0647,0.3388412892696859,NO
239,0.204,0.3488372093023256,NO
240,0.1327,0.33700530395756834,NO
241,0.1655,0.2674418604651163,NO
242,0.31,0.1901264789881681,NO
243,0.1309,0.18196654426764586,NO
244,0.2819,0.1937984496124031,NO
245,0.4042,0.2392900856793146,YES
246,0.3296,0.4400244798041616,YES
247,0.4941,0.2927376580987352,YES
248,0.1783,0.3341493268053856,YES
249,0.193,0.197062423500612,NO
250,0.2673,0.3733170134638923,YES
251,0.1726,0.1944104447164423,NO
252,0.1439,0.4120767033863729,NO
253,0.0769,0.43696450428396577,NO
254,0.1953,0.18115055079559367,NO
255,0.2342,0.2123623011015912,NO
256,0.2047,0.2056303549571604,NO
257,0.1823,0.2800897592819257,NO
258,0.1684,0.3259893920848633,NO
259,0.1204,0.281109751121991,NO
260,0.1751,0.19175846593227255,NO
261,0.3579,0.08731130150958792,YES
262,0.1828,0.2868217054263565,NO
263,0.2083,0.09914320685434518,YES
264,0.2252,0.20073439412484698,NO
265,0.2041,0.4987760097919217,NO
266,0.2007,0.28192574459404324,NO
267,0.0498,0.262749898000816,NO
268,0.1415,0.4859241126070991,NO
269,0.0515,0.4302325581395348,NO
270,0.1207,0.1395348837209302,NO
271,0.1912,0.2660138718890249,NO
272,0.14,0.14137086903304774,NO
273,0.4038,0.3251733986128111,YES
274,0.3494,0.5389636882904936,YES
275,0.2799,0.2725418196654427,YES
276,0.2675,0.34108527131782945,YES
277,0.2206,0.2174622603019176,NO
278,0.2003,0.40962872297021613,YES
279,0.1168,0.22031823745410034,NO
280,0.0727,0.4430844553243574,NO
281,0.0714,0.7033863729090166,NO
282,0.10800000000000001,0.3618931048551611,NO
283,0.2886,0.1601387188902489,NO
284,0.1427,0.4065687474500204,NO
285,0.0855,0.37902896776825773,NO
286,0.0605,0.4239086087311302,NO
287,0.0532,0.2662178702570379,NO
288,0.1421,0.35454916360669114,NO
289,0.4397,0.17156262749898005,YES
290,0.0607,0.3767849857201142,NO
291,0.2347,0.20318237454100369,YES
292,0.2118,0.4410444716442268,NO
293,0.2048,0.7343941248470012,NO
294,0.2045,0.4418604651162791,NO
295,0.0849,0.31905344757241944,NO
296,0.1035,0.5418196654426765,NO
297,0.0824,0.4334965320277437,NO
298,0.0975,0.16136270909832726,NO
299,0.1702,0.33578131374949,NO
300,0.1518,0.29294165646674825,NO
301,0.3372,0.44879640962872297,YES
302,0.3303,0.5177478580171357,YES
303,0.314,0.4116687066503468,YES
304,0.1257,0.4224806201550388,YES
305,0.1375,0.4120767033863729,NO
306,0.1128,0.4416564667482659,YES
307,0.099,0.34067727458180336,NO
308,0.1069,0.4842921256629947,NO
309,0.0451,0.6862505099959201,NO
310,0.5095,0.4157486740106079,YES
311,0.1431,0.06405548755609954,YES
312,0.1227,0.13749490004079967,YES
313,0.2847,0.4500203998368013,YES
314,0.2237,0.4357405140758875,NO
315,0.1065,0.4569563443492452,NO
316,0.3266,0.5375356997144023,YES
317,0.0974,0.09281925744594044,NO
318,0.3289,0.3773969808241534,YES
319,0.1059,0.2282741738066096,NO
320,0.2131,0.4973480212158302,NO
321,0.1496,0.6872705018359853,NO
322,0.1474,0.4471644226846186,NO
323,0.0902,0.4214606283149735,NO
324,0.0993,0.3792329661362709,YES
325,0.0875,0.4545083639330885,NO
326,0.2369,0.1211750305997552,YES
327,0.2129,0.40065279477764176,NO
328,0.1321,0.2182782537739698,YES
329,0.1271,0.2915136678906569,NO
330,0.08,0.4349245206038352,NO
331,0.3025,0.39045287637698906,NO
332,0.12,0.4769481844145248,NO
333,0.3399,0.5216238270093838,YES
334,0.2516,0.4565483476132191,NO
335,0.2081,0.42309261525907793,YES
336,0.1799,0.3822929416564667,NO
337,0.1547,0.7290901672786617,NO
338,0.3595,0.16421868625051,YES
339,0.2156,0.10057119543043654,NO
340,0.1535,0.1395348837209302,NO
341,0.4159,0.317421460628315,YES
342,0.1827,0.3722970216238271,NO
343,0.1097,0.35862913096695226,NO
344,0.5448,0.32435740514075884,YES
345,0.191,0.1142390860873113,NO
346,0.4381,0.3926968584251326,YES
347,0.1528,0.222562219502244,NO
348,0.3264,0.4793961648306813,NO
349,0.3203,0.5720114239086087,NO
350,0.2648,0.41248470012239896,NO
351,0.171,0.368625050999592,NO
352,0.21899999999999997,0.2933496532027744,NO
353,0.1398,0.3251733986128111,NO
354,0.3673,0.1452468380252958,NO
355,0.1451,0.4004487964096287,NO
356,0.2637,0.17931456548347613,NO
357,0.1991,0.2484700122399021,NO
358,0.1784,0.3441452468380253,NO
359,0.3767,0.1903304773561812,NO
360,0.1917,0.3629130966952264,NO
361,0.3794,0.3017135862913096,YES
362,0.3359,0.2672378620971032,NO
363,0.2874,0.2354141166870665,YES
364,0.0798,0.21379028967768252,NO
365,0.0364,0.3378212974296206,NO
366,0.2475,0.17645858833129335,YES
367,0.2794,0.08445532435740515,YES
368,0.2232,0.15667074663402691,YES
369,0.2213,0.2272541819665443,YES
370,0.1233,0.20971032231742145,NO
371,0.0474,0.21379028967768252,NO
372,0.2799,0.22195022439820486,YES
373,0.2328,0.04365565075479397,NO
374,0.2608,0.12545899632802934,YES
375,0.1095,0.07343941248470014,NO
376,0.2365,0.2056303549571604,NO
377,0.2061,0.36209710322317423,NO
378,0.2048,0.23745410036719705,NO
379,0.0456,0.18115055079559367,NO
380,0.1795,0.2141982864137087,YES
381,0.0442,0.25152998776009794,NO
382,0.27,0.10934312525499794,YES
383,0.1224,0.1937984496124031,NO
384,0.1913,0.16238270093839247,YES
385,0.2397,0.28702570379436965,NO
386,0.2111,0.2711138310893513,NO
387,0.2935,0.2656058751529988,NO
388,0.1155,0.15993472052223578,NO
389,0.243,0.2282741738066096,YES
390,0.1959,0.29824561403508776,NO
391,0.198,0.21705426356589147,YES
392,0.1636,0.4426764585883312,NO
393,0.1646,0.6087311301509587,NO
394,0.3881,0.23398612811097516,YES
395,0.1762,0.1036311709506324,NO
396,0.1649,0.13382292941656465,NO
397,0.4197,0.37984496124031,YES
398,0.1681,0.3569971440228478,NO
399,0.153,0.3641370869033048,NO
400,0.4738,0.4108527131782946,YES
401,0.159,0.13994288045695635,NO
402,0.493,0.3835169318645451,YES
403,0.1456,0.3212974296205631,NO
404,0.2244,0.5083639330885352,NO
405,0.1542,0.525907792737658,NO
406,0.1277,0.5101999184006527,NO
407,0.1775,0.4724602203182374,NO
408,0.2106,0.2974296205630355,NO
409,0.1654,0.3490412076703386,NO
410,0.3557,0.22195022439820486,NO
411,0.0902,0.4202366381068951,NO
412,0.2663,0.24214606283149734,NO
413,0.2218,0.24398204814361485,NO
414,0.1764,0.40126478988168096,NO
415,0.3901,0.29416564667482664,NO
416,0.21600000000000003,0.3802529579763362,NO
417,0.402,0.3957568339453284,YES
418,0.3584,0.3678090575275398,NO
419,0.3239,0.3125254997960016,YES
420,0.0467,0.23704610363117096,NO
421,0.0184,0.5414116687066503,NO
422,0.0544,0.2978376172990616,YES
423,0.1967,0.10199918400652797,YES
424,0.1251,0.16034271725826196,YES
425,0.0526,0.3543451652386781,YES
426,0.0389,0.4084047327621379,NO
427,0.0098,0.17645858833129335,NO
428,0.1204,0.3092615259077927,YES
429,0.1152,0.08241534067727459,NO
430,0.0434,0.25458996328029376,YES
431,0.0994,0.05079559363525092,NO
432,0.171,0.3890248878008976,NO
433,0.1733,0.4422684618523052,NO
434,0.1785,0.3521011831905345,NO
435,0.0632,0.3780089759281926,NO
436,0.1652,0.3149734802121583,YES
437,0.0614,0.2496940024479804,NO
438,0.1533,0.2417380660954713,YES
439,0.1347,0.18604651162790695,NO
440,0.1212,0.24602203182374546,YES
441,0.015,0.3047735618115055,NO
442,0.0714,0.27682578539371683,NO
443,0.0698,0.3778049775601795,NO
444,0.035,0.2953896368829049,NO
445,0.0672,0.35454916360669114,YES
446,0.0378,0.3361893104855161,NO
447,0.0637,0.3392492860057119,YES
448,0.3024,0.1746226030191758,YES
449,0.0482,0.28151774785801714,YES
450,0.3634,0.20399836801305588,NO
451,0.1548,0.10567115463076296,NO
452,0.1459,0.11383108935128518,NO
453,0.1506,0.3129334965320277,NO
454,0.2394,0.20399836801305588,YES
455,0.3693,0.21542227662178706,YES
456,0.1404,0.2174622603019176,NO
457,0.0758,0.022847817217462263,NO
458,0.1517,0.17095063239494085,NO
459,0.067,0.061403508771929835,NO
460,0.2131,0.2319461444308445,NO
461,0.16,0.27947776417788656,NO
462,0.1446,0.2354141166870665,NO
463,0.0844,0.16034271725826196,YES
464,0.095,0.2307221542227662,NO
465,0.2419,0.19910240718074254,YES
466,0.026000000000000002,0.14443084455324354,NO
467,0.2985,0.16136270909832726,YES
468,0.0377,0.13831089351285186,NO
469,0.102,0.17645858833129335,NO
470,0.0927,0.2986536107711138,NO
471,0.1259,0.17339861281109753,NO
472,0.1193,0.2231742146062832,NO
473,0.2177,0.2696858425132599,NO
474,0.15,0.30314157486740106,NO
475,0.0996,0.20155038759689925,NO
476,0.0839,0.5299877600979191,NO
477,0.0672,0.8861689106487147,NO
478,0.3068,0.2558139534883721,YES
479,0.1154,0.10199918400652797,YES
480,0.0802,0.21950224398204812,YES
481,0.3166,0.3345573235414117,YES
482,0.0868,0.2972256221950225,NO
483,0.0677,0.4430844553243574,NO
484,0.5456,0.5291717666258668,YES
485,0.0938,0.1452468380252958,NO
486,0.3771,0.3871889024887801,YES
487,0.0765,0.37250101999184,NO
488,0.3042,0.551203590371277,NO
489,0.1867,0.7539779681762545,NO
490,0.2024,0.5393716850265197,NO
491,0.084,0.4975520195838434,NO
492,0.1127,0.3149734802121583,YES
493,0.0773,0.4504283965728274,NO
494,0.3002,0.19849041207670345,YES
495,0.0821,0.49265605875153007,NO
496,0.1969,0.25254997960016323,YES
497,0.1353,0.419828641370869,NO
498,0.0942,0.4789881680946553,NO
499,0.3023,0.3757649938800489,NO
500,0.1177,0.4271725826193391,NO
501,0.2966,0.4379844961240311,YES
502,0.2621,0.3076295389636883,NO
503,0.3631,0.4677682578539372,YES
504,0.1178,0.44022847817217453,NO
505,0.0474,0.6625866993064055,NO
506,0.4277,0.3635250917992656,YES
507,0.2214,0.08975928192574457,YES
508,0.2007,0.14320685434516522,YES
509,0.2467,0.445124439004488,YES
510,0.2192,0.3529171766625867,NO
511,0.1165,0.386780905752754,NO
512,0.3035,0.5138718890248878,YES
513,0.1886,0.0711954304365565,NO
514,0.2922,0.4033047735618115,YES
515,0.1088,0.2292941656466749,NO
516,0.2277,0.4775601795185638,NO
517,0.1763,0.6393308853529172,NO
518,0.1744,0.4828641370869033,NO
519,0.0948,0.3912688698490413,NO
520,0.152,0.3062015503875969,YES
521,0.0882,0.4031007751937984,NO
522,0.2267,0.16483068135454915,YES
523,0.1968,0.38331293349653206,NO
524,0.1574,0.22031823745410034,YES
525,0.2134,0.2662178702570379,NO
526,0.1846,0.34842921256629944,NO
527,0.3004,0.3347613219094248,NO
528,0.1322,0.489188086495308,NO
529,0.3039,0.4932680538555692,YES
530,0.2341,0.3871889024887801,NO
531,0.2137,0.42554059567523456,YES
532,0.1342,0.5206038351693185,NO
533,0.1099,0.7558139534883721,NO
534,0.526,0.3998368013055895,YES
535,0.1623,0.1838025295797633,YES
536,0.1996,0.2150142798857609,YES
537,0.3297,0.3945328437372501,YES
538,0.22699999999999998,0.4908200734394124,NO
539,0.1622,0.3727050183598531,NO
540,0.3372,0.511219910240718,YES
541,0.1102,0.12566299469604242,NO
542,0.3901,0.41595267237862105,YES
543,0.1022,0.2962056303549572,NO
544,0.1483,0.5365157078743371,NO
545,0.0862,0.7027743778049774,NO
546,0.0629,0.5312117503059974,NO
547,0.2034,0.5483476132190942,NO
548,0.1682,0.4716442268461852,YES
549,0.1975,0.5016319869441044,NO
550,0.3422,0.2751937984496124,YES
551,0.1773,0.4324765401876785,NO
552,0.2514,0.2749898000815993,YES
553,0.1754,0.3074255405956753,NO
554,0.1301,0.4932680538555692,NO
555,0.3619,0.4410444716442268,NO
556,0.1715,0.5075479396164829,NO
557,0.3452,0.5365157078743371,YES
558,0.3259,0.4734802121583026,NO
559,0.258,0.4324765401876785,YES
560,0.0709,0.5220318237454099,NO
561,0.0732,0.832313341493268,NO
562,0.3094,0.19910240718074254,YES
563,0.1091,0.09077927376580988,YES
564,0.0665,0.1778865769073848,YES
565,0.2941,0.3053855569155447,YES
566,0.0664,0.27090983272133823,NO
567,0.0556,0.3965728274173807,NO
568,0.5229,0.4773561811505509,YES
569,0.1003,0.12607099143206854,NO
570,0.3604,0.3953488372093024,YES
571,0.08800000000000001,0.31334149326805383,NO
572,0.2859,0.5383516931864544,NO
573,0.1263,0.6760505915952671,NO
574,0.1497,0.5104039167686658,NO
575,0.1047,0.4518563851489187,NO
576,0.1031,0.3002855977152183,YES
577,0.1016,0.430640554875561,NO
578,0.3066,0.17156262749898005,YES
579,0.0639,0.4428804569563443,NO
580,0.2147,0.2184822521419829,YES
581,0.1277,0.3623011015911873,NO
582,0.0813,0.3996328029375765,NO
583,0.3135,0.3000815993472052,NO
584,0.1095,0.38474092207262345,NO
585,0.302,0.3929008567931457,YES
586,0.2369,0.29355365157078744,NO
587,0.4263,0.4018767849857201,YES
588,0.1151,0.27662178702570384,NO
589,0.0905,0.5948592411260709,NO
590,0.1028,0.2574459404324765,YES
591,0.3566,0.04834761321909424,YES
592,0.2651,0.1721746226030192,YES
593,0.1542,0.3814769481844145,YES
594,0.094,0.2831497348021216,NO
595,0.0554,0.14912280701754382,NO
596,0.2037,0.240718074255406,YES
597,0.1971,0.09934720522235822,NO
598,0.1126,0.3702570379436965,YES
599,0.1418,0.0634434924520604,NO
600,0.2488,0.28886168910648713,NO
601,0.2731,0.4753161974704202,NO
602,0.2523,0.2705018359853121,NO
603,0.1698,0.24092207262341905,NO
604,0.2266,0.15381476948184414,YES
605,0.1648,0.17849857201142394,NO
606,0.2745,0.16707466340269278,YES
607,0.1508,0.23378212974296206,NO
608,0.2653,0.20787433700530394,YES
609,0.1206,0.30150958792329663,NO
610,0.1613,0.3074255405956753,NO
611,0.1611,0.3374133006935945,NO
612,0.1018,0.36719706242350064,NO
613,0.152,0.33210934312525503,YES
614,0.1186,0.4424724602203182,NO
615,0.1207,0.21705426356589147,YES
616,0.1201,0.4328845369237046,NO
617,0.10300000000000001,0.5815993472052222,NO
618,0.254,0.17339861281109753,YES
619,0.3285,0.09649122807017542,YES
620,0.3624,0.22643818849449204,YES
621,0.2593,0.2909016727866177,YES
622,0.0981,0.4018767849857201,NO
623,0.0792,0.3343533251733986,NO
624,0.2917,0.2937576499388005,YES
625,0.1836,0.07731538147694818,NO
626,0.3039,0.4969400244798042,YES
627,0.1342,0.1572827417380661,NO
628,0.1448,0.2898816809465524,NO
629,0.1036,0.5018359853121175,NO
630,0.0702,0.4071807425540596,NO
631,0.1825,0.4316605467156263,NO
632,0.2937,0.4463484292125663,YES
633,0.1772,0.4271725826193391,NO
634,0.5728,0.2484700122399021,YES
635,0.0892,0.3761729906160751,NO
636,0.4594,0.20195838433292532,YES
637,0.1677,0.3006935944512444,NO
638,0.1461,0.5030599755201958,NO
639,0.2985,0.3623011015911873,NO
640,0.1348,0.3113015095879233,NO
641,0.2479,0.25152998776009794,YES
642,0.2298,0.4041207670338637,NO
643,0.2345,0.18767849857201147,YES
644,0.08900000000000001,0.4806201550387597,NO
645,0.0394,0.8665850673194614,NO
646,0.1381,0.5546715626274988,NO
647,0.2108,0.2717258261933905,NO
648,0.0676,0.24622603019175845,NO
649,0.0957,0.5640554875560995,NO
650,0.0963,0.6156670746634026,NO
651,0.0435,0.4610363117095063,NO
652,0.2592,0.7533659730722153,NO
653,0.1291,0.16666666666666666,NO
654,0.0785,0.4936760505915953,NO
655,0.1052,0.34210526315789475,NO
656,0.4225,0.7360261117911057,YES
657,0.3368,0.9999999999999998,YES
658,0.3938,0.664626682986536,YES
659,0.0766,0.5856793145654834,NO
660,0.0711,0.6474908200734393,NO
661,0.0797,0.6038351693186453,NO
662,0.0531,0.3204814361485108,NO
663,0.1551,0.6336189310485515,NO
664,0.077,0.3733170134638923,NO
665,0.0463,0.4610363117095063,NO
666,0.0745,0.7570379436964504,NO
667,0.1014,0.5811913504691962,NO
668,0.0541,0.4836801305589555,NO
669,0.1685,0.6768665850673193,NO
670,0.0541,0.6111791105671154,NO
671,0.2105,0.6277029783761731,NO
672,0.1239,0.12688698490412076,YES
673,0.289,0.3390452876376989,YES
674,0.2752,0.0754793961648307,NO
675,0.1653,0.0,NO
676,0.0814,0.11077111383108937,NO
677,0.0623,0.15503875968992248,NO
678,0.32899999999999996,0.2423500611995104,YES
679,0.1249,0.07894736842105261,YES
680,0.0968,0.05936352509179928,NO
681,0.1519,0.01407588739290086,NO
682,0.0533,0.17972256221950222,NO
683,0.1784,0.03916768665850673,NO
684,0.1661,0.17054263565891475,NO
685,0.1504,0.2321501427988576,NO
686,0.1562,0.2288861689106487,NO
687,0.3075,0.14891880864953078,YES
688,0.0597,0.17299061607507138,NO
689,0.1815,0.10240718074255403,YES
690,0.0336,0.11403508771929825,NO
691,0.3735,0.10097919216646266,YES
692,0.0877,0.09139126886984904,NO
693,0.1163,0.13219094247246022,NO
694,0.0418,0.1354549163606691,NO
695,0.1354,0.12525499796001632,NO
696,0.0948,0.1997144022847817,NO
697,0.1407,0.09934720522235822,NO
698,0.0821,0.16483068135454915,NO
699,0.0894,0.05099959200326397,NO
700,0.0416,0.1646266829865361,NO
701,0.0131,0.4989800081599346,NO
702,0.1203,0.2780497756017952,YES
703,0.2886,0.0966952264381885,YES
704,0.2879,0.17258261933904528,YES
705,0.1294,0.37515299877600977,YES
706,0.0498,0.3441452468380253,NO
707,0.0139,0.12321501427988575,NO
708,0.1999,0.3053855569155447,YES
709,0.1109,0.055079559363525085,NO
710,0.1389,0.1952264381884945,YES
711,0.0996,0.007343941248470016,NO
712,0.1977,0.29824561403508776,NO
713,0.1726,0.5589555283557729,NO
714,0.1805,0.2758057935536516,NO
715,0.0204,0.30089759281925743,NO
716,0.2123,0.32945736434108525,YES
717,0.0198,0.13708690330477352,NO
718,0.3536,0.1113831089351285,YES
719,0.1039,0.18339453284373725,NO
720,0.2827,0.2180742554059568,YES
721,0.0426,0.2625458996328029,NO
722,0.0387,0.2996736026111791,NO
723,0.1228,0.24316605467156266,NO
724,0.0373,0.2427580579355365,NO
725,0.1359,0.3618931048551611,YES
726,0.0808,0.3623011015911873,NO
727,0.1119,0.2682578539371685,YES
728,0.3458,0.1762545899632803,YES
729,0.0264,0.31721746226030195,YES
730,0.3473,0.20379436964504286,NO
731,0.1555,0.16646266829865364,NO
732,0.0906,0.16279069767441856,NO
