,DIRECT_NA_NA_VSM,DIRECT_NA_NA_LSA,Associated
97,0.2088,0.5640015015015016,NO
98,0.2075,0.6776463963963966,NO
99,0.1923,0.5268393393393394,YES
100,0.0927,0.5726351351351352,NO
101,0.0821,0.4982169669669671,YES
102,0.0311,0.6875000000000001,NO
103,0.3081,0.6550300300300301,YES
104,0.0406,0.7281343843843845,NO
105,0.1251,0.8336148648648649,NO
106,0.091,0.6409534534534536,NO
107,0.11800000000000001,0.7825638138138139,NO
108,0.1053,0.7211899399399401,NO
109,0.2201,0.7279466966966968,NO
110,0.1351,0.6413288288288289,NO
111,0.1328,0.8870120120120122,NO
112,0.0724,0.6175863363363364,NO
113,0.0244,0.6626313813813814,NO
114,0.1404,0.8933933933933935,YES
115,0.3348,0.5434496996996998,YES
116,0.2937,0.5930930930930931,YES
117,0.14300000000000002,0.8478791291291293,YES
118,0.0826,0.7536599099099099,NO
119,0.013000000000000001,0.4349662162162163,NO
120,0.2103,0.5115427927927929,YES
121,0.1395,0.32357357357357364,NO
122,0.1325,0.8554804804804806,YES
123,0.1443,0.3947072072072073,NO
124,0.2165,0.5187687687687688,NO
125,0.1934,0.4842342342342343,NO
126,0.1934,0.365427927927928,NO
127,0.0572,0.7571321321321323,NO
128,0.2318,0.6870307807807808,YES
129,0.0556,0.6693881381381382,NO
130,0.3609,0.6570945945945947,YES
131,0.1417,0.3337087087087087,NO
132,0.255,0.7008258258258259,YES
133,0.0522,0.5671921921921923,NO
134,0.0677,0.5498310810810811,NO
135,0.1439,0.7782469969969971,NO
136,0.0494,0.6323198198198199,NO
137,0.1715,0.8553866366366367,YES
138,0.0964,0.8459084084084084,NO
139,0.1343,0.6280030030030029,YES
140,0.1544,0.8098723723723724,NO
141,0.0732,0.7322635135135136,NO
142,0.1975,0.5777027027027029,NO
143,0.2582,0.8277965465465467,NO
144,0.1977,0.7078641141141142,NO
145,0.1701,0.8103415915915917,NO
146,0.1684,0.8805367867867869,NO
147,0.1225,0.5233671171171173,NO
148,0.1458,0.4812312312312313,NO
149,0.4028,0.8934872372372373,YES
150,0.1577,0.6817755255255256,NO
151,0.2904,0.8664602102102102,YES
152,0.1987,0.6041666666666667,NO
153,0.1756,0.7759947447447448,NO
154,0.1689,0.5137950450450451,NO
155,0.054000000000000006,0.6899399399399401,NO
156,0.1469,0.9347785285285286,NO
157,0.0547,0.6310060060060061,NO
158,0.1082,0.3959271771771773,NO
159,0.2019,0.5643768768768771,NO
160,0.1293,0.6431118618618619,NO
161,0.3897,0.719406906906907,YES
162,0.3612,0.9662162162162165,YES
163,0.2791,0.6570007507507509,YES
164,0.2894,0.7478415915915917,YES
165,0.2226,0.8113738738738739,NO
166,0.1753,0.8410285285285286,YES
167,0.0979,0.4978415915915917,NO
168,0.0985,0.5383821321321323,NO
169,0.0774,0.7113363363363364,NO
170,0.1069,0.4891141141141142,YES
171,0.3647,0.5935623123123124,YES
172,0.2531,0.7112424924924926,YES
173,0.1331,0.756662912912913,YES
174,0.0885,0.5997560060060061,NO
175,0.0604,0.5695382882882885,NO
176,0.2068,0.4180743243243243,YES
177,0.2598,0.32939189189189194,NO
178,0.106,0.7600412912912914,YES
179,0.1459,0.22419294294294295,NO
180,0.2252,0.6003190690690692,NO
181,0.2571,0.6162725225225225,NO
182,0.2375,0.5466403903903905,NO
183,0.1453,0.5167980480480481,NO
184,0.2245,0.7601351351351352,YES
185,0.141,0.4367492492492493,NO
186,0.2623,0.4413475975975977,YES
187,0.142,0.10679429429429432,NO
188,0.2555,0.5813626126126127,YES
189,0.2049,0.7585397897897899,NO
190,0.2206,0.6930367867867869,NO
191,0.2228,0.6326951951951953,NO
192,0.1032,0.6564376876876877,NO
193,0.1461,0.6717342342342343,YES
194,0.1116,0.7449324324324326,NO
195,0.1326,0.4632132132132133,YES
196,0.1415,0.8028340840840842,NO
197,0.0745,0.755442942942943,NO
198,0.2381,0.53368993993994,NO
199,0.19,0.7606981981981983,NO
200,0.1547,0.6255630630630631,NO
201,0.1997,0.7107732732732734,NO
202,0.1653,0.8645833333333334,NO
203,0.1536,0.5197072072072073,NO
204,0.1999,0.8077139639639641,NO
205,0.1989,0.8177552552552554,YES
206,0.2045,0.6579391891891893,NO
207,0.2447,0.7608858858858859,YES
208,0.2519,0.8240427927927929,NO
209,0.2036,0.8575450450450451,NO
210,0.2033,0.7135885885885888,NO
211,0.0533,0.7343280780780781,NO
212,0.105,0.8470345345345347,NO
213,0.055999999999999994,0.6249061561561562,NO
214,0.1113,0.5585585585585586,NO
215,0.2256,0.56493993993994,NO
216,0.0989,0.7675487987987989,NO
217,0.1879,0.7130255255255256,YES
218,0.1445,0.8592342342342344,YES
219,0.1901,0.6118618618618619,YES
220,0.3108,0.6740803303303304,YES
221,0.2405,0.7301989489489491,NO
222,0.1657,0.7500000000000001,YES
223,0.1331,0.7006381381381382,NO
224,0.0949,0.7145270270270272,NO
225,0.1339,0.7188438438438439,NO
226,0.22399999999999998,0.30649399399399396,NO
227,0.1967,0.41507132132132135,NO
228,0.1436,0.7340465465465467,NO
229,0.2079,0.40625,NO
230,0.1339,0.6386073573573574,NO
231,0.0967,0.7616366366366367,NO
232,0.2198,0.0,NO
233,0.3428,0.451951951951952,YES
234,0.2344,0.4969031531531532,NO
235,0.1736,0.4111298798798799,YES
236,0.1331,0.21096096096096095,NO
237,0.0735,0.433933933933934,NO
238,0.0647,0.34665915915915924,NO
239,0.204,0.5410097597597598,NO
240,0.1327,0.6499624624624625,NO
241,0.1655,0.6054804804804805,NO
242,0.31,0.34496996996997004,NO
243,0.1309,0.3500375375375376,NO
244,0.2819,0.4927740240240241,NO
245,0.4042,0.7195007507507508,YES
246,0.3296,0.6746433933933934,YES
247,0.4941,0.2718656156156156,YES
248,0.1783,0.7006381381381382,YES
249,0.193,0.34881756756756765,NO
250,0.2673,0.5145457957957958,YES
251,0.1726,0.1223723723723724,NO
252,0.1439,0.8682432432432433,NO
253,0.0769,0.7027965465465467,NO
254,0.1953,0.5229917417417418,NO
255,0.2342,0.7525337837837839,NO
256,0.2047,0.6832770270270272,NO
257,0.1823,0.8022710210210211,NO
258,0.1684,0.8477852852852853,NO
259,0.1204,0.6259384384384385,NO
260,0.1751,0.6089527027027029,NO
261,0.3579,0.897897897897898,YES
262,0.1828,0.6822447447447448,NO
263,0.2083,0.7995495495495496,YES
264,0.2252,0.6018205705705706,NO
265,0.2041,0.7877252252252254,NO
266,0.2007,0.5225225225225225,NO
267,0.0498,0.5903716216216217,NO
268,0.1415,0.9469782282282284,NO
269,0.0515,0.6083896396396398,NO
270,0.1207,0.4350600600600601,NO
271,0.1912,0.4920232732732733,NO
272,0.14,0.7296358858858859,NO
273,0.4038,0.8068693693693695,YES
274,0.3494,1.0,YES
275,0.2799,0.6131756756756758,YES
276,0.2675,0.7642642642642643,YES
277,0.2206,0.7296358858858859,NO
278,0.2003,0.7690503003003004,YES
279,0.1168,0.5782657657657658,NO
280,0.0727,0.7575075075075076,NO
281,0.0714,0.5546171171171173,NO
282,0.10800000000000001,0.4757882882882883,NO
283,0.2886,0.7898836336336337,NO
284,0.1427,0.8661786786786788,NO
285,0.0855,0.7735548048048049,NO
286,0.0605,0.6332582582582584,NO
287,0.0532,0.5322822822822824,NO
288,0.1421,0.4523273273273274,NO
289,0.4397,0.6396396396396397,YES
290,0.0607,0.6879692192192193,NO
291,0.2347,0.6213400900900902,YES
292,0.2118,0.5495495495495496,NO
293,0.2048,0.7380818318318318,NO
294,0.2045,0.5655030030030029,NO
295,0.0849,0.4346846846846848,NO
296,0.1035,0.9573010510510512,NO
297,0.0824,0.5268393393393394,NO
298,0.0975,0.5734797297297298,NO
299,0.1702,0.3321133633633634,NO
300,0.1518,0.7327327327327329,NO
301,0.3372,0.6059496996996998,YES
302,0.3303,0.7687687687687689,YES
303,0.314,0.4864864864864866,YES
304,0.1257,0.7088963963963966,YES
305,0.1375,0.7224099099099099,NO
306,0.1128,0.7093656156156157,YES
307,0.099,0.3843843843843845,NO
308,0.1069,0.6804617117117119,NO
309,0.0451,0.6806493993993995,NO
310,0.5095,0.8194444444444445,YES
311,0.1431,0.7323573573573574,YES
312,0.1227,0.6475225225225226,YES
313,0.2847,0.694162912912913,YES
314,0.2237,0.634009009009009,NO
315,0.1065,0.7975788288288289,NO
316,0.3266,0.7487800300300301,YES
317,0.0974,0.7149024024024025,NO
318,0.3289,0.7509384384384385,YES
319,0.1059,0.7953265765765767,NO
320,0.2131,0.7768393393393394,NO
321,0.1496,0.5811749249249251,NO
322,0.1474,0.6615990990990992,NO
323,0.0902,0.7096471471471472,NO
324,0.0993,0.5248686186186187,YES
325,0.0875,0.7669857357357358,NO
326,0.2369,0.6186186186186187,YES
327,0.2129,0.8914226726726728,NO
328,0.1321,0.6631006006006006,YES
329,0.1271,0.7227852852852853,NO
330,0.08,0.5381944444444444,NO
331,0.3025,0.7991741741741742,NO
332,0.12,0.781906906906907,NO
333,0.3399,0.889545795795796,YES
334,0.2516,0.6681681681681683,NO
335,0.2081,0.7524399399399401,YES
336,0.1799,0.7100225225225226,NO
337,0.1547,0.6429241741741742,NO
338,0.3595,0.6470533033033034,YES
339,0.2156,0.4479166666666667,NO
340,0.1535,0.6264076576576578,NO
341,0.4159,0.6218093093093093,YES
342,0.1827,0.6987612612612614,NO
343,0.1097,0.8382132132132133,NO
344,0.5448,0.6198385885885886,YES
345,0.191,0.2581644144144145,NO
346,0.4381,0.6669481981981983,YES
347,0.1528,0.3712462462462463,NO
348,0.3264,0.539695945945946,NO
349,0.3203,0.5079767267267268,NO
350,0.2648,0.541478978978979,NO
351,0.171,0.5399774774774775,NO
352,0.21899999999999997,0.6048235735735736,NO
353,0.1398,0.5816441441441442,NO
354,0.3673,0.3508821321321321,NO
355,0.1451,0.5572447447447448,NO
356,0.2637,0.4257695195195196,NO
357,0.1991,0.4218280780780781,NO
358,0.1784,0.3641141141141142,NO
359,0.3767,0.3538851351351352,NO
360,0.1917,0.5131381381381381,NO
361,0.3794,0.6360735735735736,YES
362,0.3359,0.5716966966966968,NO
363,0.2874,0.5225225225225225,YES
364,0.0798,0.8898273273273275,NO
365,0.0364,0.7155593093093094,NO
366,0.2475,0.7021396396396397,YES
367,0.2794,0.6207770270270271,YES
368,0.2232,0.7064564564564565,YES
369,0.2213,0.9375,YES
370,0.1233,0.7378941441441442,NO
371,0.0474,0.7615427927927929,NO
372,0.2799,0.6373873873873874,YES
373,0.2328,0.5733858858858859,NO
374,0.2608,0.8950825825825827,YES
375,0.1095,0.5304054054054055,NO
376,0.2365,0.5999436936936937,NO
377,0.2061,0.6698573573573574,NO
378,0.2048,0.5231794294294295,NO
379,0.0456,0.524117867867868,NO
380,0.1795,0.8354917417417418,YES
381,0.0442,0.6585960960960962,NO
382,0.27,0.7353603603603605,YES
383,0.1224,0.5161411411411412,NO
384,0.1913,0.7048611111111112,YES
385,0.2397,0.7104917417417418,NO
386,0.2111,0.7591966966966968,NO
387,0.2935,0.6874061561561563,NO
388,0.1155,0.6824324324324326,NO
389,0.243,0.8916103603603605,YES
390,0.1959,0.8589527027027027,NO
391,0.198,0.6707957957957958,YES
392,0.1636,0.6990427927927929,NO
393,0.1646,0.649680930930931,NO
394,0.3881,0.4245495495495496,YES
395,0.1762,0.2898836336336337,NO
396,0.1649,0.44172297297297297,NO
397,0.4197,0.48198198198198205,YES
398,0.1681,0.4863926426426427,NO
399,0.153,0.7861298798798799,NO
400,0.4738,0.4307432432432433,YES
401,0.159,0.2045795795795796,NO
402,0.493,0.5177364864864866,YES
403,0.1456,0.3096846846846847,NO
404,0.2244,0.4221096096096097,NO
405,0.1542,0.3623310810810811,NO
406,0.1277,0.24277402402402404,NO
407,0.1775,0.4967154654654655,NO
408,0.2106,0.39649024024024027,NO
409,0.1654,0.6578453453453454,NO
410,0.3557,0.21002252252252251,NO
411,0.0902,0.4857357357357358,NO
412,0.2663,0.3258258258258259,NO
413,0.2218,0.3368055555555556,NO
414,0.1764,0.21659159159159164,NO
415,0.3901,0.2504692192192193,NO
416,0.21600000000000003,0.5121058558558559,NO
417,0.402,0.43337087087087095,YES
418,0.3584,0.4930555555555557,NO
419,0.3239,0.3465653153153153,YES
420,0.0467,0.4314001501501502,NO
421,0.0184,0.477852852852853,NO
422,0.0544,0.6123310810810811,YES
423,0.1967,0.4683746246246247,YES
424,0.1251,0.5521771771771773,YES
425,0.0526,0.5381006006006006,YES
426,0.0389,0.5920608108108109,NO
427,0.0098,0.3511636636636637,NO
428,0.1204,0.4348723723723724,YES
429,0.1152,0.22860360360360366,NO
430,0.0434,0.6058558558558559,YES
431,0.0994,0.1703265765765766,NO
432,0.171,0.5370683183183184,NO
433,0.1733,0.5805180180180181,NO
434,0.1785,0.4665915915915917,NO
435,0.0632,0.2174361861861862,NO
436,0.1652,0.5080705705705706,YES
437,0.0614,0.147240990990991,NO
438,0.1533,0.4674361861861863,YES
439,0.1347,0.2266328828828829,NO
440,0.1212,0.3096846846846847,YES
441,0.015,0.5303115615615617,NO
442,0.0714,0.5250563063063064,NO
443,0.0698,0.5581831831831833,NO
444,0.035,0.5631569069069069,NO
445,0.0672,0.36843093093093104,YES
446,0.0378,0.6876876876876877,NO
447,0.0637,0.4522334834834836,YES
448,0.3024,0.5546171171171173,YES
449,0.0482,0.4602102102102103,YES
450,0.3634,0.6271584084084085,NO
451,0.1548,0.8391516516516517,NO
452,0.1459,0.6175863363363364,NO
453,0.1506,0.4949324324324325,NO
454,0.2394,0.432713963963964,YES
455,0.3693,0.5797672672672673,YES
456,0.1404,0.7582582582582583,NO
457,0.0758,0.8198198198198199,NO
458,0.1517,0.5016891891891893,NO
459,0.067,0.6951013513513514,NO
460,0.2131,0.8079016516516517,NO
461,0.16,0.5335022522522523,NO
462,0.1446,0.5736674174174174,NO
463,0.0844,0.5773273273273274,YES
464,0.095,0.5056306306306306,NO
465,0.2419,0.6817755255255256,YES
466,0.026000000000000002,0.6389827327327329,NO
467,0.2985,0.6614114114114115,YES
468,0.0377,0.6751126126126127,NO
469,0.102,0.6709834834834836,NO
470,0.0927,0.662912912912913,NO
471,0.1259,0.881662912912913,NO
472,0.1193,0.4730668168168169,NO
473,0.2177,0.6402965465465467,NO
474,0.15,0.5516141141141142,NO
475,0.0996,0.8704954954954955,NO
476,0.0839,0.7892267267267269,NO
477,0.0672,0.6799924924924926,NO
478,0.3068,0.5189564564564566,YES
479,0.1154,0.44322447447447455,YES
480,0.0802,0.5222409909909911,YES
481,0.3166,0.6342905405405406,YES
482,0.0868,0.6134572072072073,NO
483,0.0677,0.84496996996997,NO
484,0.5456,0.5388513513513514,YES
485,0.0938,0.272240990990991,NO
486,0.3771,0.6867492492492493,YES
487,0.0765,0.5051614114114115,NO
488,0.3042,0.6200262762762763,NO
489,0.1867,0.6469594594594595,NO
490,0.2024,0.5806118618618619,NO
491,0.084,0.5710397897897899,NO
492,0.1127,0.544481981981982,YES
493,0.0773,0.6920983483483485,NO
494,0.3002,0.3538851351351352,YES
495,0.0821,0.4802927927927929,NO
496,0.1969,0.4259572072072073,YES
497,0.1353,0.371433933933934,NO
498,0.0942,0.3689939939939939,NO
499,0.3023,0.3563250750750752,NO
500,0.1177,0.6956644144144145,NO
501,0.2966,0.6338213213213213,YES
502,0.2621,0.5493618618618619,NO
503,0.3631,0.6568130630630632,YES
504,0.1178,0.7489677177177179,NO
505,0.0474,0.6319444444444444,NO
506,0.4277,0.7749624624624625,YES
507,0.2214,0.7111486486486487,YES
508,0.2007,0.6573761261261262,YES
509,0.2467,0.7665165165165166,YES
510,0.2192,0.5929992492492493,NO
511,0.1165,0.8315503003003004,NO
512,0.3035,0.8044294294294295,YES
513,0.1886,0.8232920420420422,NO
514,0.2922,0.8448761261261262,YES
515,0.1088,0.7858483483483485,NO
516,0.2277,0.8632695195195197,NO
517,0.1763,0.6630067567567568,NO
518,0.1744,0.7089902402402404,NO
519,0.0948,0.5765765765765767,NO
520,0.152,0.6467717717717718,YES
521,0.0882,0.7139639639639641,NO
522,0.2267,0.6532469969969972,YES
523,0.1968,0.6723911411411412,NO
524,0.1574,0.688156906906907,YES
525,0.2134,0.8109046546546547,NO
526,0.1846,0.7341403903903905,NO
527,0.3004,0.7864114114114116,NO
528,0.1322,0.7858483483483485,NO
529,0.3039,0.8416854354354355,YES
530,0.2341,0.7466216216216217,NO
531,0.2137,0.7474662162162162,YES
532,0.1342,0.593186936936937,NO
533,0.1099,0.6994181681681683,NO
534,0.526,0.5778903903903905,YES
535,0.1623,0.485641891891892,YES
536,0.1996,0.5790165165165166,YES
537,0.3297,0.5155780780780781,YES
538,0.22699999999999998,0.4061561561561562,NO
539,0.1622,0.8452515015015016,NO
540,0.3372,0.5426989489489491,YES
541,0.1102,0.4583333333333334,NO
542,0.3901,0.6568130630630632,YES
543,0.1022,0.4885510510510511,NO
544,0.1483,0.5278716216216217,NO
545,0.0862,0.4215465465465466,NO
546,0.0629,0.6724849849849851,NO
547,0.2034,0.6052927927927929,NO
548,0.1682,0.3262012012012012,YES
549,0.1975,0.7597597597597598,NO
550,0.3422,0.4406906906906907,YES
551,0.1773,0.6691066066066067,NO
552,0.2514,0.4195758258258259,YES
553,0.1754,0.7322635135135136,NO
554,0.1301,0.4209834834834836,NO
555,0.3619,0.5785472972972974,NO
556,0.1715,0.7125563063063064,NO
557,0.3452,0.5290915915915917,YES
558,0.3259,0.5480480480480481,NO
559,0.258,0.4577702702702703,YES
560,0.0709,0.7211899399399401,NO
561,0.0732,0.6175863363363364,NO
562,0.3094,0.4085022522522523,YES
563,0.1091,0.33511636636636644,YES
564,0.0665,0.4214527027027028,YES
565,0.2941,0.5253378378378379,YES
566,0.0664,0.5278716216216217,NO
567,0.0556,0.7868806306306307,NO
568,0.5229,0.4222034534534535,YES
569,0.1003,0.18590465465465467,NO
570,0.3604,0.5660660660660661,YES
571,0.08800000000000001,0.4093468468468469,NO
572,0.2859,0.5527402402402404,NO
573,0.1263,0.4508258258258259,NO
574,0.1497,0.4666854354354355,NO
575,0.1047,0.47118993993993996,NO
576,0.1031,0.451951951951952,YES
577,0.1016,0.6740803303303304,NO
578,0.3066,0.2773085585585586,YES
579,0.0639,0.4124436936936937,NO
580,0.2147,0.341403903903904,YES
581,0.1277,0.2566629129129129,NO
582,0.0813,0.25431681681681684,NO
583,0.3135,0.2682057057057057,NO
584,0.1095,0.6332582582582584,NO
585,0.302,0.5128566066066067,YES
586,0.2369,0.4770082582582583,NO
587,0.4263,0.5489864864864866,YES
588,0.1151,0.5313438438438439,NO
589,0.0905,0.749530780780781,NO
590,0.1028,0.6395457957957958,YES
591,0.3566,0.6122372372372373,YES
592,0.2651,0.7683933933933934,YES
593,0.1542,0.7201576576576578,YES
594,0.094,0.6318506006006006,NO
595,0.0554,0.4965277777777778,NO
596,0.2037,0.5146396396396398,YES
597,0.1971,0.2978603603603604,NO
598,0.1126,0.8149399399399401,YES
599,0.1418,0.151463963963964,NO
600,0.2488,0.5389451951951953,NO
601,0.2731,0.5843656156156156,NO
602,0.2523,0.5126689189189191,NO
603,0.1698,0.5680367867867868,NO
604,0.2266,0.65990990990991,YES
605,0.1648,0.48864489489489504,NO
606,0.2745,0.4853603603603605,YES
607,0.1508,0.08962087087087088,NO
608,0.2653,0.5684121621621623,YES
609,0.1206,0.7157469969969971,NO
610,0.1613,0.7134009009009009,NO
611,0.1611,0.5598723723723724,NO
612,0.1018,0.7088025525525526,NO
613,0.152,0.6453641141141142,YES
614,0.1186,0.7233483483483485,NO
615,0.1207,0.527683933933934,YES
616,0.1201,0.5594031531531531,NO
617,0.10300000000000001,0.6566253753753755,NO
618,0.254,0.5419481981981982,YES
619,0.3285,0.24915540540540546,YES
620,0.3624,0.5100412912912914,YES
621,0.2593,0.5143581081081081,YES
622,0.0981,0.4878941441441442,NO
623,0.0792,0.6194632132132133,NO
624,0.2917,0.3110923423423424,YES
625,0.1836,0.11505255255255255,NO
626,0.3039,0.7333896396396397,YES
627,0.1342,0.0909346846846847,NO
628,0.1448,0.2736486486486487,NO
629,0.1036,0.35153903903903905,NO
630,0.0702,0.39780405405405417,NO
631,0.1825,0.6413288288288289,NO
632,0.2937,0.475412912912913,YES
633,0.1772,0.7148085585585586,NO
634,0.5728,0.4136636636636637,YES
635,0.0892,0.2575075075075076,NO
636,0.4594,0.3986486486486487,YES
637,0.1677,0.5199887387387387,NO
638,0.1461,0.4261448948948949,NO
639,0.2985,0.5395082582582583,NO
640,0.1348,0.5985360360360361,NO
641,0.2479,0.4295232732732733,YES
642,0.2298,0.6255630630630631,NO
643,0.2345,0.2560998498498499,YES
644,0.08900000000000001,0.5909346846846848,NO
645,0.0394,0.5599662162162162,NO
646,0.1381,0.608201951951952,NO
647,0.2108,0.6234984984984986,NO
648,0.0676,0.5954391891891893,NO
649,0.0957,0.5957207207207208,NO
650,0.0963,0.5385698198198199,NO
651,0.0435,0.432713963963964,NO
652,0.2592,0.6239677177177179,NO
653,0.1291,0.4118806306306307,NO
654,0.0785,0.6109234234234235,NO
655,0.1052,0.4860172672672674,NO
656,0.4225,0.7935435435435436,YES
657,0.3368,0.6174924924924925,YES
658,0.3938,0.5381006006006006,YES
659,0.0766,0.4147897897897898,NO
660,0.0711,0.7245683183183184,NO
661,0.0797,0.4897710210210211,NO
662,0.0531,0.4022147147147148,NO
663,0.1551,0.42999249249249255,NO
664,0.077,0.5678490990990992,NO
665,0.0463,0.4984984984984985,NO
666,0.0745,0.5329391891891893,NO
667,0.1014,0.4642454954954955,NO
668,0.0541,0.6308183183183185,NO
669,0.1685,0.6891891891891893,NO
670,0.0541,0.591403903903904,NO
671,0.2105,0.8657094594594595,NO
672,0.1239,0.3262012012012012,YES
673,0.289,0.6123310810810811,YES
674,0.2752,0.5185810810810811,NO
675,0.1653,0.8150337837837839,NO
676,0.0814,0.8084647147147148,NO
677,0.0623,0.4909909909909911,NO
678,0.32899999999999996,0.367210960960961,YES
679,0.1249,0.4599286786786788,YES
680,0.0968,0.6103603603603605,NO
681,0.1519,0.5980668168168168,NO
682,0.0533,0.6388888888888891,NO
683,0.1784,0.6937875375375376,NO
684,0.1661,0.5992867867867868,NO
685,0.1504,0.3781906906906907,NO
686,0.1562,0.4903340840840841,NO
687,0.3075,0.4896771771771773,YES
688,0.0597,0.6230292792792793,NO
689,0.1815,0.4060623123123124,YES
690,0.0336,0.8672109609609611,NO
691,0.3735,0.5873686186186187,YES
692,0.0877,0.8023648648648649,NO
693,0.1163,0.5806118618618619,NO
694,0.0418,0.4226726726726727,NO
695,0.1354,0.5943130630630631,NO
696,0.0948,0.6584084084084084,NO
697,0.1407,0.5777027027027029,NO
698,0.0821,0.4785097597597598,NO
699,0.0894,0.6313813813813816,NO
700,0.0416,0.5946884384384385,NO
701,0.0131,0.5800487987987989,NO
702,0.1203,0.8043355855855856,YES
703,0.2886,0.4438813813813815,YES
704,0.2879,0.5782657657657658,YES
705,0.1294,0.8073385885885888,YES
706,0.0498,0.6684496996996998,NO
707,0.0139,0.4851726726726727,NO
708,0.1999,0.638231981981982,YES
709,0.1109,0.2615427927927928,NO
710,0.1389,0.7558183183183184,YES
711,0.0996,0.316722972972973,NO
712,0.1977,0.5183933933933934,NO
713,0.1726,0.524680930930931,NO
714,0.1805,0.3826951951951952,NO
715,0.0204,0.6855292792792794,NO
716,0.2123,0.6844031531531533,YES
717,0.0198,0.6357920420420421,NO
718,0.3536,0.7382695195195197,YES
719,0.1039,0.19031531531531531,NO
720,0.2827,0.6257507507507508,YES
721,0.0426,0.5257132132132133,NO
722,0.0387,0.5532094594594595,NO
723,0.1228,0.7367680180180181,NO
724,0.0373,0.6289414414414415,NO
725,0.1359,0.7855668168168171,YES
726,0.0808,0.8132507507507508,NO
727,0.1119,0.6183370870870872,YES
728,0.3458,0.4840465465465466,YES
729,0.0264,0.4675300300300301,YES
730,0.3473,0.7328265765765767,NO
731,0.1555,0.936373873873874,NO
732,0.0906,0.5888701201201202,NO
733,0.107,0.4554241741741742,NO
734,0.226,0.464620870870871,YES
