,DIRECT_NA_NA_VSM,UPPERTRACED_SUM_MULTI_LSA,Associated
67,0.2015,0.17889695372106398,YES
68,0.205,0.2318773320462604,NO
69,0.2168,0.43100855779762015,NO
70,0.2136,0.21149455159739367,NO
71,0.1919,0.3170840372013589,NO
72,0.1533,0.5967996435797954,NO
73,0.1268,0.23696374538231635,NO
74,0.1947,0.2614305073418849,NO
75,0.1755,0.0,NO
76,0.2202,0.40087991238003307,NO
77,0.4465,0.3904843230800646,YES
78,0.4252,0.543615066179064,YES
79,0.3653,0.2807737288607548,YES
80,0.1771,0.3713081735320871,YES
81,0.1659,0.3953294102359428,NO
82,0.1927,0.5174775845105719,YES
83,0.1251,0.17377341328036533,NO
84,0.1303,0.3872728285284672,YES
85,0.1814,0.3533200913326774,YES
86,0.3356,0.1312443149121016,NO
87,0.1662,0.18782602238764406,NO
88,0.1507,0.3320648239247062,NO
89,0.1441,0.26516178135848073,NO
90,0.3435,0.3112179546678052,YES
91,0.1243,0.3887207856095342,YES
92,0.1731,0.056136182219829585,NO
93,0.0952,0.19547420594404946,NO
94,0.1364,0.29011119567840504,NO
95,0.0887,0.2089327813770443,NO
96,0.2289,0.11182683918394623,NO
97,0.2088,0.2347361191037517,NO
98,0.2075,0.1788041359594572,NO
99,0.1923,0.21611687612541536,YES
100,0.0927,0.33085819302381697,NO
101,0.0821,0.2792329540180809,YES
102,0.0311,0.0849282518702779,NO
103,0.3081,0.14754311385026642,YES
104,0.0406,0.20657521023223,NO
105,0.1251,0.3077836974883514,NO
106,0.091,0.30572314318067895,NO
107,0.11800000000000001,0.08923499600883626,NO
108,0.1053,0.3572370008724869,NO
109,0.2201,0.2208505819673653,NO
110,0.1351,0.2845050028773506,NO
111,0.1328,0.056080491562865466,NO
112,0.0724,0.6098683844140415,NO
113,0.0244,0.5202064267018136,NO
114,0.1404,0.5041860810484694,YES
115,0.3348,0.644953498301435,YES
116,0.2937,0.5164565891328964,YES
117,0.14300000000000002,0.6159386660231302,YES
118,0.0826,0.5899496927732091,NO
119,0.013000000000000001,0.4621396350405613,NO
120,0.2103,0.5176075293768215,YES
121,0.1395,0.7003285748760882,NO
122,0.1325,0.5476990476897658,YES
123,0.1443,0.6717778314058178,NO
124,0.2165,0.5912862685403479,NO
125,0.1934,0.593383949952663,NO
126,0.1934,0.4812786574838961,NO
127,0.0572,0.4855297109654904,NO
128,0.2318,0.6514693051662366,YES
129,0.0556,0.5014572388572277,NO
130,0.3609,0.3724776773283335,YES
131,0.1417,0.4531177486123745,NO
132,0.255,0.5761755369507509,YES
133,0.0522,0.5785887987525293,NO
134,0.0677,0.6810039169095398,NO
135,0.1439,0.5963541183240825,NO
136,0.0494,0.5697154207429134,NO
137,0.1715,0.6610480981640646,YES
138,0.0964,0.6550520707642614,NO
139,0.1343,0.5433180493419221,YES
140,0.1544,0.4055950546696616,NO
141,0.0732,0.4044998050827006,NO
142,0.1975,0.2806623475468265,NO
143,0.2582,0.3810911656054502,NO
144,0.1977,0.4440401715272234,NO
145,0.1701,0.495238448829568,NO
146,0.1684,0.5021440902931185,NO
147,0.1225,0.16619948393324546,NO
148,0.1458,0.1575859956561288,NO
149,0.4028,0.25528597152351074,YES
150,0.1577,0.41630622435909337,NO
151,0.2904,0.17889695372106398,YES
152,0.1987,0.2318773320462604,NO
153,0.1756,0.43100855779762015,NO
154,0.1689,0.21149455159739367,NO
155,0.054000000000000006,0.3170840372013589,NO
156,0.1469,0.5967996435797954,NO
157,0.0547,0.23696374538231635,NO
158,0.1082,0.2614305073418849,NO
159,0.2019,0.0,NO
160,0.1293,0.40087991238003307,NO
161,0.3897,0.3904843230800646,YES
162,0.3612,0.543615066179064,YES
163,0.2791,0.2807737288607548,YES
164,0.2894,0.3713081735320871,YES
165,0.2226,0.3953294102359428,NO
166,0.1753,0.5174775845105719,YES
167,0.0979,0.17377341328036533,NO
168,0.0985,0.6098683844140415,NO
169,0.0774,0.5202064267018136,NO
170,0.1069,0.5041860810484694,YES
171,0.3647,0.644953498301435,YES
172,0.2531,0.5164565891328964,YES
173,0.1331,0.6159386660231302,YES
174,0.0885,0.5899496927732091,NO
175,0.0604,0.4621396350405613,NO
176,0.2068,0.5176075293768215,YES
177,0.2598,0.7003285748760882,NO
178,0.106,0.5476990476897658,YES
179,0.1459,0.6717778314058178,NO
180,0.2252,0.5912862685403479,NO
181,0.2571,0.593383949952663,NO
182,0.2375,0.4812786574838961,NO
183,0.1453,0.4855297109654904,NO
184,0.2245,0.6514693051662366,YES
185,0.141,0.5014572388572277,NO
186,0.2623,0.3724776773283335,YES
187,0.142,0.4531177486123745,NO
188,0.2555,0.5761755369507509,YES
189,0.2049,0.5785887987525293,NO
190,0.2206,0.6810039169095398,NO
191,0.2228,0.5963541183240825,NO
192,0.1032,0.5697154207429134,NO
193,0.1461,0.6610480981640646,YES
194,0.1116,0.6550520707642614,NO
195,0.1326,0.5433180493419221,YES
196,0.1415,0.4055950546696616,NO
197,0.0745,0.4044998050827006,NO
198,0.2381,0.2806623475468265,NO
199,0.19,0.3810911656054502,NO
200,0.1547,0.4440401715272234,NO
201,0.1997,0.495238448829568,NO
202,0.1653,0.5021440902931185,NO
203,0.1536,0.16619948393324546,NO
204,0.1999,0.1575859956561288,NO
205,0.1989,0.25528597152351074,YES
206,0.2045,0.41630622435909337,NO
207,0.2447,0.17889695372106398,YES
208,0.2519,0.2318773320462604,NO
209,0.2036,0.43100855779762015,NO
210,0.2033,0.21149455159739367,NO
211,0.0533,0.3170840372013589,NO
212,0.105,0.5967996435797954,NO
213,0.055999999999999994,0.23696374538231635,NO
214,0.1113,0.2614305073418849,NO
215,0.2256,0.0,NO
216,0.0989,0.40087991238003307,NO
217,0.1879,0.3904843230800646,YES
218,0.1445,0.543615066179064,YES
219,0.1901,0.2807737288607548,YES
220,0.3108,0.3713081735320871,YES
221,0.2405,0.3953294102359428,NO
222,0.1657,0.5174775845105719,YES
223,0.1331,0.17377341328036533,NO
224,0.0949,0.4055950546696616,NO
225,0.1339,0.4044998050827006,NO
226,0.22399999999999998,0.2806623475468265,NO
227,0.1967,0.3810911656054502,NO
228,0.1436,0.4440401715272234,NO
229,0.2079,0.495238448829568,NO
230,0.1339,0.5021440902931185,NO
231,0.0967,0.16619948393324546,NO
232,0.2198,0.1575859956561288,NO
233,0.3428,0.25528597152351074,YES
234,0.2344,0.41630622435909337,NO
235,0.1736,0.17889695372106398,YES
236,0.1331,0.2318773320462604,NO
237,0.0735,0.43100855779762015,NO
238,0.0647,0.21149455159739367,NO
239,0.204,0.3170840372013589,NO
240,0.1327,0.5967996435797954,NO
241,0.1655,0.23696374538231635,NO
242,0.31,0.2614305073418849,NO
243,0.1309,0.0,NO
244,0.2819,0.40087991238003307,NO
245,0.4042,0.3904843230800646,YES
246,0.3296,0.543615066179064,YES
247,0.4941,0.2807737288607548,YES
248,0.1783,0.3713081735320871,YES
249,0.193,0.3953294102359428,NO
250,0.2673,0.5174775845105719,YES
251,0.1726,0.17377341328036533,NO
252,0.1439,0.4055950546696616,NO
253,0.0769,0.4044998050827006,NO
254,0.1953,0.2806623475468265,NO
255,0.2342,0.3810911656054502,NO
256,0.2047,0.4440401715272234,NO
257,0.1823,0.495238448829568,NO
258,0.1684,0.5021440902931185,NO
259,0.1204,0.16619948393324546,NO
260,0.1751,0.1575859956561288,NO
261,0.3579,0.25528597152351074,YES
262,0.1828,0.41630622435909337,NO
263,0.2083,0.17889695372106398,YES
264,0.2252,0.2318773320462604,NO
265,0.2041,0.43100855779762015,NO
266,0.2007,0.21149455159739367,NO
267,0.0498,0.3170840372013589,NO
268,0.1415,0.5967996435797954,NO
269,0.0515,0.23696374538231635,NO
270,0.1207,0.2614305073418849,NO
271,0.1912,0.0,NO
272,0.14,0.40087991238003307,NO
273,0.4038,0.3904843230800646,YES
274,0.3494,0.543615066179064,YES
275,0.2799,0.2807737288607548,YES
276,0.2675,0.3713081735320871,YES
277,0.2206,0.3953294102359428,NO
278,0.2003,0.5174775845105719,YES
279,0.1168,0.17377341328036533,NO
280,0.0727,0.4055950546696616,NO
281,0.0714,0.4044998050827006,NO
282,0.10800000000000001,0.2806623475468265,NO
283,0.2886,0.3810911656054502,NO
284,0.1427,0.4440401715272234,NO
285,0.0855,0.495238448829568,NO
286,0.0605,0.5021440902931185,NO
287,0.0532,0.16619948393324546,NO
288,0.1421,0.1575859956561288,NO
289,0.4397,0.25528597152351074,YES
290,0.0607,0.41630622435909337,NO
291,0.2347,0.17889695372106398,YES
292,0.2118,0.2318773320462604,NO
293,0.2048,0.43100855779762015,NO
294,0.2045,0.21149455159739367,NO
295,0.0849,0.3170840372013589,NO
296,0.1035,0.5967996435797954,NO
297,0.0824,0.23696374538231635,NO
298,0.0975,0.2614305073418849,NO
299,0.1702,0.0,NO
300,0.1518,0.40087991238003307,NO
301,0.3372,0.3904843230800646,YES
302,0.3303,0.543615066179064,YES
303,0.314,0.2807737288607548,YES
304,0.1257,0.3713081735320871,YES
305,0.1375,0.3953294102359428,NO
306,0.1128,0.5174775845105719,YES
307,0.099,0.17377341328036533,NO
308,0.1069,0.8528467207484824,NO
309,0.0451,0.8662867326291559,NO
310,0.5095,0.8428595295995842,YES
311,0.1431,0.5760084649798586,YES
312,0.1227,0.660268428966567,YES
313,0.2847,1.0,YES
314,0.2237,0.9223672241920214,NO
315,0.1065,0.6770684438174089,NO
316,0.3266,0.7650411182683918,YES
317,0.0974,0.4853997660992408,NO
318,0.3289,0.9844623067070112,YES
319,0.1059,0.5490356234569047,NO
320,0.2131,0.7540886223987822,NO
321,0.1496,0.7977500974586497,NO
322,0.1474,0.6579665484787168,NO
323,0.0902,0.7422450760177468,NO
324,0.0993,0.8198407247210825,YES
325,0.0875,0.6955763054818169,NO
326,0.2369,0.5037034286881138,YES
327,0.2129,0.4432605023297258,NO
328,0.1321,0.6695687686795745,YES
329,0.1271,0.6786834728693683,NO
330,0.08,0.7269672724572575,NO
331,0.3025,0.6785349644507973,NO
332,0.12,0.8239803968887486,NO
333,0.3399,0.9402624886298242,YES
334,0.2516,0.9915907107984184,NO
335,0.2081,0.7456978967495219,YES
336,0.1799,0.16038909205665594,NO
337,0.1547,0.21052924687668229,NO
338,0.3595,0.16480721750914254,YES
339,0.2156,0.08637620895134493,NO
340,0.1535,0.1227978986058772,NO
341,0.4159,0.2377619781321353,YES
342,0.1827,0.2154857153464887,NO
343,0.1097,0.125879448291225,NO
344,0.5448,0.22740351593680966,YES
345,0.191,0.07624050938387568,NO
346,0.4381,0.2326198741391152,YES
347,0.1528,0.08101134233046835,NO
348,0.3264,0.15602665726113346,NO
349,0.3203,0.15717759750505855,NO
350,0.2648,0.12667768104104402,NO
351,0.171,0.1599064396963003,NO
352,0.21899999999999997,0.16128014256808182,NO
353,0.1398,0.1073158959698528,NO
354,0.3673,0.05567209341179527,NO
355,0.1451,0.05348159423787337,NO
356,0.2637,0.1031762238021868,NO
357,0.1991,0.13905957043939926,NO
358,0.1784,0.14048896396814492,NO
359,0.3767,0.1154652954389352,NO
360,0.1917,0.15188698509346749,NO
361,0.3794,0.2159683677068444,YES
362,0.3359,0.2072620616681208,NO
363,0.2874,0.17085893556590984,YES
364,0.0798,0.6098683844140415,NO
365,0.0364,0.5202064267018136,NO
366,0.2475,0.5041860810484694,YES
367,0.2794,0.644953498301435,YES
368,0.2232,0.5164565891328964,YES
369,0.2213,0.6159386660231302,YES
370,0.1233,0.5899496927732091,NO
371,0.0474,0.4621396350405613,NO
372,0.2799,0.5176075293768215,YES
373,0.2328,0.7003285748760882,NO
374,0.2608,0.5476990476897658,YES
375,0.1095,0.6717778314058178,NO
376,0.2365,0.5912862685403479,NO
377,0.2061,0.593383949952663,NO
378,0.2048,0.4812786574838961,NO
379,0.0456,0.4855297109654904,NO
380,0.1795,0.6514693051662366,YES
381,0.0442,0.5014572388572277,NO
382,0.27,0.3724776773283335,YES
383,0.1224,0.4531177486123745,NO
384,0.1913,0.5761755369507509,YES
385,0.2397,0.5785887987525293,NO
386,0.2111,0.6810039169095398,NO
387,0.2935,0.5963541183240825,NO
388,0.1155,0.5697154207429134,NO
389,0.243,0.6610480981640646,YES
390,0.1959,0.6550520707642614,NO
391,0.198,0.5433180493419221,YES
392,0.1636,0.20147023334385267,NO
393,0.1646,0.1910003898345988,NO
394,0.3881,0.19905697154207425,YES
395,0.1762,0.08370305741706731,NO
396,0.1649,0.13180122148174273,NO
397,0.4197,0.2773023445766581,YES
398,0.1681,0.2104921197720396,NO
399,0.153,0.12173977612355898,NO
400,0.4738,0.1825911006330171,YES
401,0.159,0.07772559356958546,NO
402,0.493,0.2638437691436633,YES
403,0.1456,0.134957025376376,NO
404,0.2244,0.16231970149807867,NO
405,0.1542,0.19246691046798714,NO
406,0.1277,0.1392637695149344,NO
407,0.1775,0.1228164621581986,NO
408,0.2106,0.1979617219551133,NO
409,0.1654,0.11810131986857005,NO
410,0.3557,0.14258664538045998,NO
411,0.0902,0.07804117395904879,NO
412,0.2663,0.15814290222576993,NO
413,0.2218,0.12031038259481334,NO
414,0.1764,0.1384284096604726,NO
415,0.3901,0.13224674673745568,NO
416,0.21600000000000003,0.21385212274220794,NO
417,0.402,0.2432010989622974,YES
418,0.3584,0.25606564072100835,NO
419,0.3239,0.16985650374055578,YES
420,0.0467,0.6098683844140415,NO
421,0.0184,0.5202064267018136,NO
422,0.0544,0.5041860810484694,YES
423,0.1967,0.644953498301435,YES
424,0.1251,0.5164565891328964,YES
425,0.0526,0.6159386660231302,YES
426,0.0389,0.5899496927732091,NO
427,0.0098,0.4621396350405613,NO
428,0.1204,0.5176075293768215,YES
429,0.1152,0.7003285748760882,NO
430,0.0434,0.5476990476897658,YES
431,0.0994,0.6717778314058178,NO
432,0.171,0.5912862685403479,NO
433,0.1733,0.593383949952663,NO
434,0.1785,0.4812786574838961,NO
435,0.0632,0.4855297109654904,NO
436,0.1652,0.6514693051662366,YES
437,0.0614,0.5014572388572277,NO
438,0.1533,0.3724776773283335,YES
439,0.1347,0.4531177486123745,NO
440,0.1212,0.5761755369507509,YES
441,0.015,0.5785887987525293,NO
442,0.0714,0.6810039169095398,NO
443,0.0698,0.5963541183240825,NO
444,0.035,0.5697154207429134,NO
445,0.0672,0.6610480981640646,YES
446,0.0378,0.6550520707642614,NO
447,0.0637,0.5433180493419221,YES
448,0.3024,0.3872728285284672,YES
449,0.0482,0.3533200913326774,YES
450,0.3634,0.1312443149121016,NO
451,0.1548,0.18782602238764406,NO
452,0.1459,0.3320648239247062,NO
453,0.1506,0.26516178135848073,NO
454,0.2394,0.3112179546678052,YES
455,0.3693,0.3887207856095342,YES
456,0.1404,0.056136182219829585,NO
457,0.0758,0.19547420594404946,NO
458,0.1517,0.29011119567840504,NO
459,0.067,0.2089327813770443,NO
460,0.2131,0.11182683918394623,NO
461,0.16,0.2347361191037517,NO
462,0.1446,0.1788041359594572,NO
463,0.0844,0.21611687612541536,YES
464,0.095,0.33085819302381697,NO
465,0.2419,0.2792329540180809,YES
466,0.026000000000000002,0.0849282518702779,NO
467,0.2985,0.14754311385026642,YES
468,0.0377,0.20657521023223,NO
469,0.102,0.3077836974883514,NO
470,0.0927,0.30572314318067895,NO
471,0.1259,0.08923499600883626,NO
472,0.1193,0.3572370008724869,NO
473,0.2177,0.2208505819673653,NO
474,0.15,0.2845050028773506,NO
475,0.0996,0.056080491562865466,NO
476,0.0839,0.8528467207484824,NO
477,0.0672,0.8662867326291559,NO
478,0.3068,0.8428595295995842,YES
479,0.1154,0.5760084649798586,YES
480,0.0802,0.660268428966567,YES
481,0.3166,1.0,YES
482,0.0868,0.9223672241920214,NO
483,0.0677,0.6770684438174089,NO
484,0.5456,0.7650411182683918,YES
485,0.0938,0.4853997660992408,NO
486,0.3771,0.9844623067070112,YES
487,0.0765,0.5490356234569047,NO
488,0.3042,0.7540886223987822,NO
489,0.1867,0.7977500974586497,NO
490,0.2024,0.6579665484787168,NO
491,0.084,0.7422450760177468,NO
492,0.1127,0.8198407247210825,YES
493,0.0773,0.6955763054818169,NO
494,0.3002,0.5037034286881138,YES
495,0.0821,0.4432605023297258,NO
496,0.1969,0.6695687686795745,YES
497,0.1353,0.6786834728693683,NO
498,0.0942,0.7269672724572575,NO
499,0.3023,0.6785349644507973,NO
500,0.1177,0.8239803968887486,NO
501,0.2966,0.9402624886298242,YES
502,0.2621,0.9915907107984184,NO
503,0.3631,0.7456978967495219,YES
504,0.1178,0.8528467207484824,NO
505,0.0474,0.8662867326291559,NO
506,0.4277,0.8428595295995842,YES
507,0.2214,0.5760084649798586,YES
508,0.2007,0.660268428966567,YES
509,0.2467,1.0,YES
510,0.2192,0.9223672241920214,NO
511,0.1165,0.6770684438174089,NO
512,0.3035,0.7650411182683918,YES
513,0.1886,0.4853997660992408,NO
514,0.2922,0.9844623067070112,YES
515,0.1088,0.5490356234569047,NO
516,0.2277,0.7540886223987822,NO
517,0.1763,0.7977500974586497,NO
518,0.1744,0.6579665484787168,NO
519,0.0948,0.7422450760177468,NO
520,0.152,0.8198407247210825,YES
521,0.0882,0.6955763054818169,NO
522,0.2267,0.5037034286881138,YES
523,0.1968,0.4432605023297258,NO
524,0.1574,0.6695687686795745,YES
525,0.2134,0.6786834728693683,NO
526,0.1846,0.7269672724572575,NO
527,0.3004,0.6785349644507973,NO
528,0.1322,0.8239803968887486,NO
529,0.3039,0.9402624886298242,YES
530,0.2341,0.9915907107984184,NO
531,0.2137,0.7456978967495219,YES
532,0.1342,0.8528467207484824,NO
533,0.1099,0.8662867326291559,NO
534,0.526,0.8428595295995842,YES
535,0.1623,0.5760084649798586,YES
536,0.1996,0.660268428966567,YES
537,0.3297,1.0,YES
538,0.22699999999999998,0.9223672241920214,NO
539,0.1622,0.6770684438174089,NO
540,0.3372,0.7650411182683918,YES
541,0.1102,0.4853997660992408,NO
542,0.3901,0.9844623067070112,YES
543,0.1022,0.5490356234569047,NO
544,0.1483,0.7540886223987822,NO
545,0.0862,0.7977500974586497,NO
546,0.0629,0.6579665484787168,NO
547,0.2034,0.7422450760177468,NO
548,0.1682,0.8198407247210825,YES
549,0.1975,0.6955763054818169,NO
550,0.3422,0.5037034286881138,YES
551,0.1773,0.4432605023297258,NO
552,0.2514,0.6695687686795745,YES
553,0.1754,0.6786834728693683,NO
554,0.1301,0.7269672724572575,NO
555,0.3619,0.6785349644507973,NO
556,0.1715,0.8239803968887486,NO
557,0.3452,0.9402624886298242,YES
558,0.3259,0.9915907107984184,NO
559,0.258,0.7456978967495219,YES
560,0.0709,0.8528467207484824,NO
561,0.0732,0.8662867326291559,NO
562,0.3094,0.8428595295995842,YES
563,0.1091,0.5760084649798586,YES
564,0.0665,0.660268428966567,YES
565,0.2941,1.0,YES
566,0.0664,0.9223672241920214,NO
567,0.0556,0.6770684438174089,NO
568,0.5229,0.7650411182683918,YES
569,0.1003,0.4853997660992408,NO
570,0.3604,0.9844623067070112,YES
571,0.08800000000000001,0.5490356234569047,NO
572,0.2859,0.7540886223987822,NO
573,0.1263,0.7977500974586497,NO
574,0.1497,0.6579665484787168,NO
575,0.1047,0.7422450760177468,NO
576,0.1031,0.8198407247210825,YES
577,0.1016,0.6955763054818169,NO
578,0.3066,0.5037034286881138,YES
579,0.0639,0.4432605023297258,NO
580,0.2147,0.6695687686795745,YES
581,0.1277,0.6786834728693683,NO
582,0.0813,0.7269672724572575,NO
583,0.3135,0.6785349644507973,NO
584,0.1095,0.8239803968887486,NO
585,0.302,0.9402624886298242,YES
586,0.2369,0.9915907107984184,NO
587,0.4263,0.7456978967495219,YES
588,0.1151,0.6098683844140415,NO
589,0.0905,0.5202064267018136,NO
590,0.1028,0.5041860810484694,YES
591,0.3566,0.644953498301435,YES
592,0.2651,0.5164565891328964,YES
593,0.1542,0.6159386660231302,YES
594,0.094,0.5899496927732091,NO
595,0.0554,0.4621396350405613,NO
596,0.2037,0.5176075293768215,YES
597,0.1971,0.7003285748760882,NO
598,0.1126,0.5476990476897658,YES
599,0.1418,0.6717778314058178,NO
600,0.2488,0.5912862685403479,NO
601,0.2731,0.593383949952663,NO
602,0.2523,0.4812786574838961,NO
603,0.1698,0.4855297109654904,NO
604,0.2266,0.6514693051662366,YES
605,0.1648,0.5014572388572277,NO
606,0.2745,0.3724776773283335,YES
607,0.1508,0.4531177486123745,NO
608,0.2653,0.5761755369507509,YES
609,0.1206,0.5785887987525293,NO
610,0.1613,0.6810039169095398,NO
611,0.1611,0.5963541183240825,NO
612,0.1018,0.5697154207429134,NO
613,0.152,0.6610480981640646,YES
614,0.1186,0.6550520707642614,NO
615,0.1207,0.5433180493419221,YES
616,0.1201,0.6098683844140415,NO
617,0.10300000000000001,0.5202064267018136,NO
618,0.254,0.5041860810484694,YES
619,0.3285,0.644953498301435,YES
620,0.3624,0.5164565891328964,YES
621,0.2593,0.6159386660231302,YES
622,0.0981,0.5899496927732091,NO
623,0.0792,0.4621396350405613,NO
624,0.2917,0.5176075293768215,YES
625,0.1836,0.7003285748760882,NO
626,0.3039,0.5476990476897658,YES
627,0.1342,0.6717778314058178,NO
628,0.1448,0.5912862685403479,NO
629,0.1036,0.593383949952663,NO
630,0.0702,0.4812786574838961,NO
631,0.1825,0.4855297109654904,NO
632,0.2937,0.6514693051662366,YES
633,0.1772,0.5014572388572277,NO
634,0.5728,0.3724776773283335,YES
635,0.0892,0.4531177486123745,NO
636,0.4594,0.5761755369507509,YES
637,0.1677,0.5785887987525293,NO
638,0.1461,0.6810039169095398,NO
639,0.2985,0.5963541183240825,NO
640,0.1348,0.5697154207429134,NO
641,0.2479,0.6610480981640646,YES
642,0.2298,0.6550520707642614,NO
643,0.2345,0.5433180493419221,YES
644,0.08900000000000001,0.15847704616755465,NO
645,0.0394,0.19088900852067048,NO
646,0.1381,0.10850396331842062,NO
647,0.2108,0.0720265830069242,NO
648,0.0676,0.14403460246152697,NO
649,0.0957,0.2290927991980545,NO
650,0.0963,0.2020271399134938,NO
651,0.0435,0.09252074476971912,NO
652,0.2592,0.14535261467634447,NO
653,0.1291,0.11251369061983699,NO
654,0.0785,0.19775752287957826,NO
655,0.1052,0.15311217954667805,NO
656,0.4225,0.17427462919304235,YES
657,0.3368,0.22402494941431988,YES
658,0.3938,0.2031780801574189,YES
659,0.0766,0.11459280847983068,NO
660,0.0711,0.21077057305686012,NO
661,0.0797,0.07247210826263713,NO
662,0.0531,0.011119567840501957,NO
663,0.1551,0.07523807755852159,NO
664,0.077,0.1312257513597802,NO
665,0.0463,0.13618221982958656,NO
666,0.0745,0.14767305871651598,NO
667,0.1014,0.03293174181811431,NO
668,0.0541,0.19439751990940984,NO
669,0.1685,0.21227422079489133,NO
670,0.0541,0.1896638140674599,NO
671,0.2105,0.08617200987580982,NO
672,0.1239,0.3872728285284672,YES
673,0.289,0.3533200913326774,YES
674,0.2752,0.1312443149121016,NO
675,0.1653,0.18782602238764406,NO
676,0.0814,0.3320648239247062,NO
677,0.0623,0.26516178135848073,NO
678,0.32899999999999996,0.3112179546678052,YES
679,0.1249,0.3887207856095342,YES
680,0.0968,0.056136182219829585,NO
681,0.1519,0.19547420594404946,NO
682,0.0533,0.29011119567840504,NO
683,0.1784,0.2089327813770443,NO
684,0.1661,0.11182683918394623,NO
685,0.1504,0.2347361191037517,NO
686,0.1562,0.1788041359594572,NO
687,0.3075,0.21611687612541536,YES
688,0.0597,0.33085819302381697,NO
689,0.1815,0.2792329540180809,YES
690,0.0336,0.0849282518702779,NO
691,0.3735,0.14754311385026642,YES
692,0.0877,0.20657521023223,NO
693,0.1163,0.3077836974883514,NO
694,0.0418,0.30572314318067895,NO
695,0.1354,0.08923499600883626,NO
696,0.0948,0.3572370008724869,NO
697,0.1407,0.2208505819673653,NO
698,0.0821,0.2845050028773506,NO
699,0.0894,0.056080491562865466,NO
700,0.0416,0.6098683844140415,NO
701,0.0131,0.5202064267018136,NO
702,0.1203,0.5041860810484694,YES
703,0.2886,0.644953498301435,YES
704,0.2879,0.5164565891328964,YES
705,0.1294,0.6159386660231302,YES
706,0.0498,0.5899496927732091,NO
707,0.0139,0.4621396350405613,NO
708,0.1999,0.5176075293768215,YES
709,0.1109,0.7003285748760882,NO
710,0.1389,0.5476990476897658,YES
711,0.0996,0.6717778314058178,NO
712,0.1977,0.5912862685403479,NO
713,0.1726,0.593383949952663,NO
714,0.1805,0.4812786574838961,NO
715,0.0204,0.4855297109654904,NO
716,0.2123,0.6514693051662366,YES
717,0.0198,0.5014572388572277,NO
718,0.3536,0.3724776773283335,YES
719,0.1039,0.4531177486123745,NO
720,0.2827,0.5761755369507509,YES
721,0.0426,0.5785887987525293,NO
722,0.0387,0.6810039169095398,NO
723,0.1228,0.5963541183240825,NO
724,0.0373,0.5697154207429134,NO
725,0.1359,0.6610480981640646,YES
726,0.0808,0.6550520707642614,NO
727,0.1119,0.5433180493419221,YES
728,0.3458,0.3872728285284672,YES
729,0.0264,0.3533200913326774,YES
730,0.3473,0.1312443149121016,NO
731,0.1555,0.18782602238764406,NO
732,0.0906,0.3320648239247062,NO
733,0.107,0.26516178135848073,NO
734,0.226,0.3112179546678052,YES
735,0.4184,0.3887207856095342,YES
