,DIRECT_NA_NA_VSM,UPPERTRACED_RFNONE_MULTI_LSA,Associated
61,0.1666,0.018518518518518517,NO
62,0.1465,0.018518518518518517,NO
63,0.0509,0.018518518518518517,NO
64,0.2187,0.018518518518518517,NO
65,0.4574,0.4074074074074074,YES
66,0.1603,0.018518518518518517,NO
67,0.2015,0.9074074074074072,YES
68,0.205,0.0,NO
69,0.2168,0.018518518518518517,NO
70,0.2136,0.0,NO
71,0.1919,0.0,NO
72,0.1533,0.018518518518518517,NO
73,0.1268,0.2037037037037037,NO
74,0.1947,0.0,NO
75,0.1755,0.0,NO
76,0.2202,0.8148148148148148,NO
77,0.4465,0.16666666666666666,YES
78,0.4252,0.018518518518518517,YES
79,0.3653,0.018518518518518517,YES
80,0.1771,0.22222222222222215,YES
81,0.1659,0.8148148148148148,NO
82,0.1927,0.018518518518518517,YES
83,0.1251,0.0,NO
84,0.1303,0.22222222222222215,YES
85,0.1814,0.22222222222222215,YES
86,0.3356,0.2962962962962963,NO
87,0.1662,0.11111111111111108,NO
88,0.1507,0.2777777777777777,NO
89,0.1441,0.6111111111111109,NO
90,0.3435,0.24074074074074076,YES
91,0.1243,0.22222222222222215,YES
92,0.1731,0.0,NO
93,0.0952,0.0,NO
94,0.1364,0.018518518518518517,NO
95,0.0887,0.0925925925925926,NO
96,0.2289,0.0,NO
97,0.2088,0.0,NO
98,0.2075,0.0,NO
99,0.1923,0.018518518518518517,YES
100,0.0927,0.24074074074074076,NO
101,0.0821,0.6666666666666665,YES
102,0.0311,0.9074074074074072,NO
103,0.3081,0.22222222222222215,YES
104,0.0406,0.22222222222222215,NO
105,0.1251,0.0,NO
106,0.091,0.2037037037037037,NO
107,0.11800000000000001,0.0,NO
108,0.1053,0.22222222222222215,NO
109,0.2201,0.0,NO
110,0.1351,0.1851851851851852,NO
111,0.1328,1.0,NO
112,0.0724,0.018518518518518517,NO
113,0.0244,0.037037037037037035,NO
114,0.1404,0.4814814814814815,YES
115,0.3348,0.018518518518518517,YES
116,0.2937,0.24074074074074076,YES
117,0.14300000000000002,0.018518518518518517,YES
118,0.0826,0.018518518518518517,NO
119,0.013000000000000001,0.12962962962962962,NO
120,0.2103,0.037037037037037035,YES
121,0.1395,0.018518518518518517,NO
122,0.1325,0.12962962962962962,YES
123,0.1443,0.018518518518518517,NO
124,0.2165,0.018518518518518517,NO
125,0.1934,0.14814814814814814,NO
126,0.1934,0.25925925925925924,NO
127,0.0572,0.055555555555555546,NO
128,0.2318,0.055555555555555546,YES
129,0.0556,0.2962962962962963,NO
130,0.3609,0.3148148148148148,YES
131,0.1417,0.2962962962962963,NO
132,0.255,0.3703703703703704,YES
133,0.0522,0.055555555555555546,NO
134,0.0677,0.018518518518518517,NO
135,0.1439,0.018518518518518517,NO
136,0.0494,0.018518518518518517,NO
137,0.1715,0.018518518518518517,YES
138,0.0964,0.018518518518518517,NO
139,0.1343,0.018518518518518517,YES
140,0.1544,0.018518518518518517,NO
141,0.0732,0.11111111111111108,NO
142,0.1975,0.0,NO
143,0.2582,0.12962962962962962,NO
144,0.1977,0.7592592592592591,NO
145,0.1701,0.018518518518518517,NO
146,0.1684,0.018518518518518517,NO
147,0.1225,0.018518518518518517,NO
148,0.1458,0.018518518518518517,NO
149,0.4028,0.4074074074074074,YES
150,0.1577,0.018518518518518517,NO
151,0.2904,0.9074074074074072,YES
152,0.1987,0.0,NO
153,0.1756,0.018518518518518517,NO
154,0.1689,0.0,NO
155,0.054000000000000006,0.0,NO
156,0.1469,0.018518518518518517,NO
157,0.0547,0.2037037037037037,NO
158,0.1082,0.0,NO
159,0.2019,0.0,NO
160,0.1293,0.8148148148148148,NO
161,0.3897,0.16666666666666666,YES
162,0.3612,0.018518518518518517,YES
163,0.2791,0.018518518518518517,YES
164,0.2894,0.22222222222222215,YES
165,0.2226,0.8148148148148148,NO
166,0.1753,0.018518518518518517,YES
167,0.0979,0.0,NO
168,0.0985,0.018518518518518517,NO
169,0.0774,0.037037037037037035,NO
170,0.1069,0.4814814814814815,YES
171,0.3647,0.018518518518518517,YES
172,0.2531,0.24074074074074076,YES
173,0.1331,0.018518518518518517,YES
174,0.0885,0.018518518518518517,NO
175,0.0604,0.12962962962962962,NO
176,0.2068,0.037037037037037035,YES
177,0.2598,0.018518518518518517,NO
178,0.106,0.12962962962962962,YES
179,0.1459,0.018518518518518517,NO
180,0.2252,0.018518518518518517,NO
181,0.2571,0.14814814814814814,NO
182,0.2375,0.25925925925925924,NO
183,0.1453,0.055555555555555546,NO
184,0.2245,0.055555555555555546,YES
185,0.141,0.2962962962962963,NO
186,0.2623,0.3148148148148148,YES
187,0.142,0.2962962962962963,NO
188,0.2555,0.3703703703703704,YES
189,0.2049,0.055555555555555546,NO
190,0.2206,0.018518518518518517,NO
191,0.2228,0.018518518518518517,NO
192,0.1032,0.018518518518518517,NO
193,0.1461,0.018518518518518517,YES
194,0.1116,0.018518518518518517,NO
195,0.1326,0.018518518518518517,YES
196,0.1415,0.018518518518518517,NO
197,0.0745,0.11111111111111108,NO
198,0.2381,0.0,NO
199,0.19,0.12962962962962962,NO
200,0.1547,0.7592592592592591,NO
201,0.1997,0.018518518518518517,NO
202,0.1653,0.018518518518518517,NO
203,0.1536,0.018518518518518517,NO
204,0.1999,0.018518518518518517,NO
205,0.1989,0.4074074074074074,YES
206,0.2045,0.018518518518518517,NO
207,0.2447,0.9074074074074072,YES
208,0.2519,0.0,NO
209,0.2036,0.018518518518518517,NO
210,0.2033,0.0,NO
211,0.0533,0.0,NO
212,0.105,0.018518518518518517,NO
213,0.055999999999999994,0.2037037037037037,NO
214,0.1113,0.0,NO
215,0.2256,0.0,NO
216,0.0989,0.8148148148148148,NO
217,0.1879,0.16666666666666666,YES
218,0.1445,0.018518518518518517,YES
219,0.1901,0.018518518518518517,YES
220,0.3108,0.22222222222222215,YES
221,0.2405,0.8148148148148148,NO
222,0.1657,0.018518518518518517,YES
223,0.1331,0.0,NO
224,0.0949,0.018518518518518517,NO
225,0.1339,0.11111111111111108,NO
226,0.22399999999999998,0.0,NO
227,0.1967,0.12962962962962962,NO
228,0.1436,0.7592592592592591,NO
229,0.2079,0.018518518518518517,NO
230,0.1339,0.018518518518518517,NO
231,0.0967,0.018518518518518517,NO
232,0.2198,0.018518518518518517,NO
233,0.3428,0.4074074074074074,YES
234,0.2344,0.018518518518518517,NO
235,0.1736,0.9074074074074072,YES
236,0.1331,0.0,NO
237,0.0735,0.018518518518518517,NO
238,0.0647,0.0,NO
239,0.204,0.0,NO
240,0.1327,0.018518518518518517,NO
241,0.1655,0.2037037037037037,NO
242,0.31,0.0,NO
243,0.1309,0.0,NO
244,0.2819,0.8148148148148148,NO
245,0.4042,0.16666666666666666,YES
246,0.3296,0.018518518518518517,YES
247,0.4941,0.018518518518518517,YES
248,0.1783,0.22222222222222215,YES
249,0.193,0.8148148148148148,NO
250,0.2673,0.018518518518518517,YES
251,0.1726,0.0,NO
252,0.1439,0.018518518518518517,NO
253,0.0769,0.11111111111111108,NO
254,0.1953,0.0,NO
255,0.2342,0.12962962962962962,NO
256,0.2047,0.7592592592592591,NO
257,0.1823,0.018518518518518517,NO
258,0.1684,0.018518518518518517,NO
259,0.1204,0.018518518518518517,NO
260,0.1751,0.018518518518518517,NO
261,0.3579,0.4074074074074074,YES
262,0.1828,0.018518518518518517,NO
263,0.2083,0.9074074074074072,YES
264,0.2252,0.0,NO
265,0.2041,0.018518518518518517,NO
266,0.2007,0.0,NO
267,0.0498,0.0,NO
268,0.1415,0.018518518518518517,NO
269,0.0515,0.2037037037037037,NO
270,0.1207,0.0,NO
271,0.1912,0.0,NO
272,0.14,0.8148148148148148,NO
273,0.4038,0.16666666666666666,YES
274,0.3494,0.018518518518518517,YES
275,0.2799,0.018518518518518517,YES
276,0.2675,0.22222222222222215,YES
277,0.2206,0.8148148148148148,NO
278,0.2003,0.018518518518518517,YES
279,0.1168,0.0,NO
280,0.0727,0.018518518518518517,NO
281,0.0714,0.11111111111111108,NO
282,0.10800000000000001,0.0,NO
283,0.2886,0.12962962962962962,NO
284,0.1427,0.7592592592592591,NO
285,0.0855,0.018518518518518517,NO
286,0.0605,0.018518518518518517,NO
287,0.0532,0.018518518518518517,NO
288,0.1421,0.018518518518518517,NO
289,0.4397,0.4074074074074074,YES
290,0.0607,0.018518518518518517,NO
291,0.2347,0.9074074074074072,YES
292,0.2118,0.0,NO
293,0.2048,0.018518518518518517,NO
294,0.2045,0.0,NO
295,0.0849,0.0,NO
296,0.1035,0.018518518518518517,NO
297,0.0824,0.2037037037037037,NO
298,0.0975,0.0,NO
299,0.1702,0.0,NO
300,0.1518,0.8148148148148148,NO
301,0.3372,0.16666666666666666,YES
302,0.3303,0.018518518518518517,YES
303,0.314,0.018518518518518517,YES
304,0.1257,0.22222222222222215,YES
305,0.1375,0.8148148148148148,NO
306,0.1128,0.018518518518518517,YES
307,0.099,0.0,NO
308,0.1069,0.018518518518518517,NO
309,0.0451,0.018518518518518517,NO
310,0.5095,0.018518518518518517,YES
311,0.1431,0.2777777777777777,YES
312,0.1227,0.4444444444444444,YES
313,0.2847,0.018518518518518517,YES
314,0.2237,0.018518518518518517,NO
315,0.1065,0.4074074074074074,NO
316,0.3266,0.018518518518518517,YES
317,0.0974,0.07407407407407407,NO
318,0.3289,0.018518518518518517,YES
319,0.1059,0.0,NO
320,0.2131,0.16666666666666666,NO
321,0.1496,0.11111111111111108,NO
322,0.1474,0.16666666666666666,NO
323,0.0902,0.22222222222222215,NO
324,0.0993,0.055555555555555546,YES
325,0.0875,0.12962962962962962,NO
326,0.2369,0.07407407407407407,YES
327,0.2129,0.11111111111111108,NO
328,0.1321,0.5185185185185185,YES
329,0.1271,0.0,NO
330,0.08,0.018518518518518517,NO
331,0.3025,0.7407407407407407,NO
332,0.12,0.018518518518518517,NO
333,0.3399,0.018518518518518517,YES
334,0.2516,0.018518518518518517,NO
335,0.2081,0.018518518518518517,YES
336,0.1799,0.0,NO
337,0.1547,0.018518518518518517,NO
338,0.3595,0.018518518518518517,YES
339,0.2156,0.0,NO
340,0.1535,0.0,NO
341,0.4159,0.0925925925925926,YES
342,0.1827,0.0,NO
343,0.1097,0.037037037037037035,NO
344,0.5448,0.0,YES
345,0.191,0.0,NO
346,0.4381,0.0,YES
347,0.1528,0.0,NO
348,0.3264,0.037037037037037035,NO
349,0.3203,0.0,NO
350,0.2648,0.0,NO
351,0.171,0.2037037037037037,NO
352,0.21899999999999997,0.7037037037037036,NO
353,0.1398,0.018518518518518517,NO
354,0.3673,0.0,NO
355,0.1451,0.0,NO
356,0.2637,0.018518518518518517,NO
357,0.1991,0.7037037037037036,NO
358,0.1784,0.16666666666666666,NO
359,0.3767,0.0,NO
360,0.1917,0.0,NO
361,0.3794,0.0,YES
362,0.3359,0.0,NO
363,0.2874,0.018518518518518517,YES
364,0.0798,0.018518518518518517,NO
365,0.0364,0.037037037037037035,NO
366,0.2475,0.4814814814814815,YES
367,0.2794,0.018518518518518517,YES
368,0.2232,0.24074074074074076,YES
369,0.2213,0.018518518518518517,YES
370,0.1233,0.018518518518518517,NO
371,0.0474,0.12962962962962962,NO
372,0.2799,0.037037037037037035,YES
373,0.2328,0.018518518518518517,NO
374,0.2608,0.12962962962962962,YES
375,0.1095,0.018518518518518517,NO
376,0.2365,0.018518518518518517,NO
377,0.2061,0.14814814814814814,NO
378,0.2048,0.25925925925925924,NO
379,0.0456,0.055555555555555546,NO
380,0.1795,0.055555555555555546,YES
381,0.0442,0.2962962962962963,NO
382,0.27,0.3148148148148148,YES
383,0.1224,0.2962962962962963,NO
384,0.1913,0.3703703703703704,YES
385,0.2397,0.055555555555555546,NO
386,0.2111,0.018518518518518517,NO
387,0.2935,0.018518518518518517,NO
388,0.1155,0.018518518518518517,NO
389,0.243,0.018518518518518517,YES
390,0.1959,0.018518518518518517,NO
391,0.198,0.018518518518518517,YES
392,0.1636,0.0,NO
393,0.1646,0.037037037037037035,NO
394,0.3881,0.0,YES
395,0.1762,0.0,NO
396,0.1649,0.0,NO
397,0.4197,0.0,YES
398,0.1681,0.018518518518518517,NO
399,0.153,0.0,NO
400,0.4738,0.0,YES
401,0.159,0.0,NO
402,0.493,0.0,YES
403,0.1456,0.0,NO
404,0.2244,0.0,NO
405,0.1542,0.018518518518518517,NO
406,0.1277,0.24074074074074076,NO
407,0.1775,0.0,NO
408,0.2106,0.0,NO
409,0.1654,0.0,NO
410,0.3557,0.0,NO
411,0.0902,0.0,NO
412,0.2663,0.12962962962962962,NO
413,0.2218,0.0,NO
414,0.1764,0.0,NO
415,0.3901,0.0,NO
416,0.21600000000000003,0.0,NO
417,0.402,0.0,YES
418,0.3584,0.0,NO
419,0.3239,0.0,YES
420,0.0467,0.018518518518518517,NO
421,0.0184,0.037037037037037035,NO
422,0.0544,0.4814814814814815,YES
423,0.1967,0.018518518518518517,YES
424,0.1251,0.24074074074074076,YES
425,0.0526,0.018518518518518517,YES
426,0.0389,0.018518518518518517,NO
427,0.0098,0.12962962962962962,NO
428,0.1204,0.037037037037037035,YES
429,0.1152,0.018518518518518517,NO
430,0.0434,0.12962962962962962,YES
431,0.0994,0.018518518518518517,NO
432,0.171,0.018518518518518517,NO
433,0.1733,0.14814814814814814,NO
434,0.1785,0.25925925925925924,NO
435,0.0632,0.055555555555555546,NO
436,0.1652,0.055555555555555546,YES
437,0.0614,0.2962962962962963,NO
438,0.1533,0.3148148148148148,YES
439,0.1347,0.2962962962962963,NO
440,0.1212,0.3703703703703704,YES
441,0.015,0.055555555555555546,NO
442,0.0714,0.018518518518518517,NO
443,0.0698,0.018518518518518517,NO
444,0.035,0.018518518518518517,NO
445,0.0672,0.018518518518518517,YES
446,0.0378,0.018518518518518517,NO
447,0.0637,0.018518518518518517,YES
448,0.3024,0.22222222222222215,YES
449,0.0482,0.22222222222222215,YES
450,0.3634,0.2962962962962963,NO
451,0.1548,0.11111111111111108,NO
452,0.1459,0.2777777777777777,NO
453,0.1506,0.6111111111111109,NO
454,0.2394,0.24074074074074076,YES
455,0.3693,0.22222222222222215,YES
456,0.1404,0.0,NO
457,0.0758,0.0,NO
458,0.1517,0.018518518518518517,NO
459,0.067,0.0925925925925926,NO
460,0.2131,0.0,NO
461,0.16,0.0,NO
462,0.1446,0.0,NO
463,0.0844,0.018518518518518517,YES
464,0.095,0.24074074074074076,NO
465,0.2419,0.6666666666666665,YES
466,0.026000000000000002,0.9074074074074072,NO
467,0.2985,0.22222222222222215,YES
468,0.0377,0.22222222222222215,NO
469,0.102,0.0,NO
470,0.0927,0.2037037037037037,NO
471,0.1259,0.0,NO
472,0.1193,0.22222222222222215,NO
473,0.2177,0.0,NO
474,0.15,0.1851851851851852,NO
475,0.0996,1.0,NO
476,0.0839,0.018518518518518517,NO
477,0.0672,0.018518518518518517,NO
478,0.3068,0.018518518518518517,YES
479,0.1154,0.2777777777777777,YES
480,0.0802,0.4444444444444444,YES
481,0.3166,0.018518518518518517,YES
482,0.0868,0.018518518518518517,NO
483,0.0677,0.4074074074074074,NO
484,0.5456,0.018518518518518517,YES
485,0.0938,0.07407407407407407,NO
486,0.3771,0.018518518518518517,YES
487,0.0765,0.0,NO
488,0.3042,0.16666666666666666,NO
489,0.1867,0.11111111111111108,NO
490,0.2024,0.16666666666666666,NO
491,0.084,0.22222222222222215,NO
492,0.1127,0.055555555555555546,YES
493,0.0773,0.12962962962962962,NO
494,0.3002,0.07407407407407407,YES
495,0.0821,0.11111111111111108,NO
496,0.1969,0.5185185185185185,YES
497,0.1353,0.0,NO
498,0.0942,0.018518518518518517,NO
499,0.3023,0.7407407407407407,NO
500,0.1177,0.018518518518518517,NO
501,0.2966,0.018518518518518517,YES
502,0.2621,0.018518518518518517,NO
503,0.3631,0.018518518518518517,YES
504,0.1178,0.018518518518518517,NO
505,0.0474,0.018518518518518517,NO
506,0.4277,0.018518518518518517,YES
507,0.2214,0.2777777777777777,YES
508,0.2007,0.4444444444444444,YES
509,0.2467,0.018518518518518517,YES
510,0.2192,0.018518518518518517,NO
511,0.1165,0.4074074074074074,NO
512,0.3035,0.018518518518518517,YES
513,0.1886,0.07407407407407407,NO
514,0.2922,0.018518518518518517,YES
515,0.1088,0.0,NO
516,0.2277,0.16666666666666666,NO
517,0.1763,0.11111111111111108,NO
518,0.1744,0.16666666666666666,NO
519,0.0948,0.22222222222222215,NO
520,0.152,0.055555555555555546,YES
521,0.0882,0.12962962962962962,NO
522,0.2267,0.07407407407407407,YES
523,0.1968,0.11111111111111108,NO
524,0.1574,0.5185185185185185,YES
525,0.2134,0.0,NO
526,0.1846,0.018518518518518517,NO
527,0.3004,0.7407407407407407,NO
528,0.1322,0.018518518518518517,NO
529,0.3039,0.018518518518518517,YES
530,0.2341,0.018518518518518517,NO
531,0.2137,0.018518518518518517,YES
532,0.1342,0.018518518518518517,NO
533,0.1099,0.018518518518518517,NO
534,0.526,0.018518518518518517,YES
535,0.1623,0.2777777777777777,YES
536,0.1996,0.4444444444444444,YES
537,0.3297,0.018518518518518517,YES
538,0.22699999999999998,0.018518518518518517,NO
539,0.1622,0.4074074074074074,NO
540,0.3372,0.018518518518518517,YES
541,0.1102,0.07407407407407407,NO
542,0.3901,0.018518518518518517,YES
543,0.1022,0.0,NO
544,0.1483,0.16666666666666666,NO
545,0.0862,0.11111111111111108,NO
546,0.0629,0.16666666666666666,NO
547,0.2034,0.22222222222222215,NO
548,0.1682,0.055555555555555546,YES
549,0.1975,0.12962962962962962,NO
550,0.3422,0.07407407407407407,YES
551,0.1773,0.11111111111111108,NO
552,0.2514,0.5185185185185185,YES
553,0.1754,0.0,NO
554,0.1301,0.018518518518518517,NO
555,0.3619,0.7407407407407407,NO
556,0.1715,0.018518518518518517,NO
557,0.3452,0.018518518518518517,YES
558,0.3259,0.018518518518518517,NO
559,0.258,0.018518518518518517,YES
560,0.0709,0.018518518518518517,NO
561,0.0732,0.018518518518518517,NO
562,0.3094,0.018518518518518517,YES
563,0.1091,0.2777777777777777,YES
564,0.0665,0.4444444444444444,YES
565,0.2941,0.018518518518518517,YES
566,0.0664,0.018518518518518517,NO
567,0.0556,0.4074074074074074,NO
568,0.5229,0.018518518518518517,YES
569,0.1003,0.07407407407407407,NO
570,0.3604,0.018518518518518517,YES
571,0.08800000000000001,0.0,NO
572,0.2859,0.16666666666666666,NO
573,0.1263,0.11111111111111108,NO
574,0.1497,0.16666666666666666,NO
575,0.1047,0.22222222222222215,NO
576,0.1031,0.055555555555555546,YES
577,0.1016,0.12962962962962962,NO
578,0.3066,0.07407407407407407,YES
579,0.0639,0.11111111111111108,NO
580,0.2147,0.5185185185185185,YES
581,0.1277,0.0,NO
582,0.0813,0.018518518518518517,NO
583,0.3135,0.7407407407407407,NO
584,0.1095,0.018518518518518517,NO
585,0.302,0.018518518518518517,YES
586,0.2369,0.018518518518518517,NO
587,0.4263,0.018518518518518517,YES
588,0.1151,0.018518518518518517,NO
589,0.0905,0.037037037037037035,NO
590,0.1028,0.4814814814814815,YES
591,0.3566,0.018518518518518517,YES
592,0.2651,0.24074074074074076,YES
593,0.1542,0.018518518518518517,YES
594,0.094,0.018518518518518517,NO
595,0.0554,0.12962962962962962,NO
596,0.2037,0.037037037037037035,YES
597,0.1971,0.018518518518518517,NO
598,0.1126,0.12962962962962962,YES
599,0.1418,0.018518518518518517,NO
600,0.2488,0.018518518518518517,NO
601,0.2731,0.14814814814814814,NO
602,0.2523,0.25925925925925924,NO
603,0.1698,0.055555555555555546,NO
604,0.2266,0.055555555555555546,YES
605,0.1648,0.2962962962962963,NO
606,0.2745,0.3148148148148148,YES
607,0.1508,0.2962962962962963,NO
608,0.2653,0.3703703703703704,YES
609,0.1206,0.055555555555555546,NO
610,0.1613,0.018518518518518517,NO
611,0.1611,0.018518518518518517,NO
612,0.1018,0.018518518518518517,NO
613,0.152,0.018518518518518517,YES
614,0.1186,0.018518518518518517,NO
615,0.1207,0.018518518518518517,YES
616,0.1201,0.018518518518518517,NO
617,0.10300000000000001,0.037037037037037035,NO
618,0.254,0.4814814814814815,YES
619,0.3285,0.018518518518518517,YES
620,0.3624,0.24074074074074076,YES
621,0.2593,0.018518518518518517,YES
622,0.0981,0.018518518518518517,NO
623,0.0792,0.12962962962962962,NO
624,0.2917,0.037037037037037035,YES
625,0.1836,0.018518518518518517,NO
626,0.3039,0.12962962962962962,YES
627,0.1342,0.018518518518518517,NO
628,0.1448,0.018518518518518517,NO
629,0.1036,0.14814814814814814,NO
630,0.0702,0.25925925925925924,NO
631,0.1825,0.055555555555555546,NO
632,0.2937,0.055555555555555546,YES
633,0.1772,0.2962962962962963,NO
634,0.5728,0.3148148148148148,YES
635,0.0892,0.2962962962962963,NO
636,0.4594,0.3703703703703704,YES
637,0.1677,0.055555555555555546,NO
638,0.1461,0.018518518518518517,NO
639,0.2985,0.018518518518518517,NO
640,0.1348,0.018518518518518517,NO
641,0.2479,0.018518518518518517,YES
642,0.2298,0.018518518518518517,NO
643,0.2345,0.018518518518518517,YES
644,0.08900000000000001,0.018518518518518517,NO
645,0.0394,0.16666666666666666,NO
646,0.1381,0.0,NO
647,0.2108,0.0,NO
648,0.0676,0.0,NO
649,0.0957,0.0,NO
650,0.0963,0.0,NO
651,0.0435,0.0,NO
652,0.2592,0.018518518518518517,NO
653,0.1291,0.0,NO
654,0.0785,0.0,NO
655,0.1052,0.018518518518518517,NO
656,0.4225,0.2777777777777777,YES
657,0.3368,0.24074074074074076,YES
658,0.3938,0.0,YES
659,0.0766,0.0,NO
660,0.0711,0.037037037037037035,NO
661,0.0797,0.0,NO
662,0.0531,0.0,NO
663,0.1551,0.0,NO
664,0.077,0.3703703703703704,NO
665,0.0463,0.07407407407407407,NO
666,0.0745,0.0,NO
667,0.1014,0.018518518518518517,NO
668,0.0541,0.16666666666666666,NO
669,0.1685,0.12962962962962962,NO
670,0.0541,0.11111111111111108,NO
671,0.2105,0.0,NO
672,0.1239,0.22222222222222215,YES
673,0.289,0.22222222222222215,YES
674,0.2752,0.2962962962962963,NO
675,0.1653,0.11111111111111108,NO
676,0.0814,0.2777777777777777,NO
677,0.0623,0.6111111111111109,NO
678,0.32899999999999996,0.24074074074074076,YES
679,0.1249,0.22222222222222215,YES
680,0.0968,0.0,NO
681,0.1519,0.0,NO
682,0.0533,0.018518518518518517,NO
683,0.1784,0.0925925925925926,NO
684,0.1661,0.0,NO
685,0.1504,0.0,NO
686,0.1562,0.0,NO
687,0.3075,0.018518518518518517,YES
688,0.0597,0.24074074074074076,NO
689,0.1815,0.6666666666666665,YES
690,0.0336,0.9074074074074072,NO
691,0.3735,0.22222222222222215,YES
692,0.0877,0.22222222222222215,NO
693,0.1163,0.0,NO
694,0.0418,0.2037037037037037,NO
695,0.1354,0.0,NO
696,0.0948,0.22222222222222215,NO
697,0.1407,0.0,NO
698,0.0821,0.1851851851851852,NO
699,0.0894,1.0,NO
700,0.0416,0.018518518518518517,NO
701,0.0131,0.037037037037037035,NO
702,0.1203,0.4814814814814815,YES
703,0.2886,0.018518518518518517,YES
704,0.2879,0.24074074074074076,YES
705,0.1294,0.018518518518518517,YES
706,0.0498,0.018518518518518517,NO
707,0.0139,0.12962962962962962,NO
708,0.1999,0.037037037037037035,YES
709,0.1109,0.018518518518518517,NO
710,0.1389,0.12962962962962962,YES
711,0.0996,0.018518518518518517,NO
712,0.1977,0.018518518518518517,NO
713,0.1726,0.14814814814814814,NO
714,0.1805,0.25925925925925924,NO
715,0.0204,0.055555555555555546,NO
716,0.2123,0.055555555555555546,YES
717,0.0198,0.2962962962962963,NO
718,0.3536,0.3148148148148148,YES
719,0.1039,0.2962962962962963,NO
720,0.2827,0.3703703703703704,YES
721,0.0426,0.055555555555555546,NO
722,0.0387,0.018518518518518517,NO
723,0.1228,0.018518518518518517,NO
724,0.0373,0.018518518518518517,NO
725,0.1359,0.018518518518518517,YES
726,0.0808,0.018518518518518517,NO
727,0.1119,0.018518518518518517,YES
728,0.3458,0.22222222222222215,YES
729,0.0264,0.22222222222222215,YES
730,0.3473,0.2962962962962963,NO
731,0.1555,0.11111111111111108,NO
732,0.0906,0.2777777777777777,NO
733,0.107,0.6111111111111109,NO
734,0.226,0.24074074074074076,YES
735,0.4184,0.22222222222222215,YES
736,0.1111,0.0,NO
737,0.1017,0.0,NO
738,0.09699999999999999,0.018518518518518517,NO
739,0.1058,0.0925925925925926,NO
740,0.1741,0.0,NO
741,0.1373,0.0,NO
742,0.132,0.0,NO
743,0.1138,0.018518518518518517,YES
744,0.0766,0.24074074074074076,NO
745,0.3242,0.6666666666666665,YES
746,0.0297,0.9074074074074072,NO
747,0.3407,0.22222222222222215,YES
748,0.0387,0.22222222222222215,NO
749,0.0621,0.0,NO
750,0.076,0.2037037037037037,NO
751,0.1266,0.0,NO
752,0.0726,0.22222222222222215,NO
753,0.192,0.0,NO
754,0.1128,0.1851851851851852,NO
755,0.0813,1.0,NO
756,0.1238,0.018518518518518517,NO
757,0.0659,0.11111111111111108,NO
758,0.0991,0.0,NO
759,0.2168,0.12962962962962962,NO
760,0.0941,0.7592592592592591,NO
761,0.1226,0.018518518518518517,NO
762,0.0797,0.018518518518518517,NO
763,0.0869,0.018518518518518517,NO
764,0.1921,0.018518518518518517,NO
765,0.2119,0.4074074074074074,YES
766,0.0845,0.018518518518518517,NO
767,0.1963,0.9074074074074072,YES
768,0.24100000000000002,0.0,NO
769,0.263,0.018518518518518517,NO
770,0.2504,0.0,NO
771,0.1414,0.0,NO
772,0.0983,0.018518518518518517,NO
