id,text
2.txt,chang laboratori allow oper chang anagrafica laboratori analysi deal modif data anagrafica laboratori analysi oper ha recogn system see uc val op anagrafica laboratori data laboratori chang remain state first success anagrafica laboratori properli amend oper activ execut servic chang anagrafica laboratori view list laboratori select laboratori chang anagrafica confirm select view mask edit anagrafica laboratori chang angrafica laboratori confirm chang verifi data insert oper rememb updat notifi oper finish success data enter display messag show data deem reinsert run underpin field form data enter oper cancel oper end execut use case failur anagrafica laboratori character follow data name vat address citi provinc cap address telephon note nb ital highlight data option whose inclus doe affect complet
1.txt,input laboratori allow oper enter anagrafica laboratori analysi data character ha interest enter age laboratori oper ha recogn system see uc val op ha data character anagrafica laboratori data modifi success anagrafica laboratori properli insert oper activ execut input servic laboratori view mask enter inform need insert data anagrafica laboratori confirm placement verifi data enter store data notifi oper finish success data enter display messag show data deem reinsert run underpin field form data enter oper cancel oper end execut use case failur anagrafica laboratori character follow data name vat address citi provinc cap address telephon note nb ital highlight data option whose inclus doe affect complet oper
20.txt,valid patient work perform function authent patient ha interest valid patient access section relat hi inform oper ha recogn system see uc val op patient provid oper hospit card tax code patient recogn system success patient recogn system oper access section oper enforc depend patient view mask valid patient input code hospit card confirm valid verifi code card hospit identifi patient get inform patient transfer memori patient data valid tax code inject tax code patient reinsert run step oper cancel function valid end execut use case failur login fail show messag reinsert execut step
21.txt,show clinic folder allow patient view clinic folder folder use locat displac outpati ha interest access folder clinic patient ha recogn system see uc acc tb patient obtain display inform contain clinic folder patient activ execut servic display folder clinic access databas retriev inform folder patient view detail patient list visit order patholog patient display detail visit select visit list requir view detail access databas retriev detail visit select display mask contain detail visit patient decid print folder clinic start print folder clinic gener report send printer patient decid print detail visit start print detail visit gener report send printer visit list date name doctor carri survey reason visit visit list date name doctor made visit reason visit accus ill histori made doctor test prescrib therapi give medicin time recruit requir report valu observ made visit heartbeat blood pressur valu number dioptr found examin made given inform relat laboratori ha made valu result examin evalu made doctor
23.txt,show anagrafica allow patient view data use locat displac outpati ha interest access inform patient ha recogn system see uc acc tb patient obtain display data anagrafica patient activ execut servic display data anagrafica access databas retriev inform patient view inform anagrafich patient patient decid print inform display start print list reserv gener report send printer age patient character follow data name surnam sex code tax date birth place birth provinc birth place address home provinc resid address zip code telephon note
22.txt,show reserv allow patient view list reserv profit use locat displac outpati ha interest access reserv profit patient ha recogn system see uc acc tb patient obtain display list reserv patient activ execut servic display reserv access databas retriev inform reserv patient inform view list book patient order patient decid print list reserv start print list reserv gener report send printer reserv list date time type access whi visit
26.txt,report reserv allow oper report reserv oper interest report reserv done oper ha recogn system see uc val op oper activ execut servic report reserv view mask view report reserv select time gap select type inform summari confirm select access databas found train requir view inform obtain oper decid print inform start print inform display gener report send printer oper cancel oper end use case failur oper access follow summari inform patient want know sequenc book given period period wa contact clinic specifi date appoint type visit date want list reserv made
27.txt,report visit allow oper visit outpati insid total visit made patient visit support doctor oper interest report visit outpati oper ha recogn system see uc val op oper activ execut servic record visit view mask view report visit select time gap select type inform summari confirm select access databas found train requir view inform obtain oper decid print inform start print inform display gener report send printer oper cancel oper end use case failur oper access follow summari inform visit patient undergo doctor visit led visit visit made doctor date patient visit examin requir visit made patient date doctor accus patholog examin medicin prescrib
25.txt,valid patient work perform function authent patient interest log see inform patient possess hospit card patient recogn system success patient recogn system access section patient access box tower view mask oper login input code hospit card code pin confirm valid verifi coupl hospit card pin identifi patient patient cancel function valid end execut use case failur valid fail show messag reinsert run step
19.txt,access section patient allow access patient enabl oper meet request receiv patient oper interest access section patient order enslav request receiv patient oper ha recogn system see uc val op system deni access section patient success oper get access section enabl patient meet request receiv patient oper activ execut servic access section patient includ patient view mask section patient oper cancel oper access session end use case failur
18.txt,input patient allow oper enter anagrafica patient contact time outpati oper ha interest record anagrafica patient contact surgeri requir book visit oper ha recogn system see uc val op patient issu form r section anagrafica success complet data modifi success anagrafica patient correctli maintain memori store end reserv visit oper activ execut reserv servic visit view mask input inform insert data anagrafica patient confirm input verifi data insert oper build assign hospit card see br cre car visit data set display messag show data deem reinsert run step underpin field form data insert oper oper cancel function insert end execut use case failur anagrafica patient character follow data name surnam sex code tax date birth place birth provinc birth place address home provinc resid address zip code telephon note nb ital highlight data option whose inclus doe affect correctli complet oper
24.txt,access box tower allow patient access locat intern displac outpati interest log see inform patient possess hospit card patient recogn system success patient recogn system author access hi section patient access locat displac outpati includ patient find inform patient transfer memori patient data view mask root box tower
30.txt,plan reserv allow oper view print form plan book made type visit oper interest see print plan reserv made oper ha recogn system see uc val op oper activ execut servic view print plan reserv view mask view print plan reserv select type visit enabl access databas found train requir view inform obtain oper decid print inform start print inform display gener report send printer oper cancel oper end use case failur type access oper select visit day hospit visit check reserv plan reserv name name patient
