50Traced_NONETRACED_RFNONE_MULTI_LSA_72,Associated
0,0
0,0
1,1
0,0
1,1
0,0
0,0
0,1
0,0
0,0
0,1
0,0
0,0
1,1
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
1,1
0,0
0,0
0,1
0,1
0,1
0,1
0,0
0,0
0,1
0,0
0,1
0,0
0,0
0,0
0,0
0,0
1,1
0,0
1,1
0,0
1,1
0,0
0,0
0,0
0,0
0,1
0,0
0,1
0,0
0,0
1,1
0,0
0,0
1,1
0,0
0,0
1,1
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
1,1
0,0
0,0
0,1
1,1
1,1
1,1
0,0
0,0
0,1
0,0
0,1
0,0
0,0
0,0
0,0
0,0
1,1
0,0
1,1
0,0
1,1
0,0
0,0
0,0
0,0
1,1
0,0
1,1
1,1
1,1
0,0
0,0
0,0
0,0
1,1
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
1,1
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,1
0,1
1,1
0,0
0,0
1,1
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,1
0,0
1,1
0,0
0,1
0,0
0,0
0,0
0,0
1,1
1,0
1,1
0,0
0,0
1,1
0,1
0,1
1,1
0,0
0,0
1,1
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,1
0,0
1,1
0,0
0,1
0,0
0,0
1,0
0,0
1,1
0,0
1,1
0,0
0,0
0,1
0,1
0,1
1,1
0,0
0,0
0,1
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,1
0,0
1,1
0,0
0,1
0,0
0,0
0,0
0,0
1,1
0,0
1,1
0,0
0,0
1,1
0,1
0,1
1,1
0,0
0,0
1,1
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,1
0,0
1,1
0,0
0,1
0,0
0,0
1,0
0,0
1,1
0,0
1,1
0,0
0,0
0,1
0,1
0,1
1,1
0,0
0,0
0,1
0,0
0,1
0,0
0,0
0,0
0,0
0,0
1,1
0,0
1,1
0,0
0,1
0,0
0,0
0,0
0,0
1,1
0,0
1,1
0,0
0,0
0,1
1,1
1,1
1,1
0,0
0,0
0,1
0,0
0,1
0,0
0,0
0,0
0,0
0,0
1,1
0,0
1,1
0,0
1,1
0,0
0,0
0,0
0,0
1,1
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
1,1
1,1
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,1
0,0
0,0
0,0
0,0
1,1
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,1
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
1,1
0,1
1,1
0,0
0,0
0,1
0,0
0,1
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,1
0,0
0,1
0,0
0,0
0,0
0,0
1,1
0,0
1,1
1,1
1,1
0,0
0,0
0,0
0,0
1,1
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
1,1
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
1,1
1,1
1,1
0,0
1,1
0,0
1,1
1,1
0,0
0,0
0,0
0,0
1,1
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
1,1
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
1,1
1,1
1,1
0,0
1,1
0,0
